DistrictName,SchoolName,CountyCode,DistrictKey,SiteCode,FullCode
SAND SPRINGS,PRATT ES,72,I002,123,72I002123
SAND SPRINGS,CLYDE BOYD MS,72,I002,520,72I002520
SAND SPRINGS,CENTRAL 9TH GRADE CTR,72,I002,615,72I002615
SAND SPRINGS,CHARLES PAGE HS,72,I002,705,72I002705
BROKEN ARROW,CREEKWOOD EARLY CHILDHOOD CTR,72,I003,100,72I003100
BROKEN ARROW,ARROW SPRINGS EARLY CHILDHOOD,72,I003,103,72I003103
BROKEN ARROW,ASPEN CREEK EC CENTER,72,I003,105,72I003105
BROKEN ARROW,PARKLANE EARLY CHILDHOOD CTR,72,I003,107,72I003107
BROKEN ARROW,RHOADES ES,72,I003,110,72I003110
BROKEN ARROW,ARROWHEAD ES,72,I003,120,72I003120
BROKEN ARROW,VANDEVER ES,72,I003,125,72I003125
BROKEN ARROW,HIGHLAND PARK ES,72,I003,135,72I003135
BROKEN ARROW,LYNN WOOD ES,72,I003,140,72I003140
BROKEN ARROW,LEISURE PARK ES,72,I003,150,72I003150
BROKEN ARROW,SPRING CREEK ES,72,I003,160,72I003160
BROKEN ARROW,WOLF CREEK ES,72,I003,165,72I003165
BROKEN ARROW,COUNTRY LANE PRIMARY ES,72,I003,170,72I003170
BROKEN ARROW,LIBERTY ES,72,I003,175,72I003175
BROKEN ARROW,COUNTRY LANE INTERMEDIATE ES,72,I003,180,72I003180
BROKEN ARROW,CREEKWOOD ES,72,I003,200,72I003200
BROKEN ARROW,ASPEN CREEK ES,72,I003,205,72I003205
Broken Arrow,Oak Crest ES,72,I003,210,72I003210
BROKEN ARROW,OAK CREST ES,72,I003,215,72I003215
BROKEN ARROW,CENTENNIAL MS,72,I003,505,72I003505
BROKEN ARROW,SEQUOYAH MS,72,I003,510,72I003510
BROKEN ARROW,CHILDERS MS,72,I003,520,72I003520
BROKEN ARROW,OLIVER MS,72,I003,525,72I003525
BROKEN ARROW,ONETA RIDGE MS,72,I003,530,72I003530
BROKEN ARROW,BROKEN ARROW FRESHMAN ACADEMY,72,I003,700,72I003700
Broken Arrow,Broken Arrow HS,72,I003,705,72I003705
Broken Arrow,Broken Arrow S Intermediate HS,72,I003,710,72I003710
Broken Arrow,Broken Arrow N Intermediate HS,72,I003,715,72I003715
BROKEN ARROW,BROKEN ARROW HS,72,I003,720,72I003720
BIXBY,CENTRAL ES,72,I004,110,72I004110
BIXBY,BIXBY NORTH ES,72,I004,120,72I004120
BIXBY,NORTH INTERMEDIATE SCHOOL,72,I004,130,72I004130
BIXBY,CENTRAL INTERMEDIATE SCHOOL,72,I004,140,72I004140
BIXBY,NORTHEAST ES AND IS,72,I004,150,72I004150
BIXBY,BIXBY MS,72,I004,505,72I004505
BIXBY,BIXBY HS,72,I004,705,72I004705
JENKS,JENKS EAST ES,72,I005,110,72I005110
JENKS,JENKS WEST ES,72,I005,115,72I005115
JENKS,SOUTHEAST ES,72,I005,120,72I005120
JENKS,JENKS WEST INTERMEDIATE ES,72,I005,125,72I005125
JENKS,JENKS EAST INTERMEDIATE ES,72,I005,130,72I005130
JENKS,JENKS MS,72,I005,505,72I005505
JENKS,JENKS HS,72,I005,705,72I005705
COLLINSVILLE,COLLINSVILLE EC CTR,72,I006,105,72I006105
COLLINSVILLE,WILSON ES,72,I006,115,72I006115
COLLINSVILLE,HERALD ES,72,I006,120,72I006120
COLLINSVILLE,HERALD ES,72,I006,125,72I006125
COLLINSVILLE,COLLINSVILLE UPPER ES,72,I006,130,72I006130
COLLINSVILLE,COLLINSVILLE 6TH GRADE CENTER,72,I006,135,72I006135
COLLINSVILLE,COLLINSVILLE MS,72,I006,500,72I006500
COLLINSVILLE,COLLINSVILLE HS,72,I006,705,72I006705
SKIATOOK,MARRS ES,72,I007,110,72I007110
SKIATOOK,SKIATOOK INTERMEDIATE ES,72,I007,120,72I007120
SKIATOOK,SKIATOOK ES,72,I007,125,72I007125
SKIATOOK,NEWMAN MS,72,I007,505,72I007505
SKIATOOK,SKIATOOK HS,72,I007,705,72I007705
SPERRY,SPERRY ES,72,I008,105,72I008105
SPERRY,SPERRY MS,72,I008,505,72I008505
SPERRY,SPERRY HS,72,I008,705,72I008705
UNION,GROVE ES,72,I009,105,72I009105
UNION,BRIARGLEN ES,72,I009,110,72I009110
UNION,BOEVERS ES,72,I009,115,72I009115
UNION,CLARK ES,72,I009,120,72I009120
UNION,DARNABY ES,72,I009,122,72I009122
UNION,PETERS ES,72,I009,125,72I009125
UNION,ANDERSEN ES,72,I009,130,72I009130
UNION,MCAULIFFE ES,72,I009,135,72I009135
UNION,JARMAN ES,72,I009,140,72I009140
UNION,CEDAR RIDGE ES,72,I009,145,72I009145
UNION,MARSHALL T. MOORE ES,72,I009,150,72I009150
Union,Marshall T.Moore ES,72,I009,150,72I009150
UNION,ROSA PARKS ES,72,I009,155,72I009155
UNION,THOMAS JEFFERSON ES,72,I009,160,72I009160
UNION,UNION 6TH-7TH GRADE CTR,72,I009,510,72I009510
UNION,UNION 8TH GRADE CTR,72,I009,620,72I009620
UNION,UNION HS,72,I009,705,72I009705
UNION,UNION NINTH GRADE CENTER,72,I009,720,72I009720
BERRYHILL,BERRYHILL ES SOUTH,72,I010,105,72I010105
BERRYHILL,BERRYHILL MS,72,I010,510,72I010510
BERRYHILL,BERRYHILL HS,72,I010,705,72I010705
OWASSO,BARNES ES,72,I011,105,72I011105
OWASSO,ATOR ES,72,I011,110,72I011110
OWASSO,MILLS ES,72,I011,115,72I011115
OWASSO,HAYWARD SMITH ES,72,I011,120,72I011120
OWASSO,PAMELA HODSON ES,72,I011,125,72I011125
OWASSO,LARKIN BAILEY ES,72,I011,130,72I011130
OWASSO,NORTHEAST ES,72,I011,135,72I011135
OWASSO,STONE CANYON ES,72,I011,145,72I011145
OWASSO,OWASSO 7TH GRADE CTR,72,I011,510,72I011510
OWASSO,OWASSO 6TH GRADE CTR,72,I011,515,72I011515
OWASSO,OWASSO 8TH GRADE CTR,72,I011,610,72I011610
OWASSO,OWASSO HS,72,I011,715,72I011715
GLENPOOL,GLENPOOL ES,72,I013,105,72I013105
GLENPOOL,GLENPOOL MS,72,I013,505,72I013505
GLENPOOL,GLENPOOL HS,72,I013,705,72I013705
LIBERTY,LIBERTY ES,72,I014,105,72I014105
LIBERTY,LIBERTY HS,72,I014,705,72I014705
OKAY,OKAY ES,73,I001,105,73I001105
OKAY,OKAY HS,73,I001,715,73I001715
COWETA,CENTRAL ES,73,I017,105,73I017105
COWETA,NORTHWEST ES,73,I017,110,73I017110
COWETA,SOUTHSIDE ES,73,I017,115,73I017115
COWETA,MISSION INTERMEDIATE GRD CTR,73,I017,205,73I017205
COWETA,HERITAGE INTERMEDIATE GRD CTR,73,I017,210,73I017210
COWETA,COWETA JHS,73,I017,610,73I017610
COWETA,COWETA HS,73,I017,705,73I017705
COWETA,COWETA INTERMEDIATE HS,73,I017,710,73I017710
WAGONER,WILLIAM R. TEAGUE ES,73,I019,105,73I019105
Wagoner,William R.Teague ES,73,I019,105,73I019105
WAGONER,ELLINGTON ES,73,I019,110,73I019110
WAGONER,CENTRAL INTERMEDIATE ES,73,I019,125,73I019125
WAGONER,WAGONER MS,73,I019,505,73I019505
WAGONER,WAGONER HS,73,I019,710,73I019710
PORTER CONSOLIDATED,PORTER CONSOLIDATED ES,73,I365,105,73I365105
PORTER CONSOLIDATED,PORTER CONSOLIDATED HS,73,I365,720,73I365720
COPAN,COPAN ES,74,I004,105,74I004105
COPAN,COPAN HS,74,I004,720,74I004720
Copan,Copan Virtual,74,I004,999,74i004999
DEWEY,DEWEY ES,74,I007,115,74I007115
DEWEY,DEWEY MS,74,I007,510,74I007510
DEWEY,DEWEY HS,74,I007,705,74I007705
CANEY VALLEY,CANEY VALLEY ES,74,I018,110,74I018110
CANEY VALLEY,CANEY VALLEY MS,74,I018,510,74I018510
CANEY VALLEY,CANEY VALLEY HS,74,I018,705,74I018705
BARTLESVILLE,RICHARD KANE ES,74,I030,110,74I030110
BARTLESVILLE,HOOVER ES,74,I030,120,74I030120
BARTLESVILLE,JANE PHILLIPS ES,74,I030,130,74I030130
BARTLESVILLE,RANCH HEIGHTS ES,74,I030,160,74I030160
BARTLESVILLE,WAYSIDE ES,74,I030,175,74I030175
BARTLESVILLE,WOODROW WILSON ES,74,I030,185,74I030185
BARTLESVILLE,CENTRAL MS,74,I030,505,74I030505
BARTLESVILLE,MADISON MS,74,I030,510,74I030510
BARTLESVILLE,BARTLESVILLE HS,74,I030,705,74I030705
BARTLESVILLE,BARTLESVILLE MHS,74,I030,710,74I030710
SENTINEL,MCMURRAY ES,75,I001,105,75I001105
SENTINEL,BLANCHE THOMAS HS,75,I001,705,75I001705
BURNS FLAT-DILL CITY,WILL ROGERS ES,75,I010,110,75I010110
BURNS FLAT-DILL CITY,BURNS FLAT-DILL CITY HS,75,I010,705,75I010705
CANUTE,CANUTE ES,75,I011,105,75I011105
CANUTE,CANUTE HS,75,I011,705,75I011705
CORDELL,CORDELL ES,75,I078,105,75I078105
CORDELL,CORDELL JHS,75,I078,610,75I078610
CORDELL,CORDELL HS,75,I078,705,75I078705
ALVA,LINCOLN ES,76,I001,105,76I001105
ALVA,LONGFELLOW ES,76,I001,110,76I001110
ALVA,WASHINGTON ES,76,I001,115,76I001115
ALVA,ALVA MS,76,I001,505,76I001505
ALVA,ALVA HS,76,I001,705,76I001705
WAYNOKA,WAYNOKA ES,76,I003,105,76I003105
WAYNOKA,WAYNOKA HS,76,I003,720,76I003720
FREEDOM,FREEDOM ES,76,I006,105,76I006105
FREEDOM,FREEDOM HS,76,I006,705,76I006705
WOODWARD,CEDAR HEIGHTS ES,77,I001,105,77I001105
WOODWARD,HORACE MANN ES,77,I001,115,77I001115
WOODWARD,WOODWARD EC CTR,77,I001,125,77I001125
WOODWARD,HIGHLAND PARK ES,77,I001,130,77I001130
WOODWARD,WOODWARD MS,77,I001,505,77I001505
WOODWARD,WOODWARD HS,77,I001,705,77I001705
MOORELAND,MOORELAND ES,77,I002,105,77I002105
MOORELAND,SENIOR HS,77,I002,715,77I002715
SHARON-MUTUAL,SHARON-MUTUAL ES,77,I003,105,77I003105
SHARON-MUTUAL,SHARON-MUTUAL HS,77,I003,705,77I003705
FORT SUPPLY,FORT SUPPLY ES,77,I005,105,77I005105
FORT SUPPLY,FORT SUPPLY HS,77,I005,705,77I005705
