DistrictName,SchoolName,CountyCode,DistrictKey,SiteCode,FullCode
PEAVINE,PEAVINE PUBLIC SCHOOL,1,C019,105,01C019105
MARYETTA,MARYETTA PUBLIC SCHOOL,1,C022,105,01C022105
ROCKY MOUNTAIN,ROCKY MOUNTAIN PUBLIC SCHOOL,1,C024,105,01C024105
ZION,ZION PUBLIC SCHOOL,1,C028,105,01C028105
DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,1,C029,105,01C029105
GREASY,GREASY PUBLIC SCHOOL,1,C032,105,01C032105
WATTS,WATTS ES,1,I004,105,01I004105
WATTS,WATTS HS,1,I004,705,01I004705
WESTVILLE,WESTVILLE ES,1,I011,105,01I011105
Westville,Westville Skelly ES,1,I011,205,01I011205
WESTVILLE,WESTVILLE JHS,1,I011,610,01I011610
WESTVILLE,WESTVILLE HS,1,I011,705,01I011705
STILWELL,STILWELL ES,1,I025,105,01I025105
STILWELL,STILWELL MS,1,I025,505,01I025505
STILWELL,STILWELL HS,1,I025,705,01I025705
CAVE SPRINGS,CAVE SPRINGS ES,1,I030,105,01I030105
CAVE SPRINGS,CAVE SPRINGS MS,1,I030,505,01I030505
CAVE SPRINGS,CAVE SPRINGS HS,1,I030,705,01I030705
BURLINGTON,BURLINGTON ES,2,I001,105,02I001105
BURLINGTON,BURLINGTON HS,2,I001,705,02I001705
CHEROKEE,CHEROKEE ES,2,I046,105,02I046105
CHEROKEE,CHEROKEE MS,2,I046,510,02I046510
CHEROKEE,CHEROKEE HS,2,I046,705,02I046705
TIMBERLAKE,TIMBERLAKE ES,2,I093,105,02I093105
TIMBERLAKE,TIMBERLAKE HS,2,I093,705,02I093705
HARMONY,HARMONY PUBLIC SCHOOL,3,C021,105,03C021105
LANE,LANE PUBLIC SCHOOL,3,C022,105,03C022105
STRINGTOWN,STRINGTOWN ES,3,I007,105,03I007105
STRINGTOWN,STRINGTOWN HS,3,I007,705,03I007705
ATOKA,ATOKA ES,3,I015,120,03I015120
ATOKA,MCCALL MS,3,I015,505,03I015505
ATOKA,ATOKA HS,3,I015,705,03I015705
TUSHKA,TUSHKA ES,3,I019,105,03I019105
TUSHKA,TUSHKA HS,3,I019,705,03I019705
CANEY,CANEY ES,3,I026,105,03I026105
CANEY,CANEY HS,3,I026,705,03I026705
BEAVER,BEAVER ES,4,I022,105,04I022105
BEAVER,BEAVER HS,4,I022,705,04I022705
BALKO,BALKO ES,4,I075,105,04I075105
BALKO,BALKO HS,4,I075,705,04I075705
FORGAN,FORGAN ES,4,I123,105,04I123105
FORGAN,FORGAN HS,4,I123,705,04I123705
TURPIN,TURPIN ES,4,I128,105,04I128105
TURPIN,TURPIN HS,4,I128,705,04I128705
MERRITT,MERRITT ES,5,I002,105,05I002105
MERRITT,MERRITT HS,5,I002,705,05I002705
ELK CITY,FAIRVIEW ES,5,I006,105,05I006105
ELK CITY,PIONEER ES,5,I006,110,05I006110
ELK CITY,GRANDVIEW 5TH/6TH GRADE CTR,5,I006,115,05I006115
ELK CITY,NORTHEAST ES,5,I006,120,05I006120
ELK CITY,8TH AND 9TH GRADE CTR,5,I006,610,05I006610
ELK CITY,ELK CITY HS,5,I006,705,05I006705
SAYRE,SAYRE ES,5,I031,105,05I031105
SAYRE,SAYRE MS,5,I031,505,05I031505
SAYRE,SAYRE HS,5,I031,705,05I031705
ERICK,ERICK ES,5,I051,105,05I051105
ERICK,ERICK HS,5,I051,715,05I051715
OKEENE,OKEENE ES,6,I009,105,06I009105
OKEENE,OKEENE JR-SR HS (JR),6,I009,615,06I009615
OKEENE,OKEENE JR-SR HS (SR),6,I009,715,06I009715
WATONGA,WATONGA ES,6,I042,105,06I042105
WATONGA,WATONGA MS,6,I042,505,06I042505
WATONGA,WATONGA HS,6,I042,705,06I042705
GEARY,GEARY ES,6,I080,105,06I080105
GEARY,GEARY MS,6,I080,500,06I080500
Geary,Geary JHS,6,I080,615,06I080615
GEARY,GEARY HS,6,I080,715,06I080715
CANTON,CANTON ES,6,I105,105,06I105105
CANTON,CANTON HS,6,I105,705,06I105705
SILO,SILO ES,7,I001,110,07I001110
SILO,SILO MS,7,I001,515,07I001515
SILO,SILO JHS,7,I001,610,07I001610
SILO,SILO HS,7,I001,705,07I001705
ROCK CREEK,ROCK CREEK ES,7,I002,105,07I002105
ROCK CREEK,ROCK CREEK HS,7,I002,705,07I002705
ACHILLE,ACHILLE ES,7,I003,105,07I003105
ACHILLE,ACHILLE HS,7,I003,705,07I003705
COLBERT,WARD ES EAST,7,I004,105,07I004105
COLBERT,WARD ES WEST,7,I004,110,07I004110
COLBERT,COLBERT MS,7,I004,505,07I004505
COLBERT,COLBERT HS,7,I004,715,07I004715
CADDO,CADDO ES,7,I005,105,07I005105
CADDO,CADDO HS,7,I005,715,07I005715
BENNINGTON,BENNINGTON ES,7,I040,105,07I040105
BENNINGTON,BENNINGTON HS,7,I040,705,07I040705
CALERA,CALERA ES,7,I048,105,07I048105
CALERA,CALERA HS,7,I048,705,07I048705
DURANT,WASHINGTON IRVING ES,7,I072,105,07I072105
DURANT,ROBERT E. LEE ES,7,I072,110,07I072110
Durant,Robert E.Lee ES,7,I072,110,07I072110
DURANT,NORTHWEST HEIGHTS ES,7,I072,115,07I072115
DURANT,DURANT INTERMEDIATE ES,7,I072,125,07I072125
DURANT,DURANT MS,7,I072,500,07I072500
DURANT,DURANT HS,7,I072,705,07I072705
HYDRO-EAKLY,HYDRO-EAKLY ES,8,I011,105,08I011105
HYDRO-EAKLY,HYDRO-EAKLY MS,8,I011,505,08I011505
HYDRO-EAKLY,HYDRO-EAKLY HS,8,I011,715,08I011715
LOOKEBA SICKLES,LOOKEBA-SICKLES ES,8,I012,105,08I012105
LOOKEBA SICKLES,LOOKEBA-SICKLES HS,8,I012,705,08I012705
ANADARKO,ANADARKO EAST ES,8,I020,105,08I020105
ANADARKO,SUNSET ES,8,I020,115,08I020115
ANADARKO,MISSION ES,8,I020,120,08I020120
ANADARKO,ANADARKO MS,8,I020,510,08I020510
ANADARKO,ANADARKO HS,8,I020,705,08I020705
CARNEGIE,CARNEGIE ES,8,I033,105,08I033105
CARNEGIE,CARNEGIE MS,8,I033,510,08I033510
CARNEGIE,CARNEGIE HS,8,I033,705,08I033705
BOONE-APACHE,APACHE ES,8,I056,105,08I056105
BOONE-APACHE,APACHE MS,8,I056,505,08I056505
BOONE-APACHE,APACHE HS,8,I056,705,08I056705
CYRIL,CYRIL ES,8,I064,105,08I064105
CYRIL,CYRIL JHS,8,I064,610,08I064610
CYRIL,CYRIL HS,8,I064,715,08I064715
GRACEMONT,GRACEMONT ES,8,I086,105,08I086105
GRACEMONT,GRACEMONT HS,8,I086,705,08I086705
CEMENT,CEMENT ES,8,I160,105,08I160105
CEMENT,CEMENT HS,8,I160,715,08I160715
HINTON,HINTON ES,8,I161,105,08I161105
HINTON,HINTON MS,8,I161,610,08I161610
HINTON,HINTON HS,8,I161,705,08I161705
FORT COBB-BROXTON,FORT COBB-BROXTON LOWER ES,8,I167,105,08I167105
FORT COBB-BROXTON,FORT COBB-BROXTON MS,8,I167,505,08I167505
FORT COBB-BROXTON,FORT COBB-BROXTON HS,8,I167,705,08I167705
BINGER-ONEY,BINGER-ONEY ES,8,I168,105,08I168105
BINGER-ONEY,BINGER-ONEY HS,8,I168,705,08I168705
RIVERSIDE,RIVERSIDE PUBLIC SCHOOL,9,C029,105,09C029105
BANNER,BANNER PUBLIC SCHOOL,9,C031,105,09C031105
DARLINGTON,DARLINGTON PUBLIC SCHOOL,9,C070,105,09C070105
MAPLE,MAPLE PUBLIC SCHOOL,9,C162,105,09C162105
PIEDMONT,PIEDMONT ES,9,I022,105,09I022105
PIEDMONT,PIEDMONT PRIMARY ES,9,I022,110,09I022110
PIEDMONT,STONE RIDGE ES,9,I022,115,09I022115
PIEDMONT,NORTHWOOD ES,9,I022,120,09I022120
PIEDMONT,PIEDMONT INTERMEDIATE ES,9,I022,125,09I022125
PIEDMONT,PIEDMONT MS,9,I022,510,09I022510
PIEDMONT,PIEDMONT HS,9,I022,705,09I022705
YUKON,CENTRAL ES,9,I027,105,09I027105
YUKON,MYERS ES,9,I027,110,09I027110
YUKON,SHEDECK ES,9,I027,115,09I027115
YUKON,RANCHWOOD ES,9,I027,120,09I027120
YUKON,SURREY HILLS ES,9,I027,125,09I027125
YUKON,PARKLAND ES,9,I027,130,09I027130
YUKON,SKYVIEW ES,9,I027,135,09I027135
YUKON,INDEPENDENCE ES,9,I027,140,09I027140
YUKON,LAKEVIEW ES,9,I027,145,09I027145
YUKON,YUKON MS,9,I027,520,09I027520
YUKON,YUKON HS,9,I027,705,09I027705
EL RENO,HILLCREST ES,9,I034,110,09I034110
EL RENO,LINCOLN ES,9,I034,120,09I034120
EL RENO,LINCOLN LEARNING CTR,9,I034,120,09I034120
EL RENO,WEBSTER ES,9,I034,130,09I034130
EL RENO,ROSE WITCHER ES,9,I034,135,09I034135
EL RENO,LESLIE F ROBLYER LEARNING CTR,9,I034,510,09I034510
EL RENO,LESLIE F. ROBLYER MS,9,I034,510,09I034510
El Reno,Leslie F.Roblyer MS,9,I034,510,09I034510
EL RENO,ETTA DALE JHS,9,I034,610,09I034610
EL RENO,EL RENO HS,9,I034,705,09I034705
UNION CITY,UNION CITY ES,9,I057,105,09I057105
UNION CITY,UNION CITY HS,9,I057,705,09I057705
MUSTANG,MUSTANG ES,9,I069,105,09I069105
MUSTANG,MUSTANG VALLEY ES,9,I069,110,09I069110
MUSTANG,MUSTANG LAKEHOMA ES,9,I069,115,09I069115
MUSTANG,MUSTANG TRAILS ES,9,I069,120,09I069120
MUSTANG,MUSTANG CREEK ES,9,I069,125,09I069125
MUSTANG,MUSTANG EDUCATION CTR,9,I069,130,09I069130
MUSTANG,MUSTANG CENTENNIAL ES,9,I069,135,09I069135
MUSTANG,MUSTANG HORIZON IES,9,I069,140,09I069140
MUSTANG,CANYON RIDGE IES,9,I069,145,09I069145
MUSTANG,PRAIRIE VIEW ES,9,I069,150,09I069150
MUSTANG,MUSTANG MS,9,I069,505,09I069505
MUSTANG,MUSTANG NORTH MS,9,I069,510,09I069510
MUSTANG,MUSTANG HS,9,I069,705,09I069705
CALUMET,CALUMET ES,9,I076,105,09I076105
CALUMET,CALUMET JHS,9,I076,610,09I076610
CALUMET,CALUMET HS,9,I076,705,09I076705
ZANEIS,ZANEIS PUBLIC SCHOOL,10,C072,105,10C072105
ARDMORE,CHARLES EVANS ES,10,I019,110,10I019110
ARDMORE,JEFFERSON ES,10,I019,120,10I019120
ARDMORE,LINCOLN ES,10,I019,125,10I019125
ARDMORE,WILL ROGERS ES,10,I019,135,10I019135
ARDMORE,ARDMORE MS,10,I019,505,10I019505
ARDMORE,ARDMORE HS,10,I019,705,10I019705
SPRINGER,SPRINGER ES,10,I021,105,10I021105
SPRINGER,SPRINGER HS,10,I021,705,10I021705
PLAINVIEW,PLAINVIEW PRIMARY ES,10,I027,105,10I027105
PLAINVIEW,PLAINVIEW INTERMEDIATE ES,10,I027,110,10I027110
PLAINVIEW,PLAINVIEW MS,10,I027,505,10I027505
PLAINVIEW,PLAINVIEW HS,10,I027,705,10I027705
LONE GROVE,LONE GROVE INTERMEDIATE SCHOOL,10,I032,105,10I032105
LONE GROVE,LONE GROVE PRIMARY ES,10,I032,110,10I032110
LONE GROVE,LONE GROVE MS,10,I032,505,10I032505
LONE GROVE,LONE GROVE HS,10,I032,705,10I032705
WILSON,WILSON ES,10,I043,105,10I043105
WILSON,WILSON HS,10,I043,705,10I043705
HEALDTON,HEALDTON ES,10,I055,105,10I055105
HEALDTON,HEALDTON MS,10,I055,505,10I055505
HEALDTON,HEALDTON HS,10,I055,705,10I055705
FOX,FOX ES,10,I074,105,10I074105
FOX,FOX HS,10,I074,705,10I074705
DICKSON,DICKSON ES,10,I077,105,10I077105
DICKSON,DICKSON UPPER ES,10,I077,110,10I077110
DICKSON,DICKSON MS,10,I077,510,10I077510
DICKSON,DICKSON HS,10,I077,705,10I077705
LOWREY,LOWREY PUBLIC SCHOOL,11,C010,105,11C010105
NORWOOD,NORWOOD PUBLIC SCHOOL,11,C014,105,11C014105
WOODALL,WOODALL PUBLIC SCHOOL,11,C021,105,11C021105
SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11,C026,105,11C026105
PEGGS,PEGGS PUBLIC SCHOOL,11,C031,105,11C031105
GRAND VIEW,GRAND VIEW PUBLIC SCHOOL,11,C034,105,11C034105
BRIGGS,BRIGGS PUBLIC SCHOOL,11,C044,105,11C044105
TENKILLER,TENKILLER PUBLIC SCHOOL,11,C066,105,11C066105
KEYS,KEYS ES,11,I006,105,11I006105
KEYS,KEYS HS,11,I006,705,11I006705
HULBERT,HULBERT ES,11,I016,105,11I016105
HULBERT,HULBERT JR-SR HS (JR),11,I016,615,11I016615
HULBERT,HULBERT JR-SR HS (SR),11,I016,715,11I016715
Tahlequah,Cherokee ES,11,I035,110,11I035110
Tahlequah,Greenwood ES,11,I035,112,11I035112
TAHLEQUAH,SEQUOYAH ES,11,I035,115,11I035115
Tahlequah,Heritage ES,11,I035,125,11I035125
TAHLEQUAH,CHEROKEE ES,11,I035,210,11I035210
TAHLEQUAH,GREENWOOD ES,11,I035,212,11I035212
TAHLEQUAH,HERITAGE ES,11,I035,225,11I035225
Tahlequah,Tahlequah MS,11,I035,515,11I035515
TAHLEQUAH,TAHLEQUAH MS,11,I035,520,11I035520
TAHLEQUAH,TAHLEQUAH HS,11,I035,705,11I035705
CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,11,T001,971,11T001971
GRANT,GRANT PUBLIC SCHOOL,12,C003,105,12C003105
SWINK,SWINK PUBLIC SCHOOL,12,C021,105,12C021105
BOSWELL,BOSWELL ES,12,I001,105,12I001105
BOSWELL,BOSWELL MS,12,I001,515,12I001515
BOSWELL,BOSWELL HS,12,I001,715,12I001715
FORT TOWSON,FORT TOWSON ES,12,I002,105,12I002105
FORT TOWSON,FORT TOWSON JHS,12,I002,605,12I002605
FORT TOWSON,FORT TOWSON HS,12,I002,705,12I002705
SOPER,SOPER ES,12,I004,105,12I004105
SOPER,SOPER HS,12,I004,705,12I004705
HUGO,HUGO ES,12,I039,135,12I039135
HUGO,HUGO INTERMEDIATE,12,I039,140,12I039140
HUGO,HUGO MS,12,I039,510,12I039510
HUGO,HUGO HS,12,I039,705,12I039705
BOISE CITY,BOISE CITY ES,13,I002,105,13I002105
BOISE CITY,BOISE CITY JHS,13,I002,505,13I002505
BOISE CITY,BOISE CITY HS,13,I002,705,13I002705
FELT,FELT ES,13,I010,105,13I010105
FELT,FELT HS,13,I010,705,13I010705
KEYES,KEYES ES,13,I011,105,13I011105
KEYES,KEYES HS,13,I011,705,13I011705
ROBIN HILL,ROBIN HILL PUBLIC SCHOOL,14,C016,105,14C016105
MOORE,CENTRAL ES,14,I002,103,14I002103
MOORE,FAIRVIEW ES,14,I002,107,14I002107
MOORE,KELLEY ES,14,I002,108,14I002108
MOORE,NORTHMOOR ES,14,I002,109,14I002109
MOORE,SOUTHGATE-RIPPETOE ES,14,I002,110,14I002110
MOORE,PLAZA TOWERS ES,14,I002,112,14I002112
MOORE,SKY RANCH ES,14,I002,113,14I002113
MOORE,KINGSGATE ES,14,I002,117,14I002117
MOORE,HOUCHIN ES,14,I002,120,14I002120
MOORE,WINDING CREEK ES,14,I002,125,14I002125
MOORE,SANTA FE ES,14,I002,130,14I002130
MOORE,APPLE CREEK ES,14,I002,135,14I002135
MOORE,RED OAK ES,14,I002,140,14I002140
MOORE,BRIARWOOD ES,14,I002,145,14I002145
MOORE,FISHER ES,14,I002,155,14I002155
MOORE,SOONER ES,14,I002,160,14I002160
MOORE,EARLYWINE ES,14,I002,165,14I002165
MOORE,BROADMOORE ES,14,I002,170,14I002170
MOORE,EASTLAKE ES,14,I002,175,14I002175
MOORE,BRYANT ES,14,I002,180,14I002180
MOORE,WAYLAND BONDS ES,14,I002,181,14I002181
MOORE,OAKRIDGE ES,14,I002,185,14I002185
MOORE,HERITAGE TRAILS ES,14,I002,190,14I002190
MOORE,SOUTH LAKE ES,14,I002,195,14I002195
MOORE,TIMBER CREEK ES,14,I002,196,14I002196
MOORE,BRINK JHS,14,I002,610,14I002610
MOORE,HIGHLAND EAST JHS,14,I002,650,14I002650
MOORE,HIGHLAND WEST JHS,14,I002,655,14I002655
MOORE,WEST JHS,14,I002,680,14I002680
MOORE,CENTRAL JHS,14,I002,685,14I002685
MOORE,SOUTHRIDGE JHS,14,I002,690,14I002690
MOORE,MOORE HS,14,I002,705,14I002705
MOORE,WESTMOORE HS,14,I002,710,14I002710
MOORE,SOUTHMOORE HS,14,I002,715,14I002715
NORMAN,LAKEVIEW ES,14,I029,107,14I029107
NORMAN,ADAMS ES,14,I029,110,14I029110
NORMAN,CLEVELAND ES,14,I029,112,14I029112
NORMAN,JACKSON ES,14,I029,115,14I029115
NORMAN,JEFFERSON ES,14,I029,120,14I029120
NORMAN,KENNEDY ES,14,I029,122,14I029122
NORMAN,LINCOLN ES,14,I029,125,14I029125
NORMAN,MADISON ES,14,I029,130,14I029130
NORMAN,MCKINLEY ES,14,I029,135,14I029135
NORMAN,EISENHOWER ES,14,I029,140,14I029140
NORMAN,WILSON ES,14,I029,145,14I029145
NORMAN,MONROE ES,14,I029,150,14I029150
NORMAN,RONALD REAGAN ES,14,I029,151,14I029151
NORMAN,ROOSEVELT ES,14,I029,153,14I029153
NORMAN,TRUMAN ES,14,I029,155,14I029155
NORMAN,WASHINGTON ES,14,I029,160,14I029160
NORMAN,TRUMAN PRIMARY SCHOOL,14,I029,165,14I029165
NORMAN,DIMENSIONS ACADEMY,14,I029,170,14I029170
NORMAN,IRVING MS,14,I029,500,14I029500
NORMAN,ALCOTT MS,14,I029,501,14I029501
NORMAN,LONGFELLOW MS,14,I029,502,14I029502
NORMAN,WHITTIER MS,14,I029,504,14I029504
NORMAN,NORMAN HS,14,I029,705,14I029705
NORMAN,NORMAN NORTH HS,14,I029,710,14I029710
NORMAN,DIMENSIONS ACADEMY,14,I029,740,14I029740
NOBLE,KATHERINE I. DAILY ES,14,I040,105,14I040105
Noble,Katherine I.Daily ES,14,I040,105,14I040105
NOBLE,PIONEER INTERMEDIATE ES,14,I040,110,14I040110
NOBLE,JOHN K. HUBBARD ES,14,I040,115,14I040115
Noble,John K.Hubbard ES,14,I040,115,14I040115
NOBLE,CURTIS INGE MS,14,I040,510,14I040510
NOBLE,NOBLE HS,14,I040,705,14I040705
LEXINGTON,LEXINGTON ES,14,I057,105,14I057105
LEXINGTON,LEXINGTON INTERMEDIATE SCHOOL,14,I057,110,14I057110
LEXINGTON,LEXINGTON MS,14,I057,510,14I057510
Lexington,Lexington JHS,14,I057,605,14I057605
LEXINGTON,LEXINGTON HS,14,I057,705,14I057705
LITTLE AXE,LITTLE AXE ES,14,I070,105,14I070105
LITTLE AXE,LITTLE AXE MS,14,I070,505,14I070505
LITTLE AXE,LITTLE AXE HS,14,I070,715,14I070715
COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,15,C004,105,15C004105
COALGATE,EMERSON ES,15,I001,105,15I001105
COALGATE,WALLACE BYRD MS,15,I001,505,15I001505
COALGATE,COALGATE HS,15,I001,705,15I001705
TUPELO,TUPELO ES,15,I002,105,15I002105
TUPELO,TUPELO HS,15,I002,705,15I002705
FLOWER MOUND,FLOWER MOUND PUBLIC SCHOOL,16,C048,105,16C048105
BISHOP,BISHOP PUBLIC SCHOOL,16,C049,105,16C049105
CACHE,CACHE PRIMARY ES,16,I001,105,16I001105
CACHE,CACHE INTERMEDIATE ES,16,I001,110,16I001110
CACHE,CACHE MS,16,I001,505,16I001505
CACHE,CACHE 5TH AND 6TH GRADE MS,16,I001,530,16I001530
CACHE,CACHE HS,16,I001,705,16I001705
INDIAHOMA,INDIAHOMA ES,16,I002,105,16I002105
INDIAHOMA,INDIAHOMA HS,16,I002,705,16I002705
STERLING,STERLING ES,16,I003,105,16I003105
STERLING,STERLING HS,16,I003,705,16I003705
GERONIMO,GERONIMO ES,16,I004,105,16I004105
GERONIMO,GERONIMO MS,16,I004,505,16I004505
GERONIMO,GERONIMO HS,16,I004,705,16I004705
LAWTON,ADAMS ES,16,I008,105,16I008105
LAWTON,ALMOR WEST ES,16,I008,106,16I008106
LAWTON,BROCKLAND ES,16,I008,107,16I008107
LAWTON,CARRIAGE HILLS ES,16,I008,108,16I008108
LAWTON,CLEVELAND ES,16,I008,110,16I008110
LAWTON,CROSBY PARK ES,16,I008,114,16I008114
LAWTON,EDISON ES,16,I008,122,16I008122
LAWTON,EISENHOWER ES,16,I008,125,16I008125
LAWTON,FREEDOM ES,16,I008,127,16I008127
LAWTON,GERONIMO ROAD ES,16,I008,135,16I008135
LAWTON,RIDGECREST ES,16,I008,140,16I008140
LAWTON,HUGH BISH ES,16,I008,148,16I008148
Lawton,Jackson ES,16,I008,150,16I008150
LAWTON,BEGINNINGS ACADEMY,16,I008,160,16I008160
LAWTON,LINCOLN ES,16,I008,165,16I008165
LAWTON,PARK LANE ES,16,I008,167,16I008167
LAWTON,PAT HENRY ES,16,I008,168,16I008168
LAWTON,PIONEER PARK ES,16,I008,173,16I008173
LAWTON,SHERIDAN ROAD ES,16,I008,180,16I008180
LAWTON,SULLIVAN VILLAGE ES,16,I008,183,16I008183
LAWTON,SWINNEY ES,16,I008,185,16I008185
LAWTON,WASHINGTON ES,16,I008,195,16I008195
LAWTON,LEARNING TREE ACADEMY,16,I008,200,16I008200
LAWTON,WHITTIER ES,16,I008,205,16I008205
LAWTON,WILSON ES,16,I008,215,16I008215
LAWTON,WOODLAND HILLS ES,16,I008,220,16I008220
LAWTON,MACARTHUR MS,16,I008,530,16I008530
LAWTON,CENTRAL MS,16,I008,535,16I008535
LAWTON,TOMLINSON MS,16,I008,540,16I008540
LAWTON,EISENHOWER MS,16,I008,545,16I008545
LAWTON,EISENHOWER HS,16,I008,705,16I008705
LAWTON,LAWTON HS,16,I008,710,16I008710
LAWTON,MACARTHUR HS,16,I008,715,16I008715
FLETCHER,FLETCHER ES,16,I009,105,16I009105
FLETCHER,FLETCHER JHS,16,I009,615,16I009615
FLETCHER,FLETCHER HS,16,I009,715,16I009715
ELGIN,ELGIN ES,16,I016,105,16I016105
ELGIN,ELGIN MS,16,I016,505,16I016505
ELGIN,ELGIN HS,16,I016,705,16I016705
CHATTANOOGA,CHATTANOOGA ES,16,I132,105,16I132105
CHATTANOOGA,CHATTANOOGA HS,16,I132,705,16I132705
WALTERS,WALTERS ES,17,I001,105,17I001105
WALTERS,WALTERS MS,17,I001,505,17I001505
WALTERS,WALTERS HS,17,I001,705,17I001705
TEMPLE,TEMPLE ES,17,I101,105,17I101105
TEMPLE,TEMPLE HS,17,I101,715,17I101715
BIG PASTURE,BIG PASTURE ES,17,I333,105,17I333105
BIG PASTURE,BIG PASTURE HS,17,I333,705,17I333705
WHITE OAK,WHITE OAK PUBLIC SCHOOL,18,C001,105,18C001105
KETCHUM,KETCHUM ES,18,I006,105,18I006105
KETCHUM,KETCHUM MS,18,I006,505,18I006505
KETCHUM,KETCHUM HS,18,I006,705,18I006705
WELCH,WELCH ES,18,I017,115,18I017115
WELCH,WELCH MS,18,I017,515,18I017515
WELCH,WELCH HS,18,I017,715,18I017715
BLUEJACKET,BLUEJACKET ES,18,I020,105,18I020105
BLUEJACKET,BLUEJACKET MS,18,I020,505,18I020505
BLUEJACKET,BLUEJACKET HS,18,I020,705,18I020705
VINITA,VINITA ES,18,I065,200,18I065200
VINITA,EWING HALSELL MS,18,I065,510,18I065510
VINITA,VINITA HS,18,I065,705,18I065705
LONE STAR,LONE STAR PUBLIC SCHOOL,19,C008,105,19C008105
GYPSY,GYPSY PUBLIC SCHOOL,19,C012,105,19C012105
PRETTY WATER,PRETTY WATER PUBLIC SCHOOL,19,C034,105,19C034105
ALLEN-BOWDEN,ALLEN-BOWDEN PUBLIC SCHOOL,19,C035,105,19C035105
BRISTOW,EDISON ES,19,I002,110,19I002110
BRISTOW,COLLINS ES,19,I002,115,19I002115
BRISTOW,BRISTOW MS,19,I002,505,19I002505
BRISTOW,BRISTOW HS,19,I002,705,19I002705
MANNFORD,MANNFORD LOWER ES,19,I003,105,19I003105
MANNFORD,MANNFORD UPPER ES,19,I003,110,19I003110
MANNFORD,MANNFORD EC CTR,19,I003,115,19I003115
MANNFORD,MANNFORD MS,19,I003,500,19I003500
MANNFORD,MANNFORD HS,19,I003,705,19I003705
MOUNDS,MOUNDS ES,19,I005,105,19I005105
MOUNDS,MOUNDS HS,19,I005,705,19I005705
OLIVE,OLIVE ES,19,I017,105,19I017105
OLIVE,OLIVE HS,19,I017,715,19I017715
KIEFER,KIEFER ES,19,I018,105,19I018105
KIEFER,RONGEY MS,19,I018,505,19I018505
KIEFER,KIEFER HS,19,I018,705,19I018705
OILTON,J. F. KENNEDY ES,19,I020,105,19I020105
Oilton,J.F.Kennedy ES,19,I020,105,19I020105
OILTON,OILTON HS,19,I020,715,19I020715
DEPEW,DEPEW ES,19,I021,105,19I021105
DEPEW,DEPEW HS,19,I021,705,19I021705
KELLYVILLE,KELLYVILLE ES,19,I031,105,19I031105
KELLYVILLE,KELLYVILLE UPPER ES,19,I031,110,19I031110
KELLYVILLE,KELLYVILLE MS,19,I031,505,19I031505
KELLYVILLE,KELLYVILLE HS,19,I031,705,19I031705
SAPULPA,LIBERTY ES,19,I033,125,19I033125
SAPULPA,FREEDOM ES,19,I033,150,19I033150
SAPULPA,JEFFERSON HEIGHTS ES,19,I033,160,19I033160
SAPULPA,HOLMES PARK ES,19,I033,165,19I033165
SAPULPA,SAPULPA MS,19,I033,505,19I033505
SAPULPA,SAPULPA JHS,19,I033,610,19I033610
SAPULPA,SAPULPA HS,19,I033,705,19I033705
DRUMRIGHT,BRADLEY ES,19,I039,115,19I039115
DRUMRIGHT,VIRGIL COOPER MS,19,I039,505,19I039505
DRUMRIGHT,DRUMRIGHT HS,19,I039,705,19I039705
ARAPAHO-BUTLER,ARAPAHO-BUTLER ES,20,I005,105,20I005105
ARAPAHO-BUTLER,ARAPAHO-BUTLER HS,20,I005,715,20I005715
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS ES,20,I007,105,20I007105
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED JHS,20,I007,615,20I007615
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED HS,20,I007,715,20I007715
WEATHERFORD,WEATHERFORD EAST ES,20,I026,105,20I026105
WEATHERFORD,WEATHERFORD WEST ES,20,I026,115,20I026115
WEATHERFORD,BURCHAM ES,20,I026,120,20I026120
WEATHERFORD,WEATHERFORD MS,20,I026,510,20I026510
WEATHERFORD,WEATHERFORD HS,20,I026,705,20I026705
CLINTON,NANCE ES,20,I099,110,20I099110
CLINTON,SOUTHWEST ES,20,I099,115,20I099115
CLINTON,WASHINGTON ES,20,I099,120,20I099120
CLINTON,CLINTON MS,20,I099,505,20I099505
CLINTON,CLINTON HS,20,I099,705,20I099705
CLEORA,CLEORA PUBLIC SCHOOL,21,C006,105,21C006105
LEACH,LEACH PUBLIC SCHOOL,21,C014,105,21C014105
KENWOOD,KENWOOD PUBLIC SCHOOL,21,C030,105,21C030105
MOSELEY,MOSELEY PUBLIC SCHOOL,21,C034,105,21C034105
JAY,JAY ES,21,I001,105,21I001105
JAY,JAY UPPER ES,21,I001,305,21I001305
JAY,JAY MS,21,I001,505,21I001505
JAY,JAY HS,21,I001,705,21I001705
GROVE,GROVE UPPER ES,21,I002,105,21I002105
GROVE,GROVE LOWER ES,21,I002,110,21I002110
GROVE,GROVE MS,21,I002,505,21I002505
