,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
1370,2016,WASHITA,CORDELL,CORDELL HS,75I078,75I078705,70.0,C-
1371,2013,WASHITA,CORDELL,CORDELL JHS,75I078,75I078610,92.0,A-
1372,2014,WASHITA,CORDELL,CORDELL JHS,75I078,75I078610,83.0,B
1373,2015,WASHITA,CORDELL,CORDELL JHS,75I078,75I078610,82.0,B-
1374,2016,WASHITA,CORDELL,CORDELL JHS,75I078,75I078610,85.0,B
1375,2013,COAL,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,15C004,15C004105,95.0,A
1376,2014,COAL,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,15C004,15C004105,99.0,A+
1377,2015,COAL,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,15C004,15C004105,99.0,A+
1378,2016,COAL,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,15C004,15C004105,97.0,A+
1379,2013,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24I094,24I094105,63.0,D
1380,2014,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24I094,24I094105,70.0,C-
1381,2015,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24I094,24I094105,66.0,D
1382,2016,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24I094,24I094105,63.0,D
1383,2013,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24I094,24I094705,91.0,A-
1384,2014,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24I094,24I094705,92.0,A-
1385,2015,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24I094,24I094705,95.0,A
1386,2016,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24I094,24I094705,90.0,A-
1387,2013,WAGONER,COWETA,CENTRAL ES,73I017,73I017105,88.0,B+
1388,2014,WAGONER,COWETA,CENTRAL ES,73I017,73I017105,82.0,B-
1389,2015,WAGONER,COWETA,CENTRAL ES,73I017,73I017105,67.0,D+
1390,2016,WAGONER,COWETA,CENTRAL ES,73I017,73I017105,81.0,B-
1391,2013,WAGONER,COWETA,COWETA HS,73I017,73I017705,86.0,B
1392,2014,WAGONER,COWETA,COWETA HS,73I017,73I017705,81.0,B-
1393,2015,WAGONER,COWETA,COWETA HS,73I017,73I017705,87.0,B+
1394,2016,WAGONER,COWETA,COWETA HS,73I017,73I017705,75.0,C
1395,2013,WAGONER,COWETA,COWETA INTERMEDIATE HS,73I017,73I017710,91.0,A-
1396,2014,WAGONER,COWETA,COWETA INTERMEDIATE HS,73I017,73I017710,92.0,A-
1397,2015,WAGONER,COWETA,COWETA INTERMEDIATE HS,73I017,73I017710,88.0,B+
1398,2016,WAGONER,COWETA,COWETA INTERMEDIATE HS,73I017,73I017710,88.0,B+
1399,2013,WAGONER,COWETA,COWETA JHS,73I017,73I017610,77.0,C+
1400,2014,WAGONER,COWETA,COWETA JHS,73I017,73I017610,81.0,B-
1401,2015,WAGONER,COWETA,COWETA JHS,73I017,73I017610,79.0,C+
1402,2016,WAGONER,COWETA,COWETA JHS,73I017,73I017610,79.0,C+
1403,2013,WAGONER,COWETA,HERITAGE INTERMEDIATE GRD CTR,73I017,73I017210,77.0,C+
1404,2014,WAGONER,COWETA,HERITAGE INTERMEDIATE GRD CTR,73I017,73I017210,78.0,C+
1405,2015,WAGONER,COWETA,HERITAGE INTERMEDIATE GRD CTR,73I017,73I017210,74.0,C
1406,2016,WAGONER,COWETA,HERITAGE INTERMEDIATE GRD CTR,73I017,73I017210,72.0,C-
1407,2013,WAGONER,COWETA,MISSION INTERMEDIATE GRD CTR,73I017,73I017205,73.0,C
1408,2014,WAGONER,COWETA,MISSION INTERMEDIATE GRD CTR,73I017,73I017205,76.0,C
1409,2015,WAGONER,COWETA,MISSION INTERMEDIATE GRD CTR,73I017,73I017205,70.0,C-
1410,2016,WAGONER,COWETA,MISSION INTERMEDIATE GRD CTR,73I017,73I017205,74.0,C
1411,2013,WAGONER,COWETA,NORTHWEST ES,73I017,73I017110,63.0,D
1412,2014,WAGONER,COWETA,NORTHWEST ES,73I017,73I017110,80.0,B-
1413,2015,WAGONER,COWETA,NORTHWEST ES,73I017,73I017110,84.0,B
1414,2016,WAGONER,COWETA,NORTHWEST ES,73I017,73I017110,90.0,A-
1415,2013,WAGONER,COWETA,SOUTHSIDE ES,73I017,73I017115,78.0,C+
1416,2014,WAGONER,COWETA,SOUTHSIDE ES,73I017,73I017115,87.0,B+
1417,2015,WAGONER,COWETA,SOUTHSIDE ES,73I017,73I017115,88.0,B+
1418,2016,WAGONER,COWETA,SOUTHSIDE ES,73I017,73I017115,92.0,A-
1419,2013,LOGAN,COYLE,COYLE ES,42I014,42I014105,65.0,D
1420,2014,LOGAN,COYLE,COYLE ES,42I014,42I014105,62.0,D-
1421,2015,LOGAN,COYLE,COYLE ES,42I014,42I014105,68.0,D+
1422,2016,LOGAN,COYLE,COYLE ES,42I014,42I014105,62.0,D-
1423,2013,LOGAN,COYLE,COYLE HS,42I014,42I014705,98.0,A+
1424,2014,LOGAN,COYLE,COYLE HS,42I014,42I014705,82.0,B-
1425,2015,LOGAN,COYLE,COYLE HS,42I014,42I014705,85.0,B
1426,2016,LOGAN,COYLE,COYLE HS,42I014,42I014705,91.0,A-
1427,2013,LOGAN,CRESCENT,CRESCENT ES,42I002,42I002105,61.0,D-
1428,2014,LOGAN,CRESCENT,CRESCENT ES,42I002,42I002105,58.0,F
1429,2015,LOGAN,CRESCENT,CRESCENT ES,42I002,42I002105,76.0,C
1430,2016,LOGAN,CRESCENT,CRESCENT ES,42I002,42I002105,69.0,D+
1431,2013,LOGAN,CRESCENT,CRESCENT HS,42I002,42I002715,74.0,C
1432,2014,LOGAN,CRESCENT,CRESCENT HS,42I002,42I002715,70.0,C-
1433,2015,LOGAN,CRESCENT,CRESCENT HS,42I002,42I002715,75.0,C
1434,2016,LOGAN,CRESCENT,CRESCENT HS,42I002,42I002715,69.0,F
1435,2013,LOGAN,CRESCENT,CRESCENT MS,42I002,42I002515,57.0,F
1436,2014,LOGAN,CRESCENT,CRESCENT MS,42I002,42I002515,53.0,F
1437,2015,LOGAN,CRESCENT,CRESCENT MS,42I002,42I002515,61.0,D-
1438,2016,LOGAN,CRESCENT,CRESCENT MS,42I002,42I002515,55.0,F
1439,2013,OKLAHOMA,CROOKED OAK,CENTRAL OAK ES,55I053,55I053105,67.0,D+
1440,2014,OKLAHOMA,CROOKED OAK,CENTRAL OAK ES,55I053,55I053105,57.0,F
1441,2015,OKLAHOMA,CROOKED OAK,CENTRAL OAK ES,55I053,55I053105,56.0,F
1442,2016,OKLAHOMA,CROOKED OAK,CENTRAL OAK ES,55I053,55I053105,70.0,C-
1443,2013,OKLAHOMA,CROOKED OAK,CROOKED OAK HS,55I053,55I053705,82.0,B-
1444,2014,OKLAHOMA,CROOKED OAK,CROOKED OAK HS,55I053,55I053705,75.0,C
1445,2015,OKLAHOMA,CROOKED OAK,CROOKED OAK HS,55I053,55I053705,73.0,C
1446,2016,OKLAHOMA,CROOKED OAK,CROOKED OAK HS,55I053,55I053705,57.0,F
1447,2013,OKLAHOMA,CROOKED OAK,CROOKED OAK MS,55I053,55I053505,59.0,F
1448,2014,OKLAHOMA,CROOKED OAK,CROOKED OAK MS,55I053,55I053505,57.0,F
1449,2015,OKLAHOMA,CROOKED OAK,CROOKED OAK MS,55I053,55I053505,67.0,D+
1450,2016,OKLAHOMA,CROOKED OAK,CROOKED OAK MS,55I053,55I053505,58.0,F
1451,2013,PITTSBURG,CROWDER,CROWDER ES,61I028,61I028105,72.0,C-
1452,2014,PITTSBURG,CROWDER,CROWDER ES,61I028,61I028105,75.0,C
1453,2015,PITTSBURG,CROWDER,CROWDER ES,61I028,61I028105,78.0,C+
1454,2016,PITTSBURG,CROWDER,CROWDER ES,61I028,61I028105,71.0,C-
1455,2013,PITTSBURG,CROWDER,CROWDER HS,61I028,61I028705,84.0,B
1456,2014,PITTSBURG,CROWDER,CROWDER HS,61I028,61I028705,89.0,B+
1457,2015,PITTSBURG,CROWDER,CROWDER HS,61I028,61I028705,79.0,C+
1458,2016,PITTSBURG,CROWDER,CROWDER HS,61I028,61I028705,61.0,D-
1459,2013,OKLAHOMA,CRUTCHO,CRUTCHO PUBLIC SCHOOL,55C074,55C074105,58.0,F
1460,2014,OKLAHOMA,CRUTCHO,CRUTCHO PUBLIC SCHOOL,55C074,55C074105,48.0,F
1461,2015,OKLAHOMA,CRUTCHO,CRUTCHO PUBLIC SCHOOL,55C074,55C074105,49.0,F
1462,2016,OKLAHOMA,CRUTCHO,CRUTCHO PUBLIC SCHOOL,55C074,55C074105,46.0,F
1463,2013,PAYNE,CUSHING,CUSHING HS,60I067,60I067705,86.0,B
1464,2014,PAYNE,CUSHING,CUSHING HS,60I067,60I067705,84.0,B
1465,2015,PAYNE,CUSHING,CUSHING HS,60I067,60I067705,85.0,B
1466,2016,PAYNE,CUSHING,CUSHING HS,60I067,60I067705,79.0,C+
1467,2016,PAYNE,CUSHING,CUSHING LOWER ES,60I067,60I067140,69.0,D+
1468,2013,PAYNE,CUSHING,CUSHING MS,60I067,60I067505,88.0,B+
1469,2014,PAYNE,CUSHING,CUSHING MS,60I067,60I067505,82.0,B-
1470,2015,PAYNE,CUSHING,CUSHING MS,60I067,60I067505,80.0,B-
1471,2016,PAYNE,CUSHING,CUSHING MS,60I067,60I067505,78.0,C+
1473,2016,PAYNE,CUSHING,CUSHING UPPER ES,60I067,60I067145,79.0,C+
1474,2013,PAYNE,CUSHING,DEEP ROCK ES,60I067,60I067135,73.0,C
1475,2014,PAYNE,CUSHING,DEEP ROCK ES,60I067,60I067135,88.0,B+
1476,2015,PAYNE,CUSHING,DEEP ROCK ES,60I067,60I067135,88.0,B+
1477,2013,PAYNE,CUSHING,HARMONY ES,60I067,60I067130,78.0,C+
1478,2014,PAYNE,CUSHING,HARMONY ES,60I067,60I067130,75.0,C
1479,2015,PAYNE,CUSHING,HARMONY ES,60I067,60I067130,75.0,C
1480,2013,PAYNE,CUSHING,HARRISON ES,60I067,60I067110,69.0,D+
1481,2014,PAYNE,CUSHING,HARRISON ES,60I067,60I067110,74.0,C
1482,2015,PAYNE,CUSHING,HARRISON ES,60I067,60I067110,67.0,D+
1483,2013,PAYNE,CUSHING,SUNNYSIDE ES,60I067,60I067125,73.0,C
1484,2014,PAYNE,CUSHING,SUNNYSIDE ES,60I067,60I067125,60.0,D-
1485,2015,PAYNE,CUSHING,SUNNYSIDE ES,60I067,60I067125,58.0,F
1489,2013,CADDO,CYRIL,CYRIL ES,08I064,08I064105,70.0,C-
1490,2014,CADDO,CYRIL,CYRIL ES,8I064,08I064105,68.0,D+
1491,2015,CADDO,CYRIL,CYRIL ES,08I064,08I064105,63.0,D
1492,2016,CADDO,CYRIL,CYRIL ES,08I064,08I064105,71.0,C-
1493,2013,CADDO,CYRIL,CYRIL HS,08I064,08I064715,89.0,B+
1494,2014,CADDO,CYRIL,CYRIL HS,8I064,08I064715,86.0,B
1495,2015,CADDO,CYRIL,CYRIL HS,08I064,08I064715,79.0,C+
1496,2016,CADDO,CYRIL,CYRIL HS,08I064,08I064715,67.0,D+
1497,2014,CADDO,CYRIL,CYRIL JHS,8I064,08I064610,71.0,C-
1498,2015,CADDO,CYRIL,CYRIL JHS,08I064,08I064610,60.0,D-
1499,2016,CADDO,CYRIL,CYRIL JHS,08I064,08I064610,51.0,F
1500,2013,ADAIR,DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,01C029,01C029105,48.0,F
1501,2014,ADAIR,DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,1C029,01C029105,87.0,B+
1502,2015,ADAIR,DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,01C029,01C029105,52.0,F
1503,2016,ADAIR,DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,01C029,01C029105,67.0,D+
1504,2013,POTTAWATOMIE,DALE,DALE ES,63I002,63I002105,87.0,B+
1505,2014,POTTAWATOMIE,DALE,DALE ES,63I002,63I002105,83.0,B
1506,2015,POTTAWATOMIE,DALE,DALE ES,63I002,63I002105,88.0,B+
1507,2016,POTTAWATOMIE,DALE,DALE ES,63I002,63I002105,83.0,B
1508,2013,POTTAWATOMIE,DALE,DALE HS,63I002,63I002705,97.0,A+
1509,2014,POTTAWATOMIE,DALE,DALE HS,63I002,63I002705,99.0,A+
1510,2015,POTTAWATOMIE,DALE,DALE HS,63I002,63I002705,92.0,A-
1511,2016,POTTAWATOMIE,DALE,DALE HS,63I002,63I002705,89.0,B+
1512,2013,POTTAWATOMIE,DALE,DALE MS,63I002,63I002510,85.0,B
1513,2014,POTTAWATOMIE,DALE,DALE MS,63I002,63I002510,87.0,B+
1514,2015,POTTAWATOMIE,DALE,DALE MS,63I002,63I002510,80.0,B-
1515,2016,POTTAWATOMIE,DALE,DALE MS,63I002,63I002510,82.0,B-
1516,2013,CANADIAN,DARLINGTON,DARLINGTON PUBLIC SCHOOL,09C070,09C070105,65.0,D
1517,2014,CANADIAN,DARLINGTON,DARLINGTON PUBLIC SCHOOL,9C070,09C070105,65.0,D
1518,2015,CANADIAN,DARLINGTON,DARLINGTON PUBLIC SCHOOL,09C070,09C070105,73.0,C
1519,2016,CANADIAN,DARLINGTON,DARLINGTON PUBLIC SCHOOL,09C070,09C070105,80.0,B-
1520,2013,LINCOLN,DAVENPORT,DAVENPORT ES,41I003,41I003105,67.0,D+
1521,2014,LINCOLN,DAVENPORT,DAVENPORT ES,41I003,41I003105,65.0,D
1522,2015,LINCOLN,DAVENPORT,DAVENPORT ES,41I003,41I003105,61.0,D-
1523,2016,LINCOLN,DAVENPORT,DAVENPORT ES,41I003,41I003105,65.0,D
1524,2013,LINCOLN,DAVENPORT,DAVENPORT HS,41I003,41I003705,90.0,A-
1525,2014,LINCOLN,DAVENPORT,DAVENPORT HS,41I003,41I003705,74.0,C
1526,2015,LINCOLN,DAVENPORT,DAVENPORT HS,41I003,41I003705,87.0,B+
1527,2016,LINCOLN,DAVENPORT,DAVENPORT HS,41I003,41I003705,91.0,A-
1528,2013,TILLMAN,DAVIDSON,DAVIDSON ES,71I009,71I009105,46.0,F
1529,2014,TILLMAN,DAVIDSON,DAVIDSON ES,71I009,71I009105,53.0,F
1530,2015,TILLMAN,DAVIDSON,DAVIDSON ES,71I009,71I009105,66.0,D
1531,2016,TILLMAN,DAVIDSON,DAVIDSON ES,71I009,71I009105,78.0,C+
1532,2013,TILLMAN,DAVIDSON,DAVIDSON HS,71I009,71I009705,91.0,A-
1533,2014,TILLMAN,DAVIDSON,DAVIDSON HS,71I009,71I009705,69.0,D+
1534,2015,TILLMAN,DAVIDSON,DAVIDSON HS,71I009,71I009705,62.0,D-
1535,2016,TILLMAN,DAVIDSON,DAVIDSON HS,71I009,71I009705,48.0,F
1536,2013,MURRAY,DAVIS,DAVIS ES,50I010,50I010105,91.0,A-
1537,2014,MURRAY,DAVIS,DAVIS ES,50I010,50I010105,83.0,B
1538,2015,MURRAY,DAVIS,DAVIS ES,50I010,50I010105,74.0,C
1539,2016,MURRAY,DAVIS,DAVIS ES,50I010,50I010105,71.0,C-
1540,2013,MURRAY,DAVIS,DAVIS HS,50I010,50I010705,93.0,A
1541,2014,MURRAY,DAVIS,DAVIS HS,50I010,50I010705,95.0,A
1542,2015,MURRAY,DAVIS,DAVIS HS,50I010,50I010705,85.0,B
1543,2016,MURRAY,DAVIS,DAVIS HS,50I010,50I010705,87.0,B+
1544,2013,MURRAY,DAVIS,DAVIS MS,50I010,50I010505,68.0,D+
1545,2014,MURRAY,DAVIS,DAVIS MS,50I010,50I010505,68.0,D+
1546,2015,MURRAY,DAVIS,DAVIS MS,50I010,50I010505,63.0,D
1547,2016,MURRAY,DAVIS,DAVIS MS,50I010,50I010505,66.0,D
1548,2013,TULSA,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,72G001,72G001972,82.0,B-
1549,2014,TULSA,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,72G001,72G001972,102.0,A+
1550,2015,TULSA,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,72G001,72G001972,108.0,A+
1551,2016,TULSA,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,72G001,72G001972,103.0,A+
1552,2013,OKLAHOMA,DEER CREEK,DEER CREEK ES,55I006,55I006105,92.0,A-
1553,2014,OKLAHOMA,DEER CREEK,DEER CREEK ES,55I006,55I006105,96.0,A
1554,2015,OKLAHOMA,DEER CREEK,DEER CREEK ES,55I006,55I006105,99.0,A+
1555,2016,OKLAHOMA,DEER CREEK,DEER CREEK ES,55I006,55I006105,101.0,A+
1556,2013,OKLAHOMA,DEER CREEK,DEER CREEK HS,55I006,55I006705,103.0,A+
1557,2014,OKLAHOMA,DEER CREEK,DEER CREEK HS,55I006,55I006705,102.0,A+
1558,2015,OKLAHOMA,DEER CREEK,DEER CREEK HS,55I006,55I006705,97.0,A+
1559,2016,OKLAHOMA,DEER CREEK,DEER CREEK HS,55I006,55I006705,97.0,A+
1560,2013,OKLAHOMA,DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55I006,55I006125,81.0,B-
1561,2014,OKLAHOMA,DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55I006,55I006125,89.0,B+
1562,2015,OKLAHOMA,DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55I006,55I006125,90.0,A-
1563,2016,OKLAHOMA,DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55I006,55I006125,91.0,A-
1564,2013,OKLAHOMA,DEER CREEK,DEER CREEK MS,55I006,55I006505,92.0,A-
1565,2014,OKLAHOMA,DEER CREEK,DEER CREEK MS,55I006,55I006505,90.0,A-
1566,2015,OKLAHOMA,DEER CREEK,DEER CREEK MS,55I006,55I006505,89.0,B+
1567,2016,OKLAHOMA,DEER CREEK,DEER CREEK MS,55I006,55I006505,89.0,B+
1568,2013,OKLAHOMA,DEER CREEK,GROVE VALLEY ES,55I006,55I006120,99.0,A+
1569,2014,OKLAHOMA,DEER CREEK,GROVE VALLEY ES,55I006,55I006120,91.0,A-
1570,2015,OKLAHOMA,DEER CREEK,GROVE VALLEY ES,55I006,55I006120,82.0,B-
1571,2016,OKLAHOMA,DEER CREEK,GROVE VALLEY ES,55I006,55I006120,100.0,A+
1572,2013,OKLAHOMA,DEER CREEK,PRAIRIE VALE ES,55I006,55I006110,99.0,A+
1573,2014,OKLAHOMA,DEER CREEK,PRAIRIE VALE ES,55I006,55I006110,93.0,A
1574,2015,OKLAHOMA,DEER CREEK,PRAIRIE VALE ES,55I006,55I006110,89.0,B+
1575,2016,OKLAHOMA,DEER CREEK,PRAIRIE VALE ES,55I006,55I006110,88.0,B+
1576,2013,OKLAHOMA,DEER CREEK,ROSE UNION ES,55I006,55I006115,99.0,A+
1577,2014,OKLAHOMA,DEER CREEK,ROSE UNION ES,55I006,55I006115,94.0,A
1578,2015,OKLAHOMA,DEER CREEK,ROSE UNION ES,55I006,55I006115,97.0,A+
1579,2016,OKLAHOMA,DEER CREEK,ROSE UNION ES,55I006,55I006115,96.0,A
1580,2014,OKLAHOMA,DEER CREEK,SPRING CREEK ES,55I006,55I006130,103.0,A+
1581,2015,OKLAHOMA,DEER CREEK,SPRING CREEK ES,55I006,55I006130,98.0,A+
1582,2016,OKLAHOMA,DEER CREEK,SPRING CREEK ES,55I006,55I006130,95.0,A
1583,2013,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27I095,27I095105,75.0,C
1584,2014,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27I095,27I095105,75.0,C
1585,2015,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27I095,27I095105,85.0,B
1586,2016,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27I095,27I095105,67.0,D+
1587,2013,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095,27I095705,79.0,C+
1588,2014,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095,27I095705,78.0,C+
1589,2015,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095,27I095705,77.0,C+
1590,2016,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095,27I095705,86.0,B
1591,2013,MCCURTAIN,DENISON,DENISON PUBLIC SCHOOL,48C037,48C037105,88.0,B+
1592,2014,MCCURTAIN,DENISON,DENISON PUBLIC SCHOOL,48C037,48C037105,88.0,B+
1593,2015,MCCURTAIN,DENISON,DENISON PUBLIC SCHOOL,48C037,48C037105,79.0,C+
1594,2016,MCCURTAIN,DENISON,DENISON PUBLIC SCHOOL,48C037,48C037105,77.0,C+
1595,2013,CREEK,DEPEW,DEPEW ES,19I021,19I021105,84.0,B
1596,2014,CREEK,DEPEW,DEPEW ES,19I021,19I021105,79.0,C+
1597,2015,CREEK,DEPEW,DEPEW ES,19I021,19I021105,73.0,C
1598,2016,CREEK,DEPEW,DEPEW ES,19I021,19I021105,72.0,C-
1599,2013,CREEK,DEPEW,DEPEW HS,19I021,19I021705,81.0,B-
1600,2014,CREEK,DEPEW,DEPEW HS,19I021,19I021705,79.0,C+
1601,2015,CREEK,DEPEW,DEPEW HS,19I021,19I021705,77.0,C+
1602,2016,CREEK,DEPEW,DEPEW HS,19I021,19I021705,83.0,B
1603,2013,OKMULGEE,DEWAR,DEWAR ES,56I008,56I008105,62.0,D-
1604,2014,OKMULGEE,DEWAR,DEWAR ES,56I008,56I008105,67.0,D+
1605,2015,OKMULGEE,DEWAR,DEWAR ES,56I008,56I008105,68.0,D+
1606,2016,OKMULGEE,DEWAR,DEWAR ES,56I008,56I008105,49.0,F
1607,2013,OKMULGEE,DEWAR,DEWAR HS,56I008,56I008715,90.0,A-
1608,2014,OKMULGEE,DEWAR,DEWAR HS,56I008,56I008715,74.0,C
1609,2015,OKMULGEE,DEWAR,DEWAR HS,56I008,56I008715,87.0,B+
1610,2016,OKMULGEE,DEWAR,DEWAR HS,56I008,56I008715,71.0,C-
1611,2015,OKMULGEE,DEWAR,DEWAR MS,56I008,56I008515,65.0,D
1612,2016,OKMULGEE,DEWAR,DEWAR MS,56I008,56I008515,64.0,D
1613,2013,WASHINGTON,DEWEY,DEWEY ES,74I007,74I007115,80.0,B-
1614,2014,WASHINGTON,DEWEY,DEWEY ES,74I007,74I007115,81.0,B-
1615,2015,WASHINGTON,DEWEY,DEWEY ES,74I007,74I007115,85.0,B
1616,2016,WASHINGTON,DEWEY,DEWEY ES,74I007,74I007115,83.0,B
1617,2013,WASHINGTON,DEWEY,DEWEY HS,74I007,74I007705,90.0,A-
1618,2014,WASHINGTON,DEWEY,DEWEY HS,74I007,74I007705,87.0,B+
1619,2015,WASHINGTON,DEWEY,DEWEY HS,74I007,74I007705,77.0,C+
1620,2016,WASHINGTON,DEWEY,DEWEY HS,74I007,74I007705,67.0,D+
1621,2013,WASHINGTON,DEWEY,DEWEY MS,74I007,74I007510,82.0,B-
1622,2014,WASHINGTON,DEWEY,DEWEY MS,74I007,74I007510,84.0,B
1623,2015,WASHINGTON,DEWEY,DEWEY MS,74I007,74I007510,79.0,C+
1624,2016,WASHINGTON,DEWEY,DEWEY MS,74I007,74I007510,72.0,C-
1625,2013,MCCLAIN,DIBBLE,DIBBLE ES,47I002,47I002105,63.0,D
1626,2014,MCCLAIN,DIBBLE,DIBBLE ES,47I002,47I002105,64.0,D
1627,2015,MCCLAIN,DIBBLE,DIBBLE ES,47I002,47I002105,76.0,C
1628,2016,MCCLAIN,DIBBLE,DIBBLE ES,47I002,47I002105,77.0,C+
1629,2013,MCCLAIN,DIBBLE,DIBBLE HS,47I002,47I002715,67.0,D+
1630,2014,MCCLAIN,DIBBLE,DIBBLE HS,47I002,47I002715,82.0,B-
1631,2015,MCCLAIN,DIBBLE,DIBBLE HS,47I002,47I002715,77.0,C+
1632,2016,MCCLAIN,DIBBLE,DIBBLE HS,47I002,47I002715,72.0,C-
1633,2013,MCCLAIN,DIBBLE,DIBBLE MS,47I002,47I002515,80.0,B-
1634,2014,MCCLAIN,DIBBLE,DIBBLE MS,47I002,47I002515,70.0,C-
1635,2015,MCCLAIN,DIBBLE,DIBBLE MS,47I002,47I002515,73.0,C
1636,2016,MCCLAIN,DIBBLE,DIBBLE MS,47I002,47I002515,73.0,C
1637,2013,CARTER,DICKSON,DICKSON ES,10I077,10I077105,83.0,B
1638,2014,CARTER,DICKSON,DICKSON ES,10I077,10I077105,80.0,B-
1639,2015,CARTER,DICKSON,DICKSON ES,10I077,10I077105,72.0,C-
1640,2016,CARTER,DICKSON,DICKSON ES,10I077,10I077105,84.0,B
1641,2013,CARTER,DICKSON,DICKSON HS,10I077,10I077705,86.0,B
1642,2014,CARTER,DICKSON,DICKSON HS,10I077,10I077705,92.0,A-
1643,2015,CARTER,DICKSON,DICKSON HS,10I077,10I077705,86.0,B
1644,2016,CARTER,DICKSON,DICKSON HS,10I077,10I077705,79.0,C+
1645,2013,CARTER,DICKSON,DICKSON MS,10I077,10I077510,84.0,B
1646,2014,CARTER,DICKSON,DICKSON MS,10I077,10I077510,81.0,B-
1647,2015,CARTER,DICKSON,DICKSON MS,10I077,10I077510,79.0,C+
1648,2016,CARTER,DICKSON,DICKSON MS,10I077,10I077510,74.0,C
1649,2013,CARTER,DICKSON,DICKSON UPPER ES,10I077,10I077110,83.0,B
1650,2014,CARTER,DICKSON,DICKSON UPPER ES,10I077,10I077110,80.0,B-
1651,2015,CARTER,DICKSON,DICKSON UPPER ES,10I077,10I077110,72.0,C-
1652,2016,CARTER,DICKSON,DICKSON UPPER ES,10I077,10I077110,84.0,B
1653,2013,TULSA,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,72G003,72G003971,88.0,B+
1654,2014,TULSA,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,72G003,72G003971,91.0,A-
1655,2015,TULSA,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,72G003,72G003971,75.0,C
1656,2016,TULSA,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,72G003,72G003971,79.0,C+
1657,2013,TULSA,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),72G003,72G003972,77.0,C+
1658,2014,TULSA,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),72G003,72G003972,85.0,B
1659,2015,TULSA,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),72G003,72G003972,87.0,B+
1660,2016,TULSA,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),72G003,72G003972,76.0,C
1661,2013,KINGFISHER,DOVER,DOVER ES,37I002,37I002105,60.0,D-
1662,2014,KINGFISHER,DOVER,DOVER ES,37I002,37I002105,50.0,F
1663,2015,KINGFISHER,DOVER,DOVER ES,37I002,37I002105,60.0,D-
1664,2016,KINGFISHER,DOVER,DOVER ES,37I002,37I002105,59.0,F
1665,2013,KINGFISHER,DOVER,DOVER HS,37I002,37I002705,73.0,C
1666,2014,KINGFISHER,DOVER,DOVER HS,37I002,37I002705,84.0,B
1667,2015,KINGFISHER,DOVER,DOVER HS,37I002,37I002705,82.0,B-
1668,2016,KINGFISHER,DOVER,DOVER HS,37I002,37I002705,55.0,F
