Record Number,Year,County,District,District Code,Population,Avg. Household Income,Avg. Property Valuation / ADM,Unemployment %,Poverty %,Single-Parent Family %,Student/Offender,Offense/Offender,NCNT in Gang,H.S. Diploma w/o College Degree,Less than 12th Grade,College Degree or Above,Free Reduced Lunch %
3226,2014,CANADIAN,BANNER,09C031,1793,97164.27379,242833.7638,0.07,0.1,0.28,,0,0,0.67371847,0.104149715,0.222131814,0.4286
3227,2014,CANADIAN,DARLINGTON,09C070,693,77717.64706,106986.7124,0.01,0.04,0.04,243,1,0,0.704950495,0.073267327,0.221782178,0.8683
3228,2014,CANADIAN,MAPLE,09C162,629,74478.01724,362540.6522,0.07,0.11,0.19,,0,0,0.628450106,0.16985138,0.201698514,0.2903
3229,2014,CANADIAN,PIEDMONT,09I022,13432,92292.81319,40082.0029,0.04,0.04,0.1,465.8571429,2.571428571,0,0.553213787,0.056124825,0.390661388,0.219
3230,2014,CANADIAN,YUKON,09I027,37996,75526.92168,38164.0344,0.05,0.06,0.25,279.0344828,1.896551724,0,0.635646938,0.064891847,0.299461215,0.3946
3231,2014,CANADIAN,EL RENO,09I034,16063,56232.42217,24090.5671,0.08,0.14,0.37,124.75,1.75,1,0.745842338,0.160762943,0.09339472,0.7146
3232,2014,CANADIAN,UNION CITY,09I057,2014,68319.25926,50332.9524,0.06,0.13,0.04,301,1,0,0.723127036,0.125732899,0.151140065,0.5781
3233,2014,CANADIAN,MUSTANG,09I069,47666,78773.4565,41667.6074,0.05,0.05,0.25,226.7272727,1.977272727,0,0.66858458,0.075489068,0.255926352,0.3508
3234,2014,CANADIAN,CALUMET,09I076,1088,69144.49761,241968.7544,0.08,0.12,0.31,,0,0,0.7,0.14,0.16,0.6631
3235,2014,CARTER,ZANEIS,10C072,851,58031.01045,32097.3528,0.12,0.16,0.15,,0,0,0.65704584,0.130730051,0.212224109,0.8
3236,2014,CARTER,ARDMORE,10I019,18633,50491.96924,70909.4458,0.08,0.23,0.48,45.4,1.857142857,7,0.665655986,0.168155372,0.166188642,0.8521
3237,2014,CARTER,SPRINGER,10I021,1335,48028.14645,164167.4744,0.09,0.13,0.48,107,1.5,1,0.742734123,0.159311087,0.09795479,0.7757
3238,2014,CARTER,PLAINVIEW,10I027,7074,79455.62032,54680.1566,0.06,0.1,0.25,137.5454545,1.818181818,1,0.581947217,0.112663562,0.305389222,0.38
3239,2014,CARTER,LONE GROVE,10I032,6466,53183.57298,23940.4039,0.06,0.16,0.19,123.1666667,2.25,0,0.753939667,0.121341738,0.124718595,0.523
3240,2014,CARTER,WILSON,10I043,2721,46012.72545,22602.7811,0.07,0.17,0.33,56.44444444,1.222222222,0,0.731734523,0.157836029,0.110429448,0.7756
3241,2014,CARTER,HEALDTON,10I055,3822,47514.85833,34003.5922,0.05,0.11,0.47,136,1.75,0,0.735870819,0.143021915,0.121107266,0.7279
3242,2014,CARTER,FOX,10I074,1446,45550.58824,99227.6445,0.05,0.11,0.13,82.5,1.75,0,0.7408143,0.176762661,0.082423039,0.7697
3243,2014,CARTER,DICKSON,10I077,5639,63792.54593,33513.0252,0.06,0.08,0.23,89.4,1.266666667,1,0.723197408,0.1031596,0.173642992,0.5794
3244,2014,CHEROKEE,LOWREY,11C010,910,55698.96104,30915.5047,0.03,0.14,0.22,,0,0,0.587537092,0.117210682,0.295252226,0.8301
3245,2014,CHEROKEE,NORWOOD,11C014,2130,60958.7519,28918.7175,0.05,0.09,0.23,,0,0,0.716285925,0.175386883,0.108327192,0.9286
3246,2014,CHEROKEE,WOODALL,11C021,1624,52870.68345,9394.6306,0.12,0.14,0.23,245.5,2,0,0.699427481,0.139312977,0.161259542,0.7026
3247,2014,CHEROKEE,SHADY GROVE,11C026,1337,42673.54988,19038.762,0.06,0.25,0.32,,0,0,0.632802938,0.209302326,0.157894737,0.8219
3248,2014,CHEROKEE,PEGGS,11C031,1648,45998.9547,19115.7303,0.12,0.23,0.11,254,2,0,0.656960874,0.194722475,0.148316652,0.7795
3249,2014,CHEROKEE,GRAND VIEW,11C034,4401,41193.88962,22069.8056,0.12,0.28,0.48,,0,0,0.56399287,0.141889483,0.294117647,0.8848
3250,2014,CHEROKEE,BRIGGS,11C044,2815,44475,17916.2873,0.08,0.21,0.28,226,1,0,0.609177215,0.165611814,0.22521097,0.927
3251,2014,CHEROKEE,TENKILLER,11C066,1540,41787.86828,16278.916,0.05,0.17,0.35,,0,0,0.706521739,0.201086957,0.092391304,0.7958
3252,2014,CHEROKEE,KEYS,11I006,4203,64939.10682,34018.8094,0.05,0.15,0.31,87.8,2.5,0,0.63958401,0.08839779,0.2720182,0.7062
3253,2014,CHEROKEE,HULBERT,11I016,2910,47040.5477,19729.9234,0.08,0.14,0.36,89.28571429,1,0,0.678282828,0.15,0.171717172,0.824
3254,2014,CHEROKEE,TAHLEQUAH,11I035,21050,43700.02674,24393.8945,0.08,0.3,0.49,92.73684211,3.631578947,0,0.552379307,0.155453839,0.292166854,0.7145
3255,2014,CHOCTAW,GRANT,12C003,1365,40310.74523,47042.2218,0.08,0.27,0.39,,0,0,0.632398754,0.252336449,0.115264798,1.0223
3256,2014,CHOCTAW,SWINK,12C021,507,43007.48663,0,0.25,0.27,0.19,,0,0,0.730769231,0.186390533,0.082840237,1.0329
3257,2014,CHOCTAW,BOSWELL,12I001,1897,42330.84967,20730.2156,0.1,0.22,0.38,186.5,1.5,0,0.648148148,0.216586151,0.1352657,0.7936
3258,2014,CHOCTAW,FORT TOWSON,12I002,2047,39303.11005,37958.3861,0.14,0.22,0.37,74.16666667,1.5,0,0.667141839,0.191019244,0.141838917,0.8067
3259,2014,CHOCTAW,SOPER,12I004,1450,43817.55853,12600.3004,0.06,0.17,0.18,387,1,0,0.691956124,0.198354662,0.109689214,0.6563
3260,2014,CHOCTAW,HUGO,12I039,7553,43355.63859,24206.4643,0.12,0.32,0.44,77.8,1.4,0,0.662699213,0.185999597,0.15130119,0.838
3261,2014,CIMARRON,BOISE CITY,13I002,1597,55719.91585,115112.127,0.02,0.21,0.48,28.6,2.1,0,0.64109589,0.170776256,0.188127854,0.7308
3262,2014,CIMARRON,FELT,13I010,295,53434.78261,63986.0811,0.02,0.17,0.24,,0,0,0.536231884,0.236714976,0.22705314,0.5393
3263,2014,CIMARRON,KEYES,13I011,482,49820.90909,208505.6204, -   ,0.23, -   ,64,2,0,0.693593315,0.147632312,0.158774373,0.75
3264,2014,CLEVELAND,ROBIN HILL,14C016,831,92671.70418,26480.6291,0.04,0.02,0.1,,0,0,0.6592,0.1104,0.2304,0.3256
3265,2014,CLEVELAND,MOORE,14I002,127721,72626.62591,41624.3558,0.05,0.09,0.26,200.1652174,1.852173913,4,0.652377231,0.092600829,0.255021939,0.435
3266,2014,CLEVELAND,NORMAN,14I029,110837,69394.95918,55637.4551,0.06,0.18,0.32,258.0169492,2.288135593,6,0.491177896,0.068107584,0.44071452,0.4771
3267,2014,CLEVELAND,NOBLE,14I040,15561,60255.54738,24617.9266,0.08,0.13,0.4,96.56666667,2.133333333,0,0.701150575,0.129364682,0.169484742,0.6165
3268,2014,CLEVELAND,LEXINGTON,14I057,8008,52518.91892,16934.4032,0.08,0.14,0.21,125.6666667,1.666666667,0,0.696119196,0.220547471,0.083333333,0.6295
3269,2014,CLEVELAND,LITTLE AXE,14I070,5751,59234.95575,16560.0514,0.07,0.08,0.26,247.2,1.8,0,0.648413511,0.195496418,0.156090072,0.7176
3270,2014,COAL,COTTONWOOD,15C004,439,67227.05882,22240.6719,0.09,0.15,0.12,,0,0,0.698245614,0.175438596,0.126315789,0.6735
3271,2014,COAL,COALGATE,15I001,4362,45485.57692,104491.0763,0.09,0.22,0.47,79.33333333,1.555555556,0,0.689016173,0.1856469,0.125336927,0.7717
3272,2014,COAL,TUPELO,15I002,1093,53364.95327,47485.7528,0.07,0.23,0.34,,0,0,0.617852162,0.210599721,0.171548117,0.7597
3273,2014,COMANCHE,FLOWER MOUND,16C048,1060,66025.06394,34515.8684,0.07,0.06,0.35,,0,0,0.614266843,0.036988111,0.348745046,0.3323
3274,2014,COMANCHE,BISHOP,16C049,2759,68983.09232,27641.4557,0.11,0.16,0.15,,0,0,0.708108108,0.12012012,0.171771772,0.6419
3275,2014,COMANCHE,CACHE,16I001,8219,85252.3429,63664.4223,0.09,0.19,0.31,105.3529412,1.705882353,0,0.68253047,0.050686787,0.266782743,0.4495
3276,2014,COMANCHE,INDIAHOMA,16I002,1283,56743.34677,24536.8508,0.1,0.2,0.56,214,1,0,0.722391084,0.113475177,0.164133739,0.8178
3277,2014,COMANCHE,STERLING,16I003,1791,60057.46479,23478.1097,0.06,0.18,0.4,43,1.3,0,0.696027634,0.110535406,0.19343696,0.5302
3278,2014,COMANCHE,GERONIMO,16I004,4246,52106.30372,46439.5457,0.1,0.1,0.2,181,1,0,0.720570012,0.214374226,0.065055762,0.6657
3279,2014,COMANCHE,LAWTON,16I008,93077,54385.21037,28861.8604,0.1,0.19,0.48,45.08163265,1.743440233,10,0.69213714,0.116735165,0.191127695,0.6421
3280,2014,COMANCHE,FLETCHER,16I009,2495,62164.05375,30216.0606,0.11,0.14,0.25,478,1,0,0.687821612,0.114351058,0.19782733,0.6088
3281,2014,COMANCHE,ELGIN,16I016,7925,76354.31175,31098.1719,0.07,0.07,0.15,192.1818182,2.545454545,0,0.659166977,0.047229453,0.29360357,0.3647
3282,2014,COMANCHE,CHATTANOOGA,16I132,1175,62127.52688,40382.3871,0.03,0.13,0.14,227,1,0,0.713914174,0.089726918,0.196358908,0.4493
3283,2014,COTTON,WALTERS,17I001,3533,55444.83283,24268.0815,0.06,0.13,0.28,61.08333333,1.333333333,0,0.720335245,0.116453463,0.163211292,0.5935
3284,2014,COTTON,TEMPLE,17I101,1344,49694.33962,50681.4914,0.12,0.23,0.58,165,3,0,0.726,0.177,0.097,0.7515
3285,2014,COTTON,BIG PASTURE,17I333,1127,58046.15385,41494.3395,0.1,0.11,0.38,,0,0,0.657360406,0.168781726,0.173857868,0.5045
3286,2014,CRAIG,WHITE OAK,18C001,932,52767.61364,109246.9787,0.07,0.14,0.27,,0,0,0.734848485,0.11969697,0.145454545,0.8226
3287,2014,CRAIG,KETCHUM,18I006,3969,49920.07412,85180.9326,0.09,0.24,0.38,631,5,0,0.672604204,0.182044888,0.145350908,0.6862
3288,2014,CRAIG,WELCH,18I017,2107,56435.82444,40712.3773,0.04,0.13,0.25,109.6666667,1.333333333,0,0.771409305,0.115306811,0.113283884,0.5289
3289,2014,CRAIG,BLUEJACKET,18I020,1433,54536.41851,39129.7753,0.04,0.1,0.19,34,2.166666667,0,0.717837838,0.148108108,0.134054054,0.701
3290,2014,CRAIG,VINITA,18I065,9250,48120.56615,27616.3983,0.06,0.21,0.36,87.21052632,3.526315789,0,0.685951685,0.188490537,0.125557778,0.7037
3291,2014,CREEK,LONE STAR,19C008,4441,54873.37793,7454.1362,0.08,0.21,0.28,223.5,1.75,0,0.746987952,0.117846386,0.135165663,0.5291
3292,2014,CREEK,GYPSY,19C012,713,47626.08696,38477.235,0.16,0.12,0.26,,0,0,0.742596811,0.127562642,0.129840547,0.8978
3293,2014,CREEK,PRETTY WATER,19C034,1675,69835.2014,33632.4354,0.07,0.06,0.26,,0,0,0.748305085,0.155932203,0.095762712,0.5625
3294,2014,CREEK,ALLEN-BOWDEN,19C035,2737,64146.36615,48016.3961,0.09,0.05,0.21,96,1.75,0,0.698027314,0.181082448,0.120890238,0.8151
3295,2014,CREEK,BRISTOW,19I002,8586,46642.80608,23663.2665,0.09,0.22,0.32,85.75,2.55,0,0.712072195,0.154605823,0.133321982,0.7364
3296,2014,CREEK,MANNFORD,19I003,7661,59539.18409,24095.4677,0.06,0.12,0.29,312.4,1.4,0,0.728494624,0.142281106,0.12922427,0.6569
3297,2014,CREEK,MOUNDS,19I005,3689,61683.70206,26139.4132,0.06,0.12,0.38,118.6,2.2,0,0.685412262,0.132346723,0.182241015,0.6948
3298,2014,CREEK,OLIVE,19I017,2273,52954.52352,26198.8627,0.07,0.12,0.2,187.5,3,0,0.762179487,0.131410256,0.106410256,0.6987
3299,2014,CREEK,KIEFER,19I018,2955,62524.80545,43797.9682,0.07,0.12,0.2,220,1,0,0.683640303,0.147887324,0.168472373,0.5015
3300,2014,CREEK,OILTON,19I020,1750,47162.75862,19374.0386,0.13,0.2,0.31,256,1,0,0.707142857,0.195535714,0.097321429,0.8984
3301,2014,CREEK,DEPEW,19I021,1985,58671.42857,67873.4153,0.1,0.1,0.23,194,2,0,0.730538922,0.149700599,0.119760479,0.6443
3302,2014,CREEK,KELLYVILLE,19I031,6034,57088.0583,28595.7934,0.08,0.14,0.27,188.5,1,0,0.751386788,0.177508825,0.071104387,0.702
3303,2014,CREEK,SAPULPA,19I033,21871,60659.07962,39995.2866,0.1,0.15,0.38,108.3243243,1.918918919,3,0.656652361,0.147705513,0.195642126,0.6604
3304,2014,CREEK,DRUMRIGHT,19I039,3512,48815.35464,30286.4382,0.1,0.18,0.38,100.8333333,1.666666667,0,0.680324178,0.166591625,0.153084196,0.7884
3305,2014,CUSTER,ARAPAHO-BUTLER,20I005,1859,63155.50847,69164.6929,0.01,0.07,0.17,391,3,0,0.756302521,0.101604278,0.142093201,0.399
3306,2014,CUSTER,THOMAS-FAY-CUSTER,20I007,2772,56897.80744,91733.5304,0.02,0.17,0.16,118.25,2.25,0,0.637163277,0.132490379,0.230346344,0.5222
3307,2014,CUSTER,WEATHERFORD,20I026,13581,59218.62914,44082.8571,0.04,0.22,0.31,86.4,1.52,0,0.530262975,0.082231807,0.387505218,0.4898
3308,2014,CUSTER,CLINTON,20I099,10216,63479.52903,32508.7996,0.04,0.18,0.41,58.65,2.525,0,0.562355836,0.231277872,0.206366292,0.8581
3309,2014,DELAWARE,CLEORA,21C006,2064,65809.69072,344366.784,0.05,0.2,0.21,113,1,0,0.699421965,0.100834939,0.199743096,0.5575
3310,2014,DELAWARE,LEACH,21C014,954,37617.52874,17181.9344,0.06,0.27,0.42,,0,0,0.669064748,0.152877698,0.178057554,0.75
3311,2014,DELAWARE,KENWOOD,21C030,548,43882.20859,5739.1778,0.23,0.27,0.54,,0,0,0.531609195,0.301724138,0.166666667,0.8739
3312,2014,DELAWARE,MOSELEY,21C034,2068,37918.49791,37138.5881,0.09,0.17,0.25,,0,0,0.714899713,0.209885387,0.0752149,0.8341
3313,2014,DELAWARE,JAY,21I001,9642,45314.7877,27201.3697,0.12,0.28,0.35,45.82051282,1.948717949,0,0.642257093,0.217308607,0.1404343,0.7795
3314,2014,DELAWARE,GROVE,21I002,17140,55567.77909,75626.0414,0.08,0.18,0.36,62.73170732,2.56097561,0,0.683829754,0.118756253,0.197413992,0.6256
3315,2014,DELAWARE,KANSAS,21I003,3929,49159.87261,14276.2606,0.09,0.18,0.23,222.25,2,0,0.758565737,0.136653386,0.104780876,0.8076
3316,2014,DELAWARE,COLCORD,21I004,2978,40915.38462,13972.8005,0.08,0.22,0.26,48.07692308,2.076923077,0,0.715270936,0.186206897,0.098522167,0.7984
3317,2014,DELAWARE,OAKS-MISSION,21I005,1621,46814.76868,19169.3588,0.07,0.22,0.22,128,2,0,0.651858568,0.183136899,0.165004533,0.8477
3318,2014,DEWEY,VICI,22I005,1776,54643.38549,55582.1084,0.03,0.16,0.23,112.6666667,1,0,0.656616415,0.123115578,0.220268007,0.5296
3319,2014,DEWEY,SEILING,22I008,1652,68316.61891,119882.2707,0.05,0.13,0.41,412,4,0,0.680349345,0.135371179,0.184279476,0.4612
3320,2014,DEWEY,TALOGA,22I010,1015,86002.77778,639162.8755,0.01,0.15,0.16,,0,0,0.651266766,0.104321908,0.244411326,0.6571
3321,2014,ELLIS,FARGO,23I002,1060,63313.75661,161641.1798,0.01,0.11,0.06,216,5,0,0.785046729,0.081441923,0.133511348,0.6435
3322,2014,ELLIS,ARNETT,23I003,940,75768.66029,154290.6059,0.04,0.07,0.12,101.5,4.5,0,0.636363636,0.098011364,0.265625,0.3842
3323,2014,ELLIS,GAGE,23I039,692,52084.71761,102176.0361,0.02,0.14,0.15,15.16666667,1.5,0,0.566115702,0.157024793,0.276859504,0.7253
3324,2014,ELLIS,SHATTUCK,23I042,1720,63513.00138,76076.0411,0.04,0.23,0.36,46,1.625,0,0.637182637,0.123669124,0.239148239,0.4321
3325,2014,GARFIELD,WAUKOMIS,24I001,2147,62181.25837,44722.1981,0.04,0.09,0.29,360,7,0,0.664388762,0.130599848,0.20501139,0.5306
3326,2014,GARFIELD,KREMLIN-HILLSDALE,24I018,1444,81095.64394,101208.3379,0.04,0.04,0.08,314,1,0,0.630518234,0.101727447,0.267754319,0.3981
3327,2014,GARFIELD,CHISHOLM,24I042,4882,82731.13208,61555.6171,0.06,0.06,0.26,46.42857143,1.19047619,1,0.659687408,0.096431731,0.243880861,0.3067
3328,2014,GARFIELD,GARBER,24I047,2031,60404.29688,64055.6752,0.05,0.11,0.42,118.3333333,1.333333333,0,0.729537367,0.074733096,0.195729537,0.5944
3329,2014,GARFIELD,PIONEER-PLEASANT VALE,24I056,2390,53417.41176,135647.9612,0.06,0.17,0.4,192.3333333,9.333333333,0,0.725961538,0.142857143,0.131181319,0.6222
3330,2014,GARFIELD,ENID,24I057,44238,56810.35755,33322.6138,0.06,0.16,0.35,40.50515464,2.092783505,4,0.627454369,0.154556139,0.217989491,0.7428
3331,2014,GARFIELD,DRUMMOND,24I085,1225,65863.82979,35285.0823,0.07,0.08,0.19,37,1.666666667,0,0.644578313,0.162650602,0.192771084,0.4234
3332,2014,GARFIELD,COVINGTON-DOUGLAS,24I094,1901,60271.8232,100932.2085,0.04,0.12,0.24,278,3,0,0.617717478,0.127693536,0.254588986,0.6007
3333,2014,GARVIN,WHITEBEAD,25C016,1574,65744.50867,30397.6398,0.02,0.11,0.19,,0,0,0.606729758,0.14721346,0.246056782,0.5533
3334,2014,GARVIN,STRATFORD,25I002,3597,46636.43877,19350.5061,0.09,0.23,0.27,172,3.25,0,0.670090873,0.156459897,0.17344923,0.673
3335,2014,GARVIN,PAOLI,25I005,1149,58890.25,25880.3331,0.05,0.13,0.22,36.71428571,1.142857143,0,0.693351425,0.089552239,0.217096336,0.8132
3336,2014,GARVIN,MAYSVILLE,25I007,2558,46446.30802,42402.6795,0.04,0.21,0.25,60.83333333,2.666666667,0,0.726788882,0.192785334,0.080425784,0.7315
3337,2014,GARVIN,LINDSAY,25I009,5838,63746.53376,42367.5646,0.05,0.17,0.33,103.25,3.666666667,0,0.713513514,0.152895753,0.133590734,0.5722
3338,2014,GARVIN,PAULS VALLEY,25I018,7020,49579.34905,30749.947,0.06,0.24,0.4,72.55555556,2.5,0,0.642690924,0.207954305,0.14935477,0.6738
3339,2014,GARVIN,WYNNEWOOD,25I038,4535,54376.04284,120568.4747,0.05,0.13,0.2,141.4,1.4,0,0.675853429,0.148136549,0.176010022,0.5545
3340,2014,GARVIN,ELMORE CITY-PERNELL,25I072,2990,61274.15929,59962.086,0.03,0.14,0.23,125.5,1,0,0.695903614,0.128674699,0.175421687,0.6394
3341,2014,GRADY,FRIEND,26C037,1166,65013.00448,51226.0966,0.06,0.08,0.16,224,2,0,0.681490385,0.144230769,0.174278846,0.5134
3342,2014,GRADY,MIDDLEBERG,26C096,1429,81571.24542,74928.688,0.03,0.08,0.23,,0,0,0.629701061,0.107039537,0.263259402,0.4833
