RecordNumber,Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ELA_ExamCount,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCount,Math_GrowthIndex,Math_LetterGrade,OverallExamCount,OverallGrowthIndex,OverallLetterGrade
4771,2016,55,Z005,971,55Z005971,"ABLE CHARTER ABLE LEARNING","ABLE CHARTER SCHOOL 6TH-8TH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
4772,2016,55,Z005,972,55Z005972,"ABLE CHARTER ABLE LEARNING","ABLE CHARTER SCHOOL 9TH-12TH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1865,2014,7,I003,105,07I003105,Achille,"Achille ES",21,43,"F    ",20,35,"F    ",41,39,"F    "
72,2015,7,I003,105,07I003105,ACHILLE,"ACHILLE ES",23,61,"D    ",23,43,"F    ",46,52,"F    "
3659,2016,7,I003,105,07I003105,ACHILLE,"ACHILLE ES",25,56,"F    ",25,68,"D    ",50,62,"D    "
1866,2014,7,I003,705,07I003705,Achille,"Achille HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
73,2015,7,I003,705,07I003705,ACHILLE,"ACHILLE HS",,,,,,,,,""
3660,2016,7,I003,705,07I003705,ACHILLE,"ACHILLE HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3124,2014,62,I019,105,62I019105,Ada,"Ada Ec Ctr",37,62,"D    ",39,64,"D    ",76,63,"D    "
1331,2015,62,I019,105,62I019105,ADA,"ADA EC CTR",39,51,"F    ",39,26,"F    ",78,38,"F    "
4918,2016,62,I019,105,62I019105,ADA,"ADA EC CTR",45,36,"F    ",45,49,"F    ",90,42,"F    "
3129,2014,62,I019,705,62I019705,Ada,"Ada HS",31,81,"B    ",NULL,NULL,NULL,31,81,"B    "
1336,2015,62,I019,705,62I019705,ADA,"ADA HS",36,69,"D    ",N/A,N/A,N/A,36,69,"D    "
4923,2016,62,I019,705,62I019705,ADA,"ADA HS",NULL,NULL,"F    ",NULL,NULL,NULL,47,55,"F    "
3128,2014,62,I019,610,62I019610,Ada,"Ada JHS",82,59,"F    ",110,70,"C    ",192,65,"D    "
1335,2015,62,I019,610,62I019610,ADA,"ADA JHS",76,50,"F    ",119,60,"D    ",195,56,"F    "
4922,2016,62,I019,610,62I019610,ADA,"ADA JHS",81,53,"F    ",116,60,"D    ",197,57,"F    "
3125,2014,62,I019,110,62I019110,Ada,"Hayes ES",37,62,"D    ",39,64,"D    ",76,63,"D    "
1332,2015,62,I019,110,62I019110,ADA,"HAYES ES",39,51,"F    ",39,26,"F    ",78,38,"F    "
4919,2016,62,I019,110,62I019110,ADA,"HAYES ES",45,36,"F    ",45,49,"F    ",90,42,"F    "
3126,2014,62,I019,125,62I019125,Ada,"Washington ES",37,62,"D    ",39,64,"D    ",76,63,"D    "
1333,2015,62,I019,125,62I019125,ADA,"WASHINGTON ES",39,51,"F    ",39,26,"F    ",78,38,"F    "
4920,2016,62,I019,125,62I019125,ADA,"WASHINGTON ES",45,36,"F    ",45,49,"F    ",90,42,"F    "
3127,2014,62,I019,130,62I019130,Ada,"Willard ES",76,50,"F    ",77,36,"F    ",153,43,"F    "
1334,2015,62,I019,130,62I019130,ADA,"WILLARD ES",88,50,"F    ",87,57,"F    ",175,54,"F    "
4921,2016,62,I019,130,62I019130,ADA,"WILLARD ES",72,54,"F    ",72,50,"F    ",144,52,"F    "
2593,2014,46,I002,705,46I002705,Adair,"Adair HS",14,100,"A    ",17,100,"A    ",31,100,"A    "
803,2015,46,I002,705,46I002705,ADAIR,"ADAIR HS",16,75,"C    ",15,100,"A    ",31,87,"B    "
4389,2016,46,I002,705,46I002705,ADAIR,"ADAIR HS",16,25,"F    ",16,81,"B    ",32,53,"F    "
2592,2014,46,I002,505,46I002505,Adair,"Adair MS",44,52,"F    ",44,73,"C    ",88,63,"D    "
802,2015,46,I002,505,46I002505,ADAIR,"ADAIR MS",48,50,"F    ",48,33,"F    ",96,42,"F    "
4388,2016,46,I002,505,46I002505,ADAIR,"ADAIR MS",43,65,"D    ",43,40,"F    ",86,52,"F    "
2591,2014,46,I002,105,46I002105,Adair,"Bernita Hughes ES",27,63,"D    ",27,81,"B    ",54,72,"C    "
801,2015,46,I002,105,46I002105,ADAIR,"BERNITA HUGHES ES",34,47,"F    ",34,59,"F    ",68,53,"F    "
4387,2016,46,I002,105,46I002105,ADAIR,"BERNITA HUGHES ES",33,88,"B    ",33,91,"A    ",66,89,"B    "
3041,2014,58,I026,105,58I026105,Afton,"Afton ES",40,45,"F    ",41,59,"F    ",81,52,"F    "
1249,2015,58,I026,105,58I026105,AFTON,"AFTON ES",43,60,"D    ",42,55,"F    ",85,58,"F    "
4838,2016,58,I026,105,58I026105,AFTON,"AFTON ES",41,73,"C    ",41,90,"A    ",82,82,"B    "
3042,2014,58,I026,705,58I026705,Afton,"Afton HS",NULL,NULL,NULL,NULL,NULL,NULL,14,64,"D    "
1250,2015,58,I026,705,58I026705,AFTON,"AFTON HS",,,,,,"A    ",17,94,"A    "
4839,2016,58,I026,705,58I026705,AFTON,"AFTON HS",11,64,"D    ",10,90,"A    ",21,76,"C    "
2545,2014,41,I134,105,41I134105,Agra,"Agra ES",37,46,"F    ",37,32,"F    ",74,39,"F    "
755,2015,41,I134,105,41I134105,AGRA,"AGRA ES",35,51,"F    ",35,31,"F    ",70,41,"F    "
4341,2016,41,I134,105,41I134105,AGRA,"AGRA ES",26,42,"F    ",26,35,"F    ",52,38,"F    "
2546,2014,41,I134,705,41I134705,Agra,"Agra HS",NULL,NULL,NULL,NULL,NULL,NULL,12,100,"A    "
756,2015,41,I134,705,41I134705,AGRA,"AGRA HS",,,,,,,12,75,"C    "
4342,2016,41,I134,705,41I134705,AGRA,"AGRA HS",NULL,NULL,NULL,NULL,NULL,NULL,10,70,"C    "
3174,2014,64,C002,105,64C002105,Albion,"Albion Public School",NULL,NULL,NULL,NULL,NULL,NULL,10,70,"C    "
1381,2015,64,C002,105,64C002105,ALBION,"ALBION PUBLIC SCHOOL",,,,,,,12,25,"F    "
4967,2016,64,C002,105,64C002105,ALBION,"ALBION PUBLIC SCHOOL",NULL,NULL,NULL,NULL,NULL,NULL,10,70,"C    "
2331,2014,26,I056,105,26I056105,Alex,"Alex ES",24,50,"F    ",24,63,"D    ",48,56,"F    "
541,2015,26,I056,105,26I056105,ALEX,"ALEX ES",25,60,"D    ",26,65,"D    ",51,63,"D    "
4126,2016,26,I056,105,26I056105,ALEX,"ALEX ES",26,42,"F    ",26,69,"D    ",52,56,"F    "
2332,2014,26,I056,715,26I056715,Alex,"Alex HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
542,2015,26,I056,715,26I056715,ALEX,"ALEX HS",,,,,,,,,""
4127,2016,26,I056,715,26I056715,ALEX,"ALEX HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2772,2014,55,G003,973,55G003973,"Alexis Rainbow (Charter)","Alexis Rainbow Cs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
970,2015,55,G003,973,55G003973,"ALEXIS RAINBOW (CHARTER)","ALEXIS RAINBOW CS",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
2570,2014,44,I004,105,44I004105,Aline-Cleo,"Aline-Cleo ES",10,50,"F    ",11,64,"D    ",21,57,"F    "
780,2015,44,I004,105,44I004105,ALINE-CLEO,"ALINE-CLEO ES",11,36,"F    ",11,27,"F    ",22,32,"F    "
4366,2016,44,I004,105,44I004105,ALINE-CLEO,"ALINE-CLEO ES",NULL,NULL,NULL,NULL,NULL,NULL,18,39,"F    "
2571,2014,44,I004,705,44I004705,Aline-Cleo,"Aline-Cleo HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
781,2015,44,I004,705,44I004705,ALINE-CLEO,"ALINE-CLEO HS",N/A,N/A,N/A,,,,,,""
4367,2016,44,I004,705,44I004705,ALINE-CLEO,"ALINE-CLEO HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3115,2014,62,I001,105,62I001105,Allen,"Allen ES",31,48,"F    ",33,55,"F    ",64,52,"F    "
1322,2015,62,I001,105,62I001105,ALLEN,"ALLEN ES",40,40,"F    ",40,40,"F    ",80,40,"F    "
4909,2016,62,I001,105,62I001105,ALLEN,"ALLEN ES",40,60,"D    ",40,38,"F    ",80,49,"F    "
3116,2014,62,I001,705,62I001705,Allen,"Allen HS",NULL,NULL,NULL,NULL,NULL,NULL,14,93,"A    "
1323,2015,62,I001,705,62I001705,ALLEN,"ALLEN HS",,,,,,,13,92,"A    "
4910,2016,62,I001,705,62I001705,ALLEN,"ALLEN HS",NULL,NULL,NULL,NULL,NULL,NULL,16,50,"F    "
2180,2014,19,C035,105,19C035105,Allen-Bowden,"Allen-Bowden Public School",31,35,"F    ",32,50,"F    ",63,43,"F    "
389,2015,19,C035,105,19C035105,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",37,49,"F    ",37,43,"F    ",74,46,"F    "
3972,2016,19,C035,105,19C035105,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",40,57,"F    ",41,59,"F    ",81,58,"F    "
2400,2014,33,I018,705,33I018705,Altus,"Altus HS",49,71,"C    ",32,47,"F    ",81,62,"D    "
610,2015,33,I018,705,33I018705,ALTUS,"ALTUS HS",44,68,"D    ",50,64,"D    ",94,66,"D    "
4195,2016,33,I018,705,33I018705,ALTUS,"ALTUS HS",47,64,"D    ",46,46,"F    ",93,55,"F    "
2398,2014,33,I018,145,33I018145,Altus,"Altus Intermediate School",109,43,"F    ",111,59,"F    ",220,51,"F    "
608,2015,33,I018,145,33I018145,ALTUS,"ALTUS INTERMEDIATE SCHOOL",105,40,"F    ",105,50,"F    ",210,45,"F    "
4193,2016,33,I018,145,33I018145,ALTUS,"ALTUS INTERMEDIATE SCHOOL",98,38,"F    ",98,59,"F    ",196,48,"F    "
2399,2014,33,I018,625,33I018625,Altus,"Altus JHS",106,63,"D    ",106,64,"D    ",212,64,"D    "
609,2015,33,I018,625,33I018625,ALTUS,"ALTUS JHS",102,47,"F    ",102,49,"F    ",204,48,"F    "
4194,2016,33,I018,625,33I018625,ALTUS,"ALTUS JHS",104,54,"F    ",106,59,"F    ",210,57,"F    "
2393,2014,33,I018,105,33I018105,Altus,"Rivers ES",NULL,NULL,NULL,NULL,NULL,NULL,15,87,"B    "
603,2015,33,I018,105,33I018105,ALTUS,"RIVERS ES",,,,,,,18,100,"A    "
4188,2016,33,I018,105,33I018105,ALTUS,"RIVERS ES",NULL,NULL,NULL,NULL,NULL,NULL,13,92,"A    "
2394,2014,33,I018,120,33I018120,Altus,"Roosevelt ES",10,70,"C    ",10,20,"F    ",20,45,"F    "
604,2015,33,I018,120,33I018120,ALTUS,"ROOSEVELT ES",,,,,,,18,50,"F    "
4189,2016,33,I018,120,33I018120,ALTUS,"ROOSEVELT ES",NULL,NULL,NULL,NULL,NULL,NULL,18,39,"F    "
2395,2014,33,I018,125,33I018125,Altus,"Sunset ES",19,53,"F    ",19,47,"F    ",38,50,"F    "
605,2015,33,I018,125,33I018125,ALTUS,"SUNSET ES",17,59,"F    ",17,76,"C    ",34,68,"D    "
4190,2016,33,I018,125,33I018125,ALTUS,"SUNSET ES",19,37,"F    ",19,58,"F    ",38,47,"F    "
2396,2014,33,I018,130,33I018130,Altus,"Washington ES",12,67,"D    ",12,58,"F    ",24,63,"D    "
606,2015,33,I018,130,33I018130,ALTUS,"WASHINGTON ES",10,70,"C    ",10,90,"A    ",20,80,"B    "
4191,2016,33,I018,130,33I018130,ALTUS,"WASHINGTON ES",NULL,NULL,NULL,NULL,NULL,NULL,16,50,"F    "
2397,2014,33,I018,135,33I018135,Altus,"Will Rogers ES",10,80,"B    ",10,80,"B    ",20,80,"B    "
607,2015,33,I018,135,33I018135,ALTUS,"WILL ROGERS ES",,,,,,,18,67,"D    "
4192,2016,33,I018,135,33I018135,ALTUS,"WILL ROGERS ES",NULL,NULL,NULL,NULL,NULL,NULL,14,64,"D    "
3570,2014,76,I001,705,76I001705,Alva,"Alva HS",NULL,NULL,"C    ",NULL,NULL,NULL,18,72,"C    "
1776,2015,76,I001,705,76I001705,ALVA,"ALVA HS",,,"A    ",,,,21,90,"A    "
5367,2016,76,I001,705,76I001705,ALVA,"ALVA HS",16,50,"F    ",17,71,"C    ",33,61,"D    "
3569,2014,76,I001,505,76I001505,Alva,"Alva MS",45,56,"F    ",46,54,"F    ",91,55,"F    "
1775,2015,76,I001,505,76I001505,ALVA,"ALVA MS",45,51,"F    ",45,38,"F    ",90,44,"F    "
5366,2016,76,I001,505,76I001505,ALVA,"ALVA MS",45,51,"F    ",45,47,"F    ",90,49,"F    "
3566,2014,76,I001,105,76I001105,Alva,"Lincoln ES",31,52,"F    ",31,55,"F    ",62,53,"F    "
1772,2015,76,I001,105,76I001105,ALVA,"LINCOLN ES",30,70,"C    ",30,37,"F    ",60,53,"F    "
5363,2016,76,I001,105,76I001105,ALVA,"LINCOLN ES",24,33,"F    ",24,54,"F    ",48,44,"F    "
3567,2014,76,I001,110,76I001110,Alva,"Longfellow ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1773,2015,76,I001,110,76I001110,ALVA,"LONGFELLOW ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
5364,2016,76,I001,110,76I001110,ALVA,"LONGFELLOW ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3568,2014,76,I001,115,76I001115,Alva,"Washington ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1774,2015,76,I001,115,76I001115,ALVA,"WASHINGTON ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
5365,2016,76,I001,115,76I001115,ALVA,"WASHINGTON ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2345,2014,26,I128,105,26I128105,Amber-Pocasset,"Amber-Pocasset ES",19,63,"D    ",19,68,"D    ",38,66,"D    "
555,2015,26,I128,105,26I128105,AMBER-POCASSET,"AMBER-POCASSET ES",22,64,"D    ",23,48,"F    ",45,56,"F    "
4140,2016,26,I128,105,26I128105,AMBER-POCASSET,"AMBER-POCASSET ES",22,73,"C    ",22,68,"D    ",44,70,"C    "
2347,2014,26,I128,715,26I128715,Amber-Pocasset,"Amber-Pocasset HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
557,2015,26,I128,715,26I128715,AMBER-POCASSET,"AMBER-POCASSET HS",,,,N/A,N/A,N/A,,,""
4142,2016,26,I128,715,26I128715,AMBER-POCASSET,"AMBER-POCASSET HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2346,2014,26,I128,615,26I128615,Amber-Pocasset,"Amber-Pocasset JHS",12,75,"C    ",16,75,"C    ",28,75,"C    "
556,2015,26,I128,615,26I128615,AMBER-POCASSET,"AMBER-POCASSET JHS",15,80,"B    ",26,58,"F    ",41,66,"D    "
4141,2016,26,I128,615,26I128615,AMBER-POCASSET,"AMBER-POCASSET JHS",14,79,"C    ",24,58,"F    ",38,66,"D    "
1888,2014,8,I020,105,08I020105,Anadarko,"Anadarko East ES",64,45,"F    ",64,48,"F    ",128,47,"F    "
95,2015,8,I020,105,08I020105,ANADARKO,"ANADARKO EAST ES",61,36,"F    ",61,56,"F    ",122,46,"F    "
3682,2016,8,I020,105,08I020105,ANADARKO,"ANADARKO EAST ES",62,31,"F    ",62,32,"F    ",124,31,"F    "
1892,2014,8,I020,705,08I020705,Anadarko,"Anadarko HS",24,58,"F    ",18,67,"D    ",42,62,"D    "
99,2015,8,I020,705,08I020705,ANADARKO,"ANADARKO HS",24,88,"B    ",28,71,"C    ",52,79,"C    "
3686,2016,8,I020,705,08I020705,ANADARKO,"ANADARKO HS",25,64,"D    ",21,71,"C    ",46,67,"D    "
1891,2014,8,I020,510,08I020510,Anadarko,"Anadarko MS",93,60,"D    ",92,63,"D    ",185,62,"D    "
98,2015,8,I020,510,08I020510,ANADARKO,"ANADARKO MS",89,45,"F    ",88,52,"F    ",177,49,"F    "
3685,2016,8,I020,510,08I020510,ANADARKO,"ANADARKO MS",87,55,"F    ",87,72,"C    ",174,64,"D    "
1890,2014,8,I020,120,08I020120,Anadarko,"Mission ES",64,45,"F    ",64,48,"F    ",128,47,"F    "
97,2015,8,I020,120,08I020120,ANADARKO,"MISSION ES",61,36,"F    ",61,56,"F    ",122,46,"F    "
3684,2016,8,I020,120,08I020120,ANADARKO,"MISSION ES",62,31,"F    ",62,32,"F    ",124,31,"F    "
1889,2014,8,I020,115,08I020115,Anadarko,"Sunset ES",64,45,"F    ",64,48,"F    ",128,47,"F    "
96,2015,8,I020,115,08I020115,ANADARKO,"SUNSET ES",61,36,"F    ",61,56,"F    ",122,46,"F    "
3683,2016,8,I020,115,08I020115,ANADARKO,"SUNSET ES",62,31,"F    ",62,32,"F    ",124,31,"F    "
3001,2014,57,C052,105,57C052105,Anderson,"Anderson Public School",23,48,"F    ",23,43,"F    ",46,46,"F    "
1210,2015,57,C052,105,57C052105,ANDERSON,"ANDERSON PUBLIC SCHOOL",25,40,"F    ",25,76,"C    ",50,58,"F    "
4799,2016,57,C052,105,57C052105,ANDERSON,"ANDERSON PUBLIC SCHOOL",24,38,"F    ",24,33,"F    ",48,35,"F    "
3184,2014,64,I013,705,64I013705,Antlers,"Antlers HS",11,82,"B    ",13,62,"D    ",24,71,"C    "
1391,2015,64,I013,705,64I013705,ANTLERS,"ANTLERS HS",13,69,"D    ",15,47,"F    ",28,57,"F    "
4977,2016,64,I013,705,64I013705,ANTLERS,"ANTLERS HS",13,54,"F    ",12,42,"F    ",25,48,"F    "
3182,2014,64,I013,105,64I013105,Antlers,"Brantly ES",30,37,"F    ",29,41,"F    ",59,39,"F    "
1389,2015,64,I013,105,64I013105,ANTLERS,"BRANTLY ES",33,73,"C    ",32,50,"F    ",65,62,"D    "
4975,2016,64,I013,105,64I013105,ANTLERS,"BRANTLY ES",31,45,"F    ",30,73,"C    ",61,59,"F    "
3183,2014,64,I013,510,64I013510,Antlers,"Obuch MS",41,59,"F    ",42,69,"D    ",83,64,"D    "
1390,2015,64,I013,510,64I013510,ANTLERS,"OBUCH MS",47,36,"F    ",47,45,"F    ",94,40,"F    "
4976,2016,64,I013,510,64I013510,ANTLERS,"OBUCH MS",47,40,"F    ",46,39,"F    ",93,40,"F    "
2215,2014,20,I005,105,20I005105,Arapaho-Butler,"Arapaho-Butler ES",28,64,"D    ",28,68,"D    ",56,66,"D    "
424,2015,20,I005,105,20I005105,ARAPAHO-BUTLER,"ARAPAHO-BUTLER ES",27,63,"D    ",27,44,"F    ",54,54,"F    "
4007,2016,20,I005,105,20I005105,ARAPAHO-BUTLER,"ARAPAHO-BUTLER ES",34,76,"C    ",34,44,"F    ",68,60,"D    "
2216,2014,20,I005,715,20I005715,Arapaho-Butler,"Arapaho-Butler HS",NULL,NULL,NULL,NULL,NULL,NULL,10,70,"C    "
425,2015,20,I005,715,20I005715,ARAPAHO-BUTLER,"ARAPAHO-BUTLER HS",,,,,,,12,75,"C    "
4008,2016,20,I005,715,20I005715,ARAPAHO-BUTLER,"ARAPAHO-BUTLER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1966,2014,10,I019,705,10I019705,Ardmore,"Ardmore HS",33,67,"D    ",20,60,"D    ",53,64,"D    "
174,2015,10,I019,705,10I019705,ARDMORE,"ARDMORE HS",37,73,"C    ",42,43,"F    ",79,57,"F    "
3760,2016,10,I019,705,10I019705,ARDMORE,"ARDMORE HS",38,47,"F    ",37,43,"F    ",75,45,"F    "
1965,2014,10,I019,505,10I019505,Ardmore,"Ardmore MS",120,42,"F    ",120,53,"F    ",240,48,"F    "
173,2015,10,I019,505,10I019505,ARDMORE,"ARDMORE MS",135,49,"F    ",135,40,"F    ",270,44,"F    "
3759,2016,10,I019,505,10I019505,ARDMORE,"ARDMORE MS",136,38,"F    ",138,54,"F    ",274,46,"F    "
1961,2014,10,I019,110,10I019110,Ardmore,"Charles Evans ES",56,43,"F    ",56,30,"F    ",112,37,"F    "
169,2015,10,I019,110,10I019110,ARDMORE,"CHARLES EVANS ES",51,45,"F    ",51,41,"F    ",102,43,"F    "
3755,2016,10,I019,110,10I019110,ARDMORE,"CHARLES EVANS ES",50,44,"F    ",50,56,"F    ",100,50,"F    "
1962,2014,10,I019,120,10I019120,Ardmore,"Jefferson ES",17,65,"D    ",17,53,"F    ",34,59,"F    "
170,2015,10,I019,120,10I019120,ARDMORE,"JEFFERSON ES",19,63,"D    ",19,63,"D    ",38,63,"D    "
3756,2016,10,I019,120,10I019120,ARDMORE,"JEFFERSON ES",18,56,"F    ",18,61,"D    ",36,58,"F    "
1963,2014,10,I019,125,10I019125,Ardmore,"Lincoln ES",21,38,"F    ",21,48,"F    ",42,43,"F    "
171,2015,10,I019,125,10I019125,ARDMORE,"LINCOLN ES",20,50,"F    ",20,45,"F    ",40,48,"F    "
3757,2016,10,I019,125,10I019125,ARDMORE,"LINCOLN ES",20,50,"F    ",21,43,"F    ",41,46,"F    "
1964,2014,10,I019,135,10I019135,Ardmore,"Will Rogers ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
172,2015,10,I019,135,10I019135,ARDMORE,"WILL ROGERS ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
3758,2016,10,I019,135,10I019135,ARDMORE,"WILL ROGERS ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2523,2014,40,I091,715,40I091715,Arkoma,"Arkoma HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
733,2015,40,I091,715,40I091715,ARKOMA,"ARKOMA HS",,,,,,,,,""
4319,2016,40,I091,715,40I091715,ARKOMA,"ARKOMA HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
732,2015,40,I091,605,40I091605,ARKOMA,"ARKOMA JHS",13,31,"F    ",13,46,"F    ",26,38,"F    "
4318,2016,40,I091,605,40I091605,ARKOMA,"ARKOMA JHS",11,55,"F    ",11,55,"F    ",22,55,"F    "
2522,2014,40,I091,105,40I091105,Arkoma,"Singleton ES",25,64,"D    ",26,58,"F    ",51,61,"D    "
731,2015,40,I091,205,40I091205,ARKOMA,"SINGLETON ES",17,41,"F    ",17,41,"F    ",34,41,"F    "
4317,2016,40,I091,205,40I091205,ARKOMA,"SINGLETON ES",14,43,"F    ",14,50,"F    ",28,46,"F    "
2258,2014,23,I003,105,23I003105,Arnett,"Arnett ES",14,71,"C    ",15,47,"F    ",29,59,"F    "
467,2015,23,I003,105,23I003105,ARNETT,"ARNETT ES",17,29,"F    ",17,24,"F    ",34,26,"F    "
4052,2016,23,I003,105,23I003105,ARNETT,"ARNETT ES",15,33,"F    ",15,53,"F    ",30,43,"F    "
2259,2014,23,I003,705,23I003705,Arnett,"Arnett HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
468,2015,23,I003,705,23I003705,ARNETT,"ARNETT HS",,,,,,,,,""
4053,2016,23,I003,705,23I003705,ARNETT,"ARNETT HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3168,2014,63,I112,105,63I112105,Asher,"Asher ES",20,55,"F    ",20,65,"D    ",40,60,"D    "
1375,2015,63,I112,105,63I112105,ASHER,"ASHER ES",23,48,"F    ",23,48,"F    ",46,48,"F    "
4961,2016,63,I112,105,63I112105,ASHER,"ASHER ES",20,45,"F    ",20,55,"F    ",40,50,"F    "
3169,2014,63,I112,705,63I112705,Asher,"Asher HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1376,2015,63,I112,705,63I112705,ASHER,"ASHER HS",,,,,,,,,""
4962,2016,63,I112,705,63I112705,ASHER,"ASHER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
972,2015,55,E004,972,55E004972,"ASTEC CHARTERS","ASTEC CHARTER HS",24,92,"A    ",25,92,"A    ",49,92,"A    "
4555,2016,55,G004,972,55G004972,"ASTEC CHARTERS","ASTEC CHARTER HS",28,86,"B    ",29,59,"F    ",57,72,"C    "
971,2015,55,E004,971,55E004971,"ASTEC CHARTERS","ASTEC CHARTER MS",99,44,"F    ",99,52,"F    ",198,48,"F    "
4554,2016,55,G004,971,55G004971,"ASTEC CHARTERS","ASTEC CHARTER MS",106,41,"F    ",107,49,"F    ",213,45,"F    "
1821,2014,3,I015,120,03I015120,Atoka,"Atoka ES",23,65,"D    ",23,30,"F    ",46,48,"F    "
28,2015,3,I015,120,03I015120,ATOKA,"ATOKA ES",26,42,"F    ",26,58,"F    ",52,50,"F    "
3615,2016,3,I015,120,03I015120,ATOKA,"ATOKA ES",22,55,"F    ",22,41,"F    ",44,48,"F    "
1823,2014,3,I015,705,03I015705,Atoka,"Atoka HS",NULL,NULL,"D    ",NULL,NULL,NULL,19,68,"D    "
30,2015,3,I015,705,03I015705,ATOKA,"ATOKA HS",12,92,"A    ",17,59,"F    ",29,72,"C    "
3617,2016,3,I015,705,03I015705,ATOKA,"ATOKA HS",16,56,"F    ",20,40,"F    ",36,47,"F    "
1822,2014,3,I015,505,03I015505,Atoka,"McCall MS",33,39,"F    ",33,48,"F    ",66,44,"F    "
29,2015,3,I015,505,03I015505,ATOKA,"MCCALL MS",40,55,"F    ",40,48,"F    ",80,51,"F    "
3616,2016,3,I015,505,03I015505,ATOKA,"MCCALL MS",39,46,"F    ",39,54,"F    ",78,50,"F    "
3000,2014,57,C035,105,57C035105,Avant,"Avant Public School",NULL,NULL,NULL,NULL,NULL,NULL,10,20,"F    "
1209,2015,57,C035,105,57C035105,AVANT,"AVANT PUBLIC SCHOOL",,,,,,,18,33,"F    "
4798,2016,57,C035,105,57C035105,AVANT,"AVANT PUBLIC SCHOOL",NULL,NULL,NULL,NULL,NULL,NULL,14,93,"A    "
1830,2014,4,I075,105,04I075105,Balko,"Balko ES",13,46,"F    ",13,54,"F    ",26,50,"F    "
37,2015,4,I075,105,04I075105,BALKO,"BALKO ES",13,69,"D    ",12,67,"D    ",25,68,"D    "
3624,2016,4,I075,105,04I075105,BALKO,"BALKO ES",16,69,"D    ",16,81,"B    ",32,75,"C    "
1831,2014,4,I075,705,04I075705,Balko,"Balko HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
38,2015,4,I075,705,04I075705,BALKO,"BALKO HS",,,,,,,,,""
3625,2016,4,I075,705,04I075705,BALKO,"BALKO HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1915,2014,9,C031,105,09C031105,Banner,"Banner Public School",21,71,"C    ",20,80,"B    ",41,76,"C    "
122,2015,9,C031,105,09C031105,BANNER,"BANNER PUBLIC SCHOOL",21,43,"F    ",21,67,"D    ",42,55,"F    "
3709,2016,9,C031,105,09C031105,BANNER,"BANNER PUBLIC SCHOOL",21,57,"F    ",21,57,"F    ",42,57,"F    "
3010,2014,57,I029,105,57I029105,Barnsdall,"Barnsdall ES",18,44,"F    ",18,72,"C    ",36,58,"F    "
1218,2015,57,I029,105,57I029105,BARNSDALL,"BARNSDALL ES",16,69,"D    ",16,69,"D    ",32,69,"D    "
4807,2016,57,I029,105,57I029105,BARNSDALL,"BARNSDALL ES",16,75,"C    ",16,63,"D    ",32,69,"D    "
