RecordNumber,Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ELA_ExamCount,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCount,Math_GrowthIndex,Math_LetterGrade,OverallExamCount,OverallGrowthIndex,OverallLetterGrade
4390,2016,46,I016,105,46I016105,SALINA,"SALINA ES",24,42,"F    ",24,67,"D    ",48,54,"F    "
2596,2014,46,I016,705,46I016705,Salina,"Salina HS",14,86,"B    ",17,88,"B    ",31,87,"B    "
806,2015,46,I016,705,46I016705,SALINA,"SALINA HS",16,81,"B    ",16,50,"F    ",32,66,"D    "
4392,2016,46,I016,705,46I016705,SALINA,"SALINA HS",15,73,"C    ",13,62,"D    ",28,68,"D    "
2595,2014,46,I016,505,46I016505,Salina,"Salina MS",37,41,"F    ",35,66,"D    ",72,53,"F    "
805,2015,46,I016,505,46I016505,SALINA,"SALINA MS",37,24,"F    ",37,68,"D    ",74,46,"F    "
4391,2016,46,I016,505,46I016505,SALINA,"SALINA MS",32,63,"D    ",32,88,"B    ",64,75,"C    "
3260,2014,68,I001,110,68I001110,Sallisaw,"Eastside ES",53,55,"F    ",53,53,"F    ",106,54,"F    "
1467,2015,68,I001,110,68I001110,SALLISAW,"EASTSIDE ES",54,39,"F    ",55,29,"F    ",109,34,"F    "
5053,2016,68,I001,110,68I001110,SALLISAW,"EASTSIDE ES",50,52,"F    ",50,42,"F    ",100,47,"F    "
3259,2014,68,I001,105,68I001105,Sallisaw,"Liberty ES",53,55,"F    ",53,53,"F    ",106,54,"F    "
1466,2015,68,I001,105,68I001105,SALLISAW,"LIBERTY ES",54,39,"F    ",55,29,"F    ",109,34,"F    "
5052,2016,68,I001,105,68I001105,SALLISAW,"LIBERTY ES",50,52,"F    ",50,42,"F    ",100,47,"F    "
3262,2014,68,I001,705,68I001705,Sallisaw,"Sallisaw HS",31,68,"D    ",14,64,"D    ",45,67,"D    "
1469,2015,68,I001,705,68I001705,SALLISAW,"SALLISAW HS",25,56,"F    ",24,83,"B    ",49,69,"D    "
5055,2016,68,I001,705,68I001705,SALLISAW,"SALLISAW HS",30,47,"F    ",23,78,"C    ",53,60,"D    "
3261,2014,68,I001,510,68I001510,Sallisaw,"Tommie Spear MS",84,54,"F    ",89,53,"F    ",173,53,"F    "
1468,2015,68,I001,510,68I001510,SALLISAW,"TOMMIE SPEAR MS",80,55,"F    ",81,41,"F    ",161,48,"F    "
5054,2016,68,I001,510,68I001510,SALLISAW,"TOMMIE SPEAR MS",83,55,"F    ",83,49,"F    ",166,52,"F    "
3425,2014,72,I002,104,72I002104,"Sand Springs","Angus Valley ES",31,55,"F    ",31,65,"D    ",62,60,"D    "
1632,2015,72,I002,104,72I002104,"SAND SPRINGS","ANGUS VALLEY ES",27,59,"F    ",27,67,"D    ",54,63,"D    "
5222,2016,72,I002,104,72I002104,"SAND SPRINGS","ANGUS VALLEY ES",29,90,"A    ",29,83,"B    ",58,86,"B    "
3431,2014,72,I002,615,72I002615,"Sand Springs","Central 9th Grade Ctr",NULL,NULL,NULL,0,76,"C    ",50,76,"C    "
1638,2015,72,I002,615,72I002615,"SAND SPRINGS","CENTRAL 9TH GRADE CTR",N/A,N/A,N/A,0,70,"C    ",96,70,"C    "
5228,2016,72,I002,615,72I002615,"SAND SPRINGS","CENTRAL 9TH GRADE CTR",NULL,NULL,NULL,0,80,"B    ",93,80,"B    "
3432,2014,72,I002,705,72I002705,"Sand Springs","Charles Page HS",NULL,NULL,"B    ",NULL,NULL,NULL,91,80,"B    "
1639,2015,72,I002,705,72I002705,"SAND SPRINGS","CHARLES PAGE HS",,,"C    ",,,,93,73,"C    "
5229,2016,72,I002,705,72I002705,"SAND SPRINGS","CHARLES PAGE HS",NULL,NULL,"D    ",NULL,NULL,NULL,96,60,"D    "
3430,2014,72,I002,520,72I002520,"Sand Springs","Clyde Boyd MS",261,53,"F    ",253,46,"F    ",514,50,"F    "
1637,2015,72,I002,520,72I002520,"SAND SPRINGS","CLYDE BOYD MS",268,44,"F    ",268,48,"F    ",536,46,"F    "
5227,2016,72,I002,520,72I002520,"SAND SPRINGS","CLYDE BOYD MS",252,53,"F    ",252,46,"F    ",504,50,"F    "
3427,2014,72,I002,110,72I002110,"Sand Springs","Garfield ES",56,34,"F    ",58,40,"F    ",114,37,"F    "
1634,2015,72,I002,110,72I002110,"SAND SPRINGS","GARFIELD ES",60,57,"F    ",60,33,"F    ",120,45,"F    "
5224,2016,72,I002,110,72I002110,"SAND SPRINGS","GARFIELD ES",59,58,"F    ",59,34,"F    ",118,46,"F    "
3428,2014,72,I002,120,72I002120,"Sand Springs","Limestone ES",18,39,"F    ",17,71,"C    ",35,54,"F    "
1635,2015,72,I002,120,72I002120,"SAND SPRINGS","LIMESTONE ES",19,42,"F    ",19,47,"F    ",38,45,"F    "
5225,2016,72,I002,120,72I002120,"SAND SPRINGS","LIMESTONE ES",19,68,"D    ",19,47,"F    ",38,58,"F    "
3426,2014,72,I002,105,72I002105,"Sand Springs","Northwoods Fine Arts Academy",56,34,"F    ",58,40,"F    ",114,37,"F    "
1633,2015,72,I002,105,72I002105,"SAND SPRINGS","NORTHWOODS FINE ARTS ACADEMY",60,57,"F    ",60,33,"F    ",120,45,"F    "
5223,2016,72,I002,105,72I002105,"SAND SPRINGS","NORTHWOODS FINE ARTS ACADEMY",59,58,"F    ",59,34,"F    ",118,46,"F    "
3429,2014,72,I002,123,72I002123,"Sand Springs","Pratt ES",35,57,"F    ",36,64,"D    ",71,61,"D    "
1636,2015,72,I002,123,72I002123,"SAND SPRINGS","PRATT ES",33,45,"F    ",33,70,"C    ",66,58,"F    "
5226,2016,72,I002,123,72I002123,"SAND SPRINGS","PRATT ES",38,53,"F    ",38,58,"F    ",76,55,"F    "
3424,2014,72,I002,103,72I002103,"Sand Springs","Sand Springs Ec Ctr",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1631,2015,72,I002,103,72I002103,"SAND SPRINGS","SAND SPRINGS EC CTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
5221,2016,72,I002,103,72I002103,"SAND SPRINGS","SAND SPRINGS EC CTR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3344,2014,72,G004,974,72G004974,"Sankofa Middle Schl (Charter)","Sankofa Middle School",15,27,"F    ",15,40,"F    ",30,33,"F    "
1551,2015,72,G004,974,72G004974,"SANKOFA MIDDLE SCHL (CHARTER)","SANKOFA MIDDLE SCHOOL",21,62,"D    ",21,57,"F    ",42,60,"D    "
5140,2016,72,G004,974,72G004974,"SANKOFA MIDDLE SCHL (CHARTER)","SANKOFA MIDDLE SCHOOL",22,73,"C    ",22,77,"C    ",44,75,"C    "
2771,2014,55,G001,971,55G001971,"Santa Fe South ES (Charter)","Santa Fe South ES (Charter)",32,53,"F    ",32,63,"D    ",64,58,"F    "
969,2015,55,E023,971,55E023971,"SANTA FE SOUTH ES (CHARTER)","SANTA FE SOUTH ES (CHARTER)",36,44,"F    ",36,69,"D    ",72,57,"F    "
4553,2016,55,G001,971,55G001971,"SANTA FE SOUTH ES (CHARTER)","SANTA FE SOUTH ES (CHARTER)",51,43,"F    ",51,41,"F    ",102,42,"F    "
2206,2014,19,I033,150,19I033150,Sapulpa,"Freedom ES",31,65,"D    ",32,31,"F    ",63,48,"F    "
415,2015,19,I033,150,19I033150,SAPULPA,"FREEDOM ES",32,56,"F    ",32,63,"D    ",64,59,"F    "
3998,2016,19,I033,150,19I033150,SAPULPA,"FREEDOM ES",29,86,"B    ",29,86,"B    ",58,86,"B    "
2208,2014,19,I033,165,19I033165,Sapulpa,"Holmes Park ES",46,39,"F    ",46,37,"F    ",92,38,"F    "
417,2015,19,I033,165,19I033165,SAPULPA,"HOLMES PARK ES",42,76,"C    ",42,83,"B    ",84,80,"B    "
4000,2016,19,I033,165,19I033165,SAPULPA,"HOLMES PARK ES",42,57,"F    ",42,64,"D    ",84,61,"D    "
2207,2014,19,I033,160,19I033160,Sapulpa,"Jefferson Heights ES",23,43,"F    ",23,35,"F    ",46,39,"F    "
416,2015,19,I033,160,19I033160,SAPULPA,"JEFFERSON HEIGHTS ES",22,68,"D    ",22,73,"C    ",44,70,"C    "
3999,2016,19,I033,160,19I033160,SAPULPA,"JEFFERSON HEIGHTS ES",23,26,"F    ",23,22,"F    ",46,24,"F    "
2205,2014,19,I033,125,19I033125,Sapulpa,"Liberty ES",16,6,"F    ",16,0,"F    ",32,3,"F    "
414,2015,19,I033,125,19I033125,SAPULPA,"LIBERTY ES",18,67,"D    ",18,78,"C    ",36,72,"C    "
3997,2016,19,I033,125,19I033125,SAPULPA,"LIBERTY ES",15,80,"B    ",15,40,"F    ",30,60,"D    "
2211,2014,19,I033,705,19I033705,Sapulpa,"Sapulpa HS",NULL,NULL,"C    ",NULL,NULL,NULL,75,76,"C    "
420,2015,19,I033,705,19I033705,SAPULPA,"SAPULPA HS",,,"C    ",,,,60,70,"C    "
4003,2016,19,I033,705,19I033705,SAPULPA,"SAPULPA HS",81,30,"F    ",19,79,"C    ",100,39,"F    "
2210,2014,19,I033,610,19I033610,Sapulpa,"Sapulpa JHS",52,83,"B    ",99,69,"D    ",151,74,"C    "
419,2015,19,I033,610,19I033610,SAPULPA,"SAPULPA JHS",57,58,"F    ",119,55,"F    ",176,56,"F    "
4002,2016,19,I033,610,19I033610,SAPULPA,"SAPULPA JHS",55,55,"F    ",111,45,"F    ",166,48,"F    "
2209,2014,19,I033,505,19I033505,Sapulpa,"Sapulpa MS",101,40,"F    ",101,42,"F    ",202,41,"F    "
418,2015,19,I033,505,19I033505,SAPULPA,"SAPULPA MS",109,57,"F    ",109,58,"F    ",218,57,"F    "
4001,2016,19,I033,505,19I033505,SAPULPA,"SAPULPA MS",114,32,"F    ",114,32,"F    ",228,32,"F    "
3247,2014,67,I010,105,67I010105,Sasakwa,"Sasakwa ES",13,54,"F    ",12,50,"F    ",25,52,"F    "
1454,2015,67,I010,105,67I010105,SASAKWA,"SASAKWA ES",17,35,"F    ",17,41,"F    ",34,38,"F    "
5040,2016,67,I010,105,67I010105,SASAKWA,"SASAKWA ES",17,24,"F    ",17,24,"F    ",34,24,"F    "
3248,2014,67,I010,705,67I010705,Sasakwa,"Sasakwa HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1455,2015,67,I010,705,67I010705,SASAKWA,"SASAKWA HS",,,,,,,,,""
5041,2016,67,I010,705,67I010705,SASAKWA,"SASAKWA HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3102,2014,61,I030,105,61I030105,Savanna,"Savanna ES",24,38,"F    ",26,62,"D    ",50,50,"F    "
1309,2015,61,I030,105,61I030105,SAVANNA,"SAVANNA ES",26,46,"F    ",26,62,"D    ",52,54,"F    "
4896,2016,61,I030,105,61I030105,SAVANNA,"SAVANNA ES",21,57,"F    ",21,38,"F    ",42,48,"F    "
3103,2014,61,I030,705,61I030705,Savanna,"Savanna HS",NULL,NULL,NULL,NULL,NULL,NULL,15,80,"B    "
1310,2015,61,I030,705,61I030705,SAVANNA,"SAVANNA HS",,,,,,"D    ",18,67,"D    "
4897,2016,61,I030,705,61I030705,SAVANNA,"SAVANNA HS",NULL,NULL,NULL,NULL,NULL,NULL,18,78,"C    "
1844,2014,5,I031,105,05I031105,Sayre,"Sayre ES",25,32,"F    ",25,48,"F    ",50,40,"F    "
51,2015,5,I031,105,05I031105,SAYRE,"SAYRE ES",27,41,"F    ",27,41,"F    ",54,41,"F    "
3638,2016,5,I031,105,05I031105,SAYRE,"SAYRE ES",21,86,"B    ",21,95,"A    ",42,90,"A    "
1846,2014,5,I031,705,05I031705,Sayre,"Sayre HS",NULL,NULL,NULL,NULL,NULL,NULL,17,76,"C    "
53,2015,5,I031,705,05I031705,SAYRE,"SAYRE HS",,,"F    ",,,,19,53,"F    "
3640,2016,5,I031,705,05I031705,SAYRE,"SAYRE HS",NULL,NULL,NULL,NULL,NULL,NULL,16,19,"F    "
1845,2014,5,I031,505,05I031505,Sayre,"Sayre MS",30,67,"D    ",30,47,"F    ",60,57,"F    "
52,2015,5,I031,505,05I031505,SAYRE,"SAYRE MS",33,42,"F    ",34,29,"F    ",67,36,"F    "
3639,2016,5,I031,505,05I031505,SAYRE,"SAYRE MS",32,28,"F    ",33,45,"F    ",65,37,"F    "
2992,2014,56,I006,105,56I006105,Schulter,"Schulter ES",NULL,NULL,NULL,NULL,NULL,NULL,16,31,"F    "
1200,2015,56,I006,105,56I006105,SCHULTER,"SCHULTER ES",,,,,,,18,44,"F    "
4789,2016,56,I006,105,56I006105,SCHULTER,"SCHULTER ES",NULL,NULL,NULL,NULL,NULL,NULL,18,39,"F    "
2993,2014,56,I006,705,56I006705,Schulter,"Schulter HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1201,2015,56,I006,705,56I006705,SCHULTER,"SCHULTER HS",,,,,,,,,""
4790,2016,56,I006,705,56I006705,SCHULTER,"SCHULTER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2251,2014,22,I008,105,22I008105,Seiling,"Seiling ES",17,24,"F    ",18,28,"F    ",35,26,"F    "
460,2015,22,I008,105,22I008105,SEILING,"SEILING ES",23,39,"F    ",24,38,"F    ",47,38,"F    "
4043,2016,22,I008,105,22I008105,SEILING,"SEILING ES",22,59,"F    ",22,23,"F    ",44,41,"F    "
2252,2014,22,I008,615,22I008615,Seiling,"Seiling Jr-Sr HS (Jr)",12,42,"F    ",18,61,"D    ",30,53,"F    "
461,2015,22,I008,615,22I008615,SEILING,"SEILING JR-SR HS (JR)",16,38,"F    ",22,45,"F    ",38,42,"F    "
4044,2016,22,I008,615,22I008615,SEILING,"SEILING JR-SR HS (JR)",12,42,"F    ",21,48,"F    ",33,45,"F    "
2253,2014,22,I008,715,22I008715,Seiling,"Seiling Jr-Sr HS (Sr)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
462,2015,22,I008,715,22I008715,SEILING,"SEILING JR-SR HS (SR)",,,,N/A,N/A,N/A,,,""
4045,2016,22,I008,715,22I008715,SEILING,"SEILING JR-SR HS (SR)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3231,2014,67,I001,110,67I001110,Seminole,"Northwood ES",84,52,"F    ",86,44,"F    ",170,48,"F    "
1438,2015,67,I001,110,67I001110,SEMINOLE,"NORTHWOOD ES",85,39,"F    ",85,59,"F    ",170,49,"F    "
5024,2016,67,I001,110,67I001110,SEMINOLE,"NORTHWOOD ES",80,46,"F    ",80,41,"F    ",160,44,"F    "
3233,2014,67,I001,715,67I001715,Seminole,"Seminole HS",26,69,"D    ",20,40,"F    ",46,57,"F    "
1440,2015,67,I001,715,67I001715,SEMINOLE,"SEMINOLE HS",22,86,"B    ",21,71,"C    ",43,79,"C    "
5026,2016,67,I001,715,67I001715,SEMINOLE,"SEMINOLE HS",21,48,"F    ",16,100,"A    ",37,70,"C    "
3232,2014,67,I001,505,67I001505,Seminole,"Seminole MS",53,49,"F    ",53,49,"F    ",106,49,"F    "
1439,2015,67,I001,505,67I001505,SEMINOLE,"SEMINOLE MS",56,55,"F    ",56,48,"F    ",112,52,"F    "
5025,2016,67,I001,505,67I001505,SEMINOLE,"SEMINOLE MS",55,51,"F    ",55,49,"F    ",110,50,"F    "
3230,2014,67,I001,105,67I001105,Seminole,"Wilson ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1437,2015,67,I001,105,67I001105,SEMINOLE,"WILSON ES",,,,,,,,,""
5023,2016,67,I001,105,67I001105,SEMINOLE,"WILSON ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3558,2014,75,I001,705,75I001705,Sentinel,"Blanche Thomas HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1764,2015,75,I001,705,75I001705,SENTINEL,"BLANCHE THOMAS HS",,,,,,,,,""
5355,2016,75,I001,705,75I001705,SENTINEL,"BLANCHE THOMAS HS",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    "
3557,2014,75,I001,105,75I001105,Sentinel,"Mcmurray ES",23,48,"F    ",23,78,"C    ",46,63,"D    "
1763,2015,75,I001,105,75I001105,SENTINEL,"MCMURRAY ES",28,46,"F    ",28,36,"F    ",56,41,"F    "
5354,2016,75,I001,105,75I001105,SENTINEL,"MCMURRAY ES",28,43,"F    ",28,32,"F    ",56,38,"F    "
3219,2014,66,I006,105,66I006105,Sequoyah,"Sequoyah ES",37,54,"F    ",38,58,"F    ",75,56,"F    "
1426,2015,66,I006,105,66I006105,SEQUOYAH,"SEQUOYAH ES",34,47,"F    ",34,65,"D    ",68,56,"F    "
5012,2016,66,I006,105,66I006105,SEQUOYAH,"SEQUOYAH ES",39,85,"B    ",39,56,"F    ",78,71,"C    "
3221,2014,66,I006,705,66I006705,Sequoyah,"Sequoyah HS",24,79,"C    ",24,54,"F    ",48,67,"D    "
1428,2015,66,I006,705,66I006705,SEQUOYAH,"SEQUOYAH HS",24,83,"B    ",25,88,"B    ",49,86,"B    "
5014,2016,66,I006,705,66I006705,SEQUOYAH,"SEQUOYAH HS",25,48,"F    ",29,76,"C    ",54,63,"D    "
3220,2014,66,I006,510,66I006510,Sequoyah,"Sequoyah MS",60,75,"C    ",62,66,"D    ",122,70,"C    "
1427,2015,66,I006,510,66I006510,SEQUOYAH,"SEQUOYAH MS",68,60,"D    ",68,65,"D    ",136,63,"D    "
5013,2016,66,I006,510,66I006510,SEQUOYAH,"SEQUOYAH MS",64,61,"D    ",64,58,"F    ",128,59,"F    "
1991,2014,11,C026,105,11C026105,"Shady Grove","Shady Grove Public School",12,25,"F    ",12,67,"D    ",24,46,"F    "
199,2015,11,C026,105,11C026105,"SHADY GROVE","SHADY GROVE PUBLIC SCHOOL",12,75,"C    ",12,92,"A    ",24,83,"B    "
3785,2016,11,C026,105,11C026105,"SHADY GROVE","SHADY GROVE PUBLIC SCHOOL",14,64,"D    ",14,93,"A    ",28,79,"C    "
2487,2014,40,C004,105,40C004105,"Shady Point","Shady Point Public School",12,33,"F    ",12,42,"F    ",24,38,"F    "
696,2015,40,C004,105,40C004105,"SHADY POINT","SHADY POINT PUBLIC SCHOOL",11,45,"F    ",11,64,"D    ",22,55,"F    "
4282,2016,40,C004,105,40C004105,"SHADY POINT","SHADY POINT PUBLIC SCHOOL",13,15,"F    ",13,31,"F    ",26,23,"F    "
3583,2014,77,I003,105,77I003105,Sharon-Mutual,"Sharon-Mutual ES",24,63,"D    ",24,29,"F    ",48,46,"F    "
1789,2015,77,I003,105,77I003105,SHARON-MUTUAL,"SHARON-MUTUAL ES",25,56,"F    ",25,44,"F    ",50,50,"F    "
5380,2016,77,I003,105,77I003105,SHARON-MUTUAL,"SHARON-MUTUAL ES",24,29,"F    ",25,64,"D    ",49,47,"F    "
3584,2014,77,I003,705,77I003705,Sharon-Mutual,"Sharon-Mutual HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1790,2015,77,I003,705,77I003705,SHARON-MUTUAL,"SHARON-MUTUAL HS",,,,,,,,,""
5381,2016,77,I003,705,77I003705,SHARON-MUTUAL,"SHARON-MUTUAL HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2262,2014,23,I042,105,23I042105,Shattuck,"Shattuck ES",29,66,"D    ",29,69,"D    ",58,67,"D    "
471,2015,23,I042,105,23I042105,SHATTUCK,"SHATTUCK ES",32,47,"F    ",32,66,"D    ",64,56,"F    "
4056,2016,23,I042,105,23I042105,SHATTUCK,"SHATTUCK ES",32,72,"C    ",32,53,"F    ",64,63,"D    "
2263,2014,23,I042,705,23I042705,Shattuck,"Shattuck HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
472,2015,23,I042,705,23I042705,SHATTUCK,"SHATTUCK HS",,,,,,,,,""
4057,2016,23,I042,705,23I042705,SHATTUCK,"SHATTUCK HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3162,2014,63,I093,120,63I093120,Shawnee,"Horace Mann ES",21,43,"F    ",21,62,"D    ",42,52,"F    "
1369,2015,63,I093,120,63I093120,SHAWNEE,"HORACE MANN ES",18,44,"F    ",18,22,"F    ",36,33,"F    "
4955,2016,63,I093,120,63I093120,SHAWNEE,"HORACE MANN ES",20,60,"D    ",20,55,"F    ",40,57,"F    "
3163,2014,63,I093,130,63I093130,Shawnee,"Jefferson ES",29,31,"F    ",29,34,"F    ",58,33,"F    "
1370,2015,63,I093,130,63I093130,SHAWNEE,"JEFFERSON ES",30,40,"F    ",30,40,"F    ",60,40,"F    "
4956,2016,63,I093,130,63I093130,SHAWNEE,"JEFFERSON ES",27,41,"F    ",27,30,"F    ",54,35,"F    "
3164,2014,63,I093,137,63I093137,Shawnee,"Sequoyah ES",27,63,"D    ",27,41,"F    ",54,52,"F    "
1371,2015,63,I093,137,63I093137,SHAWNEE,"SEQUOYAH ES",31,52,"F    ",31,39,"F    ",62,45,"F    "
4957,2016,63,I093,137,63I093137,SHAWNEE,"SEQUOYAH ES",30,60,"D    ",30,40,"F    ",60,50,"F    "
3161,2014,63,I093,110,63I093110,Shawnee,"Shawnee Ec Ctr",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1368,2015,63,I093,110,63I093110,SHAWNEE,"SHAWNEE EC CTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
4954,2016,63,I093,110,63I093110,SHAWNEE,"SHAWNEE EC CTR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3167,2014,63,I093,705,63I093705,Shawnee,"Shawnee HS",64,80,"B    ",40,78,"C    ",104,79,"C    "
1374,2015,63,I093,705,63I093705,SHAWNEE,"SHAWNEE HS",63,67,"D    ",62,60,"D    ",125,63,"D    "
4960,2016,63,I093,705,63I093705,SHAWNEE,"SHAWNEE HS",71,49,"F    ",77,51,"F    ",148,50,"F    "
3166,2014,63,I093,505,63I093505,Shawnee,"Shawnee MS",155,44,"F    ",154,54,"F    ",309,49,"F    "
1373,2015,63,I093,505,63I093505,SHAWNEE,"SHAWNEE MS",157,33,"F    ",158,49,"F    ",315,41,"F    "
4959,2016,63,I093,505,63I093505,SHAWNEE,"SHAWNEE MS",154,50,"F    ",153,63,"D    ",307,57,"F    "
3165,2014,63,I093,145,63I093145,Shawnee,"Will Rogers ES",29,62,"D    ",29,62,"D    ",58,62,"D    "
1372,2015,63,I093,145,63I093145,SHAWNEE,"WILL ROGERS ES",31,45,"F    ",31,35,"F    ",62,40,"F    "
4958,2016,63,I093,145,63I093145,SHAWNEE,"WILL ROGERS ES",27,52,"F    ",27,44,"F    ",54,48,"F    "
3009,2014,57,I011,715,57I011715,Shidler,"Shidler HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1217,2015,57,I011,715,57I011715,SHIDLER,"SHIDLER HS",,,,,,,,,""
4806,2016,57,I011,715,57I011715,SHIDLER,"SHIDLER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3008,2014,57,I011,505,57I011505,Shidler,"Shidler MS",14,57,"F    ",14,29,"F    ",28,43,"F    "
1216,2015,57,I011,505,57I011505,SHIDLER,"SHIDLER MS",15,60,"D    ",15,73,"C    ",30,67,"D    "
4805,2016,57,I011,505,57I011505,SHIDLER,"SHIDLER MS",13,54,"F    ",13,38,"F    ",26,46,"F    "
3007,2014,57,I011,105,57I011105,Shidler,"Ward ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1215,2015,57,I011,105,57I011105,SHIDLER,"WARD ES",,,,,,,,,""
4804,2016,57,I011,105,57I011105,SHIDLER,"WARD ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1860,2014,7,I001,110,07I001110,Silo,"Silo ES",28,54,"F    ",28,54,"F    ",56,54,"F    "
67,2015,7,I001,110,07I001110,SILO,"SILO ES",35,43,"F    ",34,32,"F    ",69,38,"F    "
3654,2016,7,I001,110,07I001110,SILO,"SILO ES",29,34,"F    ",29,45,"F    ",58,40,"F    "
1862,2014,7,I001,705,07I001705,Silo,"Silo HS",NULL,NULL,NULL,NULL,NULL,NULL,18,72,"C    "
69,2015,7,I001,705,07I001705,SILO,"SILO HS",12,83,"B    ",12,75,"C    ",24,79,"C    "
3656,2016,7,I001,705,07I001705,SILO,"SILO HS",11,91,"A    ",12,92,"A    ",23,91,"A    "
1861,2014,7,I001,610,07I001610,Silo,"Silo JHS",21,43,"F    ",21,76,"C    ",42,60,"D    "
68,2015,7,I001,610,07I001610,SILO,"SILO JHS",23,35,"F    ",23,57,"F    ",46,46,"F    "
3655,2016,7,I001,515,07I001515,SILO,"SILO MS",34,65,"D    ",34,50,"F    ",68,57,"F    "
3477,2014,72,I007,110,72I007110,Skiatook,"Marrs ES",77,68,"D    ",80,56,"F    ",157,62,"D    "
1684,2015,72,I007,110,72I007110,SKIATOOK,"MARRS ES",85,59,"F    ",85,58,"F    ",170,58,"F    "
5275,2016,72,I007,110,72I007110,SKIATOOK,"MARRS ES",78,63,"D    ",78,38,"F    ",156,51,"F    "
3479,2014,72,I007,505,72I007505,Skiatook,"Newman MS",117,67,"D    ",120,56,"F    ",237,61,"D    "
1686,2015,72,I007,505,72I007505,SKIATOOK,"NEWMAN MS",122,40,"F    ",122,43,"F    ",244,41,"F    "
5278,2016,72,I007,505,72I007505,SKIATOOK,"NEWMAN MS",127,49,"F    ",127,35,"F    ",254,42,"F    "
5277,2016,72,I007,125,72I007125,SKIATOOK,"SKIATOOK ES",78,63,"D    ",78,38,"F    ",156,51,"F    "
3480,2014,72,I007,705,72I007705,Skiatook,"Skiatook HS",41,78,"C    ",24,67,"D    ",65,74,"C    "
1687,2015,72,I007,705,72I007705,SKIATOOK,"SKIATOOK HS",35,86,"B    ",45,64,"D    ",80,74,"C    "
5279,2016,72,I007,705,72I007705,SKIATOOK,"SKIATOOK HS",44,64,"D    ",42,74,"C    ",86,69,"D    "
3478,2014,72,I007,120,72I007120,Skiatook,"Skiatook Intermediate ES",77,68,"D    ",80,56,"F    ",157,62,"D    "
1685,2015,72,I007,120,72I007120,SKIATOOK,"SKIATOOK INTERMEDIATE ES",85,59,"F    ",85,58,"F    ",170,58,"F    "
5276,2016,72,I007,120,72I007120,SKIATOOK,"SKIATOOK INTERMEDIATE ES",78,63,"D    ",78,38,"F    ",156,51,"F    "
2645,2014,48,I014,105,48I014105,Smithville,"Smithville ES",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    "
856,2015,48,I014,105,48I014105,SMITHVILLE,"SMITHVILLE ES",,,,,,,16,56,"F    "
4440,2016,48,I014,105,48I014105,SMITHVILLE,"SMITHVILLE ES",NULL,NULL,NULL,NULL,NULL,NULL,18,44,"F    "
2647,2014,48,I014,705,48I014705,Smithville,"Smithville HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
858,2015,48,I014,705,48I014705,SMITHVILLE,"SMITHVILLE HS",,,,,,,,,""
4442,2016,48,I014,705,48I014705,SMITHVILLE,"SMITHVILLE HS",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    "
2646,2014,48,I014,505,48I014505,Smithville,"Smithville MS",14,79,"C    ",14,79,"C    ",28,79,"C    "
857,2015,48,I014,505,48I014505,SMITHVILLE,"SMITHVILLE MS",11,27,"F    ",11,55,"F    ",22,41,"F    "
4441,2016,48,I014,505,48I014505,SMITHVILLE,"SMITHVILLE MS",NULL,NULL,NULL,NULL,NULL,NULL,18,44,"F    "
