Record Number,Year,County,District,District Code,Population,Avg. Household Income,Avg. Property Valuation / ADM,Unemployment %,Poverty %,Single-Parent Family %,Student/Offender,Offense/Offender,NCNT in Gang,H.S. Diploma w/o College Degree,Less than 12th Grade,College Degree or Above,Free Reduced Lunch %
4223,2016,ATOKA,HARMONY,03C021,1727,60017.22689,36411.4997,0.048192771,0.168224299,0.206422018,,0,0,0.211101001,0.59144677,0.197452229,0.855
4224,2016,ATOKA,LANE,03C022,2696,59699.86468,27823.2284,0.089068826,0.174796748,0.327586207,,0,0,0.082275505,0.729196051,0.188528444,0.7471
4225,2016,ATOKA,STRINGTOWN,03I007,823,52268.03279,25881.4935,0.066473988,0.095121951,0.315068493,84.66666667,1.666666667,0,0.170491803,0.62295082,0.206557377,0.8031
4226,2016,ATOKA,ATOKA,03I015,4415,44213.76344,31489.9672,0.117209834,0.317802503,0.479392625,62.25,2,0,0.139807898,0.659907506,0.200284596,0.7259
4227,2016,ATOKA,TUSHKA,03I019,1367,51927.91519,32244.8613,0.085144928,0.174103877,0.352601156,215,1,0,0.197502838,0.683314415,0.119182747,0.6116
4228,2016,ATOKA,CANEY,03I026,1461,44737.1567,40665.7367,0.093103448,0.206707734,0.306122449,126.5,1,0,0.144400786,0.695481336,0.160117878,0.83
4229,2016,BEAVER,BEAVER,04I022,2004,72320.85048,81146.7268,0.02247191,0.072095436,0.168316832,369,1,0,0.1884273,0.607566766,0.204005935,0.5935
4230,2016,BEAVER,BALKO,04I075,908,74504.74684,434601.1692,0.00462963,0.043478261,0.18487395,,0,0,0.254799302,0.633507853,0.111692845,0.4136
4231,2016,BEAVER,FORGAN,04I123,603,65148.83721,202952.5348,0.034602076,0.169154229,0.433333333,41,1.5,0,0.236238532,0.669724771,0.094036697,0.5854
4232,2016,BEAVER,TURPIN,04I128,1916,65309.19003,77370.5024,0.053333333,0.127870564,0.187845304,223.5,2,0,0.141242938,0.636803874,0.221953188,0.5996
4233,2016,BECKHAM,MERRITT,05I002,3433,115205.6856,63890.2702,0.031818182,0.059256985,0.158333333,789,1,0,0.237340379,0.696609423,0.066050198,0.6667
4234,2016,BECKHAM,ELK CITY,05I006,11801,70102.92398,53130.3223,0.03543663,0.125247994,0.405207486,178.9166667,2.5,1,0.181064629,0.653153737,0.165781635,0.5841
4235,2016,BECKHAM,SAYRE,05I031,6124,62403.93362,107282.1209,0.021247113,0.167349579,0.360465116,125.1666667,2,0,0.14268233,0.639745472,0.217572198,0.6618
4236,2016,BECKHAM,ERICK,05I051,1515,51438.31041,44548.8211,0.006160164,0.239408204,0.198473282,54.8,2.2,0,0.133198789,0.669021191,0.19778002,0.5365
4237,2016,BLAINE,OKEENE,06I009,1431,56344.17266,76510.0635,0.018309859,0.092152628,0.318181818,329,3,0,0.193149382,0.673644148,0.13320647,0.5866
4238,2016,BLAINE,WATONGA,06I042,4981,53328.30832,53908.5625,0.019061584,0.221791045,0.388101983,45.35294118,1.823529412,0,0.117877095,0.711452514,0.170670391,0.7458
4239,2016,BLAINE,GEARY,06I080,1844,61355.33063,110914.9432,0.085434174,0.200996678,0.419354839,135,5.333333333,0,0.208633094,0.668165468,0.123201439,0.9309
4240,2016,BLAINE,CANTON,06I105,1692,63316.8956,134683.8376,0.067164179,0.169030733,0.24742268,,0,0,0.19035533,0.688663283,0.120981387,0.6086
4241,2016,BRYAN,SILO,07I001,7454,64348.76974,57167.7106,0.033694697,0.110722454,0.262483995,889,1,0,0.28438949,0.603941267,0.111669243,0.7154
4242,2016,BRYAN,ROCK CREEK,07I002,3252,52472.52322,43733.9534,0.077037037,0.160876369,0.204861111,77.83333333,1,0,0.155747837,0.690152452,0.154099712,0.743
4243,2016,BRYAN,ACHILLE,07I003,2379,53538.67735,92130.699,0.116013072,0.127892301,0.282722513,108,1.333333333,0,0.149117814,0.698918611,0.151963574,0.7562
4244,2016,BRYAN,COLBERT,07I004,4934,48570.1565,24401.8312,0.139546351,0.160817506,0.27402863,,0,0,0.116834532,0.677410072,0.205755396,0.7608
4245,2016,BRYAN,CADDO,07I005,2566,50224.01656,32908.5092,0.097053726,0.193119625,0.342975207,243,1,0,0.209006928,0.625866051,0.165127021,0.7593
4246,2016,BRYAN,BENNINGTON,07I040,1388,40952.38095,126961.9351,0.127615063,0.228739003,0.296610169,298,4,0,0.181721573,0.640807651,0.177470776,0.8322
4247,2016,BRYAN,CALERA,07I048,4254,57694.71001,49686.6507,0.070835155,0.115384615,0.215730337,240.3333333,4.333333333,0,0.188052315,0.718628491,0.093319194,0.7046
4248,2016,BRYAN,DURANT,07I072,17887,46828.36574,34806.952,0.079614728,0.247822456,0.378625134,64.8245614,1.929824561,2,0.246941046,0.573414905,0.179644049,0.7196
4249,2016,CADDO,HYDRO-EAKLY,08I011,2459,56446.57534,51092.2463,0.044019139,0.138302277,0.226923077,,0,0,0.182668329,0.680798005,0.136533666,0.6049
4250,2016,CADDO,LOOKEBA SICKLES,08I012,912,57174.02985,26738.2341,0.052272727,0.116483516,0.25,,0,0,0.170144462,0.678972713,0.150882825,0.8
4251,2016,CADDO,ANADARKO,08I020,9272,53555.52268,17880.3265,0.137833676,0.311044908,0.437799043,58.8125,2.4375,5,0.180172414,0.676034483,0.143793103,0.8512
4252,2016,CADDO,CARNEGIE,08I033,2829,43842.23485,29746.0227,0.085561497,0.228323699,0.327868852,95.16666667,1.833333333,0,0.133692722,0.681940701,0.184366577,0.8389
4253,2016,CADDO,BOONE-APACHE,08I056,2462,57878.19404,43627.1704,0.125345622,0.167277167,0.366666667,,0,0,0.192627824,0.680142687,0.127229489,0.8038
4254,2016,CADDO,CYRIL,08I064,1786,45483.89058,18897.3767,0.107250755,0.156653565,0.15942029,385,1,0,0.17512275,0.735679214,0.089198036,0.6831
4255,2016,CADDO,GRACEMONT,08I086,917,58214.20118,31975.4483,0.056511057,0.178924259,0.375,46.66666667,2.666666667,1,0.128526646,0.747648903,0.123824451,0.6786
4256,2016,CADDO,CEMENT,08I160,1485,50184.89871,31417.655,0.096423017,0.117086453,0.188811189,127.5,1,0,0.084435402,0.688708037,0.226856562,0.8078
4257,2016,CADDO,HINTON,08I161,5041,61147.64322,57905.4803,0.062434418,0.173784251,0.358050847,238.3333333,2.333333333,0,0.11170056,0.698202181,0.190097259,0.6378
4258,2016,CADDO,FORT COBB-BROXTON,08I167,1835,51494.01198,25787.8141,0.067114094,0.165842943,0.306010929,344,4,0,0.218344156,0.656655844,0.125,0.7791
4259,2016,CADDO,BINGER-ONEY,08I168,2146,51383.8471,57565.3268,0.078431373,0.21037464,0.191489362,122.3333333,7,0,0.123097287,0.697551291,0.179351423,0.7003
4260,2016,CANADIAN,RIVERSIDE,09C029,1595,72838.66906,201695.7512,0.059493671,0.16677116,0.368686869,173,1,0,0.218390805,0.647857889,0.133751306,0.7746
4261,2016,CANADIAN,BANNER,09C031,2190,96094.81481,279468.6543,0.07638191,0.08018648,0.212927757,,0,0,0.298834818,0.551062371,0.15010281,0.4216
4262,2016,CANADIAN,DARLINGTON,09C070,657,78783.65759,123821.3638,0.005730659,0.020900322,0.041666667,,0,0,0.252566735,0.68788501,0.059548255,0.8613
4263,2016,CANADIAN,MAPLE,09C162,701,86804.94297,351620.4132,0.137741047,0.098430813,0.155555556,,0,0,0.182835821,0.671641791,0.145522388,0.3172
4264,2016,CANADIAN,PIEDMONT,09I022,13671,96974.43255,43118.9837,0.026849315,0.043325527,0.164202746,1824.5,1.5,0,0.438301282,0.503205128,0.05849359,0.2022
4265,2016,CANADIAN,YUKON,09I027,40242,77882.61431,42555.6776,0.039186275,0.056349346,0.275786973,220.4736842,1.842105263,0,0.286938944,0.646389398,0.066671658,0.4297
4266,2016,CANADIAN,EL RENO,09I034,16493,60315.49808,24895.1556,0.065493517,0.139660748,0.369634849,105.4,1.48,0,0.116525424,0.733787767,0.149686809,0.6797
4267,2016,CANADIAN,UNION CITY,09I057,1535,79770.15504,59688.9515,0.042796006,0.060652009,0.103225806,291,1,0,0.181818182,0.71559633,0.102585488,0.5189
4268,2016,CANADIAN,MUSTANG,09I069,51213,80463.04077,44100.0165,0.042479536,0.060550818,0.24795764,263.3658537,1.634146341,1,0.254076374,0.677687694,0.068235932,0.3608
4269,2016,CANADIAN,CALUMET,09I076,1351,85273.80952,281839.7653,0.063858696,0.128793486,0.33125,,0,0,0.177935943,0.701067616,0.120996441,0.7414
4270,2016,CARTER,ZANEIS,10C072,691,63105.61798,31303.8413,0.08490566,0.176555716,0.194444444,,0,0,0.202898551,0.6563147,0.140786749,0.8368
4271,2016,CARTER,ARDMORE,10I019,18494,52524.04463,56464.166,0.070039361,0.203426361,0.449803702,56.55555556,2.074074074,3,0.1695068,0.646731116,0.183762084,0.9217
4272,2016,CARTER,SPRINGER,10I021,1426,52768.13627,199796.854,0.078125,0.116853933,0.474074074,72,2,1,0.146881288,0.6861167,0.167002012,0.7454
4273,2016,CARTER,PLAINVIEW,10I027,8152,84583.90023,58834.2858,0.036756757,0.081711577,0.259259259,517.3333333,2.666666667,1,0.340517241,0.587382445,0.072100313,0.3338
4274,2016,CARTER,LONE GROVE,10I032,6579,52077.31616,25908.2402,0.070517126,0.141107148,0.274398868,170.6666667,4.555555556,1,0.133940774,0.732346241,0.133712984,0.4896
4275,2016,CARTER,WILSON,10I043,2777,59015.73499,26762.0497,0.049785408,0.149379109,0.202166065,,0,0,0.117515389,0.741466144,0.141018467,0.7119
4276,2016,CARTER,HEALDTON,10I055,3536,48793.57934,36404.8845,0.026657997,0.159726184,0.358433735,512,1,0,0.127835052,0.72,0.152164948,0.6992
4277,2016,CARTER,FOX,10I074,1558,51371.61501,95352.3321,0.032967033,0.120025674,0.137931034,79.5,3.75,0,0.126787417,0.748331745,0.124880839,0.8553
4278,2016,CARTER,DICKSON,10I077,5256,66259.97916,31328.9337,0.077559055,0.107578065,0.282651072,102.7692308,2.153846154,0,0.196003285,0.69833014,0.105666575,0.5816
4279,2016,CHEROKEE,LOWREY,11C010,1082,59702.35602,33256.1538,0.026373626,0.20702403,0.1875,,0,0,0.186903138,0.657571623,0.155525239,0.8768
4280,2016,CHEROKEE,NORWOOD,11C014,1595,58163.35878,29112.0169,0.07201087,0.153215637,0.169642857,,0,0,0.147697654,0.695047785,0.157254561,0.8967
4281,2016,CHEROKEE,WOODALL,11C021,1757,55784.9162,10038.5679,0.107712766,0.181559476,0.295336788,492,3,0,0.165575304,0.703461179,0.130963517,0.6809
4282,2016,CHEROKEE,SHADY GROVE,11C026,1190,51171.3467,19792.0917,0.050772627,0.198319328,0.247863248,72.5,1,0,0.210013908,0.688456189,0.101529903,0.8138
4283,2016,CHEROKEE,PEGGS,11C031,1704,52412.28374,21696.6339,0.056944444,0.197860963,0.169934641,,0,0,0.146188341,0.660986547,0.192825112,0.7703
4284,2016,CHEROKEE,GRAND VIEW,11C034,4953,43887.25432,21028.266,0.07200763,0.24527906,0.473873874,630,1,0,0.255860683,0.58506363,0.159075687,0.8397
4285,2016,CHEROKEE,BRIGGS,11C044,2488,46853.30189,17964.2516,0.088827839,0.226286174,0.268292683,115.75,1.5,0,0.234654731,0.597826087,0.167519182,0.9287
4286,2016,CHEROKEE,TENKILLER,11C066,1535,44603.57782,15520.9061,0.07093185,0.160912052,0.121212121,,0,0,0.134738772,0.670027498,0.195233731,0.798
4287,2016,CHEROKEE,KEYS,11I006,4524,66052.88336,38129.4663,0.063404893,0.127744511,0.235465116,73.90909091,2.909090909,0,0.261591479,0.651002506,0.087406015,0.6765
4288,2016,CHEROKEE,HULBERT,11I016,3184,47744.82173,21549.1239,0.07190022,0.134422111,0.333333333,86.14285714,1.428571429,0,0.173833486,0.681610247,0.144556267,0.7081
4289,2016,CHEROKEE,TAHLEQUAH,11I035,21415,49395.632,24895.6927,0.089987052,0.293615291,0.511036468,202.2222222,2.222222222,0,0.298385755,0.552670994,0.148943252,0.7412
4290,2016,CHOCTAW,GRANT,12C003,1229,41320.9901,DNA,0.066059226,0.236885246,0.234042553,,0,0,0.100225225,0.608108108,0.291666667,1.1017
4291,2016,CHOCTAW,SWINK,12C021,462,50830.68783,19170.1837,0.045918367,0.206971678,0.162162162,,0,0,0.095238095,0.741071429,0.163690476,0.9182
