Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetteGrade
2013,Pontotoc,Byng,"Homer ES",62I016,62I016110,76,C
2014,Pontotoc,Byng,"Homer ES",62I016,62I016110,89,B+
2015,PONTOTOC,BYNG,"HOMER ES",62I016,62I016110,86,B
2016,PONTOTOC,BYNG,"HOMER ES",62I016,62I016110,91,A-
2013,Comanche,Cache,"Cache 5th And 6th Grade Center",16I001,16I001130,75,C
2014,Comanche,Cache,"Cache 5th And 6th Grade MS",16I001,16I001530,76,C
2015,COMANCHE,CACHE,"CACHE 5TH AND 6TH GRADE MS",16I001,16I001530,86,B
2016,COMANCHE,CACHE,"CACHE 5TH AND 6TH GRADE MS",16I001,16I001530,85,B
2013,Comanche,Cache,"Cache HS",16I001,16I001705,96,A
2014,Comanche,Cache,"Cache HS",16I001,16I001705,90,A-
2015,COMANCHE,CACHE,"CACHE HS",16I001,16I001705,87,B+
2016,COMANCHE,CACHE,"CACHE HS",16I001,16I001705,81,B-
2013,Comanche,Cache,"Cache Intermediate ES",16I001,16I001110,77,C+
2014,Comanche,Cache,"Cache Intermediate ES",16I001,16I001110,80,B-
2015,COMANCHE,CACHE,"CACHE INTERMEDIATE ES",16I001,16I001110,88,B+
2016,COMANCHE,CACHE,"CACHE INTERMEDIATE ES",16I001,16I001110,82,B-
2013,Comanche,Cache,"Cache MS",16I001,16I001505,83,B
2014,Comanche,Cache,"Cache MS",16I001,16I001505,86,B
2015,COMANCHE,CACHE,"CACHE MS",16I001,16I001505,84,B
2016,COMANCHE,CACHE,"CACHE MS",16I001,16I001505,76,C
2013,Comanche,Cache,"Cache Primary ES",16I001,16I001105,77,C+
2014,Comanche,Cache,"Cache Primary ES",16I001,16I001105,80,B-
2015,COMANCHE,CACHE,"CACHE PRIMARY ES",16I001,16I001105,88,B+
2016,COMANCHE,CACHE,"CACHE PRIMARY ES",16I001,16I001105,82,B-
2013,Bryan,Caddo,"Caddo ES",07I005,07I005105,81,B-
2014,Bryan,Caddo,"Caddo ES",7I005,07I005105,80,B-
2015,BRYAN,CADDO,"CADDO ES",07I005,07I005105,83,B
2016,BRYAN,CADDO,"CADDO ES",07I005,07I005105,83,B
2013,Bryan,Caddo,"Caddo HS",07I005,07I005715,73,C
2014,Bryan,Caddo,"Caddo HS",7I005,07I005715,78,C+
2015,BRYAN,CADDO,"CADDO HS",07I005,07I005715,88,B+
2016,BRYAN,CADDO,"CADDO HS",07I005,07I005715,86,B
2013,Bryan,Calera,"Calera ES",07I048,07I048105,77,C+
2014,Bryan,Calera,"Calera ES",7I048,07I048105,73,C
2015,BRYAN,CALERA,"CALERA ES",07I048,07I048105,74,C
2016,BRYAN,CALERA,"CALERA ES",07I048,07I048105,79,C+
2013,Bryan,Calera,"Calera HS",07I048,07I048705,83,B
2014,Bryan,Calera,"Calera HS",7I048,07I048705,85,B
2015,BRYAN,CALERA,"CALERA HS",07I048,07I048705,78,C+
2016,BRYAN,CALERA,"CALERA HS",07I048,07I048705,83,B
2013,Canadian,Calumet,"Calumet ES",09I076,09I076105,72,C-
2014,Canadian,Calumet,"Calumet ES",9I076,09I076105,73,C
2015,CANADIAN,CALUMET,"CALUMET ES",09I076,09I076105,87,B+
2016,CANADIAN,CALUMET,"CALUMET ES",09I076,09I076105,95,A
2013,Canadian,Calumet,"Calumet HS",09I076,09I076705,88,B+
2014,Canadian,Calumet,"Calumet HS",9I076,09I076705,88,B+
2015,CANADIAN,CALUMET,"CALUMET HS",09I076,09I076705,89,B+
2016,CANADIAN,CALUMET,"CALUMET HS",09I076,09I076705,85,B
2013,Canadian,Calumet,"Calumet JHS",09I076,09I076610,76,C
2014,Canadian,Calumet,"Calumet JHS",9I076,09I076610,81,B-
2015,CANADIAN,CALUMET,"CALUMET JHS",09I076,09I076610,62,D-
2016,CANADIAN,CALUMET,"CALUMET JHS",09I076,09I076610,66,D
2013,Hughes,Calvin,"Calvin ES",32I048,32I048105,58,F
2014,Hughes,Calvin,"Calvin ES",32I048,32I048105,69,D+
2015,HUGHES,CALVIN,"CALVIN ES",32I048,32I048105,66,D
2016,HUGHES,CALVIN,"CALVIN ES",32I048,32I048105,68,D+
2013,Hughes,Calvin,"Calvin HS",32I048,32I048705,85,B
2014,Hughes,Calvin,"Calvin HS",32I048,32I048705,87,B+
2015,HUGHES,CALVIN,"CALVIN HS",32I048,32I048705,85,B
2016,HUGHES,CALVIN,"CALVIN HS",32I048,32I048705,73,C
2013,"Le Flore",Cameron,"Cameron ES",40I017,40I017105,68,D+
2014,"Le Flore",Cameron,"Cameron ES",40I017,40I017105,57,F
2015,"LE FLORE",CAMERON,"CAMERON ES",40I017,40I017105,63,D
2016,"LE FLORE",CAMERON,"CAMERON ES",40I017,40I017105,72,C-
2013,"Le Flore",Cameron,"Cameron HS",40I017,40I017705,70,C-
2014,"Le Flore",Cameron,"Cameron HS",40I017,40I017705,71,C-
2015,"LE FLORE",CAMERON,"CAMERON HS",40I017,40I017705,61,D-
2016,"LE FLORE",CAMERON,"CAMERON HS",40I017,40I017705,64,D
2013,Pittsburg,Canadian,"Canadian ES",61I002,61I002105,86,B
2014,Pittsburg,Canadian,"Canadian ES",61I002,61I002105,86,B
2015,PITTSBURG,CANADIAN,"CANADIAN ES",61I002,61I002105,79,C+
2016,PITTSBURG,CANADIAN,"CANADIAN ES",61I002,61I002105,90,A-
2013,Pittsburg,Canadian,"Canadian HS",61I002,61I002705,96,A
2014,Pittsburg,Canadian,"Canadian HS",61I002,61I002705,89,B+
2015,PITTSBURG,CANADIAN,"CANADIAN HS",61I002,61I002705,87,B+
2016,PITTSBURG,CANADIAN,"CANADIAN HS",61I002,61I002705,80,B-
2013,Pittsburg,Canadian,"Canadian MS",61I002,61I002505,87,B+
2013,Pittsburg,Canadian,"Carlton Landing Academy ES",61I002,61I002110,110,A+
2014,Pittsburg,Canadian,"Carlton Landing Academy ES",61I002,61I002110,97,A+
2013,Atoka,Caney,"Caney ES",03I026,03I026105,59,F
2014,Atoka,Caney,"Caney ES",3I026,03I026105,69,D+
2015,ATOKA,CANEY,"CANEY ES",03I026,03I026105,75,C
2016,ATOKA,CANEY,"CANEY ES",03I026,03I026105,78,C+
2013,Atoka,Caney,"Caney HS",03I026,03I026705,85,B
2014,Atoka,Caney,"Caney HS",3I026,03I026705,74,C
2015,ATOKA,CANEY,"CANEY HS",03I026,03I026705,74,C
2016,ATOKA,CANEY,"CANEY HS",03I026,03I026705,72,C-
2013,Washington,"Caney Valley","Caney Valley ES",74I018,74I018110,80,B-
2014,Washington,"Caney Valley","Caney Valley ES",74I018,74I018110,76,C
2015,WASHINGTON,"CANEY VALLEY","CANEY VALLEY ES",74I018,74I018110,79,C+
2016,WASHINGTON,"CANEY VALLEY","CANEY VALLEY ES",74I018,74I018110,67,D+
2013,Washington,"Caney Valley","Caney Valley HS",74I018,74I018705,94,A
2014,Washington,"Caney Valley","Caney Valley HS",74I018,74I018705,81,B-
2015,WASHINGTON,"CANEY VALLEY","CANEY VALLEY HS",74I018,74I018705,84,B
2016,WASHINGTON,"CANEY VALLEY","CANEY VALLEY HS",74I018,74I018705,68,D+
2013,Washington,"Caney Valley","Caney Valley MS",74I018,74I018510,77,C+
2014,Washington,"Caney Valley","Caney Valley MS",74I018,74I018510,75,C
2015,WASHINGTON,"CANEY VALLEY","CANEY VALLEY MS",74I018,74I018510,63,D
2016,WASHINGTON,"CANEY VALLEY","CANEY VALLEY MS",74I018,74I018510,69,D+
2013,Blaine,Canton,"Canton ES",06I105,06I105105,74,C
2014,Blaine,Canton,"Canton ES",6I105,06I105105,61,D-
2015,BLAINE,CANTON,"CANTON ES",06I105,06I105105,59,F
2016,BLAINE,CANTON,"CANTON ES",06I105,06I105105,64,D
2013,Blaine,Canton,"Canton HS",06I105,06I105705,95,A
2014,Blaine,Canton,"Canton HS",6I105,06I105705,94,A
2015,BLAINE,CANTON,"CANTON HS",06I105,06I105705,99,A+
2016,BLAINE,CANTON,"CANTON HS",06I105,06I105705,84,B
2013,Washita,Canute,"Canute ES",75I011,75I011105,76,C
2014,Washita,Canute,"Canute ES",75I011,75I011105,81,B-
2015,WASHITA,CANUTE,"CANUTE ES",75I011,75I011105,77,C+
2016,WASHITA,CANUTE,"CANUTE ES",75I011,75I011105,77,C+
2013,Washita,Canute,"Canute HS",75I011,75I011705,86,B
2014,Washita,Canute,"Canute HS",75I011,75I011705,83,B
2015,WASHITA,CANUTE,"CANUTE HS",75I011,75I011705,74,C
2016,WASHITA,CANUTE,"CANUTE HS",75I011,75I011705,69,D+
2013,Caddo,Carnegie,"Carnegie ES",08I033,08I033105,85,B
2014,Caddo,Carnegie,"Carnegie ES",8I033,08I033105,96,A
2015,CADDO,CARNEGIE,"CARNEGIE ES",08I033,08I033105,87,B+
2016,CADDO,CARNEGIE,"CARNEGIE ES",08I033,08I033105,87,B+
2013,Caddo,Carnegie,"Carnegie HS",08I033,08I033705,81,B-
2014,Caddo,Carnegie,"Carnegie HS",8I033,08I033705,78,C+
2015,CADDO,CARNEGIE,"CARNEGIE HS",08I033,08I033705,72,C-
2016,CADDO,CARNEGIE,"CARNEGIE HS",08I033,08I033705,78,C+
2013,Caddo,Carnegie,"Carnegie MS",08I033,08I033510,78,C+
2014,Caddo,Carnegie,"Carnegie MS",8I033,08I033510,69,D+
2015,CADDO,CARNEGIE,"CARNEGIE MS",08I033,08I033510,66,D
2016,CADDO,CARNEGIE,"CARNEGIE MS",08I033,08I033510,69,D+
2013,Lincoln,Carney,"Carney ES",41I105,41I105105,73,C
2014,Lincoln,Carney,"Carney ES",41I105,41I105105,65,D
2015,LINCOLN,CARNEY,"CARNEY ES",41I105,41I105105,62,D-
2016,LINCOLN,CARNEY,"CARNEY ES",41I105,41I105105,66,D
2013,Lincoln,Carney,"Carney HS",41I105,41I105705,102,A+
2014,Lincoln,Carney,"Carney HS",41I105,41I105705,79,C+
2015,LINCOLN,CARNEY,"CARNEY HS",41I105,41I105705,89,B+
2016,LINCOLN,CARNEY,"CARNEY HS",41I105,41I105705,81,B-
2013,Kingfisher,Cashion,"Cashion ES",37I089,37I089105,71,C-
2014,Kingfisher,Cashion,"Cashion ES",37I089,37I089105,76,C
2015,KINGFISHER,CASHION,"CASHION ES",37I089,37I089105,76,C
2016,KINGFISHER,CASHION,"CASHION ES",37I089,37I089105,77,C+
2013,Kingfisher,Cashion,"Cashion HS",37I089,37I089705,86,B
2014,Kingfisher,Cashion,"Cashion HS",37I089,37I089705,79,C+
2015,KINGFISHER,CASHION,"CASHION HS",37I089,37I089705,88,B+
2016,KINGFISHER,CASHION,"CASHION HS",37I089,37I089705,83,B
2016,KINGFISHER,CASHION,"CASHION MS",37I089,37I089505,78,C+
2013,Rogers,Catoosa,"Catoosa HS",66I002,66I002705,84,B
2014,Rogers,Catoosa,"Catoosa HS",66I002,66I002705,75,C
2015,ROGERS,CATOOSA,"CATOOSA HS",66I002,66I002705,78,D+
2016,ROGERS,CATOOSA,"CATOOSA HS",66I002,66I002705,70,C-
2013,Rogers,Catoosa,"Cherokee ES",66I002,66I002110,77,C+
2014,Rogers,Catoosa,"Cherokee ES",66I002,66I002110,73,C
2015,ROGERS,CATOOSA,"CHEROKEE ES",66I002,66I002110,82,B-
2016,ROGERS,CATOOSA,"CHEROKEE ES",66I002,66I002110,79,C+
2013,Rogers,Catoosa,"Helen Paul Learning Ctr",66I002,66I002115,69,D+
2014,Rogers,Catoosa,"Helen Paul Learning Ctr",66I002,66I002115,71,C-
2015,ROGERS,CATOOSA,"HELEN PAUL LEARNING CTR",66I002,66I002115,62,D-
2016,ROGERS,CATOOSA,"HELEN PAUL LEARNING CTR",66I002,66I002115,81,B-
2015,ROGERS,CATOOSA,"J. W. SAM ES",66I002,66I002105,72,C-
2016,ROGERS,CATOOSA,"J. W. SAM ES",66I002,66I002105,81,B-
2013,Rogers,Catoosa,"J.W.Sam ES",66I002,66I002105,79,C+
2014,Rogers,Catoosa,"J.W.Sam ES",66I002,66I002105,71,C-
2013,Rogers,Catoosa,"Wells MS",66I002,66I002510,70,C-
2014,Rogers,Catoosa,"Wells MS",66I002,66I002510,72,C-
2015,ROGERS,CATOOSA,"WELLS MS",66I002,66I002510,72,C-
2016,ROGERS,CATOOSA,"WELLS MS",66I002,66I002510,66,D
2013,Adair,"Cave Springs","Cave Springs ES",01I030,01I030105,63,D
2014,Adair,"Cave Springs","Cave Springs ES",1I030,01I030105,49,F
2015,ADAIR,"CAVE SPRINGS","CAVE SPRINGS ES",01I030,01I030105,42,F
2016,ADAIR,"CAVE SPRINGS","CAVE SPRINGS ES",01I030,01I030105,77,C+
2013,Adair,"Cave Springs","Cave Springs HS",01I030,01I030705,65,D
2014,Adair,"Cave Springs","Cave Springs HS",1I030,01I030705,53,F
2015,ADAIR,"CAVE SPRINGS","CAVE SPRINGS HS",01I030,01I030705,36,F
2016,ADAIR,"CAVE SPRINGS","CAVE SPRINGS HS",01I030,01I030705,33,F
2016,ADAIR,"CAVE SPRINGS","CAVE SPRINGS MS",01I030,01I030505,54,F
2013,Caddo,Cement,"Cement ES",08I160,08I160105,67,D+
2014,Caddo,Cement,"Cement ES",8I160,08I160105,60,D-
2015,CADDO,CEMENT,"CEMENT ES",08I160,08I160105,70,C-
2016,CADDO,CEMENT,"CEMENT ES",08I160,08I160105,63,D
2013,Caddo,Cement,"Cement HS",08I160,08I160715,72,C-
2014,Caddo,Cement,"Cement HS",8I160,08I160715,73,C
2015,CADDO,CEMENT,"CEMENT HS",08I160,08I160715,76,C
2016,CADDO,CEMENT,"CEMENT HS",08I160,08I160715,73,C
2013,Sequoyah,Central,"Central ES",68I007,68I007105,85,B
2014,Sequoyah,Central,"Central ES",68I007,68I007105,79,C+
2015,SEQUOYAH,CENTRAL,"CENTRAL ES",68I007,68I007105,70,C-
2016,SEQUOYAH,CENTRAL,"CENTRAL ES",68I007,68I007105,69,D+
2013,Sequoyah,Central,"Central HS",68I007,68I007705,94,A
2014,Sequoyah,Central,"Central HS",68I007,68I007705,89,B+
2015,SEQUOYAH,CENTRAL,"CENTRAL HS",68I007,68I007705,92,A-
2016,SEQUOYAH,CENTRAL,"CENTRAL HS",68I007,68I007705,93,A
2013,Stephens,"Central High","Central High ES",69I034,69I034105,104,A+
2014,Stephens,"Central High","Central High ES",69I034,69I034105,99,A+
2015,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH ES",69I034,69I034105,88,B+
2016,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH ES",69I034,69I034105,91,A-
2013,Stephens,"Central High","Central High HS",69I034,69I034705,98,A+
2014,Stephens,"Central High","Central High HS",69I034,69I034705,95,A
2015,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH HS",69I034,69I034705,93,A
2016,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH HS",69I034,69I034705,89,B+
2013,Stephens,"Central High","Central High JHS",69I034,69I034600,83,B
2014,Stephens,"Central High","Central High JHS",69I034,69I034600,88,B+
2015,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH JHS",69I034,69I034600,81,B-
2016,STEPHENS,"CENTRAL HIGH","CENTRAL HIGH JHS",69I034,69I034600,72,C-
2013,Lincoln,Chandler,"Chandler HS",41I001,41I001705,93,A
2014,Lincoln,Chandler,"Chandler HS",41I001,41I001705,95,A
2015,LINCOLN,CHANDLER,"CHANDLER HS",41I001,41I001705,87,B+
2016,LINCOLN,CHANDLER,"CHANDLER HS",41I001,41I001705,86,B
2013,Lincoln,Chandler,"Chandler JHS",41I001,41I001610,91,A-
2014,Lincoln,Chandler,"Chandler JHS",41I001,41I001610,92,A-
2015,LINCOLN,CHANDLER,"CHANDLER JHS",41I001,41I001610,89,B+
2016,LINCOLN,CHANDLER,"CHANDLER JHS",41I001,41I001610,80,B-
2013,Lincoln,Chandler,"East Side ES",41I001,41I001110,72,C-
2014,Lincoln,Chandler,"East Side ES",41I001,41I001110,85,B
2015,LINCOLN,CHANDLER,"EAST SIDE ES",41I001,41I001110,85,B
2016,LINCOLN,CHANDLER,"EAST SIDE ES",41I001,41I001110,83,B
2013,Lincoln,Chandler,"Park Road ES",41I001,41I001120,82,B-
2014,Lincoln,Chandler,"Park Road ES",41I001,41I001120,85,B
2015,LINCOLN,CHANDLER,"PARK ROAD ES",41I001,41I001120,85,B
2016,LINCOLN,CHANDLER,"PARK ROAD ES",41I001,41I001120,83,B
2013,Comanche,Chattanooga,"Chattanooga ES",16I132,16I132105,87,B+
2014,Comanche,Chattanooga,"Chattanooga ES",16I132,16I132105,82,B-
2015,COMANCHE,CHATTANOOGA,"CHATTANOOGA ES",16I132,16I132105,74,C
2016,COMANCHE,CHATTANOOGA,"CHATTANOOGA ES",16I132,16I132105,69,D+
2013,Comanche,Chattanooga,"Chattanooga HS",16I132,16I132705,101,A+
2014,Comanche,Chattanooga,"Chattanooga HS",16I132,16I132705,101,A+
2015,COMANCHE,CHATTANOOGA,"CHATTANOOGA HS",16I132,16I132705,92,A-
2016,COMANCHE,CHATTANOOGA,"CHATTANOOGA HS",16I132,16I132705,95,A
2013,McIntosh,Checotah,"Checotah HS",49I019,49I019705,84,B
2014,McIntosh,Checotah,"Checotah HS",49I019,49I019705,82,B-
2015,MCINTOSH,CHECOTAH,"CHECOTAH HS",49I019,49I019705,79,C+
2016,MCINTOSH,CHECOTAH,"CHECOTAH HS",49I019,49I019705,69,D+
2013,McIntosh,Checotah,"Checotah Intermediate ES",49I019,49I019112,75,C
2014,McIntosh,Checotah,"Checotah Intermediate ES",49I019,49I019112,75,C
2015,MCINTOSH,CHECOTAH,"CHECOTAH INTERMEDIATE ES",49I019,49I019112,71,C-
2016,MCINTOSH,CHECOTAH,"CHECOTAH INTERMEDIATE ES",49I019,49I019112,82,B-
2013,McIntosh,Checotah,"Checotah MS",49I019,49I019505,80,B-
2014,McIntosh,Checotah,"Checotah MS",49I019,49I019505,73,C
2015,MCINTOSH,CHECOTAH,"CHECOTAH MS",49I019,49I019505,68,D+
2016,MCINTOSH,CHECOTAH,"CHECOTAH MS",49I019,49I019505,68,D+
2013,McIntosh,Checotah,"Marshall ES",49I019,49I019110,65,D
2014,McIntosh,Checotah,"Marshall ES",49I019,49I019110,75,C
2015,MCINTOSH,CHECOTAH,"MARSHALL ES",49I019,49I019110,71,C-
2016,MCINTOSH,CHECOTAH,"MARSHALL ES",49I019,49I019110,82,B-
2014,Rogers,Chelsea,"Art Goad ES",66I003,66I003110,63,D
2015,ROGERS,CHELSEA,"ART GOAD ES",66I003,66I003110,56,F
2016,ROGERS,CHELSEA,"ART GOAD ES",66I003,66I003110,73,C
2013,Rogers,Chelsea,"Art Goad Intermediate ES",66I003,66I003110,51,F
2013,Rogers,Chelsea,"Chelsea HS",66I003,66I003705,73,C
2014,Rogers,Chelsea,"Chelsea HS",66I003,66I003705,64,D
2015,ROGERS,CHELSEA,"CHELSEA HS",66I003,66I003705,58,F
2016,ROGERS,CHELSEA,"CHELSEA HS",66I003,66I003705,51,F
2013,Rogers,Chelsea,"Chelsea MS",66I003,66I003510,67,D+
2014,Rogers,Chelsea,"Chelsea MS",66I003,66I003510,69,D+
2015,ROGERS,CHELSEA,"CHELSEA MS",66I003,66I003510,70,C-
2016,ROGERS,CHELSEA,"CHELSEA MS",66I003,66I003510,65,D
2013,Alfalfa,Cherokee,"Cherokee ES",02I046,02I046105,75,C
2014,Alfalfa,Cherokee,"Cherokee ES",2I046,02I046105,65,D
2015,ALFALFA,CHEROKEE,"CHEROKEE ES",02I046,02I046105,84,B
2016,ALFALFA,CHEROKEE,"CHEROKEE ES",02I046,02I046105,85,B
2013,Alfalfa,Cherokee,"Cherokee HS",02I046,02I046705,90,A-
2014,Alfalfa,Cherokee,"Cherokee HS",2I046,02I046705,92,A-
2015,ALFALFA,CHEROKEE,"CHEROKEE HS",02I046,02I046705,77,C+
2016,ALFALFA,CHEROKEE,"CHEROKEE HS",02I046,02I046705,82,B-
2013,Alfalfa,Cherokee,"Cherokee MS",02I046,02I046510,67,D+
2014,Alfalfa,Cherokee,"Cherokee MS",2I046,02I046510,71,C-
2015,ALFALFA,CHEROKEE,"CHEROKEE MS",02I046,02I046510,74,C
2016,ALFALFA,CHEROKEE,"CHEROKEE MS",02I046,02I046510,72,C-
2013,Cherokee,"Cherokee Immersion Charter Sch","Cherokee Immersion Charter Sch",11T001,11T001971,57,F
2014,Cherokee,"Cherokee Immersion Charter Sch","Cherokee Immersion Charter Sch",11T001,11T001971,56,F
2015,Cherokee,"Cherokee Immersion Charter Sch","Cherokee Immersion Charter Sch",11T001,11T001971,57,F
2016,CHEROKEE,"CHEROKEE IMMERSION CHARTER SCH","CHEROKEE IMMERSION CHARTER SCH",11T001,11T001971,65,D
2013,"Roger Mills",Cheyenne,"Cheyenne ES",65I007,65I007105,81,B-
2014,"Roger Mills",Cheyenne,"Cheyenne ES",65I007,65I007105,89,B+
2015,"ROGER MILLS",CHEYENNE,"CHEYENNE ES",65I007,65I007105,83,B
2016,"ROGER MILLS",CHEYENNE,"CHEYENNE ES",65I007,65I007105,91,A-
2013,"Roger Mills",Cheyenne,"Cheyenne HS",65I007,65I007705,95,A
2014,"Roger Mills",Cheyenne,"Cheyenne HS",65I007,65I007705,98,A+
2015,"ROGER MILLS",CHEYENNE,"CHEYENNE HS",65I007,65I007705,92,A-
2016,"ROGER MILLS",CHEYENNE,"CHEYENNE HS",65I007,65I007705,87,B+
2013,Grady,Chickasha,"Bill Wallace Ec Ctr",26I001,26I001120,72,C-
2014,Grady,Chickasha,"Bill Wallace Ec Ctr",26I001,26I001120,62,D-
2015,GRADY,CHICKASHA,"BILL WALLACE EC CTR",26I001,26I001120,76,C
2016,GRADY,CHICKASHA,"BILL WALLACE EC CTR",26I001,26I001120,72,C-
2013,Grady,Chickasha,"Chickasha HS",26I001,26I001705,93,A
2014,Grady,Chickasha,"Chickasha HS",26I001,26I001705,90,A-
2015,GRADY,CHICKASHA,"CHICKASHA HS",26I001,26I001705,71,C-
2016,GRADY,CHICKASHA,"CHICKASHA HS",26I001,26I001705,66,D
2013,Grady,Chickasha,"Chickasha MS",26I001,26I001510,77,C+
2014,Grady,Chickasha,"Chickasha MS",26I001,26I001510,68,D+
2015,GRADY,CHICKASHA,"CHICKASHA MS",26I001,26I001510,65,D
2016,GRADY,CHICKASHA,"CHICKASHA MS",26I001,26I001510,71,C-
2013,Grady,Chickasha,"Grand Avenue ES",26I001,26I001105,82,B-
2014,Grady,Chickasha,"Grand Avenue ES",26I001,26I001105,72,C-
2015,GRADY,CHICKASHA,"GRAND AVENUE ES",26I001,26I001105,76,C
2016,GRADY,CHICKASHA,"GRAND AVENUE ES",26I001,26I001105,72,C-
2013,Grady,Chickasha,"Lincoln ES",26I001,26I001115,79,C+
2014,Grady,Chickasha,"Lincoln ES",26I001,26I001115,78,C+
2015,GRADY,CHICKASHA,"LINCOLN ES",26I001,26I001115,74,C
2016,GRADY,CHICKASHA,"LINCOLN ES",26I001,26I001115,66,D
2013,Garfield,Chisholm,"Chisholm ES",24I042,24I042105,93,A
2014,Garfield,Chisholm,"Chisholm ES",24I042,24I042105,92,A-
2015,GARFIELD,CHISHOLM,"CHISHOLM ES",24I042,24I042105,82,B-
2016,GARFIELD,CHISHOLM,"CHISHOLM ES",24I042,24I042105,86,B
2013,Garfield,Chisholm,"Chisholm HS",24I042,24I042705,103,A+
2014,Garfield,Chisholm,"Chisholm HS",24I042,24I042705,99,A+
2015,GARFIELD,CHISHOLM,"CHISHOLM HS",24I042,24I042705,101,A+
2016,GARFIELD,CHISHOLM,"CHISHOLM HS",24I042,24I042705,93,A
2013,Garfield,Chisholm,"Chisholm MS",24I042,24I042505,96,A
2014,Garfield,Chisholm,"Chisholm MS",24I042,24I042505,89,B+
2015,GARFIELD,CHISHOLM,"CHISHOLM MS",24I042,24I042505,92,A-
2016,GARFIELD,CHISHOLM,"CHISHOLM MS",24I042,24I042505,90,A-
2013,Oklahoma,"Choctaw-Nicoma Park","Choctaw ES",55I004,55I004105,86,B
2014,Oklahoma,"Choctaw-Nicoma Park","Choctaw ES",55I004,55I004105,72,C-
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW ES",55I004,55I004105,80,B-
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW ES",55I004,55I004105,88,B+
2013,Oklahoma,"Choctaw-Nicoma Park","Choctaw HS",55I004,55I004705,93,A
2014,Oklahoma,"Choctaw-Nicoma Park","Choctaw HS",55I004,55I004705,94,A
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW HS",55I004,55I004705,94,A
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW HS",55I004,55I004705,92,A-
2013,Oklahoma,"Choctaw-Nicoma Park","Choctaw MS",55I004,55I004520,80,B-
2014,Oklahoma,"Choctaw-Nicoma Park","Choctaw MS",55I004,55I004520,83,B
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW MS",55I004,55I004520,72,C-
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","CHOCTAW MS",55I004,55I004520,73,C
2013,Oklahoma,"Choctaw-Nicoma Park","Indian Meridian ES",55I004,55I004103,84,B
2014,Oklahoma,"Choctaw-Nicoma Park","Indian Meridian ES",55I004,55I004103,80,B-
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","INDIAN MERIDIAN ES",55I004,55I004103,78,C+
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","INDIAN MERIDIAN ES",55I004,55I004103,76,C
2013,Oklahoma,"Choctaw-Nicoma Park","James Griffith Intermediate ES",55I004,55I004125,84,B
2014,Oklahoma,"Choctaw-Nicoma Park","James Griffith Intermediate ES",55I004,55I004125,80,B-
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","JAMES GRIFFITH INTERMEDIATE ES",55I004,55I004125,78,C+
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","JAMES GRIFFITH INTERMEDIATE ES",55I004,55I004125,76,C
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","L. W. WESTFALL ES",55I004,55I004126,95,A
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","L. W. WESTFALL ES",55I004,55I004126,96,A
2013,Oklahoma,"Choctaw-Nicoma Park","L.W.Westfall ES",55I004,55I004126,91,A-
2014,Oklahoma,"Choctaw-Nicoma Park","L.W.Westfall ES",55I004,55I004126,91,A-
2013,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park ES",55I004,55I004115,73,C
2014,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park ES",55I004,55I004115,71,C-
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK ES",55I004,55I004115,77,C+
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK ES",55I004,55I004115,78,C+
2013,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park Intermediate ES",55I004,55I004120,73,C
2014,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park Intermediate ES",55I004,55I004120,71,C-
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK INTERMEDIATE ES",55I004,55I004120,77,C+
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK INTERMEDIATE ES",55I004,55I004120,78,C+
2013,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park MS",55I004,55I004515,86,B
2014,Oklahoma,"Choctaw-Nicoma Park","Nicoma Park MS",55I004,55I004515,89,B+
2015,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK MS",55I004,55I004515,85,B
2016,OKLAHOMA,"CHOCTAW-NICOMA PARK","NICOMA PARK MS",55I004,55I004515,87,B+
