Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetteGrade
2016,MCCLAIN,PURCELL,"PURCELL INTERMEDIATE SCHOOL",47I015,47I015115,83,B
2013,McClain,Purcell,"Purcell JHS",47I015,47I015610,85,B
2014,McClain,Purcell,"Purcell JHS",47I015,47I015610,81,B-
2015,MCCLAIN,PURCELL,"PURCELL JHS",47I015,47I015610,67,D+
2016,MCCLAIN,PURCELL,"PURCELL JHS",47I015,47I015610,74,C
2013,McClain,Purcell,"Purcell MS",47I015,47I015510,79,C+
2013,Oklahoma,"Putnam City","Apollo ES",55I001,55I001102,75,C
2014,Oklahoma,"Putnam City","Apollo ES",55I001,55I001102,73,C
2015,OKLAHOMA,"PUTNAM CITY","APOLLO ES",55I001,55I001102,68,D+
2016,OKLAHOMA,"PUTNAM CITY","APOLLO ES",55I001,55I001102,85,B
2013,Oklahoma,"Putnam City","Arbor Grove ES",55I001,55I001110,70,C-
2014,Oklahoma,"Putnam City","Arbor Grove ES",55I001,55I001110,69,D+
2015,OKLAHOMA,"PUTNAM CITY","ARBOR GROVE ES",55I001,55I001110,65,D
2016,OKLAHOMA,"PUTNAM CITY","ARBOR GROVE ES",55I001,55I001110,80,B-
2013,Oklahoma,"Putnam City","Central ES",55I001,55I001105,83,B
2014,Oklahoma,"Putnam City","Central ES",55I001,55I001105,76,C
2015,OKLAHOMA,"PUTNAM CITY","CENTRAL ES",55I001,55I001105,82,B-
2016,OKLAHOMA,"PUTNAM CITY","CENTRAL ES",55I001,55I001105,74,C
2013,Oklahoma,"Putnam City","Cooper MS",55I001,55I001520,71,C-
2014,Oklahoma,"Putnam City","Cooper MS",55I001,55I001520,71,C-
2015,OKLAHOMA,"PUTNAM CITY","COOPER MS",55I001,55I001520,78,C+
2016,OKLAHOMA,"PUTNAM CITY","COOPER MS",55I001,55I001520,79,C+
2013,Oklahoma,"Putnam City","Coronado Heights ES",55I001,55I001115,81,B-
2014,Oklahoma,"Putnam City","Coronado Heights ES",55I001,55I001115,80,B-
2015,OKLAHOMA,"PUTNAM CITY","CORONADO HEIGHTS ES",55I001,55I001115,78,C+
2016,OKLAHOMA,"PUTNAM CITY","CORONADO HEIGHTS ES",55I001,55I001115,84,B
2013,Oklahoma,"Putnam City","Dennis ES",55I001,55I001116,85,B
2014,Oklahoma,"Putnam City","Dennis ES",55I001,55I001116,88,B+
2015,OKLAHOMA,"PUTNAM CITY","DENNIS ES",55I001,55I001116,84,B
2016,OKLAHOMA,"PUTNAM CITY","DENNIS ES",55I001,55I001116,90,A-
2013,Oklahoma,"Putnam City","Harvest Hills ES",55I001,55I001118,90,A-
2014,Oklahoma,"Putnam City","Harvest Hills ES",55I001,55I001118,80,B-
2015,OKLAHOMA,"PUTNAM CITY","HARVEST HILLS ES",55I001,55I001118,77,C+
2016,OKLAHOMA,"PUTNAM CITY","HARVEST HILLS ES",55I001,55I001118,85,B
2013,Oklahoma,"Putnam City","Hefner MS",55I001,55I001530,77,C+
2014,Oklahoma,"Putnam City","Hefner MS",55I001,55I001530,77,C+
2015,OKLAHOMA,"PUTNAM CITY","HEFNER MS",55I001,55I001530,79,C+
2016,OKLAHOMA,"PUTNAM CITY","HEFNER MS",55I001,55I001530,78,C+
2013,Oklahoma,"Putnam City","Hilldale ES",55I001,55I001120,71,C-
2014,Oklahoma,"Putnam City","Hilldale ES",55I001,55I001120,76,C
2015,OKLAHOMA,"PUTNAM CITY","HILLDALE ES",55I001,55I001120,83,B
2016,OKLAHOMA,"PUTNAM CITY","HILLDALE ES",55I001,55I001120,84,B
2015,OKLAHOMA,"PUTNAM CITY","JAMES L. CAPPS MS",55I001,55I001510,72,C-
2016,OKLAHOMA,"PUTNAM CITY","JAMES L. CAPPS MS",55I001,55I001510,76,C
2013,Oklahoma,"Putnam City","James L.Capps MS",55I001,55I001510,73,C
2014,Oklahoma,"Putnam City","James L.Capps MS",55I001,55I001510,72,C-
2013,Oklahoma,"Putnam City","Kirkland ES",55I001,55I001122,83,B
2014,Oklahoma,"Putnam City","Kirkland ES",55I001,55I001122,81,B-
2015,OKLAHOMA,"PUTNAM CITY","KIRKLAND ES",55I001,55I001122,79,C+
2016,OKLAHOMA,"PUTNAM CITY","KIRKLAND ES",55I001,55I001122,84,B
2013,Oklahoma,"Putnam City","Lake Park ES",55I001,55I001124,81,B-
2014,Oklahoma,"Putnam City","Lake Park ES",55I001,55I001124,66,D
2015,OKLAHOMA,"PUTNAM CITY","LAKE PARK ES",55I001,55I001124,78,C+
2016,OKLAHOMA,"PUTNAM CITY","LAKE PARK ES",55I001,55I001124,80,B-
2013,Oklahoma,"Putnam City","Mayfield MS",55I001,55I001540,54,F
2014,Oklahoma,"Putnam City","Mayfield MS",55I001,55I001540,69,D+
2015,OKLAHOMA,"PUTNAM CITY","MAYFIELD MS",55I001,55I001540,72,C-
2016,OKLAHOMA,"PUTNAM CITY","MAYFIELD MS",55I001,55I001540,70,C-
2013,Oklahoma,"Putnam City","Northridge ES",55I001,55I001125,83,B
2014,Oklahoma,"Putnam City","Northridge ES",55I001,55I001125,76,C
2015,OKLAHOMA,"PUTNAM CITY","NORTHRIDGE ES",55I001,55I001125,77,C+
2016,OKLAHOMA,"PUTNAM CITY","NORTHRIDGE ES",55I001,55I001125,80,B-
2013,Oklahoma,"Putnam City","Overholser ES",55I001,55I001126,81,B-
2014,Oklahoma,"Putnam City","Overholser ES",55I001,55I001126,78,C+
2015,OKLAHOMA,"PUTNAM CITY","OVERHOLSER ES",55I001,55I001126,85,B
2016,OKLAHOMA,"PUTNAM CITY","OVERHOLSER ES",55I001,55I001126,75,C
2013,Oklahoma,"Putnam City","Putnam City HS",55I001,55I001705,87,B+
2014,Oklahoma,"Putnam City","Putnam City HS",55I001,55I001705,75,C
2015,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY HS",55I001,55I001705,78,C+
2016,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY HS",55I001,55I001705,77,C+
2013,Oklahoma,"Putnam City","Putnam City North HS",55I001,55I001708,94,A
2014,Oklahoma,"Putnam City","Putnam City North HS",55I001,55I001708,86,B
2015,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY NORTH HS",55I001,55I001708,80,B-
2016,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY NORTH HS",55I001,55I001708,75,C
2013,Oklahoma,"Putnam City","Putnam City Smart Start Ec Ctr",55I001,55I001103,0,N/
2014,Oklahoma,"Putnam City","Putnam City Smart Start Ec Ctr",55I001,55I001103,NULL,NULL
2015,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY SMART START EC CTR",55I001,55I001103,NULL,N/
2016,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY SMART START EC CTR",55I001,55I001103,N/A,N/
2013,Oklahoma,"Putnam City","Putnam City West HS",55I001,55I001710,81,B-
2014,Oklahoma,"Putnam City","Putnam City West HS",55I001,55I001710,74,C
2015,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY WEST HS",55I001,55I001710,72,C-
2016,OKLAHOMA,"PUTNAM CITY","PUTNAM CITY WEST HS",55I001,55I001710,67,D+
2013,Oklahoma,"Putnam City","Ralph Downs ES",55I001,55I001117,78,C+
2014,Oklahoma,"Putnam City","Ralph Downs ES",55I001,55I001117,70,C-
2015,OKLAHOMA,"PUTNAM CITY","RALPH DOWNS ES",55I001,55I001117,83,B
2016,OKLAHOMA,"PUTNAM CITY","RALPH DOWNS ES",55I001,55I001117,81,B-
2013,Oklahoma,"Putnam City","Rollingwood ES",55I001,55I001127,91,A-
2014,Oklahoma,"Putnam City","Rollingwood ES",55I001,55I001127,87,B+
2015,OKLAHOMA,"PUTNAM CITY","ROLLINGWOOD ES",55I001,55I001127,84,B
2016,OKLAHOMA,"PUTNAM CITY","ROLLINGWOOD ES",55I001,55I001127,88,B+
2013,Oklahoma,"Putnam City","Tulakes ES",55I001,55I001128,88,B+
2014,Oklahoma,"Putnam City","Tulakes ES",55I001,55I001128,78,C+
2015,OKLAHOMA,"PUTNAM CITY","TULAKES ES",55I001,55I001128,84,B
2016,OKLAHOMA,"PUTNAM CITY","TULAKES ES",55I001,55I001128,87,B+
2013,Oklahoma,"Putnam City","Western Oaks ES",55I001,55I001130,81,B-
2014,Oklahoma,"Putnam City","Western Oaks ES",55I001,55I001130,68,D+
2015,OKLAHOMA,"PUTNAM CITY","WESTERN OAKS ES",55I001,55I001130,81,B-
2016,OKLAHOMA,"PUTNAM CITY","WESTERN OAKS ES",55I001,55I001130,75,C
2013,Oklahoma,"Putnam City","Western Oaks MS",55I001,55I001550,79,C+
2014,Oklahoma,"Putnam City","Western Oaks MS",55I001,55I001550,79,C+
2015,OKLAHOMA,"PUTNAM CITY","WESTERN OAKS MS",55I001,55I001550,70,C-
2016,OKLAHOMA,"PUTNAM CITY","WESTERN OAKS MS",55I001,55I001550,74,C
2013,Oklahoma,"Putnam City","Wiley Post ES",55I001,55I001133,70,C-
2014,Oklahoma,"Putnam City","Wiley Post ES",55I001,55I001133,61,D-
2015,OKLAHOMA,"PUTNAM CITY","WILEY POST ES",55I001,55I001133,72,C-
2016,OKLAHOMA,"PUTNAM CITY","WILEY POST ES",55I001,55I001133,71,C-
2013,Oklahoma,"Putnam City","Will Rogers ES",55I001,55I001134,85,B
2014,Oklahoma,"Putnam City","Will Rogers ES",55I001,55I001134,74,C
2015,OKLAHOMA,"PUTNAM CITY","WILL ROGERS ES",55I001,55I001134,70,C-
2016,OKLAHOMA,"PUTNAM CITY","WILL ROGERS ES",55I001,55I001134,78,C+
2013,Oklahoma,"Putnam City","Windsor Hills ES",55I001,55I001135,71,C-
2014,Oklahoma,"Putnam City","Windsor Hills ES",55I001,55I001135,61,D-
2015,OKLAHOMA,"PUTNAM CITY","WINDSOR HILLS ES",55I001,55I001135,70,C-
2016,OKLAHOMA,"PUTNAM CITY","WINDSOR HILLS ES",55I001,55I001135,71,C-
2013,Ottawa,Quapaw,"Quapaw ES",58I014,58I014105,62,D-
2014,Ottawa,Quapaw,"Quapaw ES",58I014,58I014105,67,D+
2015,OTTAWA,QUAPAW,"QUAPAW ES",58I014,58I014105,85,B
2016,OTTAWA,QUAPAW,"QUAPAW ES",58I014,58I014105,78,C+
2013,Ottawa,Quapaw,"Quapaw HS",58I014,58I014705,90,A-
2014,Ottawa,Quapaw,"Quapaw HS",58I014,58I014705,84,B
2015,OTTAWA,QUAPAW,"QUAPAW HS",58I014,58I014705,71,C-
2016,OTTAWA,QUAPAW,"QUAPAW HS",58I014,58I014705,66,D
2013,Ottawa,Quapaw,"Quapaw MS",58I014,58I014510,60,D-
2014,Ottawa,Quapaw,"Quapaw MS",58I014,58I014510,60,D-
2015,OTTAWA,QUAPAW,"QUAPAW MS",58I014,58I014510,61,D-
2016,OTTAWA,QUAPAW,"QUAPAW MS",58I014,58I014510,68,D+
2013,Pittsburg,Quinton,"Quinton ES",61I017,61I017105,66,D
2014,Pittsburg,Quinton,"Quinton ES",61I017,61I017105,68,D+
2015,PITTSBURG,QUINTON,"QUINTON ES",61I017,61I017105,61,D-
2016,PITTSBURG,QUINTON,"QUINTON ES",61I017,61I017105,60,D-
2013,Pittsburg,Quinton,"Quinton HS",61I017,61I017715,85,B
2014,Pittsburg,Quinton,"Quinton HS",61I017,61I017715,81,B-
2015,PITTSBURG,QUINTON,"QUINTON HS",61I017,61I017715,76,C
2016,PITTSBURG,QUINTON,"QUINTON HS",61I017,61I017715,70,C-
2013,Pushmataha,Rattan,"Rattan ES",64I001,64I001105,88,B+
2014,Pushmataha,Rattan,"Rattan ES",64I001,64I001105,75,C
2015,PUSHMATAHA,RATTAN,"RATTAN ES",64I001,64I001105,77,C+
2016,PUSHMATAHA,RATTAN,"RATTAN ES",64I001,64I001105,77,C+
2013,Pushmataha,Rattan,"Rattan HS",64I001,64I001705,101,A+
2014,Pushmataha,Rattan,"Rattan HS",64I001,64I001705,98,A+
2015,PUSHMATAHA,RATTAN,"RATTAN HS",64I001,64I001705,92,A-
2016,PUSHMATAHA,RATTAN,"RATTAN HS",64I001,64I001705,83,B
2013,Pushmataha,Rattan,"Rattan JHS",64I001,64I001610,86,B
2014,Pushmataha,Rattan,"Rattan JHS",64I001,64I001610,89,B+
2015,PUSHMATAHA,RATTAN,"RATTAN JHS",64I001,64I001610,82,B-
2016,PUSHMATAHA,RATTAN,"RATTAN JHS",64I001,64I001610,61,D-
2013,Johnston,Ravia,"Ravia Public School",35C010,35C010105,68,D+
2014,Johnston,Ravia,"Ravia Public School",35C010,35C010105,58,F
2015,JOHNSTON,RAVIA,"RAVIA PUBLIC SCHOOL",35C010,35C010105,73,C
2016,JOHNSTON,RAVIA,"RAVIA PUBLIC SCHOOL",35C010,35C010105,72,C-
2013,Latimer,"Red Oak","Red Oak ES",39I002,39I002105,73,C
2014,Latimer,"Red Oak","Red Oak ES",39I002,39I002105,70,C-
2015,LATIMER,"RED OAK","RED OAK ES",39I002,39I002105,71,C-
2016,LATIMER,"RED OAK","RED OAK ES",39I002,39I002105,71,C-
2013,Latimer,"Red Oak","Red Oak HS",39I002,39I002705,88,B+
2014,Latimer,"Red Oak","Red Oak HS",39I002,39I002705,92,A-
2015,LATIMER,"RED OAK","RED OAK HS",39I002,39I002705,88,B+
2016,LATIMER,"RED OAK","RED OAK HS",39I002,39I002705,76,C
2013,"Roger Mills",Reydon,"Reydon ES",65I006,65I006105,99,A+
2014,"Roger Mills",Reydon,"Reydon ES",65I006,65I006105,95,A
2015,"ROGER MILLS",REYDON,"REYDON ES",65I006,65I006105,102,A+
2016,"ROGER MILLS",REYDON,"REYDON ES",65I006,65I006105,87,B+
2013,"Roger Mills",Reydon,"Reydon HS",65I006,65I006705,104,A+
2014,"Roger Mills",Reydon,"Reydon HS",65I006,65I006705,102,A+
2015,"ROGER MILLS",REYDON,"REYDON HS",65I006,65I006705,98,A+
2016,"ROGER MILLS",REYDON,"REYDON HS",65I006,65I006705,97,A+
2013,Jefferson,Ringling,"Ringling ES",34I014,34I014105,61,D-
2014,Jefferson,Ringling,"Ringling ES",34I014,34I014105,62,D-
2015,JEFFERSON,RINGLING,"RINGLING ES",34I014,34I014105,54,F
2016,JEFFERSON,RINGLING,"RINGLING ES",34I014,34I014105,63,D
2013,Jefferson,Ringling,"Ringling HS",34I014,34I014705,84,B
2014,Jefferson,Ringling,"Ringling HS",34I014,34I014705,78,C+
2015,JEFFERSON,RINGLING,"RINGLING HS",34I014,34I014705,56,F
2016,JEFFERSON,RINGLING,"RINGLING HS",34I014,34I014705,73,C
2013,Jefferson,Ringling,"Ringling JHS",34I014,34I014610,53,F
2014,Jefferson,Ringling,"Ringling JHS",34I014,34I014610,60,D-
2015,JEFFERSON,RINGLING,"RINGLING JHS",34I014,34I014610,61,D-
2016,JEFFERSON,RINGLING,"RINGLING JHS",34I014,34I014610,57,F
2013,Major,Ringwood,"Ringwood ES",44I001,44I001105,83,B
2014,Major,Ringwood,"Ringwood ES",44I001,44I001105,60,D-
2015,MAJOR,RINGWOOD,"RINGWOOD ES",44I001,44I001105,69,D+
2016,MAJOR,RINGWOOD,"RINGWOOD ES",44I001,44I001105,69,D+
2013,Major,Ringwood,"Ringwood HS",44I001,44I001705,92,A-
2014,Major,Ringwood,"Ringwood HS",44I001,44I001705,83,B
2015,MAJOR,RINGWOOD,"RINGWOOD HS",44I001,44I001705,75,C
2016,MAJOR,RINGWOOD,"RINGWOOD HS",44I001,44I001705,62,D-
2013,Payne,Ripley,"Ripley ES",60I003,60I003105,81,B-
2014,Payne,Ripley,"Ripley ES",60I003,60I003105,91,A-
2015,PAYNE,RIPLEY,"RIPLEY ES",60I003,60I003105,80,B-
2016,PAYNE,RIPLEY,"RIPLEY ES",60I003,60I003105,65,D
2013,Payne,Ripley,"Ripley HS",60I003,60I003705,94,A
2014,Payne,Ripley,"Ripley HS",60I003,60I003705,97,A+
2015,PAYNE,RIPLEY,"RIPLEY HS",60I003,60I003705,95,A
2016,PAYNE,RIPLEY,"RIPLEY HS",60I003,60I003705,88,B+
2013,Canadian,Riverside,"Riverside Public School",09C029,09C029105,78,C+
2014,Canadian,Riverside,"Riverside Public School",9C029,09C029105,74,C
2015,CANADIAN,RIVERSIDE,"RIVERSIDE PUBLIC SCHOOL",09C029,09C029105,84,B
2016,CANADIAN,RIVERSIDE,"RIVERSIDE PUBLIC SCHOOL",09C029,09C029105,72,C-
2013,Cleveland,"Robin Hill","Robin Hill Public School",14C016,14C016105,88,B+
2014,Cleveland,"Robin Hill","Robin Hill Public School",14C016,14C016105,82,B-
2015,CLEVELAND,"ROBIN HILL","ROBIN HILL PUBLIC SCHOOL",14C016,14C016105,87,B+
2016,CLEVELAND,"ROBIN HILL","ROBIN HILL PUBLIC SCHOOL",14C016,14C016105,78,C+
2013,Bryan,"Rock Creek","Rock Creek ES",07I002,07I002105,67,D+
2014,Bryan,"Rock Creek","Rock Creek ES",7I002,07I002105,75,C
2015,BRYAN,"ROCK CREEK","ROCK CREEK ES",07I002,07I002105,69,D+
2016,BRYAN,"ROCK CREEK","ROCK CREEK ES",07I002,07I002105,72,C-
2013,Bryan,"Rock Creek","Rock Creek HS",07I002,07I002705,87,B+
2014,Bryan,"Rock Creek","Rock Creek HS",7I002,07I002705,93,A
2015,BRYAN,"ROCK CREEK","ROCK CREEK HS",07I002,07I002705,83,B
2016,BRYAN,"ROCK CREEK","ROCK CREEK HS",07I002,07I002705,75,C
2013,Adair,"Rocky Mountain","Rocky Mountain Public School",01C024,01C024105,78,C+
2014,Adair,"Rocky Mountain","Rocky Mountain Public School",1C024,01C024105,87,B+
2015,ADAIR,"ROCKY MOUNTAIN","ROCKY MOUNTAIN PUBLIC SCHOOL",01C024,01C024105,83,B
2016,ADAIR,"ROCKY MOUNTAIN","ROCKY MOUNTAIN PUBLIC SCHOOL",01C024,01C024105,71,C-
2013,Pontotoc,Roff,"Roff ES",62I037,62I037105,72,C-
2014,Pontotoc,Roff,"Roff ES",62I037,62I037105,75,C
2015,PONTOTOC,ROFF,"ROFF ES",62I037,62I037105,75,C
2016,PONTOTOC,ROFF,"ROFF ES",62I037,62I037105,79,C+
2013,Pontotoc,Roff,"Roff HS",62I037,62I037705,96,A
2014,Pontotoc,Roff,"Roff HS",62I037,62I037705,82,B-
2015,PONTOTOC,ROFF,"ROFF HS",62I037,62I037705,78,C+
2016,PONTOTOC,ROFF,"ROFF HS",62I037,62I037705,76,C
2013,Sequoyah,Roland,"Roland ES",68I005,68I005105,87,B+
2014,Sequoyah,Roland,"Roland ES",68I005,68I005105,74,C
2015,SEQUOYAH,ROLAND,"ROLAND ES",68I005,68I005105,71,C-
2016,SEQUOYAH,ROLAND,"ROLAND ES",68I005,68I005105,71,C-
2013,Sequoyah,Roland,"Roland HS",68I005,68I005705,88,B+
2014,Sequoyah,Roland,"Roland HS",68I005,68I005705,99,A+
2015,SEQUOYAH,ROLAND,"ROLAND HS",68I005,68I005705,81,B-
2016,SEQUOYAH,ROLAND,"ROLAND HS",68I005,68I005705,72,C-
2013,Sequoyah,Roland,"Roland JHS",68I005,68I005610,71,C-
2014,Sequoyah,Roland,"Roland JHS",68I005,68I005610,79,C+
2015,SEQUOYAH,ROLAND,"ROLAND JHS",68I005,68I005610,73,C
2016,SEQUOYAH,ROLAND,"ROLAND JHS",68I005,68I005610,62,D-
2013,Grady,"Rush Springs","Rush Springs ES",26I068,26I068105,73,C
2014,Grady,"Rush Springs","Rush Springs ES",26I068,26I068105,69,D+
2015,GRADY,"RUSH SPRINGS","RUSH SPRINGS ES",26I068,26I068105,67,D+
2016,GRADY,"RUSH SPRINGS","RUSH SPRINGS ES",26I068,26I068105,68,D+
2013,Grady,"Rush Springs","Rush Springs HS",26I068,26I068705,83,B
2014,Grady,"Rush Springs","Rush Springs HS",26I068,26I068705,84,B
2015,GRADY,"RUSH SPRINGS","RUSH SPRINGS HS",26I068,26I068705,92,A-
2016,GRADY,"RUSH SPRINGS","RUSH SPRINGS HS",26I068,26I068705,95,A
2013,Grady,"Rush Springs","Rush Springs MS",26I068,26I068505,78,C+
2014,Grady,"Rush Springs","Rush Springs MS",26I068,26I068505,73,C
2015,GRADY,"RUSH SPRINGS","RUSH SPRINGS MS",26I068,26I068505,67,D+
2016,GRADY,"RUSH SPRINGS","RUSH SPRINGS MS",26I068,26I068505,82,B-
2013,McIntosh,Ryal,"Ryal Public School",49C003,49C003105,87,B+
2014,McIntosh,Ryal,"Ryal Public School",49C003,49C003105,68,D+
2015,MCINTOSH,RYAL,"RYAL PUBLIC SCHOOL",49C003,49C003105,42,F
2016,MCINTOSH,RYAL,"RYAL PUBLIC SCHOOL",49C003,49C003105,50,F
2013,Jefferson,Ryan,"Ryan ES",34I001,34I001105,71,C-
2014,Jefferson,Ryan,"Ryan ES",34I001,34I001105,73,C
2015,JEFFERSON,RYAN,"RYAN ES",34I001,34I001105,61,D-
2016,JEFFERSON,RYAN,"RYAN ES",34I001,34I001105,73,C
2013,Jefferson,Ryan,"Ryan HS",34I001,34I001705,92,A-
2014,Jefferson,Ryan,"Ryan HS",34I001,34I001705,84,B
2015,JEFFERSON,RYAN,"RYAN HS",34I001,34I001705,65,D
2016,JEFFERSON,RYAN,"RYAN HS",34I001,34I001705,68,D+
2013,Mayes,Salina,"Salina ES",46I016,46I016105,75,C
2014,Mayes,Salina,"Salina ES",46I016,46I016105,74,C
2015,MAYES,SALINA,"SALINA ES",46I016,46I016105,67,D+
2016,MAYES,SALINA,"SALINA ES",46I016,46I016105,75,C
2013,Mayes,Salina,"Salina HS",46I016,46I016705,97,A+
2014,Mayes,Salina,"Salina HS",46I016,46I016705,85,B
2015,MAYES,SALINA,"SALINA HS",46I016,46I016705,83,B
2016,MAYES,SALINA,"SALINA HS",46I016,46I016705,76,C
2013,Mayes,Salina,"Salina MS",46I016,46I016505,79,C+
2014,Mayes,Salina,"Salina MS",46I016,46I016505,80,B-
2015,MAYES,SALINA,"SALINA MS",46I016,46I016505,76,C
2016,MAYES,SALINA,"SALINA MS",46I016,46I016505,88,B+
2013,Sequoyah,Sallisaw,"Eastside ES",68I001,68I001110,83,B
2014,Sequoyah,Sallisaw,"Eastside ES",68I001,68I001110,83,B
2015,SEQUOYAH,SALLISAW,"EASTSIDE ES",68I001,68I001110,72,C-
2016,SEQUOYAH,SALLISAW,"EASTSIDE ES",68I001,68I001110,75,C
2013,Sequoyah,Sallisaw,"Liberty ES",68I001,68I001105,83,B
2014,Sequoyah,Sallisaw,"Liberty ES",68I001,68I001105,73,C
2015,SEQUOYAH,SALLISAW,"LIBERTY ES",68I001,68I001105,72,C-
2016,SEQUOYAH,SALLISAW,"LIBERTY ES",68I001,68I001105,75,C
2013,Sequoyah,Sallisaw,"Sallisaw HS",68I001,68I001705,78,C+
2014,Sequoyah,Sallisaw,"Sallisaw HS",68I001,68I001705,75,C
2015,SEQUOYAH,SALLISAW,"SALLISAW HS",68I001,68I001705,80,B-
2016,SEQUOYAH,SALLISAW,"SALLISAW HS",68I001,68I001705,76,C
2013,Sequoyah,Sallisaw,"Tommie Spear MS",68I001,68I001510,81,B-
2014,Sequoyah,Sallisaw,"Tommie Spear MS",68I001,68I001510,78,C+
2015,SEQUOYAH,SALLISAW,"TOMMIE SPEAR MS",68I001,68I001510,77,C+
2016,SEQUOYAH,SALLISAW,"TOMMIE SPEAR MS",68I001,68I001510,77,C+
2013,Tulsa,"Sand Springs","Angus Valley ES",72I002,72I002104,87,B+
2014,Tulsa,"Sand Springs","Angus Valley ES",72I002,72I002104,84,B
2015,TULSA,"SAND SPRINGS","ANGUS VALLEY ES",72I002,72I002104,86,B
2016,TULSA,"SAND SPRINGS","ANGUS VALLEY ES",72I002,72I002104,97,A+
2013,Tulsa,"Sand Springs","Central 9th Grade Ctr",72I002,72I002615,98,A+
2014,Tulsa,"Sand Springs","Central 9th Grade Ctr",72I002,72I002615,89,B+
2015,TULSA,"SAND SPRINGS","CENTRAL 9TH GRADE CTR",72I002,72I002615,89,B+
2016,TULSA,"SAND SPRINGS","CENTRAL 9TH GRADE CTR",72I002,72I002615,94,A
2013,Tulsa,"Sand Springs","Charles Page HS",72I002,72I002705,85,B
2014,Tulsa,"Sand Springs","Charles Page HS",72I002,72I002705,85,B
2015,TULSA,"SAND SPRINGS","CHARLES PAGE HS",72I002,72I002705,77,C+
2016,TULSA,"SAND SPRINGS","CHARLES PAGE HS",72I002,72I002705,71,C-
2013,Tulsa,"Sand Springs","Clyde Boyd MS",72I002,72I002520,75,C
2014,Tulsa,"Sand Springs","Clyde Boyd MS",72I002,72I002520,75,C
2015,TULSA,"SAND SPRINGS","CLYDE BOYD MS",72I002,72I002520,74,C
2016,TULSA,"SAND SPRINGS","CLYDE BOYD MS",72I002,72I002520,74,C
2013,Tulsa,"Sand Springs","Garfield ES",72I002,72I002110,73,C
2014,Tulsa,"Sand Springs","Garfield ES",72I002,72I002110,68,D+
2015,TULSA,"SAND SPRINGS","GARFIELD ES",72I002,72I002110,71,C-
2016,TULSA,"SAND SPRINGS","GARFIELD ES",72I002,72I002110,71,C-
2013,Tulsa,"Sand Springs","Limestone ES",72I002,72I002120,77,C+
2014,Tulsa,"Sand Springs","Limestone ES",72I002,72I002120,85,B
2015,TULSA,"SAND SPRINGS","LIMESTONE ES",72I002,72I002120,79,C+
2016,TULSA,"SAND SPRINGS","LIMESTONE ES",72I002,72I002120,85,B
2013,Tulsa,"Sand Springs","Northwoods Fine Arts Academy",72I002,72I002105,73,C
2014,Tulsa,"Sand Springs","Northwoods Fine Arts Academy",72I002,72I002105,58,F
2015,TULSA,"SAND SPRINGS","NORTHWOODS FINE ARTS ACADEMY",72I002,72I002105,71,C-
2016,TULSA,"SAND SPRINGS","NORTHWOODS FINE ARTS ACADEMY",72I002,72I002105,71,C-
2013,Tulsa,"Sand Springs","Pratt ES",72I002,72I002123,96,A
2014,Tulsa,"Sand Springs","Pratt ES",72I002,72I002123,86,B
2015,TULSA,"SAND SPRINGS","PRATT ES",72I002,72I002123,88,B+
2016,TULSA,"SAND SPRINGS","PRATT ES",72I002,72I002123,84,B
2013,Tulsa,"Sand Springs","Sand Springs Ec Ctr",72I002,72I002103,0,N/
2014,Tulsa,"Sand Springs","Sand Springs Ec Ctr",72I002,72I002103,NULL,NULL
2015,TULSA,"SAND SPRINGS","SAND SPRINGS EC CTR",72I002,72I002103,NULL,N/
2016,TULSA,"SAND SPRINGS","SAND SPRINGS EC CTR",72I002,72I002103,N/A,N/
2014,Tulsa,"Sankofa Middle Schl (Charter)","Sankofa Middle School",72G004,72G004974,45,F
2015,TULSA,"SANKOFA MIDDLE SCHL (CHARTER)","SANKOFA MIDDLE SCHOOL",72G004,72G004974,64,D
2016,TULSA,"SANKOFA MIDDLE SCHL (CHARTER)","SANKOFA MIDDLE SCHOOL",72G004,72G004974,83,B
2013,Oklahoma,"Santa Fe South ES (Charter)","Santa Fe South ES (Charter)",55E007,55E007977,57,F
2014,Oklahoma,"Santa Fe South ES (Charter)","Santa Fe South ES (Charter)",55G001,55G001971,69,D+
2015,OKLAHOMA,"SANTA FE SOUTH ES (CHARTER)","SANTA FE SOUTH ES (CHARTER)",55E007,55E007977,71,C-
2016,OKLAHOMA,"SANTA FE SOUTH ES (CHARTER)","SANTA FE SOUTH ES (CHARTER)",55G001,55G001971,56,F
2013,Creek,Sapulpa,"Freedom ES",19I033,19I033150,90,A-
2014,Creek,Sapulpa,"Freedom ES",19I033,19I033150,81,B-
2015,CREEK,SAPULPA,"FREEDOM ES",19I033,19I033150,86,B
2016,CREEK,SAPULPA,"FREEDOM ES",19I033,19I033150,99,A+
2013,Creek,Sapulpa,"Holmes Park ES",19I033,19I033165,69,D+
2014,Creek,Sapulpa,"Holmes Park ES",19I033,19I033165,66,D
