Year,DistrictName,SchoolName,DistrictKey,DistrictCode,SiteCode,FullCode,DropOutRate,AP_participationIndex,AP_PerformanceIndex,GradRate,LowPerfm_Grade8,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,EOIPerformanceRate,AchievedGrowthTarget,OverallParticipation_County
2013,Balko,Balko ES,I075,,105,,0.05,0.05,,,,,,,,190
2014,Balko,Balko ES,I075,,105,04I075105,0.05,0.14,,,,,,,,222
2015,BALKO,BALKO ES,I075,04I075,105,04I075105,0.05,0.05,,,0,,0,0,0,245
2016,BALKO,BALKO ES,I075,,105,04I075105,0.05,0.05,,,0,,0,0,0,231
2013,Balko,Balko HS,I075,,705,,,0.24,0.95,0.95,,0.7,0.57,0.5,,94
2014,Balko,Balko HS,I075,,705,04I075705,,0.67,0.89,0.95,0.95,0.8,0.58,0.5,4,68
2015,BALKO,BALKO HS,I075,04I075,705,04I075705,,0.89,0.95,0.93,0,0.95,0.8,0.57,5,83
2016,BALKO,BALKO HS,I075,,705,04I075705,,0.05,,0.91,0.5,0.89,0.38,0.8,3,71
2013,Banner,Banner Public School,C031,,105,,0.05,0.06,,,,,,,,295
2014,Banner,Banner Public School,C031,,105,09C031105,0.05,0.09,,,,,,,,354
2015,BANNER,BANNER PUBLIC SCHOOL,C031,09C031,105,09C031105,0.05,0.95,,,0,,0,0,0,420
2016,BANNER,BANNER PUBLIC SCHOOL,C031,,105,09C031105,0.05,0.95,,,0,,0,0,0,321
2013,Barnsdall,Barnsdall ES,I029,,105,,,,,,,,,,,381
2014,Barnsdall,Barnsdall ES,I029,,105,57I029105,,,,,,,,,,342
2015,BARNSDALL,BARNSDALL ES,I029,57I029,105,57I029105,,,,,0,,0,0,0,245
2016,BARNSDALL,BARNSDALL ES,I029,,105,57I029105,,,,,0,,0,0,0,232
2013,Barnsdall,Barnsdall HS,I029,,715,,,0.84,0.83,0.84,0.95,0.63,0.32,0.68,,201
2014,Barnsdall,Barnsdall HS,I029,,715,57I029715,,0.95,0.38,0.95,0.95,0.76,0.41,0.68,4,207
2015,BARNSDALL,BARNSDALL HS,I029,57I029,715,57I029715,,0.95,0.95,0.86,0.81,0.57,0.23,0.47,1,191
2016,BARNSDALL,BARNSDALL HS,I029,,715,57I029715,,0.95,0.95,0.81,0.67,0.74,0.43,0.27,2,167
2013,Barnsdall,Barnsdall JHS,I029,,615,,0.05,0.53,,,,,,,,178
2014,Barnsdall,Barnsdall JHS,I029,,615,57I029615,0.05,0.06,,,,,,,,241
2015,BARNSDALL,BARNSDALL JHS,I029,57I029,615,57I029615,0.05,0.95,,,0,,0,0,0,367
2016,BARNSDALL,BARNSDALL JHS,I029,,615,57I029615,0.05,0.07,,,0,,0,0,0,253
2013,Bartlesville,Bartlesville HS,I030,,705,,,0.95,0.75,0.84,0.8,0.74,0.71,0.8,,1018
2014,Bartlesville,Bartlesville HS,I030,,705,74I030705,,0.78,0.57,0.9,0.88,0.74,0.77,0.8,5,1017
2015,BARTLESVILLE,BARTLESVILLE HS,I030,74I030,705,74I030705,,0.95,0.95,0.85,0.69,0.75,0.74,0.83,3,886
2016,BARTLESVILLE,BARTLESVILLE HS,I030,,705,74I030705,,0.95,0.95,0.84,0.62,0.74,0.72,0.77,2,2438
2013,Bartlesville,Bartlesville Mhs,I030,,710,,0.05,0.95,,,,,,,,1479
2014,Bartlesville,Bartlesville Mhs,I030,,710,74I030710,0.05,0.92,,,,,,,,1482
2015,BARTLESVILLE,BARTLESVILLE MHS,I030,74I030,710,74I030710,0.05,0.95,,,0,,0,0,0,1624
2013,Bartlesville,Central MS,I030,,505,,0.05,0.95,,,,,,,,1795
2014,Bartlesville,Central MS,I030,,505,74I030505,0.05,0.95,,,,,,,,2115
2015,BARTLESVILLE,CENTRAL MS,I030,74I030,505,74I030505,0.05,0.95,,,0,,0,0,0,2351
2016,BARTLESVILLE,CENTRAL MS,I030,,505,74I030505,0.05,0.95,,,0,,0,0,0,1835
2013,Bartlesville,Hoover ES,I030,,120,,,,,,,,,,,479
2014,Bartlesville,Hoover ES,I030,,120,74I030120,,,,,,,,,,497
2015,BARTLESVILLE,HOOVER ES,I030,74I030,120,74I030120,,,,,0,,0,0,0,556
2016,BARTLESVILLE,HOOVER ES,I030,,120,74I030120,,,,,0,,0,0,0,524
2013,Bartlesville,Jane Phillips ES,I030,,130,,,,,,,,,,,371
2014,Bartlesville,Jane Phillips ES,I030,,130,74I030130,,,,,,,,,,437
2015,BARTLESVILLE,JANE PHILLIPS ES,I030,74I030,130,74I030130,,,,,0,,0,0,0,412
2016,BARTLESVILLE,JANE PHILLIPS ES,I030,,130,74I030130,,,,,0,,0,0,0,398
2013,Bartlesville,Madison MS,I030,,510,,0.05,0.95,,,,,,,,1830
2014,Bartlesville,Madison MS,I030,,510,74I030510,0.05,0.89,,,,,,,,1916
2015,BARTLESVILLE,MADISON MS,I030,74I030,510,74I030510,0.05,0.95,,,0,,0,0,0,2013
2016,BARTLESVILLE,MADISON MS,I030,,510,74I030510,0.05,0.95,,,0,,0,0,0,1890
2013,Bartlesville,Ranch Heights ES,I030,,160,,,,,,,,,,,556
2014,Bartlesville,Ranch Heights ES,I030,,160,74I030160,,,,,,,,,,678
2015,BARTLESVILLE,RANCH HEIGHTS ES,I030,74I030,160,74I030160,,,,,0,,0,0,0,696
2016,BARTLESVILLE,RANCH HEIGHTS ES,I030,,160,74I030160,,,,,0,,0,0,0,594
2013,Bartlesville,Richard Kane ES,I030,,110,,,,,,,,,,,509
2014,Bartlesville,Richard Kane ES,I030,,110,74I030110,,,,,,,,,,627
2015,BARTLESVILLE,RICHARD KANE ES,I030,74I030,110,74I030110,,,,,0,,0,0,0,629
2016,BARTLESVILLE,RICHARD KANE ES,I030,,110,74I030110,,,,,0,,0,0,0,540
2013,Bartlesville,Wayside ES,I030,,175,,,,,,,,,,,673
2014,Bartlesville,Wayside ES,I030,,175,74I030175,,,,,,,,,,775
2015,BARTLESVILLE,WAYSIDE ES,I030,74I030,175,74I030175,,,,,0,,0,0,0,778
2016,BARTLESVILLE,WAYSIDE ES,I030,,175,74I030175,,,,,0,,0,0,0,710
2013,Bartlesville,Woodrow Wilson ES,I030,,185,,,,,,,,,,,665
2014,Bartlesville,Woodrow Wilson ES,I030,,185,74I030185,,,,,,,,,,719
2015,BARTLESVILLE,WOODROW WILSON ES,I030,74I030,185,74I030185,,,,,0,,0,0,0,718
2016,BARTLESVILLE,WOODROW WILSON ES,I030,,185,74I030185,,,,,0,,0,0,0,580
2013,Battiest,Battiest ES,I071,,105,,0.05,0.08,,,,,,,,336
2014,Battiest,Battiest ES,I071,,105,48I071105,0.05,0.05,,,,,,,,376
2015,BATTIEST,BATTIEST ES,I071,48I071,105,48I071105,0.05,0.05,,,0,,0,0,0,377
2016,BATTIEST,BATTIEST ES,I071,,105,48I071105,0.05,0.06,,,0,,0,0,0,334
2013,Battiest,Battiest HS,I071,,715,,,0.95,0.5,0.95,0.95,0.67,0.5,0.78,,110
2014,Battiest,Battiest HS,I071,,715,48I071715,,0.95,0.41,0.75,0.4,0.57,0.38,0.78,1,108
2015,BATTIEST,BATTIEST HS,I071,48I071,715,48I071715,,0.67,0.95,0.92,0.86,0.63,0.25,0,5,113
2016,BATTIEST,BATTIEST HS,I071,,715,48I071715,,0.36,0.95,0.76,0.33,0.6,0.33,0.75,2,153
2013,Bearden,Bearden Public School,C029,,105,,0.05,0.05,,,,,,,,188
2014,Bearden,Bearden Public School,C029,,105,54C029105,0.05,0.05,,,,,,,,181
2015,BEARDEN,BEARDEN PUBLIC SCHOOL,C029,54C029,105,54C029105,0.05,0.05,,,0,,0,0,0,149
2016,BEARDEN,BEARDEN PUBLIC SCHOOL,C029,,105,54C029105,0.05,0.05,,,0,,0,0,0,124
2013,Beaver,Beaver ES,I022,,105,,0.05,0.05,,,,,,,,385
2014,Beaver,Beaver ES,I022,,105,04I022105,0.05,0.05,,,,,,,,495
2015,BEAVER,BEAVER ES,I022,04I022,105,04I022105,0.05,0.05,,,0,,0,0,0,491
2016,BEAVER,BEAVER ES,I022,,105,04I022105,0.05,0.05,,,0,,0,0,0,440
2013,Beaver,Beaver HS,I022,,705,,,0.05,,0.95,0.95,0.94,0.67,0.8,,151
2014,Beaver,Beaver HS,I022,,705,04I022705,,0.05,,0.88,0.83,0.95,0.48,0.8,2,144
2015,BEAVER,BEAVER HS,I022,04I022,705,04I022705,,0.05,,0.88,0.75,0.73,0.5,0.59,0,159
2016,BEAVER,BEAVER HS,I022,,705,04I022705,,0.07,0.95,0.83,0.89,0.78,0.39,0.5,3,151
2013,Beggs,Beggs ES,I004,,105,,,,,,,,,,,342
2014,Beggs,Beggs ES,I004,,105,56I004105,,,,,,,,,,342
2015,BEGGS,BEGGS ES,I004,56I004,105,56I004105,,,,,0,,0,0,0,348
2016,BEGGS,BEGGS ES,I004,,105,56I004105,,,,,0,,0,0,0,318
2013,Beggs,Beggs HS,I004,,705,,,0.93,0.85,0.88,0.9,0.72,0.43,0.56,,608
2014,Beggs,Beggs HS,I004,,705,56I004705,,0.88,0.83,0.9,0.85,0.95,0.46,0.57,4,578
2015,BEGGS,BEGGS HS,I004,56I004,705,56I004705,,0.9,0.95,0.83,0.83,0.76,0.38,0.64,3,482
2016,BEGGS,BEGGS HS,I004,,705,56I004705,,0.95,0.95,0.87,0.81,0.75,0.39,0.49,3,406
2013,Beggs,Beggs MS,I004,,505,,0.05,0.32,,,,,,,,547
2014,Beggs,Beggs MS,I004,,505,56I004505,0.05,0.26,,,,,,,,696
2015,BEGGS,BEGGS MS,I004,56I004,505,56I004505,0.05,0.15,,,0,,0,0,0,1368
2016,BEGGS,BEGGS MS,I004,,505,56I004505,0.05,0.14,,,0,,0,0,0,1127
2013,Beggs,Beggs Upper ES,I004,,405,,,,,,,,,,,543
2014,Beggs,Beggs Upper ES,I004,,405,56I004405,,,,,,,,,,598
2013,Belfonte,Belfonte Bell ES (Adair Cnty),C050,,110,,0.05,0.05,,,,,,,,139
2014,Belfonte,Belfonte Bell ES (Adair Cnty),C050,,110,68C050110,0.05,0.05,,,,,,,,184
2015,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),C050,68C050,110,68C050110,0.05,0.05,,,0,,0,0,0,125
2016,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),C050,,110,68C050110,0.05,0.05,,,0,,0,0,0,151
2013,Belfonte,Belfonte Public School,C050,,105,,0.05,0.24,,,,,,,,179
2014,Belfonte,Belfonte Public School,C050,,105,68C050105,0.05,0.05,,,,,,,,122
2015,BELFONTE,BELFONTE PUBLIC SCHOOL,C050,68C050,105,68C050105,0.05,0.07,,,0,,0,0,0,160
2016,BELFONTE,BELFONTE PUBLIC SCHOOL,C050,,105,68C050105,0.05,0.09,,,0,,0,0,0,173
2013,Bennington,Bennington ES,I040,,105,,0.05,0.05,,,,,,,,276
2014,Bennington,Bennington ES,I040,,105,07I040105,0.05,0.05,,,,,,,,367
2015,BENNINGTON,BENNINGTON ES,I040,07I040,105,07I040105,0.05,0.05,,,0,,0,0,0,385
2016,BENNINGTON,BENNINGTON ES,I040,,105,07I040105,0.05,0.08,,,0,,0,0,0,352
2013,Bennington,Bennington HS,I040,,705,,,0.48,0.95,0.94,0.67,0.64,0.64,0.7,,115
2014,Bennington,Bennington HS,I040,,705,07I040705,,0.1,0.95,0.95,0.95,0.63,0.2,0.7,3,126
2015,BENNINGTON,BENNINGTON HS,I040,07I040,705,07I040705,,0.17,0.86,0.95,0,0.59,0.38,0.65,4,133
2016,BENNINGTON,BENNINGTON HS,I040,,705,07I040705,,0.65,0.95,0.88,0.86,0.44,0.5,0.33,3,133
2013,Berryhill,Berryhill ES South,I010,,105,,,,,,,,,,,865
2014,Berryhill,Berryhill ES South,I010,,105,72I010105,,,,,,,,,,963
2015,BERRYHILL,BERRYHILL ES SOUTH,I010,72I010,105,72I010105,,,,,0,,0,0,0,915
2016,BERRYHILL,BERRYHILL ES SOUTH,I010,,105,72I010105,,,,,0,,0,0,0,836
2013,Berryhill,Berryhill HS,I010,,705,,,0.67,0.82,0.95,0.9,0.79,0.61,0.76,,716
2014,Berryhill,Berryhill HS,I010,,705,72I010705,,0.69,0.87,0.95,0.95,0.77,0.61,0.76,4,762
2015,BERRYHILL,BERRYHILL HS,I010,72I010,705,72I010705,,0.78,0.95,0.95,0.86,0.76,0.66,0.76,4,723
2016,BERRYHILL,BERRYHILL HS,I010,,705,72I010705,,0.77,0.95,0.92,0.86,0.74,0.59,0.76,4,580
2013,Berryhill,Berryhill MS,I010,,510,,0.05,0.29,,,,,,,,584
2014,Berryhill,Berryhill MS,I010,,510,72I010510,0.05,0.95,,,,,,,,657
2015,BERRYHILL,BERRYHILL MS,I010,72I010,510,72I010510,0.05,0.74,,,0,,0,0,0,717
2016,BERRYHILL,BERRYHILL MS,I010,,510,72I010510,0.05,0.76,,,0,,0,0,0,668
2013,Bethany,Bethany HS,I088,,705,,,0.77,0.87,0.88,0.71,0.93,0.69,0.9,,834
2014,Bethany,Bethany HS,I088,,705,55I088705,,0.95,0.51,0.95,0.87,0.83,0.67,0.9,5,835
2015,BETHANY,BETHANY HS,I088,55I088,705,55I088705,,0.68,0.95,0.93,0.87,0.95,0.73,0.93,5,834
2016,BETHANY,BETHANY HS,I088,,705,55I088705,,0.47,0.95,0.86,0.65,0.95,0.69,0,3,764
2013,Bethany,Bethany MS,I088,,505,,0.05,0.28,,,,,,,,1045
2014,Bethany,Bethany MS,I088,,505,55I088505,0.05,0.75,,,,,,,,1109
2015,BETHANY,BETHANY MS,I088,55I088,505,55I088505,0.05,0.53,,,0,,0,0,0,1227
2016,BETHANY,BETHANY MS,I088,,505,55I088505,0.05,0.55,,,0,,0,0,0,1155
2013,Bethany,Children'S Ctr,I088,,110,,0.05,0.05,,,,,,,,
2014,Bethany,Children'S Ctr,I088,,110,55I088110,0.05,0.05,,,,,,,,74
2015,BETHANY,CHILDREN'S CTR,I088,55I088,110,55I088110,0.05,0.05,,,0,,0,0,0,0
2016,BETHANY,CHILDREN'S CTR,I088,,110,55I088110,0.05,0.05,,,0,,0,0,0,0
2013,Bethany,Earl Harris ES,I088,,105,,,,,,,,,,,878
2014,Bethany,Earl Harris ES,I088,,105,55I088105,,,,,,,,,,1009
2015,BETHANY,EARL HARRIS ES,I088,55I088,105,55I088105,,,,,0,,0,0,0,1024
2016,BETHANY,EARL HARRIS ES,I088,,105,55I088105,,,,,0,,0,0,0,874
2013,Bethel,Bethel ES,I003,,105,,,,,,,,,,,755
2014,Bethel,Bethel ES,I003,,105,63I003105,,,,,,,,,,880
2015,BETHEL,BETHEL ES,I003,63I003,105,63I003105,,,,,0,,0,0,0,812
2016,BETHEL,BETHEL ES,I003,,105,63I003105,,,,,0,,0,0,0,799
2013,Bethel,Bethel HS,I003,,705,,,0.64,0.84,0.86,0.91,0.69,0.71,0.7,,581
2014,Bethel,Bethel HS,I003,,705,63I003705,,0.41,0.95,0.92,0.86,0.73,0.61,0.7,4,614
2015,BETHEL,BETHEL HS,I003,63I003,705,63I003705,,0.53,0.95,0.93,0.86,0.64,0.61,0.66,3,626
2016,BETHEL,BETHEL HS,I003,,705,63I003705,,0.87,0.95,0.92,0.81,0.7,0.58,0.6,3,635
2013,Bethel,Bethel MS,I003,,505,,0.05,0.44,,,,,,,,853
2014,Bethel,Bethel MS,I003,,505,63I003505,0.05,0.05,,,,,,,,966
2015,BETHEL,BETHEL MS,I003,63I003,505,63I003505,0.05,0.08,,,0,,0,0,0,1102
2016,BETHEL,BETHEL MS,I003,,505,63I003505,0.05,0.3,,,0,,0,0,0,907
2013,Big Pasture,Big Pasture ES,I333,,105,,0.05,0.05,,,,,,,,220
2014,Big Pasture,Big Pasture ES,I333,,105,17I333105,0.05,0.05,,,,,,,,254
2015,BIG PASTURE,BIG PASTURE ES,I333,17I333,105,17I333105,0.05,0.05,,,0,,0,0,0,248
2016,BIG PASTURE,BIG PASTURE ES,I333,,105,17I333105,0.05,0.64,,,0,,0,0,0,262
2013,Big Pasture,Big Pasture HS,I333,,705,,,0.33,0.89,0.95,0.95,0.92,0.5,0.83,,104
2014,Big Pasture,Big Pasture HS,I333,,705,17I333705,,0.77,0.89,0.95,0.95,0.83,0.67,0.83,5,75
2015,BIG PASTURE,BIG PASTURE HS,I333,17I333,705,17I333705,,0.79,0.89,0.95,0,0.54,0.71,0.83,5,79
2016,BIG PASTURE,BIG PASTURE HS,I333,,705,17I333705,,0.64,0.95,0.87,0.83,0.83,0.5,0.62,2,70
2013,Billings,Billings ES,I002,,105,,0.05,0.83,,,,,,,,52
2014,Billings,Billings ES,I002,,105,52I002105,0.05,0.79,,,,,,,,84
2015,BILLINGS,BILLINGS ES,I002,52I002,105,52I002105,0.05,0.05,,,0,,0,0,0,93
2016,BILLINGS,BILLINGS ES,I002,,105,52I002105,0.05,0.06,,,0,,0,0,0,99
2013,Billings,Billings HS,I002,,705,,,0.05,,0.5,0.5,0.4,0.5,0.25,,41
2014,Billings,Billings HS,I002,,705,52I002705,,0.05,,0.8,0.95,0.25,0.05,0.5,3,27
2015,BILLINGS,BILLINGS HS,I002,52I002,705,52I002705,,0.05,,0.95,0,0.67,0.5,0.25,3,30
2016,BILLINGS,BILLINGS HS,I002,,705,52I002705,,0.05,,0.33,0.33,0.6,0,0,2,35
2013,Binger-Oney,Binger-Oney ES,I168,,105,,0.05,0.95,,,,,,,,436
2014,Binger-Oney,Binger-Oney ES,I168,,105,08I168105,0.05,0.12,,,,,,,,534
2015,BINGER-ONEY,BINGER-ONEY ES,I168,08I168,105,08I168105,0.05,0.05,,,0,,0,0,0,548
2016,BINGER-ONEY,BINGER-ONEY ES,I168,,105,08I168105,0.05,0.05,,,0,,0,0,0,446
2013,Binger-Oney,Binger-Oney HS,I168,,705,,,0.16,0.95,0.95,0.95,0.76,0.31,0.57,,180
2014,Binger-Oney,Binger-Oney HS,I168,,705,08I168705,,0.54,0.93,0.95,0.95,0.58,0.21,0.57,3,229
2015,BINGER-ONEY,BINGER-ONEY HS,I168,08I168,705,08I168705,,0.7,0.95,0.85,0.89,0.48,0.33,0.45,3,187
2016,BINGER-ONEY,BINGER-ONEY HS,I168,,705,08I168705,,0.77,0.95,0.92,0.92,0.9,0.57,0.42,4,171
2013,Bishop,Bishop Public School,C049,,105,,,,,,,,,,,553
2014,Bishop,Bishop Public School,C049,,105,16C049105,,,,,,,,,,608
2015,BISHOP,BISHOP PUBLIC SCHOOL,C049,16C049,105,16C049105,,,,,0,,0,0,0,619
2016,BISHOP,BISHOP PUBLIC SCHOOL,C049,,105,16C049105,,,,,0,,0,0,0,576
2013,Bixby,Bixby HS,I004,,705,,,0.91,0.67,0.94,0.93,0.76,0.71,0.79,,2310
2014,Bixby,Bixby HS,I004,,705,72I004705,,0.77,0.43,0.93,0.87,0.81,0.71,0.79,4,2318
2015,BIXBY,BIXBY HS,I004,72I004,705,72I004705,,0.73,0.95,0.91,0.82,0.72,0.74,0.82,4,2413
2016,BIXBY,BIXBY HS,I004,,705,72I004705,,0.83,0.95,0.88,0.73,0.75,0.77,0.73,2,2505
2013,Bixby,Bixby MS,I004,,505,,0.05,0.76,,,,,,,,2542
2014,Bixby,Bixby MS,I004,,505,72I004505,0.05,0.95,,,,,,,,2948
2015,BIXBY,BIXBY MS,I004,72I004,505,72I004505,0.05,0.95,,,0,,0,0,0,3481
2016,BIXBY,BIXBY MS,I004,,505,72I004505,0.05,0.95,,,0,,0,0,0,3081
2013,Bixby,Bixby North ES,I004,,120,,,,,,,,,,,498
2014,Bixby,Bixby North ES,I004,,120,72I004120,,,,,,,,,,381
2015,BIXBY,BIXBY NORTH ES,I004,72I004,120,72I004120,,,,,0,,0,0,0,412
2016,BIXBY,BIXBY NORTH ES,I004,,120,72I004120,,,,,0,,0,0,0,418
2013,Bixby,Central ES,I004,,110,,,,,,,,,,,346
2014,Bixby,Central ES,I004,,110,72I004110,,,,,,,,,,366
2015,BIXBY,CENTRAL ES,I004,72I004,110,72I004110,,,,,0,,0,0,0,382
2016,BIXBY,CENTRAL ES,I004,,110,72I004110,,,,,0,,0,0,0,410
2013,Bixby,Central Intermediate School,I004,,140,,,,,,,,,,,1382
2014,Bixby,Central Intermediate School,I004,,140,72I004140,,,,,,,,,,1518
2015,BIXBY,CENTRAL INTERMEDIATE SCHOOL,I004,72I004,140,72I004140,,,,,0,,0,0,0,1580
2016,BIXBY,CENTRAL INTERMEDIATE SCHOOL,I004,,140,72I004140,,,,,0,,0,0,0,1508
2013,Bixby,North Intermediate School,I004,,130,,,,,,,,,,,1935
2014,Bixby,North Intermediate School,I004,,130,72I004130,,,,,,,,,,1592
2015,BIXBY,NORTH INTERMEDIATE SCHOOL,I004,72I004,130,72I004130,,,,,0,,0,0,0,1652
2016,BIXBY,NORTH INTERMEDIATE SCHOOL,I004,,130,72I004130,,,,,0,,0,0,0,1478
2014,Bixby,Northeast ES And Is,I004,,150,72I004150,,,,,,,,,,821
2015,BIXBY,NORTHEAST ES AND IS,I004,72I004,150,72I004150,,,,,0,,0,0,0,781
2016,BIXBY,NORTHEAST ES AND IS,I004,,150,72I004150,,,,,0,,0,0,0,844
2013,Blackwell,Blackwell ES,I045,,125,,,,,,,,,,,807
2014,Blackwell,Blackwell ES,I045,,125,36I045125,,,,,,,,,,910
2015,BLACKWELL,BLACKWELL ES,I045,36I045,125,36I045125,,,,,0,,0,0,0,789
2016,BLACKWELL,BLACKWELL ES,I045,,125,36I045125,,,,,0,,0,0,0,726
2013,Blackwell,Blackwell HS,I045,,705,,,0.25,0.71,0.66,0.52,0.53,0.6,0.69,,636
2014,Blackwell,Blackwell HS,I045,,705,36I045705,,0.95,0.14,0.82,0.69,0.95,0.43,0.69,4,622
2015,BLACKWELL,BLACKWELL HS,I045,36I045,705,36I045705,,0.22,0.95,0.72,0.59,0.72,0.5,0.73,3,662
2016,BLACKWELL,BLACKWELL HS,I045,,705,36I045705,,0.77,0.93,0.75,0.64,0.54,0.48,0.63,4,721
2013,Blackwell,Blackwell MS,I045,,505,,0.05,0.05,,,,,,,,892
2014,Blackwell,Blackwell MS,I045,,505,36I045505,0.05,0.59,,,,,,,,962
2015,BLACKWELL,BLACKWELL MS,I045,36I045,505,36I045505,0.05,0.05,,,0,,0,0,0,990
2016,BLACKWELL,BLACKWELL MS,I045,,505,36I045505,0.05,0.3,,,0,,0,0,0,852
2013,Blackwell,Huston Ec Ctr,I045,,105,,,,,,,,,,,
2014,Blackwell,Huston Ec Ctr,I045,,105,36I045105,,,,,,,,,,
2013,Blair,Blair ES,I054,,105,,0.05,0.05,,,,,,,,316
2014,Blair,Blair ES,I054,,105,33I054105,0.05,0.05,,,,,,,,354
2015,BLAIR,BLAIR ES,I054,33I054,105,33I054105,0.05,0.05,,,0,,0,0,0,355
2016,BLAIR,BLAIR ES,I054,,105,33I054105,0.05,0.05,,,0,,0,0,0,385
2013,Blair,Blair HS,I054,,705,,,0.37,0.33,0.95,0.95,0.58,0.43,0.54,,165
2014,Blair,Blair HS,I054,,705,33I054705,,0.63,0.43,0.95,0.95,0.59,0.31,0.54,3,144
2015,BLAIR,BLAIR HS,I054,33I054,705,33I054705,,0.4,0.95,0.89,0.82,0.45,0.5,0.67,3,156
2016,BLAIR,BLAIR HS,I054,,705,33I054705,,0.62,0.95,0.9,0,0.58,0.5,0.32,4,121
2013,Blanchard,Blanchard ES,I029,,105,,,,,,,,,,,
2014,Blanchard,Blanchard ES,I029,,105,47I029105,,,,,,,,,,
2015,BLANCHARD,BLANCHARD ES,I029,47I029,105,47I029105,,,,,0,,0,0,0,1264
2016,BLANCHARD,BLANCHARD ES,I029,,105,47I029105,,,,,0,,0,0,0,1136
2013,Blanchard,Blanchard HS,I029,,705,,,0.47,0.72,0.75,0.85,0.68,0.58,0.82,,815
2014,Blanchard,Blanchard HS,I029,,705,47I029705,,0.35,0.58,0.81,0.78,0.7,0.58,0.82,3,799
2015,BLANCHARD,BLANCHARD HS,I029,47I029,705,47I029705,,0.52,0.95,0.81,0.7,0.63,0.75,0.67,2,849
2016,BLANCHARD,BLANCHARD HS,I029,,705,47I029705,,0.53,0.95,0.83,0.82,0.7,0.75,0.69,4,895
2013,Blanchard,Blanchard Intermediate ES,I029,,110,,,,,,,,,,,1005
2014,Blanchard,Blanchard Intermediate ES,I029,,110,47I029110,,,,,,,,,,1251
2015,BLANCHARD,BLANCHARD INTERMEDIATE ES,I029,47I029,110,47I029110,,,,,0,,0,0,0,1264
2016,BLANCHARD,BLANCHARD INTERMEDIATE ES,I029,,110,47I029110,,,,,0,,0,0,0,1136
2013,Blanchard,Blanchard MS,I029,,510,,0.05,0.11,,,,,,,,1031
2014,Blanchard,Blanchard MS,I029,,510,47I029510,0.05,0.15,,,,,,,,1189
2015,BLANCHARD,BLANCHARD MS,I029,47I029,510,47I029510,0.05,0.11,,,0,,0,0,0,1383
2016,BLANCHARD,BLANCHARD MS,I029,,510,47I029510,0.05,0.15,,,0,,0,0,0,1272
2013,Bluejacket,Bluejacket ES,I020,,105,,,,,,,,,,,150
2014,Bluejacket,Bluejacket ES,I020,,105,18I020105,,,,,,,,,,137
2015,BLUEJACKET,BLUEJACKET ES,I020,18I020,105,18I020105,,,,,0,,0,0,0,116
2016,BLUEJACKET,BLUEJACKET ES,I020,,105,18I020105,,,,,0,,0,0,0,76
2013,Bluejacket,Bluejacket HS,I020,,705,,,0.21,0.95,0.95,0.95,0.65,0.38,0.63,,130
2014,Bluejacket,Bluejacket HS,I020,,705,18I020705,,0.15,0.95,0.95,0.95,0.67,0.42,0.63,3,103
2015,BLUEJACKET,BLUEJACKET HS,I020,18I020,705,18I020705,,0.32,0.95,0.95,0.92,0.63,0.4,0.58,3,120
2016,BLUEJACKET,BLUEJACKET HS,I020,,705,18I020705,,0.55,0.95,0.94,0,0.6,0.42,0.31,4,123
2013,Bluejacket,Bluejacket MS,I020,,505,,0.05,0.05,,,,,,,,158
2014,Bluejacket,Bluejacket MS,I020,,505,18I020505,0.05,0.89,,,,,,,,167
2015,BLUEJACKET,BLUEJACKET MS,I020,18I020,505,18I020505,0.05,0.05,,,0,,0,0,0,163
2016,BLUEJACKET,BLUEJACKET MS,I020,,505,18I020505,0.05,0.95,,,0,,0,0,0,173
2013,Boise City,Boise City ES,I002,,105,,0.05,0.24,,,,,,,,304
2014,Boise City,Boise City ES,I002,,105,13I002105,,,,,,,,,,217
2015,BOISE CITY,BOISE CITY ES,I002,13I002,105,13I002105,,,,,0,,0,0,0,178
2016,BOISE CITY,BOISE CITY ES,I002,,105,13I002105,,,,,0,,0,0,0,173
2013,Boise City,Boise City HS,I002,,705,,,0.87,0.92,0.8,0.95,0.95,0.47,0.61,,147
2014,Boise City,Boise City HS,I002,,705,13I002705,,0.48,0.95,0.95,0.95,0.86,0.25,0.61,4,127
2015,BOISE CITY,BOISE CITY HS,I002,13I002,705,13I002705,,0.05,0.95,0.88,0,0.88,0.57,0.8,4,146
2016,BOISE CITY,BOISE CITY HS,I002,,705,13I002705,,0.36,0.95,0.83,0.75,0.82,0.43,0.67,2,117
2014,Boise City,Boise City JHS,I002,,505,13I002505,0.05,0.05,,,,,,,,128
2015,BOISE CITY,BOISE CITY JHS,I002,13I002,505,13I002505,0.05,0.17,,,0,,0,0,0,161
2016,BOISE CITY,BOISE CITY JHS,I002,,505,13I002505,0.05,0.36,,,0,,0,0,0,149
2013,Bokoshe,Bokoshe ES,I026,,105,,,,,,,,,,,144
2014,Bokoshe,Bokoshe ES,I026,,105,40I026105,,,,,,,,,,165
2015,BOKOSHE,BOKOSHE ES,I026,40I026,105,40I026105,,,,,0,,0,0,0,178
2016,BOKOSHE,BOKOSHE ES,I026,,105,40I026105,,,,,0,,0,0,0,148
