Record Number,Year,County,District,District Code,Population,Avg. Household Income,Avg. Property Valuation / ADM,Unemployment %,Poverty %,Single-Parent Family %,Student/Offender,Offense/Offender,NCNT in Gang,H.S. Diploma w/o College Degree,Less than 12th Grade,College Degree or Above,Free Reduced Lunch %
3704,2015,ALFALFA,CHEROKEE,02I046,1873,65796.95493,101854.3817,0.061330561,0.166023166,0.325966851,0.257575758,0.644300144,0.098124098,184.5,2.5,0,0.4743
3705,2015,ALFALFA,TIMBERLAKE,02I093,2856,53591.61816,143697.5323,0.051829268,0.129877071,0.283653846,0.143042913,0.683138275,0.173818812,93.66666667,1,0,0.484
3706,2015,ATOKA,HARMONY,03C021,1794,57844.11348,35151.4751,0.070876289,0.169101124,0.168776371,0.213202498,0.593220339,0.193577163,,0,0,0.7905
3707,2015,ATOKA,LANE,03C022,2676,56708.77193,23806.3379,0.079207921,0.214126808,0.388888889,0.075720567,0.723497802,0.200781632,283,1,0,0.7067
3708,2015,ATOKA,STRINGTOWN,03I007,831,53420.21858,24734.7475,0.087349398,0.107358263,0.230769231,0.228618421,0.574013158,0.197368421,126,1.5,0,0.6548
3709,2015,ATOKA,ATOKA,03I015,4153,43916.23303,30627.2192,0.142448513,0.333580797,0.548780488,0.116338439,0.691101386,0.192560175,67.21428571,1.428571429,0,0.7535
3710,2015,ATOKA,TUSHKA,03I019,1484,48701.64204,30340.5619,0.125619835,0.174324324,0.342857143,0.14911366,0.722627737,0.128258603,227.5,1,0,0.6396
3711,2015,ATOKA,CANEY,03I026,1577,49269.3575,38675.9652,0.069405099,0.211794547,0.303030303,0.122873346,0.733459357,0.143667297,246,1,0,0.8089
3712,2015,BEAVER,BEAVER,04I022,1880,70014.64714,77039.1182,0.014690451,0.057363486,0.178082192,0.167297502,0.657077971,0.175624527,196.5,1,0,0.5776
3713,2015,BEAVER,BALKO,04I075,845,69039.46488,234901.9295,0.005141388,0.060168472,0.195121951,0.242592593,0.659259259,0.098148148,151,2,0,0.3444
3714,2015,BEAVER,FORGAN,04I123,739,59568.8172,235562.1913,0.059171598,0.197564276,0.261904762,0.206896552,0.642241379,0.150862069,,0,0,0.4859
3715,2015,BEAVER,TURPIN,04I128,2033,64576.59259,81538.5808,0.046795524,0.113133301,0.191709845,0.127443315,0.645817045,0.22673964,215.5,1,0,0.5893
3716,2015,BECKHAM,MERRITT,05I002,2949,113415.0362,70363.0285,0.053168245,0.092208721,0.209459459,0.233602422,0.690716448,0.07568113,198.25,1.25,0,0.6393
3717,2015,BECKHAM,ELK CITY,05I006,11887,70729.7086,47634.4907,0.034273474,0.12583691,0.416058394,0.169401042,0.665885417,0.164713542,78.89655172,2,2,0.6499
3718,2015,BECKHAM,SAYRE,05I031,6475,58940.33264,114268.5264,0.022286422,0.187628866,0.365750529,0.151904543,0.644102799,0.203992657,60.53846154,1.846153846,0,0.5184
3719,2015,BECKHAM,ERICK,05I051,1281,49027.21239,44660.5699,0.023201856,0.302861685,0.15503876,0.105392157,0.718137255,0.176470588,32.25,1.5,0,0.4574
3720,2015,BLAINE,OKEENE,06I009,1585,57712.75168,66972.5508,0.020359281,0.07865893,0.243421053,0.179166667,0.689166667,0.131666667,333,2,0,0.5766
3721,2015,BLAINE,WATONGA,06I042,4285,59216.36513,46584.0705,0.020376176,0.212652439,0.444444444,0.126429675,0.697063369,0.176506955,49.5625,1.5625,0,0.7024
3722,2015,BLAINE,GEARY,06I080,1969,58442.6097,105469.3152,0.068578554,0.212667353,0.386243386,0.199505359,0.661170651,0.13932399,138.3333333,1.666666667,0,0.8313
3723,2015,BLAINE,CANTON,06I105,1897,58610.37628,126879.0626,0.081409478,0.109167992,0.31512605,0.149331352,0.664190193,0.186478455,203.5,2,0,0.5921
3724,2015,BRYAN,SILO,07I001,6982,64872.11065,55477.3856,0.034283981,0.105285837,0.290598291,0.267554479,0.634584342,0.097861178,144.8333333,1.666666667,0,0.7606
3725,2015,BRYAN,ROCK CREEK,07I002,3142,56256.31217,41572.9604,0.053429027,0.170498084,0.165644172,0.168755595,0.662488809,0.168755595,481,1,0,0.7505
3726,2015,BRYAN,ACHILLE,07I003,2608,50408.5086,96025.7689,0.125735294,0.135456639,0.309278351,0.145135566,0.680489102,0.174375332,52.33333333,2.5,0,0.7771
3727,2015,BRYAN,COLBERT,07I004,5053,48406.95518,24014.9071,0.124943,0.180020182,0.323076923,0.134218289,0.669026549,0.196755162,214.5,1.5,0,0.7599
3728,2015,BRYAN,CADDO,07I005,2536,46469.23077,33102.2975,0.163157895,0.215329909,0.368421053,0.21399653,0.615384615,0.170618855,35.69230769,1.538461538,0,0.7263
3729,2015,BRYAN,BENNINGTON,07I040,1329,43166.53992,117360.0993,0.096153846,0.182852807,0.289256198,0.15982242,0.622641509,0.217536071,,0,0,0.7343
3730,2015,BRYAN,CALERA,07I048,4433,53332.03647,46204.9188,0.094348222,0.114911081,0.209606987,0.171485543,0.711199734,0.117314722,77.88888889,1.333333333,0,0.6904
3731,2015,BRYAN,DURANT,07I072,17585,49851.12838,33775.4665,0.101414001,0.226929172,0.420385675,0.233336494,0.586707121,0.179956386,72.78,2.2,1,0.6645
3732,2015,CADDO,HYDRO-EAKLY,08I011,2423,55737.20174,49326.0293,0.05028463,0.139671855,0.233463035,0.179626281,0.664858348,0.155515371,,0,0,0.531
3733,2015,CADDO,LOOKEBA SICKLES,08I012,881,60115.57632,26544.2944,0.041666667,0.120591581,0.26744186,0.184818482,0.673267327,0.141914191,278,2,0,0.6043
3734,2015,CADDO,ANADARKO,08I020,9067,45655.24733,17904.8383,0.149621743,0.302494331,0.469059406,0.174591909,0.6682044,0.157203691,46,1.785714286,5,0.7997
3735,2015,CADDO,CARNEGIE,08I033,2800,45130.97928,30299.7133,0.086530612,0.228655185,0.338278932,0.138613861,0.694169417,0.167216722,281.5,5.5,0,0.8277
3736,2015,CADDO,BOONE-APACHE,08I056,3041,60693.56301,44342.9877,0.088567839,0.104050049,0.253602305,0.175760756,0.712486884,0.111752361,603,4,0,0.7645
3737,2015,CADDO,CYRIL,08I064,1644,44547.94953,22266.9347,0.112828439,0.097546012,0.219858156,0.139251523,0.758050479,0.102697998,190,1.5,0,0.6105
3738,2015,CADDO,GRACEMONT,08I086,878,56272.10031,35658.8995,0.062034739,0.178694158,0.316455696,0.123003195,0.739616613,0.137380192,,0,0,0.64
3739,2015,CADDO,CEMENT,08I160,1654,49423.01587,41790.4476,0.093667546,0.113022113,0.361290323,0.081436077,0.664623468,0.253940455,,0,0,0.6596
3740,2015,CADDO,HINTON,08I161,5167,59445.02505,55052.7822,0.052380952,0.202902177,0.389130435,0.101724138,0.720114943,0.17816092,339,1,0,0.5236
3741,2015,CADDO,FORT COBB-BROXTON,08I167,1840,50213.38235,26009.5979,0.062068966,0.202191781,0.342541436,0.20675453,0.66062603,0.13261944,108.6666667,2,0,0.684
3742,2015,CADDO,BINGER-ONEY,08I168,2098,49613.31626,56690.1582,0.076827757,0.187804878,0.112299465,0.120871863,0.692866579,0.186261559,396,2,0,0.6667
3743,2015,CANADIAN,RIVERSIDE,09C029,1488,75443.57006,222688.1981,0.052702703,0.146127946,0.295180723,0.204449153,0.618644068,0.17690678,,0,0,0.716
3744,2015,CANADIAN,BANNER,09C031,2018,94597.32541,222266.5007,0.078947368,0.078431373,0.235294118,0.302342606,0.570278184,0.127379209,,0,0,0.5263
3745,2015,CANADIAN,DARLINGTON,09C070,664,78983.90805,110414.3925,0.005434783,0.044094488,0.063829787,0.239919355,0.689516129,0.070564516,,0,0,0.8632
3746,2015,CANADIAN,MAPLE,09C162,661,75850.21097,328502.4516,0.108504399,0.10892587,0.224489796,0.158762887,0.645360825,0.195876289,,0,0,0.2866
3747,2015,CANADIAN,PIEDMONT,09I022,13633,102464.0095,41688.5476,0.03675179,0.039793282,0.111838516,0.433637285,0.516717325,0.04964539,427.125,2.125,0,0.2122
3748,2015,CANADIAN,YUKON,09I027,39116,75086.44654,39897.7398,0.047621366,0.068538803,0.255598932,0.289421004,0.64039883,0.070180166,136.9666667,1.75,0,0.3928
3749,2015,CANADIAN,EL RENO,09I034,16169,59138.16528,25086.2398,0.075670364,0.138190617,0.371466141,0.108056143,0.744856758,0.147087099,150.2352941,2.529411765,0,0.6366
3750,2015,CANADIAN,UNION CITY,09I057,1760,76044.87427,52423.965,0.040787623,0.080468178,0.093406593,0.167153285,0.719708029,0.113138686,,0,0,0.5492
3751,2015,CANADIAN,MUSTANG,09I069,49404,80770.94544,41908.1347,0.05207375,0.055681864,0.250790306,0.251362526,0.676094719,0.072542755,223.2978723,2.063829787,2,0.302
3752,2015,CANADIAN,CALUMET,09I076,1268,71279.91266,245347.6692,0.063273728,0.115930599,0.282758621,0.16835443,0.702531646,0.129113924,93,1,0,0.6882
3753,2015,CARTER,ZANEIS,10C072,713,62156.09756,34559.0032,0.111111111,0.192362093,0.246153846,0.158914729,0.699612403,0.141472868,280,1,0,0.7893
3754,2015,CARTER,ARDMORE,10I019,18526,51315.94286,56276.2099,0.071561123,0.210319872,0.443463872,0.174596641,0.639035232,0.186368126,57.2,1.472727273,3,0.9231
3755,2015,CARTER,SPRINGER,10I021,1279,51321.96796,187695.7589,0.08984375,0.123519459,0.446153846,0.10367893,0.74916388,0.147157191,101,1.5,0,0.6436
3756,2015,CARTER,PLAINVIEW,10I027,8046,81595.83333,56470.1149,0.060598042,0.08667757,0.254545455,0.329237371,0.594694753,0.076067876,255,2,0,0.3405
3757,2015,CARTER,LONE GROVE,10I032,6618,54726.0101,24170.424,0.062958028,0.163118395,0.187958884,0.12477758,0.738434164,0.136788256,252.5,1,0,0.4673
3758,2015,CARTER,WILSON,10I043,2704,52794.79709,24983.1832,0.070566388,0.154337214,0.264925373,0.102086858,0.734912578,0.163000564,68.57142857,2.857142857,0,0.725
3759,2015,CARTER,HEALDTON,10I055,3471,48190.54463,37532.2238,0.034434294,0.118915768,0.455307263,0.117318436,0.746454663,0.136226902,170.3333333,1,0,0.6595
3760,2015,CARTER,FOX,10I074,1542,50621.81208,113442.8978,0.056661562,0.121919585,0.125,0.117589893,0.715257532,0.167152575,170,1,0,0.7912
3761,2015,CARTER,DICKSON,10I077,5442,66117.3822,30505.576,0.06088993,0.102412967,0.225263158,0.189115646,0.700952381,0.109931973,118.3636364,2,1,0.5538
3762,2015,CHEROKEE,LOWREY,11C010,985,53252.17391,33519.6357,0.034934498,0.197969543,0.137931034,0.186629526,0.64902507,0.164345404,,0,0,0.8358
3763,2015,CHEROKEE,NORWOOD,11C014,1702,57269.68085,26180.1685,0.056149733,0.116952156,0.296511628,0.143356643,0.686188811,0.170454545,,0,0,0.896
3764,2015,CHEROKEE,WOODALL,11C021,1713,52279.45946,9714.4254,0.102961918,0.168709866,0.301507538,0.158984008,0.695202258,0.145813735,488,4,0,0.6824
3765,2015,CHEROKEE,SHADY GROVE,11C026,1245,48343.32494,18046.8119,0.034188034,0.180722892,0.262773723,0.19047619,0.653439153,0.156084656,,0,0,0.8182
3766,2015,CHEROKEE,PEGGS,11C031,1674,49987.94567,19853.968,0.104697987,0.200120919,0.159763314,0.156669651,0.666965085,0.176365264,256,1,0,0.7773
3767,2015,CHEROKEE,GRAND VIEW,11C034,4676,43308.80734,20526.4336,0.114695341,0.249834474,0.404017857,0.27047488,0.605299381,0.12422574,,0,0,0.8425
3768,2015,CHEROKEE,BRIGGS,11C044,2623,44476.80995,16140.139,0.104810997,0.258101411,0.235741445,0.224611708,0.599761051,0.17562724,248,7,0,0.9294
3769,2015,CHEROKEE,TENKILLER,11C066,1448,41669.07407,15672.0764,0.077051926,0.138812155,0.263636364,0.104448743,0.675048356,0.220502901,,0,0,0.7938
3770,2015,CHEROKEE,KEYS,11I006,4627,63062.33078,35320.1819,0.055912007,0.126760563,0.246882793,0.231681362,0.66159927,0.106719368,78.63636364,1.818181818,0,0.689
3771,2015,CHEROKEE,HULBERT,11I016,2983,48995.45844,20724.4556,0.082288401,0.150854844,0.353135314,0.184652278,0.687290168,0.128057554,125.4,2.2,0,0.7671
3772,2015,CHEROKEE,TAHLEQUAH,11I035,21279,46941.96782,24597.8814,0.084041752,0.294256774,0.494035785,0.291538141,0.55764902,0.150812839,146.2083333,1.5,0,0.7236
3773,2015,CHOCTAW,GRANT,12C003,1208,39892.21311,29646.0091,0.0625,0.271666667,0.255555556,0.086857143,0.611428571,0.301714286,,0,0,1.0255
3774,2015,CHOCTAW,SWINK,12C021,459,44473.86364,17431.7781,0.065088757,0.265795207,0.135135135,0.077170418,0.707395498,0.215434084,,0,0,0.9605
3775,2015,CHOCTAW,BOSWELL,12I001,1858,40278.97436,19434.9975,0.100354191,0.224676724,0.352941176,0.136472466,0.652035116,0.211492418,94.75,3.5,0,0.723
3776,2015,CHOCTAW,FORT TOWSON,12I002,2070,46080.69054,36175.7601,0.148698885,0.244917715,0.338164251,0.159527326,0.661742984,0.17872969,69,1,0,0.8647
3777,2015,CHOCTAW,SOPER,12I004,1451,43897.86477,11565.851,0.057660626,0.184903047,0.196581197,0.119961612,0.72840691,0.151631478,134.6666667,1,0,0.646
3778,2015,CHOCTAW,HUGO,12I039,7784,44737.07116,24034.649,0.076161202,0.325958119,0.574269006,0.153000193,0.63341694,0.213582867,97.66666667,1.583333333,0,0.8422
3779,2015,CIMARRON,BOISE CITY,13I002,1610,59367.56757,131022.3259,0.02661597,0.249840663,0.4375,0.152854512,0.684162063,0.162983425,49.33333333,1.5,0,0.7736
3780,2015,CIMARRON,FELT,13I010,327,70179.38931,69281.9539,0.005988024,0.131498471,0.125,0.283185841,0.557522124,0.159292035,,0,0,0.5976
3781,2015,CIMARRON,KEYES,13I011,416,50938.91892,191280.3514,0.015075377,0.117788462,0,0.172523962,0.674121406,0.153354633,37.5,1,0,0.6267
3782,2015,CLEVELAND,ROBIN HILL,14C016,798,90743.23432,25481.4046,0.049140049,0.024111675,0.112676056,0.218032787,0.668852459,0.113114754,280,1,0,0.3143
3783,2015,CLEVELAND,MOORE,14I002,130394,74017.72387,43667.5197,0.048621388,0.091314445,0.281588666,0.255151151,0.658711947,0.086136901,197.9747899,1.831932773,3,0.4307
3784,2015,CLEVELAND,NORMAN,14I029,112697,70620.9066,56850.7622,0.056645575,0.18145096,0.319042067,0.43522591,0.496339926,0.068434165,230.4925373,2.701492537,1,0.4979
3785,2015,CLEVELAND,NOBLE,14I040,15563,60288.45664,24885.4384,0.062281879,0.148102256,0.413693901,0.163588131,0.724110827,0.112301041,95.33333333,2.166666667,0,0.6378
3786,2015,CLEVELAND,LEXINGTON,14I057,8154,57725.79681,16787.5335,0.078079332,0.146572104,0.173274596,0.077408355,0.712872975,0.20971867,128.7777778,1.333333333,0,0.6247
3787,2015,CLEVELAND,LITTLE AXE,14I070,5608,61354.54545,16994.5034,0.074358974,0.107958601,0.213610586,0.123440748,0.6754158,0.201143451,91.85714286,2.142857143,0,0.7154
3788,2015,COAL,COTTONWOOD,15C004,459,63470.70707,24535.5457,0.096330275,0.145969499,0.090909091,0.130573248,0.691082803,0.178343949,177,1,0,0.6554
3789,2015,COAL,COALGATE,15I001,4311,50593.379,102000.0647,0.091373439,0.227305049,0.446969697,0.125339674,0.715353261,0.159307065,49.26666667,1.866666667,0,0.8038
3790,2015,COAL,TUPELO,15I002,982,50510.27569,47673.6681,0.036945813,0.215885947,0.311827957,0.164179104,0.631343284,0.204477612,271,1,0,0.7232
3791,2015,COMANCHE,FLOWER MOUND,16C048,1096,67136.70886,35045.5213,0.086956522,0.0639481,0.265486726,0.327935223,0.614035088,0.05802969,,0,0,0.3776
3792,2015,COMANCHE,BISHOP,16C049,2594,64295.67827,28199.6648,0.124080882,0.165704864,0.181008902,0.16,0.722461538,0.117538462,,0,0,0.6195
3793,2015,COMANCHE,CACHE,16I001,8185,88895.64286,59662.9505,0.074662242,0.145310762,0.283236994,0.257904762,0.683428571,0.058666667,84.18181818,1.409090909,0,0.4087
3794,2015,COMANCHE,INDIAHOMA,16I002,1446,62290.59501,24423.7147,0.073919107,0.165850245,0.495238095,0.16827853,0.727272727,0.104448743,105,1.5,0,0.7238
3795,2015,COMANCHE,STERLING,16I003,1940,67784.9546,25818.611,0.070675105,0.146907216,0.305439331,0.240740741,0.665925926,0.093333333,103,1.5,0,0.466
3796,2015,COMANCHE,GERONIMO,16I004,3986,54733.54633,50623.2134,0.086538462,0.094640821,0.233183857,0.067932068,0.6999667,0.232101232,33.7,1.1,0,0.7181
3797,2015,COMANCHE,LAWTON,16I008,93805,55193.79222,29845.7068,0.100105852,0.199570692,0.466422355,0.199861589,0.689977641,0.110160769,45.85585586,1.774774775,19,0.656
3798,2015,COMANCHE,FLETCHER,16I009,2617,64220.32147,31116.2885,0.136116152,0.18467433,0.273356401,0.163749294,0.719367589,0.116883117,486,1,0,0.5741
3799,2015,COMANCHE,ELGIN,16I016,8250,88296.01698,31207.4056,0.059110768,0.067161455,0.185770751,0.280330882,0.657536765,0.062132353,168.3076923,1.615384615,0,0.2984
3800,2015,COMANCHE,CHATTANOOGA,16I132,1162,56301.08696,44808.2268,0.046931408,0.187607573,0.247933884,0.196358908,0.690507152,0.11313394,221,1,0,0.4887
3801,2015,COTTON,WALTERS,17I001,3386,55900.75988,25437.0734,0.077455919,0.165601218,0.27077748,0.191780822,0.676093681,0.132125497,81.77777778,1.333333333,0,0.5666
3802,2015,COTTON,TEMPLE,17I101,1552,49662.91161,50355.4086,0.101497504,0.212950601,0.44516129,0.086156825,0.704743466,0.20909971,,0,0,0.7759
3803,2015,COTTON,BIG PASTURE,17I333,1119,54360.71429,48036.8366,0.104204753,0.13172043,0.326530612,0.173366834,0.670854271,0.155778894,,0,0,0.5
3804,2015,CRAIG,WHITE OAK,18C001,891,53223.83721,148266.6276,0.077858881,0.122334456,0.269230769,0.152487961,0.74317817,0.104333868,,0,0,0.8537
3805,2015,CRAIG,KETCHUM,18I006,3830,51840.60914,93039.1178,0.100192678,0.241795747,0.404682274,0.164963504,0.681021898,0.154014599,122.8,2.2,0,0.6922
3806,2015,CRAIG,WELCH,18I017,1976,52897.92477,40120.3418,0.045610034,0.15349076,0.255,0.129533679,0.751295337,0.119170984,,0,0,0.5165
3807,2015,CRAIG,BLUEJACKET,18I020,1460,55189.45233,41089.5063,0.041968162,0.105696637,0.232142857,0.136216216,0.732972973,0.130810811,193,1,0,0.6736
3808,2015,CRAIG,VINITA,18I065,9257,48599.85549,28480.3869,0.077898072,0.202295043,0.353319058,0.140329654,0.670043853,0.189626493,81.25,2.1,2,0.6794
3809,2015,CREEK,LONE STAR,19C008,4759,53883.38679,7846.7898,0.050103306,0.204454717,0.326923077,0.097478992,0.770756303,0.131764706,455,2,0,0.4967
3810,2015,CREEK,GYPSY,19C012,805,49630.28169,48387.3272,0.101648352,0.114285714,0.275510204,0.106639839,0.752515091,0.14084507,,0,0,0.8913
3811,2015,CREEK,PRETTY WATER,19C034,1859,68545.89372,31836.5763,0.053719008,0.073354908,0.256578947,0.098709188,0.754745634,0.146545178,,0,0,0.5632
3812,2015,CREEK,ALLEN-BOWDEN,19C035,2913,67802.66299,51504.8705,0.07187284,0.073280332,0.167213115,0.130923302,0.708842208,0.160234489,382,6,0,0.8429
3813,2015,CREEK,BRISTOW,19I002,8630,48467.47967,24939.6659,0.105438402,0.235646354,0.30802603,0.134697357,0.720886616,0.144416027,95.88888889,2.833333333,0,0.7457
3814,2015,CREEK,MANNFORD,19I003,7652,60463.31939,25339.0947,0.045573295,0.130977683,0.388127854,0.124852536,0.743020055,0.132127409,131.1666667,3.25,0,0.6258
3815,2015,CREEK,MOUNDS,19I005,3547,59458.06195,27573.3416,0.060885609,0.135150483,0.47029703,0.150599733,0.714349178,0.135051088,292.5,1,0,0.6957
3816,2015,CREEK,OLIVE,19I017,2452,57100.91324,27281.9594,0.070638298,0.153532054,0.236220472,0.106216053,0.787567894,0.106216053,372,1,0,0.6048
3817,2015,CREEK,KIEFER,19I018,2939,65458.92157,49594.3338,0.058780842,0.100317909,0.2,0.196242171,0.66388309,0.139874739,353,1.5,0,0.4802
3818,2015,CREEK,OILTON,19I020,1774,48584.7973,18357.5411,0.110283159,0.173076923,0.339534884,0.100436681,0.730131004,0.169432314,,0,0,0.7985
3819,2015,CREEK,DEPEW,19I021,1975,56443.66577,70260.6579,0.051142546,0.116420946,0.230366492,0.127707244,0.71695295,0.155339806,190,1,0,0.5842
3820,2015,CREEK,KELLYVILLE,19I031,6339,60747.88288,29917.3709,0.057920447,0.161429255,0.287051482,0.090502003,0.733443318,0.176054678,85.69230769,1.769230769,0,0.7316
3821,2015,CREEK,SAPULPA,19I033,21363,61292.85193,42647.6352,0.083890942,0.146985646,0.32781457,0.193662934,0.658358372,0.147978694,99.2195122,2,1,0.6748
3822,2015,CREEK,DRUMRIGHT,19I039,3512,51092.66263,33201.9007,0.10380117,0.193660948,0.408163265,0.143528407,0.690730457,0.165741136,48.75,1.583333333,0,0.7624
3823,2015,CUSTER,ARAPAHO-BUTLER,20I005,1628,68109.82567,69639.2218,0.011188811,0.082010582,0.29787234,0.154356846,0.737759336,0.107883817,,0,0,0.4
3824,2015,CUSTER,THOMAS-FAY-CUSTER,20I007,2848,62842.23433,91757.2427,0.028189911,0.202427704,0.204747774,0.258611553,0.615262321,0.126126126,81.83333333,1.666666667,0,0.4908
3825,2015,CUSTER,WEATHERFORD,20I026,14001,59017.72425,43701.9581,0.046680772,0.198134473,0.297129558,0.358482815,0.546898535,0.09461865,84.11111111,1.62962963,0,0.5011
3826,2015,CUSTER,CLINTON,20I099,10314,63335.39015,33304.7704,0.039983763,0.126596061,0.422671353,0.213297232,0.580024067,0.2066787,62.08108108,3.027027027,1,0.8176
3827,2015,DELAWARE,CLEORA,21C006,2084,62863.47737,340526.9509,0.075245365,0.214971209,0.286821705,0.200124301,0.68924798,0.110627719,,0,0,0.5574
3828,2015,DELAWARE,LEACH,21C014,917,42487.08709,17276.9935,0.064516129,0.219672131,0.298245614,0.178506375,0.670309654,0.151183971,156,1,0,0.7628
3829,2015,DELAWARE,KENWOOD,21C030,536,38831.16883,6689.9305,0.283018868,0.23880597,0.564102564,0.129518072,0.593373494,0.277108434,,0,0,0.8557
3830,2015,DELAWARE,MOSELEY,21C034,2257,41375.24752,39167.7811,0.087804878,0.168450442,0.231818182,0.081208054,0.683892617,0.234899329,113,2,0,0.8142
3831,2015,DELAWARE,JAY,21I001,9749,44368.6303,29388.6375,0.12572759,0.300433266,0.384854772,0.130218069,0.659034268,0.210747664,48.77142857,1.771428571,0,0.7832
3832,2015,DELAWARE,GROVE,21I002,16954,57377.31214,79227.4716,0.091649393,0.175764453,0.395580898,0.212085861,0.663400218,0.124513921,47.49056604,1.679245283,0,0.6285
3833,2015,DELAWARE,KANSAS,21I003,4118,49757.63098,14645.3185,0.108505998,0.174148989,0.237113402,0.105243858,0.751375138,0.143381005,147,1.333333333,0,0.8481
3834,2015,DELAWARE,COLCORD,21I004,2876,40280.94406,15678.8156,0.076923077,0.216498434,0.28358209,0.092027559,0.716535433,0.191437008,59.3,2.2,0,0.8027
3835,2015,DELAWARE,OAKS-MISSION,21I005,1593,46649.16821,19768.1386,0.091436865,0.2368758,0.2,0.166666667,0.666666667,0.166666667,87,1.333333333,0,0.7893
3836,2015,DEWEY,VICI,22I005,1819,59646.01889,55848.8055,0.036989796,0.173839185,0.259036145,0.209638554,0.671485944,0.118875502,175,1,0,0.4657
3837,2015,DEWEY,SEILING,22I008,1665,68110.43873,214472.7619,0.044155844,0.126613399,0.32885906,0.196765499,0.672955975,0.130278527,226,2,0,0.4867
3838,2015,DEWEY,TALOGA,22I010,1046,84469.57672,824541.2828,0.012048193,0.111328125,0.191780822,0.283667622,0.643266476,0.073065903,86,2,0,0.6395
3839,2015,ELLIS,FARGO,23I002,1108,63572.30392,170534.1992,0.0456942,0.094765343,0.083333333,0.16519546,0.759142497,0.075662043,197,1,0,0.6548
3840,2015,ELLIS,ARNETT,23I003,910,87059.21376,177633.5532,0.039534884,0.096371882,0.16091954,0.268545994,0.618694362,0.112759644,104.5,1.5,0,0.4545
3841,2015,ELLIS,GAGE,23I039,730,58085.49383,123245.4385,0.01971831,0.138356164,0.183098592,0.280943026,0.569744597,0.149312377,26,4,0,0.7051
3842,2015,ELLIS,SHATTUCK,23I042,1659,62864.61318,86237.8265,0.052069426,0.231655549,0.330357143,0.250431779,0.651986183,0.097582038,64.16666667,2.166666667,0,0.4338
3843,2015,GARFIELD,WAUKOMIS,24I001,2391,60802.41423,51645.8472,0.04556962,0.090909091,0.249122807,0.20915493,0.657746479,0.133098592,396,1,0,0.5328
3844,2015,GARFIELD,KREMLIN-HILLSDALE,24I018,1408,75328.00789,121711.5164,0.032175032,0.038352273,0.06557377,0.288032454,0.629817444,0.082150101,,0,0,0.3729
3845,2015,GARFIELD,CHISHOLM,24I042,5154,87154.52128,63427.8803,0.038717735,0.074037512,0.21350365,0.274678112,0.639484979,0.08583691,208,3,0,0.3154
3846,2015,GARFIELD,GARBER,24I047,1927,63242.52276,65380.3976,0.041845494,0.11468604,0.269058296,0.234214391,0.683553598,0.082232012,94.5,1.75,0,0.5714
3847,2015,GARFIELD,PIONEER-PLEASANT VALE,24I056,2649,54897.68177,156279.4525,0.073232323,0.193585338,0.394871795,0.104554201,0.688903143,0.206542656,178.6666667,1.666666667,0,0.6082
3848,2015,GARFIELD,ENID,24I057,44519,58949.3229,34706.022,0.06122354,0.142843914,0.34396618,0.212605704,0.639357732,0.148036564,49.69753086,2.37654321,7,0.7106
