21I005105,OAKS-MISSION ELEMENTARY,51299.639
21I005715,OAKS-MISSION HIGH SCHOOL,44502.631
22I005105,VICI ELEMENTARY,41476.4087
22I005705,VICI HIGH SCHOOL,44306.701
22I008105,SEILING ELEMENTARY,44517.2301
22I008615,SEILING JR HIGH SCHOOL,47157.9757
22I008715,SEILING SR HIGH SCHOOL,45335.8787
22I010105,TALOGA ELEMENTARY,41986.8308
22I010705,TALOGA HIGH SCHOOL,46387.8621
23I002105,FARGO ELEMENTARY,42471.7736
23I002705,FARGO HIGH SCHOOL,41974.3396
23I003105,ARNETT ELEMENTARY,40513.305
23I003705,ARNETT HIGH SCHOOL,44379.4693
23I039105,GAGE ELEMENTARY,40671.6621
23I039705,GAGE HIGH SCHOOL,47204.2829
23I042105,SHATTUCK ELEMENTARY,42026.6648
23I042705,SHATTUCK HIGH SCHOOL,43177.2941
24I001105,WAUKOMIS ELEMENTARY,42617.6471
24I001705,WAUKOMIS HIGH SCHOOL,41695.8142
24I018105,KREMLIN-HILLSDALE ELEMENTARY,44223.7649
24I018705,KREMLIN-HILLSDALE HIGH SCHOOL,40134.0267
24I042105,CHISHOLM ELEMENTARY,40134.634
24I042505,CHISHOLM MIDDLE SCHOOL,40339.1178
24I042705,CHISHOLM HIGH SCHOOL,44764.0395
24I047105,GARBER ELEMENTARY,43244.1133
24I047715,GARBER HIGH SCHOOL,44097.3196
24I056105,PIONEER-PLEASANT VALE ELEMENTARY,43143.6875
24I056610,PIONEER-PLEASANT VALE JR HIGH SCHOOL,38855.678
24I056705,PIONEER-PLEASANT VALE HIGH SCHOOL,49396.8453
24I057105,ADAMS ELEMENTARY,41129.2728
24I057115,CARVER EARLY CHILDHOOD CENTER,42662.521
24I057120,COOLIDGE ELEMENTARY,42075.5263
24I057125,EISENHOWER ELEMENTARY,43220.1402
24I057130,GARFIELD ELEMENTARY,42288.9836
24I057132,GLENWOOD ELEMENTARY,43752.0585
24I057137,HAYES ELEMENTARY,42085.054
24I057140,HOOVER ELEMENTARY,43579.5719
24I057160,McKINLEY ELEMENTARY,44100.6068
24I057165,MONROE ELEMENTARY,44076.414
24I057170,PRAIRIE VIEW ELEMENTARY,43792.4828
24I057175,TAFT ELEMENTARY,43695.4211
24I057505,EMERSON MIDDLE SCHOOL,46768.2022
24I057510,LONGFELLOW MIDDLE SCHOOL,42940.3624
24I057515,DEWITT WALLER MIDDLE SCHOOL,46023.7211
24I057705,ENID HIGH SCHOOL,45516.6266
24I085105,DRUMMOND ELEMENTARY,43736.6719
24I085705,DRUMMOND HIGH SCHOOL,43295.8333
