RecordNumber,YR,SchoolCode,DistrictCode,Site,Avgincome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS
11089,2014,24I018105,24I018,"KREMLIN-HILLSDALE ELEMENTARY",81096.00,101208.00,0.04,0.04,0.08,0.420,0.27,0.63,0.10
12857,2015,24I018105,24I018,"KREMLIN-HILLSDALE ELEMENTARY",75328.01,121711.52,0.03,0.04,0.07,0.392,0.29,0.63,0.08
14616,2016,24I018105,24I018,"KREMLIN-HILLSDALE ELEMENTARY",98632.41,100553.96,0.04,0.05,0.07,0.420,0.29,0.63,0.08
11090,2014,24I018705,24I018,"KREMLIN-HILLSDALE HIGH SCHOOL",81096.00,101208.00,0.04,0.04,0.08,0.330,0.27,0.63,0.10
12858,2015,24I018705,24I018,"KREMLIN-HILLSDALE HIGH SCHOOL",75328.01,121711.52,0.03,0.04,0.07,0.326,0.29,0.63,0.08
14617,2016,24I018705,24I018,"KREMLIN-HILLSDALE HIGH SCHOOL",98632.41,100553.96,0.04,0.05,0.07,0.304,0.29,0.63,0.08
11961,2014,63I092115,63I092,"KROUCH ELEMENTARY",56858.00,13936.00,0.07,0.13,0.31,0.710,0.13,0.75,0.12
13723,2015,63I092115,63I092,"KROUCH ELEMENTARY",59431.34,14123.44,0.08,0.14,0.32,0.653,0.14,0.76,0.10
15480,2016,63I092115,63I092,"KROUCH ELEMENTARY",57287.55,15020.44,0.07,0.16,0.27,0.787,0.15,0.75,0.10
11605,2014,55I004126,55I004,"L. W. WESTFALL ELEMENTARY",78997.00,34826.00,0.05,0.09,0.27,0.380,0.25,0.66,0.09
13374,2015,55I004126,55I004,"L. W. WESTFALL ELEMENTARY",81424.97,36431.86,0.05,0.08,0.26,0.323,0.26,0.65,0.09
15132,2016,55I004126,55I004,"L. W. WESTFALL ELEMENTARY",83596.44,38045.60,0.04,0.06,0.22,0.376,0.27,0.64,0.09
11580,2014,55I001124,55I001,"LAKE PARK ELEMENTARY",62910.00,48980.00,0.06,0.16,0.42,0.710,0.32,0.57,0.11
13349,2015,55I001124,55I001,"LAKE PARK ELEMENTARY",63282.81,50214.98,0.06,0.17,0.40,0.660,0.32,0.58,0.11
15107,2016,55I001124,55I001,"LAKE PARK ELEMENTARY",63930.75,52049.84,0.06,0.16,0.43,0.685,0.32,0.58,0.10
10759,2014,09I027145,09I027,"LAKEVIEW ELEMENTARY",75527.00,38164.00,0.05,0.06,0.25,0.370,0.30,0.64,0.06
10885,2014,14I029107,14I029,"LAKEVIEW ELEMENTARY",69395.00,55637.00,0.06,0.18,0.32,0.470,0.44,0.49,0.07
12654,2015,14I029107,14I029,"LAKEVIEW ELEMENTARY",70620.91,56850.76,0.06,0.18,0.32,0.549,0.44,0.50,0.07
12525,2015,09I027145,09I027,"LAKEVIEW ELEMENTARY",75086.45,39897.74,0.05,0.07,0.26,0.378,0.29,0.64,0.07
14288,2016,09I027145,09I027,"LAKEVIEW ELEMENTARY",77882.61,42555.68,0.04,0.06,0.28,0.422,0.29,0.65,0.07
14418,2016,14I029107,14I029,"LAKEVIEW ELEMENTARY",71495.25,60163.65,0.05,0.18,0.32,0.558,0.42,0.51,0.07
10644,2014,03C022105,03C022,"LANE ELEMENTARY",53350.00,22114.00,0.06,0.22,0.26,0.760,0.08,0.75,0.17
12410,2015,03C022105,03C022,"LANE ELEMENTARY",56708.77,23806.34,0.08,0.21,0.39,0.707,0.08,0.72,0.20
14173,2016,03C022105,03C022,"LANE ELEMENTARY",59699.86,27823.23,0.09,0.17,0.33,0.747,0.08,0.73,0.19
12171,2014,72I001260,72I001,"LANIER ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,0.710,0.25,0.59,0.15
13933,2015,72I001260,72I001,"LANIER ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,0.709,0.26,0.59,0.15
15690,2016,72I001260,72I001,"LANIER ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,0.650,0.26,0.59,0.15
12309,2014,72I011130,72I011,"LARKIN BAILEY ELEMENTARY",83064.00,48767.00,0.05,0.07,0.22,0.220,0.31,0.62,0.07
14071,2015,72I011130,72I011,"LARKIN BAILEY ELEMENTARY",84527.13,49526.83,0.05,0.07,0.22,0.189,0.31,0.62,0.08
15833,2016,72I011130,72I011,"LARKIN BAILEY ELEMENTARY",84896.09,52132.65,0.05,0.06,0.21,0.200,0.32,0.60,0.07
11935,2014,62I024105,62I024,"LATTA ELEMENTARY",60199.00,26847.00,0.04,0.14,0.29,0.570,0.30,0.63,0.06
13697,2015,62I024105,62I024,"LATTA ELEMENTARY",60358.31,28647.96,0.05,0.15,0.30,0.537,0.28,0.65,0.07
15454,2016,62I024105,62I024,"LATTA ELEMENTARY",64620.33,30067.16,0.03,0.16,0.33,0.516,0.31,0.63,0.06
11937,2014,62I024705,62I024,"LATTA HIGH SCHOOL",60199.00,26847.00,0.04,0.14,0.29,0.380,0.30,0.63,0.06
13699,2015,62I024705,62I024,"LATTA HIGH SCHOOL",60358.31,28647.96,0.05,0.15,0.30,0.336,0.28,0.65,0.07
15456,2016,62I024705,62I024,"LATTA HIGH SCHOOL",64620.33,30067.16,0.03,0.16,0.33,0.394,0.31,0.63,0.06
11936,2014,62I024510,62I024,"LATTA MIDDLE SCHOOL",60199.00,26847.00,0.04,0.14,0.29,0.480,0.30,0.63,0.06
13698,2015,62I024510,62I024,"LATTA MIDDLE SCHOOL",60358.31,28647.96,0.05,0.15,0.30,0.508,0.28,0.65,0.07
15455,2016,62I024510,62I024,"LATTA MIDDLE SCHOOL",64620.33,30067.16,0.03,0.16,0.33,0.440,0.31,0.63,0.06
11186,2014,30I001105,30I001,"LAVERNE ELEMENTARY",60447.00,97234.00,0.04,0.14,0.22,0.600,0.16,0.68,0.16
12955,2015,30I001105,30I001,"LAVERNE ELEMENTARY",68981.75,99175.26,0.02,0.14,0.20,0.527,0.21,0.60,0.19
14714,2016,30I001105,30I001,"LAVERNE ELEMENTARY",71709.92,94620.37,0.01,0.15,0.18,0.551,0.22,0.60,0.18
11187,2014,30I001705,30I001,"LAVERNE HIGH SCHOOL",60447.00,97234.00,0.04,0.14,0.22,0.440,0.16,0.68,0.16
12956,2015,30I001705,30I001,"LAVERNE HIGH SCHOOL",68981.75,99175.26,0.02,0.14,0.20,0.525,0.21,0.60,0.19
14715,2016,30I001705,30I001,"LAVERNE HIGH SCHOOL",71709.92,94620.37,0.01,0.15,0.18,0.550,0.22,0.60,0.18
10970,2014,16I008710,16I008,"LAWTON HIGH SCHOOL",54385.00,28862.00,0.10,0.19,0.48,0.660,0.19,0.69,0.12
12738,2015,16I008710,16I008,"LAWTON HIGH SCHOOL",55193.79,29845.71,0.10,0.20,0.47,0.655,0.20,0.69,0.11
14497,2016,16I008710,16I008,"LAWTON HIGH SCHOOL",55235.61,30828.06,0.09,0.20,0.43,0.657,0.20,0.69,0.11
11054,2014,21C014105,21C014,"LEACH ELEMENTARY",37618.00,17182.00,0.06,0.27,0.42,0.750,0.18,0.67,0.15
12822,2015,21C014105,21C014,"LEACH ELEMENTARY",42487.09,17276.99,0.06,0.22,0.30,0.763,0.18,0.67,0.15
14581,2016,21C014105,21C014,"LEACH ELEMENTARY",47607.97,19575.10,0.08,0.18,0.29,0.752,0.20,0.66,0.14
10961,2014,16I008200,16I008,"LEARNING TREE ACADEMY",54385.00,28862.00,0.10,0.19,0.48,0.490,0.19,0.69,0.12
12729,2015,16I008200,16I008,"LEARNING TREE ACADEMY",55193.79,29845.71,0.10,0.20,0.47,0.520,0.20,0.69,0.11
14489,2016,16I008200,16I008,"LEARNING TREE ACADEMY",55235.61,30828.06,0.09,0.20,0.43,0.675,0.20,0.69,0.11
12172,2014,72I001265,72I001,"LEE ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,0.530,0.25,0.59,0.15
11718,2014,55I089295,55I089,"LEE ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,0.990,0.21,0.56,0.23
11131,2014,25I018115,25I018,"LEE ELEMENTARY",49579.00,30750.00,0.06,0.24,0.40,0.730,0.15,0.64,0.21
12900,2015,25I018115,25I018,"LEE ELEMENTARY",51561.93,30955.34,0.06,0.22,0.37,0.705,0.15,0.65,0.20
13934,2015,72I001265,72I001,"LEE ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,0.421,0.26,0.59,0.15
13485,2015,55I089295,55I089,"LEE ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,0.730,0.22,0.55,0.22
15691,2016,72I001265,72I001,"LEE ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,0.422,0.26,0.59,0.15
14659,2016,25I018115,25I018,"LEE ELEMENTARY",52454.32,31592.89,0.06,0.21,0.35,0.752,0.18,0.64,0.18
15243,2016,55I089295,55I089,"LEE ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,0.841,0.22,0.55,0.23
11991,2014,65I003105,65I003,"LEEDEY ELEMENTARY",55060.00,178966.00,0.00,0.08,0.20,0.390,0.22,0.66,0.12
13753,2015,65I003105,65I003,"LEEDEY ELEMENTARY",60598.02,156580.21,0.00,0.08,0.19,0.350,0.32,0.61,0.08
15510,2016,65I003105,65I003,"LEEDEY ELEMENTARY",63184.82,148190.13,0.02,0.09,0.20,0.343,0.26,0.65,0.08
11992,2014,65I003705,65I003,"LEEDEY HIGH SCHOOL",55060.00,178966.00,0.00,0.08,0.20,0.320,0.22,0.66,0.12
13754,2015,65I003705,65I003,"LEEDEY HIGH SCHOOL",60598.02,156580.21,0.00,0.08,0.19,0.323,0.32,0.61,0.08
15511,2016,65I003705,65I003,"LEEDEY HIGH SCHOOL",63184.82,148190.13,0.02,0.09,0.20,0.213,0.26,0.65,0.08
11322,2014,40I016105,40I016,"LeFLORE ELEMENTARY",48264.00,23507.00,0.10,0.21,0.18,0.690,0.13,0.72,0.14
13090,2015,40I016105,40I016,"LeFLORE ELEMENTARY",49382.12,24817.16,0.10,0.23,0.17,0.784,0.14,0.72,0.14
14850,2016,40I016105,40I016,"LeFLORE ELEMENTARY",56255.28,24893.34,0.10,0.17,0.17,0.798,0.17,0.70,0.13
11323,2014,40I016705,40I016,"LeFLORE HIGH SCHOOL",48264.00,23507.00,0.10,0.21,0.18,0.650,0.13,0.72,0.14
13091,2015,40I016705,40I016,"LeFLORE HIGH SCHOOL",49382.12,24817.16,0.10,0.23,0.17,0.600,0.14,0.72,0.14
14851,2016,40I016705,40I016,"LeFLORE HIGH SCHOOL",56255.28,24893.34,0.10,0.17,0.17,0.635,0.17,0.70,0.13
12241,2014,72I003150,72I003,"LEISURE PARK ELEMENTARY",77858.00,42674.00,0.06,0.08,0.25,0.450,0.29,0.65,0.07
14004,2015,72I003150,72I003,"LEISURE PARK ELEMENTARY",78668.01,44028.20,0.06,0.08,0.27,0.476,0.29,0.64,0.07
15764,2016,72I003150,72I003,"LEISURE PARK ELEMENTARY",78767.80,44984.51,0.06,0.08,0.30,0.509,0.29,0.64,0.06
14294,2016,09I034510,09I034,"LESLIE F. ROBLYER LEARNING CENTER",60315.50,24895.16,0.07,0.14,0.37,0.790,0.12,0.73,0.15
10766,2014,09I034510,09I034,"LESLIE F. ROBLYER MIDDLE SCHOOL",56232.00,24091.00,0.08,0.14,0.37,0.790,0.09,0.75,0.16
12532,2015,09I034510,09I034,"LESLIE F. ROBLYER MIDDLE SCHOOL",59138.17,25086.24,0.08,0.14,0.37,0.761,0.11,0.74,0.15
12173,2014,72I001269,72I001,"LEWIS AND CLARK ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,1.060,0.25,0.59,0.15
13935,2015,72I001269,72I001,"LEWIS AND CLARK ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,1.041,0.26,0.59,0.15
15692,2016,72I001269,72I001,"LEWIS AND CLARK ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,1.086,0.26,0.59,0.15
10913,2014,14I057105,14I057,"LEXINGTON ELEMENTARY",52519.00,16934.00,0.08,0.14,0.21,0.680,0.08,0.70,0.22
12682,2015,14I057105,14I057,"LEXINGTON ELEMENTARY",57725.80,16787.53,0.08,0.15,0.17,0.691,0.08,0.71,0.21
14446,2016,14I057105,14I057,"LEXINGTON ELEMENTARY",57687.55,18142.49,0.08,0.13,0.22,0.714,0.08,0.69,0.23
10916,2014,14I057705,14I057,"LEXINGTON HIGH SCHOOL",52519.00,16934.00,0.08,0.14,0.21,0.550,0.08,0.70,0.22
12685,2015,14I057705,14I057,"LEXINGTON HIGH SCHOOL",57725.80,16787.53,0.08,0.15,0.17,0.538,0.08,0.71,0.21
14449,2016,14I057705,14I057,"LEXINGTON HIGH SCHOOL",57687.55,18142.49,0.08,0.13,0.22,0.553,0.08,0.69,0.23
10914,2014,14I057110,14I057,"LEXINGTON INTERMEDIATE SCHOOL",52519.00,16934.00,0.08,0.14,0.21,0.620,0.08,0.70,0.22
12683,2015,14I057110,14I057,"LEXINGTON INTERMEDIATE SCHOOL",57725.80,16787.53,0.08,0.15,0.17,0.584,0.08,0.71,0.21
14447,2016,14I057110,14I057,"LEXINGTON INTERMEDIATE SCHOOL",57687.55,18142.49,0.08,0.13,0.22,0.671,0.08,0.69,0.23
10915,2014,14I057605,14I057,"LEXINGTON JR HIGH SCHOOL",52519.00,16934.00,0.08,0.14,0.21,0.610,0.08,0.70,0.22
12684,2015,14I057510,14I057,"LEXINGTON MIDDLE SCHOOL",57725.80,16787.53,0.08,0.15,0.17,0.642,0.08,0.71,0.21
14448,2016,14I057510,14I057,"LEXINGTON MIDDLE SCHOOL",57687.55,18142.49,0.08,0.13,0.22,0.593,0.08,0.69,0.23
12057,2014,68C001105,68C001,"LIBERTY ELEMENTARY",47444.00,30418.00,0.17,0.24,0.40,0.710,0.07,0.69,0.24
12063,2014,68I001105,68I001,"LIBERTY ELEMENTARY",44010.00,25727.00,0.08,0.21,0.31,0.810,0.12,0.70,0.17
12245,2014,72I003175,72I003,"LIBERTY ELEMENTARY",77858.00,42674.00,0.06,0.08,0.25,0.400,0.29,0.65,0.07
12319,2014,72I014105,72I014,"LIBERTY ELEMENTARY",61770.00,25841.00,0.10,0.08,0.13,0.630,0.15,0.72,0.13
11028,2014,19I033125,19I033,"LIBERTY ELEMENTARY",60659.00,39995.00,0.10,0.15,0.38,0.730,0.20,0.66,0.15
11258,2014,36I071120,36I071,"LIBERTY ELEMENTARY",56172.00,51704.00,0.08,0.18,0.37,0.910,0.21,0.65,0.13
14008,2015,72I003175,72I003,"LIBERTY ELEMENTARY",78668.01,44028.20,0.06,0.08,0.27,0.401,0.29,0.64,0.07
14081,2015,72I014105,72I014,"LIBERTY ELEMENTARY",63949.01,27891.89,0.10,0.09,0.17,0.736,0.15,0.70,0.15
13819,2015,68C001105,68C001,"LIBERTY ELEMENTARY",46981.40,29140.88,0.16,0.30,0.43,0.688,0.08,0.71,0.21
13825,2015,68I001105,68I001,"LIBERTY ELEMENTARY",43921.83,27509.81,0.08,0.24,0.36,0.731,0.12,0.71,0.18
12796,2015,19I033125,19I033,"LIBERTY ELEMENTARY",61292.85,42647.64,0.08,0.15,0.33,0.784,0.19,0.66,0.15
13026,2015,36I071120,36I071,"LIBERTY ELEMENTARY",55886.50,52816.00,0.08,0.19,0.40,0.982,0.22,0.66,0.13
14555,2016,19I033125,19I033,"LIBERTY ELEMENTARY",62074.99,44933.66,0.06,0.15,0.29,0.810,0.18,0.68,0.15
14785,2016,36I071120,36I071,"LIBERTY ELEMENTARY",56366.70,54723.53,0.08,0.18,0.39,0.901,0.20,0.66,0.13
15576,2016,68C001105,68C001,"LIBERTY ELEMENTARY",47254.74,28140.72,0.17,0.29,0.44,0.677,0.08,0.71,0.21
15582,2016,68I001105,68I001,"LIBERTY ELEMENTARY",43281.92,27559.91,0.09,0.26,0.38,0.919,0.13,0.69,0.17
15768,2016,72I003175,72I003,"LIBERTY ELEMENTARY",78767.80,44984.51,0.06,0.08,0.30,0.471,0.29,0.64,0.06
15843,2016,72I014105,72I014,"LIBERTY ELEMENTARY",66415.85,29656.73,0.07,0.09,0.19,0.642,0.17,0.70,0.13
12320,2014,72I014705,72I014,"LIBERTY HIGH SCHOOL",61770.00,25841.00,0.10,0.08,0.13,0.560,0.15,0.72,0.13
14082,2015,72I014705,72I014,"LIBERTY HIGH SCHOOL",63949.01,27891.89,0.10,0.09,0.17,0.494,0.15,0.70,0.15
15844,2016,72I014705,72I014,"LIBERTY HIGH SCHOOL",66415.85,29656.73,0.07,0.09,0.19,0.463,0.17,0.70,0.13
12223,2014,72I001976,72I001,"LIGHTHOUSE ACADEMIES OF TULSA",56448.00,56175.00,0.09,0.23,0.48,0.940,0.25,0.59,0.15
13985,2015,72I001976,72I001,"LIGHTHOUSE ACADEMIES OF TULSA",57115.75,57723.51,0.09,0.23,0.49,0.950,0.26,0.59,0.15
15302,2016,55I089988,55I089,"LIGHTHOUSE ACADEMIES OKC INC",53956.08,50805.13,0.08,0.28,0.47,0.875,0.22,0.55,0.23
12228,2014,72I002120,72I002,"LIMESTONE ELEMENTARY",60469.00,30048.00,0.06,0.12,0.30,0.610,0.18,0.69,0.13
13990,2015,72I002120,72I002,"LIMESTONE ELEMENTARY",60283.61,30987.13,0.06,0.13,0.32,0.551,0.18,0.67,0.15
15750,2016,72I002120,72I002,"LIMESTONE ELEMENTARY",63027.69,32375.25,0.06,0.11,0.29,0.630,0.17,0.70,0.13
10763,2014,09I034120,09I034,"LINCOLN ELEMENTARY",56232.00,24091.00,0.08,0.14,0.37,0.760,0.09,0.75,0.16
10789,2014,10I019125,10I019,"LINCOLN ELEMENTARY",50492.00,70909.00,0.08,0.23,0.48,0.900,0.17,0.67,0.17
10891,2014,14I029125,14I029,"LINCOLN ELEMENTARY",69395.00,55637.00,0.06,0.18,0.32,0.570,0.44,0.49,0.07
10953,2014,16I008165,16I008,"LINCOLN ELEMENTARY",54385.00,28862.00,0.10,0.19,0.48,0.920,0.19,0.69,0.12
11144,2014,26I001115,26I001,"LINCOLN ELEMENTARY",50432.00,33324.00,0.06,0.17,0.35,0.780,0.20,0.64,0.16
11259,2014,36I071125,36I071,"LINCOLN ELEMENTARY",56172.00,51704.00,0.08,0.18,0.37,0.920,0.21,0.65,0.13
11409,2014,46I001105,46I001,"LINCOLN ELEMENTARY",54557.00,70736.00,0.09,0.19,0.28,0.600,0.20,0.67,0.14
12365,2014,76I001105,76I001,"LINCOLN ELEMENTARY",62215.00,117920.00,0.04,0.17,0.25,0.520,0.29,0.60,0.11
12529,2015,09I034120,09I034,"LINCOLN ELEMENTARY",59138.17,25086.24,0.08,0.14,0.37,0.815,0.11,0.74,0.15
12556,2015,10I019125,10I019,"LINCOLN ELEMENTARY",51315.94,56276.21,0.07,0.21,0.44,0.960,0.17,0.64,0.19
12660,2015,14I029125,14I029,"LINCOLN ELEMENTARY",70620.91,56850.76,0.06,0.18,0.32,0.619,0.44,0.50,0.07
12721,2015,16I008165,16I008,"LINCOLN ELEMENTARY",55193.79,29845.71,0.10,0.20,0.47,0.924,0.20,0.69,0.11
12913,2015,26I001115,26I001,"LINCOLN ELEMENTARY",52458.69,33845.36,0.06,0.18,0.33,0.816,0.20,0.63,0.17
13027,2015,36I071125,36I071,"LINCOLN ELEMENTARY",55886.50,52816.00,0.08,0.19,0.40,0.957,0.22,0.66,0.13
13178,2015,46I001105,46I001,"LINCOLN ELEMENTARY",55289.49,122460.22,0.08,0.20,0.30,0.616,0.22,0.66,0.12
14127,2015,76I001105,76I001,"LINCOLN ELEMENTARY",64496.90,148432.62,0.04,0.17,0.27,0.533,0.29,0.61,0.11
14318,2016,10I019125,10I019,"LINCOLN ELEMENTARY",52524.04,56464.17,0.07,0.20,0.45,0.958,0.17,0.65,0.18
14424,2016,14I029125,14I029,"LINCOLN ELEMENTARY",71495.25,60163.65,0.05,0.18,0.32,0.639,0.42,0.51,0.07
14484,2016,16I008165,16I008,"LINCOLN ELEMENTARY",55235.61,30828.06,0.09,0.20,0.43,0.904,0.20,0.69,0.11
15888,2016,76I001105,76I001,"LINCOLN ELEMENTARY",69748.50,157499.50,0.03,0.17,0.25,0.570,0.30,0.58,0.11
14672,2016,26I001115,26I001,"LINCOLN ELEMENTARY",53210.11,35495.39,0.05,0.17,0.34,0.731,0.19,0.64,0.16
14786,2016,36I071125,36I071,"LINCOLN ELEMENTARY",56366.70,54723.53,0.08,0.18,0.39,0.938,0.20,0.66,0.13
14938,2016,46I001105,46I001,"LINCOLN ELEMENTARY",53970.43,157814.12,0.07,0.23,0.31,0.632,0.21,0.68,0.12
14292,2016,09I034120,09I034,"LINCOLN LEARNING CENTER",60315.50,24895.16,0.07,0.14,0.37,0.768,0.12,0.73,0.15
12174,2014,72I001275,72I001,"LINDBERGH ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,1.000,0.25,0.59,0.15
13936,2015,72I001275,72I001,"LINDBERGH ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,1.146,0.26,0.59,0.15
15693,2016,72I001275,72I001,"LINDBERGH ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,1.058,0.26,0.59,0.15
11126,2014,25I009105,25I009,"LINDSAY ELEMENTARY",63747.00,42368.00,0.05,0.17,0.33,0.650,0.13,0.71,0.15
12895,2015,25I009105,25I009,"LINDSAY ELEMENTARY",57411.86,50113.55,0.06,0.18,0.30,0.567,0.12,0.72,0.16
14654,2016,25I009105,25I009,"LINDSAY ELEMENTARY",59504.84,63678.71,0.05,0.16,0.25,0.635,0.12,0.74,0.14
11128,2014,25I009705,25I009,"LINDSAY HIGH SCHOOL",63747.00,42368.00,0.05,0.17,0.33,0.380,0.13,0.71,0.15
12897,2015,25I009705,25I009,"LINDSAY HIGH SCHOOL",57411.86,50113.55,0.06,0.18,0.30,0.359,0.12,0.72,0.16
14656,2016,25I009705,25I009,"LINDSAY HIGH SCHOOL",59504.84,63678.71,0.05,0.16,0.25,0.438,0.12,0.74,0.14
11127,2014,25I009505,25I009,"LINDSAY MIDDLE SCHOOL",63747.00,42368.00,0.05,0.17,0.33,0.580,0.13,0.71,0.15
12896,2015,25I009505,25I009,"LINDSAY MIDDLE SCHOOL",57411.86,50113.55,0.06,0.18,0.30,0.493,0.12,0.72,0.16
14655,2016,25I009505,25I009,"LINDSAY MIDDLE SCHOOL",59504.84,63678.71,0.05,0.16,0.25,0.512,0.12,0.74,0.14
11719,2014,55I089305,55I089,"LINWOOD ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,0.930,0.21,0.56,0.23
13486,2015,55I089305,55I089,"LINWOOD ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,0.856,0.22,0.55,0.22
15244,2016,55I089305,55I089,"LINWOOD ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,0.883,0.22,0.55,0.23
10917,2014,14I070105,14I070,"LITTLE AXE ELEMENTARY",59235.00,16560.00,0.07,0.08,0.26,0.780,0.16,0.65,0.20
12686,2015,14I070105,14I070,"LITTLE AXE ELEMENTARY",61354.55,16994.50,0.07,0.11,0.21,0.763,0.12,0.68,0.20
14450,2016,14I070105,14I070,"LITTLE AXE ELEMENTARY",59387.53,17886.43,0.08,0.12,0.23,0.722,0.13,0.68,0.19
10919,2014,14I070715,14I070,"LITTLE AXE HIGH SCHOOL",59235.00,16560.00,0.07,0.08,0.26,0.590,0.16,0.65,0.20
12688,2015,14I070715,14I070,"LITTLE AXE HIGH SCHOOL",61354.55,16994.50,0.07,0.11,0.21,0.628,0.12,0.68,0.20
14452,2016,14I070715,14I070,"LITTLE AXE HIGH SCHOOL",59387.53,17886.43,0.08,0.12,0.23,0.650,0.13,0.68,0.19
10918,2014,14I070505,14I070,"LITTLE AXE MIDDLE SCHOOL",59235.00,16560.00,0.07,0.08,0.26,0.740,0.16,0.65,0.20
12687,2015,14I070505,14I070,"LITTLE AXE MIDDLE SCHOOL",61354.55,16994.50,0.07,0.11,0.21,0.718,0.12,0.68,0.20
14451,2016,14I070505,14I070,"LITTLE AXE MIDDLE SCHOOL",59387.53,17886.43,0.08,0.12,0.23,0.740,0.13,0.68,0.19
11420,2014,46I017105,46I017,"LOCUST GROVE EARLY LRNING CTR",49232.00,19814.00,0.09,0.17,0.19,0.780,0.12,0.74,0.14
13189,2015,46I017105,46I017,"LOCUST GROVE EARLY LRNING CTR",49993.34,21549.74,0.10,0.19,0.16,1.000,0.11,0.75,0.13
14949,2016,46I017105,46I017,"LOCUST GROVE EARLY LRNING CTR",46812.95,21922.02,0.09,0.20,0.23,1.000,0.12,0.73,0.15
11423,2014,46I017705,46I017,"LOCUST GROVE HIGH SCHOOL",49232.00,19814.00,0.09,0.17,0.19,0.680,0.12,0.74,0.14
13192,2015,46I017705,46I017,"LOCUST GROVE HIGH SCHOOL",49993.34,21549.74,0.10,0.19,0.16,0.889,0.11,0.75,0.13
14952,2016,46I017705,46I017,"LOCUST GROVE HIGH SCHOOL",46812.95,21922.02,0.09,0.20,0.23,0.888,0.12,0.73,0.15
11422,2014,46I017505,46I017,"LOCUST GROVE MIDDLE SCHOOL",49232.00,19814.00,0.09,0.17,0.19,0.770,0.12,0.74,0.14
13191,2015,46I017505,46I017,"LOCUST GROVE MIDDLE SCHOOL",49993.34,21549.74,0.10,0.19,0.16,1.000,0.11,0.75,0.13
14951,2016,46I017505,46I017,"LOCUST GROVE MIDDLE SCHOOL",46812.95,21922.02,0.09,0.20,0.23,1.000,0.12,0.73,0.15
11421,2014,46I017110,46I017,"LOCUST GROVE UPPER ELEMENTARY",49232.00,19814.00,0.09,0.17,0.19,0.770,0.12,0.74,0.14
13190,2015,46I017110,46I017,"LOCUST GROVE UPPER ELEMENTARY",49993.34,21549.74,0.10,0.19,0.16,1.000,0.11,0.75,0.13
14950,2016,46I017110,46I017,"LOCUST GROVE UPPER ELEMENTARY",46812.95,21922.02,0.09,0.20,0.23,1.000,0.12,0.73,0.15
11277,2014,37I003105,37I003,"LOMEGA ELEMENTARY",73540.00,66182.00,0.08,0.04,0.03,0.730,0.34,0.60,0.07
13045,2015,37I003105,37I003,"LOMEGA ELEMENTARY",77649.38,82631.18,0.08,0.04,0.13,0.763,0.29,0.65,0.06
14804,2016,37I003105,37I003,"LOMEGA ELEMENTARY",83769.03,108810.12,0.02,0.04,0.14,0.755,0.32,0.60,0.08
11278,2014,37I003705,37I003,"LOMEGA HIGH SCHOOL",73540.00,66182.00,0.08,0.04,0.03,0.680,0.34,0.60,0.07
13046,2015,37I003705,37I003,"LOMEGA HIGH SCHOOL",77649.38,82631.18,0.08,0.04,0.13,0.667,0.29,0.65,0.06
14805,2016,37I003705,37I003,"LOMEGA HIGH SCHOOL",83769.03,108810.12,0.02,0.04,0.14,0.643,0.32,0.60,0.08
10802,2014,10I032705,10I032,"LONE GROVE HIGH SCHOOL",53184.00,23940.00,0.06,0.16,0.19,0.460,0.12,0.75,0.12
12569,2015,10I032705,10I032,"LONE GROVE HIGH SCHOOL",54726.01,24170.42,0.06,0.16,0.19,0.362,0.12,0.74,0.14
14331,2016,10I032705,10I032,"LONE GROVE HIGH SCHOOL",52077.32,25908.24,0.07,0.14,0.27,0.417,0.13,0.73,0.13
10799,2014,10I032105,10I032,"LONE GROVE INTERMEDIATE SCHOOL",53184.00,23940.00,0.06,0.16,0.19,0.570,0.12,0.75,0.12
12566,2015,10I032105,10I032,"LONE GROVE INTERMEDIATE SCHOOL",54726.01,24170.42,0.06,0.16,0.19,0.545,0.12,0.74,0.14
14328,2016,10I032105,10I032,"LONE GROVE INTERMEDIATE SCHOOL",52077.32,25908.24,0.07,0.14,0.27,0.551,0.13,0.73,0.13
10801,2014,10I032505,10I032,"LONE GROVE MIDDLE SCHOOL",53184.00,23940.00,0.06,0.16,0.19,0.500,0.12,0.75,0.12
