RecordNumber,YR,SchoolCode,DistrictCode,Site,Avgincome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS
10870,2014,14I002165,14I002,"EARLYWINE ELEMENTARY",72627.00,41624.00,0.05,0.09,0.26,0.310,0.26,0.65,0.09
12638,2015,14I002165,14I002,"EARLYWINE ELEMENTARY",74017.72,43667.52,0.05,0.09,0.28,0.303,0.26,0.66,0.09
14400,2016,14I002165,14I002,"EARLYWINE ELEMENTARY",74645.48,45730.80,0.04,0.08,0.29,0.352,0.26,0.65,0.08
12211,2014,72I001710,72I001,"EAST CENTRAL HIGH SCHOOL",56448.00,56175.00,0.09,0.23,0.48,1.000,0.25,0.59,0.15
13973,2015,72I001710,72I001,"EAST CENTRAL HIGH SCHOOL",57115.75,57723.51,0.09,0.23,0.49,1.026,0.26,0.59,0.15
15730,2016,72I001710,72I001,"EAST CENTRAL HIGH SCHOOL",58190.81,60320.18,0.08,0.23,0.50,0.994,0.26,0.59,0.15
12204,2014,72I001659,72I001,"EAST CENTRAL JR HIGH SCHOOL",56448.00,56175.00,0.09,0.23,0.48,1.030,0.25,0.59,0.15
13966,2015,72I001659,72I001,"EAST CENTRAL JR HIGH SCHOOL",57115.75,57723.51,0.09,0.23,0.49,1.085,0.26,0.59,0.15
15723,2016,72I001659,72I001,"EAST CENTRAL JR HIGH SCHOOL",58190.81,60320.18,0.08,0.23,0.50,1.073,0.26,0.59,0.15
12269,2014,72I005130,72I005,"EAST INTERMEDIATE ELEMENTARY SCHOOL",99022.00,65097.00,0.05,0.09,0.24,0.440,0.50,0.45,0.05
14031,2015,72I005130,72I005,"EAST INTERMEDIATE ELEMENTARY SCHOOL",100013.78,66258.99,0.05,0.09,0.25,0.454,0.50,0.45,0.05
15791,2016,72I005130,72I005,"EAST INTERMEDIATE ELEMENTARY SCHOOL",101403.17,66782.73,0.04,0.09,0.25,0.433,0.50,0.45,0.05
11348,2014,41I001110,41I001,"EAST SIDE ELEMENTARY",52945.00,30687.00,0.08,0.12,0.30,0.510,0.13,0.75,0.12
11664,2014,55I052125,55I052,"EAST SIDE ELEMENTARY",56232.00,34558.00,0.07,0.14,0.45,0.830,0.19,0.70,0.11
13117,2015,41I001110,41I001,"EAST SIDE ELEMENTARY",52089.57,31190.54,0.09,0.15,0.32,0.537,0.14,0.73,0.14
14877,2016,41I001110,41I001,"EAST SIDE ELEMENTARY",53307.82,32016.15,0.08,0.17,0.35,0.588,0.15,0.73,0.12
10872,2014,14I002175,14I002,"EASTLAKE ELEMENTARY",72627.00,41624.00,0.05,0.09,0.26,0.300,0.26,0.65,0.09
12640,2015,14I002175,14I002,"EASTLAKE ELEMENTARY",74017.72,43667.52,0.05,0.09,0.28,0.269,0.26,0.66,0.09
14402,2016,14I002175,14I002,"EASTLAKE ELEMENTARY",74645.48,45730.80,0.04,0.08,0.29,0.268,0.26,0.65,0.08
12064,2014,68I001110,68I001,"EASTSIDE ELEMENTARY",44010.00,25727.00,0.08,0.21,0.31,0.790,0.12,0.70,0.17
13826,2015,68I001110,68I001,"EASTSIDE ELEMENTARY",43921.83,27509.81,0.08,0.24,0.36,0.785,0.12,0.71,0.18
15583,2016,68I001110,68I001,"EASTSIDE ELEMENTARY",43281.92,27559.91,0.09,0.26,0.38,0.909,0.13,0.69,0.17
11702,2014,55I089195,55I089,"EDGEMERE ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,0.940,0.21,0.56,0.23
13468,2015,55I089195,55I089,"EDGEMERE ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,0.884,0.22,0.55,0.22
15226,2016,55I089195,55I089,"EDGEMERE ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,0.941,0.22,0.55,0.23
10946,2014,16I008122,16I008,"EDISON ELEMENTARY",54385.00,28862.00,0.10,0.19,0.48,0.770,0.19,0.69,0.12
11004,2014,19I002110,19I002,"EDISON ELEMENTARY",46643.00,23663.00,0.09,0.22,0.32,0.860,0.13,0.71,0.15
11178,2014,28I001105,28I001,"EDISON ELEMENTARY",46930.00,23236.00,0.03,0.10,0.23,0.710,0.18,0.61,0.21
12715,2015,16I008122,16I008,"EDISON ELEMENTARY",55193.79,29845.71,0.10,0.20,0.47,0.813,0.20,0.69,0.11
12772,2015,19I002110,19I002,"EDISON ELEMENTARY",48467.48,24939.67,0.11,0.24,0.31,0.854,0.13,0.72,0.14
12947,2015,28I001105,28I001,"EDISON ELEMENTARY",51610.96,23947.94,0.05,0.16,0.30,0.678,0.15,0.65,0.20
14478,2016,16I008122,16I008,"EDISON ELEMENTARY",55235.61,30828.06,0.09,0.20,0.43,0.803,0.20,0.69,0.11
14531,2016,19I002110,19I002,"EDISON ELEMENTARY",52274.21,25661.91,0.09,0.20,0.30,0.896,0.13,0.73,0.14
14706,2016,28I001105,28I001,"EDISON ELEMENTARY",51240.81,22423.05,0.05,0.15,0.27,0.733,0.15,0.69,0.16
12199,2014,72I001537,72I001,"EDISON PREPARATORY MIDDLE SCHOOL",56448.00,56175.00,0.09,0.23,0.48,0.650,0.25,0.59,0.15
13961,2015,72I001537,72I001,"EDISON PREPARATORY MIDDLE SCHOOL",57115.75,57723.51,0.09,0.23,0.49,0.609,0.26,0.59,0.15
15718,2016,72I001537,72I001,"EDISON PREPARATORY MIDDLE SCHOOL",58190.81,60320.18,0.08,0.23,0.50,0.648,0.26,0.59,0.15
11911,2014,61I080105,61I080,"EDMOND DOYLE ELEMENTARY",49424.00,28067.00,0.06,0.22,0.43,0.890,0.15,0.67,0.18
13673,2015,61I080105,61I080,"EDMOND DOYLE ELEMENTARY",50113.92,28208.07,0.06,0.24,0.45,0.824,0.16,0.67,0.17
15430,2016,61I080105,61I080,"EDMOND DOYLE ELEMENTARY",50880.20,29839.44,0.07,0.24,0.43,0.844,0.16,0.68,0.17
11703,2014,55I089205,55I089,"EDWARDS ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,0.980,0.21,0.56,0.23
13469,2015,55I089205,55I089,"EDWARDS ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,1.000,0.22,0.55,0.22
15227,2016,55I089205,55I089,"EDWARDS ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,1.000,0.22,0.55,0.23
10894,2014,14I029140,14I029,"EISENHOWER ELEMENTARY",69395.00,55637.00,0.06,0.18,0.32,0.530,0.44,0.49,0.07
10947,2014,16I008125,16I008,"EISENHOWER ELEMENTARY",54385.00,28862.00,0.10,0.19,0.48,0.800,0.19,0.69,0.12
11101,2014,24I057125,24I057,"EISENHOWER ELEMENTARY",56810.00,33323.00,0.06,0.16,0.35,0.370,0.22,0.63,0.15
12663,2015,14I029140,14I029,"EISENHOWER ELEMENTARY",70620.91,56850.76,0.06,0.18,0.32,0.477,0.44,0.50,0.07
12716,2015,16I008125,16I008,"EISENHOWER ELEMENTARY",55193.79,29845.71,0.10,0.20,0.47,0.806,0.20,0.69,0.11
12870,2015,24I057125,24I057,"EISENHOWER ELEMENTARY",58949.32,34706.02,0.06,0.14,0.34,0.419,0.21,0.64,0.15
14629,2016,24I057125,24I057,"EISENHOWER ELEMENTARY",59926.04,36582.45,0.06,0.14,0.33,0.280,0.22,0.64,0.15
14427,2016,14I029140,14I029,"EISENHOWER ELEMENTARY",71495.25,60163.65,0.05,0.18,0.32,0.489,0.42,0.51,0.07
14479,2016,16I008125,16I008,"EISENHOWER ELEMENTARY",55235.61,30828.06,0.09,0.20,0.43,0.830,0.20,0.69,0.11
10969,2014,16I008705,16I008,"EISENHOWER HIGH SCHOOL",54385.00,28862.00,0.10,0.19,0.48,0.460,0.19,0.69,0.12
12737,2015,16I008705,16I008,"EISENHOWER HIGH SCHOOL",55193.79,29845.71,0.10,0.20,0.47,0.475,0.20,0.69,0.11
14496,2016,16I008705,16I008,"EISENHOWER HIGH SCHOOL",55235.61,30828.06,0.09,0.20,0.43,0.504,0.20,0.69,0.11
12156,2014,72I001170,72I001,"EISENHOWER INTERNATIONAL ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,0.240,0.25,0.59,0.15
13918,2015,72I001170,72I001,"EISENHOWER INTERNATIONAL ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,0.237,0.26,0.59,0.15
15675,2016,72I001170,72I001,"EISENHOWER INTERNATIONAL ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,0.249,0.26,0.59,0.15
10968,2014,16I008545,16I008,"EISENHOWER MIDDLE SCHOOL",54385.00,28862.00,0.10,0.19,0.48,0.610,0.19,0.69,0.12
12736,2015,16I008545,16I008,"EISENHOWER MIDDLE SCHOOL",55193.79,29845.71,0.10,0.20,0.47,0.647,0.20,0.69,0.11
14495,2016,16I008545,16I008,"EISENHOWER MIDDLE SCHOOL",55235.61,30828.06,0.09,0.20,0.43,0.667,0.20,0.69,0.11
10768,2014,09I034705,09I034,"EL RENO HIGH SCHOOL",56232.00,24091.00,0.08,0.14,0.37,0.550,0.09,0.75,0.16
12534,2015,09I034705,09I034,"EL RENO HIGH SCHOOL",59138.17,25086.24,0.08,0.14,0.37,0.492,0.11,0.74,0.15
14296,2016,09I034705,09I034,"EL RENO HIGH SCHOOL",60315.50,24895.16,0.07,0.14,0.37,0.455,0.12,0.73,0.15
11224,2014,33I025105,33I025,"ELDORADO ELEMENTARY",56193.00,79684.00,0.08,0.21,0.42,0.760,0.24,0.59,0.17
12993,2015,33I025105,33I025,"ELDORADO ELEMENTARY",59802.86,91782.86,0.05,0.23,0.38,0.816,0.27,0.59,0.14
14752,2016,33I025105,33I025,"ELDORADO ELEMENTARY",50451.84,99920.83,0.11,0.25,0.40,0.674,0.19,0.68,0.13
11225,2014,33I025705,33I025,"ELDORADO HIGH SCHOOL",56193.00,79684.00,0.08,0.21,0.42,0.610,0.24,0.59,0.17
12994,2015,33I025705,33I025,"ELDORADO HIGH SCHOOL",59802.86,91782.86,0.05,0.23,0.38,0.742,0.27,0.59,0.14
14753,2016,33I025705,33I025,"ELDORADO HIGH SCHOOL",50451.84,99920.83,0.11,0.25,0.40,1.080,0.19,0.68,0.13
10975,2014,16I016105,16I016,"ELGIN ELEMENTARY",76354.00,31098.00,0.07,0.07,0.15,0.400,0.29,0.66,0.05
12743,2015,16I016105,16I016,"ELGIN ELEMENTARY",88296.02,31207.41,0.06,0.07,0.19,0.343,0.28,0.66,0.06
14502,2016,16I016105,16I016,"ELGIN ELEMENTARY",91269.07,31327.26,0.04,0.06,0.19,0.353,0.27,0.63,0.09
10977,2014,16I016705,16I016,"ELGIN HIGH SCHOOL",76354.00,31098.00,0.07,0.07,0.15,0.290,0.29,0.66,0.05
12745,2015,16I016705,16I016,"ELGIN HIGH SCHOOL",88296.02,31207.41,0.06,0.07,0.19,0.201,0.28,0.66,0.06
14504,2016,16I016705,16I016,"ELGIN HIGH SCHOOL",91269.07,31327.26,0.04,0.06,0.19,0.266,0.27,0.63,0.09
10976,2014,16I016505,16I016,"ELGIN MIDDLE SCHOOL",76354.00,31098.00,0.07,0.07,0.15,0.390,0.29,0.66,0.05
12744,2015,16I016505,16I016,"ELGIN MIDDLE SCHOOL",88296.02,31207.41,0.06,0.07,0.19,0.340,0.28,0.66,0.06
14503,2016,16I016505,16I016,"ELGIN MIDDLE SCHOOL",91269.07,31327.26,0.04,0.06,0.19,0.364,0.27,0.63,0.09
12157,2014,72I001175,72I001,"ELIOT ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,0.320,0.25,0.59,0.15
13919,2015,72I001175,72I001,"ELIOT ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,0.362,0.26,0.59,0.15
15676,2016,72I001175,72I001,"ELIOT ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,0.325,0.26,0.59,0.15
10669,2014,05I006705,05I006,"ELK CITY HIGH SCHOOL",64129.00,45990.00,0.04,0.15,0.45,0.400,0.17,0.66,0.17
12435,2015,05I006705,05I006,"ELK CITY HIGH SCHOOL",70729.71,47634.49,0.03,0.13,0.42,0.547,0.17,0.67,0.16
14198,2016,05I006705,05I006,"ELK CITY HIGH SCHOOL",70102.92,53130.32,0.04,0.13,0.41,0.467,0.18,0.65,0.17
12332,2014,73I019110,73I019,"ELLINGTON ELEMENTARY",49230.00,27449.00,0.12,0.20,0.49,0.770,0.16,0.70,0.15
14094,2015,73I019110,73I019,"ELLINGTON ELEMENTARY",48747.97,28671.34,0.10,0.19,0.45,0.754,0.14,0.70,0.15
15856,2016,73I019110,73I019,"ELLINGTON ELEMENTARY",49278.00,28480.69,0.09,0.19,0.41,0.859,0.15,0.69,0.16
11138,2014,25I072605,25I072,"ELMORE CITY JR HIGH SCHOOL",61274.00,59962.00,0.03,0.14,0.23,0.620,0.18,0.70,0.13
12907,2015,25I072605,25I072,"ELMORE CITY JR HIGH SCHOOL",61711.23,59589.46,0.03,0.16,0.20,0.562,0.17,0.71,0.12
14666,2016,25I072605,25I072,"ELMORE CITY JR HIGH SCHOOL",63596.60,59418.67,0.04,0.15,0.22,0.557,0.16,0.70,0.14
11137,2014,25I072105,25I072,"ELMORE CITY-PERNELL ELEMENTARY",61274.00,59962.00,0.03,0.14,0.23,0.700,0.18,0.70,0.13
12906,2015,25I072105,25I072,"ELMORE CITY-PERNELL ELEMENTARY",61711.23,59589.46,0.03,0.16,0.20,0.647,0.17,0.71,0.12
14665,2016,25I072105,25I072,"ELMORE CITY-PERNELL ELEMENTARY",63596.60,59418.67,0.04,0.15,0.22,0.643,0.16,0.70,0.14
11912,2014,61I080110,61I080,"EMERSON ELEMENTARY",49424.00,28067.00,0.06,0.22,0.43,0.910,0.15,0.67,0.18
12084,2014,69I001110,69I001,"EMERSON ELEMENTARY",54094.00,44570.00,0.08,0.16,0.30,0.760,0.20,0.65,0.15
12158,2014,72I001180,72I001,"EMERSON ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,1.060,0.25,0.59,0.15
10921,2014,15I001105,15I001,"EMERSON ELEMENTARY",45486.00,104491.00,0.09,0.22,0.47,0.820,0.13,0.69,0.19
12690,2015,15I001105,15I001,"EMERSON ELEMENTARY",50593.38,102000.06,0.09,0.23,0.45,0.857,0.13,0.72,0.16
13674,2015,61I080110,61I080,"EMERSON ELEMENTARY",50113.92,28208.07,0.06,0.24,0.45,0.915,0.16,0.67,0.17
13846,2015,69I001110,69I001,"EMERSON ELEMENTARY",54498.02,43919.29,0.08,0.17,0.36,0.735,0.19,0.66,0.15
13920,2015,72I001180,72I001,"EMERSON ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,1.050,0.26,0.59,0.15
15431,2016,61I080110,61I080,"EMERSON ELEMENTARY",50880.20,29839.44,0.07,0.24,0.43,0.899,0.16,0.68,0.17
15603,2016,69I001110,69I001,"EMERSON ELEMENTARY",55669.13,45480.87,0.07,0.18,0.35,0.756,0.19,0.66,0.15
15677,2016,72I001180,72I001,"EMERSON ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,1.092,0.26,0.59,0.15
14454,2016,15I001105,15I001,"EMERSON ELEMENTARY",58088.08,111855.59,0.10,0.21,0.51,0.849,0.14,0.69,0.16
11110,2014,24I057505,24I057,"EMERSON MIDDLE SCHOOL",56810.00,33323.00,0.06,0.16,0.35,0.780,0.22,0.63,0.15
12879,2015,24I057505,24I057,"EMERSON MIDDLE SCHOOL",58949.32,34706.02,0.06,0.14,0.34,0.777,0.21,0.64,0.15
14638,2016,24I057505,24I057,"EMERSON MIDDLE SCHOOL",59926.04,36582.45,0.06,0.14,0.33,0.860,0.22,0.64,0.15
12101,2014,69I021105,69I021,"EMPIRE ELEMENTARY",70688.00,26069.00,0.04,0.09,0.23,0.580,0.17,0.74,0.09
13863,2015,69I021105,69I021,"EMPIRE ELEMENTARY",71506.23,28078.00,0.04,0.11,0.23,0.480,0.15,0.76,0.09
15620,2016,69I021105,69I021,"EMPIRE ELEMENTARY",71088.81,27212.52,0.03,0.12,0.25,0.609,0.12,0.77,0.11
12102,2014,69I021605,69I021,"EMPIRE HIGH JR HIGH SCHOOL",70688.00,26069.00,0.04,0.09,0.23,0.660,0.17,0.74,0.09
13864,2015,69I021605,69I021,"EMPIRE HIGH JR HIGH SCHOOL",71506.23,28078.00,0.04,0.11,0.23,0.574,0.15,0.76,0.09
15621,2016,69I021605,69I021,"EMPIRE HIGH JR HIGH SCHOOL",71088.81,27212.52,0.03,0.12,0.25,0.557,0.12,0.77,0.11
12103,2014,69I021715,69I021,"EMPIRE HIGH SCHOOL",70688.00,26069.00,0.04,0.09,0.23,0.500,0.17,0.74,0.09
13865,2015,69I021715,69I021,"EMPIRE HIGH SCHOOL",71506.23,28078.00,0.04,0.11,0.23,0.412,0.15,0.76,0.09
15622,2016,69I021715,69I021,"EMPIRE HIGH SCHOOL",71088.81,27212.52,0.03,0.12,0.25,0.577,0.12,0.77,0.11
11113,2014,24I057705,24I057,"ENID HIGH SCHOOL",56810.00,33323.00,0.06,0.16,0.35,0.680,0.22,0.63,0.15
12882,2015,24I057705,24I057,"ENID HIGH SCHOOL",58949.32,34706.02,0.06,0.14,0.34,0.631,0.21,0.64,0.15
14641,2016,24I057705,24I057,"ENID HIGH SCHOOL",59926.04,36582.45,0.06,0.14,0.33,0.646,0.22,0.64,0.15
11665,2014,55I052130,55I052,"EPPERLY HEIGHTS ELEMENTARY",56232.00,34558.00,0.07,0.14,0.45,0.900,0.19,0.70,0.11
13433,2015,55I052130,55I052,"EPPERLY HEIGHTS ELEMENTARY",55940.19,34534.37,0.08,0.16,0.46,0.871,0.20,0.69,0.11
15191,2016,55I052130,55I052,"EPPERLY HEIGHTS ELEMENTARY",56255.19,35589.64,0.07,0.16,0.45,0.898,0.20,0.70,0.10
10673,2014,05I051105,05I051,"ERICK ELEMENTARY",46846.00,37877.00,0.01,0.27,0.14,0.540,0.12,0.72,0.16
12439,2015,05I051105,05I051,"ERICK ELEMENTARY",49027.21,44660.57,0.02,0.30,0.16,0.508,0.11,0.72,0.18
14202,2016,05I051105,05I051,"ERICK ELEMENTARY",51438.31,44548.82,0.01,0.24,0.20,0.564,0.13,0.67,0.20
10674,2014,05I051715,05I051,"ERICK HIGH SCHOOL",46846.00,37877.00,0.01,0.27,0.14,0.330,0.12,0.72,0.16
12440,2015,05I051715,05I051,"ERICK HIGH SCHOOL",49027.21,44660.57,0.02,0.30,0.16,0.313,0.11,0.72,0.18
14203,2016,05I051715,05I051,"ERICK HIGH SCHOOL",51438.31,44548.82,0.01,0.24,0.20,0.457,0.13,0.67,0.20
11204,2014,32I035120,32I035,"ETHEL REED ELEMENTARY",48230.00,35972.00,0.10,0.24,0.39,0.750,0.10,0.63,0.26
12973,2015,32I035120,32I035,"ETHEL REED ELEMENTARY",48704.97,38526.28,0.09,0.24,0.34,0.890,0.10,0.65,0.25
14732,2016,32I035120,32I035,"ETHEL REED ELEMENTARY",45457.09,37255.85,0.07,0.20,0.43,0.888,0.10,0.65,0.25
10767,2014,09I034610,09I034,"ETTA DALE JR HIGH SCHOOL",56232.00,24091.00,0.08,0.14,0.37,0.700,0.09,0.75,0.16
12533,2015,09I034610,09I034,"ETTA DALE JR HIGH SCHOOL",59138.17,25086.24,0.08,0.14,0.37,0.600,0.11,0.74,0.15
14295,2016,09I034610,09I034,"ETTA DALE JR HIGH SCHOOL",60315.50,24895.16,0.07,0.14,0.37,0.859,0.12,0.73,0.15
11482,2014,49I001120,49I001,"EUFAULA ELEMENTARY",45613.00,37991.00,0.09,0.21,0.36,0.720,0.15,0.69,0.16
13251,2015,49I001120,49I001,"EUFAULA ELEMENTARY",47368.32,38633.09,0.08,0.21,0.41,0.773,0.14,0.73,0.13
15010,2016,49I001120,49I001,"EUFAULA ELEMENTARY",45990.85,41923.67,0.09,0.21,0.40,0.747,0.15,0.70,0.15
11484,2014,49I001710,49I001,"EUFAULA HIGH SCHOOL",45613.00,37991.00,0.09,0.21,0.36,0.650,0.15,0.69,0.16
13253,2015,49I001710,49I001,"EUFAULA HIGH SCHOOL",47368.32,38633.09,0.08,0.21,0.41,0.644,0.14,0.73,0.13
15012,2016,49I001710,49I001,"EUFAULA HIGH SCHOOL",45990.85,41923.67,0.09,0.21,0.40,0.684,0.15,0.70,0.15
11483,2014,49I001505,49I001,"EUFAULA MIDDLE SCHOOL",45613.00,37991.00,0.09,0.21,0.36,0.780,0.15,0.69,0.16
13252,2015,49I001505,49I001,"EUFAULA MIDDLE SCHOOL",47368.32,38633.09,0.08,0.21,0.41,0.750,0.14,0.73,0.13
15011,2016,49I001505,49I001,"EUFAULA MIDDLE SCHOOL",45990.85,41923.67,0.09,0.21,0.40,0.778,0.15,0.70,0.15
11704,2014,55I089215,55I089,"EUGENE FIELD ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,1.000,0.21,0.56,0.23
12159,2014,72I001185,72I001,"EUGENE FIELD ELEMENTARY",56448.00,56175.00,0.09,0.23,0.48,1.000,0.25,0.59,0.15
13470,2015,55I089215,55I089,"EUGENE FIELD ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,0.810,0.22,0.55,0.22
13921,2015,72I001185,72I001,"EUGENE FIELD ELEMENTARY",57115.75,57723.51,0.09,0.23,0.49,1.084,0.26,0.59,0.15
15228,2016,55I089215,55I089,"EUGENE FIELD ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,0.840,0.22,0.55,0.23
15678,2016,72I001185,72I001,"EUGENE FIELD ELEMENTARY",58190.81,60320.18,0.08,0.23,0.50,1.075,0.26,0.59,0.15
10998,2014,18I065510,18I065,"EWING HALSELL MIDDLE SCHOOL",48121.00,27616.00,0.06,0.21,0.36,0.690,0.13,0.69,0.19
12766,2015,18I065510,18I065,"EWING HALSELL MIDDLE SCHOOL",48599.86,28480.39,0.08,0.20,0.35,0.652,0.14,0.67,0.19
14525,2016,18I065510,18I065,"EWING HALSELL MIDDLE SCHOOL",48292.11,32666.79,0.08,0.22,0.43,0.711,0.15,0.68,0.17
11701,2014,55I089170,55I089,"F. D. MOON ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,1.010,0.21,0.56,0.23
13467,2015,55I089170,55I089,"F. D. MOON ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,1.000,0.22,0.55,0.22
15225,2016,55I089170,55I089,"F. D. MOON ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,1.000,0.22,0.55,0.23
11848,2014,58I031105,58I031,"FAIRLAND ELEMENTARY",46059.00,26470.00,0.07,0.18,0.29,0.700,0.16,0.73,0.11
13611,2015,58I031105,58I031,"FAIRLAND ELEMENTARY",46337.37,26013.81,0.07,0.18,0.25,0.662,0.13,0.77,0.10
15370,2016,58I031105,58I031,"FAIRLAND ELEMENTARY",45459.43,25935.35,0.08,0.19,0.26,0.690,0.12,0.77,0.12
11850,2014,58I031705,58I031,"FAIRLAND HIGH SCHOOL",46059.00,26470.00,0.07,0.18,0.29,0.610,0.16,0.73,0.11
13613,2015,58I031705,58I031,"FAIRLAND HIGH SCHOOL",46337.37,26013.81,0.07,0.18,0.25,0.518,0.13,0.77,0.10
15372,2016,58I031705,58I031,"FAIRLAND HIGH SCHOOL",45459.43,25935.35,0.08,0.19,0.26,0.567,0.12,0.77,0.12
11849,2014,58I031510,58I031,"FAIRLAND MIDDLE SCHOOL",46059.00,26470.00,0.07,0.18,0.29,0.610,0.16,0.73,0.11
13612,2015,58I031510,58I031,"FAIRLAND MIDDLE SCHOOL",46337.37,26013.81,0.07,0.18,0.25,0.669,0.13,0.77,0.10
15371,2016,58I031510,58I031,"FAIRLAND MIDDLE SCHOOL",45459.43,25935.35,0.08,0.19,0.26,0.619,0.12,0.77,0.12
10664,2014,05I006105,05I006,"FAIRVIEW ELEMENTARY",64129.00,45990.00,0.04,0.15,0.45,0.540,0.17,0.66,0.17
10855,2014,14I002107,14I002,"FAIRVIEW ELEMENTARY",72627.00,41624.00,0.05,0.09,0.26,0.630,0.26,0.65,0.09
12430,2015,05I006105,05I006,"FAIRVIEW ELEMENTARY",70729.71,47634.49,0.03,0.13,0.42,0.688,0.17,0.67,0.16
12623,2015,14I002107,14I002,"FAIRVIEW ELEMENTARY",74017.72,43667.52,0.05,0.09,0.28,0.663,0.26,0.66,0.09
14193,2016,05I006105,05I006,"FAIRVIEW ELEMENTARY",70102.92,53130.32,0.04,0.13,0.41,0.667,0.18,0.65,0.17
14385,2016,14I002107,14I002,"FAIRVIEW ELEMENTARY",74645.48,45730.80,0.04,0.08,0.29,0.695,0.26,0.65,0.08
11397,2014,44I084705,44I084,"FAIRVIEW HIGH SCHOOL",59187.00,47647.00,0.03,0.17,0.35,0.420,0.19,0.69,0.13
13166,2015,44I084705,44I084,"FAIRVIEW HIGH SCHOOL",57921.89,50875.47,0.03,0.21,0.29,0.435,0.17,0.69,0.14
14926,2016,44I084705,44I084,"FAIRVIEW HIGH SCHOOL",62612.53,50420.09,0.05,0.20,0.34,0.374,0.17,0.70,0.13
11313,2014,40C039105,40C039,"FANSHAWE ELEMENTARY",52212.00,58738.00,0.13,0.24,0.08,0.590,0.16,0.69,0.15
13081,2015,40C039105,40C039,"FANSHAWE ELEMENTARY",60465.57,74589.57,0.10,0.21,0.09,0.576,0.18,0.71,0.11
14841,2016,40C039105,40C039,"FANSHAWE ELEMENTARY",58874.38,67804.01,0.11,0.20,0.12,0.632,0.22,0.66,0.12
11079,2014,23I002105,23I002,"FARGO ELEMENTARY",63314.00,161641.00,0.01,0.11,0.06,0.670,0.13,0.79,0.08
12847,2015,23I002105,23I002,"FARGO ELEMENTARY",63572.30,170534.20,0.05,0.09,0.08,0.664,0.17,0.76,0.08
14606,2016,23I002105,23I002,"FARGO ELEMENTARY",67476.96,200557.18,0.06,0.09,0.08,0.784,0.17,0.74,0.09
11080,2014,23I002705,23I002,"FARGO HIGH SCHOOL",63314.00,161641.00,0.01,0.11,0.06,0.590,0.13,0.79,0.08
12848,2015,23I002705,23I002,"FARGO HIGH SCHOOL",63572.30,170534.20,0.05,0.09,0.08,0.635,0.17,0.76,0.08
14607,2016,23I002705,23I002,"FARGO HIGH SCHOOL",67476.96,200557.18,0.06,0.09,0.08,0.684,0.17,0.74,0.09
10849,2014,13I010105,13I010,"FELT ELEMENTARY",53435.00,63986.00,0.02,0.17,0.24,0.520,0.23,0.54,0.24
12617,2015,13I010105,13I010,"FELT ELEMENTARY",70179.39,69281.95,0.01,0.13,0.13,0.660,0.28,0.56,0.16
14379,2016,13I010105,13I010,"FELT ELEMENTARY",69534.53,57964.51,0.02,0.14,0.20,0.585,0.31,0.59,0.10
10850,2014,13I010705,13I010,"FELT HIGH SCHOOL",53435.00,63986.00,0.02,0.17,0.24,0.590,0.23,0.54,0.24
12618,2015,13I010705,13I010,"FELT HIGH SCHOOL",70179.39,69281.95,0.01,0.13,0.13,0.500,0.28,0.56,0.16
14380,2016,13I010705,13I010,"FELT HIGH SCHOOL",69534.53,57964.51,0.02,0.14,0.20,0.393,0.31,0.59,0.10
11705,2014,55I089220,55I089,"FILLMORE ELEMENTARY",51403.00,48041.00,0.09,0.27,0.47,0.940,0.21,0.56,0.23
13471,2015,55I089220,55I089,"FILLMORE ELEMENTARY",53011.22,49735.22,0.08,0.27,0.47,0.650,0.22,0.55,0.22
15229,2016,55I089220,55I089,"FILLMORE ELEMENTARY",53956.08,50805.13,0.08,0.28,0.47,0.650,0.22,0.55,0.23
10868,2014,14I002155,14I002,"FISHER ELEMENTARY",72627.00,41624.00,0.05,0.09,0.26,0.270,0.26,0.65,0.09
12636,2015,14I002155,14I002,"FISHER ELEMENTARY",74017.72,43667.52,0.05,0.09,0.28,0.241,0.26,0.66,0.09
14398,2016,14I002155,14I002,"FISHER ELEMENTARY",74645.48,45730.80,0.04,0.08,0.29,0.233,0.26,0.65,0.08
