RecordNumber,Yr,County,DistrictName,DistrictCode,DistrictPop,AvgIncome,AvgPropVal,Unemployment,Poverty,SingleParentFam,StdntOffdr,OffnsOffdr,NCNTGang,CollegeEd,HSDiploma,BelowHS,FRL
3232,2014,CANADIAN,"UNION CITY",09I057,2014,68319.26,50332.95,0.06,0.13,0.04,301.0,1.0,0.00,0.72,0.13,0.15,0.578
4267,2016,CANADIAN,"UNION CITY",09I057,1535,79770.16,59688.95,0.04,0.06,0.10,291.0,1.0,0.00,0.18,0.72,0.10,0.519
3750,2015,CANADIAN,"UNION CITY",09I057,1760,76044.87,52423.97,0.04,0.08,0.09,0.2,0.7,0.11,0.00,0.00,0.00,0.549
3748,2015,CANADIAN,YUKON,09I027,39116,75086.45,39897.74,0.05,0.07,0.26,0.3,0.6,0.07,136.97,1.75,0.00,0.393
3230,2014,CANADIAN,YUKON,09I027,37996,75526.92,38164.03,0.05,0.06,0.25,279.0,1.9,0.00,0.64,0.06,0.30,0.395
4265,2016,CANADIAN,YUKON,09I027,40242,77882.61,42555.68,0.04,0.06,0.28,220.5,1.8,0.00,0.29,0.65,0.07,0.430
4271,2016,CARTER,ARDMORE,10I019,18494,52524.04,56464.17,0.07,0.20,0.45,56.6,2.1,3.00,0.17,0.65,0.18,0.922
3754,2015,CARTER,ARDMORE,10I019,18526,51315.94,56276.21,0.07,0.21,0.44,0.2,0.6,0.19,57.20,1.47,3.00,0.923
3236,2014,CARTER,ARDMORE,10I019,18633,50491.97,70909.45,0.08,0.23,0.48,45.4,1.9,7.00,0.67,0.17,0.17,0.852
3243,2014,CARTER,DICKSON,10I077,5639,63792.55,33513.03,0.06,0.08,0.23,89.4,1.3,1.00,0.72,0.10,0.17,0.579
4278,2016,CARTER,DICKSON,10I077,5256,66259.98,31328.93,0.08,0.11,0.28,102.8,2.2,0.00,0.20,0.70,0.11,0.582
3761,2015,CARTER,DICKSON,10I077,5442,66117.38,30505.58,0.06,0.10,0.23,0.2,0.7,0.11,118.36,2.00,1.00,0.554
3760,2015,CARTER,FOX,10I074,1542,50621.81,113442.90,0.06,0.12,0.13,0.1,0.7,0.17,170.00,1.00,0.00,0.791
3242,2014,CARTER,FOX,10I074,1446,45550.59,99227.64,0.05,0.11,0.13,82.5,1.8,0.00,0.74,0.18,0.08,0.770
4277,2016,CARTER,FOX,10I074,1558,51371.62,95352.33,0.03,0.12,0.14,79.5,3.8,0.00,0.13,0.75,0.12,0.855
4276,2016,CARTER,HEALDTON,10I055,3536,48793.58,36404.88,0.03,0.16,0.36,512.0,1.0,0.00,0.13,0.72,0.15,0.699
3759,2015,CARTER,HEALDTON,10I055,3471,48190.54,37532.22,0.03,0.12,0.46,0.1,0.7,0.14,170.33,1.00,0.00,0.660
3241,2014,CARTER,HEALDTON,10I055,3822,47514.86,34003.59,0.05,0.11,0.47,136.0,1.8,0.00,0.74,0.14,0.12,0.728
3239,2014,CARTER,"LONE GROVE",10I032,6466,53183.57,23940.40,0.06,0.16,0.19,123.2,2.3,0.00,0.75,0.12,0.12,0.523
4274,2016,CARTER,"LONE GROVE",10I032,6579,52077.32,25908.24,0.07,0.14,0.27,170.7,4.6,1.00,0.13,0.73,0.13,0.490
3757,2015,CARTER,"LONE GROVE",10I032,6618,54726.01,24170.42,0.06,0.16,0.19,0.1,0.7,0.14,252.50,1.00,0.00,0.467
3756,2015,CARTER,PLAINVIEW,10I027,8046,81595.83,56470.11,0.06,0.09,0.25,0.3,0.6,0.08,255.00,2.00,0.00,0.341
3238,2014,CARTER,PLAINVIEW,10I027,7074,79455.62,54680.16,0.06,0.10,0.25,137.5,1.8,1.00,0.58,0.11,0.31,0.380
4273,2016,CARTER,PLAINVIEW,10I027,8152,84583.90,58834.29,0.04,0.08,0.26,517.3,2.7,1.00,0.34,0.59,0.07,0.334
4272,2016,CARTER,SPRINGER,10I021,1426,52768.14,199796.85,0.08,0.12,0.47,72.0,2.0,1.00,0.15,0.69,0.17,0.745
3755,2015,CARTER,SPRINGER,10I021,1279,51321.97,187695.76,0.09,0.12,0.45,0.1,0.7,0.15,101.00,1.50,0.00,0.644
3237,2014,CARTER,SPRINGER,10I021,1335,48028.15,164167.47,0.09,0.13,0.48,107.0,1.5,1.00,0.74,0.16,0.10,0.776
3240,2014,CARTER,WILSON,10I043,2721,46012.73,22602.78,0.07,0.17,0.33,56.4,1.2,0.00,0.73,0.16,0.11,0.776
4275,2016,CARTER,WILSON,10I043,2777,59015.73,26762.05,0.05,0.15,0.20,0.0,0.0,0.00,0.12,0.74,0.14,0.712
3758,2015,CARTER,WILSON,10I043,2704,52794.80,24983.18,0.07,0.15,0.26,0.1,0.7,0.16,68.57,2.86,0.00,0.725
3753,2015,CARTER,ZANEIS,10C072,713,62156.10,34559.00,0.11,0.19,0.25,0.2,0.7,0.14,280.00,1.00,0.00,0.789
3235,2014,CARTER,ZANEIS,10C072,851,58031.01,32097.35,0.12,0.16,0.15,0.0,0.0,0.00,0.66,0.13,0.21,0.800
4270,2016,CARTER,ZANEIS,10C072,691,63105.62,31303.84,0.08,0.18,0.19,0.0,0.0,0.00,0.20,0.66,0.14,0.837
4285,2016,CHEROKEE,BRIGGS,11C044,2488,46853.30,17964.25,0.09,0.23,0.27,115.8,1.5,0.00,0.23,0.60,0.17,0.929
3768,2015,CHEROKEE,BRIGGS,11C044,2623,44476.81,16140.14,0.10,0.26,0.24,0.2,0.6,0.18,248.00,7.00,0.00,0.929
3250,2014,CHEROKEE,BRIGGS,11C044,2815,44475.00,17916.29,0.08,0.21,0.28,226.0,1.0,0.00,0.61,0.17,0.23,0.927
3249,2014,CHEROKEE,"GRAND VIEW",11C034,4401,41193.89,22069.81,0.12,0.28,0.48,0.0,0.0,0.00,0.56,0.14,0.29,0.885
4284,2016,CHEROKEE,"GRAND VIEW",11C034,4953,43887.25,21028.27,0.07,0.25,0.47,630.0,1.0,0.00,0.26,0.59,0.16,0.840
3767,2015,CHEROKEE,"GRAND VIEW",11C034,4676,43308.81,20526.43,0.11,0.25,0.40,0.3,0.6,0.12,0.00,0.00,0.00,0.843
3771,2015,CHEROKEE,HULBERT,11I016,2983,48995.46,20724.46,0.08,0.15,0.35,0.2,0.7,0.13,125.40,2.20,0.00,0.767
3253,2014,CHEROKEE,HULBERT,11I016,2910,47040.55,19729.92,0.08,0.14,0.36,89.3,1.0,0.00,0.68,0.15,0.17,0.824
4288,2016,CHEROKEE,HULBERT,11I016,3184,47744.82,21549.12,0.07,0.13,0.33,86.1,1.4,0.00,0.17,0.68,0.14,0.708
4287,2016,CHEROKEE,KEYS,11I006,4524,66052.88,38129.47,0.06,0.13,0.24,73.9,2.9,0.00,0.26,0.65,0.09,0.677
3770,2015,CHEROKEE,KEYS,11I006,4627,63062.33,35320.18,0.06,0.13,0.25,0.2,0.7,0.11,78.64,1.82,0.00,0.689
3252,2014,CHEROKEE,KEYS,11I006,4203,64939.11,34018.81,0.05,0.15,0.31,87.8,2.5,0.00,0.64,0.09,0.27,0.706
3244,2014,CHEROKEE,LOWREY,11C010,910,55698.96,30915.50,0.03,0.14,0.22,0.0,0.0,0.00,0.59,0.12,0.30,0.830
4279,2016,CHEROKEE,LOWREY,11C010,1082,59702.36,33256.15,0.03,0.21,0.19,0.0,0.0,0.00,0.19,0.66,0.16,0.877
3762,2015,CHEROKEE,LOWREY,11C010,985,53252.17,33519.64,0.03,0.20,0.14,0.2,0.6,0.16,0.00,0.00,0.00,0.836
3763,2015,CHEROKEE,NORWOOD,11C014,1702,57269.68,26180.17,0.06,0.12,0.30,0.1,0.7,0.17,0.00,0.00,0.00,0.896
3245,2014,CHEROKEE,NORWOOD,11C014,2130,60958.75,28918.72,0.05,0.09,0.23,0.0,0.0,0.00,0.72,0.18,0.11,0.929
4280,2016,CHEROKEE,NORWOOD,11C014,1595,58163.36,29112.02,0.07,0.15,0.17,0.0,0.0,0.00,0.15,0.70,0.16,0.897
4283,2016,CHEROKEE,PEGGS,11C031,1704,52412.28,21696.63,0.06,0.20,0.17,0.0,0.0,0.00,0.15,0.66,0.19,0.770
3766,2015,CHEROKEE,PEGGS,11C031,1674,49987.95,19853.97,0.10,0.20,0.16,0.2,0.7,0.18,256.00,1.00,0.00,0.777
3248,2014,CHEROKEE,PEGGS,11C031,1648,45998.95,19115.73,0.12,0.23,0.11,254.0,2.0,0.00,0.66,0.19,0.15,0.780
3247,2014,CHEROKEE,"SHADY GROVE",11C026,1337,42673.55,19038.76,0.06,0.25,0.32,0.0,0.0,0.00,0.63,0.21,0.16,0.822
4282,2016,CHEROKEE,"SHADY GROVE",11C026,1190,51171.35,19792.09,0.05,0.20,0.25,72.5,1.0,0.00,0.21,0.69,0.10,0.814
3765,2015,CHEROKEE,"SHADY GROVE",11C026,1245,48343.32,18046.81,0.03,0.18,0.26,0.2,0.7,0.16,0.00,0.00,0.00,0.818
3772,2015,CHEROKEE,TAHLEQUAH,11I035,21279,46941.97,24597.88,0.08,0.29,0.49,0.3,0.6,0.15,146.21,1.50,0.00,0.724
3254,2014,CHEROKEE,TAHLEQUAH,11I035,21050,43700.03,24393.89,0.08,0.30,0.49,92.7,3.6,0.00,0.55,0.16,0.29,0.715
4289,2016,CHEROKEE,TAHLEQUAH,11I035,21415,49395.63,24895.69,0.09,0.29,0.51,202.2,2.2,0.00,0.30,0.55,0.15,0.741
4286,2016,CHEROKEE,TENKILLER,11C066,1535,44603.58,15520.91,0.07,0.16,0.12,0.0,0.0,0.00,0.13,0.67,0.20,0.798
3769,2015,CHEROKEE,TENKILLER,11C066,1448,41669.07,15672.08,0.08,0.14,0.26,0.1,0.7,0.22,0.00,0.00,0.00,0.794
3251,2014,CHEROKEE,TENKILLER,11C066,1540,41787.87,16278.92,0.05,0.17,0.35,0.0,0.0,0.00,0.71,0.20,0.09,0.796
3246,2014,CHEROKEE,WOODALL,11C021,1624,52870.68,9394.63,0.12,0.14,0.23,245.5,2.0,0.00,0.70,0.14,0.16,0.703
4281,2016,CHEROKEE,WOODALL,11C021,1757,55784.92,10038.57,0.11,0.18,0.30,492.0,3.0,0.00,0.17,0.70,0.13,0.681
3764,2015,CHEROKEE,WOODALL,11C021,1713,52279.46,9714.43,0.10,0.17,0.30,0.2,0.7,0.15,488.00,4.00,0.00,0.682
3775,2015,CHOCTAW,BOSWELL,12I001,1858,40278.97,19435.00,0.10,0.22,0.35,0.1,0.7,0.21,94.75,3.50,0.00,0.723
3257,2014,CHOCTAW,BOSWELL,12I001,1897,42330.85,20730.22,0.10,0.22,0.38,186.5,1.5,0.00,0.65,0.22,0.14,0.794
4292,2016,CHOCTAW,BOSWELL,12I001,1705,36950.33,19855.82,0.09,0.27,0.42,62.7,2.3,0.00,0.11,0.68,0.20,0.761
4293,2016,CHOCTAW,"FORT TOWSON",12I002,2137,45733.17,38223.70,0.10,0.26,0.35,56.7,2.3,0.00,0.14,0.71,0.15,0.836
3776,2015,CHOCTAW,"FORT TOWSON",12I002,2070,46080.69,36175.76,0.15,0.24,0.34,0.2,0.7,0.18,69.00,1.00,0.00,0.865
3258,2014,CHOCTAW,"FORT TOWSON",12I002,2047,39303.11,37958.39,0.14,0.22,0.37,74.2,1.5,0.00,0.67,0.19,0.14,0.807
3255,2014,CHOCTAW,GRANT,12C003,1365,40310.75,47042.22,0.08,0.27,0.39,0.0,0.0,0.00,0.63,0.25,0.12,1.022
4290,2016,CHOCTAW,GRANT,12C003,1229,41320.99,0.00,0.07,0.24,0.23,0.0,0.0,0.00,0.10,0.61,0.29,1.102
3773,2015,CHOCTAW,GRANT,12C003,1208,39892.21,29646.01,0.06,0.27,0.26,0.1,0.6,0.30,0.00,0.00,0.00,1.026
3778,2015,CHOCTAW,HUGO,12I039,7784,44737.07,24034.65,0.08,0.33,0.57,0.2,0.6,0.21,97.67,1.58,0.00,0.842
3260,2014,CHOCTAW,HUGO,12I039,7553,43355.64,24206.46,0.12,0.32,0.44,77.8,1.4,0.00,0.66,0.19,0.15,0.838
4295,2016,CHOCTAW,HUGO,12I039,7804,43121.87,29351.90,0.10,0.35,0.59,53.1,2.0,0.00,0.14,0.65,0.21,0.912
4294,2016,CHOCTAW,SOPER,12I004,1523,48372.83,12449.91,0.06,0.17,0.23,197.5,2.0,0.00,0.14,0.71,0.14,0.648
3777,2015,CHOCTAW,SOPER,12I004,1451,43897.86,11565.85,0.06,0.18,0.20,0.1,0.7,0.15,134.67,1.00,0.00,0.646
3259,2014,CHOCTAW,SOPER,12I004,1450,43817.56,12600.30,0.06,0.17,0.18,387.0,1.0,0.00,0.69,0.20,0.11,0.656
3256,2014,CHOCTAW,SWINK,12C021,507,43007.49,0.00,0.25,0.27,0.19,0.0,0.0,0.00,0.73,0.19,0.08,1.033
4291,2016,CHOCTAW,SWINK,12C021,462,50830.69,19170.18,0.05,0.21,0.16,0.0,0.0,0.00,0.10,0.74,0.16,0.918
3774,2015,CHOCTAW,SWINK,12C021,459,44473.86,17431.78,0.07,0.27,0.14,0.1,0.7,0.22,0.00,0.00,0.00,0.961
3779,2015,CIMARRON,"BOISE CITY",13I002,1610,59367.57,131022.33,0.03,0.25,0.44,0.2,0.7,0.16,49.33,1.50,0.00,0.774
3261,2014,CIMARRON,"BOISE CITY",13I002,1597,55719.92,115112.13,0.02,0.21,0.48,28.6,2.1,0.00,0.64,0.17,0.19,0.731
4296,2016,CIMARRON,"BOISE CITY",13I002,1587,62630.98,135479.88,0.03,0.21,0.41,41.9,2.3,0.00,0.18,0.66,0.16,0.737
4297,2016,CIMARRON,FELT,13I010,336,69534.53,57964.51,0.02,0.14,0.20,0.0,0.0,0.00,0.31,0.59,0.10,0.527
3780,2015,CIMARRON,FELT,13I010,327,70179.39,69281.95,0.01,0.13,0.13,0.3,0.6,0.16,0.00,0.00,0.00,0.598
3262,2014,CIMARRON,FELT,13I010,295,53434.78,63986.08,0.02,0.17,0.24,0.0,0.0,0.00,0.54,0.24,0.23,0.539
3263,2014,CIMARRON,KEYES,13I011,482,49820.91,208505.62,0.00,0.23,0.00,64.0,2.0,0.00,0.69,0.15,0.16,0.750
4298,2016,CIMARRON,KEYES,13I011,377,50941.04,170144.34,0.01,0.12,0.00,0.0,0.0,0.00,0.16,0.68,0.16,0.639
3781,2015,CIMARRON,KEYES,13I011,416,50938.92,191280.35,0.02,0.12,0.00,0.2,0.7,0.15,37.50,1.00,0.00,0.627
3786,2015,CLEVELAND,LEXINGTON,14I057,8154,57725.80,16787.53,0.08,0.15,0.17,0.1,0.7,0.21,128.78,1.33,0.00,0.625
3268,2014,CLEVELAND,LEXINGTON,14I057,8008,52518.92,16934.40,0.08,0.14,0.21,125.7,1.7,0.00,0.70,0.22,0.08,0.630
4303,2016,CLEVELAND,LEXINGTON,14I057,7953,57687.55,18142.49,0.08,0.13,0.22,160.7,2.4,0.00,0.08,0.69,0.23,0.644
4304,2016,CLEVELAND,"LITTLE AXE",14I070,5727,59387.53,17886.43,0.08,0.12,0.23,213.3,2.7,1.00,0.13,0.68,0.19,0.706
3787,2015,CLEVELAND,"LITTLE AXE",14I070,5608,61354.55,16994.50,0.07,0.11,0.21,0.1,0.7,0.20,91.86,2.14,0.00,0.715
3269,2014,CLEVELAND,"LITTLE AXE",14I070,5751,59234.96,16560.05,0.07,0.08,0.26,247.2,1.8,0.00,0.65,0.20,0.16,0.718
3265,2014,CLEVELAND,MOORE,14I002,127721,72626.63,41624.36,0.05,0.09,0.26,200.2,1.9,4.00,0.65,0.09,0.26,0.435
4300,2016,CLEVELAND,MOORE,14I002,132645,74645.48,45730.80,0.04,0.08,0.29,225.4,1.8,2.00,0.26,0.65,0.08,0.446
3783,2015,CLEVELAND,MOORE,14I002,130394,74017.72,43667.52,0.05,0.09,0.28,0.3,0.7,0.09,197.97,1.83,3.00,0.431
3785,2015,CLEVELAND,NOBLE,14I040,15563,60288.46,24885.44,0.06,0.15,0.41,0.2,0.7,0.11,95.33,2.17,0.00,0.638
3267,2014,CLEVELAND,NOBLE,14I040,15561,60255.55,24617.93,0.08,0.13,0.40,96.6,2.1,0.00,0.70,0.13,0.17,0.617
4302,2016,CLEVELAND,NOBLE,14I040,15892,61827.71,25888.76,0.07,0.14,0.42,136.1,1.8,0.00,0.16,0.71,0.13,0.662
4301,2016,CLEVELAND,NORMAN,14I029,114645,71495.25,60163.65,0.05,0.18,0.32,198.7,4.9,5.00,0.42,0.51,0.07,0.488
3784,2015,CLEVELAND,NORMAN,14I029,112697,70620.91,56850.76,0.06,0.18,0.32,0.4,0.5,0.07,230.49,2.70,1.00,0.498
3266,2014,CLEVELAND,NORMAN,14I029,110837,69394.96,55637.46,0.06,0.18,0.32,258.0,2.3,6.00,0.49,0.07,0.44,0.477
3264,2014,CLEVELAND,"ROBIN HILL",14C016,831,92671.70,26480.63,0.04,0.02,0.10,0.0,0.0,0.00,0.66,0.11,0.23,0.326
4299,2016,CLEVELAND,"ROBIN HILL",14C016,761,87270.77,24818.40,0.05,0.05,0.06,0.0,0.0,0.00,0.21,0.68,0.11,0.395
3782,2015,CLEVELAND,"ROBIN HILL",14C016,798,90743.23,25481.40,0.05,0.02,0.11,0.2,0.7,0.11,280.00,1.00,0.00,0.314
3789,2015,COAL,COALGATE,15I001,4311,50593.38,102000.06,0.09,0.23,0.45,0.1,0.7,0.16,49.27,1.87,0.00,0.804
3271,2014,COAL,COALGATE,15I001,4362,45485.58,104491.08,0.09,0.22,0.47,79.3,1.6,0.00,0.69,0.19,0.13,0.772
4306,2016,COAL,COALGATE,15I001,4209,58088.08,111855.59,0.10,0.21,0.51,179.3,1.0,0.00,0.14,0.69,0.16,0.816
4305,2016,COAL,COTTONWOOD,15C004,468,66733.16,24545.22,0.11,0.16,0.09,0.0,0.0,0.00,0.13,0.74,0.13,0.635
3788,2015,COAL,COTTONWOOD,15C004,459,63470.71,24535.55,0.10,0.15,0.09,0.1,0.7,0.18,177.00,1.00,0.00,0.655
3270,2014,COAL,COTTONWOOD,15C004,439,67227.06,22240.67,0.09,0.15,0.12,0.0,0.0,0.00,0.70,0.18,0.13,0.674
3272,2014,COAL,TUPELO,15I002,1093,53364.95,47485.75,0.07,0.23,0.34,0.0,0.0,0.00,0.62,0.21,0.17,0.760
4307,2016,COAL,TUPELO,15I002,1000,51086.30,51078.69,0.05,0.24,0.29,277.0,2.0,0.00,0.17,0.60,0.23,0.747
3790,2015,COAL,TUPELO,15I002,982,50510.28,47673.67,0.04,0.22,0.31,0.2,0.6,0.20,271.00,1.00,0.00,0.723
3792,2015,COMANCHE,BISHOP,16C049,2594,64295.68,28199.66,0.12,0.17,0.18,0.2,0.7,0.12,0.00,0.00,0.00,0.620
3274,2014,COMANCHE,BISHOP,16C049,2759,68983.09,27641.46,0.11,0.16,0.15,0.0,0.0,0.00,0.71,0.12,0.17,0.642
4309,2016,COMANCHE,BISHOP,16C049,2747,61105.15,26849.67,0.10,0.19,0.30,0.0,0.0,0.00,0.17,0.71,0.12,0.629
4310,2016,COMANCHE,CACHE,16I001,8200,93637.81,61263.07,0.07,0.11,0.26,93.5,1.4,0.00,0.27,0.68,0.06,0.429
3793,2015,COMANCHE,CACHE,16I001,8185,88895.64,59662.95,0.07,0.15,0.28,0.3,0.7,0.06,84.18,1.41,0.00,0.409
3275,2014,COMANCHE,CACHE,16I001,8219,85252.34,63664.42,0.09,0.19,0.31,105.4,1.7,0.00,0.68,0.05,0.27,0.450
3282,2014,COMANCHE,CHATTANOOGA,16I132,1175,62127.53,40382.39,0.03,0.13,0.14,227.0,1.0,0.00,0.71,0.09,0.20,0.449
4317,2016,COMANCHE,CHATTANOOGA,16I132,1404,57160.18,44812.37,0.03,0.24,0.30,112.0,1.5,0.00,0.15,0.78,0.07,0.469
3800,2015,COMANCHE,CHATTANOOGA,16I132,1162,56301.09,44808.23,0.05,0.19,0.25,0.2,0.7,0.11,221.00,1.00,0.00,0.489
3799,2015,COMANCHE,ELGIN,16I016,8250,88296.02,31207.41,0.06,0.07,0.19,0.3,0.7,0.06,168.31,1.62,0.00,0.298
3281,2014,COMANCHE,ELGIN,16I016,7925,76354.31,31098.17,0.07,0.07,0.15,192.2,2.5,0.00,0.66,0.05,0.29,0.365
4316,2016,COMANCHE,ELGIN,16I016,8705,91269.07,31327.26,0.04,0.06,0.19,174.4,1.4,0.00,0.27,0.63,0.09,0.330
4315,2016,COMANCHE,FLETCHER,16I009,2584,68625.53,31719.84,0.13,0.15,0.31,241.0,1.5,0.00,0.19,0.72,0.09,0.579
3798,2015,COMANCHE,FLETCHER,16I009,2617,64220.32,31116.29,0.14,0.18,0.27,0.2,0.7,0.12,486.00,1.00,0.00,0.574
3280,2014,COMANCHE,FLETCHER,16I009,2495,62164.05,30216.06,0.11,0.14,0.25,478.0,1.0,0.00,0.69,0.11,0.20,0.609
3273,2014,COMANCHE,"FLOWER MOUND",16C048,1060,66025.06,34515.87,0.07,0.06,0.35,0.0,0.0,0.00,0.61,0.04,0.35,0.332
4308,2016,COMANCHE,"FLOWER MOUND",16C048,1126,72572.43,34841.01,0.07,0.07,0.28,0.0,0.0,0.00,0.22,0.67,0.11,0.324
3791,2015,COMANCHE,"FLOWER MOUND",16C048,1096,67136.71,35045.52,0.09,0.06,0.27,0.3,0.6,0.06,0.00,0.00,0.00,0.378
3796,2015,COMANCHE,GERONIMO,16I004,3986,54733.55,50623.21,0.09,0.09,0.23,0.1,0.7,0.23,33.70,1.10,0.00,0.718
3278,2014,COMANCHE,GERONIMO,16I004,4246,52106.30,46439.55,0.10,0.10,0.20,181.0,1.0,0.00,0.72,0.21,0.07,0.666
4313,2016,COMANCHE,GERONIMO,16I004,3866,57881.88,55082.85,0.06,0.09,0.42,110.7,1.7,0.00,0.08,0.69,0.23,0.717
4311,2016,COMANCHE,INDIAHOMA,16I002,1515,65772.66,26046.48,0.06,0.13,0.30,0.0,0.0,0.00,0.21,0.71,0.08,0.701
3794,2015,COMANCHE,INDIAHOMA,16I002,1446,62290.60,24423.71,0.07,0.17,0.50,0.2,0.7,0.10,105.00,1.50,0.00,0.724
3276,2014,COMANCHE,INDIAHOMA,16I002,1283,56743.35,24536.85,0.10,0.20,0.56,214.0,1.0,0.00,0.72,0.11,0.16,0.818
3279,2014,COMANCHE,LAWTON,16I008,93077,54385.21,28861.86,0.10,0.19,0.48,45.1,1.7,10.00,0.69,0.12,0.19,0.642
4314,2016,COMANCHE,LAWTON,16I008,93036,55235.61,30828.06,0.09,0.20,0.43,48.3,1.6,12.00,0.20,0.69,0.11,0.665
3797,2015,COMANCHE,LAWTON,16I008,93805,55193.79,29845.71,0.10,0.20,0.47,0.2,0.7,0.11,45.86,1.77,19.00,0.656
3795,2015,COMANCHE,STERLING,16I003,1940,67784.95,25818.61,0.07,0.15,0.31,0.2,0.7,0.09,103.00,1.50,0.00,0.466
3277,2014,COMANCHE,STERLING,16I003,1791,60057.46,23478.11,0.06,0.18,0.40,43.0,1.3,0.00,0.70,0.11,0.19,0.530
4312,2016,COMANCHE,STERLING,16I003,2095,68146.97,25449.55,0.07,0.14,0.33,138.7,4.7,0.00,0.23,0.69,0.08,0.502
4320,2016,COTTON,"BIG PASTURE",17I333,1109,59521.15,47244.62,0.10,0.12,0.28,0.0,0.0,0.00,0.17,0.69,0.14,0.584
3803,2015,COTTON,"BIG PASTURE",17I333,1119,54360.71,48036.84,0.10,0.13,0.33,0.2,0.7,0.16,0.00,0.00,0.00,0.500
3285,2014,COTTON,"BIG PASTURE",17I333,1127,58046.15,41494.34,0.10,0.11,0.38,0.0,0.0,0.00,0.66,0.17,0.17,0.505
3284,2014,COTTON,TEMPLE,17I101,1344,49694.34,50681.49,0.12,0.23,0.58,165.0,3.0,0.00,0.73,0.18,0.10,0.752
4319,2016,COTTON,TEMPLE,17I101,1357,48280.70,46739.72,0.11,0.22,0.42,88.5,1.0,0.00,0.10,0.70,0.20,0.808
3802,2015,COTTON,TEMPLE,17I101,1552,49662.91,50355.41,0.10,0.21,0.45,0.1,0.7,0.21,0.00,0.00,0.00,0.776
3801,2015,COTTON,WALTERS,17I001,3386,55900.76,25437.07,0.08,0.17,0.27,0.2,0.7,0.13,81.78,1.33,0.00,0.567
3283,2014,COTTON,WALTERS,17I001,3533,55444.83,24268.08,0.06,0.13,0.28,61.1,1.3,0.00,0.72,0.12,0.16,0.594
4318,2016,COTTON,WALTERS,17I001,3463,54331.73,25387.82,0.09,0.18,0.34,64.6,1.5,0.00,0.17,0.69,0.14,0.602
4324,2016,CRAIG,BLUEJACKET,18I020,1466,51605.00,38207.27,0.02,0.12,0.26,0.0,0.0,0.00,0.13,0.70,0.17,0.679
3807,2015,CRAIG,BLUEJACKET,18I020,1460,55189.45,41089.51,0.04,0.11,0.23,0.1,0.7,0.13,193.00,1.00,0.00,0.674
3289,2014,CRAIG,BLUEJACKET,18I020,1433,54536.42,39129.78,0.04,0.10,0.19,34.0,2.2,0.00,0.72,0.15,0.13,0.701
3287,2014,CRAIG,KETCHUM,18I006,3969,49920.07,85180.93,0.09,0.24,0.38,631.0,5.0,0.00,0.67,0.18,0.15,0.686
4322,2016,CRAIG,KETCHUM,18I006,3883,53585.06,101300.82,0.09,0.23,0.44,298.5,2.0,0.00,0.19,0.68,0.14,0.700
3805,2015,CRAIG,KETCHUM,18I006,3830,51840.61,93039.12,0.10,0.24,0.40,0.2,0.7,0.15,122.80,2.20,0.00,0.692
3808,2015,CRAIG,VINITA,18I065,9257,48599.86,28480.39,0.08,0.20,0.35,0.1,0.7,0.19,81.25,2.10,2.00,0.679
3290,2014,CRAIG,VINITA,18I065,9250,48120.57,27616.40,0.06,0.21,0.36,87.2,3.5,0.00,0.69,0.19,0.13,0.704
4325,2016,CRAIG,VINITA,18I065,9194,48292.11,32666.79,0.08,0.22,0.43,50.9,2.2,0.00,0.15,0.68,0.17,0.703
4323,2016,CRAIG,WELCH,18I017,2079,53473.23,40865.43,0.04,0.15,0.23,171.5,1.5,0.00,0.13,0.76,0.11,0.504
3806,2015,CRAIG,WELCH,18I017,1976,52897.92,40120.34,0.05,0.15,0.26,0.1,0.8,0.12,0.00,0.00,0.00,0.517
3288,2014,CRAIG,WELCH,18I017,2107,56435.82,40712.38,0.04,0.13,0.25,109.7,1.3,0.00,0.77,0.12,0.11,0.529
3286,2014,CRAIG,"WHITE OAK",18C001,932,52767.61,109246.98,0.07,0.14,0.27,0.0,0.0,0.00,0.73,0.12,0.15,0.823
4321,2016,CRAIG,"WHITE OAK",18C001,866,52769.28,154971.26,0.07,0.15,0.24,0.0,0.0,0.00,0.13,0.77,0.09,0.870
3804,2015,CRAIG,"WHITE OAK",18C001,891,53223.84,148266.63,0.08,0.12,0.27,0.2,0.7,0.10,0.00,0.00,0.00,0.854
3812,2015,CREEK,ALLEN-BOWDEN,19C035,2913,67802.66,51504.87,0.07,0.07,0.17,0.1,0.7,0.16,382.00,6.00,0.00,0.843
3294,2014,CREEK,ALLEN-BOWDEN,19C035,2737,64146.37,48016.40,0.09,0.05,0.21,96.0,1.8,0.00,0.70,0.18,0.12,0.815
4329,2016,CREEK,ALLEN-BOWDEN,19C035,2941,61915.75,50670.22,0.06,0.08,0.19,201.5,2.0,0.00,0.13,0.71,0.16,0.782
4330,2016,CREEK,BRISTOW,19I002,8803,52274.21,25661.91,0.09,0.20,0.30,68.5,2.3,0.00,0.13,0.73,0.14,0.789
3813,2015,CREEK,BRISTOW,19I002,8630,48467.48,24939.67,0.11,0.24,0.31,0.1,0.7,0.14,95.89,2.83,0.00,0.746
3295,2014,CREEK,BRISTOW,19I002,8586,46642.81,23663.27,0.09,0.22,0.32,85.8,2.6,0.00,0.71,0.15,0.13,0.736
3301,2014,CREEK,DEPEW,19I021,1985,58671.43,67873.42,0.10,0.10,0.23,194.0,2.0,0.00,0.73,0.15,0.12,0.644
