RecordNumber,Yr,County,DistrictName,DistrictCode,DistrictPop,AvgIncome,AvgPropVal,Unemployment,Poverty,SingleParentFam,StdntOffdr,OffnsOffdr,NCNTGang,CollegeEd,HSDiploma,BelowHS,FRL
4390,2016,GRANT,"DEER CREEK-LAMONT",27I095,822,80912.37,154908.16,0.04,0.09,0.40,0.0,0.0,0.00,0.24,0.66,0.10,0.519
3873,2015,GRANT,"DEER CREEK-LAMONT",27I095,812,81199.44,151516.87,0.05,0.07,0.41,0.2,0.7,0.11,177.00,1.00,0.00,0.486
3871,2015,GRANT,MEDFORD,27I054,2125,63859.34,386983.49,0.07,0.09,0.25,0.2,0.7,0.11,55.80,1.80,0.00,0.534
3353,2014,GRANT,MEDFORD,27I054,2137,61865.75,305829.19,0.05,0.07,0.21,49.8,1.5,0.00,0.65,0.10,0.25,0.615
4388,2016,GRANT,MEDFORD,27I054,2037,66999.78,360726.66,0.04,0.10,0.32,19.9,2.7,0.00,0.24,0.67,0.09,0.612
4389,2016,GRANT,"POND CREEK-HUNTER",27I090,1468,61026.49,184139.30,0.05,0.10,0.27,72.4,2.4,0.00,0.21,0.66,0.13,0.597
3872,2015,GRANT,"POND CREEK-HUNTER",27I090,1369,58660.28,201970.82,0.03,0.11,0.28,0.2,0.7,0.12,58.33,1.50,0.00,0.537
3354,2014,GRANT,"POND CREEK-HUNTER",27I090,1386,59766.10,212047.31,0.03,0.11,0.29,166.5,1.0,0.00,0.67,0.11,0.22,0.541
3357,2014,GREER,GRANITE,28I003,2556,44946.27,32956.61,0.01,0.11,0.25,268.0,1.0,0.00,0.69,0.21,0.10,0.590
4392,2016,GREER,GRANITE,28I003,2531,48355.76,34289.06,0.03,0.15,0.32,93.0,1.3,0.00,0.10,0.75,0.15,0.649
3875,2015,GREER,GRANITE,28I003,2575,48197.53,33438.33,0.00,0.12,0.25,0.1,0.7,0.20,138.00,1.50,0.00,0.525
3874,2015,GREER,MANGUM,28I001,3479,51610.96,23947.94,0.05,0.16,0.30,0.1,0.6,0.20,185.75,1.00,0.00,0.685
3356,2014,GREER,MANGUM,28I001,3474,46929.55,23236.30,0.03,0.10,0.23,139.8,1.6,0.00,0.61,0.21,0.18,0.667
4391,2016,GREER,MANGUM,28I001,3507,51240.81,22423.05,0.05,0.15,0.27,107.4,1.9,0.00,0.15,0.69,0.16,0.722
4393,2016,HARMON,HOLLIS,29I066,2832,48638.40,37926.20,0.08,0.17,0.33,48.3,1.5,0.00,0.23,0.56,0.21,0.746
3876,2015,HARMON,HOLLIS,29I066,2858,50838.87,35303.74,0.07,0.23,0.35,0.2,0.6,0.21,33.75,1.50,0.00,0.776
3358,2014,HARMON,HOLLIS,29I066,2886,47962.40,34974.11,0.10,0.29,0.42,109.8,2.8,0.00,0.58,0.25,0.17,0.767
3360,2014,HARPER,BUFFALO,30I004,1832,52019.82,77613.69,0.01,0.13,0.27,155.5,6.0,0.00,0.68,0.15,0.18,0.685
4395,2016,HARPER,BUFFALO,30I004,1770,50268.47,81714.89,0.01,0.11,0.31,135.0,1.0,0.00,0.19,0.66,0.15,0.596
3878,2015,HARPER,BUFFALO,30I004,1794,47196.35,81009.48,0.01,0.14,0.36,0.2,0.7,0.13,288.00,1.00,0.00,0.625
3877,2015,HARPER,LAVERNE,30I001,2188,68981.75,99175.26,0.02,0.14,0.20,0.2,0.6,0.19,48.80,5.20,0.00,0.527
3359,2014,HARPER,LAVERNE,30I001,2087,60447.02,97233.84,0.04,0.14,0.22,236.0,1.5,0.00,0.68,0.16,0.16,0.555
4394,2016,HARPER,LAVERNE,30I001,2263,71709.92,94620.37,0.01,0.15,0.18,248.0,2.5,0.00,0.22,0.60,0.18,0.550
4400,2016,HASKELL,KEOTA,31I043,2815,48385.19,16360.23,0.04,0.20,0.30,211.5,3.5,0.00,0.09,0.66,0.25,0.839
3883,2015,HASKELL,KEOTA,31I043,2846,47975.24,16741.84,0.02,0.18,0.25,0.1,0.7,0.23,42.80,3.80,0.00,0.804
3365,2014,HASKELL,KEOTA,31I043,2817,45275.70,16282.44,0.04,0.18,0.16,85.8,1.2,0.00,0.71,0.21,0.08,0.807
3362,2014,HASKELL,KINTA,31I013,1251,39325.93,48675.62,0.17,0.19,0.28,0.0,0.0,0.00,0.69,0.17,0.14,0.985
4397,2016,HASKELL,KINTA,31I013,1372,46937.11,39504.30,0.10,0.22,0.36,204.0,1.0,0.00,0.12,0.70,0.18,1.000
3880,2015,HASKELL,KINTA,31I013,1479,45446.27,43352.13,0.10,0.20,0.34,0.1,0.7,0.20,97.50,1.00,0.00,1.000
3882,2015,HASKELL,McCURTAIN,31I037,1062,46803.68,22316.75,0.11,0.23,0.37,0.1,0.7,0.21,0.00,0.00,0.00,0.726
3364,2014,HASKELL,McCURTAIN,31I037,1138,46603.78,21845.73,0.16,0.24,0.44,264.0,2.0,0.00,0.69,0.21,0.09,0.671
4399,2016,HASKELL,McCURTAIN,31I037,1014,45289.95,22931.44,0.10,0.24,0.36,229.0,2.0,0.00,0.10,0.69,0.21,0.852
4398,2016,HASKELL,STIGLER,31I020,6534,44695.13,21645.13,0.10,0.19,0.38,69.9,1.8,0.00,0.12,0.67,0.21,0.688
3881,2015,HASKELL,STIGLER,31I020,6236,46063.80,21076.65,0.08,0.19,0.38,0.1,0.7,0.22,139.60,3.00,0.00,0.640
3363,2014,HASKELL,STIGLER,31I020,6470,47248.40,20912.99,0.08,0.17,0.33,151.0,1.4,0.00,0.66,0.23,0.11,0.654
3361,2014,HASKELL,WHITEFIELD,31C010,773,43420.32,22747.20,0.15,0.18,0.41,0.0,0.0,0.00,0.55,0.25,0.20,0.721
4396,2016,HASKELL,WHITEFIELD,31C010,852,49962.05,21265.21,0.11,0.18,0.26,0.0,0.0,0.00,0.17,0.64,0.19,0.659
3879,2015,HASKELL,WHITEFIELD,31C010,800,43455.06,21220.56,0.08,0.13,0.25,0.2,0.6,0.21,0.00,0.00,0.00,0.723
3887,2015,HUGHES,CALVIN,32I048,1098,43259.91,172145.22,0.01,0.17,0.20,0.2,0.7,0.18,0.00,0.00,0.00,0.791
3369,2014,HUGHES,CALVIN,32I048,1027,43890.78,236414.96,0.03,0.13,0.16,0.0,0.0,0.00,0.65,0.20,0.15,0.772
4404,2016,HUGHES,CALVIN,32I048,1234,48652.94,186527.71,0.06,0.17,0.32,0.0,0.0,0.00,0.20,0.66,0.14,0.820
4403,2016,HUGHES,HOLDENVILLE,32I035,7307,45457.09,37255.85,0.07,0.20,0.43,140.3,1.3,0.00,0.10,0.65,0.25,0.790
3886,2015,HUGHES,HOLDENVILLE,32I035,7452,48704.97,38526.28,0.09,0.24,0.34,0.1,0.6,0.25,55.42,1.47,1.00,0.810
3368,2014,HUGHES,HOLDENVILLE,32I035,7308,48230.42,35971.65,0.10,0.24,0.39,41.8,3.1,0.00,0.63,0.26,0.10,0.803
3366,2014,HUGHES,MOSS,32I001,1335,58947.21,61309.50,0.08,0.18,0.17,278.0,1.0,0.00,0.74,0.14,0.12,0.601
4401,2016,HUGHES,MOSS,32I001,1052,63782.21,65451.23,0.04,0.08,0.09,0.0,0.0,0.00,0.14,0.71,0.15,0.604
3884,2015,HUGHES,MOSS,32I001,1137,56446.10,65225.90,0.11,0.15,0.09,0.1,0.7,0.17,146.00,1.50,0.00,0.593
3888,2015,HUGHES,STUART,32I054,1117,59351.42,88826.97,0.03,0.17,0.30,0.1,0.8,0.12,94.00,1.67,0.00,0.734
3370,2014,HUGHES,STUART,32I054,1164,60410.50,117032.97,0.02,0.16,0.26,286.0,2.0,0.00,0.72,0.11,0.17,0.762
4405,2016,HUGHES,STUART,32I054,1040,62551.16,88918.48,0.04,0.15,0.28,141.0,1.0,0.00,0.11,0.75,0.14,0.752
4402,2016,HUGHES,WETUMKA,32I005,2448,44977.28,25453.11,0.10,0.21,0.31,58.8,2.0,0.00,0.13,0.66,0.20,0.821
3885,2015,HUGHES,WETUMKA,32I005,2310,42874.64,23782.54,0.10,0.24,0.42,0.1,0.7,0.20,39.42,2.25,0.00,0.789
3367,2014,HUGHES,WETUMKA,32I005,2267,42803.64,20239.03,0.11,0.22,0.50,56.1,3.1,0.00,0.72,0.20,0.08,0.758
3373,2014,JACKSON,ALTUS,33I018,20582,55216.66,27048.62,0.09,0.17,0.35,164.6,1.6,0.00,0.64,0.17,0.18,0.624
4408,2016,JACKSON,ALTUS,33I018,20418,52345.98,30131.43,0.09,0.18,0.36,131.4,2.0,2.00,0.18,0.62,0.20,0.621
3891,2015,JACKSON,ALTUS,33I018,20544,53695.28,28924.39,0.08,0.16,0.34,0.2,0.6,0.19,149.42,2.54,2.00,0.613
3894,2015,JACKSON,BLAIR,33I054,1753,67615.09,23142.22,0.04,0.16,0.34,0.2,0.7,0.09,0.00,0.00,0.00,0.568
3376,2014,JACKSON,BLAIR,33I054,1816,60829.16,22681.08,0.04,0.16,0.35,0.0,0.0,0.00,0.75,0.08,0.17,0.557
4411,2016,JACKSON,BLAIR,33I054,1752,67619.03,23551.27,0.03,0.16,0.37,300.0,3.0,0.00,0.18,0.73,0.10,0.600
4407,2016,JACKSON,DUKE,33I014,566,59270.43,54974.76,0.03,0.11,0.22,0.0,0.0,0.00,0.25,0.67,0.07,0.333
3890,2015,JACKSON,DUKE,33I014,560,52121.89,50278.73,0.04,0.15,0.29,0.2,0.7,0.09,0.00,0.00,0.00,0.372
3372,2014,JACKSON,DUKE,33I014,617,49882.33,50958.01,0.04,0.17,0.14,189.0,1.0,0.00,0.66,0.13,0.21,0.455
3374,2014,JACKSON,ELDORADO,33I025,624,56193.25,79684.30,0.08,0.21,0.42,35.0,1.0,0.00,0.59,0.17,0.24,0.714
4409,2016,JACKSON,ELDORADO,33I025,588,50451.84,99920.83,0.11,0.25,0.40,0.0,0.0,0.00,0.19,0.68,0.13,0.811
3892,2015,JACKSON,ELDORADO,33I025,656,59802.86,91782.86,0.05,0.23,0.38,0.3,0.6,0.14,80.00,1.00,0.00,0.788
3889,2015,JACKSON,NAVAJO,33I001,2321,78275.24,23094.51,0.03,0.10,0.19,0.4,0.5,0.09,0.00,0.00,0.00,0.386
3371,2014,JACKSON,NAVAJO,33I001,2303,74727.04,23728.52,0.03,0.09,0.19,451.0,1.0,0.00,0.57,0.07,0.36,0.388
4406,2016,JACKSON,NAVAJO,33I001,2210,77065.58,22591.41,0.03,0.11,0.15,483.0,1.0,0.00,0.36,0.56,0.08,0.402
4410,2016,JACKSON,OLUSTEE,33I035,667,52626.42,29203.41,0.03,0.22,0.20,0.0,0.0,0.00,0.16,0.73,0.11,0.811
3893,2015,JACKSON,OLUSTEE,33I035,568,46935.53,28334.72,0.01,0.25,0.14,0.2,0.7,0.11,0.00,0.00,0.00,0.811
3375,2014,JACKSON,OLUSTEE,33I035,505,38591.67,25640.14,0.02,0.35,0.31,0.0,0.0,0.00,0.62,0.17,0.21,0.898
3379,2014,JEFFERSON,RINGLING,34I014,2227,51090.12,28217.22,0.04,0.23,0.28,233.5,1.0,0.00,0.72,0.17,0.11,0.698
4414,2016,JEFFERSON,RINGLING,34I014,2048,47556.52,32460.45,0.06,0.23,0.28,106.3,4.3,0.00,0.13,0.71,0.16,0.708
3897,2015,JEFFERSON,RINGLING,34I014,2237,47734.96,30743.76,0.06,0.24,0.29,0.1,0.7,0.16,223.50,1.50,0.00,0.711
3896,2015,JEFFERSON,RYAN,34I001,1125,43400.23,27440.47,0.07,0.16,0.52,0.1,0.7,0.22,0.00,0.00,0.00,0.637
3378,2014,JEFFERSON,RYAN,34I001,1116,44217.41,26105.91,0.09,0.16,0.49,134.0,1.0,0.00,0.66,0.24,0.10,0.731
4413,2016,JEFFERSON,RYAN,34I001,1098,43770.52,29498.72,0.11,0.14,0.35,0.0,0.0,0.00,0.11,0.67,0.22,0.702
4412,2016,JEFFERSON,TERRAL,34C003,504,43418.59,47486.59,0.07,0.28,0.35,0.0,0.0,0.00,0.08,0.73,0.19,1.015
3895,2015,JEFFERSON,TERRAL,34C003,510,48185.50,46712.39,0.07,0.25,0.33,0.1,0.6,0.25,0.00,0.00,0.00,1.016
3377,2014,JEFFERSON,TERRAL,34C003,587,46382.52,45822.42,0.13,0.21,0.19,0.0,0.0,0.00,0.68,0.20,0.11,1.030
3380,2014,JEFFERSON,WAURIKA,34I023,2585,46403.47,34691.43,0.05,0.20,0.55,69.0,2.0,0.00,0.70,0.19,0.11,0.705
4415,2016,JEFFERSON,WAURIKA,34I023,2692,49291.67,35780.83,0.05,0.21,0.52,68.0,1.5,0.00,0.12,0.74,0.14,0.721
3898,2015,JEFFERSON,WAURIKA,34I023,2532,49359.69,35095.74,0.04,0.23,0.49,0.1,0.7,0.16,101.00,2.75,0.00,0.715
3904,2015,JOHNSTON,COLEMAN,35I035,1041,65554.24,42326.61,0.10,0.16,0.27,0.2,0.6,0.16,38.80,2.40,0.00,0.742
3386,2014,JOHNSTON,COLEMAN,35I035,1037,64233.87,40256.16,0.14,0.17,0.38,0.0,0.0,0.00,0.60,0.18,0.22,0.751
4421,2016,JOHNSTON,COLEMAN,35I035,1077,59877.46,61454.97,0.08,0.18,0.23,29.8,1.8,0.00,0.20,0.64,0.16,0.737
4416,2016,JOHNSTON,MANNSVILLE,35C007,1130,51709.84,72305.75,0.06,0.19,0.31,0.0,0.0,0.00,0.11,0.71,0.19,0.898
3899,2015,JOHNSTON,MANNSVILLE,35C007,1200,49570.79,73860.47,0.06,0.15,0.33,0.1,0.6,0.23,0.00,0.00,0.00,0.853
3381,2014,JOHNSTON,MANNSVILLE,35C007,1160,46912.39,74199.67,0.03,0.13,0.33,0.0,0.0,0.00,0.66,0.21,0.13,0.857
3385,2014,JOHNSTON,MILBURN,35I029,1236,52232.66,43190.58,0.05,0.11,0.40,203.0,3.0,0.00,0.63,0.17,0.20,0.793
4420,2016,JOHNSTON,MILBURN,35I029,1437,54495.35,54860.48,0.08,0.14,0.31,69.7,1.0,0.00,0.19,0.65,0.16,0.790
3903,2015,JOHNSTON,MILBURN,35I029,1329,53170.25,58851.27,0.05,0.13,0.34,0.2,0.6,0.17,94.50,2.00,0.00,0.783
3901,2015,JOHNSTON,"MILL CREEK",35I002,905,60969.86,117414.76,0.04,0.20,0.30,0.2,0.7,0.17,32.20,1.80,0.00,0.776
3383,2014,JOHNSTON,"MILL CREEK",35I002,954,55542.75,111795.24,0.04,0.22,0.34,48.0,1.7,0.00,0.66,0.16,0.18,0.813
4418,2016,JOHNSTON,"MILL CREEK",35I002,827,63346.15,112563.62,0.04,0.12,0.31,0.0,0.0,0.00,0.18,0.63,0.18,0.778
4417,2016,JOHNSTON,RAVIA,35C010,1144,57281.28,76454.26,0.02,0.15,0.22,87.0,1.0,0.00,0.16,0.63,0.22,1.000
3900,2015,JOHNSTON,RAVIA,35C010,998,55126.19,73067.90,0.04,0.18,0.30,0.1,0.6,0.28,0.00,0.00,0.00,0.968
3382,2014,JOHNSTON,RAVIA,35C010,1035,50030.43,56784.28,0.04,0.19,0.53,0.0,0.0,0.00,0.62,0.26,0.12,0.990
3384,2014,JOHNSTON,TISHOMINGO,35I020,4720,49315.13,26099.01,0.12,0.27,0.53,74.6,1.4,1.00,0.63,0.16,0.20,0.638
4419,2016,JOHNSTON,TISHOMINGO,35I020,4805,46330.95,30707.33,0.08,0.23,0.55,243.3,2.5,0.00,0.15,0.68,0.17,0.682
3902,2015,JOHNSTON,TISHOMINGO,35I020,4783,45968.24,27520.51,0.08,0.23,0.55,0.2,0.6,0.18,165.50,1.83,1.00,0.652
3905,2015,JOHNSTON,WAPANUCKA,35I037,1272,55336.51,53616.46,0.06,0.13,0.39,0.2,0.6,0.21,61.75,1.75,0.00,0.628
3387,2014,JOHNSTON,WAPANUCKA,35I037,1251,48832.93,36949.80,0.09,0.16,0.41,117.0,1.5,0.00,0.64,0.20,0.16,0.756
4422,2016,JOHNSTON,WAPANUCKA,35I037,1177,57796.21,55580.88,0.08,0.18,0.46,131.5,1.5,0.00,0.19,0.60,0.22,0.643
4425,2016,KAY,BLACKWELL,36I045,7748,53030.68,30479.70,0.06,0.21,0.45,113.3,2.6,0.00,0.14,0.70,0.17,0.700
3908,2015,KAY,BLACKWELL,36I045,7724,52105.28,29948.16,0.08,0.19,0.48,0.2,0.7,0.16,114.83,2.25,1.00,0.692
3390,2014,KAY,BLACKWELL,36I045,7774,47111.84,28989.69,0.08,0.22,0.52,48.3,2.5,1.00,0.67,0.18,0.15,0.739
3389,2014,KAY,KILDARE,36C050,1223,76834.22,147575.99,0.06,0.08,0.12,0.0,0.0,0.00,0.73,0.08,0.19,0.679
4424,2016,KAY,KILDARE,36C050,1235,74637.97,215321.29,0.07,0.09,0.18,0.0,0.0,0.00,0.19,0.71,0.09,0.692
3907,2015,KAY,KILDARE,36C050,1306,82615.70,201129.94,0.06,0.10,0.15,0.2,0.7,0.08,0.00,0.00,0.00,0.741
3911,2015,KAY,NEWKIRK,36I125,3968,51748.54,29201.36,0.08,0.15,0.33,0.1,0.8,0.09,0.00,0.00,0.00,0.657
3393,2014,KAY,NEWKIRK,36I125,3947,51530.39,27683.54,0.08,0.13,0.28,0.0,0.0,0.00,0.74,0.10,0.16,0.730
4428,2016,KAY,NEWKIRK,36I125,3878,52057.14,46938.28,0.08,0.18,0.36,0.0,0.0,0.00,0.13,0.76,0.11,0.685
4423,2016,KAY,PECKHAM,36C027,330,77694.03,374950.00,0.03,0.05,0.27,104.0,4.0,0.00,0.12,0.77,0.10,0.865
3906,2015,KAY,PECKHAM,36C027,340,70727.34,83452.19,0.04,0.18,0.28,0.2,0.8,0.06,0.00,0.00,0.00,0.833
3388,2014,KAY,PECKHAM,36C027,401,73327.97,94238.29,0.06,0.18,0.23,76.0,1.0,0.00,0.73,0.06,0.21,1.000
3391,2014,KAY,"PONCA CITY",36I071,28950,56172.16,51703.89,0.08,0.18,0.37,66.4,2.5,0.00,0.65,0.13,0.21,0.662
4426,2016,KAY,"PONCA CITY",36I071,28744,56366.70,54723.53,0.08,0.18,0.39,54.3,2.3,1.00,0.20,0.66,0.13,0.672
3909,2015,KAY,"PONCA CITY",36I071,28708,55886.50,52816.00,0.08,0.19,0.40,0.2,0.7,0.13,54.66,2.56,3.00,0.683
3910,2015,KAY,TONKAWA,36I087,3979,54858.18,37681.10,0.07,0.20,0.36,0.2,0.6,0.16,147.40,1.20,0.00,0.594
3392,2014,KAY,TONKAWA,36I087,4012,53509.99,36685.73,0.06,0.18,0.35,177.5,3.3,0.00,0.63,0.16,0.21,0.654
4427,2016,KAY,TONKAWA,36I087,3935,57888.80,37207.69,0.08,0.18,0.37,81.0,1.4,0.00,0.21,0.65,0.14,0.590
4433,2016,KINGFISHER,CASHION,37I089,2269,75044.54,123601.53,0.02,0.04,0.27,172.3,1.3,0.00,0.23,0.72,0.05,0.323
3916,2015,KINGFISHER,CASHION,37I089,2103,76322.10,94281.03,0.02,0.05,0.38,0.2,0.7,0.05,168.00,1.33,0.00,0.327
3398,2014,KINGFISHER,CASHION,37I089,2119,75532.75,92639.60,0.02,0.06,0.29,126.5,1.5,0.00,0.73,0.05,0.22,0.296
3394,2014,KINGFISHER,DOVER,37I002,1038,62170.37,54476.10,0.05,0.07,0.30,94.5,1.0,0.00,0.71,0.18,0.12,0.820
4429,2016,KINGFISHER,DOVER,37I002,1005,65278.86,65846.88,0.08,0.08,0.41,168.0,1.0,0.00,0.18,0.66,0.16,0.851
3912,2015,KINGFISHER,DOVER,37I002,1003,63292.57,78868.54,0.06,0.07,0.38,0.1,0.7,0.18,179.00,2.00,0.00,0.810
3915,2015,KINGFISHER,HENNESSEY,37I016,4383,70400.47,46817.43,0.04,0.08,0.32,0.1,0.6,0.24,129.29,1.43,0.00,0.838
3397,2014,KINGFISHER,HENNESSEY,37I016,4179,63992.89,46125.75,0.06,0.11,0.30,222.5,1.8,0.00,0.65,0.22,0.13,0.826
4432,2016,KINGFISHER,HENNESSEY,37I016,4380,76709.35,48147.91,0.04,0.07,0.38,462.0,1.0,0.00,0.16,0.64,0.20,0.862
4431,2016,KINGFISHER,KINGFISHER,37I007,6751,67119.39,56229.55,0.04,0.06,0.21,145.5,1.7,0.00,0.21,0.69,0.11,0.540
3914,2015,KINGFISHER,KINGFISHER,37I007,6677,66305.80,46639.25,0.03,0.06,0.27,0.2,0.7,0.12,89.25,1.19,0.00,0.497
3396,2014,KINGFISHER,KINGFISHER,37I007,6692,65599.54,42869.75,0.04,0.06,0.27,117.8,1.4,0.00,0.69,0.11,0.19,0.532
3395,2014,KINGFISHER,LOMEGA,37I003,595,73540.43,66182.38,0.08,0.04,0.03,234.0,1.0,0.00,0.60,0.07,0.34,0.722
4430,2016,KINGFISHER,LOMEGA,37I003,572,83769.03,108810.12,0.02,0.04,0.14,0.0,0.0,0.00,0.32,0.60,0.08,0.731
3913,2015,KINGFISHER,LOMEGA,37I003,615,77649.38,82631.18,0.08,0.04,0.13,0.3,0.6,0.06,0.00,0.00,0.00,0.745
3917,2015,KINGFISHER,OKARCHE,37I105,1797,88833.66,117881.41,0.00,0.08,0.09,0.2,0.7,0.09,0.00,0.00,0.00,0.255
3399,2014,KINGFISHER,OKARCHE,37I105,2025,85061.03,114153.52,0.00,0.09,0.09,0.0,0.0,0.00,0.64,0.09,0.27,0.265
4434,2016,KINGFISHER,OKARCHE,37I105,2145,88254.26,225412.41,0.00,0.08,0.06,0.0,0.0,0.00,0.24,0.68,0.07,0.195
4435,2016,KIOWA,HOBART,38I001,4064,60297.99,34740.91,0.07,0.23,0.42,75.5,2.0,0.00,0.17,0.65,0.18,0.723
3918,2015,KIOWA,HOBART,38I001,4021,59577.26,31898.65,0.07,0.28,0.44,0.2,0.6,0.19,68.08,1.54,0.00,0.680
3400,2014,KIOWA,HOBART,38I001,4199,55549.97,33195.91,0.06,0.24,0.40,40.9,1.9,0.00,0.72,0.14,0.14,0.687
3401,2014,KIOWA,"LONE WOLF",38I002,749,58592.31,170122.23,0.05,0.15,0.60,0.0,0.0,0.00,0.70,0.09,0.21,0.772
4436,2016,KIOWA,"LONE WOLF",38I002,768,52646.03,137653.30,0.01,0.14,0.43,26.4,1.4,0.00,0.22,0.67,0.11,0.773
3919,2015,KIOWA,"LONE WOLF",38I002,724,52870.71,200165.18,0.04,0.14,0.45,0.2,0.7,0.11,0.00,0.00,0.00,0.857
3920,2015,KIOWA,"MOUNTAIN VIEW-GOTEBO",38I003,1825,57255.73,87932.54,0.06,0.19,0.30,0.2,0.6,0.13,248.00,1.00,0.00,0.702
3402,2014,KIOWA,"MOUNTAIN VIEW-GOTEBO",38I003,1893,66569.57,96717.45,0.04,0.14,0.32,0.0,0.0,0.00,0.62,0.14,0.24,0.693
4437,2016,KIOWA,"MOUNTAIN VIEW-GOTEBO",38I003,1591,54340.93,110770.90,0.07,0.24,0.36,254.0,2.0,0.00,0.19,0.68,0.14,0.689
4438,2016,KIOWA,SNYDER,38I004,3088,51841.84,53963.93,0.03,0.17,0.22,55.5,3.6,0.00,0.21,0.65,0.14,0.737
3921,2015,KIOWA,SNYDER,38I004,3114,49373.76,52495.93,0.05,0.22,0.28,0.2,0.7,0.15,442.00,1.00,0.00,0.724
3403,2014,KIOWA,SNYDER,38I004,2826,46812.49,48443.89,0.05,0.26,0.37,63.4,1.0,0.00,0.66,0.15,0.18,0.746
3406,2014,LATIMER,"BUFFALO VALLEY",39I003,1481,54673.82,31511.44,0.05,0.10,0.31,0.0,0.0,0.00,0.71,0.13,0.16,0.753
4441,2016,LATIMER,"BUFFALO VALLEY",39I003,1277,54975.28,46795.15,0.03,0.12,0.18,0.0,0.0,0.00,0.17,0.68,0.15,0.694
3924,2015,LATIMER,"BUFFALO VALLEY",39I003,1306,53968.78,40336.24,0.03,0.11,0.20,0.2,0.7,0.14,78.00,2.00,0.00,0.712
3925,2015,LATIMER,PANOLA,39I004,1252,59961.49,53772.51,0.09,0.16,0.46,0.2,0.7,0.16,42.25,1.25,0.00,0.817
3407,2014,LATIMER,PANOLA,39I004,1207,58690.06,44280.94,0.06,0.15,0.35,101.5,1.5,0.00,0.66,0.17,0.17,0.739
4442,2016,LATIMER,PANOLA,39I004,1244,55599.57,58955.00,0.05,0.17,0.37,0.0,0.0,0.00,0.14,0.67,0.19,0.743
4440,2016,LATIMER,"RED OAK",39I002,1708,65101.77,44257.06,0.08,0.10,0.15,97.3,1.0,0.00,0.12,0.73,0.14,0.767
3923,2015,LATIMER,"RED OAK",39I002,1580,65735.23,49330.73,0.06,0.10,0.15,0.1,0.7,0.12,135.00,4.50,0.00,0.744
3405,2014,LATIMER,"RED OAK",39I002,1588,60214.70,52928.88,0.06,0.12,0.19,0.0,0.0,0.00,0.72,0.14,0.14,0.713
3404,2014,LATIMER,WILBURTON,39I001,5115,59446.83,29641.69,0.11,0.19,0.40,52.7,1.7,0.00,0.73,0.14,0.13,0.588
4439,2016,LATIMER,WILBURTON,39I001,5070,54469.02,29782.52,0.08,0.19,0.43,51.4,2.1,0.00,0.13,0.70,0.17,0.657
3922,2015,LATIMER,WILBURTON,39I001,5239,53396.39,29423.01,0.09,0.19,0.37,0.1,0.7,0.14,70.69,1.77,0.00,0.678
3424,2014,LeFLORE,ARKOMA,40I091,2046,34011.39,14449.68,0.13,0.32,0.35,414.0,1.0,0.00,0.66,0.28,0.06,0.800
3942,2015,LeFLORE,ARKOMA,40I091,2070,34733.61,15185.73,0.15,0.34,0.27,0.1,0.7,0.26,423.00,1.00,0.00,0.790
4459,2016,LeFLORE,ARKOMA,40I091,2031,36394.31,17031.53,0.16,0.30,0.37,0.0,0.0,0.00,0.11,0.67,0.22,0.814
4453,2016,LeFLORE,BOKOSHE,40I026,1324,44737.35,26431.65,0.12,0.28,0.43,224.0,1.0,0.00,0.09,0.73,0.18,0.924
3418,2014,LeFLORE,BOKOSHE,40I026,1213,43557.98,27755.72,0.21,0.26,0.44,191.0,1.0,0.00,0.77,0.16,0.07,0.901
3936,2015,LeFLORE,BOKOSHE,40I026,1320,44650.80,25301.64,0.17,0.32,0.39,0.1,0.8,0.16,110.50,1.00,0.00,0.928
3934,2015,LeFLORE,CAMERON,40I017,2440,51493.56,39240.89,0.09,0.24,0.36,0.1,0.8,0.14,278.00,1.00,0.00,0.845
4451,2016,LeFLORE,CAMERON,40I017,2363,54287.70,42985.77,0.09,0.25,0.31,91.0,1.7,0.00,0.12,0.73,0.15,0.821
3416,2014,LeFLORE,CAMERON,40I017,2512,45262.89,33606.59,0.14,0.22,0.39,303.0,2.0,0.00,0.78,0.13,0.09,0.812
3411,2014,LeFLORE,FANSHAWE,40C039,792,52212.36,58737.99,0.13,0.24,0.08,78.0,1.0,0.00,0.69,0.15,0.16,0.590
3929,2015,LeFLORE,FANSHAWE,40C039,784,60465.57,74589.57,0.10,0.21,0.09,0.2,0.7,0.11,0.00,0.00,0.00,0.576
4446,2016,LeFLORE,FANSHAWE,40C039,676,58874.38,67804.01,0.11,0.20,0.12,76.0,1.0,0.00,0.22,0.66,0.12,0.632
4448,2016,LeFLORE,HEAVENER,40I003,5556,39548.49,20124.21,0.11,0.29,0.33,536.0,2.0,0.00,0.09,0.64,0.26,0.725
3413,2014,LeFLORE,HEAVENER,40I003,5179,42652.09,18003.69,0.10,0.27,0.37,222.2,1.4,0.00,0.61,0.28,0.11,0.777
3931,2015,LeFLORE,HEAVENER,40I003,5027,39152.33,19161.93,0.10,0.30,0.35,0.1,0.6,0.27,273.25,1.75,0.00,0.820
3410,2014,LeFLORE,HODGEN,40C014,1625,44326.67,13638.13,0.04,0.41,0.17,0.0,0.0,0.00,0.70,0.22,0.09,0.768
4445,2016,LeFLORE,HODGEN,40C014,1035,49923.37,14945.79,0.04,0.27,0.11,0.0,0.0,0.00,0.12,0.67,0.20,0.868
