Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2014,47,I002,105,47I002105,DIBBLE,"DIBBLE ES",NULL,NULL,"Dibble ES",21,48,"F    ",21,29,"F    ",42,38,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,477,1.00,139,59,F,139,51,F,57,51,F,57,72,C,NULL,NULL,NULL,392,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,47,I002,105,47I002105,DIBBLE,"DIBBLE ES",Elementary,50,"DIBBLE ES",20,45,"F    ",20,90,"A    ",40,68,"D    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,386,1.00,126,53,F,126,66,D,35,40,F,35,71,C,0,0,N/,322,59,F,Elementary,50,25,25,10,76,C,47I002,C
2016,47,I002,105,47I002105,DIBBLE,"DIBBLE ES",NULL,NULL,"DIBBLE ES",19,68,"D    ",19,47,"F    ",38,58,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,358,1.00,78,72,C,77,82,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,155,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,47,I002,715,47I002715,DIBBLE,"DIBBLE HS",NULL,NULL,"Dibble HS",NULL,NULL,"B    ",NULL,NULL,NULL,18,78,"C    ",NULL,NULL,NULL,NULL,0.29,0.58,0,0.95,5,0.93,1,0.58,0.52,0,0.53,0,3,1,370,1.00,106,85,B,138,59,F,50,48,F,58,81,B,NULL,NULL,NULL,352,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,47,I002,715,47I002715,DIBBLE,"DIBBLE HS","High School",50,"DIBBLE HS",,,,,,"C    ",20,70,"C    ",,0,,0,0.37,"> 0.95",1,0.89,0,0.84,0,0.62,0.32,0,0.47,0,1,0,353,1.00,95,87,B,129,72,C,45,42,F,41,90,A,0,0,N/,310,75,C,"High School",50,25,25,1,77,C+,47I002,C
2016,47,I002,715,47I002715,DIBBLE,"DIBBLE HS",NULL,NULL,"DIBBLE HS",12,67,"D    ",12,75,"C    ",24,71,"C    ",N/A,0,N/A,0,0.35,0.89,0,0.88,0,0.78,0,0.59,0.35,0,0.44,0,1,0,284,1.00,49,78,C,50,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,99,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,47,I002,515,47I002515,DIBBLE,"DIBBLE MS",NULL,NULL,"Dibble MS",31,61,"D    ",31,45,"F    ",62,53,"F    ",0.94,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,0.98,138,62,D,139,67,D,48,33,F,48,54,F,NULL,NULL,NULL,373,59,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,47,I002,515,47I002515,DIBBLE,"DIBBLE MS","Middle School",50,"DIBBLE MS",32,59,"F    ",32,47,"F    ",64,53,"F    ",0.94,6,"< 0.05",2,0.11,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,509,1.00,134,71,C,134,70,C,47,49,F,84,56,F,0,0,N/,399,65,D,"Middle School",50,25,25,8,73,C,47I002,C
2016,47,I002,515,47I002515,DIBBLE,"DIBBLE MS",NULL,NULL,"DIBBLE MS",29,59,"F    ",30,43,"F    ",59,51,"F    ",0.95,6,"< 0.05",2,0.06,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,417,0.99,120,83,B,122,75,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,242,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,10,I077,105,10I077105,DICKSON,"DICKSON ES",NULL,NULL,"Dickson ES",37,57,"F    ",40,57,"F    ",77,57,"F    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,265,66,D,265,71,C,80,59,F,NULL,NULL,A,NULL,NULL,NULL,691,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,10,I077,105,10I077105,DICKSON,"DICKSON ES",Elementary,50,"DICKSON ES",43,44,"F    ",43,37,"F    ",86,41,"F    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,890,1.00,269,68,D,269,65,D,104,49,F,104,92,A,0,0,N/,746,67,D,Elementary,50,25,25,10,72,C-,10I077,C
2016,10,I077,105,10I077105,DICKSON,"DICKSON ES",NULL,NULL,"DICKSON ES",41,66,"D    ",41,51,"F    ",82,59,"F    ",0.95,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,755,0.99,168,85,B,168,77,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,336,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,10,I077,705,10I077705,DICKSON,"DICKSON HS",NULL,NULL,"Dickson HS",20,90,"A    ",15,67,"D    ",35,80,"B    ",NULL,NULL,NULL,NULL,0.71,0.51,1,0.95,5,0.95,1,0.56,0.51,0,0.74,0,4,1,681,0.95,185,91,A,229,92,A,104,46,F,90,82,B,NULL,NULL,NULL,608,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,10,I077,705,10I077705,DICKSON,"DICKSON HS","High School",50,"DICKSON HS",18,72,"C    ",21,62,"D    ",39,67,"D    ",,0,,0,"> 0.95","> 0.95",1,0.94,5,0.95,1,0.66,0.55,0,0.51,0,4,1,596,0.99,176,85,B,232,85,B,83,55,F,82,77,C,0,0,N/,573,80,B,"High School",50,25,25,8,86,B,10I077,B
2016,10,I077,705,10I077705,DICKSON,"DICKSON HS",NULL,NULL,"DICKSON HS",18,33,"F    ",19,68,"D    ",37,51,"F    ",N/A,0,N/A,0,0.5,"> 0.95",1,0.93,5,0.88,1,0.8,0.41,1,0.63,0,5,1,547,0.98,73,78,C,80,83,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,153,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,10,I077,510,10I077510,DICKSON,"DICKSON MS",NULL,NULL,"Dickson MS",54,59,"F    ",51,78,"C    ",105,69,"D    ",0.95,6,0.05,2,0.08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,788,0.99,247,75,C,229,68,D,83,55,F,83,71,C,NULL,NULL,NULL,642,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,10,I077,510,10I077510,DICKSON,"DICKSON MS","Middle School",50,"DICKSON MS",59,61,"D    ",60,52,"F    ",119,56,"F    ","> 0.95",6,"< 0.05",2,0.39,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,920,0.99,251,76,C,251,74,C,83,61,D,170,63,D,0,0,N/,755,71,C,"Middle School",50,25,25,10,79,C+,10I077,C
2016,10,I077,510,10I077510,DICKSON,"DICKSON MS",NULL,NULL,"DICKSON MS",65,58,"F    ",65,46,"F    ",130,52,"F    ","> 0.95",6,"< 0.05",2,0.4,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,861,0.99,265,80,B,266,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,531,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,10,I077,110,10I077110,DICKSON,"DICKSON UPPER ES",NULL,NULL,"Dickson Upper ES",37,57,"F    ",40,57,"F    ",77,57,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,797,0.99,265,66,D,265,71,C,80,59,F,NULL,NULL,A,NULL,NULL,NULL,691,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,10,I077,110,10I077110,DICKSON,"DICKSON UPPER ES",Elementary,50,"DICKSON UPPER ES",43,44,"F    ",43,37,"F    ",86,41,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,890,1.00,269,68,D,269,65,D,104,49,F,104,92,A,0,0,N/,746,67,D,Elementary,50,25,25,10,72,C-,10I077,C
2016,10,I077,110,10I077110,DICKSON,"DICKSON UPPER ES",NULL,NULL,"DICKSON UPPER ES",41,66,"D    ",41,51,"F    ",82,59,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,755,0.99,168,85,B,168,77,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,336,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,G003,971,72G003971,"DISCOVERY SCHOOLS OF TULSA","DISCOVERY SCHOOL OF TULSA",NULL,NULL,"Discovery School Of Tulsa",33,73,"C    ",33,73,"C    ",66,73,"C    ",0.95,6,0.05,2,0.08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,691,1.00,174,83,B,174,86,B,50,68,D,50,94,A,NULL,NULL,NULL,448,84,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,G003,971,72G003971,"DISCOVERY SCHOOLS OF TULSA","DISCOVERY SCHOOL OF TULSA","Middle School",50,"DISCOVERY SCHOOL OF TULSA",47,47,"F    ",47,49,"F    ",94,48,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,835,0.98,267,70,C,268,72,C,69,68,D,115,81,B,0,0,N/,719,72,C,"Middle School",50,25,25,8,75,C,72G003,C
2016,72,G003,971,72G003971,"DISCOVERY SCHOOLS OF TULSA","DISCOVERY SCHOOL OF TULSA",NULL,NULL,"DISCOVERY SCHOOL OF TULSA",53,51,"F    ",54,54,"F    ",107,52,"F    ","> 0.95",6,"< 0.05",2,0.11,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,808,1.00,214,76,C,217,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,431,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,G003,972,72G003972,"DISCOVERY SCHOOLS OF TULSA","DOVE SCIENCE ACADEMY (TULSA)",NULL,NULL,"Dove Science Academy (Tulsa)",45,60,"D    ",40,80,"B    ",85,69,"D    ",NULL,NULL,NULL,NULL,0.95,0.42,1,0.95,5,0.95,1,0.92,0.48,1,0.79,0,4,1,1278,0.99,241,77,C,269,86,B,158,43,F,147,75,C,NULL,NULL,NULL,815,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,G003,972,72G003972,"DISCOVERY SCHOOLS OF TULSA","DOVE SCIENCE ACADEMY (TULSA)","High School",50,"DOVE SCIENCE ACADEMY (TULSA)",64,80,"B    ",74,72,"C    ",138,75,"C    ",,0,,0,"> 0.95","> 0.95",1,"> 0.95",5,0.00,1,"> 0.95",0.42,1,0.64,0,4,1,1348,0.99,329,86,B,422,84,B,187,44,F,216,64,D,0,0,N/,1154,74,C,"High School",50,25,25,9,87,B+,72G003,B
2016,72,G003,972,72G003972,"DISCOVERY SCHOOLS OF TULSA","DOVE SCIENCE ACADEMY (TULSA)",NULL,NULL,"DOVE SCIENCE ACADEMY (TULSA)",78,50,"F    ",77,53,"F    ",155,52,"F    ",N/A,0,N/A,0,"> 0.95",0.9,1,0.91,5,0.89,1,"> 0.95",0.45,1,0.77,0,5,1,1339,1.00,313,78,C,310,83,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,623,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I002,105,37I002105,DOVER,"DOVER ES",NULL,NULL,"Dover ES",13,38,"F    ",13,38,"F    ",26,38,"F    ",0.95,6,0.05,2,0.55,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,1.00,74,47,F,70,30,F,24,25,F,24,46,F,NULL,NULL,NULL,192,38,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I002,105,37I002105,DOVER,"DOVER ES","Middle School",50,"DOVER ES",12,25,"F    ",12,42,"F    ",24,33,"F    ","> 0.95",6,"< 0.05",2,0.47,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,226,1.00,66,65,D,66,47,F,23,35,F,32,53,F,0,0,N/,187,53,F,"Middle School",50,25,25,10,60,D-,37I002,D
2016,37,I002,105,37I002105,DOVER,"DOVER ES",NULL,NULL,"DOVER ES",12,50,"F    ",12,50,"F    ",24,50,"F    ","> 0.95",6,"< 0.05",2,0.24,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,187,1.00,49,71,C,49,49,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,98,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,37,I002,705,37I002705,DOVER,"DOVER HS",NULL,NULL,"Dover HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.4,0.95,1,0.94,5,0.93,1,0.71,0.05,0,0.47,0,4,1,88,1.00,23,91,A,29,48,F,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,75,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,37,I002,705,37I002705,DOVER,"DOVER HS","High School",50,"DOVER HS",,,,,,,,,"",,0,,0,0.42,0.91,1,0.93,5,0.00,1,0.71,0.17,0,0.36,0,4,1,68,1.00,15,87,B,37,54,F,0,0,**,0,0,**,0,0,N/,66,58,F,"High School",50,50,0,8,82,B-,37I002,B
2016,37,I002,705,37I002705,DOVER,"DOVER HS",NULL,NULL,"DOVER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.71,"> 0.95",1,0.81,0,0.77,0,0.7,0.29,0,0.29,0,2,0,102,1.00,15,67,D,17,59,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,32,63,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,24,I085,105,24I085105,DRUMMOND,"DRUMMOND ES",NULL,NULL,"Drummond ES",24,17,"F    ",23,48,"F    ",47,32,"F    ",0.95,6,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,0.99,125,61,D,125,70,C,45,53,F,45,73,C,NULL,NULL,NULL,340,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,24,I085,105,24I085105,DRUMMOND,"DRUMMOND ES","Middle School",50,"DRUMMOND ES",24,46,"F    ",24,54,"F    ",48,50,"F    ","> 0.95",6,"< 0.05",2,"> 0.95",,2,,0,0.00,0,,0.00,0,0.00,0,0,0,437,1.00,131,69,D,131,75,C,43,56,F,60,73,C,0,0,N/,365,70,C,"Middle School",50,25,25,10,76,C,24I085,C
2016,24,I085,105,24I085105,DRUMMOND,"DRUMMOND ES",NULL,NULL,"DRUMMOND ES",24,50,"F    ",25,56,"F    ",49,53,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,358,0.99,99,78,C,100,85,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,199,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,24,I085,705,24I085705,DRUMMOND,"DRUMMOND HS",NULL,NULL,"Drummond HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.69,0.95,1,0.95,5,0.95,1,0.5,0.22,0,0.59,0,3,1,169,0.98,50,88,B,53,91,A,20,60,D,22,91,A,NULL,NULL,NULL,145,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,24,I085,705,24I085705,DRUMMOND,"DRUMMOND HS","High School",50,"DRUMMOND HS",,,,,,,,,"",,0,,0,0.95,"> 0.95",1,0.95,5,0.91,1,0.7,0.43,0,0.67,0,5,1,122,1.00,37,97,A,42,90,A,14,64,D,25,72,C,0,0,N/,118,86,B,"High School",50,50,0,8,100,A+,24I085,A
2016,24,I085,705,24I085705,DRUMMOND,"DRUMMOND HS",NULL,NULL,"DRUMMOND HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.36,"> 0.95",1,0.94,5,0.00,1,0.91,0.55,1,0.63,0,4,1,135,0.97,15,80,B,24,96,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,39,90,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I039,115,19I039115,DRUMRIGHT,"BRADLEY ES",NULL,NULL,"Bradley ES",16,44,"F    ",16,63,"D    ",32,53,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,346,0.99,101,71,C,101,75,C,38,45,F,NULL,NULL,A,NULL,NULL,NULL,279,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I039,115,19I039115,DRUMRIGHT,"BRADLEY ES",Elementary,50,"BRADLEY ES",13,77,"C    ",13,38,"F    ",26,58,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,271,1.00,86,74,C,86,64,D,24,63,D,24,96,A,0,0,N/,220,71,C,Elementary,50,25,25,10,79,C+,19I039,C
2016,19,I039,115,19I039115,DRUMRIGHT,"BRADLEY ES",NULL,NULL,"BRADLEY ES",15,40,"F    ",15,33,"F    ",30,37,"F    ",0.95,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,298,1.00,62,77,C,62,61,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,124,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I039,705,19I039705,DRUMRIGHT,"DRUMRIGHT HS",NULL,NULL,"Drumright HS",NULL,NULL,NULL,NULL,NULL,NULL,17,82,"B    ",NULL,NULL,NULL,NULL,0.95,0.37,1,0.77,0,0.64,0,0.42,0.36,0,0.43,0,2,0,307,0.96,81,81,B,129,71,C,46,43,F,27,78,C,NULL,NULL,NULL,283,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I039,705,19I039705,DRUMRIGHT,"DRUMRIGHT HS","High School",50,"DRUMRIGHT HS",10,80,"B    ",10,80,"B    ",20,80,"B    ",,0,,0,0.86,0.81,1,0.82,0,0.79,0,0.58,0.44,0,0.39,0,4,1,302,0.99,89,84,B,110,73,C,47,40,F,39,69,D,0,0,N/,285,71,C,"High School",50,25,25,2,79,C+,19I039,C
2016,19,I039,705,19I039705,DRUMRIGHT,"DRUMRIGHT HS",NULL,NULL,"DRUMRIGHT HS",NULL,NULL,NULL,NULL,NULL,"F    ",19,53,"F    ",N/A,0,N/A,0,0.32,"> 0.95",1,0.84,0,0.88,1,0.72,0.52,0,0.45,0,5,1,278,0.99,38,74,C,43,70,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,81,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I039,505,19I039505,DRUMRIGHT,"VIRGIL COOPER MS",NULL,NULL,"Virgil Cooper MS",27,56,"F    ",27,33,"F    ",54,44,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,433,0.99,128,59,F,129,37,F,42,29,F,45,71,C,NULL,NULL,NULL,344,49,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I039,505,19I039505,DRUMRIGHT,"VIRGIL COOPER MS","Middle School",50,"VIRGIL COOPER MS",27,52,"F    ",27,67,"D    ",54,59,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,459,0.99,116,63,D,116,66,D,45,36,F,79,57,F,0,0,N/,356,59,F,"Middle School",50,25,25,8,72,C-,19I039,C
2016,19,I039,505,19I039505,DRUMRIGHT,"VIRGIL COOPER MS",NULL,NULL,"VIRGIL COOPER MS",22,32,"F    ",22,68,"D    ",44,50,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,321,1.00,89,64,D,89,87,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,178,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I014,105,33I014105,DUKE,"DUKE ES",NULL,NULL,"Duke ES",14,7,"F    ",15,13,"F    ",29,10,"F    ",0.95,6,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215,0.99,79,65,D,79,61,D,15,47,F,15,53,F,NULL,NULL,NULL,188,61,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I014,105,33I014105,DUKE,"DUKE ES","Middle School",50,"DUKE ES",18,56,"F    ",16,31,"F    ",34,44,"F    ","> 0.95",6,"< 0.05",2,0.76,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,308,0.96,90,66,D,82,66,D,29,52,F,47,62,D,0,0,N/,248,63,D,"Middle School",50,25,25,10,71,C-,33I014,C
2016,33,I014,105,33I014105,DUKE,"DUKE ES",NULL,NULL,"DUKE ES",16,38,"F    ",15,47,"F    ",31,42,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,270,1.00,68,74,C,61,66,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,129,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,33,I014,705,33I014705,DUKE,"DUKE HS",NULL,NULL,"Duke HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.95,0.22,1,0.95,5,0.95,1,0.38,0.60,0,0.50,0,4,1,113,1.00,32,78,C,41,73,C,21,48,F,12,58,F,NULL,NULL,NULL,106,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,33,I014,705,33I014705,DUKE,"DUKE HS","High School",50,"DUKE HS",,,,,,,,,"",,0,,0,0.82,"> 0.95",1,"> 0.95",5,0.00,1,0.77,0.60,1,0.40,0,4,1,93,0.98,31,84,B,29,52,F,0,0,**,0,0,F,0,0,N/,89,63,D,"High School",50,50,0,9,87,B+,33I014,B
2016,33,I014,705,33I014705,DUKE,"DUKE HS",NULL,NULL,"DUKE HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.79,0.92,1,"> 0.95",5,0.00,1,0.71,0.29,0,0.46,0,5,1,60,0.98,NULL,NULL,,NULL,NULL,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,23,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,69,I001,705,69I001705,DUNCAN,"DUNCAN HS",NULL,NULL,"Duncan HS",56,77,"C    ",35,57,"F    ",91,69,"D    ",NULL,NULL,NULL,NULL,0.7,0.64,1,0.86,0,0.78,0,0.64,0.51,0,0.74,0,2,0,1664,0.99,475,87,B,543,75,C,297,53,F,200,73,C,NULL,NULL,NULL,1515,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,69,I001,705,69I001705,DUNCAN,"DUNCAN HS","High School",50,"DUNCAN HS",55,67,"D    ",41,44,"F    ",96,57,"F    ",,0,,0,0.71,"> 0.95",1,0.8,0,0.68,0,0.94,0.43,1,0.74,0,2,0,1693,0.98,508,86,B,574,73,C,233,45,F,253,71,C,0,0,N/,1568,73,C,"High School",50,25,25,2,74,C,69I001,C
2016,69,I001,705,69I001705,DUNCAN,"DUNCAN HS",NULL,NULL,"DUNCAN HS",53,62,"D    ",81,75,"C    ",134,70,"C    ",N/A,0,N/A,0,0.88,"> 0.95",1,0.83,0,0.74,0,0.95,0.43,1,0.57,0,4,1,1683,0.98,216,81,B,325,80,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,541,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,69,I001,505,69I001505,DUNCAN,"DUNCAN MS",NULL,NULL,"Duncan MS",164,48,"F    ",151,51,"F    ",315,50,"F    ",0.92,0,0.05,2,0.28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2258,0.99,717,73,C,664,59,F,NULL,NULL,F,236,55,F,NULL,NULL,NULL,1858,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,69,I001,505,69I001505,DUNCAN,"DUNCAN MS","Middle School",50,"DUNCAN MS",183,45,"F    ",183,42,"F    ",366,44,"F    ",0.93,0,"< 0.05",2,0.28,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,2641,0.99,752,71,C,751,58,F,226,43,F,466,58,F,0,0,N/,2195,61,D,"Middle School",50,25,25,2,61,D-,69I001,D
2016,69,I001,505,69I001505,DUNCAN,"DUNCAN MS",NULL,NULL,"DUNCAN MS",179,52,"F    ",179,44,"F    ",358,48,"F    ",0.93,0,"< 0.05",2,0.52,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,2426,0.98,717,79,C,717,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,1434,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,69,I001,110,69I001110,DUNCAN,"EMERSON ES",NULL,NULL,"Emerson ES",34,35,"F    ",34,41,"F    ",68,38,"F    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,753,0.99,217,66,D,217,68,D,84,46,F,84,73,C,NULL,NULL,NULL,602,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
