RecordNumber,YR,SchoolCode,DistrictCode,Site,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,LanguageArts,Science,Math,SocialStudies,FineArts,Languages
,2009,05I006705,05I006,ELK CITY HIGH SCHOOL,384,26.713,47034.9642,0.5241,19.2083,2.572,1.6,2.859,3.25,9,9,6,8,16,2
,2009,05I031105,05I031,SAYRE ELEMENTARY,397,20.286,43217.9336,0.3662,16.1831,3,1,0.667,1,,,,,,
,2009,05I031505,05I031,SAYRE MIDDLE SCHOOL,141,9.857,41905.4479,0.3043,12.4638,0.714,0.429,0.666,1,,,,,,
,2009,05I031705,05I031,SAYRE HIGH SCHOOL,191,13.572,42720.2328,0.4738,12.7803,0.286,0.571,0.667,1,5,5,8,6,8,2
,2009,05I051105,05I051,ERICK ELEMENTARY,182,11.827,40959.0767,0.5436,11.5211,1,0,0,1,,,,,,
,2009,05I051715,05I051,ERICK HIGH SCHOOL,64,8.475,41724.1298,0.295,7.6596,0,0,0,0.571,7,6,6,3.5,3,0
,2009,06I009105,06I009,OKEENE ELEMENTARY,185,10.43,43853.6913,0.4794,18.205,1,0.429,0.571,1,,,,,,
,2009,06I009615,06I009,OKEENE JR HIGH SCHOOL,39,2.715,41244.1989,0.3691,15.3753,0.144,0.143,0,0.285,,,,,,
,2009,06I009715,06I009,OKEENE SR HIGH SCHOOL,130,10.285,45264.6573,0.4444,17.3598,0.856,0.428,0.285,0.286,10,5,6,3,9,2
,2009,06I042105,06I042,WATONGA ELEMENTARY,404,22.284,44799.9461,0.3205,17.6285,2,1,0.714,1,,,,,,
,2009,06I042505,06I042,WATONGA MIDDLE SCHOOL,148,10.679,42131.1921,0.3445,9.6052,1,1,0.5,1,,,,,,
,2009,06I042705,06I042,WATONGA HIGH SCHOOL,209,19.251,45684.1203,0.2431,17.5363,1,1,0.5,1,8,8,5,4,3,4
,2009,06I080105,06I080,GEARY ELEMENTARY,205,14.89,39556.4809,0.1343,8.8925,0,0.77,2.5,1,,,,,,
,2009,06I080615,06I080,GEARY JR HIGH SCHOOL,92,6.67,43636.7316,0.6252,12.9595,0.51,0.27,0.88,0,,,,,,
,2009,06I080715,06I080,GEARY HIGH SCHOOL,101,11.454,45758.3377,0.3649,11.9082,0.49,0.27,1,0.6,6,4,6,5,4,3
,2009,06I105105,06I105,CANTON ELEMENTARY,240,16.524,44296.2358,0.4236,17.5815,2,0.5,0.5,1,,,,,,
,2009,06I105705,06I105,CANTON HIGH SCHOOL,107,14.212,44756.5438,0.3317,14.026,0.691,0.5,0.5,1,4,4,8,4,5,2
,2009,07I001110,07I001,SILO ELEMENTARY,391,23.332,42712.455,0.4225,12.8888,3.294,1,1,1,,,,,,
,2009,07I001610,07I001,SILO JR HIGH SCHOOL,108,8.668,43477.042,0.202,11.5839,1.28,0.5,0,0.5,,,,,,
,2009,07I001705,07I001,SILO HIGH SCHOOL,189,9.628,45380.9722,0.2931,10.4375,2.22,0.5,0,0.5,7,5,5,4,4,3
,2009,07I002105,07I002,ROCK CREEK ELEMENTARY,361,20.357,41397.3081,0.1369,13.4346,2.286,0.5,2.999,1,,,,,,
,2009,07I002705,07I002,ROCK CREEK HIGH SCHOOL,155,10.428,44403.3372,0.4521,14.3707,0.572,0.5,0.858,1,7,6,7,6,1,3
,2009,07I003105,07I003,ACHILLE ELEMENTARY,184,12.144,38904.1502,0.0471,8.5887,0,0,0,1,,,,,,
,2009,07I003110,07I003,YUBA ELEMENTARY,91,8.857,40530.9924,0.2258,10.7582,0,0,1,1,,,,,,
,2009,07I003705,07I003,ACHILLE HIGH SCHOOL,128,8.285,44715.7514,0.3621,17.035,1,0.428,0,1,6,5,4,6,1,2
,2009,07I004105,07I004,WARD EAST ELEMENTARY,176,10.714,44900.504,0.16,20.001,1.43,0,0.762,0.714,,,,,,
,2009,07I004110,07I004,WARD WEST ELEMENTARY,340,19,39918.3158,0.3233,14.4819,1.285,0,1.571,0.857,,,,,,
,2009,07I004505,07I004,COLBERT MIDDLE SCHOOL,120,8.429,43743.2673,0.3389,14.3736,1.285,0.285,1,0,,,,,,
,2009,07I004715,07I004,COLBERT HIGH SCHOOL,227,16.283,42840.2629,0.4386,12.5608,2,0.572,1,2,6,6,7,4.5,4,3
,2009,07I005105,07I005,CADDO ELEMENTARY,310,20.857,41139.1859,0.3082,11.8354,2,0,0,0.964,,,,,,
,2009,07I005715,07I005,CADDO HIGH SCHOOL,131,10,42760.1,0.4429,14.3868,0.857,0,0.072,1,5,6,3,5,3,4
,2009,07I040105,07I040,BENNINGTON ELEMENTARY,186,12.14,44125.0412,0.4118,15.8003,1.572,0.428,0.5,0.572,,,,,,
,2009,07I040705,07I040,BENNINGTON HIGH SCHOOL,73,7.003,39642.7245,0.1634,9.8783,0.428,0.428,0.5,1,10,5,5,6,2,4
,2009,07I048105,07I048,CALERA ELEMENTARY,453,28.571,40577.7187,0.185,11.0502,2,0.429,1.429,0.571,,,,,,
,2009,07I048705,07I048,CALERA HIGH SCHOOL,158,13.857,41739.6262,0.1959,10.7426,2,1,1.142,1,7,5.5,5,6,4,0
,2009,07I072105,07I072,WASHINGTON IRVING ELEMENTARY,554,27,48638.7407,0.5737,15.9021,3,1,1.802,1,,,,,,
,2009,07I072110,07I072,ROBERT E. LEE ELEMENTARY,219,12.741,45766.8158,0.602,9.8482,2.263,1,1.692,1,,,,,,
,2009,07I072115,07I072,NORTHWEST HEIGHTS ELEMENTARY,531,27,48789.4815,0.6296,16.1852,3,1,2,1,,,,,,
,2009,07I072125,07I072,DURANT INTERMEDIATE ELEMENTARY SCHOOL,699,38.747,49572.2508,0.7072,16.268,6,2,1,2,,,,,,
,2009,07I072500,07I072,DURANT MIDDLE SCHOOL,441,27.999,46569.8418,0.6429,11.48,4,1,1,2,,,,,,
,2009,07I072705,07I072,DURANT HIGH SCHOOL,850,45.716,50174.3372,0.7156,17.0746,6.428,2.5,1,3.883,10,8,7,4.5,8,3
,2009,08I011105,08I011,HYDRO-EAKLY ELEMENTARY,286,16.715,41803.0512,0.1624,14.7958,1,0,0,1,,,,,,
,2009,08I011505,08I011,HYDRO-EAKLY MIDDLE SCHOOL,67,5.368,37588.6736,0.1598,8.4154,0.5,0,0,0,,,,,,
,2009,08I011715,08I011,HYDRO-EAKLY HIGH SCHOOL,109,8.632,43375.3475,0.2812,8.964,0.5,0,0,1,7,6,5,4,7,3
,2009,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,163,9.996,42948.4794,0.486,15.3524,0.429,0,1.143,1,,,,,,
,2009,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,73,6.46,45017.9567,0.3893,16.9805,0,0.286,1,0.571,5,4,6,4,3,2
,2009,08I020105,08I020,ANADARKO EAST ELEMENTARY,269,18.05,43358.3934,0.169,15.759,2,1,1.55,1.671,,,,,,
,2009,08I020115,08I020,SUNSET ELEMENTARY,309,19.107,43344.5858,0.1701,15.8113,2,1,2.179,1.1,,,,,,
,2009,08I020120,08I020,MISSION ELEMENTARY,373,21.85,42085.6751,0.3135,12.7803,4,1,2.65,1.2,,,,,,
,2009,08I020510,08I020,ANADARKO MIDDLE SCHOOL,425,28.737,43680.4468,0.3358,16.7484,3,2,2.15,2.2,,,,,,
,2009,08I020705,08I020,ANADARKO HIGH SCHOOL,460,35.989,46228.8755,0.4863,15.3908,4,2.143,2,3.157,12,7,4,6.5,20.5,4
,2009,08I033105,08I033,CARNEGIE ELEMENTARY,326,21.5,41395.907,0.3656,15.4093,1,1,1,1,,,,,,
,2009,08I033510,08I033,CARNEGIE MIDDLE SCHOOL,108,8.94,42554.8098,0.4004,14.1767,1,0.5,0,1,,,,,,
,2009,08I033705,08I033,CARNEGIE HIGH SCHOOL,175,15.537,42915.8139,0.3887,13.2295,1,0.5,0.04,1,6,6,5,5,14,3
,2009,08I056105,08I056,APACHE ELEMENTARY,340,20.428,42420.5013,0.4056,15.3705,1,1,1.5,1,,,,,,
,2009,08I056505,08I056,APACHE MIDDLE SCHOOL,84,10.001,42985.0015,0.2858,13.4006,1,0.5,0,0,,,,,,
,2009,08I056705,08I056,APACHE HIGH SCHOOL,181,13.571,44827.8682,0.2105,14.3683,1,0.5,0.5,1,6,5,6,4,7,1
,2009,08I064105,08I064,CYRIL ELEMENTARY,251,16.501,42449.0637,0.2511,14.9338,1,0.5,1,1,,,,,,
,2009,08I064715,08I064,CYRIL HIGH SCHOOL,89,7.427,43760.3339,0.1154,14.597,0,0.5,1,1,5,5,5,5,3,0
,2009,08I086105,08I086,GRACEMONT ELEMENTARY,134,10.786,41258.8541,0.5165,17.3058,0,0,0,0.857,,,,,,
,2009,08I086705,08I086,GRACEMONT HIGH SCHOOL,50,4.428,37728.3198,0.2258,9.7724,1,0,0,0,7,6,6,3.5,0,0
,2009,08I160105,08I160,CEMENT ELEMENTARY,196,11,42663.8182,0.0909,11.7273,0,0,0,0,,,,,,
,2009,08I160715,08I160,CEMENT HIGH SCHOOL,83,6.5,40481.8462,0,7.6154,0,0,0,1,5,3,3,3,1,1
,2009,08I161105,08I161,HINTON ELEMENTARY,367,20.937,42023.117,0.3993,14.2471,1.14,0.5,0.29,1,,,,,,
,2009,08I161610,08I161,HINTON MIDDLE SCHOOL,132,5.982,44995.8208,0.4286,15.4142,1,0,1.133,0,,,,,,
,2009,08I161705,08I161,HINTON HIGH SCHOOL,177,11.362,42613.0083,0.1391,13.0726,0.43,0,0.993,1.57,6,4,4,4.5,11,2
,2009,08I167105,08I167,FORT COBB-BROXTON LOWER ELEMENTARY,158,8.861,45488.5453,0.516,21.8214,0.571,0,0.857,0.572,,,,,,
,2009,08I167505,08I167,FORT COBB-BROXTON MIDDLE SCHOOL,67,4.852,45040.1896,0.6478,20.4167,0.429,0,0.428,0.428,,,,,,
,2009,08I167705,08I167,FORT COBB-BROXTON HIGH SCHOOL,99,9.144,46239.72,0.453,18.1236,0.429,0,0,1,6,5,10,4,1,2
,2009,08I168105,08I168,BINGER-ONEY ELEMENTARY,246,14.071,43156.9896,0.4924,18.798,1,0,0.315,1,,,,,,
,2009,08I168705,08I168,BINGER-ONEY HIGH SCHOOL,84,10.072,43568.9039,0.3191,14.474,1,0,0,1,5,4,4,5.5,2,1
,2009,09C029105,09C029,RIVERSIDE ELEMENTARY,157,13.5,41955.7778,0.4074,15.7407,0,0,0,1,,,,,,
,2009,09C031105,09C031,BANNER ELEMENTARY,207,11.045,44708.1032,0.3511,8.4587,1,0,0.161,1,,,,,,
,2009,09C070105,09C070,DARLINGTON ELEMENTARY,232,14.915,42416.7616,0.3199,13.7531,0,0.571,0.626,1,,,,,,
,2009,09C162105,09C162,MAPLE ELEMENTARY,161,10.16,41455.6102,0.2618,11.8031,0.13,0.166,0,1,,,,,,
,2009,09I022105,09I022,PIEDMONT ELEMENTARY,548,31.407,42153.3416,0.2398,10.5957,2,0.8,2.463,1,,,,,,
,2009,09I022110,09I022,PIEDMONT PRIMARY ELEMENTARY,229,10.2,43088.8235,0.5882,12.2941,0,0.2,0.7,1,,,,,,
,2009,09I022115,09I022,STONE RIDGE ELEMENTARY,583,28.583,42347.1294,0.2449,11.3382,1,1,3,1,,,,,,
,2009,09I022510,09I022,PIEDMONT MIDDLE SCHOOL,535,27.976,42146.4112,0.2082,10.7892,2.5,1,1.5,1,,,,,,
,2009,09I022705,09I022,PIEDMONT HIGH SCHOOL,617,33.85,42384.8449,0.1773,10.6322,2.5,2,1,2,7.5,9,8,8,10,6
,2009,09I027105,09I027,CENTRAL ELEMENTARY,440,20.83,43352.6644,0.2463,12.3135,4,1,5.95,2,,,,,,
,2009,09I027110,09I027,MYERS ELEMENTARY,390,21.612,40078.3361,0.1619,5.446,3,1.333,2.5,1,,,,,,
,2009,09I027115,09I027,SHEDECK ELEMENTARY,399,23.7,42687.6793,0.1772,10.4937,2,1.333,3,1,,,,,,
,2009,09I027120,09I027,RANCHWOOD ELEMENTARY,542,25.387,44211.2499,0.1879,12.6942,1.5,1,4.201,1,,,,,,
,2009,09I027125,09I027,SURREY HILLS ELEMENTARY,412,20.75,41741.0602,0.2241,10.5349,1,1,1.102,1,,,,,,
,2009,09I027130,09I027,PARKLAND ELEMENTARY,507,23.75,45404.4632,0.2211,17.5537,3.5,1,3.19,1,,,,,,
,2009,09I027135,09I027,SKYVIEW ELEMENTARY,805,38.8,42043.299,0.232,9.5644,2.929,2,3.21,2,,,,,,
,2009,09I027510,09I027,INDEPENDENCE MIDDLE SCHOOL,757,41,43007.4634,0.2195,11.4024,4.4,2,3.6,3,,,,,,
,2009,09I027515,09I027,LAKEVIEW MIDDLE SCHOOL,729,40.5,44641.9012,0.1358,14.5432,3.6,2,1.2,3.632,,,,,,
,2009,09I027705,09I027,YUKON HIGH SCHOOL,2048,108.871,43443.3412,0.2863,11.2333,12,7.037,2.25,8,17,12,11,11,15,11
,2009,09I034110,09I034,HILLCREST ELEMENTARY,342,18,40398.5,0.2222,9.1667,1,0.2,1.917,0.8,,,,,,
,2009,09I034120,09I034,LINCOLN ELEMENTARY,316,18.5,42413.1351,0.2432,12.0541,2,1,0.5,1,,,,,,
,2009,09I034130,09I034,WEBSTER ELEMENTARY,161,11.5,40520.5217,0.2174,9.2174,1,1,0.5,1,,,,,,
,2009,09I034135,09I034,ROSE WITCHER ELEMENTARY,347,18.918,41437.9427,0.4229,10.8362,2,1,0.116,1,,,,,,
,2009,09I034510,09I034,LESLIE F. ROBLYER MIDDLE SCHOOL,327,20.965,41006.487,0.3434,11.7619,3,1,1,1.4,,,,,,
,2009,09I034610,09I034,ETTA DALE JR HIGH SCHOOL,386,25.007,43855.1206,0.3446,13.3293,2.533,1,0.5,3.2,,,,,,
,2009,09I034705,09I034,EL RENO HIGH SCHOOL,560,31.438,43396.4629,0.2921,14.3125,5.516,2,0.5,3.4,10,8,9.5,5.5,8,4
,2009,09I057105,09I057,UNION CITY ELEMENTARY,183,9.571,39394.2117,0,10.9107,0.571,0,1,0.429,,,,,,
,2009,09I057705,09I057,UNION CITY HIGH SCHOOL,83,6,45103.8333,0,9.4753,1,0,0,0,6,4,8,5,1,3
,2009,09I069105,09I069,MUSTANG ELEMENTARY,626,36.3,41794.022,0.1515,7.9926,1.744,1.5,2.5,1.905,,,,,,
,2009,09I069110,09I069,MUSTANG VALLEY ELEMENTARY,603,34.732,46599.0729,0.2004,16.0941,1,1.5,2.5,1.905,,,,,,
,2009,09I069115,09I069,MUSTANG LAKEHOMA ELEMENTARY,645,37.057,44805.4619,0.2478,12.8462,2,2,1.75,2,,,,,,
,2009,09I069120,09I069,MUSTANG TRAILS ELEMENTARY,674,38.383,44989.3703,0.2084,14.1159,6,2.17,2.5,2,,,,,,
,2009,09I069125,09I069,MUSTANG CREEK ELEMENTARY,690,41.266,42738.6226,0.2084,10.4447,3,2,2.4,2,,,,,,
,2009,09I069130,09I069,MUSTANG EDUCATION CTR,357,9,39646.4444,0.3333,4.7778,1,1.16,2.5,1,,,,,,
,2009,09I069135,09I069,MUSTANG CENTENNIAL ELEMENTARY,533,33.106,43022.6847,0.0725,12.0567,2.956,1.67,2.63,2,,,,,,
,2009,09I069505,09I069,MUSTANG MIDDLE SCHOOL,954,50.775,43494.4953,0.1357,10.9402,5,2,3.25,2.964,,,,,,
,2009,09I069510,09I069,MUSTANG NORTH MIDDLE SCHOOL,934,49.015,42631.9494,0.13,9.3842,7,2,2.733,3,,,,,,
,2009,09I069705,09I069,MUSTANG HIGH SCHOOL,1675,91.37,47306.1618,0.2975,15.3492,8.233,5,4.5,4.517,15.5,13,14,8,13.5,7
,2009,09I069710,09I069,MUSTANG MID-HIGH,655,30.437,42795.2163,0.2211,9.6989,5,1,2,3,,,,,,
,2009,09I076105,09I076,CALUMET ELEMENTARY,147,11.5,39659.5652,0.3333,11.0039,0.333,0,0.334,0.5,,,,,,
,2009,09I076610,09I076,CALUMET JR HIGH SCHOOL,42,1.331,35909.0909,0.2509,7.8783,0.333,0,0.501,0.833,,,,,,
,2009,09I076705,09I076,CALUMET HIGH SCHOOL,96,4.891,39093.2325,0.3065,13.1797,0.334,0,0.501,0.833,7,5,4,3,4,0
,2009,10C072105,10C072,ZANEIS ELEMENTARY,259,15.857,41805.5118,0.1261,14.2081,0,0,0.572,0.571,,,,,,
,2009,10I019110,10I019,CHARLES EVANS ELEMENTARY,526,33.83,40278.7762,0.1428,8.8058,3,1,1,2,,,,,,
,2009,10I019115,10I019,FRANKLIN ELEMENTARY,255,16.776,40454.4588,0.3493,7.3764,1,0.5,0.5,1,,,,,,
,2009,10I019120,10I019,JEFFERSON ELEMENTARY,207,13.327,40096.2707,0.075,5.1107,1.496,1,1.5,1,,,,,,
,2009,10I019125,10I019,LINCOLN ELEMENTARY,204,12.83,38820.4988,0.0779,5.4926,1,0.5,1.5,1,,,,,,
,2009,10I019135,10I019,WILL ROGERS ELEMENTARY,491,26.67,41193.0259,0.1751,10.264,3.504,1,2,2,,,,,,
,2009,10I019505,10I019,ARDMORE MIDDLE SCHOOL,573,32.002,41909.3807,0.2289,10.2678,5,2,2,3,,,,,,
,2009,10I019705,10I019,ARDMORE HIGH SCHOOL,808,49.753,41198.9227,0.2697,7.6175,5.837,4,2.14,5.938,13.5,6,7.5,7,22,4
,2009,10I021105,10I021,SPRINGER ELEMENTARY,168,12.592,38814.9619,0.438,11.829,1.286,0,0,0.5,,,,,,
,2009,10I021705,10I021,SPRINGER HIGH SCHOOL,61,5.686,43486.8097,0.3266,13.5485,0.714,0,0,0.5,4,4,4,4.5,8,0
,2009,10I027105,10I027,PLAINVIEW PRIMARY ELEMENTARY,394,23.357,42794.066,0.4434,14.9663,0.833,1,0.5,1,,,,,,
,2009,10I027110,10I027,PLAINVIEW INTERMEDIATE ELEMENTARY SCHOOL,336,19.334,42194.6312,0.319,15.1475,1.667,1,0.5,1.167,,,,,,
,2009,10I027505,10I027,PLAINVIEW MIDDLE SCHOOL,296,17.662,44110.18,0.4718,19.1632,2.5,1,0.5,1,,,,,,
,2009,10I027705,10I027,PLAINVIEW HIGH SCHOOL,375,18.875,42405.7219,0.4668,14.2878,3,1.6,0.5,1.571,6,4,8,5,21,2
,2009,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,361,17.667,42004.3584,0.1698,15.6884,3,0.714,0.786,1,,,,,,
,2009,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,453,27.951,40239.0254,0.1431,12.0276,2.5,1,1.928,1.286,,,,,,
,2009,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,312,21.358,42618.5036,0.3277,15.615,3,0.857,0.643,1,,,,,,
,2009,10I032705,10I032,LONE GROVE HIGH SCHOOL,412,30.168,42085.952,0.1523,14.0229,2.5,1.143,0.643,5,9,8,8.5,5.5,10,2
,2009,10I043105,10I043,WILSON ELEMENTARY,369,23.644,40248.3928,0.0906,13.3355,1,1,0.429,2,,,,,,
,2009,10I043705,10I043,WILSON HIGH SCHOOL,155,12.357,43265.4366,0.1735,14.7226,1,1,0.571,0.857,6,6,4,6.5,7,2
,2009,10I055105,10I055,HEALDTON ELEMENTARY,295,15.903,41089.1656,0.1258,12.3914,1,0,0.2,1,,,,,,
,2009,10I055505,10I055,HEALDTON MIDDLE SCHOOL,104,7.285,38410.7069,0.0196,8.9408,1,0,0.429,0.857,,,,,,
,2009,10I055705,10I055,HEALDTON HIGH SCHOOL,177,12.029,43542.5222,0.2137,16.5799,1,0.857,0.428,1,6,5,6,8,3,2
,2009,10I074105,10I074,FOX ELEMENTARY,223,12.416,40368.2345,0.1946,13.6467,0,0,0,1,,,,,,
,2009,10I074705,10I074,FOX HIGH SCHOOL,119,8.384,45046.875,0.0971,21.3683,0,0,0,1,8,4,4,3,4,0
,2009,10I077105,10I077,DICKSON ELEMENTARY,317,17.529,41493.0686,0.065,14.1742,0.75,0.5,0.75,1,,,,,,
,2009,10I077110,10I077,DICKSON UPPER ELEMENTARY,249,15.08,40459.0186,0.2082,14.8806,0.75,0.5,0.75,1,,,,,,
,2009,10I077510,10I077,DICKSON MIDDLE SCHOOL,288,14.673,40984.1205,0.3014,11.7557,1.25,1.42,1.17,1,,,,,,
