RecordNumber,YR,SchoolCode,DistrictCode,Site,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,LanguageArts,Science,Math,SocialStudies,FineArts,Languages
29,2013,03I007705,03I007,STRINGTOWN HIGH SCHOOL,54,5.432,42464.4698,0.2104,11.1815,0.143,0.167,0,0.5,7,4,5,4.5,4,1
30,2013,03I015120,03I015,ATOKA ELEMENTARY,389,28.864,39699.7991,0.0866,9.9913,2,0.5,3,1,,,,,,
31,2013,03I015505,03I015,MCCALL MIDDLE SCHOOL,158,13.5,42022.8148,0.2593,12.4819,1,0.667,0.833,1,,,,,,
32,2013,03I015705,03I015,ATOKA HIGH SCHOOL,375,25.143,42439.8043,0.3458,13.3102,2,1,1,2,13,7,8,5.5,12,4.5
33,2013,03I019105,03I019,TUSHKA ELEMENTARY,260,16.667,39917.5017,0.12,11.4505,1.167,0.333,1,1,,,,,,
34,2013,03I019705,03I019,TUSHKA HIGH SCHOOL,197,10.001,41655.4345,0.3001,14.0339,0.833,0.5,0,1,6,4,6,4,1,0
35,2013,03I026105,03I026,CANEY ELEMENTARY,189,11.117,37466.1329,0.4494,10.8642,0,0,0,1,,,,,,
36,2013,03I026705,03I026,CANEY HIGH SCHOOL,81,6.823,44518.3937,0.4375,18.1108,0,0,0,0.826,5,5,3,4,3,3
37,2013,04I022105,04I022,BEAVER ELEMENTARY,276,18.714,41369.2423,0.1374,16.4347,0.286,0.5,0.5,1,,,,,,
38,2013,04I022705,04I022,BEAVER HIGH SCHOOL,113,12.571,44761.8328,0.1591,18.7842,0.714,0.5,0.5,0.857,10,7,10,7,8,3
39,2013,04I075105,04I075,BALKO ELEMENTARY,97,8.697,44173.2781,0.1868,10.3484,0,0,0,0.5,,,,,,
40,2013,04I075705,04I075,BALKO HIGH SCHOOL,29,6.125,44661.7143,0.3061,9.7959,0,0,0,0.5,5,3,4,3,6,0
41,2013,04I123105,04I123,FORGAN ELEMENTARY,128,11.857,40647.297,0.253,10.5787,0.714,0,0.5,0.858,,,,,,
42,2013,04I123705,04I123,FORGAN HIGH SCHOOL,55,6.857,40045.6468,0.2917,10.1035,0.286,0,0.5,0.714,6,5,6,3,6,2
43,2013,04I128105,04I128,TURPIN ELEMENTARY,303,21.69,41973.3057,0.1383,13.5531,1.86,0.5,1.5,1,,,,,,
44,2013,04I128705,04I128,TURPIN HIGH SCHOOL,134,12.93,43957.6953,0.0773,16.4791,0.14,0.5,0.5,1,13,7,5,4.5,13,3
45,2013,05I002105,05I002,MERRITT ELEMENTARY,381,22.427,40123.1551,0.0891,11.7002,2.143,0.5,1.5,0.5,,,,,,
46,2013,05I002705,05I002,MERRITT HIGH SCHOOL,141,12.288,43999.6745,0.3024,13.373,0.857,0.571,0.5,0.714,6,6,12,6.5,4,2
47,2013,05I006105,05I006,FAIRVIEW ELEMENTARY,353,19.5,44764,0.359,15.8974,2,1,0.571,1,,,,,,
48,2013,05I006110,05I006,PIONEER ELEMENTARY,408,17,39360.5294,0.2353,10.6728,1,1,1,1,,,,,,
49,2013,05I006115,05I006,GRANDVIEW 5TH/6TH GRADE CTR,315,19.001,43181.0957,0.3308,16.3756,2,1,2.429,1,,,,,,
50,2013,05I006120,05I006,NORTHEAST ELEMENTARY,355,20.8,40145.625,0.2308,10.4021,2.571,1,0.5,1,,,,,,
51,2013,05I006610,05I006,8TH & 9TH GRADE CTR,444,31.355,41202.8066,0.0911,11.4515,3.572,2.022,2,3,,,,,,
52,2013,05I006705,05I006,ELK CITY HIGH SCHOOL,429,25.245,46557.2193,0.5489,18.967,3,1.4,2.859,3,13,10,8,9,16,2
53,2013,05I031105,05I031,SAYRE ELEMENTARY,380,21.286,42261.0166,0.349,14.7047,2,0.5,0.667,1,,,,,,
54,2013,05I031505,05I031,SAYRE MIDDLE SCHOOL,149,9.952,43628.3159,0.3302,14.369,0.714,0.429,0.809,1,,,,,,
55,2013,05I031705,05I031,SAYRE HIGH SCHOOL,181,12.904,43048.2796,0.4539,12.6594,0.286,0.571,0.81,1,6,7,8,4.5,8,2
56,2013,05I051105,05I051,ERICK ELEMENTARY,184,11.144,40444.2749,0.4872,12.1535,1,0,0,1,,,,,,
57,2013,05I051715,05I051,ERICK HIGH SCHOOL,68,7.856,41091.0132,0.2,6.5633,0,0,0,1,4,5,5,3,0.5,2
58,2013,06I009105,06I009,OKEENE ELEMENTARY,189,10.143,43236.3206,0.5211,18.0836,1,0.429,0.5,1,,,,,,
59,2013,06I009615,06I009,OKEENE JR HIGH SCHOOL,46,3.143,41664.9698,0.4092,16.3175,0.142,0.142,0,0.286,,,,,,
60,2013,06I009715,06I009,OKEENE SR HIGH SCHOOL,120,10.286,45477.1534,0.4861,16.0288,0.858,0.429,0.5,0.142,10,5,7,3,8,0
61,2013,06I042105,06I042,WATONGA ELEMENTARY,403,23.284,43645.0352,0.3436,17.0925,1.429,1,1,1,,,,,,
62,2013,06I042505,06I042,WATONGA MIDDLE SCHOOL,152,10.25,40707.122,0.2752,8.8223,1.142,1,0.5,1,,,,,,
63,2013,06I042705,06I042,WATONGA HIGH SCHOOL,226,20.537,45124.3122,0.2556,17.9476,1.429,1,0.5,1,12,11,8,5,2,5
64,2013,06I080105,06I080,GEARY ELEMENTARY,218,19.003,39751.8287,0.2265,10.2649,2,0.74,1,1,,,,,,
65,2013,06I080615,06I080,GEARY JR HIGH SCHOOL,102,10.55,41823.3175,0.2938,10.7498,1,0.63,0,0,,,,,,
66,2013,06I080715,06I080,GEARY HIGH SCHOOL,112,11.96,46915.4682,0.4666,13.5,1,0.73,0,1.23,12,6,5,7.5,4,2
67,2013,06I105105,06I105,CANTON ELEMENTARY,254,15.458,44709.2121,0.4528,18.237,1.5,0,0.5,1,,,,,,
68,2013,06I105705,06I105,CANTON HIGH SCHOOL,120,15.427,43841.9654,0.3426,12.5833,1.5,1,1,1,8,6,6,6,4,2
69,2013,07I001110,07I001,SILO ELEMENTARY,373,22,41899.0909,0.4545,11.1172,2.5,1,1,1,,,,,,
70,2013,07I001610,07I001,SILO JR HIGH SCHOOL,115,7.88,42452.9188,0.3835,11.4331,1.28,0.286,0.5,0,,,,,,
71,2013,07I001705,07I001,SILO HIGH SCHOOL,201,13.692,43602.6877,0.4053,11.7733,1.22,0.428,0.5,0,7,4,6,3,3,4
72,2013,07I002105,07I002,ROCK CREEK ELEMENTARY,358,19.507,41660.0707,0.1317,12.5426,2.286,0.5,2.357,1,,,,,,
73,2013,07I002705,07I002,ROCK CREEK HIGH SCHOOL,150,9.926,43095.7082,0.3454,13.3095,0.428,0.5,1.357,1,9,4,5,4,1,2
74,2013,07I003105,07I003,ACHILLE ELEMENTARY,219,13.944,38825.6598,0.041,7.3538,0,0,0,0.857,,,,,,
75,2013,07I003110,07I003,YUBA ELEMENTARY,101,8,40690.625,0.375,12.25,0,0,1,1,,,,,,
76,2013,07I003705,07I003,ACHILLE HIGH SCHOOL,132,9.57,41688.8192,0.3432,15.4911,1,0.429,0,1,7,5,4,5,3,3
77,2013,07I004105,07I004,WARD EAST ELEMENTARY,175,10.761,43253.8798,0.1636,19.093,1.05,0,0.143,1,,,,,,
78,2013,07I004110,07I004,WARD WEST ELEMENTARY,302,19.714,38510.9567,0.3044,14.8554,1.05,0,0.143,1,,,,,,
79,2013,07I004505,07I004,COLBERT MIDDLE SCHOOL,102,8.43,46678.1732,0.4913,16.2667,1,0.143,0.857,0,,,,,,
80,2013,07I004715,07I004,COLBERT HIGH SCHOOL,219,16.424,42983.6215,0.3913,13.3933,2,0.286,0.857,2,6,11,8,3.5,6,5
81,2013,07I005105,07I005,CADDO ELEMENTARY,323,20.929,40860.0506,0.256,10.4293,2,0,0,0.857,,,,,,
82,2013,07I005715,07I005,CADDO HIGH SCHOOL,144,10.976,41350.8564,0.4296,13.5661,0.857,0,0,1,5,6,3,5,3,3
83,2013,07I040105,07I040,BENNINGTON ELEMENTARY,203,12.567,43229.9674,0.4092,14.7392,1.572,0,0,0.572,,,,,,
84,2013,07I040705,07I040,BENNINGTON HIGH SCHOOL,78,6.718,40996.5764,0.1701,11.9774,0.428,0,0,1,10,5,7,6,2,3
85,2013,07I048105,07I048,CALERA ELEMENTARY,452,24.858,40385.7511,0.1667,11.0858,1,0.429,1,0.571,,,,,,
86,2013,07I048705,07I048,CALERA HIGH SCHOOL,160,16.428,42500.6696,0.1652,8.479,2,1,1,1,6,5,5,6.5,5,0
87,2013,07I072105,07I072,WASHINGTON IRVING ELEMENTARY,589,27.714,49248.3582,0.7026,17.3403,3,1.205,1.802,1,,,,,,
88,2013,07I072110,07I072,ROBERT E. LEE ELEMENTARY,219,12.39,45420.8232,0.5521,10.3992,2,1,1.692,1,,,,,,
89,2013,07I072115,07I072,NORTHWEST HEIGHTS ELEMENTARY,520,26.159,47695.1718,0.5795,15.6456,3,1.205,2,1,,,,,,
90,2013,07I072125,07I072,DURANT INTERMEDIATE ELEMENTARY SCHOOL,668,37.66,49901.8322,0.7256,18.3636,6,2,1,2,,,,,,
91,2013,07I072500,07I072,DURANT MIDDLE SCHOOL,466,27.471,45221.7247,0.5981,10.9798,4.14,1,1,2,,,,,,
92,2013,07I072705,07I072,DURANT HIGH SCHOOL,849,45.81,49437.3499,0.6923,16.9798,6.286,2.5,1,4,9,7,11,4.5,9,4
93,2013,08I011105,08I011,HYDRO-EAKLY ELEMENTARY,252,16.28,41860.4423,0.1843,14.6855,1,0,0,1,,,,,,
94,2013,08I011505,08I011,HYDRO-EAKLY MIDDLE SCHOOL,101,5.434,40132.131,0.2374,9.2251,1,0,0,0.5,,,,,,
95,2013,08I011715,08I011,HYDRO-EAKLY HIGH SCHOOL,116,9.576,42069.8622,0.3133,9.3996,1,0,0,0.5,11,4,4,3.5,6,2
96,2013,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,172,9.974,41657.6098,0.5011,17.8694,0.429,0,0.858,0.857,,,,,,
97,2013,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,74,6.224,44249.036,0.3678,15.6395,0.571,0.286,1.428,0.571,5,4,6,4.5,2,2
98,2013,08I020105,08I020,ANADARKO EAST ELEMENTARY,312,17.8,42430.1685,0.1573,14.6292,2.25,1,2.25,1.2,,,,,,
99,2013,08I020115,08I020,SUNSET ELEMENTARY,294,19,42693.8947,0.2105,14.6842,2.5,1,2.15,1.1,,,,,,
100,2013,08I020120,08I020,MISSION ELEMENTARY,352,21.6,42837.3148,0.2685,12.7963,3.25,1,1.45,1.2,,,,,,
101,2013,08I020510,08I020,ANADARKO MIDDLE SCHOOL,438,28.029,43167.3981,0.2834,14.738,3.5,2,2.15,2.2,,,,,,
102,2013,08I020705,08I020,ANADARKO HIGH SCHOOL,492,38.438,47358.4734,0.4767,14.5345,4.5,2.1,2.1,3.2,14,7,5,7.5,21.5,4
103,2013,08I033105,08I033,CARNEGIE ELEMENTARY,355,22.084,41252.1735,0.4275,16.3197,2,1,1,1,,,,,,
104,2013,08I033610,08I033,CARNEGIE JR HIGH SCHOOL,117,11.581,41831.7935,0.3678,12.9526,1,0.5,0,1,,,,,,
105,2013,08I033705,08I033,CARNEGIE HIGH SCHOOL,140,12.331,43776.4172,0.5223,15.4738,1,0.5,0.04,1,8.5,7,5.5,4,15,4
106,2013,08I056105,08I056,APACHE ELEMENTARY,346,18,44224.2222,0.3889,16.4444,1,1,1.5,1,,,,,,
107,2013,08I056505,08I056,APACHE MIDDLE SCHOOL,88,10,43702.5,0.4,14.1,1,0,0,0,,,,,,
108,2013,08I056705,08I056,APACHE HIGH SCHOOL,176,15.459,44501.3908,0.3604,13.7851,1,1,0.5,1,6,6,5,6.5,4.5,2
109,2013,08I064105,08I064,CYRIL ELEMENTARY,261,18.374,41119.4623,0.2382,12.8974,1,0.285,1.285,1.095,,,,,,
110,2013,08I064715,08I064,CYRIL HIGH SCHOOL,91,9.142,43353.5331,0.0937,12.7963,0,0.715,1,1,9,7,4,5.5,3,0
111,2013,08I086105,08I086,GRACEMONT ELEMENTARY,131,9.858,41855.0416,0.6233,21.0804,0,0,0,0.714,,,,,,
112,2013,08I086705,08I086,GRACEMONT HIGH SCHOOL,49,6,43379.8333,0.4048,23.6918,1,0,0,0.571,11,7,6,5,0,0
113,2013,08I160105,08I160,CEMENT ELEMENTARY,196,11,39622.4545,0,13.3636,0,0,0,0,,,,,,
114,2013,08I160715,08I160,CEMENT HIGH SCHOOL,70,6.571,38177.2942,0.1522,9.1724,0,0,0,1,6,3,3,5,1,0
115,2013,08I161105,08I161,HINTON ELEMENTARY,333,16.981,41527.2952,0.4417,14.1912,2,0.5,0,1,,,,,,
116,2013,08I161610,08I161,HINTON MIDDLE SCHOOL,133,7.856,42411.5326,0.3819,11.7648,0.857,0,0,1,,,,,,
117,2013,08I161705,08I161,HINTON HIGH SCHOOL,168,14,43449.1429,0.2143,15.6429,1.143,0.429,1,1.571,8,6,5,5,4,2
118,2013,08I167105,08I167,FORT COBB-BROXTON LOWER ELEMENTARY,143,8.912,44655.4084,0.5049,20.8513,0.714,0,0.131,1,,,,,,
119,2013,08I167505,08I167,FORT COBB-BROXTON MIDDLE SCHOOL,72,5.716,43115.8153,0.6966,19.1314,0.286,0,0.416,0,,,,,,
120,2013,08I167705,08I167,FORT COBB-BROXTON HIGH SCHOOL,104,8.884,45996.6231,0.3429,19.4779,0.429,0,0.143,1,6,5,10,4,1,2
121,2013,08I168105,08I168,BINGER-ONEY ELEMENTARY,265,14.178,42995.2744,0.5012,17.8819,1,0,0.419,1,,,,,,
122,2013,08I168705,08I168,BINGER-ONEY HIGH SCHOOL,82,10.071,43588.1243,0.3475,14.7661,0.857,0,0,1,6,4,6,6,1,1
123,2013,09C029105,09C029,RIVERSIDE ELEMENTARY,163,13.286,41885.067,0.4516,15.3545,0,0,0,1,,,,,,
124,2013,09C031105,09C031,BANNER ELEMENTARY,164,11,41499.3636,0.1818,8.1818,1,0,0,1,,,,,,
125,2013,09C070105,09C070,DARLINGTON ELEMENTARY,238,15.143,41381.8266,0.3302,12.4339,1,0,0,1,,,,,,
126,2013,09C162105,09C162,MAPLE ELEMENTARY,120,10,38452.3,0.2,10.8,0.395,0,0,1,,,,,,
127,2013,09I022105,09I022,PIEDMONT ELEMENTARY,535,30.557,41947.8352,0.2306,9.9266,2,1,2.057,1,,,,,,
128,2013,09I022110,09I022,PIEDMONT PRIMARY ELEMENTARY,198,9.13,43352.6835,0.6024,11.7558,0,0,0.7,1,,,,,,
129,2013,09I022115,09I022,STONE RIDGE ELEMENTARY,516,28.191,42725.9764,0.2539,11.9621,1,1,1.5,1,,,,,,
130,2013,09I022510,09I022,PIEDMONT MIDDLE SCHOOL,484,26.15,41386.2333,0.1147,9.8642,3.07,1,1,1,,,,,,
131,2013,09I022705,09I022,PIEDMONT HIGH SCHOOL,608,32.979,43488.9172,0.2123,11.0124,2.5,2,1,2,11,9,6,9,11,7
132,2013,09I027105,09I027,CENTRAL ELEMENTARY,461,21,42363.7619,0.1905,13.4524,3.352,1,5.3,2,,,,,,
133,2013,09I027110,09I027,MYERS ELEMENTARY,377,19.835,41094.6811,0.3025,7.3229,3,1,3.7,1,,,,,,
134,2013,09I027115,09I027,SHEDECK ELEMENTARY,394,23.75,42195.6632,0.1263,9.4842,2,1,2.5,1,,,,,,
135,2013,09I027120,09I027,RANCHWOOD ELEMENTARY,520,25,42925,0.16,12.4543,1.5,1,4,1,,,,,,
136,2013,09I027125,09I027,SURREY HILLS ELEMENTARY,388,20.3,41157.2906,0.2118,9.3202,1,1,1.6,1,,,,,,
137,2013,09I027130,09I027,PARKLAND ELEMENTARY,486,22.8,44389.9561,0.2105,17.3333,3.5,1,2.25,1,,,,,,
138,2013,09I027135,09I027,SKYVIEW ELEMENTARY,764,38.203,41561.9192,0.2722,9.0844,3,2,3,2,,,,,,
139,2013,09I027510,09I027,INDEPENDENCE MIDDLE SCHOOL,729,41.51,43145.2662,0.1872,12.3932,5.5,2,1,3,,,,,,
140,2013,09I027515,09I027,LAKEVIEW MIDDLE SCHOOL,724,39.077,44858.4589,0.1791,15.6381,3.5,2,1,3,,,,,,
141,2013,09I027705,09I027,YUKON HIGH SCHOOL,2079,107.239,43373.4276,0.2981,11.5477,12,7.027,2.25,8,27.5,14,13,15,16,9
142,2013,09I034110,09I034,HILLCREST ELEMENTARY,379,22.842,42875.0985,0.212,14.2488,1,1,1.5,1,,,,,,
143,2013,09I034120,09I034,LINCOLN ELEMENTARY,266,16.749,40068.1235,0.3582,7.4573,3,1,0.5,1,,,,,,
144,2013,09I034130,09I034,WEBSTER ELEMENTARY,156,9,39553.4444,0.2222,7.1111,1,0,0.5,1,,,,,,
145,2013,09I034135,09I034,ROSE WITCHER ELEMENTARY,379,22.77,40868.7747,0.1318,10.1383,1,1,0.5,1,,,,,,
146,2013,09I034510,09I034,LESLIE F. ROBLYER MIDDLE SCHOOL,354,22.475,39707.8087,0.3212,11.3028,3,1,1,1,,,,,,
147,2013,09I034610,09I034,ETTA DALE JR HIGH SCHOOL,363,13.07,48795.1798,0.2754,13.8761,1.83,1,0.5,2,,,,,,
148,2013,09I034705,09I034,EL RENO HIGH SCHOOL,579,47.04,42200.9354,0.1977,13.6399,6.055,2,0.5,4,9,7,11,6.5,7.5,4
149,2013,09I057105,09I057,UNION CITY ELEMENTARY,195,9.857,40747.2862,0,13.5219,0.571,0,0,0.429,,,,,,
150,2013,09I057705,09I057,UNION CITY HIGH SCHOOL,91,5.571,42969.4848,0,8.743,1,0,0,0,5,5,8,5,1,3
151,2013,09I069105,09I069,MUSTANG ELEMENTARY,600,34.528,41961.7122,0.1274,8.8077,1,1,3.239,2,,,,,,
152,2013,09I069110,09I069,MUSTANG VALLEY ELEMENTARY,546,33.2,46575.4518,0.2259,16.3343,1,1.5,2.15,2,,,,,,
153,2013,09I069115,09I069,MUSTANG LAKEHOMA ELEMENTARY,628,36.489,42743.5117,0.2192,11.9458,3,2,2.5,2,,,,,,
154,2013,09I069120,09I069,MUSTANG TRAILS ELEMENTARY,637,36.272,45399.2611,0.2757,15.3367,6,3.25,2.45,2,,,,,,
155,2013,09I069125,09I069,MUSTANG CREEK ELEMENTARY,723,41.172,42656.3441,0.2488,10.7667,4,2,2.75,2,,,,,,
156,2013,09I069130,09I069,MUSTANG EDUCATION CTR,356,10.078,40201.6273,0.3076,5.9436,1,1.25,1.4,1,,,,,,
157,2013,09I069135,09I069,MUSTANG CENTENNIAL ELEMENTARY,547,28.928,41987.4516,0.0795,10.6039,3,1,2.4,2,,,,,,
158,2013,09I069505,09I069,MUSTANG MIDDLE SCHOOL,962,51.039,43058.0341,0.1808,10.9061,4.948,2,2.458,3,,,,,,
159,2013,09I069510,09I069,MUSTANG NORTH MIDDLE SCHOOL,907,48.103,42222.1067,0.1143,9.9405,5,1.89,2.15,2.923,,,,,,
160,2013,09I069705,09I069,MUSTANG HIGH SCHOOL,1714,88.929,45982.5141,0.2656,14.2333,7.575,5,3,3.282,17.5,15,12.5,9,13,7
161,2013,09I069710,09I069,MUSTANG MID-HIGH,595,28.455,43480.97,0.2181,10.1108,5,1.5,2.081,3.518,,,,,,
162,2013,09I076105,09I076,CALUMET ELEMENTARY,149,10.301,42584.3122,0.3718,13.8543,0.333,0.301,0.558,0.5,,,,,,
163,2013,09I076610,09I076,CALUMET JR HIGH SCHOOL,34,1.915,45888.2507,0,9.2679,0.333,0.3,0.555,0.833,,,,,,
164,2013,09I076705,09I076,CALUMET HIGH SCHOOL,102,5.307,36821.368,0.2041,12.378,0.334,0.3,0.555,0.833,7,4,4,3,3,0
165,2013,10C072105,10C072,ZANEIS ELEMENTARY,255,16.286,41750.2149,0.1228,13.2638,0,0,0.143,0.571,,,,,,
166,2013,10I019110,10I019,CHARLES EVANS ELEMENTARY,450,27.615,40895.564,0.1448,10.5316,2.182,1,0.5,1,,,,,,
167,2013,10I019115,10I019,FRANKLIN ELEMENTARY,220,14.83,39742.6837,0.2023,6.4835,0.989,0.446,0.5,1,,,,,,
168,2013,10I019120,10I019,JEFFERSON ELEMENTARY,261,15.83,39465.698,0.1263,6.1453,1.5,1,1.5,1,,,,,,
169,2013,10I019125,10I019,LINCOLN ELEMENTARY,212,13.731,39291.7486,0.0728,7.2493,1.818,0.446,1.5,1,,,,,,
170,2013,10I019135,10I019,WILL ROGERS ELEMENTARY,526,28.587,40135.9359,0.0934,8.6427,3.5,1,2,2,,,,,,
171,2013,10I019505,10I019,ARDMORE MIDDLE SCHOOL,585,32,42220.8125,0.2344,12.095,5,2,2,3,,,,,,
172,2013,10I019705,10I019,ARDMORE HIGH SCHOOL,805,44.705,41313.7233,0.3435,7.8293,6.83,4,1.28,6,18.5,8,10,8.5,25.5,3
173,2013,10I021105,10I021,SPRINGER ELEMENTARY,144,13.018,39417.9597,0.549,11.7159,1,0,0,0.5,,,,,,
174,2013,10I021705,10I021,SPRINGER HIGH SCHOOL,67,5.86,43396.9283,0.5437,13.2102,1,0,0,0.5,4,4,4,4.5,4,1
175,2013,10I027105,10I027,PLAINVIEW PRIMARY ELEMENTARY,385,23.23,42139.8622,0.4404,14.4826,1,1,0.5,1,,,,,,
176,2013,10I027110,10I027,PLAINVIEW INTERMEDIATE ELEMENTARY SCHOOL,327,20.825,42279.2317,0.3521,17.2863,1.5,1,0.5,1,,,,,,
177,2013,10I027505,10I027,PLAINVIEW MIDDLE SCHOOL,292,15.834,44297.2717,0.4211,17.9364,2.5,1,3.163,1,,,,,,
178,2013,10I027705,10I027,PLAINVIEW HIGH SCHOOL,385,16.851,43359.6819,0.5044,15.0341,3,1.667,3.002,1.333,11,6,11,4,22,2
179,2013,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,340,17.667,41892.1718,0.2264,16.5657,3,1,1.286,1,,,,,,
180,2013,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,477,28.19,39700.6031,0.1419,11.0035,2,1,1.428,1,,,,,,
181,2013,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,339,21.429,42428.3914,0.2167,15.6703,3,0.857,0.643,1,,,,,,
182,2013,10I032705,10I032,LONE GROVE HIGH SCHOOL,403,29.539,41795.3553,0.1851,14.4809,2.429,1.143,0.643,4.571,9,8,7.5,5.5,10,2
183,2013,10I043105,10I043,WILSON ELEMENTARY,345,20.999,40136.9113,0.1429,13.1087,1,1,1.5,1.5,,,,,,
184,2013,10I043705,10I043,WILSON HIGH SCHOOL,144,10.65,45397.8404,0.1157,18.0452,1,1,0.5,1.5,6,6,10,8.5,6,2
185,2013,10I055105,10I055,HEALDTON ELEMENTARY,276,15.325,42084.1762,0.1958,13.9905,1,0,0.2,1,,,,,,
186,2013,10I055505,10I055,HEALDTON MIDDLE SCHOOL,111,7.642,38571.4473,0.1029,8.6451,1,0,0.4,0.714,,,,,,
187,2013,10I055705,10I055,HEALDTON HIGH SCHOOL,180,11.261,43874.2563,0.2515,19.1173,1,1,0.4,1,6,5,5,6,4,1
188,2013,10I074105,10I074,FOX ELEMENTARY,206,11.571,40063.2616,0.1728,12.0128,0,0,0,1,,,,,,
189,2013,10I074705,10I074,FOX HIGH SCHOOL,122,9,45481,0.1111,20.4444,0,0,0,1,6,2,4,3.5,5,0
190,2013,10I077105,10I077,DICKSON ELEMENTARY,308,15.56,42464.7172,0,15.1761,0.42,0.5,1,1,,,,,,
