RecordNumber,YR,SchoolCode,DistrictCode,Site,Avgincome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS
15006,2016,48I074505,48I074,RECTOR JOHNSON MIDDLE SCHOOL,42598.69138,31792.6538,0.091546943,0.244622885,0.412782956,0.819,0.123311173,0.688398027,0.1882908
15007,2016,48I074705,48I074,BROKEN BOW HIGH SCHOOL,42598.69138,31792.6538,0.091546943,0.244622885,0.412782956,0.6806,0.123311173,0.688398027,0.1882908
15008,2016,49C003105,49C003,RYAL ELEMENTARY,56440.81633,9642.5772,0.146341463,0.194244604,0.052631579,0.8852,0.051162791,0.790697674,0.158139535
15009,2016,49C016105,49C016,STIDHAM ELEMENTARY,42899.09502,19506.7035,0.095238095,0.216027875,0.222222222,0.8942,0.120512821,0.674358974,0.205128205
15010,2016,49I001120,49I001,EUFAULA ELEMENTARY,45990.85439,41923.6667,0.091514727,0.209040315,0.404669261,0.7466,0.146895595,0.704474506,0.148629899
15011,2016,49I001505,49I001,EUFAULA MIDDLE SCHOOL,45990.85439,41923.6667,0.091514727,0.209040315,0.404669261,0.7778,0.146895595,0.704474506,0.148629899
15012,2016,49I001710,49I001,EUFAULA HIGH SCHOOL,45990.85439,41923.6667,0.091514727,0.209040315,0.404669261,0.684,0.146895595,0.704474506,0.148629899
15013,2016,49I019110,49I019,MARSHALL ELEMENTARY,49833.75447,36865.8371,0.125641652,0.208657261,0.306182532,0.8026,0.133135696,0.68346584,0.183398464
15014,2016,49I019112,49I019,CHECOTAH INTERMEDIATE ELEMENTARY SCHOOL,49833.75447,36865.8371,0.125641652,0.208657261,0.306182532,0.8548,0.133135696,0.68346584,0.183398464
15015,2016,49I019505,49I019,CHECOTAH MIDDLE SCHOOL,49833.75447,36865.8371,0.125641652,0.208657261,0.306182532,0.7729,0.133135696,0.68346584,0.183398464
15016,2016,49I019705,49I019,CHECOTAH HIGH SCHOOL,49833.75447,36865.8371,0.125641652,0.208657261,0.306182532,0.7162,0.133135696,0.68346584,0.183398464
15017,2016,49I027105,49I027,MIDWAY ELEMENTARY,44740.13267,28261.1745,0.038461538,0.18255132,0.289655172,0.761,0.137860082,0.641975309,0.220164609
15018,2016,49I027705,49I027,MIDWAY HIGH SCHOOL,44740.13267,28261.1745,0.038461538,0.18255132,0.289655172,1.0658,0.137860082,0.641975309,0.220164609
15019,2016,49I064105,49I064,HANNA ELEMENTARY,51607.9602,36696.9104,0.064676617,0.317490494,0.29787234,0.8333,0.157142857,0.608571429,0.234285714
15020,2016,49I064705,49I064,HANNA HIGH SCHOOL,51607.9602,36696.9104,0.064676617,0.317490494,0.29787234,0.8,0.157142857,0.608571429,0.234285714
15021,2016,50I001105,50I001,SULPHUR ELEMENTARY,54291.25874,24397.6727,0.040473062,0.17698423,0.363847045,0.6627,0.201194138,0.605572643,0.193233219
15022,2016,50I001110,50I001,SULPHUR INTERMEDIATE ELEMENTARY SCHOOL,54291.25874,24397.6727,0.040473062,0.17698423,0.363847045,0.6301,0.201194138,0.605572643,0.193233219
15023,2016,50I001510,50I001,SULPHUR MIDDLE SCHOOL,54291.25874,24397.6727,0.040473062,0.17698423,0.363847045,0.5814,0.201194138,0.605572643,0.193233219
15024,2016,50I001705,50I001,SULPHUR HIGH SCHOOL,54291.25874,24397.6727,0.040473062,0.17698423,0.363847045,0.4851,0.201194138,0.605572643,0.193233219
15025,2016,50I010105,50I010,DAVIS ELEMENTARY,57192.37288,71771.3128,0.032718894,0.132140679,0.221052632,0.5586,0.184927361,0.643159806,0.171912833
15026,2016,50I010505,50I010,DAVIS MIDDLE SCHOOL,57192.37288,71771.3128,0.032718894,0.132140679,0.221052632,0.5298,0.184927361,0.643159806,0.171912833
15027,2016,50I010705,50I010,DAVIS HIGH SCHOOL,57192.37288,71771.3128,0.032718894,0.132140679,0.221052632,0.3993,0.184927361,0.643159806,0.171912833
15028,2016,51C009105,51C009,WAINWRIGHT ELEMENTARY,46852.36364,30944.0923,0.055016181,0.216968011,0.316455696,0.8571,0.125256674,0.724845996,0.149897331
15029,2016,51I002110,51I002,MARY WHITE ELEMENTARY,63104.06593,30018.4016,0.091841284,0.223747981,0.226449275,0.6818,0.126760563,0.690923318,0.182316119
15030,2016,51I002505,51I002,HASKELL MIDDLE SCHOOL,63104.06593,30018.4016,0.091841284,0.223747981,0.226449275,0.7092,0.126760563,0.690923318,0.182316119
15031,2016,51I002715,51I002,HASKELL HIGH SCHOOL,63104.06593,30018.4016,0.091841284,0.223747981,0.226449275,0.7172,0.126760563,0.690923318,0.182316119
15032,2016,51I003105,51I003,FORT GIBSON INTERMEDIATE ELEMENTARY SCHOOL,71856.01629,67650.2399,0.066666667,0.13915493,0.300230947,0.5042,0.262015818,0.683634151,0.05435003
15033,2016,51I003110,51I003,FORT GIBSON EARLY LEARNING CTR,71856.01629,67650.2399,0.066666667,0.13915493,0.300230947,0.5359,0.262015818,0.683634151,0.05435003
15034,2016,51I003505,51I003,FORT GIBSON MIDDLE SCHOOL,71856.01629,67650.2399,0.066666667,0.13915493,0.300230947,0.4466,0.262015818,0.683634151,0.05435003
15035,2016,51I003705,51I003,FORT GIBSON HIGH SCHOOL,71856.01629,67650.2399,0.066666667,0.13915493,0.300230947,0.4163,0.262015818,0.683634151,0.05435003
15036,2016,51I006105,51I006,WEBBERS FALLS ELEMENTARY,53413.0137,28814.8296,0.091703057,0.227047828,0.345238095,0.8868,0.160645657,0.639508071,0.199846272
15037,2016,51I006715,51I006,WEBBERS FALLS HIGH SCHOOL,53413.0137,28814.8296,0.091703057,0.227047828,0.345238095,0.7922,0.160645657,0.639508071,0.199846272
15038,2016,51I008110,51I008,OKTAHA ELEMENTARY,63621.64352,12511.7023,0.064236111,0.094605809,0.164658635,0.7767,0.144810441,0.734617775,0.120571784
15039,2016,51I008705,51I008,OKTAHA HIGH SCHOOL,63621.64352,12511.7023,0.064236111,0.094605809,0.164658635,0.7014,0.144810441,0.734617775,0.120571784
15040,2016,51I020105,51I020,CHEROKEE ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,1,0.181843676,0.656303834,0.16185249
15041,2016,51I020110,51I020,CREEK ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.7438,0.181843676,0.656303834,0.16185249
15042,2016,51I020120,51I020,BENJAMIN FRANKLIN SCIENCE ACADEMY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.8432,0.181843676,0.656303834,0.16185249
15043,2016,51I020125,51I020,GRANT-FOREMAN ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.798,0.181843676,0.656303834,0.16185249
15044,2016,51I020140,51I020,IRVING ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.8092,0.181843676,0.656303834,0.16185249
15045,2016,51I020160,51I020,PERSHING ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.9078,0.181843676,0.656303834,0.16185249
15046,2016,51I020170,51I020,SADLER ARTS ACADEMY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.4466,0.181843676,0.656303834,0.16185249
15047,2016,51I020175,51I020,TONY GOETZ ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.727,0.181843676,0.656303834,0.16185249
15048,2016,51I020180,51I020,WHITTIER ELEMENTARY,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.9085,0.181843676,0.656303834,0.16185249
15049,2016,51I020185,51I020,MUSKOGEE EC CTR,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.8883,0.181843676,0.656303834,0.16185249
15050,2016,51I020505,51I020,ALICE ROBERTSON JR HIGH SCHOOL,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.8526,0.181843676,0.656303834,0.16185249
15051,2016,51I020705,51I020,MUSKOGEE HIGH SCHOOL,46758.25397,45526.045,0.087719298,0.268219688,0.46464891,0.7676,0.181843676,0.656303834,0.16185249
15052,2016,51I029105,51I029,HILLDALE LOWER ELEMENTARY,68612.70217,25525.3381,0.057247259,0.090320765,0.232303091,0.5757,0.257569012,0.662956367,0.079474622
15053,2016,51I029110,51I029,HILLDALE UPPER ELEMENTARY,68612.70217,25525.3381,0.057247259,0.090320765,0.232303091,0.5854,0.257569012,0.662956367,0.079474622
15054,2016,51I029505,51I029,HILLDALE MIDDLE SCHOOL,68612.70217,25525.3381,0.057247259,0.090320765,0.232303091,0.5314,0.257569012,0.662956367,0.079474622
15055,2016,51I029705,51I029,HILLDALE HIGH SCHOOL,68612.70217,25525.3381,0.057247259,0.090320765,0.232303091,0.4895,0.257569012,0.662956367,0.079474622
15056,2016,51I046105,51I046,BRAGGS ELEMENTARY,49870.56277,32025.0083,0.046620047,0.150925926,0.30952381,0.803,0.123798077,0.741586538,0.134615385
15057,2016,51I046705,51I046,BRAGGS HIGH SCHOOL,49870.56277,32025.0083,0.046620047,0.150925926,0.30952381,0.7097,0.123798077,0.741586538,0.134615385
15058,2016,51I074105,51I074,WARNER ELEMENTARY,56249.45295,17326.3434,0.093440594,0.151865009,0.370466321,0.7318,0.183339976,0.682742128,0.133917896
15059,2016,51I074715,51I074,WARNER HIGH SCHOOL,56249.45295,17326.3434,0.093440594,0.151865009,0.370466321,0.6121,0.183339976,0.682742128,0.133917896
15060,2016,51I088105,51I088,PORUM ELEMENTARY,38531.2009,12037.5355,0.112412178,0.274453941,0.334883721,0.7796,0.084615385,0.705594406,0.20979021
15061,2016,51I088705,51I088,PORUM HIGH SCHOOL,38531.2009,12037.5355,0.112412178,0.274453941,0.334883721,0.5643,0.084615385,0.705594406,0.20979021
15062,2016,52I001105,52I001,PERRY ELEMENTARY,62022.2028,48552.2353,0.06010929,0.130316742,0.193850267,0.6069,0.259180641,0.625557207,0.115262152
15063,2016,52I001605,52I001,PERRY JR HIGH SCHOOL,62022.2028,48552.2353,0.06010929,0.130316742,0.193850267,0.5519,0.259180641,0.625557207,0.115262152
15064,2016,52I001705,52I001,PERRY HIGH SCHOOL,62022.2028,48552.2353,0.06010929,0.130316742,0.193850267,0.4778,0.259180641,0.625557207,0.115262152
15065,2016,52I002105,52I002,BILLINGS ELEMENTARY,46592.20779,176106.8064,0.112328767,0.273955774,0.291666667,0.9091,0.122149837,0.744299674,0.133550489
15066,2016,52I002705,52I002,BILLINGS HIGH SCHOOL,46592.20779,176106.8064,0.112328767,0.273955774,0.291666667,0.8571,0.122149837,0.744299674,0.133550489
15067,2016,52I004105,52I004,FRONTIER ELEMENTARY,59657.86517,225005.0394,0.067771084,0.199029126,0.413793103,0.8664,0.118362832,0.764380531,0.117256637
15068,2016,52I004705,52I004,FRONTIER HIGH SCHOOL,59657.86517,225005.0394,0.067771084,0.199029126,0.413793103,0.7217,0.118362832,0.764380531,0.117256637
15069,2016,52I006105,52I006,MORRISON ELEMENTARY,74864.91387,66729.259,0.067901235,0.097382199,0.171745152,0.603,0.256022409,0.647058824,0.096918768
15070,2016,52I006510,52I006,MORRISON MIDDLE SCHOOL,74864.91387,66729.259,0.067901235,0.097382199,0.171745152,0.4535,0.256022409,0.647058824,0.096918768
15071,2016,52I006705,52I006,MORRISON HIGH SCHOOL,74864.91387,66729.259,0.067901235,0.097382199,0.171745152,0.5333,0.256022409,0.647058824,0.096918768
15072,2016,53I003105,53I003,OKLAHOMA UNION ELEMENTARY,51921.19026,30598.1633,0.105882353,0.180865922,0.349112426,0.5822,0.11419909,0.727134917,0.158665993
15073,2016,53I003505,53I003,OKLAHOMA UNION MIDDLE SCHOOL,51921.19026,30598.1633,0.105882353,0.180865922,0.349112426,0.5541,0.11419909,0.727134917,0.158665993
15074,2016,53I003705,53I003,OKLAHOMA UNION HIGH SCHOOL,51921.19026,30598.1633,0.105882353,0.180865922,0.349112426,0.5024,0.11419909,0.727134917,0.158665993
15075,2016,53I040110,53I040,NOWATA ELEMENTARY,47637.32057,31061.2069,0.070690368,0.205154818,0.341194969,0.7962,0.132715296,0.706513784,0.16077092
15076,2016,53I040505,53I040,NOWATA MIDDLE SCHOOL,47637.32057,31061.2069,0.070690368,0.205154818,0.341194969,0.7826,0.132715296,0.706513784,0.16077092
15077,2016,53I040705,53I040,NOWATA HIGH SCHOOL,47637.32057,31061.2069,0.070690368,0.205154818,0.341194969,0.6449,0.132715296,0.706513784,0.16077092
15078,2016,53I051105,53I051,SOUTH COFFEYVILLE ELEMENTARY,57263.26165,30036.8417,0.064350064,0.126973233,0.255952381,0.7439,0.172344689,0.741482966,0.086172345
15079,2016,53I051705,53I051,SOUTH COFFEYVILLE HIGH SCHOOL,57263.26165,30036.8417,0.064350064,0.126973233,0.255952381,0.57,0.172344689,0.741482966,0.086172345
15080,2016,54C029105,54C029,BEARDEN ELEMENTARY,61357.62712,44937.4499,0.036363636,0.15600624,0.274509804,0.6842,0.092243187,0.744234801,0.163522013
15081,2016,54I002105,54I002,MASON ELEMENTARY,59675.14124,18586.3763,0.096938776,0.106621773,0.157894737,0.75,0.148367953,0.691394659,0.160237389
15082,2016,54I002705,54I002,MASON HIGH SCHOOL,59675.14124,18586.3763,0.096938776,0.106621773,0.157894737,0.7979,0.148367953,0.691394659,0.160237389
15083,2016,54I014105,54I014,PADEN ELEMENTARY,50164.84848,75741.5418,0.074020319,0.201216142,0.266666667,0.709,0.074915825,0.733164983,0.191919192
15084,2016,54I014705,54I014,PADEN HIGH SCHOOL,50164.84848,75741.5418,0.074020319,0.201216142,0.266666667,0.5974,0.074915825,0.733164983,0.191919192
15085,2016,54I026105,54I026,OAKES ELEMENTARY,42711.93949,28878.1726,0.103326613,0.295282146,0.457685665,0.8646,0.139367816,0.636733716,0.223898467
15086,2016,54I026110,54I026,OKEMAH NOBLE CTR,42711.93949,28878.1726,0.103326613,0.295282146,0.457685665,0.7815,0.139367816,0.636733716,0.223898467
15087,2016,54I026505,54I026,OKEMAH MIDDLE SCHOOL,42711.93949,28878.1726,0.103326613,0.295282146,0.457685665,0.7169,0.139367816,0.636733716,0.223898467
15088,2016,54I026705,54I026,OKEMAH HIGH SCHOOL,42711.93949,28878.1726,0.103326613,0.295282146,0.457685665,0.7551,0.139367816,0.636733716,0.223898467
15089,2016,54I031110,54I031,SPENCE MEMORIAL ELEMENTARY,47764.16979,34050.032,0.116550117,0.26854802,0.314136126,0.8849,0.111185087,0.722370173,0.16644474
15090,2016,54I031610,54I031,WELEETKA JR HIGH SCHOOL,47764.16979,34050.032,0.116550117,0.26854802,0.314136126,0.8953,0.111185087,0.722370173,0.16644474
15091,2016,54I031705,54I031,WELEETKA HIGH SCHOOL,47764.16979,34050.032,0.116550117,0.26854802,0.314136126,0.9398,0.111185087,0.722370173,0.16644474
15092,2016,54I054105,54I054,GRAHAM ELEMENTARY,59103.41151,34704.9223,0.063829787,0.241791045,0.424528302,0.8235,0.094130676,0.749723145,0.156146179
15093,2016,54I054110,54I054,DUSTIN ELEMENTARY,59103.41151,34704.9223,0.063829787,0.241791045,0.424528302,0.9155,0.094130676,0.749723145,0.156146179
15094,2016,54I054705,54I054,GRAHAM HIGH SCHOOL,59103.41151,34704.9223,0.063829787,0.241791045,0.424528302,0.7813,0.094130676,0.749723145,0.156146179
15095,2016,55C029105,55C029,OAKDALE ELEMENTARY,213883.638,154339.7095,0.030759952,0.038346478,0.04130809,0.1343,0.620577471,0.337942253,0.041480277
15096,2016,55C074105,55C074,CRUTCHO ELEMENTARY,32736.20523,37888.416,0.097039474,0.339016653,0.738461538,0.9754,0.109395109,0.728442728,0.162162162
15097,2016,55I001102,55I001,APOLLO ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.863,0.31903466,0.581374159,0.099591181
15098,2016,55I001103,55I001,PUTNAM CITY SMART START EC CENTER,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.75,0.31903466,0.581374159,0.099591181
15099,2016,55I001105,55I001,CENTRAL ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.8771,0.31903466,0.581374159,0.099591181
15100,2016,55I001110,55I001,ARBOR GROVE ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.9076,0.31903466,0.581374159,0.099591181
15101,2016,55I001115,55I001,CORONADO HEIGHTS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.7346,0.31903466,0.581374159,0.099591181
15102,2016,55I001116,55I001,DENNIS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.4853,0.31903466,0.581374159,0.099591181
15103,2016,55I001117,55I001,RALPH DOWNS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.5902,0.31903466,0.581374159,0.099591181
15104,2016,55I001118,55I001,HARVEST HILLS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.572,0.31903466,0.581374159,0.099591181
15105,2016,55I001120,55I001,HILLDALE ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.9253,0.31903466,0.581374159,0.099591181
15106,2016,55I001122,55I001,KIRKLAND ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.7103,0.31903466,0.581374159,0.099591181
15107,2016,55I001124,55I001,LAKE PARK ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.6854,0.31903466,0.581374159,0.099591181
15108,2016,55I001125,55I001,NORTHRIDGE ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.605,0.31903466,0.581374159,0.099591181
15109,2016,55I001126,55I001,OVERHOLSER ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.8178,0.31903466,0.581374159,0.099591181
15110,2016,55I001127,55I001,ROLLINGWOOD ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.7558,0.31903466,0.581374159,0.099591181
15111,2016,55I001128,55I001,TULAKES ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.832,0.31903466,0.581374159,0.099591181
15112,2016,55I001130,55I001,WESTERN OAKS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.9295,0.31903466,0.581374159,0.099591181
15113,2016,55I001133,55I001,WILEY POST ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.818,0.31903466,0.581374159,0.099591181
15114,2016,55I001134,55I001,WILL ROGERS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.6644,0.31903466,0.581374159,0.099591181
15115,2016,55I001135,55I001,WINDSOR HILLS ELEMENTARY,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.9534,0.31903466,0.581374159,0.099591181
15116,2016,55I001510,55I001,JAMES L. CAPPS MIDDLE SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.8553,0.31903466,0.581374159,0.099591181
15117,2016,55I001520,55I001,COOPER MIDDLE SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.7725,0.31903466,0.581374159,0.099591181
15118,2016,55I001530,55I001,HEFNER MIDDLE SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.6631,0.31903466,0.581374159,0.099591181
15119,2016,55I001540,55I001,MAYFIELD MIDDLE SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,1.014,0.31903466,0.581374159,0.099591181
15120,2016,55I001550,55I001,WESTERN OAKS MIDDLE SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.893,0.31903466,0.581374159,0.099591181
15121,2016,55I001705,55I001,PUTNAM CITY HIGH SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.7351,0.31903466,0.581374159,0.099591181
15122,2016,55I001708,55I001,PUTNAM CITY NORTH HIGH SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.5203,0.31903466,0.581374159,0.099591181
15123,2016,55I001710,55I001,PUTNAM CITY WEST HIGH SCHOOL,63930.74982,52049.838,0.061196931,0.163102702,0.4299696,0.8159,0.31903466,0.581374159,0.099591181
15124,2016,55I003105,55I003,LUTHER ELEMENTARY,91191.86391,105905.2175,0.016835017,0.101740057,0.223529412,0.6595,0.229451138,0.684337349,0.086211513
15125,2016,55I003505,55I003,LUTHER MIDDLE SCHOOL,91191.86391,105905.2175,0.016835017,0.101740057,0.223529412,0.5357,0.229451138,0.684337349,0.086211513
15126,2016,55I003705,55I003,LUTHER HIGH SCHOOL,91191.86391,105905.2175,0.016835017,0.101740057,0.223529412,0.5909,0.229451138,0.684337349,0.086211513
15127,2016,55I004103,55I004,INDIAN MERIDIAN ELEMENTARY,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.4549,0.272318406,0.637392398,0.090289196
15128,2016,55I004105,55I004,CHOCTAW ELEMENTARY,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.5952,0.272318406,0.637392398,0.090289196
15129,2016,55I004115,55I004,NICOMA PARK ELEMENTARY,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.4806,0.272318406,0.637392398,0.090289196
15130,2016,55I004120,55I004,NICOMA PARK INTERMEDIATE ELEMENTARY SCHOOL,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.5303,0.272318406,0.637392398,0.090289196
15131,2016,55I004125,55I004,JAMES GRIFFITH INTERMEDIATE ELEMENTARY SCHOOL,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.4584,0.272318406,0.637392398,0.090289196
15132,2016,55I004126,55I004,L. W. WESTFALL ELEMENTARY,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.3758,0.272318406,0.637392398,0.090289196
15133,2016,55I004515,55I004,NICOMA PARK MIDDLE SCHOOL,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.4126,0.272318406,0.637392398,0.090289196
15134,2016,55I004520,55I004,CHOCTAW MIDDLE SCHOOL,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.5119,0.272318406,0.637392398,0.090289196
15135,2016,55I004705,55I004,CHOCTAW HIGH SCHOOL,83596.43808,38045.6017,0.038314443,0.061241016,0.22295475,0.4412,0.272318406,0.637392398,0.090289196
15136,2016,55I006105,55I006,DEER CREEK ELEMENTARY,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.0431,0.595690748,0.383963712,0.020345541
15137,2016,55I006110,55I006,PRAIRIE VALE ELEMENTARY,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.1312,0.595690748,0.383963712,0.020345541
15138,2016,55I006115,55I006,ROSE UNION ELEMENTARY,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.0833,0.595690748,0.383963712,0.020345541
15139,2016,55I006120,55I006,GROVE VALLEY ELEMENTARY,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.0819,0.595690748,0.383963712,0.020345541
15140,2016,55I006125,55I006,DEER CREEK INTERMEDIATE SCHOOL,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.1059,0.595690748,0.383963712,0.020345541
15141,2016,55I006130,55I006,SPRING CREEK ELEMENTARY,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.1167,0.595690748,0.383963712,0.020345541
15142,2016,55I006505,55I006,DEER CREEK MIDDLE SCHOOL,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.1088,0.595690748,0.383963712,0.020345541
15143,2016,55I006705,55I006,DEER CREEK HIGH SCHOOL,142656.6285,66279.74,0.03811163,0.039354102,0.115469613,0.0707,0.595690748,0.383963712,0.020345541
15144,2016,55I007105,55I007,RUSSELL BABB ELEMENTARY,65434.34151,37572.4483,0.04362755,0.122504047,0.242658423,0.6146,0.19221444,0.70231681,0.10546875
15145,2016,55I007110,55I007,CLARA REYNOLDS ELEMENTARY,65434.34151,37572.4483,0.04362755,0.122504047,0.242658423,0.6308,0.19221444,0.70231681,0.10546875
15146,2016,55I007115,55I007,VIRGINIA SMITH ELEMENTARY,65434.34151,37572.4483,0.04362755,0.122504047,0.242658423,0.5188,0.19221444,0.70231681,0.10546875
15147,2016,55I007505,55I007,HARRAH MIDDLE SCHOOL,65434.34151,37572.4483,0.04362755,0.122504047,0.242658423,0.5342,0.19221444,0.70231681,0.10546875
15148,2016,55I007705,55I007,HARRAH HIGH SCHOOL,65434.34151,37572.4483,0.04362755,0.122504047,0.242658423,0.4314,0.19221444,0.70231681,0.10546875
15149,2016,55I009105,55I009,JONES ELEMENTARY,73424.22392,33602.0077,0.061991476,0.115342163,0.273214286,0.594,0.176019058,0.709899418,0.114081525
15150,2016,55I009505,55I009,JONES MIDDLE SCHOOL,73424.22392,33602.0077,0.061991476,0.115342163,0.273214286,0.5527,0.176019058,0.709899418,0.114081525
15151,2016,55I009705,55I009,JONES HIGH SCHOOL,73424.22392,33602.0077,0.061991476,0.115342163,0.273214286,0.5228,0.176019058,0.709899418,0.114081525
15152,2016,55I012105,55I012,CLEGERN ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.0856,0.521566195,0.440765135,0.03766867
15153,2016,55I012110,55I012,RUSSELL DOUGHERTY ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.0707,0.521566195,0.440765135,0.03766867
15154,2016,55I012115,55I012,IDA FREEMAN ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.6446,0.521566195,0.440765135,0.03766867
15155,2016,55I012122,55I012,NORTHERN HILLS ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.3741,0.521566195,0.440765135,0.03766867
15156,2016,55I012125,55I012,ORVIS RISNER ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.4651,0.521566195,0.440765135,0.03766867
15157,2016,55I012130,55I012,SUNSET ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.6413,0.521566195,0.440765135,0.03766867
15158,2016,55I012135,55I012,WILL ROGERS ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.4362,0.521566195,0.440765135,0.03766867
15159,2016,55I012140,55I012,CHISHOLM ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.1944,0.521566195,0.440765135,0.03766867
15160,2016,55I012145,55I012,JOHN ROSS ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.2774,0.521566195,0.440765135,0.03766867
15161,2016,55I012150,55I012,CHARLES HASKELL ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.372,0.521566195,0.440765135,0.03766867
15162,2016,55I012155,55I012,CROSS TIMBERS ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.1001,0.521566195,0.440765135,0.03766867
15163,2016,55I012160,55I012,WASHINGTON IRVING ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.1969,0.521566195,0.440765135,0.03766867
15164,2016,55I012165,55I012,ANGIE DEBO ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.3399,0.521566195,0.440765135,0.03766867
15165,2016,55I012170,55I012,WEST FIELD ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.2141,0.521566195,0.440765135,0.03766867
15166,2016,55I012175,55I012,CENTENNIAL ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.0752,0.521566195,0.440765135,0.03766867
15167,2016,55I012180,55I012,FRONTIER ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.153,0.521566195,0.440765135,0.03766867
15168,2016,55I012185,55I012,HERITAGE ELEMENTARY,101694.0203,77419.4324,0.032740696,0.080982342,0.216113435,0.1795,0.521566195,0.440765135,0.03766867
