RecordNumber,YR,SchoolCode,DistrictCode,Site,Avgincome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS
14521,2016,18I020105,18I020,BLUEJACKET ELEMENTARY,51605,38207.2732,0.022288262,0.123966942,0.262820513,0.7882,0.132696391,0.695329087,0.171974522
14522,2016,18I020505,18I020,BLUEJACKET MIDDLE SCHOOL,51605,38207.2732,0.022288262,0.123966942,0.262820513,0.6557,0.132696391,0.695329087,0.171974522
14523,2016,18I020705,18I020,BLUEJACKET HIGH SCHOOL,51605,38207.2732,0.022288262,0.123966942,0.262820513,0.5769,0.132696391,0.695329087,0.171974522
14524,2016,18I065200,18I065,VINITA ELEMENTARY,48292.10836,32666.7866,0.078669483,0.216193853,0.43315508,0.7355,0.145242837,0.683775088,0.170982074
14525,2016,18I065510,18I065,EWING HALSELL MIDDLE SCHOOL,48292.10836,32666.7866,0.078669483,0.216193853,0.43315508,0.711,0.145242837,0.683775088,0.170982074
14526,2016,18I065705,18I065,VINITA HIGH SCHOOL,48292.10836,32666.7866,0.078669483,0.216193853,0.43315508,0.649,0.145242837,0.683775088,0.170982074
14527,2016,19C008105,19C008,LONE STAR ELEMENTARY,53354.60199,7983.8613,0.044276967,0.218595041,0.362763916,0.5531,0.071846554,0.782509753,0.145643693
14528,2016,19C012105,19C012,GYPSY ELEMENTARY,51802.54545,58289.9135,0.042735043,0.123197903,0.243589744,0.939,0.107723577,0.733739837,0.158536585
14529,2016,19C034105,19C034,PRETTY WATER ELEMENTARY,67403.34347,34207.5075,0.039378238,0.085372202,0.244680851,0.6604,0.105576208,0.755390335,0.139033457
14530,2016,19C035105,19C035,ALLEN-BOWDEN ELEMENTARY,61915.75283,50670.2161,0.057636888,0.076027397,0.189473684,0.7816,0.126606378,0.708710138,0.164683484
14531,2016,19I002110,19I002,EDISON ELEMENTARY,52274.21266,25661.9065,0.094650206,0.203752734,0.295705521,0.8964,0.130457202,0.729460296,0.140082503
14532,2016,19I002115,19I002,COLLINS ELEMENTARY,52274.21266,25661.9065,0.094650206,0.203752734,0.295705521,0.7275,0.130457202,0.729460296,0.140082503
14533,2016,19I002505,19I002,BRISTOW MIDDLE SCHOOL,52274.21266,25661.9065,0.094650206,0.203752734,0.295705521,0.7735,0.130457202,0.729460296,0.140082503
14534,2016,19I002705,19I002,BRISTOW HIGH SCHOOL,52274.21266,25661.9065,0.094650206,0.203752734,0.295705521,0.7345,0.130457202,0.729460296,0.140082503
14535,2016,19I003105,19I003,MANNFORD LOWER ELEMENTARY,58558.01718,28034.2424,0.049068323,0.129973099,0.403141361,0.7326,0.143816111,0.704637917,0.151545972
14536,2016,19I003110,19I003,MANNFORD UPPER ELEMENTARY,58558.01718,28034.2424,0.049068323,0.129973099,0.403141361,0.8009,0.143816111,0.704637917,0.151545972
14537,2016,19I003115,19I003,MANNFORD EC CTR,58558.01718,28034.2424,0.049068323,0.129973099,0.403141361,0.6533,0.143816111,0.704637917,0.151545972
14538,2016,19I003500,19I003,MANNFORD MIDDLE SCHOOL,58558.01718,28034.2424,0.049068323,0.129973099,0.403141361,0.6685,0.143816111,0.704637917,0.151545972
14539,2016,19I003705,19I003,MANNFORD HIGH SCHOOL,58558.01718,28034.2424,0.049068323,0.129973099,0.403141361,0.5611,0.143816111,0.704637917,0.151545972
14540,2016,19I005105,19I005,MOUNDS ELEMENTARY,58156.76752,28463.4926,0.046747967,0.146625071,0.455421687,0.8133,0.173327346,0.700942973,0.125729681
14541,2016,19I005705,19I005,MOUNDS HIGH SCHOOL,58156.76752,28463.4926,0.046747967,0.146625071,0.455421687,0.5444,0.173327346,0.700942973,0.125729681
14542,2016,19I017105,19I017,OLIVE ELEMENTARY,60251.10132,31836.7712,0.034934498,0.169976172,0.197309417,0.6653,0.120475113,0.76300905,0.116515837
14543,2016,19I017715,19I017,OLIVE HIGH SCHOOL,60251.10132,31836.7712,0.034934498,0.169976172,0.197309417,0.5596,0.120475113,0.76300905,0.116515837
14544,2016,19I018105,19I018,KIEFER ELEMENTARY,72051.62187,57572.0612,0.049253731,0.130122951,0.279891304,0.524,0.203694458,0.678482277,0.117823265
14545,2016,19I018505,19I018,RONGEY MIDDLE SCHOOL,72051.62187,57572.0612,0.049253731,0.130122951,0.279891304,0.5306,0.203694458,0.678482277,0.117823265
14546,2016,19I018705,19I018,KIEFER HIGH SCHOOL,72051.62187,57572.0612,0.049253731,0.130122951,0.279891304,0.47,0.203694458,0.678482277,0.117823265
14547,2016,19I020105,19I020,J. F. KENNEDY ELEMENTARY,45553.11973,18593.9026,0.055472264,0.199617347,0.390862944,0.8201,0.113721805,0.743421053,0.142857143
14548,2016,19I020715,19I020,OILTON HIGH SCHOOL,45553.11973,18593.9026,0.055472264,0.199617347,0.390862944,0.7604,0.113721805,0.743421053,0.142857143
14549,2016,19I021105,19I021,DEPEW ELEMENTARY,59587.89986,78745.7864,0.040659341,0.105208871,0.170588235,0.6809,0.157037037,0.706666667,0.136296296
14550,2016,19I021705,19I021,DEPEW HIGH SCHOOL,59587.89986,78745.7864,0.040659341,0.105208871,0.170588235,0.6349,0.157037037,0.706666667,0.136296296
14551,2016,19I031105,19I031,KELLYVILLE ELEMENTARY,60259.21813,34080.9711,0.043097407,0.170493866,0.315712188,0.7751,0.108757062,0.715160075,0.176082863
14552,2016,19I031110,19I031,KELLYVILLE UPPER ELEMENTARY,60259.21813,34080.9711,0.043097407,0.170493866,0.315712188,0.7635,0.108757062,0.715160075,0.176082863
14553,2016,19I031505,19I031,KELLYVILLE MIDDLE SCHOOL,60259.21813,34080.9711,0.043097407,0.170493866,0.315712188,0.7239,0.108757062,0.715160075,0.176082863
14554,2016,19I031705,19I031,KELLYVILLE HIGH SCHOOL,60259.21813,34080.9711,0.043097407,0.170493866,0.315712188,0.5793,0.108757062,0.715160075,0.176082863
14555,2016,19I033125,19I033,LIBERTY ELEMENTARY,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.8097,0.176076361,0.675940969,0.14798267
14556,2016,19I033150,19I033,FREEDOM ELEMENTARY,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.5736,0.176076361,0.675940969,0.14798267
14557,2016,19I033160,19I033,JEFFERSON HEIGHTS ELEMENTARY,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.7534,0.176076361,0.675940969,0.14798267
14558,2016,19I033165,19I033,HOLMES PARK ELEMENTARY,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.7851,0.176076361,0.675940969,0.14798267
14559,2016,19I033505,19I033,SAPULPA MIDDLE SCHOOL,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.7234,0.176076361,0.675940969,0.14798267
14560,2016,19I033610,19I033,SAPULPA JR HIGH SCHOOL,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.6768,0.176076361,0.675940969,0.14798267
14561,2016,19I033705,19I033,SAPULPA HIGH SCHOOL,62074.98782,44933.6577,0.056934454,0.14534085,0.2945845,0.5844,0.176076361,0.675940969,0.14798267
14562,2016,19I039115,19I039,BRADLEY ELEMENTARY,52615.61562,35121.4711,0.05982906,0.145845439,0.440559441,0.8924,0.174245644,0.672333192,0.153421164
14563,2016,19I039505,19I039,VIRGIL COOPER MIDDLE SCHOOL,52615.61562,35121.4711,0.05982906,0.145845439,0.440559441,0.8972,0.174245644,0.672333192,0.153421164
14564,2016,19I039705,19I039,DRUMRIGHT HIGH SCHOOL,52615.61562,35121.4711,0.05982906,0.145845439,0.440559441,0.6881,0.174245644,0.672333192,0.153421164
14565,2016,20I005105,20I005,ARAPAHO-BUTLER ELEMENTARY,63223.37461,65598.5551,0,0.13593455,0.216080402,0.4454,0.160608622,0.724429417,0.114961961
14566,2016,20I005715,20I005,ARAPAHO-BUTLER HIGH SCHOOL,63223.37461,65598.5551,0,0.13593455,0.216080402,0.3789,0.160608622,0.724429417,0.114961961
14567,2016,20I007105,20I007,THOMAS ELEMENTARY,67156.75926,99465.1055,0.014179104,0.190730838,0.197674419,0.5175,0.252947481,0.626473741,0.120578778
14568,2016,20I007615,20I007,THOMAS-FAY-CUSTER JR HIGH SCHOOL,67156.75926,99465.1055,0.014179104,0.190730838,0.197674419,0.5048,0.252947481,0.626473741,0.120578778
14569,2016,20I007715,20I007,THOMAS-FAY-CUSTER HIGH SCHOOL,67156.75926,99465.1055,0.014179104,0.190730838,0.197674419,0.4304,0.252947481,0.626473741,0.120578778
14570,2016,20I026105,20I026,WEATHERFORD EAST ELEMENTARY,59883.16888,44082.7954,0.040737894,0.176899463,0.303338171,0.5328,0.354353133,0.558041768,0.087605099
14571,2016,20I026115,20I026,WEATHERFORD WEST ELEMENTARY,59883.16888,44082.7954,0.040737894,0.176899463,0.303338171,0.5847,0.354353133,0.558041768,0.087605099
14572,2016,20I026120,20I026,BURCHAM ELEMENTARY,59883.16888,44082.7954,0.040737894,0.176899463,0.303338171,0.5103,0.354353133,0.558041768,0.087605099
14573,2016,20I026510,20I026,WEATHERFORD MIDDLE SCHOOL,59883.16888,44082.7954,0.040737894,0.176899463,0.303338171,0.5157,0.354353133,0.558041768,0.087605099
14574,2016,20I026705,20I026,WEATHERFORD HIGH SCHOOL,59883.16888,44082.7954,0.040737894,0.176899463,0.303338171,0.5786,0.354353133,0.558041768,0.087605099
14575,2016,20I099110,20I099,NANCE ELEMENTARY,62330.59723,32998.5608,0.03834261,0.15022248,0.405940594,0.8211,0.205124451,0.601610542,0.193265007
14576,2016,20I099115,20I099,SOUTHWEST ELEMENTARY,62330.59723,32998.5608,0.03834261,0.15022248,0.405940594,0.8483,0.205124451,0.601610542,0.193265007
14577,2016,20I099120,20I099,WASHINGTON ELEMENTARY,62330.59723,32998.5608,0.03834261,0.15022248,0.405940594,0.8571,0.205124451,0.601610542,0.193265007
14578,2016,20I099505,20I099,CLINTON MIDDLE SCHOOL,62330.59723,32998.5608,0.03834261,0.15022248,0.405940594,0.8398,0.205124451,0.601610542,0.193265007
14579,2016,20I099705,20I099,CLINTON HIGH SCHOOL,62330.59723,32998.5608,0.03834261,0.15022248,0.405940594,0.7642,0.205124451,0.601610542,0.193265007
14580,2016,21C006105,21C006,CLEORA ELEMENTARY,60048.69848,348975.7571,0.064285714,0.173649672,0.369369369,0.575,0.208756345,0.689086294,0.10215736
14581,2016,21C014105,21C014,LEACH ELEMENTARY,47607.97342,19575.1036,0.083591331,0.182490752,0.285714286,0.7517,0.200400802,0.663326653,0.136272545
14582,2016,21C030105,21C030,KENWOOD ELEMENTARY,40163.15789,6569.7317,0.183168317,0.245283019,0.333333333,0.7822,0.153125,0.60625,0.240625
14583,2016,21C034105,21C034,MOSELEY ELEMENTARY,44645.17045,38360.6072,0.08988764,0.141772152,0.293785311,0.6721,0.086437105,0.668306395,0.2452565
14584,2016,21I001105,21I001,JAY ELEMENTARY,43602.43763,31146.5925,0.109908214,0.306640008,0.372631579,0.8649,0.114741162,0.677714646,0.207544192
14585,2016,21I001305,21I001,JAY UPPER ELEMENTARY,43602.43763,31146.5925,0.109908214,0.306640008,0.372631579,0.7773,0.114741162,0.677714646,0.207544192
14586,2016,21I001505,21I001,JAY MIDDLE SCHOOL,43602.43763,31146.5925,0.109908214,0.306640008,0.372631579,0.775,0.114741162,0.677714646,0.207544192
14587,2016,21I001705,21I001,JAY HIGH SCHOOL,43602.43763,31146.5925,0.109908214,0.306640008,0.372631579,0.6886,0.114741162,0.677714646,0.207544192
14588,2016,21I002105,21I002,GROVE UPPER ELEMENTARY,58219.92706,84958.6683,0.073236633,0.14912539,0.372868792,0.6231,0.222832723,0.669490232,0.107677045
14589,2016,21I002110,21I002,GROVE LOWER ELEMENTARY,58219.92706,84958.6683,0.073236633,0.14912539,0.372868792,0.7068,0.222832723,0.669490232,0.107677045
14590,2016,21I002505,21I002,GROVE MIDDLE SCHOOL,58219.92706,84958.6683,0.073236633,0.14912539,0.372868792,0.5983,0.222832723,0.669490232,0.107677045
14591,2016,21I002705,21I002,GROVE HIGH SCHOOL,58219.92706,84958.6683,0.073236633,0.14912539,0.372868792,0.517,0.222832723,0.669490232,0.107677045
14592,2016,21I003105,21I003,KANSAS ELEMENTARY,48605.38695,15275.0014,0.136264929,0.224242424,0.208994709,0.8788,0.112717835,0.718946978,0.168335187
14593,2016,21I003505,21I003,KANSAS MIDDLE SCHOOL,48605.38695,15275.0014,0.136264929,0.224242424,0.208994709,0.7697,0.112717835,0.718946978,0.168335187
14594,2016,21I003715,21I003,KANSAS HIGH SCHOOL,48605.38695,15275.0014,0.136264929,0.224242424,0.208994709,0.6957,0.112717835,0.718946978,0.168335187
14595,2016,21I004105,21I004,COLCORD ELEMENTARY,42311.08132,15583.7331,0.086826347,0.211976863,0.223021583,0.9346,0.072684086,0.720665083,0.206650831
14596,2016,21I004715,21I004,COLCORD HIGH SCHOOL,42311.08132,15583.7331,0.086826347,0.211976863,0.223021583,0.8756,0.072684086,0.720665083,0.206650831
14597,2016,21I005105,21I005,OAKS-MISSION ELEMENTARY,49149.24812,17976.6361,0.087186262,0.2,0.3,0.7407,0.167562724,0.681003584,0.151433692
14598,2016,21I005715,21I005,OAKS-MISSION HIGH SCHOOL,49149.24812,17976.6361,0.087186262,0.2,0.3,0.5688,0.167562724,0.681003584,0.151433692
14599,2016,22I005105,22I005,VICI ELEMENTARY,59549.658,57622.486,0.039630119,0.160966981,0.272727273,0.5118,0.240619902,0.65497553,0.104404568
14600,2016,22I005705,22I005,VICI HIGH SCHOOL,59549.658,57622.486,0.039630119,0.160966981,0.272727273,0.4607,0.240619902,0.65497553,0.104404568
14601,2016,22I008105,22I008,SEILING ELEMENTARY,71952.98869,221673.59,0.031767956,0.139906729,0.363636364,0.5844,0.180358829,0.686496695,0.133144476
14602,2016,22I008615,22I008,SEILING JR HIGH SCHOOL,71952.98869,221673.59,0.031767956,0.139906729,0.363636364,0.5049,0.180358829,0.686496695,0.133144476
14603,2016,22I008715,22I008,SEILING SR HIGH SCHOOL,71952.98869,221673.59,0.031767956,0.139906729,0.363636364,0.3444,0.180358829,0.686496695,0.133144476
14604,2016,22I010105,22I010,TALOGA ELEMENTARY,87871.35135,618737.1009,0.013833992,0.12027833,0.233766234,0.7159,0.252600297,0.680534918,0.066864785
14605,2016,22I010705,22I010,TALOGA HIGH SCHOOL,87871.35135,618737.1009,0.013833992,0.12027833,0.233766234,0.5714,0.252600297,0.680534918,0.066864785
14606,2016,23I002105,23I002,FARGO ELEMENTARY,67476.96335,200557.1836,0.061567164,0.087242026,0.083333333,0.7836,0.170894526,0.73965287,0.089452603
14607,2016,23I002705,23I002,FARGO HIGH SCHOOL,67476.96335,200557.1836,0.061567164,0.087242026,0.083333333,0.6842,0.170894526,0.73965287,0.089452603
14608,2016,23I003105,23I003,ARNETT ELEMENTARY,87313.33333,138362.7206,0.04185022,0.089192025,0.255102041,0.5455,0.246676514,0.630723781,0.122599705
14609,2016,23I003705,23I003,ARNETT HIGH SCHOOL,87313.33333,138362.7206,0.04185022,0.089192025,0.255102041,0.3103,0.246676514,0.630723781,0.122599705
14610,2016,23I039105,23I039,GAGE ELEMENTARY,50675.07886,14398.6296,0.031914894,0.214652956,0.428571429,0.7581,0.197761194,0.615671642,0.186567164
14611,2016,23I039705,23I039,GAGE HIGH SCHOOL,50675.07886,14398.6296,0.031914894,0.214652956,0.428571429,0.7742,0.197761194,0.615671642,0.186567164
14612,2016,23I042105,23I042,SHATTUCK ELEMENTARY,62731.73375,87850.1074,0.06025825,0.183713355,0.312138728,0.5271,0.239819005,0.666063348,0.094117647
14613,2016,23I042705,23I042,SHATTUCK HIGH SCHOOL,62731.73375,87850.1074,0.06025825,0.183713355,0.312138728,0.4947,0.239819005,0.666063348,0.094117647
14614,2016,24I001105,24I001,WAUKOMIS ELEMENTARY,60584.32836,48210.5434,0.064655172,0.136241007,0.301003344,0.56,0.181322427,0.721881391,0.096796183
14615,2016,24I001705,24I001,WAUKOMIS HIGH SCHOOL,60584.32836,48210.5434,0.064655172,0.136241007,0.301003344,0.5345,0.181322427,0.721881391,0.096796183
14616,2016,24I018105,24I018,KREMLIN-HILLSDALE ELEMENTARY,98632.40557,100553.9642,0.038626609,0.047509579,0.06547619,0.4202,0.29022082,0.626708728,0.083070452
14617,2016,24I018705,24I018,KREMLIN-HILLSDALE HIGH SCHOOL,98632.40557,100553.9642,0.038626609,0.047509579,0.06547619,0.3038,0.29022082,0.626708728,0.083070452
14618,2016,24I042105,24I042,CHISHOLM ELEMENTARY,89661.5942,64523.5099,0.034965035,0.072299465,0.177238806,0.3395,0.265558912,0.662839879,0.071601208
14619,2016,24I042505,24I042,CHISHOLM MIDDLE SCHOOL,89661.5942,64523.5099,0.034965035,0.072299465,0.177238806,0.3165,0.265558912,0.662839879,0.071601208
14620,2016,24I042705,24I042,CHISHOLM HIGH SCHOOL,89661.5942,64523.5099,0.034965035,0.072299465,0.177238806,0.2333,0.265558912,0.662839879,0.071601208
14621,2016,24I047105,24I047,GARBER ELEMENTARY,63599.36548,123214.7988,0.040860215,0.092630502,0.159624413,0.5539,0.190684134,0.72125182,0.088064047
14622,2016,24I047715,24I047,GARBER HIGH SCHOOL,63599.36548,123214.7988,0.040860215,0.092630502,0.159624413,0.4167,0.190684134,0.72125182,0.088064047
14623,2016,24I056105,24I056,PIONEER-PLEASANT VALE ELEMENTARY,54854.50145,177150.6066,0.060995185,0.187243566,0.415647922,0.6141,0.132063882,0.676904177,0.191031941
14624,2016,24I056610,24I056,PIONEER-PLEASANT VALE JR HIGH SCHOOL,54854.50145,177150.6066,0.060995185,0.187243566,0.415647922,0.6267,0.132063882,0.676904177,0.191031941
14625,2016,24I056705,24I056,PIONEER-PLEASANT VALE HIGH SCHOOL,54854.50145,177150.6066,0.060995185,0.187243566,0.415647922,0.55,0.132063882,0.676904177,0.191031941
14626,2016,24I057105,24I057,ADAMS ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.9277,0.216888768,0.63652434,0.146586891
14627,2016,24I057115,24I057,CARVER EARLY CHILDHOOD CENTER,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.9244,0.216888768,0.63652434,0.146586891
14628,2016,24I057120,24I057,COOLIDGE ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.9534,0.216888768,0.63652434,0.146586891
14629,2016,24I057125,24I057,EISENHOWER ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.2795,0.216888768,0.63652434,0.146586891
14630,2016,24I057130,24I057,GARFIELD ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.9615,0.216888768,0.63652434,0.146586891
14631,2016,24I057132,24I057,GLENWOOD ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.5984,0.216888768,0.63652434,0.146586891
14632,2016,24I057137,24I057,HAYES ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.6169,0.216888768,0.63652434,0.146586891
14633,2016,24I057140,24I057,HOOVER ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.69,0.216888768,0.63652434,0.146586891
14634,2016,24I057160,24I057,McKINLEY ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.8387,0.216888768,0.63652434,0.146586891
14635,2016,24I057165,24I057,MONROE ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.9157,0.216888768,0.63652434,0.146586891
14636,2016,24I057170,24I057,PRAIRIE VIEW ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.3513,0.216888768,0.63652434,0.146586891
14637,2016,24I057175,24I057,TAFT ELEMENTARY,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.7635,0.216888768,0.63652434,0.146586891
14638,2016,24I057505,24I057,EMERSON MIDDLE SCHOOL,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.8599,0.216888768,0.63652434,0.146586891
14639,2016,24I057510,24I057,LONGFELLOW MIDDLE SCHOOL,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.93,0.216888768,0.63652434,0.146586891
14640,2016,24I057515,24I057,DEWITT WALLER MIDDLE SCHOOL,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.5432,0.216888768,0.63652434,0.146586891
14641,2016,24I057705,24I057,ENID HIGH SCHOOL,59926.04101,36582.4463,0.059436332,0.135525352,0.332074046,0.6459,0.216888768,0.63652434,0.146586891
14642,2016,24I085105,24I085,DRUMMOND ELEMENTARY,64025.05447,42484.664,0.04302926,0.178036606,0.227941176,0.5157,0.192959583,0.654498044,0.152542373
14643,2016,24I085705,24I085,DRUMMOND HIGH SCHOOL,64025.05447,42484.664,0.04302926,0.178036606,0.227941176,0.4167,0.192959583,0.654498044,0.152542373
14644,2016,24I094105,24I094,COVINGTON-DOUGLAS ELEMENTARY,56866.77165,101810.4652,0.030927835,0.167542323,0.344262295,0.7166,0.195652174,0.6875,0.116847826
14645,2016,24I094705,24I094,COVINGTON-DOUGLAS HIGH SCHOOL,56866.77165,101810.4652,0.030927835,0.167542323,0.344262295,0.6582,0.195652174,0.6875,0.116847826
14646,2016,25C016105,25C016,WHITEBEAD ELEMENTARY,67694.01869,33936.8346,0.016438356,0.132149901,0.28742515,0.5821,0.177242888,0.680525164,0.142231947
14647,2016,25I002105,25I002,STRATFORD ELEMENTARY,46285.38056,20848.1536,0.032994924,0.229102167,0.232323232,0.7685,0.17255075,0.686672551,0.140776699
14648,2016,25I002505,25I002,STRATFORD MIDDLE SCHOOL,46285.38056,20848.1536,0.032994924,0.229102167,0.232323232,0.7273,0.17255075,0.686672551,0.140776699
14649,2016,25I002715,25I002,STRATFORD HIGH SCHOOL,46285.38056,20848.1536,0.032994924,0.229102167,0.232323232,0.5708,0.17255075,0.686672551,0.140776699
14650,2016,25I005105,25I005,PAOLI ELEMENTARY,53007.20721,29663.5933,0.015594542,0.151855047,0.184210526,0.7313,0.192259675,0.707865169,0.099875156
14651,2016,25I005705,25I005,PAOLI HIGH SCHOOL,53007.20721,29663.5933,0.015594542,0.151855047,0.184210526,0.7639,0.192259675,0.707865169,0.099875156
14652,2016,25I007105,25I007,MAYSVILLE ELEMENTARY,44954.49561,43523.6146,0.026806527,0.224734043,0.30212766,0.761,0.083879423,0.709698558,0.206422018
14653,2016,25I007715,25I007,MAYSVILLE HIGH SCHOOL,44954.49561,43523.6146,0.026806527,0.224734043,0.30212766,0.73,0.083879423,0.709698558,0.206422018
14654,2016,25I009105,25I009,LINDSAY ELEMENTARY,59504.84071,63678.7141,0.050524679,0.157920792,0.253918495,0.6346,0.122339124,0.741864448,0.135796428
14655,2016,25I009505,25I009,LINDSAY MIDDLE SCHOOL,59504.84071,63678.7141,0.050524679,0.157920792,0.253918495,0.5115,0.122339124,0.741864448,0.135796428
14656,2016,25I009705,25I009,LINDSAY HIGH SCHOOL,59504.84071,63678.7141,0.050524679,0.157920792,0.253918495,0.4384,0.122339124,0.741864448,0.135796428
14657,2016,25I018105,25I018,JEFFERSON EARLY LRNING CTR,52454.32053,31592.8887,0.056955471,0.210171479,0.351145038,0.7542,0.178740837,0.641871496,0.179387667
14658,2016,25I018110,25I018,JACKSON ELEMENTARY,52454.32053,31592.8887,0.056955471,0.210171479,0.351145038,0.7295,0.178740837,0.641871496,0.179387667
14659,2016,25I018115,25I018,LEE ELEMENTARY,52454.32053,31592.8887,0.056955471,0.210171479,0.351145038,0.7522,0.178740837,0.641871496,0.179387667
14660,2016,25I018610,25I018,PAULS VALLEY JR HIGH SCHOOL,52454.32053,31592.8887,0.056955471,0.210171479,0.351145038,0.6844,0.178740837,0.641871496,0.179387667
14661,2016,25I018705,25I018,PAULS VALLEY HIGH SCHOOL,52454.32053,31592.8887,0.056955471,0.210171479,0.351145038,0.5184,0.178740837,0.641871496,0.179387667
14662,2016,25I038105,25I038,CENTRAL ELEMENTARY,54912.52759,133734.2495,0.041535226,0.157871397,0.310869565,0.7086,0.164731723,0.710385943,0.124882334
14663,2016,25I038500,25I038,WYNNEWOOD MIDDLE SCHOOL,54912.52759,133734.2495,0.041535226,0.157871397,0.310869565,0.53,0.164731723,0.710385943,0.124882334
14664,2016,25I038705,25I038,WYNNEWOOD HIGH SCHOOL,54912.52759,133734.2495,0.041535226,0.157871397,0.310869565,0.4037,0.164731723,0.710385943,0.124882334
14665,2016,25I072105,25I072,ELMORE CITY-PERNELL ELEMENTARY,63596.59751,59418.6662,0.039109912,0.14978903,0.216049383,0.6433,0.162267417,0.697533535,0.140199048
14666,2016,25I072605,25I072,ELMORE CITY JR HIGH SCHOOL,63596.59751,59418.6662,0.039109912,0.14978903,0.216049383,0.5574,0.162267417,0.697533535,0.140199048
14667,2016,25I072715,25I072,SENIOR HIGH SCHOOL,63596.59751,59418.6662,0.039109912,0.14978903,0.216049383,0.5034,0.162267417,0.697533535,0.140199048
14668,2016,26C037105,26C037,FRIEND ELEMENTARY,83346.88995,51415.6534,0.012915129,0.074585635,0.262626263,0.6371,0.210199005,0.679104478,0.110696517
14669,2016,26C096105,26C096,MIDDLEBERG ELEMENTARY,82860.83189,68871.9594,0.010178117,0.085106383,0.183333333,0.4901,0.237010027,0.663628077,0.099361896
14670,2016,26C131105,26C131,PIONEER ELEMENTARY,62588.88889,26647.7126,0.066852368,0.20611799,0.220338983,0.4715,0.130612245,0.657142857,0.212244898
14671,2016,26I001105,26I001,GRAND AVENUE ELEMENTARY,53210.10792,35495.3897,0.05451693,0.172592032,0.341033435,0.9142,0.194243955,0.644171779,0.161584266
14672,2016,26I001115,26I001,LINCOLN ELEMENTARY,53210.10792,35495.3897,0.05451693,0.172592032,0.341033435,0.7307,0.194243955,0.644171779,0.161584266
14673,2016,26I001120,26I001,BILL WALLACE EC CTR,53210.10792,35495.3897,0.05451693,0.172592032,0.341033435,0.9153,0.194243955,0.644171779,0.161584266
14674,2016,26I001510,26I001,CHICKASHA MIDDLE SCHOOL,53210.10792,35495.3897,0.05451693,0.172592032,0.341033435,0.9006,0.194243955,0.644171779,0.161584266
14675,2016,26I001705,26I001,CHICKASHA HIGH SCHOOL,53210.10792,35495.3897,0.05451693,0.172592032,0.341033435,0.41,0.194243955,0.644171779,0.161584266
14676,2016,26I002105,26I002,MINCO ELEMENTARY,57835.19553,114376.4517,0.048181818,0.124041498,0.233766234,0.5946,0.159974506,0.720203952,0.119821542
14677,2016,26I002505,26I002,MINCO MIDDLE SCHOOL,57835.19553,114376.4517,0.048181818,0.124041498,0.233766234,0.6029,0.159974506,0.720203952,0.119821542
14678,2016,26I002715,26I002,MINCO HIGH SCHOOL,57835.19553,114376.4517,0.048181818,0.124041498,0.233766234,0.4969,0.159974506,0.720203952,0.119821542
14679,2016,26I051105,26I051,NINNEKAH ELEMENTARY,69559.60265,47098.0717,0.042203147,0.166550765,0.392857143,0.6842,0.129065041,0.716971545,0.153963415
14680,2016,26I051510,26I051,NINNEKAH MIDDLE SCHOOL,69559.60265,47098.0717,0.042203147,0.166550765,0.392857143,0.6748,0.129065041,0.716971545,0.153963415
14681,2016,26I051705,26I051,SENIOR HIGH SCHOOL,69559.60265,47098.0717,0.042203147,0.166550765,0.392857143,0.7007,0.129065041,0.716971545,0.153963415
14682,2016,26I056105,26I056,ALEX ELEMENTARY,61468.18951,281649.0333,0.0416,0.145790554,0.142857143,0.8062,0.140535373,0.724665392,0.134799235
14683,2016,26I056715,26I056,ALEX HIGH SCHOOL,61468.18951,281649.0333,0.0416,0.145790554,0.142857143,0.7065,0.140535373,0.724665392,0.134799235
14684,2016,26I068105,26I068,RUSH SPRINGS ELEMENTARY,47222.90352,48456.9695,0.04122807,0.160041841,0.322222222,0.6564,0.151772341,0.653020469,0.195207189
