Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2015,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE HS",705,46I032705,"High School",9,16,0,1,0,123,70,219
2016,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE HS",705,46I032705,"High School",7,21,1,1,0,131,76,237
2014,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE MS",505,46I032505,"Middle School",5,21,0,1,0,77,46,150
2015,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE MS",505,46I032505,"Middle School",1,40,1,1,0,76,34,153
2016,MAYES,46I032,CHOUTEAU-MAZIE,"CHOUTEAU-MAZIE MS",505,46I032505,"Middle School",2,59,0,1,0,72,16,150
2014,MAYES,46I032,CHOUTEAU-MAZIE,"MAZIE ES",110,46I032110,"Elementary School",1,12,0,0,0,67,19,99
2015,MAYES,46I032,CHOUTEAU-MAZIE,"MAZIE ES",110,46I032110,"Elementary School",1,7,0,0,0,61,16,85
2016,MAYES,46I032,CHOUTEAU-MAZIE,"MAZIE ES",110,46I032110,"Elementary School",3,7,0,0,0,65,13,88
2014,MAJOR,44I092,CIMARRON,"CIMARRON ES",105,44I092105,"Elementary School",12,4,0,2,0,169,17,204
2015,MAJOR,44I092,CIMARRON,"CIMARRON ES",105,44I092105,"Elementary School",10,2,0,1,0,177,9,199
2016,MAJOR,44I092,CIMARRON,"CIMARRON ES",105,44I092105,"Elementary School",14,3,0,3,0,169,9,198
2014,MAJOR,44I092,CIMARRON,"CIMARRON HS",705,44I092705,"High School",4,2,1,3,0,64,3,77
2015,MAJOR,44I092,CIMARRON,"CIMARRON HS",705,44I092705,"High School",6,3,0,1,0,60,3,73
2016,MAJOR,44I092,CIMARRON,"CIMARRON HS",705,44I092705,"High School",4,1,0,1,0,63,2,71
2014,ROGERS,66I001,CLAREMORE,"CATALAYAH ES",135,66I001135,"Elementary School",36,93,5,3,0,222,27,386
2015,ROGERS,66I001,CLAREMORE,"CATALAYAH ES",135,66I001135,"Elementary School",46,86,5,5,1,230,35,408
2016,ROGERS,66I001,CLAREMORE,"CATALAYAH ES",135,66I001135,"Elementary School",47,97,6,1,0,240,39,430
2014,ROGERS,66I001,CLAREMORE,"CLAREMONT ES",105,66I001105,"Elementary School",67,153,2,7,0,211,63,503
2015,ROGERS,66I001,CLAREMORE,"CLAREMONT ES",105,66I001105,"Elementary School",70,133,1,7,1,198,69,479
2016,ROGERS,66I001,CLAREMORE,"CLAREMONT ES",105,66I001105,"Elementary School",77,107,2,7,0,197,67,457
2014,ROGERS,66I001,CLAREMORE,"CLAREMORE HS",705,66I001705,"High School",86,389,13,37,3,756,39,1323
2015,ROGERS,66I001,CLAREMORE,"CLAREMORE HS",705,66I001705,"High School",92,370,19,33,2,773,83,1372
2016,ROGERS,66I001,CLAREMORE,"CLAREMORE HS",705,66I001705,"High School",91,345,16,35,3,764,89,1343
2014,ROGERS,66I001,CLAREMORE,"ROOSA ES",110,66I001110,"Elementary School",21,123,3,4,0,232,12,395
2015,ROGERS,66I001,CLAREMORE,"ROOSA ES",110,66I001110,"Elementary School",25,122,3,4,0,235,23,412
2016,ROGERS,66I001,CLAREMORE,"ROOSA ES",110,66I001110,"Elementary School",27,112,1,7,1,222,35,405
2014,ROGERS,66I001,CLAREMORE,"WESTSIDE ES",115,66I001115,"Elementary School",49,171,1,10,2,339,32,604
2015,ROGERS,66I001,CLAREMORE,"WESTSIDE ES",115,66I001115,"Elementary School",53,176,3,11,1,305,53,602
2016,ROGERS,66I001,CLAREMORE,"WESTSIDE ES",115,66I001115,"Elementary School",54,156,1,15,1,262,62,551
2014,ROGERS,66I001,CLAREMORE,"WILL ROGERS JHS",610,66I001610,"Middle School",59,225,11,18,4,484,62,863
2015,ROGERS,66I001,CLAREMORE,"WILL ROGERS JHS",610,66I001610,"Middle School",57,228,12,22,2,448,54,823
2016,ROGERS,66I001,CLAREMORE,"WILL ROGERS JHS",610,66I001610,"Middle School",71,227,11,16,2,439,63,829
2014,PUSHMATAHA,64I010,CLAYTON,"CLAYTON HS",705,64I010705,"High School",0,36,0,1,0,84,3,124
2015,PUSHMATAHA,64I010,CLAYTON,"CLAYTON HS",705,64I010705,"High School",0,30,0,0,0,66,4,100
2016,PUSHMATAHA,64I010,CLAYTON,"CLAYTON HS",705,64I010705,"High School",0,30,0,1,0,70,3,104
2014,PUSHMATAHA,64I010,CLAYTON,"CRAIN ES",105,64I010105,"Elementary School",0,52,0,2,0,125,0,179
2015,PUSHMATAHA,64I010,CLAYTON,"CRAIN ES",105,64I010105,"Elementary School",0,61,0,0,0,118,1,180
2016,PUSHMATAHA,64I010,CLAYTON,"CRAIN ES",105,64I010105,"Elementary School",1,64,0,1,0,126,1,193
2014,DELAWARE,21C006,CLEORA,"CLEORA PUBLIC SCHOOL",105,21C006105,"Elementary School",5,52,0,0,0,56,0,113
2015,DELAWARE,21C006,CLEORA,"CLEORA PUBLIC SCHOOL",105,21C006105,"Elementary School",3,45,0,0,0,74,0,122
2016,DELAWARE,21C006,CLEORA,"CLEORA PUBLIC SCHOOL",105,21C006105,"Elementary School",3,45,0,0,0,72,0,120
2014,PAWNEE,59I006,CLEVELAND,"CLEVELAND HS",705,59I006705,"High School",14,66,4,4,0,389,24,501
2015,PAWNEE,59I006,CLEVELAND,"CLEVELAND HS",705,59I006705,"High School",12,79,2,6,0,395,16,510
2016,PAWNEE,59I006,CLEVELAND,"CLEVELAND HS",705,59I006705,"High School",13,82,2,2,1,388,19,507
2014,PAWNEE,59I006,CLEVELAND,"CLEVELAND INTERMEDIATE ES",115,59I006115,"Elementary School",12,79,1,2,0,246,27,367
2015,PAWNEE,59I006,CLEVELAND,"CLEVELAND INTERMEDIATE ES",115,59I006115,"Elementary School",16,63,2,2,0,232,21,336
2016,PAWNEE,59I006,CLEVELAND,"CLEVELAND INTERMEDIATE ES",115,59I006115,"Elementary School",14,56,3,1,0,220,24,318
2014,PAWNEE,59I006,CLEVELAND,"CLEVELAND MS",505,59I006505,"Middle School",11,78,2,3,1,281,4,380
2015,PAWNEE,59I006,CLEVELAND,"CLEVELAND MS",505,59I006505,"Middle School",12,74,1,2,1,277,13,380
2016,PAWNEE,59I006,CLEVELAND,"CLEVELAND MS",505,59I006505,"Middle School",18,81,0,2,0,274,30,405
2014,PAWNEE,59I006,CLEVELAND,"CLEVELAND PRIMARY ES",105,59I006105,"Elementary School",20,64,0,3,1,298,28,414
2015,PAWNEE,59I006,CLEVELAND,"CLEVELAND PRIMARY ES",105,59I006105,"Elementary School",23,60,1,2,1,296,44,427
2016,PAWNEE,59I006,CLEVELAND,"CLEVELAND PRIMARY ES",105,59I006105,"Elementary School",20,63,1,3,1,324,45,457
2014,CUSTER,20I099,CLINTON,"CLINTON HS",705,20I099705,"High School",234,50,9,38,3,227,26,587
2015,CUSTER,20I099,CLINTON,"CLINTON HS",705,20I099705,"High School",268,44,13,32,2,230,26,615
2016,CUSTER,20I099,CLINTON,"CLINTON HS",705,20I099705,"High School",274,39,11,25,0,246,41,636
2014,CUSTER,20I099,CLINTON,"CLINTON MS",505,20I099505,"Middle School",141,25,3,8,1,127,15,320
2015,CUSTER,20I099,CLINTON,"CLINTON MS",505,20I099505,"Middle School",145,18,3,13,1,129,27,336
2016,CUSTER,20I099,CLINTON,"CLINTON MS",505,20I099505,"Middle School",180,19,4,10,1,122,26,362
2014,CUSTER,20I099,CLINTON,"NANCE ES",110,20I099110,"Elementary School",264,47,3,16,1,169,43,543
2015,CUSTER,20I099,CLINTON,"NANCE ES",110,20I099110,"Elementary School",250,40,3,10,1,148,28,480
2016,CUSTER,20I099,CLINTON,"NANCE ES",110,20I099110,"Elementary School",243,32,2,11,0,153,23,464
2014,CUSTER,20I099,CLINTON,"SOUTHWEST ES",115,20I099115,"Elementary School",267,43,5,21,2,155,34,527
2015,CUSTER,20I099,CLINTON,"SOUTHWEST ES",115,20I099115,"Elementary School",248,43,2,26,2,150,56,527
2016,CUSTER,20I099,CLINTON,"SOUTHWEST ES",115,20I099115,"Elementary School",241,43,1,19,1,137,59,501
2014,CUSTER,20I099,CLINTON,"WASHINGTON ES",120,20I099120,"Elementary School",176,19,4,14,3,124,29,369
2015,CUSTER,20I099,CLINTON,"WASHINGTON ES",120,20I099120,"Elementary School",173,29,6,10,0,101,20,339
2016,CUSTER,20I099,CLINTON,"WASHINGTON ES",120,20I099120,"Elementary School",179,27,5,14,0,102,23,350
2014,COAL,15I001,COALGATE,"COALGATE HS",705,15I001705,"High School",5,100,0,2,0,113,20,240
2015,COAL,15I001,COALGATE,"COALGATE HS",705,15I001705,"High School",10,94,0,1,0,102,17,224
2016,COAL,15I001,COALGATE,"COALGATE HS",705,15I001705,"High School",14,83,0,0,0,104,18,219
2014,COAL,15I001,COALGATE,"EMERSON ES",105,15I001105,"Elementary School",15,165,0,3,0,181,6,370
2015,COAL,15I001,COALGATE,"EMERSON ES",105,15I001105,"Elementary School",37,148,0,1,0,196,31,413
2016,COAL,15I001,COALGATE,"EMERSON ES",105,15I001105,"Elementary School",37,135,1,2,0,172,36,383
2014,COAL,15I001,COALGATE,"WALLACE BYRD MS",505,15I001505,"Middle School",4,37,0,1,0,58,4,104
2015,COAL,15I001,COALGATE,"WALLACE BYRD MS",505,15I001505,"Middle School",3,39,0,1,0,55,4,102
2016,COAL,15I001,COALGATE,"WALLACE BYRD MS",505,15I001505,"Middle School",6,54,1,1,0,50,3,115
2014,BRYAN,07I004,COLBERT,"COLBERT HS",715,07I004715,"High School",11,95,0,8,0,90,13,217
2015,BRYAN,07I004,COLBERT,"COLBERT HS",715,07I004715,"High School",11,90,0,6,0,89,10,206
2016,BRYAN,07I004,COLBERT,"COLBERT HS",715,07I004715,"High School",10,79,2,8,1,97,8,205
2014,BRYAN,07I004,COLBERT,"COLBERT MS",505,07I004505,"Middle School",7,49,0,4,1,59,2,122
2015,BRYAN,07I004,COLBERT,"COLBERT MS",505,07I004505,"Middle School",6,44,0,4,1,54,4,113
2016,BRYAN,07I004,COLBERT,"COLBERT MS",505,07I004505,"Middle School",5,40,0,1,0,61,7,114
2014,BRYAN,07I004,COLBERT,"WARD ES EAST",105,07I004105,"Elementary School",10,61,0,5,0,110,8,194
2015,BRYAN,07I004,COLBERT,"WARD ES EAST",105,07I004105,"Elementary School",11,58,0,2,0,96,3,170
2016,BRYAN,07I004,COLBERT,"WARD ES EAST",105,07I004105,"Elementary School",13,46,0,3,0,92,8,162
2014,BRYAN,07I004,COLBERT,"WARD ES WEST",110,07I004110,"Elementary School",19,168,1,7,0,171,0,366
2015,BRYAN,07I004,COLBERT,"WARD ES WEST",110,07I004110,"Elementary School",37,161,1,10,0,159,1,369
2016,BRYAN,07I004,COLBERT,"WARD ES WEST",110,07I004110,"Elementary School",38,136,2,10,0,164,1,351
2014,DELAWARE,21I004,COLCORD,"COLCORD ES",105,21I004105,"Elementary School",11,241,9,4,2,131,0,398
2015,DELAWARE,21I004,COLCORD,"COLCORD ES",105,21I004105,"Elementary School",7,212,13,4,2,129,0,367
2016,DELAWARE,21I004,COLCORD,"COLCORD ES",105,21I004105,"Elementary School",11,216,9,4,2,140,0,382
2014,DELAWARE,21I004,COLCORD,"COLCORD HS",715,21I004715,"High School",7,120,10,3,0,87,0,227
2015,DELAWARE,21I004,COLCORD,"COLCORD HS",715,21I004715,"High School",10,113,9,3,0,91,0,226
2016,DELAWARE,21I004,COLCORD,"COLCORD HS",715,21I004715,"High School",11,116,7,3,0,88,0,225
2014,JOHNSTON,35I035,COLEMAN,"COLEMAN ES",105,35I035105,"Elementary School",6,42,0,1,2,63,8,122
2015,JOHNSTON,35I035,COLEMAN,"COLEMAN ES",105,35I035105,"Elementary School",4,55,1,0,2,60,6,128
2016,JOHNSTON,35I035,COLEMAN,"COLEMAN ES",105,35I035105,"Elementary School",6,44,1,0,2,52,5,110
2014,JOHNSTON,35I035,COLEMAN,"COLEMAN HS",705,35I035705,"High School",8,19,0,0,1,40,3,71
2015,JOHNSTON,35I035,COLEMAN,"COLEMAN HS",705,35I035705,"High School",9,22,0,0,1,30,4,66
2016,JOHNSTON,35I035,COLEMAN,"COLEMAN HS",705,35I035705,"High School",9,24,0,1,1,29,5,69
2016,TULSA,72E017,"COLLEGE BOUND ACADEMY","COLLEGE BOUND ACADEMY CHARTER",977,72E017977,"Charter School",50,0,0,25,0,18,2,95
2016,TULSA,72E020,"COLLEGIATE HALL","COLLEGIATE HALL CHARTER SCHOOL",979,72E020979,"Charter School",23,5,0,44,4,21,16,113
2016,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE 6TH GRADE CENTER",135,72I006135,"Elementary School",15,45,6,1,0,115,32,214
2014,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE EC CTR",105,72I006105,"Elementary School",20,86,11,3,0,214,29,363
2015,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE EC CTR",105,72I006105,"Elementary School",29,74,12,2,0,205,41,363
2016,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE EC CTR",105,72I006105,"Elementary School",30,73,10,2,0,181,47,343
2014,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE HS",705,72I006705,"High School",38,194,33,7,0,384,102,758
2015,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE HS",705,72I006705,"High School",34,200,37,6,0,406,115,798
2016,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE HS",705,72I006705,"High School",37,195,36,5,0,385,165,823
2014,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE MS",500,72I006500,"Middle School",25,154,25,0,0,296,85,585
2015,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE MS",500,72I006500,"Middle School",27,152,23,2,1,305,81,591
2016,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE MS",500,72I006500,"Middle School",16,89,13,1,1,190,68,378
2016,TULSA,72I006,COLLINSVILLE,"COLLINSVILLE UPPER ES",130,72I006130,"Elementary School",19,67,10,4,0,193,61,354
2014,TULSA,72I006,COLLINSVILLE,"HERALD ES",120,72I006120,"Elementary School",26,158,13,3,1,293,56,550
2015,TULSA,72I006,COLLINSVILLE,"HERALD ES",120,72I006120,"Elementary School",37,138,22,4,0,307,55,563
2016,TULSA,72I006,COLLINSVILLE,"HERALD ES",125,72I006125,"Elementary School",46,123,18,4,0,319,90,600
2014,TULSA,72I006,COLLINSVILLE,"WILSON ES",115,72I006115,"Elementary School",24,86,11,0,0,202,44,367
2015,TULSA,72I006,COLLINSVILLE,"WILSON ES",115,72I006115,"Elementary School",30,85,11,1,0,214,38,379
2014,STEPHENS,69I002,COMANCHE,"COMANCHE ES",105,69I002105,"Elementary School",27,40,0,4,1,384,47,503
2015,STEPHENS,69I002,COMANCHE,"COMANCHE ES",105,69I002105,"Elementary School",24,36,0,2,0,386,56,504
2016,STEPHENS,69I002,COMANCHE,"COMANCHE ES",105,69I002105,"Elementary School",29,29,0,1,0,357,63,479
2014,STEPHENS,69I002,COMANCHE,"COMANCHE HS",705,69I002705,"High School",13,46,0,2,1,250,19,331
2015,STEPHENS,69I002,COMANCHE,"COMANCHE HS",705,69I002705,"High School",14,46,0,3,1,238,21,323
2016,STEPHENS,69I002,COMANCHE,"COMANCHE HS",705,69I002705,"High School",12,46,0,4,0,232,14,308
2014,STEPHENS,69I002,COMANCHE,"COMANCHE MS",510,69I002510,"Middle School",11,36,0,3,0,157,17,224
2015,STEPHENS,69I002,COMANCHE,"COMANCHE MS",510,69I002510,"Middle School",13,40,0,7,1,168,6,235
2016,STEPHENS,69I002,COMANCHE,"COMANCHE MS",510,69I002510,"Middle School",15,27,0,5,0,179,12,238
2014,OTTAWA,58I018,COMMERCE,"ALEXANDER ES",105,58I018105,"Elementary School",114,132,1,5,6,200,19,477
2015,OTTAWA,58I018,COMMERCE,"ALEXANDER ES",105,58I018105,"Elementary School",109,133,1,5,5,196,20,469
2016,OTTAWA,58I018,COMMERCE,"ALEXANDER ES",105,58I018105,"Elementary School",97,138,1,3,3,201,26,469
2014,OTTAWA,58I018,COMMERCE,"COMMERCE HS",705,58I018705,"High School",61,58,2,1,0,99,23,244
2015,OTTAWA,58I018,COMMERCE,"COMMERCE HS",705,58I018705,"High School",59,69,0,1,0,81,25,235
2016,OTTAWA,58I018,COMMERCE,"COMMERCE HS",705,58I018705,"High School",58,53,0,1,0,85,29,226
2014,OTTAWA,58I018,COMMERCE,"COMMERCE MS",505,58I018505,"Middle School",44,57,0,0,0,55,19,175
2015,OTTAWA,58I018,COMMERCE,"COMMERCE MS",505,58I018505,"Middle School",53,52,0,1,2,62,9,179
2016,OTTAWA,58I018,COMMERCE,"COMMERCE MS",505,58I018505,"Middle School",48,64,0,1,0,74,8,195
2014,WASHINGTON,74I004,COPAN,"COPAN ES",105,74I004105,"Elementary School",30,81,2,15,1,330,65,524
2015,WASHINGTON,74I004,COPAN,"COPAN ES",105,74I004105,"Elementary School",0,40,0,0,0,101,16,157
2016,WASHINGTON,74I004,COPAN,"COPAN ES",105,74I004105,"Elementary School",1,38,0,0,0,100,12,151
2014,WASHINGTON,74I004,COPAN,"COPAN HS",720,74I004720,"High School",25,39,2,7,0,232,30,335
2015,WASHINGTON,74I004,COPAN,"COPAN HS",720,74I004720,"High School",5,23,1,1,0,31,2,63
2016,WASHINGTON,74I004,COPAN,"COPAN HS",720,74I004720,"High School",3,20,1,0,0,34,7,65
2014,WASHITA,75I078,CORDELL,"CORDELL ES",105,75I078105,"Elementary School",37,20,0,5,0,392,8,462
2015,WASHITA,75I078,CORDELL,"CORDELL ES",105,75I078105,"Elementary School",36,15,0,3,0,381,9,444
2016,WASHITA,75I078,CORDELL,"CORDELL ES",105,75I078105,"Elementary School",41,16,2,5,0,365,12,441
2014,WASHITA,75I078,CORDELL,"CORDELL HS",705,75I078705,"High School",17,5,1,0,0,112,4,139
2015,WASHITA,75I078,CORDELL,"CORDELL HS",705,75I078705,"High School",15,10,1,0,0,114,2,142
2016,WASHITA,75I078,CORDELL,"CORDELL HS",705,75I078705,"High School",11,14,1,2,0,128,2,158
2014,WASHITA,75I078,CORDELL,"CORDELL JHS",610,75I078610,"Middle School",15,13,0,3,0,136,0,167
2015,WASHITA,75I078,CORDELL,"CORDELL JHS",610,75I078610,"Middle School",13,13,0,3,0,128,1,158
2016,WASHITA,75I078,CORDELL,"CORDELL JHS",610,75I078610,"Middle School",12,10,0,0,0,124,4,150
2014,COAL,15C004,COTTONWOOD,"COTTONWOOD PUBLIC SCHOOL",105,15C004105,"Elementary School",9,60,3,2,0,77,45,196
2015,COAL,15C004,COTTONWOOD,"COTTONWOOD PUBLIC SCHOOL",105,15C004105,"Elementary School",6,54,3,3,0,73,38,177
2016,COAL,15C004,COTTONWOOD,"COTTONWOOD PUBLIC SCHOOL",105,15C004105,"Elementary School",3,65,0,2,0,70,38,178
2014,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS ES",105,24I094105,"Elementary School",22,1,0,0,0,132,41,196
2015,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS ES",105,24I094105,"Elementary School",23,1,0,0,0,125,36,185
2016,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS ES",105,24I094105,"Elementary School",23,1,0,0,0,116,47,187
2014,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS HS",705,24I094705,"High School",9,0,0,0,0,61,12,82
2015,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS HS",705,24I094705,"High School",10,0,0,0,0,63,14,87
2016,GARFIELD,24I094,COVINGTON-DOUGLAS,"COVINGTON-DOUGLAS HS",705,24I094705,"High School",10,0,0,0,0,56,13,79
2014,WAGONER,73I017,COWETA,"CENTRAL ES",105,73I017105,"Elementary School",16,91,1,16,3,208,6,341
2015,WAGONER,73I017,COWETA,"CENTRAL ES",105,73I017105,"Elementary School",17,81,0,18,3,197,15,331
2016,WAGONER,73I017,COWETA,"CENTRAL ES",105,73I017105,"Elementary School",17,62,0,12,2,205,27,325
2014,WAGONER,73I017,COWETA,"COWETA HS",705,73I017705,"High School",21,161,6,29,3,438,6,664
2015,WAGONER,73I017,COWETA,"COWETA HS",705,73I017705,"High School",26,173,7,37,3,452,0,698
2016,WAGONER,73I017,COWETA,"COWETA HS",705,73I017705,"High School",31,175,6,28,4,441,0,685
2014,WAGONER,73I017,COWETA,"COWETA INTERMEDIATE HS",710,73I017710,"High School",13,51,2,18,2,168,0,254
2015,WAGONER,73I017,COWETA,"COWETA INTERMEDIATE HS",710,73I017710,"High School",10,66,3,7,1,171,0,258
2016,WAGONER,73I017,COWETA,"COWETA INTERMEDIATE HS",710,73I017710,"High School",12,71,2,5,0,162,2,254
2014,WAGONER,73I017,COWETA,"COWETA JHS",610,73I017610,"Middle School",22,144,4,15,0,346,0,531
2015,WAGONER,73I017,COWETA,"COWETA JHS",610,73I017610,"Middle School",24,127,3,26,0,329,0,509
2016,WAGONER,73I017,COWETA,"COWETA JHS",610,73I017610,"Middle School",20,120,5,25,0,323,0,493
2014,WAGONER,73I017,COWETA,"HERITAGE INTERMEDIATE GRD CTR",210,73I017210,"Elementary School",10,106,1,21,0,206,0,344
2015,WAGONER,73I017,COWETA,"HERITAGE INTERMEDIATE GRD CTR",210,73I017210,"Elementary School",16,95,2,15,0,217,0,345
2016,WAGONER,73I017,COWETA,"HERITAGE INTERMEDIATE GRD CTR",210,73I017210,"Elementary School",17,107,1,19,1,214,0,359
2014,WAGONER,73I017,COWETA,"MISSION INTERMEDIATE GRD CTR",205,73I017205,"Elementary School",15,92,1,13,1,226,4,352
2015,WAGONER,73I017,COWETA,"MISSION INTERMEDIATE GRD CTR",205,73I017205,"Elementary School",16,106,7,7,2,227,5,370
2016,WAGONER,73I017,COWETA,"MISSION INTERMEDIATE GRD CTR",205,73I017205,"Elementary School",22,98,4,2,2,205,6,339
2014,WAGONER,73I017,COWETA,"NORTHWEST ES",110,73I017110,"Elementary School",28,88,2,10,2,217,0,347
2015,WAGONER,73I017,COWETA,"NORTHWEST ES",110,73I017110,"Elementary School",28,87,2,12,0,209,0,338
2016,WAGONER,73I017,COWETA,"NORTHWEST ES",110,73I017110,"Elementary School",32,93,6,8,0,216,0,355
2014,WAGONER,73I017,COWETA,"SOUTHSIDE ES",115,73I017115,"Elementary School",26,132,2,21,2,288,1,472
2015,WAGONER,73I017,COWETA,"SOUTHSIDE ES",115,73I017115,"Elementary School",24,130,1,22,2,290,4,473
2016,WAGONER,73I017,COWETA,"SOUTHSIDE ES",115,73I017115,"Elementary School",23,142,1,24,1,275,6,472
2014,LOGAN,42I014,COYLE,"COYLE ES",105,42I014105,"Elementary School",15,15,0,72,0,82,40,224
2015,LOGAN,42I014,COYLE,"COYLE ES",105,42I014105,"Elementary School",14,10,0,65,0,96,38,223
2016,LOGAN,42I014,COYLE,"COYLE ES",105,42I014105,"Elementary School",21,18,0,51,0,92,62,244
2014,LOGAN,42I014,COYLE,"COYLE HS",705,42I014705,"High School",2,8,0,11,0,17,38,76
2015,LOGAN,42I014,COYLE,"COYLE HS",705,42I014705,"High School",3,8,0,14,0,22,26,73
2016,LOGAN,42I014,COYLE,"COYLE HS",705,42I014705,"High School",3,6,0,17,0,16,46,88
2014,LOGAN,42I002,CRESCENT,"CRESCENT ES",105,42I002105,"Elementary School",15,40,1,21,1,261,0,339
2015,LOGAN,42I002,CRESCENT,"CRESCENT ES",105,42I002105,"Elementary School",13,37,0,22,0,268,0,340
2016,LOGAN,42I002,CRESCENT,"CRESCENT ES",105,42I002105,"Elementary School",12,43,0,24,0,245,2,326
2014,LOGAN,42I002,CRESCENT,"CRESCENT HS",715,42I002715,"High School",1,32,1,7,0,134,0,175
2015,LOGAN,42I002,CRESCENT,"CRESCENT HS",715,42I002715,"High School",3,32,0,7,0,121,0,163
2016,LOGAN,42I002,CRESCENT,"CRESCENT HS",715,42I002715,"High School",3,31,0,6,0,136,0,176
2014,LOGAN,42I002,CRESCENT,"CRESCENT MS",515,42I002515,"Middle School",5,32,0,2,0,106,0,145
2015,LOGAN,42I002,CRESCENT,"CRESCENT MS",515,42I002515,"Middle School",5,29,0,4,0,107,0,145
2016,LOGAN,42I002,CRESCENT,"CRESCENT MS",515,42I002515,"Middle School",5,20,0,7,0,101,0,133
2014,OKLAHOMA,55I053,"CROOKED OAK","CENTRAL OAK ES",105,55I053105,"Elementary School",390,5,1,101,0,64,41,602
2015,OKLAHOMA,55I053,"CROOKED OAK","CENTRAL OAK ES",105,55I053105,"Elementary School",381,3,0,127,0,62,34,607
2016,OKLAHOMA,55I053,"CROOKED OAK","CENTRAL OAK ES",105,55I053105,"Elementary School",399,2,1,109,0,53,31,595
2014,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK HS",705,55I053705,"High School",155,18,2,37,0,44,3,259
2015,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK HS",705,55I053705,"High School",188,11,3,46,1,48,7,304
2016,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK HS",705,55I053705,"High School",226,9,2,41,1,43,4,326
2014,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK MS",505,55I053505,"Middle School",190,7,2,33,0,26,14,272
2015,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK MS",505,55I053505,"Middle School",194,3,1,37,0,28,17,280
2016,OKLAHOMA,55I053,"CROOKED OAK","CROOKED OAK MS",505,55I053505,"Middle School",210,5,0,51,0,23,18,307
2014,PITTSBURG,61I028,CROWDER,"CROWDER ES",105,61I028105,"Elementary School",2,125,0,3,2,207,11,350
2015,PITTSBURG,61I028,CROWDER,"CROWDER ES",105,61I028105,"Elementary School",2,109,0,1,2,208,11,333
2016,PITTSBURG,61I028,CROWDER,"CROWDER ES",105,61I028105,"Elementary School",3,121,0,0,2,207,12,345
2014,PITTSBURG,61I028,CROWDER,"CROWDER HS",705,61I028705,"High School",4,40,0,1,0,95,5,145
2015,PITTSBURG,61I028,CROWDER,"CROWDER HS",705,61I028705,"High School",2,43,0,1,0,88,5,139
2016,PITTSBURG,61I028,CROWDER,"CROWDER HS",705,61I028705,"High School",1,44,0,1,0,85,7,138
2014,OKLAHOMA,55C074,CRUTCHO,"CRUTCHO PUBLIC SCHOOL",105,55C074105,"Elementary School",33,4,1,223,0,85,32,378
2015,OKLAHOMA,55C074,CRUTCHO,"CRUTCHO PUBLIC SCHOOL",105,55C074105,"Elementary School",41,8,0,218,1,83,26,377
2016,OKLAHOMA,55C074,CRUTCHO,"CRUTCHO PUBLIC SCHOOL",105,55C074105,"Elementary School",36,14,0,247,1,72,37,407
2014,PAYNE,60I067,CUSHING,"CUSHING HS",705,60I067705,"High School",18,53,2,6,0,303,107,489
2015,PAYNE,60I067,CUSHING,"CUSHING HS",705,60I067705,"High School",22,72,7,14,0,314,64,493
2016,PAYNE,60I067,CUSHING,"CUSHING HS",705,60I067705,"High School",23,68,8,17,0,335,70,521
2016,PAYNE,60I067,CUSHING,"CUSHING LOWER ES",140,60I067140,"Elementary School",23,47,2,5,1,165,33,276
2014,PAYNE,60I067,CUSHING,"CUSHING MS",505,60I067505,"Middle School",22,71,2,11,0,240,46,392
2015,PAYNE,60I067,CUSHING,"CUSHING MS",505,60I067505,"Middle School",13,60,4,12,0,239,41,369
2016,PAYNE,60I067,CUSHING,"CUSHING MS",505,60I067505,"Middle School",27,98,4,7,0,334,49,519
2016,PAYNE,60I067,CUSHING,"CUSHING PRE-KINDERGARTEN SCHL",120,60I067120,"Elementary School",9,14,0,2,0,70,6,101
