Year,SchoolName,SchoolCode,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
2014,"PLEASANT HILL EC CTR",55I052135,"Elementary School",0.0503,0.0101,0.0000,0.7990,0.0000,0.0503,0.0905,199
2015,"PLEASANT HILL EC CTR",55I052135,"Elementary School",0.0732,0.0000,0.0000,0.7756,0.0000,0.0488,0.1024,205
2016,"PLEASANT HILL EC CTR",55I052135,"Elementary School",0.0753,0.0000,0.0000,0.7742,0.0000,0.0484,0.1022,186
2014,"RIDGECREST ES",55I052145,"Elementary School",0.0893,0.0231,0.0173,0.2968,0.0000,0.4928,0.0807,347
2015,"RIDGECREST ES",55I052145,"Elementary School",0.1050,0.0350,0.0087,0.2886,0.0000,0.4810,0.0816,343
2016,"RIDGECREST ES",55I052145,"Elementary School",0.0978,0.0136,0.0136,0.3370,0.0000,0.4538,0.0842,368
2014,"SCHWARTZ ES",55I052190,"Elementary School",0.0782,0.0544,0.0068,0.0306,0.0034,0.7653,0.0612,294
2015,"SCHWARTZ ES",55I052190,"Elementary School",0.0784,0.0470,0.0188,0.0251,0.0000,0.7492,0.0815,319
2016,"SCHWARTZ ES",55I052190,"Elementary School",0.0862,0.0460,0.0201,0.0230,0.0000,0.7615,0.0632,348
2014,"SOLDIER CREEK ES",55I052150,"Elementary School",0.0688,0.0641,0.0078,0.1516,0.0016,0.5875,0.1188,640
2015,"SOLDIER CREEK ES",55I052150,"Elementary School",0.0754,0.0516,0.0040,0.1839,0.0013,0.5701,0.1138,756
2016,"SOLDIER CREEK ES",55I052150,"Elementary School",0.0631,0.0315,0.0053,0.1945,0.0013,0.5953,0.1091,761
2014,"SOONER-ROSE ES",55I052155,"Elementary School",0.1160,0.0644,0.0077,0.2680,0.0026,0.4459,0.0954,388
2014,"STEED ES",55I052160,"Elementary School",0.0782,0.0368,0.0000,0.4529,0.0023,0.3701,0.0598,435
2015,"STEED ES",55I052160,"Elementary School",0.0874,0.0276,0.0000,0.4184,0.0023,0.3793,0.0851,435
2016,"STEED ES",55I052160,"Elementary School",0.0706,0.0212,0.0000,0.4212,0.0024,0.3882,0.0965,425
2014,"TINKER ES",55I052165,"Elementary School",0.1356,0.0236,0.0275,0.2593,0.0000,0.4774,0.0766,509
2015,"TINKER ES",55I052165,"Elementary School",0.1509,0.0170,0.0302,0.2585,0.0057,0.4623,0.0755,530
2016,"TINKER ES",55I052165,"Elementary School",0.1179,0.0203,0.0224,0.2541,0.0041,0.5081,0.0732,492
2014,"TOWNSEND ES",55I052170,"Elementary School",0.1155,0.0577,0.0227,0.2825,0.0103,0.4144,0.0969,485
2015,"TOWNSEND ES",55I052170,"Elementary School",0.1143,0.0665,0.0208,0.2765,0.0146,0.3929,0.1143,481
2016,"TOWNSEND ES",55I052170,"Elementary School",0.1049,0.0670,0.0290,0.2277,0.0089,0.4487,0.1138,448
2014,"TRAUB ES",55I052175,"Elementary School",0.1243,0.0706,0.0198,0.2458,0.0085,0.3898,0.1412,354
2014,"MILBURN ES",35I029105,"Elementary School",0.0567,0.3546,0.0000,0.0142,0.0000,0.5745,0.0000,141
2015,"MILBURN ES",35I029105,"Elementary School",0.0526,0.3083,0.0000,0.0075,0.0000,0.6316,0.0000,133
2016,"MILBURN ES",35I029105,"Elementary School",0.0523,0.2941,0.0000,0.0196,0.0000,0.6340,0.0000,153
2014,"MILBURN HS",35I029705,"High School",0.0000,0.4032,0.0000,0.0323,0.0000,0.5645,0.0000,62
2015,"MILBURN HS",35I029705,"High School",0.0000,0.4464,0.0000,0.0179,0.0000,0.5357,0.0000,56
2016,"MILBURN HS",35I029705,"High School",0.0179,0.3036,0.0000,0.0000,0.0000,0.6786,0.0000,56
2014,"MILL CREEK ES",35I002105,"Elementary School",0.0208,0.3125,0.0000,0.0000,0.0000,0.6146,0.0521,96
2015,"MILL CREEK ES",35I002105,"Elementary School",0.0294,0.3235,0.0000,0.0000,0.0000,0.6275,0.0196,102
2016,"MILL CREEK ES",35I002105,"Elementary School",0.0485,0.3107,0.0000,0.0000,0.0000,0.6019,0.0388,103
2014,"MILL CREEK HS",35I002705,"High School",0.0833,0.2917,0.0208,0.0000,0.0000,0.5000,0.1042,48
2015,"MILL CREEK HS",35I002705,"High School",0.0339,0.3729,0.0000,0.0169,0.0000,0.4576,0.1186,59
2016,"MILL CREEK HS",35I002705,"High School",0.0588,0.3824,0.0147,0.0147,0.0000,0.4853,0.0441,68
2014,"MILLWOOD ES",55I037105,"Elementary School",0.0377,0.0130,0.0013,0.8648,0.0000,0.0117,0.0715,769
2015,"MILLWOOD ES",55I037105,"Elementary School",0.0423,0.0190,0.0000,0.8630,0.0000,0.0044,0.0714,686
2016,"MILLWOOD ES",55I037105,"Elementary School",0.0456,0.0228,0.0000,0.8526,0.0000,0.0030,0.0760,658
2014,"MILLWOOD HS",55I037705,"High School",0.0221,0.0037,0.0000,0.9446,0.0000,0.0037,0.0258,271
2015,"MILLWOOD HS",55I037705,"High School",0.0316,0.0035,0.0035,0.9263,0.0000,0.0035,0.0316,285
2016,"MILLWOOD HS",55I037705,"High School",0.0261,0.0075,0.0037,0.9216,0.0000,0.0037,0.0373,268
2014,"MINCO ES",26I002105,"Elementary School",0.1167,0.0133,0.0000,0.0033,0.0000,0.7633,0.1033,300
2015,"MINCO ES",26I002105,"Elementary School",0.1131,0.0141,0.0000,0.0000,0.0000,0.7739,0.0989,283
2016,"MINCO ES",26I002105,"Elementary School",0.1274,0.0116,0.0000,0.0000,0.0000,0.7683,0.0927,259
2014,"MINCO HS",26I002715,"High School",0.0698,0.0291,0.0000,0.0000,0.0000,0.8430,0.0581,172
2015,"MINCO HS",26I002715,"High School",0.0838,0.0599,0.0000,0.0120,0.0000,0.7904,0.0539,167
2016,"MINCO HS",26I002715,"High School",0.0943,0.0440,0.0000,0.0126,0.0000,0.7421,0.1069,159
2014,"MINCO MS",26I002505,"Middle School",0.0957,0.0522,0.0000,0.0000,0.0087,0.7565,0.0870,115
2015,"MINCO MS",26I002505,"Middle School",0.0826,0.0083,0.0000,0.0000,0.0083,0.7686,0.1322,121
2016,"MINCO MS",26I002505,"Middle School",0.0882,0.0000,0.0000,0.0000,0.0074,0.8309,0.0735,136
2014,"MOFFETT PUBLIC SCHOOL",68C068105,"Elementary School",0.0110,0.3453,0.0000,0.2293,0.0000,0.3481,0.0663,362
2015,"MOFFETT PUBLIC SCHOOL",68C068105,"Elementary School",0.0103,0.3111,0.0000,0.2391,0.0000,0.3830,0.0566,389
2016,"MOFFETT PUBLIC SCHOOL",68C068105,"Elementary School",0.0105,0.3272,0.0000,0.2199,0.0000,0.3874,0.0550,382
2014,"MONROE PUBLIC SCHOOL",40C011105,"Elementary School",0.0588,0.2605,0.0000,0.0000,0.0084,0.6471,0.0252,119
2015,"MONROE PUBLIC SCHOOL",40C011105,"Elementary School",0.0693,0.2970,0.0000,0.0000,0.0099,0.6139,0.0099,101
2016,"MONROE PUBLIC SCHOOL",40C011105,"Elementary School",0.0435,0.3130,0.0000,0.0261,0.0087,0.6087,0.0000,115
2014,"APPLE CREEK ES",14I002135,"Elementary School",0.1296,0.0389,0.0151,0.0518,0.0000,0.6371,0.1274,463
2015,"APPLE CREEK ES",14I002135,"Elementary School",0.0938,0.0460,0.0071,0.0478,0.0000,0.6513,0.1540,565
2016,"APPLE CREEK ES",14I002135,"Elementary School",0.1149,0.0557,0.0054,0.0413,0.0000,0.5889,0.1939,557
2014,"BRIARWOOD ES",14I002145,"Elementary School",0.1164,0.0436,0.0164,0.0473,0.0018,0.6255,0.1491,550
2015,"BRIARWOOD ES",14I002145,"Elementary School",0.1237,0.0390,0.0237,0.0508,0.0017,0.6203,0.1407,590
2016,"BRIARWOOD ES",14I002145,"Elementary School",0.1402,0.0287,0.0220,0.0608,0.0034,0.5676,0.1774,592
2014,"BRINK JHS",14I002610,"Middle School",0.1006,0.0602,0.0788,0.0394,0.0010,0.5633,0.1566,964
2015,"BRINK JHS",14I002610,"Middle School",0.1146,0.0598,0.0913,0.0436,0.0000,0.5335,0.1572,986
2016,"BRINK JHS",14I002610,"Middle School",0.1150,0.0439,0.1111,0.0439,0.0013,0.5155,0.1693,774
2014,"BROADMOORE ES",14I002170,"Elementary School",0.1016,0.0391,0.0156,0.0672,0.0016,0.5797,0.1953,640
2015,"BROADMOORE ES",14I002170,"Elementary School",0.1238,0.0387,0.0217,0.0619,0.0000,0.5557,0.1981,646
2016,"BROADMOORE ES",14I002170,"Elementary School",0.1076,0.0359,0.0140,0.0593,0.0000,0.5944,0.1888,641
2014,"BRYANT ES",14I002180,"Elementary School",0.1852,0.0489,0.0148,0.0519,0.0000,0.4978,0.2015,675
2015,"BRYANT ES",14I002180,"Elementary School",0.1941,0.0315,0.0087,0.0559,0.0000,0.5017,0.2080,572
2016,"BRYANT ES",14I002180,"Elementary School",0.2028,0.0347,0.0104,0.0572,0.0000,0.4853,0.2097,577
2014,"CENTRAL ES",14I002103,"Elementary School",0.0979,0.0691,0.0058,0.0384,0.0038,0.6161,0.1689,521
2015,"CENTRAL ES",14I002103,"Elementary School",0.1158,0.0483,0.0000,0.0463,0.0000,0.6120,0.1776,518
2016,"CENTRAL ES",14I002103,"Elementary School",0.1275,0.0487,0.0086,0.0487,0.0000,0.5802,0.1862,698
2014,"CENTRAL JHS",14I002685,"Middle School",0.1302,0.0712,0.0208,0.0764,0.0035,0.4792,0.2188,576
2015,"CENTRAL JHS",14I002685,"Middle School",0.1506,0.0786,0.0164,0.0720,0.0065,0.4746,0.2013,611
2016,"CENTRAL JHS",14I002685,"Middle School",0.1538,0.0638,0.0131,0.0786,0.0082,0.4664,0.2160,611
2014,"EARLYWINE ES",14I002165,"Elementary School",0.1198,0.0359,0.1856,0.0579,0.0040,0.4631,0.1337,501
2015,"EARLYWINE ES",14I002165,"Elementary School",0.1172,0.0335,0.1883,0.0523,0.0000,0.4540,0.1548,478
2016,"EARLYWINE ES",14I002165,"Elementary School",0.1235,0.0263,0.1943,0.0486,0.0000,0.4413,0.1660,494
2014,"EASTLAKE ES",14I002175,"Elementary School",0.0884,0.0542,0.0823,0.0361,0.0000,0.5201,0.2189,498
2015,"EASTLAKE ES",14I002175,"Elementary School",0.0903,0.0378,0.0945,0.0420,0.0000,0.5084,0.2269,476
2016,"EASTLAKE ES",14I002175,"Elementary School",0.1020,0.0317,0.0930,0.0317,0.0023,0.5397,0.1995,441
2014,"FAIRVIEW ES",14I002107,"Elementary School",0.1909,0.0568,0.0994,0.1025,0.0047,0.3864,0.1593,634
2015,"FAIRVIEW ES",14I002107,"Elementary School",0.2500,0.0382,0.0912,0.1029,0.0044,0.3662,0.1471,680
2016,"FAIRVIEW ES",14I002107,"Elementary School",0.2507,0.0404,0.0724,0.1393,0.0042,0.3496,0.1435,718
2014,"FISHER ES",14I002155,"Elementary School",0.0737,0.0454,0.1456,0.0662,0.0000,0.5123,0.1569,529
2015,"FISHER ES",14I002155,"Elementary School",0.0942,0.0321,0.1824,0.0441,0.0000,0.4970,0.1503,499
2016,"FISHER ES",14I002155,"Elementary School",0.1111,0.0335,0.1908,0.0377,0.0000,0.5073,0.1195,477
2014,"HERITAGE TRAILS ES",14I002190,"Elementary School",0.0959,0.0396,0.0384,0.0422,0.0026,0.5716,0.2097,782
2015,"HERITAGE TRAILS ES",14I002190,"Elementary School",0.1086,0.0257,0.0269,0.0479,0.0012,0.5911,0.1986,856
2016,"HERITAGE TRAILS ES",14I002190,"Elementary School",0.1201,0.0406,0.0288,0.0389,0.0000,0.5635,0.2081,591
2014,"HIGHLAND EAST JHS",14I002650,"Middle School",0.1140,0.0755,0.0247,0.0618,0.0000,0.5948,0.1291,728
2015,"HIGHLAND EAST JHS",14I002650,"Middle School",0.0984,0.0470,0.0308,0.0793,0.0015,0.5639,0.1791,681
2016,"HIGHLAND EAST JHS",14I002650,"Middle School",0.1118,0.0387,0.0268,0.0909,0.0030,0.5559,0.1729,671
2014,"HIGHLAND WEST JHS",14I002655,"Middle School",0.1429,0.0714,0.0183,0.0581,0.0000,0.4784,0.2309,602
2015,"HIGHLAND WEST JHS",14I002655,"Middle School",0.1542,0.0697,0.0216,0.0680,0.0000,0.4892,0.1973,603
2016,"HIGHLAND WEST JHS",14I002655,"Middle School",0.1645,0.0671,0.0224,0.0639,0.0000,0.5160,0.1661,626
2014,"HOUCHIN ES",14I002120,"Elementary School",0.2052,0.0499,0.0240,0.0758,0.0000,0.5009,0.1442,541
2015,"HOUCHIN ES",14I002120,"Elementary School",0.2598,0.0526,0.0255,0.0798,0.0017,0.4329,0.1477,589
2016,"HOUCHIN ES",14I002120,"Elementary School",0.2670,0.0466,0.0179,0.0914,0.0000,0.4301,0.1470,558
2014,"KELLEY ES",14I002108,"Elementary School",0.1904,0.0361,0.0160,0.0481,0.0000,0.5291,0.1804,499
2015,"KELLEY ES",14I002108,"Elementary School",0.2290,0.0546,0.0168,0.0462,0.0000,0.4601,0.1933,476
2016,"KELLEY ES",14I002108,"Elementary School",0.2407,0.0503,0.0132,0.0503,0.0000,0.4683,0.1772,378
2014,"KINGSGATE ES",14I002117,"Elementary School",0.1578,0.0511,0.0600,0.0600,0.0000,0.5200,0.1511,450
2015,"KINGSGATE ES",14I002117,"Elementary School",0.1860,0.0446,0.0659,0.0678,0.0019,0.4574,0.1764,516
2016,"KINGSGATE ES",14I002117,"Elementary School",0.2209,0.0446,0.0543,0.0736,0.0019,0.4477,0.1570,516
2014,"MOORE HS",14I002705,"High School",0.1100,0.0873,0.0223,0.0790,0.0013,0.5338,0.1663,2291
2015,"MOORE HS",14I002705,"High School",0.1174,0.0745,0.0192,0.0766,0.0012,0.5291,0.1819,2402
2016,"MOORE HS",14I002705,"High School",0.1315,0.0674,0.0231,0.0759,0.0016,0.5075,0.1929,2463
2014,"NORTHMOOR ES",14I002109,"Elementary School",0.1171,0.0492,0.0141,0.0398,0.0047,0.5363,0.2389,427
2015,"NORTHMOOR ES",14I002109,"Elementary School",0.1253,0.0449,0.0142,0.0260,0.0024,0.5626,0.2246,423
2016,"NORTHMOOR ES",14I002109,"Elementary School",0.1256,0.0477,0.0075,0.0452,0.0025,0.5829,0.1884,398
2014,"OAKRIDGE ES",14I002185,"Elementary School",0.1267,0.0586,0.0218,0.0463,0.0000,0.6322,0.1144,734
2015,"OAKRIDGE ES",14I002185,"Elementary School",0.0903,0.0573,0.0469,0.0313,0.0000,0.6337,0.1406,576
2016,"OAKRIDGE ES",14I002185,"Elementary School",0.0908,0.0558,0.0471,0.0279,0.0000,0.6056,0.1728,573
2014,"PLAZA TOWERS ES",14I002112,"Elementary School",0.1694,0.0511,0.0134,0.0349,0.0000,0.5484,0.1828,372
2015,"PLAZA TOWERS ES",14I002112,"Elementary School",0.1569,0.0585,0.0187,0.0375,0.0000,0.5621,0.1663,427
2016,"PLAZA TOWERS ES",14I002112,"Elementary School",0.1858,0.0436,0.0161,0.0482,0.0000,0.5344,0.1720,436
2014,"RED OAK ES",14I002140,"Elementary School",0.1279,0.0586,0.1172,0.0551,0.0000,0.5240,0.1172,563
2015,"RED OAK ES",14I002140,"Elementary School",0.1111,0.0591,0.1158,0.0496,0.0000,0.5319,0.1324,423
2016,"RED OAK ES",14I002140,"Elementary School",0.0933,0.0550,0.1124,0.0813,0.0000,0.5167,0.1411,418
2014,"SANTA FE ES",14I002130,"Elementary School",0.1377,0.0489,0.0399,0.0507,0.0000,0.5525,0.1703,552
2015,"SANTA FE ES",14I002130,"Elementary School",0.1377,0.0551,0.0465,0.0568,0.0017,0.5456,0.1566,581
2016,"SANTA FE ES",14I002130,"Elementary School",0.1328,0.0371,0.0508,0.0508,0.0000,0.5273,0.2012,512
2014,"SKY RANCH ES",14I002113,"Elementary School",0.2399,0.0343,0.0374,0.1106,0.0016,0.4174,0.1589,642
2015,"SKY RANCH ES",14I002113,"Elementary School",0.2681,0.0271,0.0331,0.1024,0.0000,0.4142,0.1551,664
2016,"SKY RANCH ES",14I002113,"Elementary School",0.2899,0.0351,0.0337,0.1040,0.0015,0.3441,0.1918,683
2014,"SOONER ES",14I002160,"Elementary School",0.1066,0.0444,0.0231,0.1350,0.0036,0.5293,0.1581,563
2015,"SOONER ES",14I002160,"Elementary School",0.0958,0.0479,0.0295,0.1215,0.0018,0.5396,0.1639,543
2016,"SOONER ES",14I002160,"Elementary School",0.1122,0.0501,0.0334,0.1551,0.0072,0.4439,0.1981,419
2015,"SOUTH LAKE ES",14I002195,"Elementary School",0.1045,0.0570,0.0333,0.0166,0.0024,0.5867,0.1995,421
2016,"SOUTH LAKE ES",14I002195,"Elementary School",0.1178,0.0579,0.0359,0.0200,0.0000,0.5689,0.1996,501
2014,"SOUTHGATE-RIPPETOE ES",14I002110,"Elementary School",0.1440,0.0573,0.0147,0.0491,0.0033,0.5646,0.1669,611
2015,"SOUTHGATE-RIPPETOE ES",14I002110,"Elementary School",0.1424,0.0586,0.0050,0.0519,0.0017,0.5729,0.1675,597
2016,"SOUTHGATE-RIPPETOE ES",14I002110,"Elementary School",0.1738,0.0484,0.0036,0.0556,0.0000,0.5161,0.2025,558
2014,"SOUTHMOORE HS",14I002715,"High School",0.1492,0.0852,0.0385,0.0794,0.0010,0.5168,0.1299,2078
2015,"SOUTHMOORE HS",14I002715,"High School",0.1514,0.0735,0.0389,0.0687,0.0014,0.5089,0.1571,2081
2016,"SOUTHMOORE HS",14I002715,"High School",0.1494,0.0688,0.0393,0.0629,0.0005,0.4870,0.1921,2035
2016,"SOUTHRIDGE JHS",14I002690,"Middle School",0.1179,0.0519,0.0755,0.0425,0.0000,0.5519,0.1604,212
2016,"TIMBER CREEK ES",14I002196,"Elementary School",0.1042,0.0458,0.0250,0.0229,0.0000,0.6229,0.1792,480
2014,"WAYLAND BONDS ES",14I002181,"Elementary School",0.0950,0.0531,0.1047,0.0223,0.0000,0.5447,0.1802,716
2015,"WAYLAND BONDS ES",14I002181,"Elementary School",0.1153,0.0577,0.1405,0.0450,0.0000,0.4757,0.1658,555
2016,"WAYLAND BONDS ES",14I002181,"Elementary School",0.1145,0.0522,0.1397,0.0438,0.0000,0.4949,0.1549,594
2014,"WEST JHS",14I002680,"Middle School",0.1997,0.0837,0.0821,0.0950,0.0064,0.4042,0.1288,621
2015,"WEST JHS",14I002680,"Middle School",0.2044,0.0586,0.0761,0.0967,0.0016,0.4010,0.1616,631
2016,"WEST JHS",14I002680,"Middle School",0.2182,0.0517,0.0671,0.0965,0.0028,0.4042,0.1594,715
2014,"WESTMOORE HS",14I002710,"High School",0.1557,0.0686,0.0989,0.0648,0.0005,0.4794,0.1320,2113
2015,"WESTMOORE HS",14I002710,"High School",0.1526,0.0708,0.0970,0.0596,0.0009,0.4700,0.1491,2247
2016,"WESTMOORE HS",14I002710,"High School",0.1601,0.0596,0.0962,0.0605,0.0017,0.4547,0.1671,2298
2014,"WINDING CREEK ES",14I002125,"Elementary School",0.1115,0.0617,0.0154,0.0686,0.0000,0.5626,0.1801,583
2015,"WINDING CREEK ES",14I002125,"Elementary School",0.1161,0.0573,0.0139,0.0480,0.0000,0.5789,0.1858,646
2016,"WINDING CREEK ES",14I002125,"Elementary School",0.1007,0.0533,0.0148,0.0474,0.0000,0.5778,0.2059,675
2014,"MOORELAND ES",77I002105,"Elementary School",0.0756,0.0176,0.0050,0.0025,0.0025,0.8690,0.0277,397
2015,"MOORELAND ES",77I002105,"Elementary School",0.0805,0.0156,0.0052,0.0000,0.0000,0.8597,0.0390,385
2016,"MOORELAND ES",77I002105,"Elementary School",0.0911,0.0222,0.0049,0.0025,0.0000,0.8350,0.0443,406
2016,"MOORELAND HS",77I002715,"High School",0.0448,0.0075,0.0075,0.0000,0.0000,0.8657,0.0746,134
2014,"SENIOR HS",77I002715,"High School",0.0576,0.0288,0.0144,0.0072,0.0000,0.8489,0.0432,139
2015,"SENIOR HS",77I002715,"High School",0.0692,0.0231,0.0077,0.0000,0.0000,0.8538,0.0462,130
2014,"MORRIS ES",56I003105,"Elementary School",0.0132,0.2838,0.0038,0.0244,0.0000,0.5207,0.1541,532
2015,"MORRIS ES",56I003105,"Elementary School",0.0177,0.2854,0.0039,0.0256,0.0000,0.4724,0.1949,508
2016,"MORRIS ES",56I003105,"Elementary School",0.0097,0.2743,0.0058,0.0272,0.0000,0.4669,0.2160,514
2014,"MORRIS HS",56I003705,"High School",0.0186,0.2267,0.0093,0.0186,0.0000,0.5652,0.1615,322
2015,"MORRIS HS",56I003705,"High School",0.0000,0.2296,0.0060,0.0181,0.0000,0.5982,0.1480,331
2016,"MORRIS HS",56I003705,"High School",0.0156,0.2156,0.0031,0.0281,0.0000,0.5750,0.1625,320
2014,"MORRIS MS",56I003505,"Middle School",0.0084,0.2605,0.0042,0.0462,0.0000,0.5252,0.1555,238
2015,"MORRIS MS",56I003505,"Middle School",0.0081,0.3145,0.0000,0.0605,0.0000,0.5363,0.0806,248
2016,"MORRIS MS",56I003505,"Middle School",0.0200,0.3520,0.0000,0.0560,0.0000,0.5080,0.0640,250
2014,"MORRISON ES",52I006105,"Elementary School",0.0262,0.0426,0.0033,0.0066,0.0033,0.6557,0.2623,305
2015,"MORRISON ES",52I006105,"Elementary School",0.0256,0.0366,0.0000,0.0220,0.0037,0.6703,0.2418,273
2016,"MORRISON ES",52I006105,"Elementary School",0.0299,0.0507,0.0030,0.0060,0.0030,0.7045,0.2030,335
2014,"MORRISON HS",52I006705,"High School",0.0423,0.0211,0.0000,0.0070,0.0070,0.5070,0.4155,142
2015,"MORRISON HS",52I006705,"High School",0.0357,0.0143,0.0000,0.0143,0.0071,0.5357,0.3929,140
2016,"MORRISON HS",52I006705,"High School",0.0333,0.0067,0.0000,0.0000,0.0067,0.5933,0.3600,150
2014,"MORRISON MS",52I006510,"Middle School",0.0000,0.0168,0.0000,0.0084,0.0000,0.6218,0.3529,119
2015,"MORRISON MS",52I006510,"Middle School",0.0000,0.0164,0.0082,0.0000,0.0000,0.6230,0.3525,122
2016,"MORRISON MS",52I006510,"Middle School",0.0233,0.0233,0.0116,0.0000,0.0000,0.6047,0.3372,86
2014,"MOSELEY PUBLIC SCHOOL",21C034105,"Elementary School",0.1106,0.4470,0.0000,0.0184,0.0000,0.4240,0.0000,217
2015,"MOSELEY PUBLIC SCHOOL",21C034105,"Elementary School",0.1372,0.4469,0.0354,0.0310,0.0000,0.3496,0.0000,226
2016,"MOSELEY PUBLIC SCHOOL",21C034105,"Elementary School",0.0902,0.4549,0.0082,0.0410,0.0000,0.3893,0.0164,244
2014,"MOSS ES",32I001105,"Elementary School",0.1053,0.1474,0.0053,0.0053,0.0000,0.5632,0.1737,190
2015,"MOSS ES",32I001105,"Elementary School",0.1031,0.1237,0.0052,0.0000,0.0000,0.6031,0.1649,194
2016,"MOSS ES",32I001105,"Elementary School",0.0625,0.1250,0.0052,0.0000,0.0000,0.6406,0.1667,192
2014,"MOSS HS",32I001705,"High School",0.0795,0.3409,0.0000,0.0114,0.0000,0.5227,0.0455,88
2015,"MOSS HS",32I001705,"High School",0.0714,0.1224,0.0000,0.0204,0.0000,0.6327,0.1531,98
2016,"MOSS HS",32I001705,"High School",0.0568,0.1250,0.0000,0.0114,0.0000,0.5909,0.2159,88
2014,"MOUNDS ES",19I005105,"Elementary School",0.0573,0.2983,0.0000,0.0143,0.0000,0.5990,0.0310,419
2015,"MOUNDS ES",19I005105,"Elementary School",0.0587,0.2812,0.0000,0.0147,0.0024,0.5844,0.0587,409
2016,"MOUNDS ES",19I005105,"Elementary School",0.0467,0.2850,0.0000,0.0049,0.0025,0.5995,0.0614,407
2014,"MOUNDS HS",19I005705,"High School",0.0920,0.2701,0.0000,0.0115,0.0000,0.5805,0.0460,174
2015,"MOUNDS HS",19I005705,"High School",0.0852,0.2727,0.0000,0.0057,0.0000,0.6080,0.0284,176
2016,"MOUNDS HS",19I005705,"High School",0.0778,0.2667,0.0000,0.0111,0.0000,0.6056,0.0389,180
2014,"MOUNTAIN VIEW-GOTEBO ES",38I003110,"Elementary School",0.1307,0.1809,0.0000,0.0000,0.0000,0.5980,0.0905,199
2015,"MOUNTAIN VIEW-GOTEBO ES",38I003110,"Elementary School",0.1209,0.1593,0.0000,0.0000,0.0000,0.5714,0.1484,182
2016,"MOUNTAIN VIEW-GOTEBO ES",38I003110,"Elementary School",0.1376,0.1323,0.0000,0.0053,0.0000,0.5767,0.1481,189
2014,"MOUNTAIN VIEW-GOTEBO HS",38I003715,"High School",0.1127,0.1690,0.0000,0.0000,0.0000,0.6901,0.0282,71
2015,"MOUNTAIN VIEW-GOTEBO HS",38I003715,"High School",0.0606,0.1515,0.0000,0.0000,0.0000,0.7879,0.0000,66
2016,"MOUNTAIN VIEW-GOTEBO HS",38I003715,"High School",0.0923,0.2154,0.0000,0.0000,0.0000,0.6769,0.0154,65
2014,"MOYERS ES",64I022105,"Elementary School",0.0241,0.2711,0.0120,0.0000,0.0000,0.6928,0.0000,166
2015,"MOYERS ES",64I022105,"Elementary School",0.0316,0.2595,0.0127,0.0000,0.0000,0.6962,0.0000,158
2016,"MOYERS ES",64I022105,"Elementary School",0.0340,0.2245,0.0000,0.0000,0.0000,0.7347,0.0068,147
2014,"MOYERS HS",64I022705,"High School",0.0192,0.3077,0.0000,0.0000,0.0000,0.6538,0.0192,52
2015,"MOYERS HS",64I022705,"High School",0.0179,0.3393,0.0000,0.0000,0.0000,0.6250,0.0179,56
2016,"MOYERS HS",64I022705,"High School",0.0000,0.2295,0.0000,0.0000,0.0000,0.7213,0.0492,61
2014,"MULDROW ES",68I003110,"Elementary School",0.0508,0.2780,0.0119,0.0102,0.0000,0.5746,0.0746,590
2015,"MULDROW ES",68I003110,"Elementary School",0.0566,0.2726,0.0195,0.0106,0.0000,0.5735,0.0673,565
2016,"MULDROW ES",68I003110,"Elementary School",0.0598,0.2636,0.0141,0.0053,0.0000,0.5308,0.1265,569
2014,"MULDROW HS",68I003705,"High School",0.0394,0.3649,0.0138,0.0296,0.0020,0.4753,0.0750,507
2015,"MULDROW HS",68I003705,"High School",0.0586,0.3960,0.0141,0.0303,0.0000,0.4444,0.0566,495
2016,"MULDROW HS",68I003705,"High School",0.0653,0.4041,0.0102,0.0327,0.0000,0.4347,0.0531,490
2014,"MULDROW MS",68I003510,"Middle School",0.0833,0.3953,0.0043,0.0321,0.0021,0.4573,0.0256,468
2015,"MULDROW MS",68I003510,"Middle School",0.0681,0.4022,0.0088,0.0418,0.0000,0.4637,0.0154,455
2016,"MULDROW MS",68I003510,"Middle School",0.0802,0.3750,0.0142,0.0330,0.0047,0.4693,0.0236,424
2014,"MULHALL-ORLANDO ES",42I003105,"Elementary School",0.0407,0.0756,0.0116,0.0000,0.0000,0.8372,0.0349,172
2015,"MULHALL-ORLANDO ES",42I003105,"Elementary School",0.0629,0.0629,0.0114,0.0000,0.0000,0.8171,0.0457,175
2016,"MULHALL-ORLANDO ES",42I003105,"Elementary School",0.0753,0.0591,0.0108,0.0000,0.0000,0.7849,0.0699,186
2014,"MULHALL-ORLANDO HS",42I003705,"High School",0.0714,0.0429,0.0000,0.0000,0.0000,0.8143,0.0714,70
2015,"MULHALL-ORLANDO HS",42I003705,"High School",0.0469,0.0469,0.0000,0.0000,0.0000,0.8438,0.0625,64
2016,"MULHALL-ORLANDO HS",42I003705,"High School",0.0435,0.0435,0.0000,0.0000,0.0000,0.8696,0.0435,69
2014,"ALICE ROBERTSON JHS",51I020505,"Middle School",0.1290,0.2316,0.0069,0.1956,0.0014,0.3051,0.1304,721
2015,"ALICE ROBERTSON JHS",51I020505,"Middle School",0.1418,0.2210,0.0061,0.1982,0.0000,0.2957,0.1372,656
