Year,SchoolName,SchoolCode,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
2015,"CENTENNIAL ES",55I012175,"Elementary School",0.0649,0.0154,0.0352,0.0132,0.0000,0.8163,0.0550,909
2016,"CENTENNIAL ES",55I012175,"Elementary School",0.0592,0.0197,0.0407,0.0197,0.0000,0.8126,0.0481,811
2014,"CENTRAL MS",55I012525,"Middle School",0.1479,0.0278,0.0367,0.1492,0.0000,0.5638,0.0746,791
2015,"CENTRAL MS",55I012525,"Middle School",0.1746,0.0190,0.0344,0.1354,0.0036,0.5570,0.0760,842
2016,"CENTRAL MS",55I012525,"Middle School",0.1902,0.0156,0.0299,0.1364,0.0072,0.5502,0.0706,836
2014,"CHARLES HASKELL ES",55I012150,"Elementary School",0.0918,0.0184,0.1228,0.1883,0.0011,0.4845,0.0930,871
2015,"CHARLES HASKELL ES",55I012150,"Elementary School",0.0971,0.0169,0.1230,0.1941,0.0102,0.4549,0.1038,886
2016,"CHARLES HASKELL ES",55I012150,"Elementary School",0.1014,0.0169,0.1196,0.2114,0.0060,0.4384,0.1063,828
2014,"CHEYENNE MS",55I012510,"Middle School",0.0737,0.0228,0.0384,0.0893,0.0010,0.7103,0.0644,963
2015,"CHEYENNE MS",55I012510,"Middle School",0.0625,0.0233,0.0424,0.0879,0.0011,0.7066,0.0763,944
2016,"CHEYENNE MS",55I012510,"Middle School",0.0822,0.0203,0.0477,0.1004,0.0020,0.6734,0.0740,986
2014,"CHISHOLM ES",55I012140,"Elementary School",0.0691,0.0136,0.0420,0.0257,0.0041,0.7696,0.0759,738
2015,"CHISHOLM ES",55I012140,"Elementary School",0.0718,0.0103,0.0410,0.0256,0.0051,0.7641,0.0821,780
2016,"CHISHOLM ES",55I012140,"Elementary School",0.0717,0.0073,0.0328,0.0255,0.0049,0.7764,0.0814,823
2014,"CIMARRON MS",55I012505,"Middle School",0.0741,0.0304,0.0291,0.0780,0.0013,0.7183,0.0688,756
2015,"CIMARRON MS",55I012505,"Middle School",0.0699,0.0290,0.0237,0.0752,0.0040,0.7375,0.0607,758
2016,"CIMARRON MS",55I012505,"Middle School",0.0847,0.0374,0.0249,0.0859,0.0012,0.6999,0.0660,803
2014,"CLEGERN ES",55I012105,"Elementary School",0.0437,0.0257,0.0746,0.0206,0.0000,0.7481,0.0874,389
2015,"CLEGERN ES",55I012105,"Elementary School",0.0402,0.0251,0.0678,0.0151,0.0025,0.7588,0.0905,398
2016,"CLEGERN ES",55I012105,"Elementary School",0.0504,0.0302,0.0579,0.0202,0.0000,0.7355,0.1058,397
2014,"CROSS TIMBERS ES",55I012155,"Elementary School",0.0807,0.0231,0.0124,0.0151,0.0009,0.7995,0.0683,1127
2015,"CROSS TIMBERS ES",55I012155,"Elementary School",0.0757,0.0168,0.0126,0.0193,0.0008,0.8024,0.0723,1189
2016,"CROSS TIMBERS ES",55I012155,"Elementary School",0.0875,0.0138,0.0138,0.0196,0.0000,0.7986,0.0667,869
2014,"FRONTIER ES",55I012180,"Elementary School",0.0639,0.0206,0.0330,0.0804,0.0000,0.7093,0.0928,485
2015,"FRONTIER ES",55I012180,"Elementary School",0.0664,0.0314,0.0461,0.0646,0.0000,0.6845,0.1070,542
2016,"FRONTIER ES",55I012180,"Elementary School",0.0495,0.0325,0.0572,0.0819,0.0000,0.6770,0.1020,647
2016,"HERITAGE ES",55I012185,"Elementary School",0.0965,0.0116,0.0116,0.0116,0.0019,0.7722,0.0946,518
2014,"IDA FREEMAN ES",55I012115,"Elementary School",0.1528,0.0251,0.0251,0.1219,0.0039,0.5899,0.0812,517
2015,"IDA FREEMAN ES",55I012115,"Elementary School",0.1907,0.0284,0.0264,0.1237,0.0000,0.5274,0.1034,493
2016,"IDA FREEMAN ES",55I012115,"Elementary School",0.1667,0.0241,0.0201,0.1165,0.0080,0.5482,0.1165,498
2014,"JOHN ROSS ES",55I012145,"Elementary School",0.0450,0.0219,0.0369,0.0957,0.0000,0.7070,0.0934,867
2015,"JOHN ROSS ES",55I012145,"Elementary School",0.0552,0.0270,0.0340,0.1150,0.0000,0.6772,0.0915,852
2016,"JOHN ROSS ES",55I012145,"Elementary School",0.0606,0.0256,0.0490,0.1142,0.0000,0.6527,0.0979,858
2014,"MEMORIAL HS",55I012705,"High School",0.0884,0.0273,0.0367,0.0780,0.0019,0.6935,0.0743,2127
2015,"MEMORIAL HS",55I012705,"High School",0.0990,0.0255,0.0347,0.0828,0.0019,0.6765,0.0796,2161
2016,"MEMORIAL HS",55I012705,"High School",0.1021,0.0251,0.0320,0.0854,0.0014,0.6872,0.0668,2155
2014,"NORTH HS",55I012715,"High School",0.0702,0.0249,0.0313,0.0546,0.0008,0.7644,0.0538,2492
2015,"NORTH HS",55I012715,"High School",0.0723,0.0271,0.0371,0.0538,0.0012,0.7521,0.0565,2586
2016,"NORTH HS",55I012715,"High School",0.0794,0.0208,0.0393,0.0560,0.0004,0.7360,0.0681,2644
2014,"NORTHERN HILLS ES",55I012122,"Elementary School",0.0759,0.0277,0.0672,0.1095,0.0000,0.6438,0.0759,685
2015,"NORTHERN HILLS ES",55I012122,"Elementary School",0.0708,0.0332,0.0650,0.1127,0.0058,0.6199,0.0925,692
2016,"NORTHERN HILLS ES",55I012122,"Elementary School",0.0858,0.0253,0.0520,0.1083,0.0042,0.6188,0.1055,711
2014,"ORVIS RISNER ES",55I012125,"Elementary School",0.0938,0.0247,0.0181,0.1201,0.0033,0.6283,0.1118,608
2015,"ORVIS RISNER ES",55I012125,"Elementary School",0.1235,0.0292,0.0206,0.1081,0.0017,0.5986,0.1184,583
2016,"ORVIS RISNER ES",55I012125,"Elementary School",0.1329,0.0290,0.0307,0.1124,0.0000,0.5945,0.1005,587
2014,"RUSSELL DOUGHERTY ES",55I012110,"Elementary School",0.0444,0.0137,0.0580,0.0205,0.0000,0.8123,0.0512,293
2015,"RUSSELL DOUGHERTY ES",55I012110,"Elementary School",0.0569,0.0167,0.0502,0.0033,0.0000,0.8194,0.0535,299
2016,"RUSSELL DOUGHERTY ES",55I012110,"Elementary School",0.0547,0.0096,0.0547,0.0000,0.0000,0.8006,0.0804,311
2014,"SANTA FE HS",55I012720,"High School",0.1023,0.0173,0.0686,0.2059,0.0023,0.5223,0.0814,2200
2015,"SANTA FE HS",55I012720,"High School",0.1130,0.0206,0.0758,0.2044,0.0004,0.5047,0.0811,2231
2016,"SANTA FE HS",55I012720,"High School",0.1023,0.0239,0.0743,0.2081,0.0009,0.5023,0.0883,2220
2014,"SEQUOYAH MS",55I012515,"Middle School",0.0680,0.0232,0.0409,0.0293,0.0000,0.7730,0.0656,1295
2015,"SEQUOYAH MS",55I012515,"Middle School",0.0761,0.0230,0.0397,0.0301,0.0008,0.7629,0.0674,1261
2016,"SEQUOYAH MS",55I012515,"Middle School",0.0670,0.0223,0.0357,0.0327,0.0015,0.7835,0.0573,1344
2014,"SUMMIT MS",55I012520,"Middle School",0.0899,0.0202,0.1067,0.2067,0.0017,0.4924,0.0824,1190
2015,"SUMMIT MS",55I012520,"Middle School",0.1057,0.0197,0.1081,0.1810,0.0057,0.4832,0.0966,1221
2016,"SUMMIT MS",55I012520,"Middle School",0.1056,0.0154,0.1015,0.1828,0.0081,0.4736,0.1129,1231
2014,"SUNSET ES",55I012130,"Elementary School",0.2294,0.0206,0.0191,0.2029,0.0015,0.4456,0.0809,680
2015,"SUNSET ES",55I012130,"Elementary School",0.2667,0.0207,0.0074,0.1852,0.0030,0.4281,0.0889,675
2016,"SUNSET ES",55I012130,"Elementary School",0.2841,0.0215,0.0143,0.1736,0.0014,0.4089,0.0961,697
2014,"WASHINGTON IRVING ES",55I012160,"Elementary School",0.0884,0.0143,0.0299,0.1105,0.0000,0.6762,0.0806,769
2015,"WASHINGTON IRVING ES",55I012160,"Elementary School",0.0760,0.0142,0.0361,0.1237,0.0000,0.6740,0.0760,776
2016,"WASHINGTON IRVING ES",55I012160,"Elementary School",0.0774,0.0105,0.0407,0.1155,0.0013,0.6654,0.0892,762
2014,"WEST FIELD ES",55I012170,"Elementary School",0.0642,0.0164,0.0819,0.1184,0.0000,0.6159,0.1033,794
2015,"WEST FIELD ES",55I012170,"Elementary School",0.0659,0.0180,0.0827,0.1319,0.0000,0.6223,0.0791,834
2016,"WEST FIELD ES",55I012170,"Elementary School",0.0765,0.0165,0.0918,0.1353,0.0024,0.5906,0.0871,850
2014,"WILL ROGERS ES",55I012135,"Elementary School",0.1806,0.0176,0.0529,0.0617,0.0029,0.6006,0.0837,681
2015,"WILL ROGERS ES",55I012135,"Elementary School",0.1706,0.0210,0.0462,0.0783,0.0112,0.6070,0.0657,715
2016,"WILL ROGERS ES",55I012135,"Elementary School",0.1725,0.0333,0.0420,0.0696,0.0130,0.6159,0.0536,690
2014,"EL RENO HS",09I034705,"High School",0.2088,0.1296,0.0038,0.0440,0.0013,0.5270,0.0855,795
2015,"EL RENO HS",09I034705,"High School",0.2175,0.1370,0.0060,0.0373,0.0024,0.5036,0.0962,832
2016,"EL RENO HS",09I034705,"High School",0.2083,0.1405,0.0048,0.0357,0.0012,0.4964,0.1131,840
2014,"ETTA DALE JHS",09I034610,"Middle School",0.2567,0.1604,0.0000,0.0428,0.0000,0.4492,0.0909,187
2015,"ETTA DALE JHS",09I034610,"Middle School",0.1750,0.1313,0.0063,0.0250,0.0000,0.5500,0.1125,160
2016,"ETTA DALE JHS",09I034610,"Middle School",0.2795,0.0980,0.0000,0.0259,0.0029,0.4784,0.1153,347
2014,"HILLCREST ES",09I034110,"Elementary School",0.2740,0.0678,0.0028,0.0339,0.0000,0.5339,0.0876,354
2015,"HILLCREST ES",09I034110,"Elementary School",0.2618,0.0891,0.0000,0.0474,0.0000,0.5125,0.0891,359
2016,"HILLCREST ES",09I034110,"Elementary School",0.2744,0.0762,0.0000,0.0274,0.0000,0.5305,0.0915,328
2016,"LESLIE F ROBLYER LEARNING CTR",09I034510,"Middle School",0.2226,0.1585,0.0000,0.0244,0.0030,0.4878,0.1037,328
2014,"LESLIE F. ROBLYER MS",09I034510,"Middle School",0.2271,0.0915,0.0034,0.0407,0.0000,0.5220,0.1153,295
2015,"LESLIE F. ROBLYER MS",09I034510,"Middle School",0.2645,0.1097,0.0000,0.0355,0.0000,0.4774,0.1129,310
2014,"LINCOLN ES",09I034120,"Elementary School",0.2317,0.1302,0.0000,0.0159,0.0000,0.4825,0.1397,315
2015,"LINCOLN ES",09I034120,"Elementary School",0.2727,0.1242,0.0000,0.0364,0.0000,0.4545,0.1121,330
2016,"LINCOLN LEARNING CTR",09I034120,"Elementary School",0.2816,0.1316,0.0000,0.0421,0.0026,0.4421,0.1000,380
2014,"ROSE WITCHER ES",09I034135,"Elementary School",0.3199,0.0982,0.0000,0.0302,0.0000,0.4408,0.1108,397
2015,"ROSE WITCHER ES",09I034135,"Elementary School",0.2850,0.1043,0.0000,0.0280,0.0000,0.4682,0.1145,393
2016,"ROSE WITCHER ES",09I034135,"Elementary School",0.2670,0.1141,0.0000,0.0437,0.0024,0.4854,0.0874,412
2014,"WEBSTER ES",09I034130,"Elementary School",0.2763,0.1316,0.0000,0.0263,0.0000,0.4671,0.0987,152
2015,"WEBSTER ES",09I034130,"Elementary School",0.2294,0.1882,0.0000,0.0059,0.0000,0.4176,0.1588,170
2014,"ELDORADO ES",33I025105,"Elementary School",0.3194,0.0694,0.0000,0.0000,0.0000,0.6111,0.0000,72
2015,"ELDORADO ES",33I025105,"Elementary School",0.2653,0.1020,0.0000,0.0000,0.0000,0.6122,0.0204,49
2016,"ELDORADO ES",33I025105,"Elementary School",0.3673,0.0816,0.0000,0.0000,0.0000,0.5306,0.0204,49
2014,"ELDORADO HS",33I025705,"High School",0.3030,0.0606,0.0000,0.0909,0.0000,0.5455,0.0000,33
2015,"ELDORADO HS",33I025705,"High School",0.3871,0.0645,0.0000,0.0323,0.0000,0.5161,0.0000,31
2016,"ELDORADO HS",33I025705,"High School",0.4400,0.0400,0.0000,0.0400,0.0000,0.4800,0.0000,25
2014,"ELGIN ES",16I016105,"Elementary School",0.1366,0.1169,0.0035,0.0255,0.0046,0.6366,0.0764,864
2015,"ELGIN ES",16I016105,"Elementary School",0.1266,0.1185,0.0023,0.0209,0.0035,0.6365,0.0918,861
2016,"ELGIN ES",16I016105,"Elementary School",0.1364,0.1190,0.0065,0.0141,0.0032,0.6353,0.0855,924
2014,"ELGIN HS",16I016705,"High School",0.0757,0.1382,0.0099,0.0526,0.0033,0.6957,0.0247,608
2015,"ELGIN HS",16I016705,"High School",0.0715,0.1311,0.0060,0.0641,0.0030,0.6855,0.0387,671
2016,"ELGIN HS",16I016705,"High School",0.0758,0.1397,0.0074,0.0386,0.0045,0.6790,0.0550,673
2014,"ELGIN MS",16I016505,"Middle School",0.0903,0.1106,0.0093,0.0405,0.0047,0.6604,0.0841,642
2015,"ELGIN MS",16I016505,"Middle School",0.1037,0.0869,0.0091,0.0366,0.0046,0.6738,0.0854,656
2016,"ELGIN MS",16I016505,"Middle School",0.1284,0.0866,0.0075,0.0373,0.0045,0.6328,0.1030,670
2014,"8TH AND 9TH GRADE CTR",05I006610,"Middle School",0.1911,0.0630,0.0081,0.0447,0.0000,0.6646,0.0285,492
2015,"8TH AND 9TH GRADE CTR",05I006610,"Middle School",0.2220,0.0625,0.0086,0.0431,0.0000,0.6185,0.0453,464
2016,"8TH AND 9TH GRADE CTR",05I006610,"Middle School",0.2367,0.0464,0.0116,0.0418,0.0000,0.6241,0.0394,431
2014,"ELK CITY HS",05I006705,"High School",0.1667,0.0443,0.0078,0.0625,0.0000,0.6719,0.0469,384
2015,"ELK CITY HS",05I006705,"High School",0.1729,0.0607,0.0070,0.0748,0.0000,0.6636,0.0210,428
2016,"ELK CITY HS",05I006705,"High School",0.1866,0.0766,0.0024,0.0526,0.0000,0.6603,0.0215,418
2014,"FAIRVIEW ES",05I006105,"Elementary School",0.2131,0.0533,0.0097,0.0557,0.0000,0.6150,0.0533,413
2015,"FAIRVIEW ES",05I006105,"Elementary School",0.2303,0.0437,0.0117,0.0437,0.0000,0.6093,0.0612,343
2016,"FAIRVIEW ES",05I006105,"Elementary School",0.2635,0.0381,0.0127,0.0349,0.0000,0.5651,0.0857,315
2014,"GRANDVIEW 5TH/6TH GRADE CTR",05I006115,"Elementary School",0.2251,0.0611,0.0064,0.0289,0.0000,0.6270,0.0514,311
2015,"GRANDVIEW 5TH/6TH GRADE CTR",05I006115,"Elementary School",0.2000,0.0485,0.0061,0.0394,0.0000,0.6515,0.0545,330
2016,"GRANDVIEW 5TH/6TH GRADE CTR",05I006115,"Elementary School",0.1738,0.0579,0.0152,0.0335,0.0000,0.6555,0.0640,328
2014,"NORTHEAST ES",05I006120,"Elementary School",0.2176,0.0415,0.0104,0.0389,0.0000,0.6477,0.0440,386
2015,"NORTHEAST ES",05I006120,"Elementary School",0.2723,0.0407,0.0051,0.0305,0.0000,0.6005,0.0509,393
2016,"NORTHEAST ES",05I006120,"Elementary School",0.2857,0.0387,0.0149,0.0208,0.0000,0.5774,0.0625,336
2014,"PIONEER ES",05I006110,"Elementary School",0.2488,0.0293,0.0122,0.0415,0.0000,0.6244,0.0439,410
2015,"PIONEER ES",05I006110,"Elementary School",0.2606,0.0212,0.0212,0.0515,0.0000,0.5758,0.0697,330
2016,"PIONEER ES",05I006110,"Elementary School",0.2163,0.0658,0.0157,0.0345,0.0000,0.6050,0.0627,319
2014,"ELMORE CITY JHS",25I072605,"Middle School",0.0649,0.0909,0.0000,0.0000,0.0000,0.7922,0.0519,77
2015,"ELMORE CITY JHS",25I072605,"Middle School",0.0548,0.0685,0.0000,0.0274,0.0000,0.7808,0.0685,73
2016,"ELMORE CITY JHS",25I072605,"Middle School",0.0820,0.0656,0.0000,0.0164,0.0000,0.7049,0.1311,61
2014,"ELMORE CITY-PERNELL ES",25I072105,"Elementary School",0.0481,0.1512,0.0034,0.0000,0.0034,0.6667,0.1271,291
2015,"ELMORE CITY-PERNELL ES",25I072105,"Elementary School",0.0445,0.1507,0.0000,0.0068,0.0034,0.6986,0.0959,292
2016,"ELMORE CITY-PERNELL ES",25I072105,"Elementary School",0.0255,0.1497,0.0032,0.0064,0.0032,0.7229,0.0892,314
2014,"SENIOR HS",25I072715,"High School",0.0224,0.0299,0.0000,0.0075,0.0075,0.8284,0.1045,134
2015,"SENIOR HS",25I072715,"High School",0.0455,0.0455,0.0000,0.0000,0.0000,0.8333,0.0758,132
2016,"SENIOR HS",25I072715,"High School",0.0483,0.0690,0.0000,0.0000,0.0000,0.8276,0.0552,145
2014,"EMPIRE ES",69I021105,"Elementary School",0.1039,0.0455,0.0000,0.0130,0.0000,0.8214,0.0162,308
2015,"EMPIRE ES",69I021105,"Elementary School",0.1520,0.0405,0.0000,0.0101,0.0000,0.7703,0.0270,296
2016,"EMPIRE ES",69I021105,"Elementary School",0.1564,0.0000,0.0000,0.0065,0.0000,0.6873,0.1498,307
2014,"EMPIRE HS",69I021715,"High School",0.1074,0.0248,0.0000,0.0083,0.0000,0.8512,0.0083,121
2015,"EMPIRE HS",69I021715,"High School",0.1261,0.0420,0.0000,0.0000,0.0000,0.8235,0.0084,119
2016,"EMPIRE HS",69I021715,"High School",0.1463,0.0488,0.0000,0.0000,0.0000,0.7967,0.0081,123
2014,"EMPIRE JHS",69I021605,"Middle School",0.1231,0.0000,0.0000,0.0154,0.0000,0.8615,0.0000,65
2015,"EMPIRE JHS",69I021605,"Middle School",0.1311,0.0328,0.0000,0.0000,0.0000,0.8197,0.0164,61
2016,"EMPIRE JHS",69I021605,"Middle School",0.1000,0.0714,0.0000,0.0000,0.0000,0.8143,0.0143,70
2014,"ADAMS ES",24I057105,"Elementary School",0.2668,0.0155,0.0052,0.0725,0.1917,0.3601,0.0881,386
2015,"ADAMS ES",24I057105,"Elementary School",0.3217,0.0174,0.0058,0.0725,0.1594,0.3420,0.0812,345
2016,"ADAMS ES",24I057105,"Elementary School",0.3353,0.0202,0.0087,0.0578,0.1243,0.3844,0.0694,346
2015,"CARVER EARLY CHILDHOOD CTR",24I057115,"Elementary School",0.1844,0.0355,0.0142,0.0567,0.1986,0.4043,0.1064,141
2016,"CARVER EARLY CHILDHOOD CTR",24I057115,"Elementary School",0.3430,0.0349,0.0000,0.0349,0.1047,0.4128,0.0698,172
2014,"COOLIDGE ES",24I057120,"Elementary School",0.4603,0.0185,0.0000,0.0240,0.1349,0.3179,0.0444,541
2015,"COOLIDGE ES",24I057120,"Elementary School",0.5068,0.0193,0.0000,0.0097,0.1412,0.2824,0.0406,517
2016,"COOLIDGE ES",24I057120,"Elementary School",0.5102,0.0205,0.0019,0.0186,0.1527,0.2421,0.0540,537
2014,"DEWITT WALLER MS",24I057515,"Middle School",0.1029,0.0196,0.0229,0.0507,0.0163,0.6814,0.1062,612
2015,"DEWITT WALLER MS",24I057515,"Middle School",0.1172,0.0244,0.0198,0.0426,0.0213,0.6712,0.1035,657
2016,"DEWITT WALLER MS",24I057515,"Middle School",0.1226,0.0251,0.0279,0.0404,0.0362,0.6546,0.0933,718
2014,"EISENHOWER ES",24I057125,"Elementary School",0.1589,0.0000,0.0000,0.0927,0.0000,0.6358,0.1126,151
2015,"EISENHOWER ES",24I057125,"Elementary School",0.1438,0.0063,0.0250,0.0813,0.0438,0.6125,0.0875,160
2016,"EISENHOWER ES",24I057125,"Elementary School",0.1118,0.0000,0.0062,0.1242,0.0745,0.5776,0.1056,161
2014,"EMERSON MS",24I057505,"Middle School",0.2230,0.0245,0.0025,0.0392,0.0417,0.5637,0.1054,408
2015,"EMERSON MS",24I057505,"Middle School",0.1990,0.0192,0.0096,0.0456,0.0600,0.6067,0.0600,417
2016,"EMERSON MS",24I057505,"Middle School",0.2565,0.0166,0.0024,0.0404,0.0713,0.5463,0.0665,421
2014,"ENID HS",24I057705,"High School",0.1967,0.0457,0.0141,0.0723,0.0647,0.5663,0.0402,1840
2015,"ENID HS",24I057705,"High School",0.1949,0.0471,0.0134,0.0685,0.0835,0.5498,0.0428,1868
2016,"ENID HS",24I057705,"High School",0.2124,0.0350,0.0137,0.0531,0.0837,0.5457,0.0564,1827
2014,"GARFIELD ES",24I057130,"Elementary School",0.3227,0.0167,0.0061,0.0515,0.2076,0.3455,0.0500,660
2015,"GARFIELD ES",24I057130,"Elementary School",0.3399,0.0155,0.0028,0.0564,0.2327,0.2948,0.0578,709
2016,"GARFIELD ES",24I057130,"Elementary School",0.3467,0.0080,0.0032,0.0530,0.2681,0.2729,0.0482,623
2014,"GLENWOOD ES",24I057132,"Elementary School",0.0947,0.0147,0.0211,0.0274,0.0042,0.7411,0.0968,475
2015,"GLENWOOD ES",24I057132,"Elementary School",0.1051,0.0121,0.0202,0.0303,0.0162,0.7111,0.1051,495
2016,"GLENWOOD ES",24I057132,"Elementary School",0.1373,0.0246,0.0266,0.0143,0.0328,0.6578,0.1066,488
2014,"HAYES ES",24I057137,"Elementary School",0.1108,0.0194,0.0194,0.0166,0.0332,0.7091,0.0914,361
2015,"HAYES ES",24I057137,"Elementary School",0.1059,0.0235,0.0235,0.0147,0.0235,0.7235,0.0853,340
2016,"HAYES ES",24I057137,"Elementary School",0.1234,0.0227,0.0227,0.0292,0.0325,0.6688,0.1006,308
2014,"HOOVER ES",24I057140,"Elementary School",0.1313,0.0344,0.0156,0.0438,0.0188,0.7000,0.0563,320
2015,"HOOVER ES",24I057140,"Elementary School",0.1637,0.0268,0.0179,0.0327,0.0327,0.6696,0.0565,336
2016,"HOOVER ES",24I057140,"Elementary School",0.1976,0.0213,0.0213,0.0365,0.0517,0.6049,0.0669,329
2014,"LONGFELLOW MS",24I057510,"Middle School",0.3261,0.0324,0.0086,0.0497,0.1620,0.3607,0.0605,463
2015,"LONGFELLOW MS",24I057510,"Middle School",0.3816,0.0245,0.0082,0.0469,0.1653,0.3061,0.0673,490
2016,"LONGFELLOW MS",24I057510,"Middle School",0.3891,0.0195,0.0097,0.0545,0.1634,0.3074,0.0564,514
2014,"MCKINLEY ES",24I057160,"Elementary School",0.2276,0.0160,0.0032,0.0192,0.0417,0.6122,0.0801,312
2015,"MCKINLEY ES",24I057160,"Elementary School",0.2260,0.0137,0.0171,0.0137,0.0548,0.6027,0.0719,292
2016,"MCKINLEY ES",24I057160,"Elementary School",0.1742,0.0226,0.0097,0.0258,0.0968,0.5871,0.0839,310
2014,"MONROE ES",24I057165,"Elementary School",0.2380,0.0306,0.0109,0.0306,0.0568,0.5371,0.0961,458
2015,"MONROE ES",24I057165,"Elementary School",0.2990,0.0120,0.0144,0.0120,0.0742,0.5096,0.0789,418
2016,"MONROE ES",24I057165,"Elementary School",0.3036,0.0169,0.0048,0.0265,0.1084,0.4675,0.0723,415
2014,"PRAIRIE VIEW ES",24I057170,"Elementary School",0.0866,0.0186,0.0144,0.0165,0.0000,0.7959,0.0680,485
2015,"PRAIRIE VIEW ES",24I057170,"Elementary School",0.0735,0.0251,0.0251,0.0290,0.0019,0.7756,0.0696,517
2016,"PRAIRIE VIEW ES",24I057170,"Elementary School",0.1004,0.0215,0.0251,0.0197,0.0108,0.7652,0.0573,558
2014,"TAFT ES",24I057175,"Elementary School",0.2254,0.0207,0.0155,0.0233,0.0648,0.5959,0.0544,386
2015,"TAFT ES",24I057175,"Elementary School",0.2292,0.0258,0.0201,0.0201,0.0573,0.5874,0.0602,349
2016,"TAFT ES",24I057175,"Elementary School",0.2450,0.0313,0.0142,0.0142,0.0484,0.5926,0.0541,351
2015,"EPIC ONE ON ONE CHARTER ES",54E001970,"Virtual Charter",0.0340,0.1198,0.0147,0.1063,0.0032,0.7104,0.0115,1561
2016,"EPIC ONE ON ONE CHARTER ES",54E001970,"Virtual Charter",0.0959,0.1153,0.0155,0.1027,0.0024,0.6623,0.0058,2064
2015,"EPIC ONE ON ONE CHARTER HS",54E001972,"Virtual Charter",0.0594,0.1699,0.0048,0.0955,0.0016,0.6598,0.0090,1884
2016,"EPIC ONE ON ONE CHARTER HS",54E001972,"Virtual Charter",0.0972,0.1624,0.0046,0.0778,0.0019,0.6501,0.0061,2635
2015,"EPIC ONE ON ONE CHARTER MS",54E001971,"Virtual Charter",0.0605,0.1611,0.0097,0.0930,0.0043,0.6584,0.0130,925
2016,"EPIC ONE ON ONE CHARTER MS",54E001971,"Virtual Charter",0.1039,0.1510,0.0075,0.0830,0.0022,0.6465,0.0060,1338
2014,"EPIC ONE ON ONE CHARTER SCHOOL",54E001975,"Virtual Charter",0.0497,0.1293,0.0099,0.0820,0.0031,0.7013,0.0247,2916
2014,"ERICK ES",05I051105,"Elementary School",0.0833,0.0260,0.0052,0.0000,0.0000,0.7917,0.0938,192
2015,"ERICK ES",05I051105,"Elementary School",0.0628,0.0209,0.0052,0.0052,0.0000,0.7906,0.1152,191
2016,"ERICK ES",05I051105,"Elementary School",0.0637,0.0098,0.0049,0.0049,0.0000,0.8186,0.0980,204
2014,"ERICK HS",05I051715,"High School",0.0286,0.0000,0.0000,0.0000,0.0000,0.9143,0.0571,70
2015,"ERICK HS",05I051715,"High School",0.0597,0.0000,0.0000,0.0000,0.0000,0.8955,0.0448,67
2016,"ERICK HS",05I051715,"High School",0.1143,0.0000,0.0143,0.0000,0.0000,0.8000,0.0714,70
2014,"EUFAULA ES",49I001120,"Elementary School",0.0315,0.3980,0.0100,0.0498,0.0000,0.4627,0.0481,603
2015,"EUFAULA ES",49I001120,"Elementary School",0.0274,0.3977,0.0064,0.0370,0.0000,0.4605,0.0709,621
2016,"EUFAULA ES",49I001120,"Elementary School",0.0289,0.3588,0.0085,0.0357,0.0000,0.4983,0.0697,588
2014,"EUFAULA HS",49I001710,"High School",0.0287,0.4126,0.0029,0.0372,0.0000,0.4986,0.0201,349
2015,"EUFAULA HS",49I001710,"High School",0.0306,0.4028,0.0056,0.0361,0.0000,0.5056,0.0194,360
2016,"EUFAULA HS",49I001710,"High School",0.0245,0.4141,0.0061,0.0583,0.0000,0.4877,0.0092,326
2014,"EUFAULA MS",49I001505,"Middle School",0.0207,0.4008,0.0041,0.0537,0.0000,0.5124,0.0083,242
2015,"EUFAULA MS",49I001505,"Middle School",0.0110,0.4265,0.0037,0.0551,0.0000,0.4816,0.0221,272
2016,"EUFAULA MS",49I001505,"Middle School",0.0185,0.4148,0.0037,0.0481,0.0000,0.4926,0.0222,270
2014,"FAIRLAND ES",58I031105,"Elementary School",0.0071,0.4770,0.0283,0.0247,0.0000,0.4417,0.0212,283
2015,"FAIRLAND ES",58I031105,"Elementary School",0.0201,0.3913,0.0268,0.0201,0.0000,0.4482,0.0936,299
2016,"FAIRLAND ES",58I031105,"Elementary School",0.0241,0.3072,0.0271,0.0151,0.0151,0.4548,0.1566,332
2014,"FAIRLAND HS",58I031705,"High School",0.0000,0.4110,0.0061,0.0061,0.0000,0.5767,0.0000,163
2015,"FAIRLAND HS",58I031705,"High School",0.0120,0.4277,0.0000,0.0120,0.0000,0.5482,0.0000,166
2016,"FAIRLAND HS",58I031705,"High School",0.0222,0.3667,0.0000,0.0278,0.0000,0.5833,0.0000,180
2014,"FAIRLAND MS",58I031510,"Middle School",0.0455,0.3333,0.0000,0.0227,0.0000,0.5985,0.0000,132
2015,"FAIRLAND MS",58I031510,"Middle School",0.0308,0.3538,0.0000,0.0231,0.0000,0.5923,0.0000,130
2016,"FAIRLAND MS",58I031510,"Middle School",0.0159,0.3968,0.0000,0.0238,0.0000,0.5397,0.0238,126
2014,"CHAMBERLAIN MS",44I084510,"Middle School",0.0909,0.0769,0.0000,0.0140,0.0140,0.7692,0.0350,143
2015,"CHAMBERLAIN MS",44I084510,"Middle School",0.1046,0.0719,0.0000,0.0065,0.0131,0.7778,0.0261,153
