,Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LetterGrade,DistrictCode,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,3_Math_Advanced,3_Math_Below_Satisfactory,3_Math_Satisfactory,3_Reading_Advanced,3_Reading_Below_Satisfactory,3_Reading_Satisfactory,4_Math_Advanced,4_Math_Below_Satisfactory,4_Math_Satisfactory,4_Reading_Advanced,4_Reading_Below_Satisfactory,4_Reading_Satisfactory,5_Math_Advanced,5_Math_Below_Satisfactory,5_Math_Satisfactory,5_Reading_Advanced,5_Reading_Below_Satisfactory,5_Reading_Satisfactory,5_Science_Advanced,5_Science_Below_Satisfactory,5_Science_Satisfactory,5_SocialStudies_Advanced,5_SocialStudies_Below_Satisfactory,5_SocialStudies_Satisfactory,5_Writing_Advanced,5_Writing_Below_Satisfactory,5_Writing_Satisfactory,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,ELA_ExamCounty,ELA_GrowthIndex,Math_ExamCounty,Math_GrowthIndex,Science_ExamCounty,Science_GrowthIndex,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,Writing_ExamCounty,Writing_GrowthIndex,Overall_ExamCounty,Overall_GrowthIndex,ELA_ExamCount_bq,ELA_GrowthIndex_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,OverallExamCount_bq,OverallGrowthIndex_bq,AttendenceRate,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,LetterGradeGroup
4841,2014,PAYNE,CUSHING,HARMONY ES,60I067130,75.0,C,60I067,52884.0,142546.0,0.09,0.17,0.39,0.52,0.13,0.65,0.22,263.0,14.35,43716.04,0.27899999999999997,13.59,0.94,0.33,1.89,1.0,Elementary School,0.0304,0.2205,0.019,0.0114,0.0,0.6502,0.0684,263,0.1152,0.36,0.5248,0.0237,0.21,0.7663,0.0378,0.37,0.5922,0.024,0.2,0.7759999999999999,0.0621,0.31,0.6279,0.0819,0.09,0.8281,0.1207,0.29,0.5893,0.4794,0.06,0.4606,0.048,0.2,0.752,50.0,25.0,25.0,10.0,75.0,125.0,74.0,121.0,61.0,39.0,67.0,39.0,90.0,0.01026694045174538,0.09240246406570841,324.0,70.0,19.0,47.0,20.0,40.0,39.0,44.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4842,2014,PAYNE,CUSHING,HARRISON ES,60I067110,74.0,C,60I067,52884.0,142546.0,0.09,0.17,0.39,0.79,0.13,0.65,0.22,135.0,7.5,40725.33,0.133,15.13,1.0,0.5,2.0,0.5,Elementary School,0.1037,0.0889,0.0148,0.0074,0.0,0.5852,0.2,135,0.0329,0.53,0.4371,0.0,0.13,0.87,0.1587,0.31,0.5313,0.0,0.38,0.62,0.0602,0.14,0.7998,0.0,0.21,0.79,0.0,0.64,0.36,0.3999,0.07,0.5301,0.0,0.43,0.57,50.0,25.0,25.0,10.0,67.0,60.0,63.0,61.0,62.0,20.0,45.0,58.119382964453386,63.83165660630449,0.01026694045174538,0.09240246406570841,165.0,65.0,35.20636152055857,52.323506594259115,35.3844065166796,52.657486423584174,14.0,50.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4843,2014,PAYNE,CUSHING,SUNNYSIDE ES,60I067125,60.0,D-,60I067,52884.0,142546.0,0.09,0.17,0.39,0.64,0.13,0.65,0.22,261.0,13.35,45452.58,0.337,14.94,1.0,0.5,2.0,1.0,Elementary School,0.0383,0.0536,0.0038,0.0192,0.0,0.7318,0.1533,261,0.0,0.41,0.59,0.0,0.38,0.62,0.0228,0.43,0.5472,0.0,0.29,0.71,0.0924,0.34,0.5676,0.0483,0.31,0.6417,0.077,0.45,0.473,0.2356,0.24,0.5244,0.0,0.28,0.72,50.0,25.0,25.0,10.0,58.0,116.0,53.0,116.0,47.0,39.0,46.0,39.0,64.0,0.01026694045174538,0.09240246406570841,310.0,51.0,16.0,38.0,16.0,31.0,32.0,34.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
4844,2014,PAYNE,PERKINS-TRYON,PERKINS-TRYON ES,60I056105,80.0,B-,60I056,55928.0,33900.0,0.05,0.2,0.33,0.49,0.23,0.63,0.14,443.0,25.5,41947.06,0.078,12.29,0.99,1.0,2.0,1.0,Elementary School,0.0587,0.0926,0.009,0.0135,0.0023,0.8014,0.0226,443,,0.2788771358828316,0.49999267697314886,0.029019293257514213,0.20329406986190088,0.7676866368805849,0.2171435303844564,0.24946258784621742,0.5333938817693262,0.037106853839801814,0.24202725020644097,0.7208658959537572,0.24825590277777781,0.2532595486111111,0.4984845486111112,0.09248153446033809,0.23993931512787167,0.6675791504117902,0.12334265217391305,0.40135652173913045,0.47530082608695656,0.38837873263888884,0.2189626736111111,0.39265859375,0.03363265839320706,0.47536903984323975,0.4909983017635532,50.0,25.0,25.0,10.0,87.0,328.0,76.0,328.0,75.0,92.0,58.0,92.0,89.0,0.01026694045174538,0.09240246406570841,840.0,75.0,46.0,41.0,46.0,52.0,92.0,47.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
4845,2014,PAYNE,PERKINS-TRYON,PERKINS-TRYON INTERMEDIATE ES,60I056110,80.0,B-,60I056,55928.0,33900.0,0.05,0.2,0.33,0.51,0.23,0.63,0.14,350.0,20.48,42824.59,0.243,12.48,2.64,0.5,1.5,1.0,Elementary School,0.0286,0.1514,0.0,0.0229,0.0,0.7943,0.0029,350,0.17600000000000002,0.2,0.624,0.0084,0.16,0.8316,0.3219,0.13,0.5481,0.087,0.13,0.7829999999999999,0.21899999999999997,0.27,0.511,0.071,0.29,0.639,0.128,0.36,0.512,0.594,0.1,0.306,0.0,0.42,0.58,50.0,25.0,25.0,10.0,87.0,328.0,76.0,328.0,75.0,92.0,58.0,92.0,89.0,0.01026694045174538,0.09240246406570841,840.0,75.0,46.0,41.0,46.0,52.0,92.0,47.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
4846,2014,PAYNE,STILLWATER,HIGHLAND PARK ES,60I016105,79.0,C+,60I016,51532.0,58101.0,0.06,0.31,0.31,0.73,0.48,0.46,0.06,637.0,34.15,42861.36,0.255,10.11,3.0,1.0,3.93,1.25,Elementary School,0.1068,0.0942,0.0016,0.0392,0.0016,0.5934,0.1633,637,0.376,0.06,0.564,0.0,0.06,0.94,0.3154,0.17,0.5146,0.04,0.2,0.76,0.3936,0.18,0.4264,0.1392,0.13,0.7308,0.0832,0.36,0.5568,0.5376,0.16,0.3024,0.008,0.6,0.392,50.0,25.0,25.0,10.0,74.0,197.0,70.0,196.0,69.0,63.0,52.0,62.0,77.0,0.01026694045174538,0.09240246406570841,518.0,68.0,22.0,59.0,23.0,57.0,45.0,58.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
4847,2014,PAYNE,STILLWATER,RICHMOND ES,60I016135,80.0,B-,60I016,51532.0,58101.0,0.06,0.31,0.31,0.42,0.48,0.46,0.06,528.0,29.83,44438.33,0.28,11.7,4.0,1.0,4.0,2.16,Elementary School,0.0644,0.0303,0.0227,0.0246,0.0,0.7405,0.1174,528,0.3397,0.21,0.4503,0.0,0.09,0.91,0.1533,0.27,0.5767,0.0498,0.17,0.7802,0.3901,0.17,0.4399,0.28800000000000003,0.04,0.672,0.237,0.21,0.5529999999999999,0.92,0.0,0.08,0.0106,0.47,0.5194,50.0,25.0,25.0,10.0,97.0,218.0,81.0,218.0,72.0,59.0,80.0,59.0,100.0,0.01026694045174538,0.09240246406570841,554.0,79.0,34.0,53.0,33.0,33.0,67.0,43.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
4848,2014,PAYNE,STILLWATER,SANGRE RIDGE ES,60I016115,91.0,A-,60I016,51532.0,58101.0,0.06,0.31,0.31,0.25,0.48,0.46,0.06,562.0,32.31,44271.26,0.27899999999999997,10.27,1.13,1.0,2.25,1.0,Elementary School,0.0943,0.0374,0.0409,0.0231,0.0,0.71,0.0943,562,0.6499,0.03,0.3201,0.0736,0.08,0.8464,0.5489999999999999,0.1,0.35100000000000003,0.08900000000000001,0.11,0.8009999999999999,0.5244,0.08,0.3956,0.1376,0.14,0.7224,0.2262,0.22,0.5538,0.603,0.1,0.297,0.0348,0.42,0.5452,50.0,25.0,25.0,10.0,92.0,244.0,84.0,244.0,89.0,87.0,78.0,87.0,86.0,0.01026694045174538,0.09240246406570841,662.0,85.0,39.0,59.0,39.0,69.0,78.0,64.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
4849,2014,PAYNE,STILLWATER,SKYLINE ES,60I016120,96.0,A,60I016,51532.0,58101.0,0.06,0.31,0.31,0.57,0.48,0.46,0.06,501.0,29.44,46039.24,0.385,14.1,3.56,0.48,4.36,1.09,Elementary School,0.0938,0.0719,0.01,0.0739,0.0,0.6048,0.1457,501,0.627,0.05,0.32299999999999995,0.0665,0.05,0.8835,0.3741,0.13,0.4959,0.0637,0.09,0.8463,0.7938,0.02,0.1862,0.2134,0.03,0.7566,0.2236,0.14,0.6364,0.8148,0.03,0.1552,0.0814,0.26,0.6586,50.0,25.0,25.0,10.0,88.0,190.0,86.0,190.0,88.0,74.0,82.0,58.119382964453386,63.83165660630449,0.01026694045174538,0.09240246406570841,533.0,88.0,28.0,79.0,29.0,69.0,57.0,74.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
4850,2014,PAYNE,STILLWATER,WESTWOOD ES,60I016125,94.0,A,60I016,51532.0,58101.0,0.06,0.31,0.31,0.28,0.48,0.46,0.06,559.0,32.22,46228.93,0.456,13.05,2.0,1.0,2.0,1.0,Elementary School,0.0376,0.0376,0.059,0.0322,0.0054,0.7013,0.127,559,0.6204,0.06,0.3196,0.057,0.05,0.893,0.3549,0.09,0.5551,0.0819,0.09,0.8281,0.5076,0.06,0.4324,0.1932,0.08,0.7268,0.24600000000000002,0.18,0.574,0.86,0.0,0.14,0.0584,0.27,0.6716,50.0,25.0,25.0,10.0,97.0,233.0,88.0,233.0,88.0,78.0,81.0,58.119382964453386,63.83165660630449,0.01026694045174538,0.09240246406570841,622.0,88.0,34.0,68.0,34.0,68.0,68.0,68.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
