Year,SchoolCode,DistrictCode,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
2014,62I019705,62I019,ADA HIGH SCHOOL,47161,36217,0.09,0.26,0.46,0.48,0.33,0.54,0.14,482,34.69,43441.88,0.876,12.89,4.72,2.99,3.74,4
2015,62I019705,62I019,ADA HIGH SCHOOL,46854.09,36762.37,0.09,0.26,0.47,0.471,0.33,0.54,0.13,484,34.34,44117.49,0.774,12.17,4.58,3.31,3.3,4.9
2016,62I019705,62I019,ADA HIGH SCHOOL,46836.28,38544.84,0.07,0.25,0.44,0.505,0.32,0.55,0.13,533,39.01,44343.73,0.687,13.99,4.11,3.41,3.31,4
2014,62I019610,62I019,ADA JR HIGH SCHOOL,47161,36217,0.09,0.26,0.46,0.62,0.33,0.54,0.14,557,41.58,44050.91,0.703,12.13,6.86,2,1.17,2
2015,62I019610,62I019,ADA JR HIGH SCHOOL,46854.09,36762.37,0.09,0.26,0.47,0.57,0.33,0.54,0.13,572,40.6,44084.96,0.665,11.98,6.28,2.29,1.28,2
2016,62I019610,62I019,ADA JR HIGH SCHOOL,46836.28,38544.84,0.07,0.25,0.44,0.59,0.32,0.55,0.13,532,40.78,44088.94,0.565,12.25,6,3,1.31,2
2014,46I002705,46I002,ADAIR HIGH SCHOOL,59126,25532,0.09,0.14,0.24,0.43,0.14,0.71,0.15,295,17.55,43835.33,0.157,10.75,1.17,0.61,0.29,1.11
2015,46I002705,46I002,ADAIR HIGH SCHOOL,58952.16,26003.38,0.07,0.16,0.31,0.455,0.17,0.7,0.13,303,17.59,44417.11,0.1,11.77,1.17,0.61,0.29,1
2016,46I002705,46I002,ADAIR HIGH SCHOOL,64061.93,28239.02,0.05,0.12,0.36,0.441,0.17,0.73,0.11,311,18.15,44916.81,0.17,13.86,1.36,0.61,0.29,1
2014,46I002505,46I002,ADAIR MIDDLE SCHOOL,59126,25532,0.09,0.14,0.24,0.55,0.14,0.71,0.15,224,13.58,40716.86,0.092,12.93,1.5,0.53,0.32,1
2015,46I002505,46I002,ADAIR MIDDLE SCHOOL,58952.16,26003.38,0.07,0.16,0.31,0.516,0.17,0.7,0.13,215,13.58,41372.68,0.092,14.07,1.5,0.6,0.32,1
2016,46I002505,46I002,ADAIR MIDDLE SCHOOL,64061.93,28239.02,0.05,0.12,0.36,0.532,0.17,0.73,0.11,201,13.57,41441.53,0.018,17.12,1.27,0.44,0.29,1
2014,24I057105,24I057,ADAMS ELEMENTARY,56810,33323,0.06,0.16,0.35,0.93,0.22,0.63,0.15,386,20.51,42374.84,0.146,10.89,5,1,1.74,1
2014,14I029110,14I029,ADAMS ELEMENTARY,69395,55637,0.06,0.18,0.32,0.68,0.44,0.49,0.07,550,30.62,43715.09,0.29,9.58,1.7,1,2.5,1
2014,16I008105,16I008,ADAMS ELEMENTARY,54385,28862,0.1,0.19,0.48,0.73,0.19,0.69,0.12,185,12.67,45444.92,0.328,12.46,1,0.5,1,1
2014,55I089105,55I089,ADAMS ELEMENTARY,51403,48041,0.09,0.27,0.47,0.96,0.21,0.56,0.23,715,35.07,50403.04,0.371,13.44,2.99,0.6,3.34,2.03
2015,24I057105,24I057,ADAMS ELEMENTARY,58949.32,34706.02,0.06,0.14,0.34,0.89,0.21,0.64,0.15,345,19.05,41129.27,0.158,6.21,4.92,1,3.49,1
2015,55I089105,55I089,ADAMS ELEMENTARY,53011.22,49735.22,0.08,0.27,0.47,0.83,0.22,0.55,0.22,692,36.59,52340.79,0.409,11.33,3,0.6,3.92,2
2015,14I029110,14I029,ADAMS ELEMENTARY,70620.91,56850.76,0.06,0.18,0.32,0.657,0.44,0.5,0.07,569,32.06,43912.14,0.261,9.17,3,1.06,3,1
2015,16I008105,16I008,ADAMS ELEMENTARY,55193.79,29845.71,0.1,0.2,0.47,0.848,0.2,0.69,0.11,224,12,44504.33,0.333,12.08,2,0,0.98,1
2016,55I089105,55I089,ADAMS ELEMENTARY,53956.08,50805.13,0.08,0.28,0.47,0.89,0.22,0.55,0.23,664,36.93,52449.58,0.385,11.69,3,0.6,4.88,2
2016,14I029110,14I029,ADAMS ELEMENTARY,71495.25,60163.65,0.05,0.18,0.32,0.667,0.42,0.51,0.07,604,33.26,44390.38,0.318,10.2,3.25,1,3.5,1
2016,16I008105,16I008,ADAMS ELEMENTARY,55235.61,30828.06,0.09,0.2,0.43,0.842,0.2,0.69,0.11,240,12,45421.83,0.417,14.08,2,1,0.5,1
2016,24I057105,24I057,ADAMS ELEMENTARY,59926.04,36582.45,0.06,0.14,0.33,0.928,0.22,0.64,0.15,346,18.98,40986.09,0.242,7.14,4.1,1,3.49,1
2016,08I020105,08I020,ANADARKO EAST ELEMENTARY,53555.52,17880.33,0.14,0.31,0.44,0.938,0.18,0.68,0.14,290,16.62,43312.65,0.224,14.81,1.08,1,1.7,1.2
2016,08I020705,08I020,ANADARKO HIGH SCHOOL,53555.52,17880.33,0.14,0.31,0.44,0.669,0.18,0.68,0.14,471,31.34,46441.45,0.346,15.2,3,2,1.7,2.34
2016,08I020510,08I020,ANADARKO MIDDLE SCHOOL,53555.52,17880.33,0.14,0.31,0.44,0.83,0.18,0.68,0.14,411,24.23,42444.05,0.425,14.98,2,2,1.63,2.2
2014,58I026105,58I026,AFTON ELEMENTARY,41986,31507,0.1,0.27,0.5,0.82,0.12,0.69,0.18,384,21.84,42468.09,0.196,16.92,3,0.43,0.43,2.07
2015,58I026105,58I026,AFTON ELEMENTARY,44156.64,31023.36,0.09,0.26,0.4,0.909,0.12,0.71,0.17,395,21.83,42379.8,0.183,16.08,3.43,0.43,0.43,2
2016,58I026105,58I026,AFTON ELEMENTARY,47367.38,33812,0.07,0.26,0.34,0.85,0.13,0.7,0.17,380,21.86,43590.05,0.281,18.07,3.71,0.43,0.43,2.14
2014,58I026705,58I026,AFTON HIGH SCHOOL,41986,31507,0.1,0.27,0.5,0.67,0.12,0.69,0.18,150,9.28,43751.89,0.262,14.11,1,0.57,0.43,0.86
2015,58I026705,58I026,AFTON HIGH SCHOOL,44156.64,31023.36,0.09,0.26,0.4,0.671,0.12,0.71,0.17,170,8.72,44119.12,0.312,15.02,1.57,0.57,0.43,0.72
2016,58I026705,58I026,AFTON HIGH SCHOOL,47367.38,33812,0.07,0.26,0.34,0.714,0.13,0.7,0.17,175,11.14,43471.68,0.256,14.57,1,0.57,0.43,0.29
2014,41I134105,41I134,AGRA ELEMENTARY,65865,14454,0.07,0.17,0.21,0.91,0.12,0.7,0.18,326,21.64,42119.19,0.416,9.07,0.99,0.25,0.14,1.43
2015,41I134105,41I134,AGRA ELEMENTARY,71860.53,16479.11,0.07,0.18,0.26,0.893,0.12,0.71,0.16,317,21.87,42190.39,0.525,11.4,0.98,0.25,0,2
2016,41I134105,41I134,AGRA ELEMENTARY,75720.85,22471.39,0.06,0.17,0.21,0.895,0.1,0.73,0.16,237,18.73,42109.06,0.305,9.07,1,0,0,1
2014,41I134705,41I134,AGRA HIGH SCHOOL,65865,14454,0.07,0.17,0.21,0.71,0.12,0.7,0.18,104,10.72,43778.91,0.453,10.79,0,0.25,0,1
2015,41I134705,41I134,AGRA HIGH SCHOOL,71860.53,16479.11,0.07,0.18,0.26,0.757,0.12,0.71,0.16,107,9.11,45383.88,0.404,13.14,0,0.25,0,1
2016,41I134705,41I134,AGRA HIGH SCHOOL,75720.85,22471.39,0.06,0.17,0.21,0.755,0.1,0.73,0.16,94,9.57,42967.2,0.478,16.07,0,0.71,0,1
2014,64C002105,64C002,ALBION ELEMENTARY,40553,32907,0.07,0.2,0.31,0.95,0.06,0.76,0.18,80,5.33,43794.67,0.062,15.06,0.4,0,0.67,0.4
2015,64C002105,64C002,ALBION ELEMENTARY,47053,33705.94,0.06,0.12,0.33,0.897,0.1,0.8,0.11,78,4.62,46304.55,0.134,18.21,0.2,0,0.88,0.08
2016,64C002105,64C002,ALBION ELEMENTARY,46870.44,35853.34,0.1,0.13,0.31,0.945,0.11,0.78,0.12,73,4.4,38795.82,0.31,14.83,0.2,0,0.4,0.12
2014,14I029501,14I029,ALCOTT MIDDLE SCHOOL,69395,55637,0.06,0.18,0.32,0.48,0.44,0.49,0.07,722,36.99,43157.58,0.142,8.27,7.2,3,3,3
2015,14I029501,14I029,ALCOTT MIDDLE SCHOOL,70620.91,56850.76,0.06,0.18,0.32,0.539,0.44,0.5,0.07,720,38.48,44197,0.152,8.65,7.54,3,2.5,3
2016,14I029501,14I029,ALCOTT MIDDLE SCHOOL,71495.25,60163.65,0.05,0.18,0.32,0.496,0.42,0.51,0.07,724,36.74,45675.69,0.368,11.39,7.33,3,2.5,3
2014,26I056105,26I056,ALEX ELEMENTARY,55048,78468,0.04,0.2,0.36,0.79,0.11,0.71,0.18,214,10.04,39648.21,0.11,9.32,0.5,0.14,0.5,1
2015,26I056105,26I056,ALEX ELEMENTARY,56637.56,190339.27,0.04,0.19,0.21,0.803,0.11,0.7,0.18,208,10.96,38036.23,0.071,11.25,0.12,0.5,0.64,0.5
2016,26I056105,26I056,ALEX ELEMENTARY,61468.19,281649.03,0.04,0.15,0.14,0.806,0.14,0.72,0.13,227,13.02,39535.41,0.131,11.13,0,0.5,0.64,1.01
2014,26I056715,26I056,ALEX HIGH SCHOOL,55048,78468,0.04,0.2,0.36,0.69,0.11,0.71,0.18,104,8.72,38761.58,0.248,8.69,0.5,0.5,0.5,0.1
2015,26I056715,26I056,ALEX HIGH SCHOOL,56637.56,190339.27,0.04,0.19,0.21,0.733,0.11,0.7,0.18,101,6.52,46452.61,0.187,10.21,0.88,0.5,0.5,0.5
2016,26I056715,26I056,ALEX HIGH SCHOOL,61468.19,281649.03,0.04,0.15,0.14,0.707,0.14,0.72,0.13,92,6.41,42546.02,0.268,10.42,0,0.5,0.5,0.71
2014,58I018105,58I018,ALEXANDER ELEMENTARY,38546,24702,0.13,0.27,0.46,0.81,0.09,0.66,0.24,477,26,44548.96,0.154,14.73,3,1,1,2
2015,58I018105,58I018,ALEXANDER ELEMENTARY,38758.16,27586.58,0.14,0.25,0.46,0.768,0.09,0.68,0.23,469,24,45467.08,0.167,14.88,2,1,1,2
2016,58I018105,58I018,ALEXANDER ELEMENTARY,38429.82,25304.12,0.13,0.27,0.43,0.78,0.1,0.67,0.23,469,24.49,45947.13,0.204,16.47,2,1,1,2
2014,51I020505,51I020,ALICE ROBERTSON JR HIGH SCHOOL,45115,42486,0.09,0.29,0.47,0.79,0.18,0.65,0.17,721,38.71,45409.52,0.162,11.96,6.09,2.5,4.73,3.45
2015,51I020505,51I020,ALICE ROBERTSON JR HIGH SCHOOL,47777.43,43516.3,0.09,0.27,0.45,0.819,0.19,0.65,0.16,656,38.11,47074.34,0.244,13.31,6.12,2,4.01,4
2016,51I020505,51I020,ALICE ROBERTSON JR HIGH SCHOOL,46758.25,45526.05,0.09,0.27,0.46,0.853,0.18,0.66,0.16,699,35,47115.98,0.289,14.49,5.1,1.27,3.59,4
2014,44I004105,44I004,ALINE-CLEO ELEMENTARY,66069,104785,0.05,0.11,0.41,0.59,0.17,0.73,0.09,112,10.52,43080.99,0.411,12.15,0.33,0.17,0,0.25
2015,44I004105,44I004,ALINE-CLEO ELEMENTARY,70875.17,122989.51,0.04,0.11,0.36,0.551,0.14,0.77,0.09,109,8.92,42977.68,0.402,14.85,0.57,0.14,0,0.33
2016,44I004105,44I004,ALINE-CLEO ELEMENTARY,71366.37,114406.08,0.04,0.11,0.3,0.49,0.12,0.79,0.09,104,10.58,40882.84,0.213,10.23,0.5,0.13,0,0.31
2014,44I004705,44I004,ALINE-CLEO HIGH SCHOOL,66069,104785,0.05,0.11,0.41,0.54,0.17,0.73,0.09,43,4.32,46769.66,0.286,19.99,0.33,0.31,0,0.25
2015,44I004705,44I004,ALINE-CLEO HIGH SCHOOL,70875.17,122989.51,0.04,0.11,0.36,0.478,0.14,0.77,0.09,46,4.87,47854.68,0.234,15.15,0.43,0.14,0,1
2016,44I004705,44I004,ALINE-CLEO HIGH SCHOOL,71366.37,114406.08,0.04,0.11,0.3,0.76,0.12,0.79,0.09,50,5.05,47319.41,0.149,17.16,0.25,0.13,0,0.15
2014,62I001105,62I001,ALLEN ELEMENTARY,53273,50435,0.08,0.15,0.24,0.7,0.14,0.67,0.19,344,19.67,43248.09,0.34,13.96,1.5,0.43,0.36,1
2015,62I001105,62I001,ALLEN ELEMENTARY,57717.61,49274.93,0.08,0.17,0.28,0.675,0.13,0.69,0.18,369,20.25,42855.44,0.273,12.12,1.5,0.43,1.33,1.22
2016,62I001105,62I001,ALLEN ELEMENTARY,59029.06,48125.12,0.08,0.17,0.24,0.787,0.16,0.71,0.13,362,21.31,42155.29,0.297,11.97,1.5,0.43,0.33,0.72
2014,62I001705,62I001,ALLEN HIGH SCHOOL,53273,50435,0.08,0.15,0.24,0.62,0.14,0.67,0.19,130,8.75,42654.06,0.542,10,0.5,0.43,0.36,1
2015,62I001705,62I001,ALLEN HIGH SCHOOL,57717.61,49274.93,0.08,0.17,0.28,0.79,0.13,0.69,0.18,138,8.65,42576.71,0.633,10.03,0.5,0.43,0.33,0.5
2016,62I001705,62I001,ALLEN HIGH SCHOOL,59029.06,48125.12,0.08,0.17,0.24,0.921,0.16,0.71,0.13,139,9.45,42295.05,0.544,9.42,0.5,0.43,0.33,1
2014,19C035105,19C035,ALLEN-BOWDEN ELEMENTARY,64146,48016,0.09,0.05,0.21,0.82,0.12,0.7,0.18,384,22.71,37904.24,0.134,9.4,2,0,1.7,1.5
2015,19C035105,19C035,ALLEN-BOWDEN ELEMENTARY,67802.66,51504.87,0.07,0.07,0.17,0.843,0.13,0.71,0.16,382,21.9,40419.04,0.129,9.24,2.58,0,1.7,1.63
2016,19C035105,19C035,ALLEN-BOWDEN ELEMENTARY,61915.75,50670.22,0.06,0.08,0.19,0.782,0.13,0.71,0.16,403,22.75,40692.44,0.194,12.01,1.57,0,2.46,1.32
2014,16I008106,16I008,ALMOR WEST ELEMENTARY,54385,28862,0.1,0.19,0.48,0.54,0.19,0.69,0.12,371,16.08,45946.09,0.225,12.46,3,0.96,1,1
2015,16I008106,16I008,ALMOR WEST ELEMENTARY,55193.79,29845.71,0.1,0.2,0.47,0.619,0.2,0.69,0.11,354,17,45149.94,0.235,11.94,1,1,1.98,1
2016,16I008106,16I008,ALMOR WEST ELEMENTARY,55235.61,30828.06,0.09,0.2,0.43,0.641,0.2,0.69,0.11,329,16.94,45678.79,0.236,13.87,2,1,0.5,1
2014,33I018705,33I018,ALTUS HIGH SCHOOL,55217,27049,0.09,0.17,0.35,0.49,0.18,0.64,0.17,906,57.04,44825.01,0.31,15.36,6,3.5,1,4.51
2015,33I018705,33I018,ALTUS HIGH SCHOOL,53695.28,28924.39,0.08,0.16,0.34,0.508,0.18,0.63,0.19,890,51.78,46421.85,0.218,14.94,5.04,4,2.57,4.5
2016,33I018705,33I018,ALTUS HIGH SCHOOL,52345.98,30131.43,0.09,0.18,0.36,0.49,0.18,0.62,0.2,906,52.73,47490.46,0.277,16.48,4.5,4,2.57,4.25
2014,33I018145,33I018,ALTUS INTERMEDIATE SCHOOL,55217,27049,0.09,0.17,0.35,0.67,0.18,0.64,0.17,526,31.5,44639.6,0.254,15.61,3.84,2,1,2
2015,33I018145,33I018,ALTUS INTERMEDIATE SCHOOL,53695.28,28924.39,0.08,0.16,0.34,0.689,0.18,0.63,0.19,495,31.33,44426.48,0.17,13.48,4.5,2,1,2
2016,33I018145,33I018,ALTUS INTERMEDIATE SCHOOL,52345.98,30131.43,0.09,0.18,0.36,0.692,0.18,0.62,0.2,445,29.42,45179.83,0.218,15.38,4.5,2,1,2
2014,33I018625,33I018,ALTUS JR HIGH SCHOOL,55217,27049,0.09,0.17,0.35,0.64,0.18,0.64,0.17,515,34.1,45282.82,0.208,16.72,4,1.86,1,2
2015,33I018625,33I018,ALTUS JR HIGH SCHOOL,53695.28,28924.39,0.08,0.16,0.34,0.632,0.18,0.63,0.19,497,30.34,45241.08,0.19,16.12,4,2,1,2
2016,33I018625,33I018,ALTUS JR HIGH SCHOOL,52345.98,30131.43,0.09,0.18,0.36,0.623,0.18,0.62,0.2,493,28.15,46399.19,0.173,16.74,4.5,2,2,2
2014,76I001705,76I001,ALVA HIGH SCHOOL,62215,117920,0.04,0.17,0.25,0.45,0.29,0.6,0.11,254,19.71,45174.85,0.449,14.24,2,1,0.91,1.14
2015,76I001705,76I001,ALVA HIGH SCHOOL,64496.9,148432.62,0.04,0.17,0.27,0.323,0.29,0.61,0.11,254,20.26,45501.55,0.5,15.16,1.85,1,0.91,1.29
2016,76I001705,76I001,ALVA HIGH SCHOOL,69748.5,157499.5,0.03,0.17,0.25,0.447,0.3,0.58,0.11,262,20.57,45745.58,0.493,16.96,1.71,1,0.91,1.14
2014,76I001505,76I001,ALVA MIDDLE SCHOOL,62215,117920,0.04,0.17,0.25,0.57,0.29,0.6,0.11,216,16.14,42787.9,0.443,12.05,1.99,1,0.91,1
2015,76I001505,76I001,ALVA MIDDLE SCHOOL,64496.9,148432.62,0.04,0.17,0.27,0.555,0.29,0.61,0.11,211,15.9,43287.29,0.47,12.1,2,1,1.06,1
2016,76I001505,76I001,ALVA MIDDLE SCHOOL,69748.5,157499.5,0.03,0.17,0.25,0.524,0.3,0.58,0.11,206,17,42455.29,0.471,12.3,2,1,1.06,1
2014,26I128105,26I128,AMBER-POCASSET ELEMENTARY,68700,65984,0.04,0.1,0.18,0.61,0.21,0.63,0.17,264,15.43,42739.94,0.065,13.75,2,0.28,0.43,1
2015,26I128105,26I128,AMBER-POCASSET ELEMENTARY,75419.63,65279.89,0.03,0.1,0.17,0.515,0.21,0.64,0.15,260,14.14,43182.36,0.071,12.56,1.85,0.29,0.5,1
2016,26I128105,26I128,AMBER-POCASSET ELEMENTARY,67741.83,62023.08,0.03,0.11,0.16,0.721,0.21,0.68,0.1,258,15.43,42898.3,0.065,12.62,0.52,0.29,1.5,1
2014,26I128715,26I128,AMBER-POCASSET HIGH SCHOOL,68700,65984,0.04,0.1,0.18,0.42,0.21,0.63,0.17,115,9.15,40757.6,0.202,12.88,0.28,0.44,0.29,0.5
2015,26I128715,26I128,AMBER-POCASSET HIGH SCHOOL,75419.63,65279.89,0.03,0.1,0.17,0.317,0.21,0.64,0.15,104,7.66,48797.65,0.147,14.92,0.29,0.43,0.39,0.5
2016,26I128715,26I128,AMBER-POCASSET HIGH SCHOOL,67741.83,62023.08,0.03,0.11,0.16,0.426,0.21,0.68,0.1,108,8.6,46885.7,0.308,16.86,0.24,0.43,0.31,0.5
2014,26I128615,26I128,AMBER-POCASSET JR HIGH SCHOOL,68700,65984,0.04,0.1,0.18,0.46,0.21,0.63,0.17,131,5.87,41771.29,0.026,13.26,0.26,0.78,0.29,0.5
2015,26I128615,26I128,AMBER-POCASSET JR HIGH SCHOOL,75419.63,65279.89,0.03,0.1,0.17,0.478,0.21,0.64,0.15,113,5.95,40494.37,0.262,13.08,0.86,0.29,0.53,0.5
2016,26I128615,26I128,AMBER-POCASSET JR HIGH SCHOOL,67741.83,62023.08,0.03,0.11,0.16,0.532,0.21,0.68,0.1,111,6.05,41719.27,0.342,14.99,1.24,0.29,0.62,0.5
2014,08I020105,08I020,ANADARKO EAST ELEMENTARY,46371,17778,0.15,0.28,0.35,0.89,0.15,0.67,0.18,300,16.71,41540.62,0.103,9.8,1,1,3.63,1.2
2015,08I020105,08I020,ANADARKO EAST ELEMENTARY,45655.25,17904.84,0.15,0.3,0.47,0.854,0.17,0.67,0.16,308,16.86,42457.36,0.22,11.32,1,1,1.7,1.2
2014,08I020705,08I020,ANADARKO HIGH SCHOOL,46371,17778,0.15,0.28,0.35,0.7,0.15,0.67,0.18,493,30.71,46497.49,0.433,13.97,3,2,1.34,3.34
2015,08I020705,08I020,ANADARKO HIGH SCHOOL,45655.25,17904.84,0.15,0.3,0.47,0.707,0.17,0.67,0.16,499,30.86,46765.31,0.505,15.15,3,2,1.7,2.34
2014,08I020510,08I020,ANADARKO MIDDLE SCHOOL,46371,17778,0.15,0.28,0.35,0.84,0.15,0.67,0.18,431,21.75,43319.68,0.362,13.43,2,2,1.34,2.2
2015,08I020510,08I020,ANADARKO MIDDLE SCHOOL,45655.25,17904.84,0.15,0.3,0.47,0.782,0.17,0.67,0.16,422,22.04,43403.38,0.418,12.34,2,2,1.56,2.2
2014,72I009130,72I009,ANDERSEN ELEMENTARY,68895,48109,0.06,0.12,0.35,0.32,0.33,0.57,0.1,477,24.56,44640.73,0.227,14.05,4.5,1,2.87,1
2015,72I009130,72I009,ANDERSEN ELEMENTARY,69989.81,48711.63,0.05,0.13,0.37,0.316,0.33,0.57,0.1,466,25.46,44762.16,0.214,12.27,5.09,1,3.33,1
2016,72I009130,72I009,ANDERSEN ELEMENTARY,71735.71,50043.66,0.05,0.12,0.36,0.333,0.33,0.56,0.1,463,24.63,46298.26,0.229,14.98,3.98,1,3,1
2014,72I001111,72I001,ANDERSON ELEMENTARY,56448,56175,0.09,0.23,0.48,1.07,0.25,0.59,0.15,339,21.09,42376.05,0.194,7.88,4.5,1,1.6,2
2014,57C052105,57C052,ANDERSON ELEMENTARY,72110,70151,0.07,0.07,0.08,0.51,0.22,0.69,0.09,293,17.58,42394.81,0,10.86,2,0,2,0
2015,72I001111,72I001,ANDERSON ELEMENTARY,57115.75,57723.51,0.09,0.23,0.49,1.113,0.26,0.59,0.15,337,18.54,41527.08,0.094,6.9,4.92,0.93,1.6,2
2015,57C052105,57C052,ANDERSON ELEMENTARY,77124.78,75192.12,0.07,0.07,0.1,0.502,0.2,0.7,0.1,271,17.6,43508.86,0.114,11.84,1,0,2,0
2016,72I001111,72I001,ANDERSON ELEMENTARY,58190.81,60320.18,0.08,0.23,0.5,1.079,0.26,0.59,0.15,367,20.75,41929.2,0.121,7.49,5,1,1.72,1.95
2016,57C052105,57C052,ANDERSON ELEMENTARY,79039.54,74683.45,0.07,0.09,0.14,0.567,0.18,0.72,0.1,282,17.6,44011.59,0.114,13.84,1,0,2,0
2014,55I012165,55I012,ANGIE DEBO ELEMENTARY,98360,71296,0.04,0.08,0.2,0.31,0.51,0.45,0.04,856,43.14,45933.24,0.206,10.63,5,1,4,2.4
2015,55I012165,55I012,ANGIE DEBO ELEMENTARY,100166.47,74593.66,0.04,0.08,0.2,0.321,0.51,0.45,0.04,895,42.99,46483.45,0.242,12.05,5,1,4.41,2.49
2016,55I012165,55I012,ANGIE DEBO ELEMENTARY,101694.02,77419.43,0.03,0.08,0.22,0.34,0.52,0.44,0.04,918,44.42,47229.93,0.2,13.01,5,1,5.68,2
2014,72I002104,72I002,ANGUS VALLEY ELEMENTARY,60469,30048,0.06,0.12,0.3,0.5,0.18,0.69,0.13,465,25,42716.56,0.12,10.48,3.04,1,2.96,1
2015,72I002104,72I002,ANGUS VALLEY ELEMENTARY,60283.61,30987.13,0.06,0.13,0.32,0.484,0.18,0.67,0.15,457,26,42828.23,0.154,10.19,3,1,3,1
2016,72I002104,72I002,ANGUS VALLEY ELEMENTARY,63027.69,32375.25,0.06,0.11,0.29,0.398,0.17,0.7,0.13,407,26.94,43299.71,0.223,11.71,1.98,1,2,1
2014,64I013705,64I013,ANTLERS HIGH SCHOOL,40738,19985,0.1,0.34,0.5,0.63,0.12,0.68,0.2,261,19.43,44519.92,0.206,14.66,2.29,1,1.36,1
2015,64I013705,64I013,ANTLERS HIGH SCHOOL,46441.22,19830.47,0.12,0.33,0.44,0.582,0.13,0.66,0.21,263,19.79,46581.04,0.152,14.38,2.29,1,1.21,1
2016,64I013705,64I013,ANTLERS HIGH SCHOOL,51170.45,21178.04,0.1,0.31,0.32,0.565,0.14,0.65,0.2,269,21.29,46876.45,0.235,15.4,2.29,1,0.71,1
2014,08I056105,08I056,APACHE ELEMENTARY,54684,45123,0.13,0.13,0.28,0.79,0.15,0.73,0.12,297,15.36,44043.95,0.316,15.26,0.31,1,0.43,1
2015,08I056105,08I056,APACHE ELEMENTARY,60693.56,44342.99,0.09,0.1,0.25,0.796,0.18,0.71,0.11,294,14.92,43141.68,0.201,12.93,1,1,0.43,1.14
2016,08I056105,08I056,APACHE ELEMENTARY,57878.19,43627.17,0.13,0.17,0.37,0.844,0.19,0.68,0.13,270,15.43,43816.77,0.194,16.78,1,0,1,1
2014,08I056705,08I056,APACHE HIGH SCHOOL,54684,45123,0.13,0.13,0.28,0.75,0.15,0.73,0.12,153,12.57,46289.99,0.284,15.99,0.31,0.71,0.93,0.5
2015,08I056705,08I056,APACHE HIGH SCHOOL,60693.56,44342.99,0.09,0.1,0.25,0.758,0.18,0.71,0.11,161,12.29,41425.57,0.256,10.34,0.5,0.57,0.29,1.14
2016,08I056705,08I056,APACHE HIGH SCHOOL,57878.19,43627.17,0.13,0.17,0.37,0.79,0.19,0.68,0.13,167,12.43,43756.54,0.207,16.15,0.5,0.86,0.71,2
2014,08I056505,08I056,APACHE MIDDLE SCHOOL,54684,45123,0.13,0.13,0.28,0.72,0.15,0.73,0.12,141,9,43446.33,0.365,21.56,1,0.29,0.14,0.5
2015,08I056505,08I056,APACHE MIDDLE SCHOOL,60693.56,44342.99,0.09,0.1,0.25,0.71,0.18,0.71,0.11,148,8.71,48393.85,0.295,18.39,0.5,0.14,0.29,0.71
2016,08I056505,08I056,APACHE MIDDLE SCHOOL,57878.19,43627.17,0.13,0.17,0.37,0.741,0.19,0.68,0.13,139,8.14,50324.08,0.333,21.4,0.5,0.14,0.29,0.71
2014,55I001102,55I001,APOLLO ELEMENTARY,62910,48980,0.06,0.16,0.42,0.86,0.32,0.57,0.11,440,25.46,46617.85,0.177,9.32,2.92,1,2.75,1
2015,55I001102,55I001,APOLLO ELEMENTARY,63282.81,50214.98,0.06,0.17,0.4,0.863,0.32,0.58,0.11,432,26.6,45918.62,0.207,7.87,3,1.28,3,1
2016,55I001102,55I001,APOLLO ELEMENTARY,63930.75,52049.84,0.06,0.16,0.43,0.863,0.32,0.58,0.1,460,27.91,47286.74,0.18,9.24,4,1,3,1
2014,14I002135,14I002,APPLE CREEK ELEMENTARY,72627,41624,0.05,0.09,0.26,0.48,0.26,0.65,0.09,463,21.31,43083.09,0.141,8.29,5.96,0.93,2,1
2015,14I002135,14I002,APPLE CREEK ELEMENTARY,74017.72,43667.52,0.05,0.09,0.28,0.444,0.26,0.66,0.09,565,23.57,42375.31,0.127,7.93,5.98,1,2,1
2016,14I002135,14I002,APPLE CREEK ELEMENTARY,74645.48,45730.8,0.04,0.08,0.29,0.508,0.26,0.65,0.08,557,25.91,43416.08,0.193,9.38,5.57,1,1,1
2014,20I005105,20I005,ARAPAHO-BUTLER ELEMENTARY,63156,69165,0.01,0.07,0.17,0.41,0.14,0.76,0.1,304,18.72,43263.8,0.359,13.98,1.29,0.43,0.71,1
2015,20I005105,20I005,ARAPAHO-BUTLER ELEMENTARY,68109.83,69639.22,0.01,0.08,0.3,0.411,0.15,0.74,0.11,309,18.71,43751.62,0.298,15.05,1.29,0.43,0.71,1
2016,20I005105,20I005,ARAPAHO-BUTLER ELEMENTARY,63223.37,65598.56,0,0.14,0.22,0.445,0.16,0.72,0.11,339,19.82,44397.47,0.274,16.85,1.29,0.43,0.57,1
2014,20I005715,20I005,ARAPAHO-BUTLER HIGH SCHOOL,63156,69165,0.01,0.07,0.17,0.37,0.14,0.76,0.1,87,10.29,45260.48,0.514,18.51,0.71,0.57,0.29,1
