,Year,CountyCode,DistrictCode_x,SiteCode,SchoolCode,DistrictName,SchoolName,Overall_LetterGrade,ReportCardType,DistrictCode_y,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
183,2015,55,E004,972,55E004972,ASTEC CHARTERS,ASTEC CHARTER HS,B,High School,,,,,,,,,,,,,,,,,,,,
184,2016,55,G004,972,55G004972,ASTEC CHARTERS,ASTEC CHARTER HS,B,High School,,,,,,,,,,,,,,,,,,,,
185,2015,55,E004,971,55E004971,ASTEC CHARTERS,ASTEC CHARTER MS,D,Middle School,,,,,,,,,,,,,,,,,,,,
186,2016,55,G004,971,55G004971,ASTEC CHARTERS,ASTEC CHARTER MS,D,Middle School,,,,,,,,,,,,,,,,,,,,
298,2014,55,I088,110,55I088110,BETHANY,CHILDREN'S CTR,D,Middle School,,,,,,,,,,,,,,,,,,,,
788,2014,11,T001,971,11T001971,CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,F,Middle School,,,,,,,,,,,,,,,,,,,,
789,2015,11,T001,971,11T001971,CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,F,Middle School,,,,,,,,,,,,,,,,,,,,
790,2016,11,T001,971,11T001971,CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,C,Middle School,,,,,,,,,,,,,,,,,,,,
848,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
849,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
850,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
851,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
852,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
853,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
854,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
855,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
856,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
857,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
858,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
859,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
860,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
861,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
862,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
863,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
864,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
865,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
866,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
867,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
868,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
869,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
870,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
871,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
872,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
873,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
874,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
875,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
876,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
877,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
878,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
879,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
880,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
881,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
882,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
883,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
884,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
885,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
886,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
887,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
888,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
889,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
890,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
891,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
892,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
893,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
894,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
895,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
896,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
897,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
898,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
899,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
900,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
901,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
902,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
903,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
904,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
905,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
906,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
907,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
908,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
909,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
910,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
911,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
912,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
913,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
914,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
915,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
916,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
917,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,D,,,,,,,,,,,,,,,,,,,,,
918,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
919,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
920,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
921,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
922,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
923,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
924,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
925,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
926,2014,55,E014,986,55E014986,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
927,2014,55,E014,985,55E014985,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
928,2014,55,E014,984,55E014984,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,F,,,,,,,,,,,,,,,,,,,,,
1074,2014,74,I004,999,74i004999,COPAN,COPAN VIRTUAL,D,,,,,,,,,,,,,,,,,,,,,
1207,2014,72,G001,972,72G001972,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,A,Elementary,,,,,,,,,,,,,,,,,,,,
1208,2015,72,G001,972,72G001972,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,A,Elementary,,,,,,,,,,,,,,,,,,,,
1286,2014,72,G003,971,72G003971,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,B,Middle School,,,,,,,,,,,,,,,,,,,,
1287,2015,72,G003,971,72G003971,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,C,Middle School,,,,,,,,,,,,,,,,,,,,
1288,2016,72,G003,971,72G003971,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,C,Middle School,,,,,,,,,,,,,,,,,,,,
1289,2014,72,G003,972,72G003972,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),C,High School,,,,,,,,,,,,,,,,,,,,
1290,2015,72,G003,972,72G003972,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),C,High School,,,,,,,,,,,,,,,,,,,,
1291,2016,72,G003,972,72G003972,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),B,High School,,,,,,,,,,,,,,,,,,,,
1556,2015,55,E001,970,54E001970,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER ES,D,Elementary,,,,,,,,,,,,,,,,,,,,
1557,2016,55,Z001,970,55Z001970,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER ES,D,Elementary,,,,,,,,,,,,,,,,,,,,
1558,2015,55,E001,972,54E001970,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER HS,D,High School,,,,,,,,,,,,,,,,,,,,
1559,2016,55,Z001,972,55Z001972,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER HS,B,High School,,,,,,,,,,,,,,,,,,,,
1560,2015,55,E001,971,54E001971,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER MS,F,Middle School,,,,,,,,,,,,,,,,,,,,
1561,2016,55,Z001,971,55Z001971,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER MS,C,Middle School,,,,,,,,,,,,,,,,,,,,
1604,2016,23,I002,110,23I002110,FARGO,GAGE ES,D,,,,,,,,,,,,,,,,,,,,,
1792,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1793,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1794,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1795,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1796,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1797,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1798,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1799,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1800,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1801,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1802,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1803,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1804,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1805,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1806,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1807,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1808,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1809,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1810,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1811,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1812,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1813,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1814,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1815,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1816,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1817,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1818,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1819,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1820,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1821,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1822,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1823,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1824,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1825,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1826,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1827,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1828,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1829,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1830,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1831,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1832,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1833,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1834,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1835,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1836,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1837,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1838,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1839,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1840,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1841,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1842,2014,54,E005,974,54E005974,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
1843,2014,54,E005,975,54E005975,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,C,,,,,,,,,,,,,,,,,,,,,
1844,2014,54,E005,973,54E005973,GRAHAM-DUSTIN CHARTER: EPIC,EPIC ONE ON ONE CHARTER SCHOOL,F,,,,,,,,,,,,,,,,,,,,,
