RecordNumber,YR,SchoolCode,DistrictCode,Site,ReadingRemediation,PTConfAttendence,AvgDaysAbsent,Mobility,SuspRatioLess10,SuspRatioGreat10,AvgVolunteerHrs,FRL,SpecialEd
,2016,03I026105,03I026,CANEY ELEMENTARY,0.3827,0.7,9.4079,0.13043,19.88889,0,0.11173,0.905,0.1732
,2016,03I026705,03I026,CANEY HIGH SCHOOL,0,0.48,3.8233,0.05333,0,0,4.05405,0.6486,0.1351
,2016,04I022105,04I022,BEAVER ELEMENTARY,0.2212,1,7.6806,0.07547,0,0,2.9927,0.6241,0.0985
,2016,04I022705,04I022,BEAVER HIGH SCHOOL,0,0.79,8.7798,0.03297,0,0,6.05263,0.5053,0.0632
,2016,04I075105,04I075,BALKO ELEMENTARY,0.2571,0.85,7.1716,0,0,0,0.63559,0.4068,0.1441
,2016,04I075705,04I075,BALKO HIGH SCHOOL,0,0.6,11.6049,0.06383,0,0,1.70455,0.4318,0.2045
,2016,04I123105,04I123,FORGAN ELEMENTARY,0.4091,0.94,9.9207,0.08475,29.75,119,2.94118,0.5882,0.1849
,2016,04I123705,04I123,FORGAN HIGH SCHOOL,0,0.44,10.3555,0.02326,22.5,0,9.11111,0.5778,0.4667
,2016,04I128105,04I128,TURPIN ELEMENTARY,0.4058,0.9,7.936,0.0806,162,0,0.46296,0.6142,0.1019
,2016,04I128705,04I128,TURPIN HIGH SCHOOL,0,0.68,9.2857,0.00909,61.5,0,0.76423,0.561,0.1382
,2016,05I002105,05I002,MERRITT ELEMENTARY,0.1563,0.93,8.1538,0.04831,34.88889,0,0.63694,0.664,0.172
,2016,05I002705,05I002,MERRITT HIGH SCHOOL,0,0.9,8.1339,0.025,7.66667,0,3.72671,0.677,0.1304
,2016,05I006105,05I006,FAIRVIEW ELEMENTARY,0.3743,0.95,6.7878,0.04467,315,0,3.43175,0.6667,0.1429
,2016,05I006110,05I006,PIONEER ELEMENTARY,0.2222,0.87,10.7857,0.09635,106.33333,319,4.70219,0.627,0.0878
,2016,05I006115,05I006,GRANDVIEW 5TH/6TH GRADE CTR,0,0.87,7.7955,0.03607,27.33333,0,4.57317,0.5396,0.125
,2016,05I006120,05I006,NORTHEAST ELEMENTARY,0.429,0.95,8.3469,0.09841,112,0,6.54762,0.6935,0.119
,2016,05I006610,05I006,8TH & 9TH GRADE CTR,0,0.7,9.4516,0.05607,15.39286,53.875,2.80046,0.5545,0.181
,2016,05I006705,05I006,ELK CITY HIGH SCHOOL,0,0.4,8.313,0.52911,34.83333,83.6,2.39234,0.4665,0.1675
,2016,05I031105,05I031,SAYRE ELEMENTARY,0.247,,7.9249,,,,,0.703,0.1218
,2016,05I031505,05I031,SAYRE MIDDLE SCHOOL,0,0.67,6.5552,0.11538,4.44444,160,0.375,0.6438,0.1625
,2016,05I031705,05I031,SAYRE HIGH SCHOOL,0,0.65,6.6772,0.10638,28.14286,0,0.1269,0.5939,0.1574
,2016,05I051105,05I051,ERICK ELEMENTARY,0.3333,0.83,8.7775,0.10194,204,18.54545,1.83824,0.5637,0.1373
,2016,05I051715,05I051,ERICK HIGH SCHOOL,0,0.56,8.5292,0.08696,10,0,1.5,0.4571,0.1571
,2016,06I009105,06I009,OKEENE ELEMENTARY,0.3363,0.96,6.871,0.03158,96.5,0,0.15544,0.5751,0.2073
,2016,06I009615,06I009,OKEENE JR HIGH SCHOOL,0,0.9,6.0345,0.04762,21,42,2.38095,0.6667,0.1905
,2016,06I009715,06I009,OKEENE SR HIGH SCHOOL,0,0.9,7.1502,0.04255,15.66667,0,1.06383,0.5745,0.2234
,2016,06I042105,06I042,WATONGA ELEMENTARY,0.262,0.94,2.6019,0.11538,0,0,0.23641,0.792,0.1158
,2016,06I042505,06I042,WATONGA MIDDLE SCHOOL,0,0.39,4.052,0.04795,3.05882,0,0.32051,0.7372,0.1474
,2016,06I042705,06I042,WATONGA HIGH SCHOOL,0,0.2,8.7989,0.03889,9.14286,0,0.52083,0.651,0.1302
,2016,06I080105,06I080,GEARY ELEMENTARY,0.3356,1,10.5729,0.05714,0,0,2.36052,1,0.1202
,2016,06I080500,06I080,GEARY MIDDLE SCHOOL,0,0.85,7.4161,0.05405,24.33333,0,21.68493,0.8767,0.1096
,2016,06I080715,06I080,GEARY HIGH SCHOOL,0,0.86,7.2172,0.07143,33,0,32.81818,0.8081,0.2222
,2016,06I105105,06I105,CANTON ELEMENTARY,0.5833,0.5,9.3796,0.11972,0,0,0.27682,0.609,0.1799
,2016,06I105705,06I105,CANTON HIGH SCHOOL,0,0.3,13.5434,0.07216,6.6875,0,0.23364,0.6075,0.2243
,2016,07I001110,07I001,SILO ELEMENTARY,0.4362,0.75,9.4938,0.09959,54.44444,0,0.5102,0.7224,0.2082
,2016,07I001515,07I001,SILO MIDDLE SCHOOL,0,0.76,7.0963,0.06707,10,85,1.64706,0.6882,0.2471
,2016,07I001705,07I001,SILO HIGH SCHOOL,0,0.69,9.0056,0.1,13.47059,114.5,1.44105,0.7205,0.1834
,2016,07I002105,07I002,ROCK CREEK ELEMENTARY,0.2326,0.8,6.2866,0.08788,107.66667,323,0.04644,0.7864,0.2384
,2016,07I002705,07I002,ROCK CREEK HIGH SCHOOL,0,0.6,5.894,0.08844,11.07692,36,3.47222,0.6458,0.2222
,2016,07I003105,07I003,ACHILLE ELEMENTARY,0.2706,0.62,7.8402,0.10667,74.66667,0,3.07589,0.7991,0.183
,2016,07I003705,07I003,ACHILLE HIGH SCHOOL,0,0.32,10.0507,0.1068,25,50,4.01,0.66,0.17
,2016,07I004105,07I004,WARD EAST ELEMENTARY,0,0.5,7.6484,0.10429,0,0,0.24691,0.7901,0.2346
,2016,07I004110,07I004,WARD WEST ELEMENTARY,0.1767,0.9,9.1904,0.08169,0,0,1.27066,0.8006,0.1909
,2016,07I004505,07I004,COLBERT MIDDLE SCHOOL,0,0.35,8.1556,0.07843,0,0,0.87719,0.7193,0.3158
,2016,07I004715,07I004,COLBERT HIGH SCHOOL,0,0.3,9.1085,0.05759,0,0,0.58537,0.6927,0.1659
,2016,07I005105,07I005,CADDO ELEMENTARY,0.3121,0.68,4.4727,0.02374,0,0,0.28319,0.7788,0.2035
,2016,07I005715,07I005,CADDO HIGH SCHOOL,0,0.6,3.4292,0.04444,0,147,0.27211,0.7143,0.2517
,2016,07I040105,07I040,BENNINGTON ELEMENTARY,0.3558,0.8,5.9979,0.10762,31.28571,0,1.36986,0.8584,0.3242
,2016,07I040705,07I040,BENNINGTON HIGH SCHOOL,0,0.6,3.0472,0.54861,19.75,0,4.43038,0.7595,0.3418
,2016,07I048105,07I048,CALERA ELEMENTARY,0.2468,0.87,7.6056,0.10352,0,0,1.61597,0.7167,0.2243
,2016,07I048705,07I048,CALERA HIGH SCHOOL,0,0.61,8.9266,0.07853,48.75,0,2.65128,0.6718,0.1692
,2016,07I072105,07I072,WASHINGTON IRVING ELEMENTARY,0.4146,0.89,8.4579,0.12283,61,0,8.78689,0.7689,0.1393
,2016,07I072110,07I072,ROBERT E. LEE ELEMENTARY,0.4348,0.86,7.4763,0.16726,67.5,0,2.22593,0.9815,0.2148
,2016,07I072115,07I072,NORTHWEST HEIGHTS ELEMENTARY,0.3043,0.98,7.9888,0.09248,126.4,0,0.68354,0.6741,0.1345
,2016,07I072125,07I072,DURANT INTERMEDIATE ELEMENTARY SCHOOL,0,0.7,8.0923,0.06447,26.71429,0,1.3369,0.7206,0.2086
,2016,07I072500,07I072,DURANT MIDDLE SCHOOL,0,0.47,8.7085,0.07477,10.13725,51.7,2.93037,0.7253,0.1509
,2016,07I072705,07I072,DURANT HIGH SCHOOL,0,0.95,7.8936,0.19954,13.90909,83.45455,10.51525,0.6373,0.1808
,2016,08I011105,08I011,HYDRO-EAKLY ELEMENTARY,0.1689,0.84,6.834,0.06494,17.07143,0,0.96234,0.6904,0.1674
,2016,08I011505,08I011,HYDRO-EAKLY MIDDLE SCHOOL,0,0.82,4.3576,0.06122,8.72727,96,5.98958,0.5625,0.2083
,2016,08I011715,08I011,HYDRO-EAKLY HIGH SCHOOL,0,0.74,7.0924,0.08547,39.33333,0,4.87288,0.4661,0.178
,2016,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,0.2817,0.6,6.3482,0.02809,0,0,3.63128,0.838,0.0838
,2016,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,0,0.24,5.0241,0.03448,43,0,0.24419,0.7209,0.2209
,2016,08I020105,08I020,ANADARKO EAST ELEMENTARY,0.6096,0.7,4.261,0.1115,290,145,0.65517,0.9379,0.0897
,2016,08I020115,08I020,SUNSET ELEMENTARY,0.3098,0.87,6.9745,0.05921,0,0,3.64241,1,0.0791
,2016,08I020120,08I020,MISSION ELEMENTARY,0,0.83,7.3118,0.06562,39.4,0,2.49239,0.9086,0.1218
,2016,08I020510,08I020,ANADARKO MIDDLE SCHOOL,0,0.48,11.1446,0.00258,8.05882,58.71429,0.24818,0.8297,0.1168
,2016,08I020705,08I020,ANADARKO HIGH SCHOOL,0,0.47,19.4177,0.06407,14.71875,117.75,0.2293,0.6688,0.1125
,2016,08I033105,08I033,CARNEGIE ELEMENTARY,0.2094,0.91,8.0519,0.10458,150,0,2.12667,0.8667,0.14
,2016,08I033510,08I033,CARNEGIE MIDDLE SCHOOL,0,0.57,6.814,0.11667,17.85714,0,0.08,0.84,0.112
,2016,08I033705,08I033,CARNEGIE HIGH SCHOOL,0,0.52,7.0358,0.12987,24.33333,146,0.08904,0.7808,0.1301
,2016,08I056105,08I056,APACHE ELEMENTARY,0.3006,0.64,8.4995,0.07092,30,0,0.21481,0.8444,0.1259
,2016,08I056505,08I056,APACHE MIDDLE SCHOOL,0,0.29,7.449,0.03676,13.9,34.75,0.25899,0.741,0.0719
,2016,08I056705,08I056,APACHE HIGH SCHOOL,0,0.3,8.8,0.0241,18.55556,83.5,0.8982,0.7904,0.1198
,2016,08I064105,08I064,CYRIL ELEMENTARY,0.0569,1,7.5074,0.06838,243,0,0.107,0.7366,0.1193
,2016,08I064610,08I064,JR HIGH SCHOOL,0,0.8,7.322,0.02381,45,0,0.11111,0.6222,0.3111
,2016,08I064715,08I064,CYRIL HIGH SCHOOL,0,0.9,9.3148,0.10417,32.33333,0,0.05155,0.5773,0.2165
,2016,08I086105,08I086,GRACEMONT ELEMENTARY,0.4808,0.9,8.4941,0.16949,54,0,2.59259,0.7037,0.2037
,2016,08I086705,08I086,GRACEMONT HIGH SCHOOL,0,0.7,7.4962,0.0625,10.66667,0,4.375,0.5938,0.0938
,2016,08I160105,08I160,CEMENT ELEMENTARY,0.1899,0.84,10.5618,0.20207,15.83333,0,1.05263,0.8211,0.1737
,2016,08I160715,08I160,CEMENT HIGH SCHOOL,0,0.65,11.0615,0.17143,32.5,0,0.81538,0.7692,0.2923
,2016,08I161105,08I161,HINTON ELEMENTARY,0.2149,0.99,5.777,0.52941,0,0,0.2716,0.6198,0.1259
,2016,08I161610,08I161,HINTON MIDDLE SCHOOL,0,0.72,5.9647,0.08333,74,148,0.50676,0.7297,0.1216
,2016,08I161705,08I161,HINTON HIGH SCHOOL,0,0.71,5.4377,0.09259,54,81,0.61728,0.5988,0.1111
,2016,08I167105,08I167,FORT COBB-BROXTON LOWER ELEMENTARY,0.2857,0.8,7.6182,0.09357,169,0,1.62722,0.8343,0.1834
,2016,08I167505,08I167,FORT COBB-BROXTON MIDDLE SCHOOL,0,0.8,6.4395,0.04054,36.5,0,3.08219,0.7123,0.1781
,2016,08I167705,08I167,FORT COBB-BROXTON HIGH SCHOOL,0,0.3,6.5928,0.10417,51,0,3.43137,0.7353,0.1373
,2016,08I168105,08I168,BINGER-ONEY ELEMENTARY,0.3333,0.86,8.0327,0.0888,42.83333,0,1.16732,0.7121,0.2374
,2016,08I168705,08I168,BINGER-ONEY HIGH SCHOOL,0,0.4,9.4461,0.03922,55,0,1.36364,0.6727,0.2182
,2016,09C029105,09C029,RIVERSIDE ELEMENTARY,0.1948,0.85,8.3777,0.09697,43.25,0,6.93642,0.7746,0.1618
,2016,09C031105,09C031,BANNER ELEMENTARY,0.2353,0.93,5.8877,0.63391,34,0,7.77941,0.4216,0.1716
,2016,09C070105,09C070,DARLINGTON ELEMENTARY,0.2115,0.77,9.7044,0.0332,79.33333,238,5.2521,0.8613,0.1303
,2016,09C162105,09C162,MAPLE ELEMENTARY,0.2639,0.99,6.3973,0.0473,0,0,6.55172,0.3172,0.1448
,2016,09I022105,09I022,PIEDMONT ELEMENTARY,0.1414,0.98,7.0562,0.02132,67,0,1.91898,0.2281,0.1258
,2016,09I022110,09I022,PIEDMONT PRIMARY ELEMENTARY,0,1,9.5032,0,0,0,3.94737,0.1447,0.0746
,2016,09I022115,09I022,STONE RIDGE ELEMENTARY,0.0978,0.97,5.9026,0.02778,167.66667,0,24.85089,0.1392,0.1093
,2016,09I022120,09I022,NORTHWOOD ELEMENTARY,0.1635,1,6.4868,0.01319,93,0,25.80645,0.2581,0.1613
,2016,09I022125,09I022,PIEDMONT INTERMEDIATE ELEMENTARY,0,0.82,7.4274,0.0339,13.125,0,0.85714,0.221,0.1524
,2016,09I022510,09I022,PIEDMONT MIDDLE SCHOOL,0,0.47,9.3934,0.02924,15.38235,523,0.19503,0.2046,0.109
,2016,09I022705,09I022,PIEDMONT HIGH SCHOOL,0,0.9,9.0777,0.02802,62.4,187.2,0.15491,0.1976,0.0769
,2016,09I027105,09I027,CENTRAL ELEMENTARY,0.3497,0.95,7.5095,0.09315,58.5,0,12.87393,0.5157,0.1567
,2016,09I027110,09I027,MYERS ELEMENTARY,0.4856,0.99,9.778,0.13277,107.66667,0,2.9435,0.8576,0.1796
,2016,09I027115,09I027,SHEDECK ELEMENTARY,0.5926,0.96,8.5577,0.09439,24.3125,389,3.31748,0.6812,0.126
,2016,09I027120,09I027,RANCHWOOD ELEMENTARY,0.3293,0.99,8.033,0.07305,376,0,10.88032,0.4069,0.1755
,2016,09I027125,09I027,SURREY HILLS ELEMENTARY,0.4052,0.995,8.079,0.05263,74.33333,0,7.42377,0.2466,0.1009
,2016,09I027130,09I027,PARKLAND ELEMENTARY,0.2381,0.98,8.1102,0.04233,41.66667,0,16.81,0.4187,0.096
,2016,09I027135,09I027,SKYVIEW ELEMENTARY,0.3065,0.99,8.1384,0.06302,34.17647,0,10.03571,0.346,0.1566
,2016,09I027140,09I027,INDEPENDENCE ELEMENTARY,0,0.87,6.4493,0.06759,35.05556,315.5,6.65571,0.458,0.2013
,2016,09I027145,09I027,LAKEVIEW ELEMENTARY,0,0.93,6.015,0.06136,34.17647,0,5.86747,0.4217,0.1635
,2016,09I027520,09I027,YUKON MIDDLE SCHOOL,0,0.62,9.2756,0.05873,15.15833,95.73684,2.35844,0.4387,0.1468
,2016,09I027705,09I027,YUKON HIGH SCHOOL,0,0.22,10.1495,0.05307,16.93243,96.38462,0.80247,0.3687,0.1321
,2016,09I034110,09I034,HILLCREST ELEMENTARY,0.4091,1,10.3565,0.11988,36.44444,0,0.60976,0.7043,0.1067
,2016,09I034120,09I034,LINCOLN LEARNING CENTER,0.516,0.97,8.1233,0.01961,380,0,1.57895,0.7684,0.2026
,2016,09I034135,09I034,ROSE WITCHER ELEMENTARY,0.6181,1,9.7316,0.1285,45.77778,0,2.42718,0.7985,0.1723
,2016,09I034510,09I034,LESLIE F. ROBLYER LEARNING CENTER,0,0.95,8.1082,0.09254,16.4,0,4.78049,0.7896,0.2652
,2016,09I034610,09I034,ETTA DALE JR HIGH SCHOOL,0,0.77,8.6916,0.10894,57.83333,0,0.50432,0.8588,0.1902
,2016,09I034705,09I034,EL RENO HIGH SCHOOL,0,0.5,8.3679,0.08441,84,0,0.83333,0.4548,0.1595
,2016,09I057105,09I057,UNION CITY ELEMENTARY,0.3378,0.92,7.0493,0.50777,32.66667,0,1.37755,0.5612,0.1888
,2016,09I057705,09I057,UNION CITY HIGH SCHOOL,0,0.75,8.8192,0.11765,15.83333,0,1.68421,0.4316,0.2316
,2016,09I069105,09I069,MUSTANG ELEMENTARY,0.3571,0.95,9.4243,0.06557,24.55,0,2.54582,0.4216,0.11
,2016,09I069110,09I069,MUSTANG VALLEY ELEMENTARY,0.2266,0.95,7.2721,0.05,86.25,0,15.18696,0.3362,0.1014
,2016,09I069115,09I069,MUSTANG LAKEHOMA ELEMENTARY,0.2776,0.99,8.7098,0.0824,49.09091,0,22.22222,0.3056,0.1111
,2016,09I069120,09I069,MUSTANG TRAILS ELEMENTARY,0.3145,0.93,8.2723,0.0872,88.625,0,1.09168,0.4231,0.1142
,2016,09I069125,09I069,MUSTANG CREEK ELEMENTARY,0.3386,0.88,9.5515,0.07941,25.51852,0,8.2598,0.4659,0.1205
,2016,09I069130,09I069,MUSTANG EDUCATION CTR,0,0.91,12.0567,0.08732,0,0,8,0,0.1169
,2016,09I069135,09I069,MUSTANG CENTENNIAL ELEMENTARY,0.4044,0.97,8.9909,0.03271,15.97561,0,5.36183,0.4687,0.1344
,2016,09I069140,09I069,MUSTANG HORIZON INTERMEDIATE ELEMENTARY SCHOOL,0,0.5313,9.7084,0.01437,13.38889,723,2.69018,0.39,0.1425
,2016,09I069145,09I069,CANYON RIDGE INTERMEDIATE ELEMENTARY SCHOOL,0,0.71,8.8521,0.06127,26.94118,458,2.27074,0.3646,0.1266
,2016,09I069150,09I069,PRAIRIE VIEW ELEMENTARY SCHOOL,0.2336,0.96,8.1466,0.07235,204.66667,0,0.00847,0.3502,0.0945
,2016,09I069505,09I069,MUSTANG MIDDLE SCHOOL,0,0.73,9.775,0.05517,16.59091,121.66667,1.09589,0.3822,0.126
,2016,09I069510,09I069,MUSTANG NORTH MIDDLE SCHOOL,0,0.75,9.5796,0.04982,20.52381,287.33333,2.78422,0.3944,0.116
,2016,09I069705,09I069,MUSTANG HIGH SCHOOL,0,0.87,11.0165,0.02316,17.29697,118.91667,1.38402,0.3203,0.116
,2016,09I076105,09I076,CALUMET ELEMENTARY,0.274,0.81,7.5447,0.0137,0,0,2.55034,0.8121,0.1812
,2016,09I076610,09I076,CALUMET JR HIGH SCHOOL,0,0.56,5.6238,0.02326,42,0,0.28571,0.7143,0.1667
,2016,09I076705,09I076,CALUMET HIGH SCHOOL,0,0.29,3.8118,0.01449,0,0,0.69444,0.6111,0.0972
,2016,10C072105,10C072,ZANEIS ELEMENTARY,0.4101,0.77,4.4021,0.10701,0,0,3.64583,0.8368,0.1771
,2016,10I019110,10I019,CHARLES EVANS ELEMENTARY,0.3471,0.85,6.2422,0.15249,8.76,328.5,3.27245,1,0.1507
,2016,10I019120,10I019,JEFFERSON ELEMENTARY,0.3571,0.964,6.6706,0.16917,7.72727,0,2.35294,1,0.2196
,2016,10I019125,10I019,LINCOLN ELEMENTARY,0.4421,0.9,6.3153,0.15734,22.07692,0,3.49826,0.9582,0.1394
,2016,10I019135,10I019,WILL ROGERS ELEMENTARY,0.6182,0.95,10.7759,0.07229,60.71429,0,1.41176,1,0.1412
,2016,10I019505,10I019,ARDMORE MIDDLE SCHOOL,0,0.35,11.3597,0.07068,4.32026,18.88571,9.07716,0.8896,0.1679
,2016,10I019705,10I019,ARDMORE HIGH SCHOOL,0,0.4,17.1786,0.21955,30.76,384.5,0.45514,0.7997,0.1717
,2016,10I021105,10I021,SPRINGER ELEMENTARY,0.2958,0.98,6.4482,0.18235,15.09091,0,0.78313,0.7651,0.1627
,2016,10I021705,10I021,SPRINGER HIGH SCHOOL,0,0.85,6.5236,0.06522,5,0,0,0.68,0.24
,2016,10I027105,10I027,PLAINVIEW PRIMARY ELEMENTARY,0.1829,0.98,7.5458,0.09048,206.5,0,4.83777,0.3826,0.1235
,2016,10I027110,10I027,PLAINVIEW INTERMEDIATE ELEMENTARY SCHOOL,0.1949,0.9,6.0262,0.07267,16.04545,0,6.17564,0.3796,0.1275
,2016,10I027505,10I027,PLAINVIEW MIDDLE SCHOOL,0,0.87,6.0829,0.06213,11.43333,114.33333,2.18659,0.3265,0.1516
,2016,10I027705,10I027,PLAINVIEW HIGH SCHOOL,0,0.63,5.217,0.04555,13.42424,110.75,1.98646,0.2573,0.1377
,2016,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,0.2871,0.91,8.4494,0.04286,18.25,365,1.23288,0.5507,0.1644
,2016,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,0.2699,0.98,10.2101,0.06776,25.35294,0,0.60325,0.5429,0.1323
,2016,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,0,0.38,9.3656,0.07669,3.73563,25,0.46154,0.4431,0.1631
,2016,10I032705,10I032,LONE GROVE HIGH SCHOOL,0,0.405,11.1027,0.04878,11.21622,27.66667,2.53012,0.4169,0.1566
,2016,10I043105,10I043,WILSON ELEMENTARY,0.461,0.5,7.183,0.06583,0,0,0.07862,0.7484,0.239
,2016,10I043705,10I043,WILSON HIGH SCHOOL,0,0.4,6.5521,0.03822,28,0,0.05952,0.6429,0.2024
,2016,10I055105,10I055,HEALDTON ELEMENTARY,0.5211,0.8,5.057,0.15179,78,0,4.2735,0.7479,0.2051
,2016,10I055505,10I055,HEALDTON MIDDLE SCHOOL,0,0.75,7.5822,0.12264,103,103,0,0.7476,0.2621
,2016,10I055705,10I055,HEALDTON HIGH SCHOOL,0,0.61,7.9922,0.04167,7,87.5,0.28571,0.6057,0.1657
,2016,10I074105,10I074,FOX ELEMENTARY,0.3333,0.75,8.1906,0.14655,25.55556,115,0.86957,0.8783,0.1826
,2016,10I074705,10I074,FOX HIGH SCHOOL,0,0.3,3.1312,0.0875,44,11,1.13636,0.7955,0.2159
,2016,10I077105,10I077,DICKSON ELEMENTARY,0.1993,0.8,9.1622,0.09783,0,372,0.32258,0.6559,0.121
,2016,10I077110,10I077,DICKSON UPPER ELEMENTARY,0.1471,0.81,6.9567,0.08014,0,0,0.27972,0.5944,0.1573
,2016,10I077510,10I077,DICKSON MIDDLE SCHOOL,0,0.33,2.5048,0.06441,13.77273,50.5,0.33003,0.5677,0.1848
,2016,10I077705,10I077,DICKSON HIGH SCHOOL,0,0.1,5.2674,0.01613,25,62.5,0.09333,0.5093,0.1333
,2016,11C010105,11C010,LOWREY ELEMENTARY,0.2813,0.45,7.7683,0.13194,69,0,1.41304,0.8768,0.2246
,2016,11C014105,11C014,NORWOOD ELEMENTARY,0.2571,0.815,5.8358,0.12234,0,0,1.95652,0.8967,0.1957
,2016,11C021105,11C021,WOODALL ELEMENTARY,0.3873,0.82,9.0968,0.02469,0,0,0.91463,0.6809,0.1443
,2016,11C026105,11C026,SHADY GROVE ELEMENTARY,0.6286,0.9,4.9723,0.15723,0,0,0.55172,0.8138,0.2483
,2016,11C031105,11C031,PEGGS ELEMENTARY,0.3854,0.8,9.5829,0.05856,0,0,5.40541,0.7703,0.1712
,2016,11C034105,11C034,GRAND VIEW ELEMENTARY,0.4388,0.98,8.7753,0.06041,18,0,1.56508,0.8397,0.2127
,2016,11C044105,11C044,BRIGGS ELEMENTARY,0.2462,0.87,9.0032,0.11572,154.33333,0,1.07991,0.9287,0.162
,2016,11C066105,11C066,TENKILLER ELEMENTARY,0.3023,0.7,9.1898,0.08197,0,0,1.49007,0.798,0.2483
