,Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LetterGrade,DistrictCode,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Geography_Advanced,7_Geography_Below_Satisfactory,7_Geography_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,8_Writing_Advanced,8_Writing_Below_Satisfactory,8_Writing_Satisfactory,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,ELA_ExamCounty,ELA_GrowthIndex,Math_ExamCounty,Math_GrowthIndex,Science_ExamCounty,Science_GrowthIndex,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,Writing_ExamCounty,Writing_GrowthIndex,Overall_ExamCounty,Overall_GrowthIndex,ELA_ExamCount_bq,ELA_GrowthIndex_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,OverallExamCount_bq,OverallGrowthIndex_bq,AttendenceRate,DropOutRate,DropOutRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,LetterGradeGroup
630,2016,CANADIAN,EL RENO,LESLIE F ROBLYER LEARNING CTR,09I034510,73.0,C,09I034,60315.5,24895.16,0.07,0.14,0.37,0.79,0.12,0.73,0.15,328.0,15.57,44190.47,0.233,15.57,1.58,0.0,0.56,2.17,Middle School,0.2226,0.1585,0.0,0.0244,0.003,0.4878,0.1037,0.18,0.6888,0.0158,0.21,0.7742,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.25791007025761126,0.32063231850117097,0.4214576112412178,0.13218842975206613,0.3693388429752066,0.4984727272727273,0.14948350877192984,0.16612865497076024,0.6843878362573098,0.11582494145199063,0.40387587822014054,0.48029918032786884,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,67.0,295.0,77.0,297.0,68.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,592.0,73.0,73.0,63.0,73.0,40.0,146.0,51.0,0.95,0.05024943310657597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
708,2016,COMANCHE,CACHE,CACHE 5TH AND 6TH GRADE MS,16I001530,85.0,B,16I001,93637.81,61263.07,0.07,0.11,0.26,0.495,0.27,0.68,0.06,293.0,16.26,47028.78,0.341,12.96,4.23,0.01,0.59,1.06,Middle School,0.1092,0.1672,0.0171,0.0887,0.0068,0.5529,0.058,0.03,0.5626,0.068,0.15,0.782,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.25791007025761126,0.32063231850117097,0.4214576112412178,0.13218842975206613,0.3693388429752066,0.4984727272727273,0.14948350877192984,0.16612865497076024,0.6843878362573098,0.11582494145199063,0.40387587822014054,0.48029918032786884,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,86.0,255.0,82.0,255.0,87.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,510.0,84.0,63.0,60.0,63.0,62.0,126.0,61.0,0.95,0.05024943310657597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1074,2016,TULSA,OWASSO,OWASSO 6TH GRADE CTR,72I011515,87.0,B+,72I011,84896.09,52132.65,0.05,0.06,0.21,0.324,0.32,0.6,0.07,746.0,34.29,49534.53,0.3,15.58,4.46,2.0,2.5,2.0,Middle School,0.0845,0.1421,0.0228,0.0603,0.0027,0.6099,0.0777,0.07,0.5208,0.068,0.15,0.782,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.25791007025761126,0.32063231850117097,0.4214576112412178,0.13218842975206613,0.3693388429752066,0.4984727272727273,0.14948350877192984,0.16612865497076024,0.6843878362573098,0.11582494145199063,0.40387587822014054,0.48029918032786884,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,83.0,691.0,81.0,691.0,90.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1382.0,85.0,172.0,48.0,172.0,67.0,344.0,57.0,0.95,0.05024943310657597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1297,2016,CADDO,FORT COBB-BROXTON,FORT COBB-BROXTON MS,08I167505,74.0,C,08I167,51494.01,25787.81,0.07,0.17,0.31,0.7120000000000001,0.22,0.66,0.13,73.0,4.1,46492.08,0.44299999999999995,24.0,0.28,0.37,1.07,0.51,Middle School,0.0137,0.2329,0.0,0.0,0.0,0.6301,0.1233,0.31,0.6003,0.1144,0.12,0.7656,0.0494,0.62,0.3306,0.0,0.37,0.63,0.1053,0.19,0.7047,0.0368,0.54,0.4232,0.035,0.5,0.465,0.1932,0.08,0.7268,0.1071,0.37,0.5229,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,70.0,64.0,84.0,64.0,67.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,128.0,76.0,15.0,67.0,15.0,53.0,30.0,60.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1300,2016,CANADIAN,PIEDMONT,PIEDMONT MS,09I022510,91.0,A-,09I022,96974.43,43118.98,0.03,0.04,0.16,0.205,0.44,0.5,0.06,523.0,27.09,43513.92,0.153,11.46,3.0,1.3,1.5,2.0,Middle School,0.0918,0.0956,0.0402,0.0478,0.0,0.7055,0.0191,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.3397,0.21,0.4503,0.4324,0.08,0.4876,0.2064,0.14,0.6536,0.3397,0.21,0.4503,0.534,0.11,0.35600000000000004,0.3325,0.05,0.6175,0.4002,0.13,0.4698,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,86.0,483.0,88.0,483.0,93.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,966.0,90.0,120.0,66.0,120.0,78.0,240.0,72.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1301,2016,CANADIAN,YUKON,YUKON MS,09I027520,83.0,B,09I027,77882.61,42555.68,0.04,0.06,0.28,0.439,0.29,0.65,0.07,1819.0,84.51,45260.43,0.17600000000000002,12.16,12.0,4.0,5.0,5.0,Middle School,0.1171,0.0522,0.0286,0.039,0.0022,0.7301,0.0308,0.18,0.5822,0.0438,0.27,0.6862,0.5915,0.09,0.3185,0.1782,0.19,0.6318,0.2581,0.11,0.6319,0.4067,0.17,0.4233,0.2916,0.19,0.5184,0.2024,0.12,0.6776,0.266,0.24,0.494,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,79.0,1678.0,80.0,1682.0,82.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,3360.0,81.0,419.0,54.0,420.0,62.0,839.0,58.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1302,2016,CHOCTAW,FORT TOWSON,FORT TOWSON JHS,12I002605,54.0,F,12I002,45733.17,38223.7,0.1,0.26,0.35,0.889,0.14,0.71,0.15,54.0,5.61,41712.2,0.14,9.95,0.0,0.14,0.14,0.5,Middle School,0.0,0.1667,0.0,0.037,0.0,0.6296,0.1667,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.0286,0.74,0.2314,0.0407,0.63,0.3293,0.1088,0.32,0.5712,0.045,0.55,0.405,0.075,0.5,0.425,0.035,0.3,0.665,0.0,0.65,0.35,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,53.0,48.0,63.0,48.0,52.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,96.0,57.0,12.0,42.0,12.0,50.0,24.0,46.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
1303,2016,CLEVELAND,MOORE,BRINK JHS,14I002610,94.0,A,14I002,74645.48,45730.8,0.04,0.08,0.29,0.256,0.26,0.65,0.08,774.0,38.71,48063.26,0.45799999999999996,15.79,6.0,2.0,1.4,1.97,Middle School,0.115,0.0439,0.1111,0.0439,0.0013,0.5155,0.1693,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.5607,0.11,0.3293,0.5376,0.04,0.4224,0.376,0.06,0.564,0.4644,0.14,0.3956,0.3182,0.14,0.5418,0.3552,0.04,0.6048,0.35200000000000004,0.12,0.528,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,92.0,731.0,93.0,730.0,90.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1461.0,91.0,182.0,79.0,182.0,65.0,364.0,72.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1304,2016,CLEVELAND,MOORE,CENTRAL JHS,14I002685,79.0,C+,14I002,74645.48,45730.8,0.04,0.08,0.29,0.573,0.26,0.65,0.08,611.0,29.3,46144.36,0.218,12.32,8.41,2.0,3.0,2.0,Middle School,0.1538,0.0638,0.0131,0.0786,0.0082,0.4664,0.216,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.315,0.25,0.435,0.1824,0.24,0.5776,0.1659,0.21,0.6241,0.2592,0.28,0.4608,0.2002,0.23,0.5698,0.1479,0.13,0.7221,0.1728,0.28,0.5472,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,83.0,533.0,81.0,531.0,76.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1064.0,79.0,132.0,55.0,132.0,52.0,264.0,54.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1305,2016,CLEVELAND,MOORE,HIGHLAND EAST JHS,14I002650,84.0,B,14I002,74645.48,45730.8,0.04,0.08,0.29,0.40399999999999997,0.26,0.65,0.08,671.0,37.19,47142.77,0.26899999999999996,14.7,7.43,2.0,1.5,2.0,Middle School,0.1118,0.0387,0.0268,0.0909,0.003,0.5559,0.1729,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.315,0.25,0.435,0.2214,0.18,0.5986,0.2484,0.08,0.6716,0.3388,0.23,0.4312,0.1776,0.26,0.5624,0.2184,0.09,0.6916,0.2516,0.26,0.4884,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,88.0,612.0,88.0,620.0,79.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1232.0,83.0,152.0,72.0,154.0,47.0,306.0,59.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1306,2016,CLEVELAND,MOORE,WEST JHS,14I002680,79.0,C+,14I002,74645.48,45730.8,0.04,0.08,0.29,0.5820000000000001,0.26,0.65,0.08,715.0,33.32,45328.48,0.19899999999999998,11.4,8.04,2.0,2.0,2.0,Middle School,0.2182,0.0517,0.0671,0.0965,0.0028,0.4042,0.1594,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.3198,0.22,0.4602,0.1817,0.21,0.6083,0.1476,0.18,0.6724,0.3198,0.18,0.5002,0.2054,0.21,0.5846,0.153,0.15,0.6970000000000001,0.17,0.32,0.51,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,82.0,633.0,80.0,641.0,78.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,1274.0,79.0,158.0,50.0,160.0,50.0,318.0,50.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1307,2016,COMANCHE,GERONIMO,GERONIMO MS,16I004505,86.0,B,16I004,57881.88,55082.85,0.06,0.09,0.42,0.7709999999999999,0.08,0.69,0.23,48.0,2.45,39068.71,0.297,7.06,0.0,0.5,0.33,0.0,Middle School,0.0417,0.1458,0.0417,0.0208,0.0,0.5833,0.1667,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.0484,0.56,0.3916,0.1826,0.17,0.6474,0.0913,0.17,0.7387,0.2926,0.23,0.4774,0.33,0.0,0.67,0.0736,0.08,0.8464,0.1058,0.54,0.3542,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,78.0,37.0,86.0,37.0,86.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,74.0,86.0,81.69311551925321,54.169194865810965,82.33835457705678,52.60834298957126,18.0,72.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1310,2016,CRAIG,BLUEJACKET,BLUEJACKET MS,18I020505,58.0,F,18I020,51605.0,38207.27,0.02,0.12,0.26,0.6559999999999999,0.13,0.7,0.17,61.0,3.78,41406.66,0.285,14.06,0.36,0.1,0.14,0.67,Middle School,0.0328,0.4426,0.0,0.0,0.0,0.3934,0.1311,0.36,0.5952,0.0,0.57,0.43,0.0874,0.62,0.2926,0.2926,0.23,0.4774,0.0616,0.23,0.7084,0.0282,0.53,0.4418,0.0348,0.71,0.2552,0.1056,0.12,0.7744,0.0318,0.47,0.4982,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,67.0,52.0,67.0,52.0,56.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,104.0,62.0,13.0,31.0,13.0,31.0,26.0,31.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
1311,2016,CUSTER,CLINTON,CLINTON MS,20I099505,70.0,C-,20I099,62330.6,32998.56,0.04,0.15,0.41,0.84,0.21,0.6,0.19,362.0,20.01,42836.56,0.28600000000000003,12.21,2.2,1.0,0.9,1.0,Middle School,0.4972,0.0525,0.011,0.0276,0.0028,0.337,0.0718,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.1224,0.49,0.3876,0.0441,0.37,0.5859,0.1406,0.26,0.5994,0.0636,0.47,0.4664,0.0585,0.35,0.5915,0.3384,0.06,0.6016,0.084,0.4,0.516,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,73.0,313.0,81.0,316.0,70.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,629.0,76.0,77.0,51.0,78.0,40.0,155.0,45.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1312,2016,CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED JHS,20I007615,88.0,B+,20I007,67156.76,99465.11,0.01,0.19,0.2,0.505,0.25,0.63,0.12,105.0,6.31,50590.96,0.218,16.99,0.0,0.14,0.14,1.0,Middle School,0.0762,0.1333,0.0,0.0286,0.0,0.7429,0.019,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.32799999999999996,0.2,0.47200000000000003,0.3626,0.02,0.6174,0.18600000000000003,0.07,0.7440000000000001,0.2492,0.11,0.6408,0.3042,0.22,0.4758,0.28,0.0,0.72,0.1869,0.11,0.7031,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,75.0,69.0,90.0,93.0,87.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,162.0,88.0,17.0,65.0,23.0,57.0,40.0,60.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1314,2016,GARVIN,ELMORE CITY-PERNELL,ELMORE CITY JHS,25I072605,80.0,B-,25I072,63596.6,59418.67,0.04,0.15,0.22,0.557,0.16,0.7,0.14,61.0,5.08,44051.73,0.23,21.32,0.5,0.5,0.08,0.5,Middle School,0.082,0.0656,0.0,0.0164,0.0,0.7049,0.1311,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.365,0.27,0.365,0.1978,0.14,0.6622,0.2912,0.09,0.6188,0.0845,0.35,0.5655,0.273,0.22,0.507,0.1632,0.04,0.7968,0.1547,0.09,0.7553,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,77.0,56.0,89.0,56.0,73.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,112.0,81.0,14.0,71.0,14.0,36.0,28.0,54.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1316,2016,GRANT,POND CREEK-HUNTER,POND CREEK-HUNTER MS,27I090505,69.0,D+,27I090,61026.49,184139.3,0.05,0.1,0.27,0.581,0.21,0.66,0.13,105.0,5.82,47293.16,0.684,13.91,1.2,0.3,0.33,1.0,Middle School,0.0667,0.0286,0.0,0.0,0.0,0.8571,0.0476,0.15,0.6885,0.09300000000000001,0.38,0.527,0.1,0.5,0.4,0.14,0.3,0.56,0.07,0.3,0.63,0.094,0.53,0.376,0.16,0.2,0.64,0.16,0.2,0.64,0.1971,0.27,0.5329,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,67.0,83.0,61.0,84.0,76.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,167.0,69.0,20.0,35.0,20.0,75.0,40.0,55.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1317,2016,JACKSON,ALTUS,ALTUS JHS,33I018625,76.0,C,33I018,52345.98,30131.43,0.09,0.18,0.36,0.623,0.18,0.62,0.2,493.0,28.15,46399.19,0.17300000000000001,16.74,4.5,2.0,2.0,2.0,Middle School,0.3996,0.0101,0.0203,0.0832,0.0101,0.4118,0.0649,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.081,0.55,0.369,0.24600000000000002,0.18,0.574,0.14400000000000002,0.2,0.6559999999999999,0.204,0.4,0.396,0.2407,0.17,0.5893,0.225,0.1,0.675,0.0671,0.39,0.5429,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,74.0,421.0,80.0,427.0,81.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,848.0,81.0,104.0,54.0,106.0,59.0,210.0,57.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1318,2016,KAY,PONCA CITY,PONCA CITY EAST MS,36I071515,78.0,C+,36I071,56366.7,54723.53,0.08,0.18,0.39,0.674,0.2,0.66,0.13,359.0,19.73,45903.55,0.252,13.48,2.45,1.0,1.5,1.5,Middle School,0.0808,0.1894,0.0028,0.0529,0.0056,0.6156,0.0529,0.24686541737649062,0.5801212947189097,0.06115758091993186,0.26412265758091996,0.6747197614991481,0.24706052631578948,0.3468947368421053,0.40604473684210524,0.16692514619883042,0.2566081871345029,0.5764666666666667,0.15476011695906436,0.19415204678362574,0.6510878362573098,0.1768,0.32,0.5032,0.14800000000000002,0.26,0.5920000000000001,0.225,0.1,0.675,0.1024,0.36,0.5376,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,4.0,75.0,292.0,83.0,295.0,77.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,587.0,80.0,72.0,53.0,73.0,59.0,145.0,56.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1319,2016,KINGFISHER,CASHION,CASHION MS,37I089505,78.0,C+,37I089,75044.54,123601.53,0.02,0.04,0.27,0.258,0.23,0.72,0.05,124.0,6.42,39415.33,0.156,8.96,1.0,0.25,0.25,0.5,Middle School,0.0323,0.0645,0.0,0.0161,0.0,0.8548,0.0323,0.29,0.639,0.0426,0.29,0.6674,0.1474,0.33,0.5226,0.0372,0.07,0.8928,0.2112,0.04,0.7488,0.1064,0.24,0.6536,0.1474,0.33,0.5226,0.152,0.05,0.7979999999999999,0.1691,0.11,0.7209,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.17162471395881,24.82837528604119,8.302059496567505,72.18764302059496,117.0,82.0,117.0,77.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,234.0,79.0,29.0,55.0,29.0,48.0,58.0,52.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1320,2016,KIOWA,HOBART,HOBART MS,38I001505,88.0,B+,38I001,60297.99,34740.91,0.07,0.23,0.42,0.722,0.17,0.65,0.18,162.0,11.5,45070.37,0.162,16.72,0.43,0.86,0.43,1.0,Middle School,0.2099,0.0123,0.0123,0.0741,0.0,0.5741,0.1173,0.16,0.7559999999999999,0.0,0.28,0.72,0.1716,0.48,0.3484,0.2236,0.14,0.6364,0.1806,0.14,0.6794,0.0464,0.42,0.5336,0.2375,0.05,0.7125,0.2632,0.06,0.6768,0.215,0.14,0.645,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,74.0,141.0,89.0,141.0,86.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,282.0,87.0,35.0,77.0,35.0,69.0,70.0,73.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1321,2016,LATIMER,WILBURTON,WILBURTON MS,39I001510,98.0,A+,39I001,54469.02,29782.52,0.08,0.19,0.43,0.6629999999999999,0.13,0.7,0.17,202.0,11.86,46105.25,0.27699999999999997,13.01,1.57,1.0,0.54,1.0,Middle School,0.0396,0.3366,0.0,0.0149,0.0,0.5644,0.0446,0.02,0.5292,0.07200000000000001,0.1,0.828,0.8148,0.03,0.1552,0.3395,0.03,0.6305,0.23399999999999999,0.1,0.6659999999999999,0.2511,0.19,0.5589,0.418,0.05,0.532,0.2112,0.04,0.7488,0.2573,0.17,0.5727,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,93.0,150.0,90.0,150.0,94.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,300.0,92.0,36.0,81.0,36.0,86.0,72.0,83.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
1323,2016,MAYES,SALINA,SALINA MS,46I016505,88.0,B+,46I016,43929.3,23450.25,0.07,0.26,0.41,0.807,0.13,0.69,0.18,166.0,8.66,42853.0,0.215,15.51,1.0,0.5,2.03,1.0,Middle School,0.0181,0.6566,0.0,0.0,0.0,0.3072,0.0181,0.05,0.5795,0.0,0.34,0.66,0.2117,0.27,0.5183,0.2697,0.13,0.6003,0.17800000000000002,0.11,0.7120000000000001,0.0741,0.43,0.4959,0.5859,0.07,0.3441,0.083,0.17,0.747,0.10400000000000001,0.2,0.696,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,76.0,133.0,78.0,133.0,92.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,266.0,85.0,32.0,63.0,32.0,88.0,64.0,75.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1324,2016,MCCLAIN,NEWCASTLE,NEWCASTLE MS,47I001505,83.0,B,47I001,84294.47,47116.6,0.03,0.07,0.27,0.31,0.3,0.61,0.09,449.0,22.52,43680.11,0.193,15.53,3.0,1.5,1.34,2.0,Middle School,0.1002,0.2138,0.0045,0.0045,0.0,0.5857,0.0913,0.22,0.6708,0.1023,0.07,0.8277,0.3276,0.22,0.4524,0.2288,0.12,0.6512,0.1274,0.09,0.7826,0.3655,0.15,0.4845,0.1725,0.25,0.5775,0.2024,0.08,0.7176,0.2523,0.13,0.6177,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,10.0,84.0,418.0,87.0,414.0,79.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,832.0,83.0,104.0,63.0,103.0,46.0,207.0,54.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
1325,2016,MCCLAIN,WAYNE,WAYNE MS,47I010505,78.0,C+,47I010,60704.56,40464.88,0.04,0.16,0.33,0.7809999999999999,0.2,0.65,0.15,105.0,6.0,40071.18,0.214,15.41,0.57,0.43,0.57,1.0,Middle School,0.1429,0.1905,0.0,0.0,0.0,0.6286,0.0381,0.16,0.672,0.152,0.24,0.608,0.2244,0.34,0.4356,0.2604,0.16,0.5796,0.1716,0.22,0.6084,0.0387,0.57,0.3913,0.1311,0.31,0.5589,0.0702,0.22,0.7098,0.154,0.3,0.546,0.07251798941798941,0.3367901234567901,0.5906918871252205,50.0,25.0,25.0,8.0,69.0,94.0,78.0,94.0,80.0,127.2373949579832,49.72478991596638,203.4715909090909,64.12121212121212,0.17940199335548174,1.3687707641196014,188.0,79.0,23.0,57.0,23.0,65.0,46.0,61.0,0.95,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
