,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
3223,2014,64I013510,OBUCH MS,80.0,B,40738.0,19985.0,0.1,0.34,0.5,0.69,0.12,0.68,0.2,206.0,14.67,47139.75,0.273,14.83,3.0,1.0,1.21,2.0,0.0534,0.1845,0.0,0.0049,0.0,0.4223,0.335,206.0
3225,2014,08I161610,HINTON MS,64.0,D,56767.0,54278.0,0.05,0.21,0.36,0.46,0.09,0.71,0.2,134.0,6.05,44217.36,0.47200000000000003,12.67,1.0,0.43,1.14,0.5,0.1567,0.0821,0.0,0.0149,0.0,0.7164,0.0299,134.0
3226,2014,10I077510,DICKSON MS,81.0,B,63793.0,33513.0,0.06,0.08,0.23,0.59,0.17,0.72,0.1,271.0,15.32,41184.91,0.287,11.37,2.08,0.75,0.25,0.25,0.0332,0.2583,0.0037,0.0148,0.0,0.6458,0.0443,271.0
3229,2015,16I004505,GERONIMO MS,78.0,C,54733.55,50623.21,0.09,0.09,0.23,0.735,0.07,0.7,0.23,49.0,4.07,40950.15,0.07,10.7,0.14,0.5,0.25,0.5,0.0408,0.1224,0.0408,0.0204,0.0,0.6735,0.102,49.0
3230,2014,40I002505,SPIRO MS,82.0,B,47774.0,28039.0,0.15,0.24,0.39,0.77,0.09,0.65,0.26,261.0,15.29,45941.97,0.327,14.63,1.0,1.0,2.14,1.0,0.0498,0.3372,0.0038,0.0613,0.0,0.5479,0.0,261.0
3232,2015,54I026505,OKEMAH MS,60.0,D,40572.71,28468.07,0.1,0.33,0.49,0.769,0.12,0.65,0.24,169.0,11.99,45109.51,0.523,14.81,2.5,0.5,0.71,0.33,0.0059,0.49700000000000005,0.0,0.0592,0.0,0.43200000000000005,0.0059,169.0
3233,2014,62I030515,MCLISH MS,80.0,B,49699.0,53667.0,0.06,0.21,0.36,0.82,0.25,0.59,0.16,130.0,4.84,44752.63,1.0,15.82,1.14,0.1,0.45,1.14,0.0231,0.4231,0.0077,0.0154,0.0,0.5,0.0308,130.0
3234,2015,63I003505,BETHEL MS,78.0,C,72417.41,19837.75,0.05,0.11,0.2,0.503,0.16,0.76,0.07,320.0,19.25,43469.2,0.23399999999999999,15.97,2.0,1.0,0.33,1.38,0.0156,0.1844,0.0094,0.0063,0.0,0.7719,0.0125,320.0
3235,2015,74I007510,DEWEY MS,79.0,C,52248.27,24474.44,0.07,0.14,0.35,0.513,0.11,0.77,0.13,273.0,15.52,40130.2,0.273,12.21,2.29,1.0,1.42,2.14,0.0476,0.2308,0.0,0.0403,0.0,0.6447,0.0366,273.0
3237,2014,42I001610,GUTHRIE JHS,82.0,B,58627.0,36044.0,0.05,0.17,0.26,0.66,0.2,0.67,0.13,508.0,31.8,42680.52,0.28300000000000003,12.57,3.32,1.0,2.17,2.0,0.0689,0.0413,0.0,0.063,0.0,0.7028,0.124,508.0
3238,2015,59I006505,CLEVELAND MS,61.0,D,57592.78,31134.95,0.08,0.13,0.3,0.682,0.16,0.71,0.13,380.0,23.52,45934.45,0.318,13.11,3.0,0.83,1.36,2.0,0.0316,0.1947,0.0026,0.0053,0.0026,0.7289,0.0342,380.0
3239,2014,54I031610,WELEETKA JHS,59.0,F,46510.0,35345.0,0.11,0.28,0.25,0.86,0.12,0.71,0.17,90.0,4.39,39311.11,0.163,9.58,0.8,0.29,0.24,0.0,0.0444,0.3,0.0,0.0222,0.0,0.4111,0.2222,90.0
3241,2014,25I002505,STRATFORD MS,77.0,C,46636.0,19351.0,0.09,0.23,0.27,0.7,0.17,0.67,0.16,155.0,9.76,41230.53,0.281,8.78,1.0,0.55,1.5,0.99,0.0129,0.2839,0.0,0.0,0.0,0.6709999999999999,0.0323,155.0
3242,2015,26I128615,AMBER-POCASSET JHS,86.0,B,75419.63,65279.89,0.03,0.1,0.17,0.478,0.21,0.64,0.15,113.0,5.95,40494.37,0.262,13.08,0.86,0.29,0.53,0.5,0.0265,0.0442,0.0,0.0088,0.0,0.8584,0.0619,113.0
3246,2015,37I007505,KINGFISHER MS,80.0,B,66305.8,46639.25,0.03,0.06,0.27,0.451,0.22,0.66,0.12,381.0,23.93,43483.2,0.248,16.13,3.0,1.0,0.5,2.64,0.1837,0.1155,0.0,0.0105,0.0,0.6063,0.084,381.0
3249,2015,47I015610,PURCELL JHS,67.0,D,57590.17,28528.03,0.06,0.14,0.23,0.557,0.18,0.64,0.18,314.0,17.97,45378.44,0.28300000000000003,14.97,2.85,0.83,1.56,1.25,0.2166,0.1369,0.0064,0.0064,0.0,0.5764,0.0573,314.0
3250,2015,52I006510,MORRISON MS,66.0,D,61083.65,63582.57,0.07,0.09,0.2,0.5329999999999999,0.28,0.62,0.1,122.0,8.02,41039.51,0.204,14.83,1.0,0.5,0.23,0.25,0.0,0.0164,0.0082,0.0,0.0,0.623,0.3525,122.0
3251,2015,63I002510,DALE MS,80.0,B,61702.15,20916.36,0.09,0.2,0.36,0.371,0.21,0.67,0.12,197.0,11.48,50971.85,0.32799999999999996,17.21,1.0,0.5,0.96,0.5,0.0152,0.2335,0.0,0.0203,0.0051,0.7208,0.0051,197.0
3253,2014,68I002505,VIAN MS,80.0,B,45760.0,19117.0,0.16,0.24,0.56,0.79,0.17,0.66,0.17,215.0,12.01,43550.54,0.16699999999999998,12.68,2.32,1.0,1.34,1.0,0.0186,0.4465,0.0,0.0884,0.0047,0.4419,0.0,215.0
3254,2015,69I034600,CENTRAL HIGH JHS,81.0,B,68079.3,30347.1,0.03,0.08,0.2,0.451,0.22,0.7,0.08,82.0,4.73,42765.27,0.298,17.79,0.33,0.33,0.33,0.5,0.0854,0.0854,0.0,0.0244,0.0,0.7439,0.061,82.0
3257,2015,55I053505,CROOKED OAK MS,67.0,D,31079.62,52988.84,0.12,0.37,0.66,0.9890000000000001,0.06,0.62,0.32,280.0,15.01,46298.87,0.466,11.16,1.04,1.0,1.5,2.0,0.6929,0.0107,0.0036,0.1321,0.0,0.1,0.0607,280.0
3258,2014,67I002510,WEWOKA MS,57.0,F,34321.0,19046.0,0.15,0.34,0.54,0.85,0.11,0.69,0.2,109.0,4.47,42119.82,0.256,10.58,1.24,0.5,0.14,1.0,0.0183,0.3394,0.0,0.0826,0.0,0.4312,0.1284,109.0
3260,2014,01I011610,WESTVILLE JHS,64.0,D,43749.0,21219.0,0.1,0.23,0.33,0.83,0.15,0.58,0.27,157.0,10.65,43195.8,0.336,12.07,0.0,0.83,2.76,1.0,0.0573,0.4459,0.0191,0.0,0.0,0.3694,0.1083,157.0
3262,2015,21I003505,KANSAS MS,61.0,D,49757.63,14645.32,0.11,0.17,0.24,0.857,0.11,0.75,0.14,203.0,11.71,41658.04,0.23199999999999998,14.76,2.29,1.0,0.43,1.0,0.0148,0.5714,0.0148,0.0148,0.0049,0.3744,0.0049,203.0
3263,2015,25I002505,STRATFORD MS,82.0,B,46185.44,21331.56,0.08,0.21,0.25,0.648,0.17,0.69,0.14,159.0,9.77,41263.05,0.23,9.55,1.0,0.75,1.5,1.0,0.0189,0.2704,0.0,0.0126,0.0,0.6792,0.0189,159.0
3264,2014,26I002505,MINCO MS,80.0,B,57644.0,79662.0,0.06,0.09,0.2,0.48,0.13,0.76,0.11,115.0,6.5,42393.11,0.449,20.22,0.25,0.33,0.0,0.71,0.0957,0.0522,0.0,0.0,0.0087,0.7565,0.087,115.0
3266,2014,37I007505,KINGFISHER MS,81.0,B,65600.0,42870.0,0.04,0.06,0.27,0.52,0.19,0.69,0.11,397.0,25.23,42896.81,0.226,15.07,3.14,1.0,0.86,2.8,0.1713,0.1159,0.0,0.005,0.0,0.6071,0.1008,397.0
3268,2015,47I010505,WAYNE MS,69.0,D,64253.32,39861.87,0.03,0.16,0.37,0.7040000000000001,0.19,0.68,0.13,108.0,6.71,38898.27,0.213,15.4,0.0,0.43,0.29,1.0,0.1019,0.25,0.0,0.0093,0.0,0.6296,0.0093,108.0
3269,2015,48I074505,RECTOR JOHNSON MS,80.0,B,42071.44,28246.73,0.08,0.22,0.37,0.8320000000000001,0.12,0.69,0.18,315.0,23.0,41528.32,0.174,13.41,3.0,1.0,4.0,2.0,0.0762,0.3333,0.0032,0.073,0.0476,0.4667,0.0,315.0
3270,2014,50I010505,DAVIS MS,68.0,D,55900.0,30587.0,0.04,0.12,0.28,0.5,0.21,0.66,0.13,319.0,19.23,43325.91,0.188,12.49,3.16,0.5,0.58,1.0,0.0408,0.2727,0.0031,0.0251,0.0,0.6332,0.0251,319.0
3271,2015,51I003505,FORT GIBSON MS,81.0,B,68951.18,68437.13,0.07,0.14,0.33,0.46299999999999997,0.26,0.69,0.05,406.0,20.99,46019.34,0.22899999999999998,15.24,4.47,1.0,1.0,2.0,0.0246,0.46799999999999997,0.0049,0.0197,0.0,0.46799999999999997,0.0148,406.0
3272,2014,54I026505,OKEMAH MS,70.0,C,40919.0,27744.0,0.09,0.37,0.5,0.82,0.12,0.66,0.23,165.0,14.69,44450.78,0.516,12.86,2.0,0.0,0.5,0.0,0.0121,0.49700000000000005,0.0061,0.0848,0.0121,0.3879,0.0,165.0
3273,2014,57I029615,BARNSDALL JHS,66.0,D,52147.0,43892.0,0.03,0.12,0.3,0.67,0.16,0.73,0.11,79.0,4.0,40859.07,0.28600000000000003,8.96,0.43,0.29,0.14,0.79,0.0253,0.0,0.0,0.0,0.0,0.44299999999999995,0.5316,79.0
3274,2014,70I008610,CENTRAL JHS,67.0,D,66036.0,46084.0,0.08,0.1,0.3,0.73,0.17,0.52,0.32,413.0,25.11,43611.26,0.131,8.57,1.64,0.0,1.57,2.5,0.6538,0.0024,0.0242,0.0145,0.0048,0.2954,0.0048,413.0
3275,2014,74I007510,DEWEY MS,84.0,B,51763.0,20973.0,0.09,0.15,0.38,0.59,0.09,0.79,0.12,286.0,16.79,37688.52,0.196,11.53,1.93,1.0,1.61,2.11,0.0385,0.2587,0.0,0.0559,0.0,0.6399,0.006999999999999999,286.0
3277,2014,31I020505,STIGLER MS,72.0,C,47248.0,20913.0,0.08,0.17,0.33,0.63,0.11,0.66,0.23,414.0,17.23,46320.14,0.10800000000000001,12.58,2.5,1.0,0.79,0.95,0.0217,0.1377,0.0072,0.0,0.0,0.5725,0.2609,414.0
3278,2014,68I005610,ROLAND JHS,79.0,C,44701.0,20557.0,0.12,0.24,0.42,0.79,0.06,0.76,0.18,265.0,16.1,44508.57,0.23399999999999999,15.35,1.67,1.0,1.41,1.0,0.0528,0.2113,0.0038,0.0528,0.0,0.5132,0.166,265.0
3286,2015,02I046510,CHEROKEE MS,74.0,C,65796.95,101854.38,0.06,0.17,0.33,0.44299999999999995,0.26,0.64,0.1,79.0,5.5,39440.55,0.114,13.64,0.38,0.13,0.63,0.5,0.0633,0.038,0.0,0.0,0.0,0.8734,0.0253,79.0
3300,2014,05I031505,SAYRE MS,72.0,C,59002.0,111986.0,0.02,0.14,0.34,0.54,0.14,0.63,0.23,167.0,10.25,44944.28,0.36200000000000004,16.47,0.13,0.44,0.58,1.0,0.1198,0.024,0.006,0.006,0.0,0.7425,0.1018,167.0
3302,2015,06I009615,OKEENE JR-SR HS (JR),76.0,C,57712.75,66972.55,0.02,0.08,0.24,0.561,0.18,0.69,0.13,41.0,3.88,42725.42,0.09699999999999999,15.94,0.25,0.5,0.25,0.38,0.1707,0.0,0.0,0.0,0.0,0.8049,0.0244,41.0
3303,2014,06I042505,WATONGA MS,71.0,C,54557.0,46592.0,0.02,0.21,0.53,0.76,0.14,0.66,0.21,165.0,10.71,44927.99,0.33399999999999996,12.45,1.27,0.57,0.29,1.29,0.2182,0.1212,0.0,0.0485,0.0,0.5273,0.0848,165.0
3304,2015,06I042505,WATONGA MS,75.0,C,59216.37,46584.07,0.02,0.21,0.44,0.682,0.13,0.7,0.18,154.0,10.86,45154.08,0.42100000000000004,13.64,1.13,0.29,0.29,1.0,0.2143,0.1039,0.0065,0.0325,0.0,0.539,0.1039,154.0
3313,2015,08I056505,APACHE MS,75.0,C,60693.56,44342.99,0.09,0.1,0.25,0.71,0.18,0.71,0.11,148.0,8.71,48393.85,0.295,18.39,0.5,0.14,0.29,0.71,0.1216,0.3243,0.0,0.0,0.0,0.3851,0.1689,148.0
3314,2014,08I033510,CARNEGIE MS,69.0,D,44739.0,31196.0,0.1,0.25,0.32,0.85,0.13,0.68,0.18,120.0,7.59,43503.29,0.433,11.91,1.0,0.44,1.9,1.0,0.15,0.4167,0.0083,0.0,0.0,0.3917,0.0333,120.0
3315,2015,08I064610,CYRIL JHS,60.0,D,44547.95,22266.93,0.11,0.1,0.22,0.509,0.14,0.76,0.1,55.0,2.43,44937.81,0.059000000000000004,15.42,0.0,0.29,1.0,0.0,0.0545,0.2364,0.0,0.0182,0.0,0.6727,0.0182,55.0
3316,2014,08I011505,HYDRO-EAKLY MS,87.0,B,53422.0,42955.0,0.06,0.15,0.24,0.56,0.19,0.65,0.16,79.0,7.0,35653.24,0.184,9.16,0.5,0.33,0.33,1.12,0.1519,0.1519,0.0,0.0,0.0,0.6835,0.0127,79.0
3319,2014,09I076610,CALUMET JHS,81.0,B,69144.0,241969.0,0.08,0.12,0.31,0.76,0.16,0.7,0.14,25.0,2.38,39314.11,0.263,10.68,0.25,0.25,0.38,0.5,0.08,0.24,0.0,0.04,0.0,0.64,0.0,25.0
3320,2015,09I076610,CALUMET JHS,62.0,D,71279.91,245347.67,0.06,0.12,0.28,0.588,0.17,0.7,0.13,34.0,2.29,36787.75,0.125,9.5,0.57,0.14,0.14,0.46,0.1765,0.2647,0.0,0.0,0.0,0.5588,0.0,34.0
3323,2014,10I032505,LONE GROVE MS,69.0,D,53184.0,23940.0,0.06,0.16,0.19,0.5,0.12,0.75,0.12,311.0,18.77,41208.04,0.22,9.48,3.0,0.86,0.75,2.11,0.0579,0.1576,0.0032,0.0129,0.0,0.6977,0.0707,311.0
3326,2014,11I016615,HULBERT JR-SR HS (JR),73.0,C,47041.0,19730.0,0.08,0.14,0.36,0.75,0.17,0.68,0.15,94.0,3.57,40972.84,0.0,8.76,0.0,0.5,0.33,0.5,0.0532,0.6383,0.0,0.0106,0.0,0.2766,0.0213,94.0
3337,2014,13I002505,BOISE CITY JHS,71.0,C,55720.0,115112.0,0.02,0.21,0.48,0.71,0.19,0.64,0.17,38.0,3.55,41519.74,0.172,10.21,0.11,0.0,0.18,0.1,0.4737,0.0,0.0,0.0,0.0,0.5263,0.0,38.0
3342,2014,16I004505,GERONIMO MS,73.0,C,52106.0,46440.0,0.1,0.1,0.2,0.57,0.07,0.72,0.21,49.0,3.63,42371.11,0.0,9.7,0.43,0.5,0.25,0.5,0.1224,0.1837,0.0204,0.0408,0.0,0.5714,0.0612,49.0
3343,2014,16I008535,CENTRAL MS,77.0,C,54385.0,28862.0,0.1,0.19,0.48,0.73,0.19,0.69,0.12,861.0,53.55,46220.0,0.336,14.4,18.51,3.0,1.43,5.92,0.1765,0.0616,0.0209,0.2904,0.0081,0.3914,0.0511,861.0
3350,2015,17I001505,WALTERS MS,70.0,C,55900.76,25437.07,0.08,0.17,0.27,0.5760000000000001,0.19,0.68,0.13,172.0,10.45,36740.94,0.102,13.2,0.86,0.44,0.43,1.0,0.0291,0.2326,0.0233,0.0233,0.0058,0.6163,0.0698,172.0
3351,2015,18I020505,BLUEJACKET MS,67.0,D,55189.45,41089.51,0.04,0.11,0.23,0.6859999999999999,0.14,0.73,0.13,51.0,3.92,40447.14,0.239,12.35,0.36,0.2,0.14,0.67,0.0392,0.4314,0.0,0.0,0.0,0.4118,0.1176,51.0
3352,2015,19I002505,BRISTOW MS,75.0,C,48467.48,24939.67,0.11,0.24,0.31,0.745,0.13,0.72,0.14,392.0,19.3,45165.3,0.278,19.54,2.0,1.0,1.15,2.0,0.0434,0.3087,0.0051,0.0944,0.0,0.5485,0.0,392.0
3355,2014,19I039505,VIRGIL COOPER MS,59.0,F,48815.0,30286.0,0.1,0.18,0.38,0.81,0.15,0.68,0.17,151.0,9.34,43642.21,0.0,15.2,0.91,0.0,0.08,0.75,0.0199,0.1854,0.0132,0.0066,0.0,0.7351,0.0397,151.0
3356,2015,19I039505,VIRGIL COOPER MS,72.0,C,51092.66,33201.9,0.1,0.19,0.41,0.785,0.14,0.69,0.17,135.0,9.1,43877.38,0.0,15.66,1.0,0.0,0.43,1.0,0.037000000000000005,0.1481,0.0222,0.0148,0.0,0.7111,0.0667,135.0
3358,2014,20I026510,WEATHERFORD MS,81.0,B,59219.0,44083.0,0.04,0.22,0.31,0.5,0.39,0.53,0.08,455.0,22.8,45696.37,0.431,18.69,2.0,1.0,0.5,1.9,0.1516,0.0791,0.0088,0.0286,0.0,0.6835,0.0484,455.0
3368,2014,24I056610,PIONEER-PLEASANT VALE JHS,75.0,C,53417.0,135648.0,0.06,0.17,0.4,0.61,0.13,0.73,0.14,94.0,5.4,40835.71,0.23800000000000002,15.89,1.07,0.25,1.15,0.5,0.1489,0.0106,0.0,0.0532,0.0,0.7872,0.0,94.0
3369,2015,24I056610,PIONEER-PLEASANT VALE JHS,64.0,D,54897.68,156279.45,0.07,0.19,0.39,0.551,0.1,0.69,0.21,78.0,6.53,38855.68,0.136,13.33,1.0,0.25,0.9,0.25,0.1282,0.0128,0.0,0.0385,0.0128,0.8077,0.0,78.0
3372,2015,25I072605,ELMORE CITY JHS,77.0,C,61711.23,59589.46,0.03,0.16,0.2,0.562,0.17,0.71,0.12,73.0,5.92,43760.18,0.141,21.35,1.0,0.5,0.08,0.5,0.0548,0.0685,0.0,0.0274,0.0,0.7808,0.0685,73.0
3373,2014,25I009505,LINDSAY MS,80.0,B,63747.0,42368.0,0.05,0.17,0.33,0.58,0.13,0.71,0.15,257.0,15.41,42399.66,0.18899999999999997,13.13,2.0,1.0,0.5,1.0,0.0623,0.2529,0.0,0.0078,0.0,0.6732,0.0039,257.0
3374,2015,25I009505,LINDSAY MS,79.0,C,57411.86,50113.55,0.06,0.18,0.3,0.493,0.12,0.72,0.16,272.0,15.24,41771.88,0.18,12.06,2.0,1.0,0.5,1.0,0.0625,0.1471,0.0,0.0037,0.0,0.7868,0.0,272.0
3375,2014,25I038500,WYNNEWOOD MS,68.0,D,54376.0,120568.0,0.05,0.13,0.2,0.53,0.18,0.68,0.15,195.0,12.79,41314.41,0.183,12.13,1.5,0.5,0.33,1.0,0.0718,0.2256,0.0,0.0769,0.0051,0.6103,0.0103,195.0
3376,2015,25I038500,WYNNEWOOD MS,71.0,C,52713.61,134139.84,0.04,0.16,0.21,0.586,0.17,0.69,0.15,191.0,13.76,42984.6,0.33899999999999997,12.88,1.33,0.5,0.33,1.0,0.0733,0.2408,0.0052,0.0366,0.0052,0.5969,0.0419,191.0
3377,2015,26I002505,MINCO MS,81.0,B,60009.75,77403.15,0.05,0.1,0.25,0.5539999999999999,0.13,0.76,0.11,121.0,6.32,46825.18,0.44799999999999995,21.53,0.25,0.33,0.0,1.0,0.0826,0.0083,0.0,0.0,0.0083,0.7686,0.1322,121.0
3378,2015,26I068505,RUSH SPRINGS MS,67.0,D,42954.52,44058.66,0.05,0.17,0.35,0.546,0.13,0.62,0.25,141.0,6.22,42079.61,0.184,18.33,1.0,0.5,1.43,1.0,0.0284,0.0922,0.0071,0.0142,0.0,0.7518,0.1064,141.0
3382,2014,27I090505,POND CREEK-HUNTER MS,59.0,F,59766.0,212047.0,0.03,0.11,0.29,0.56,0.22,0.67,0.11,90.0,5.56,45258.09,0.797,17.03,0.97,0.16,0.29,0.0,0.0556,0.0667,0.0,0.0,0.0,0.8444,0.0333,90.0
3385,2014,28I001510,MANGUM MS,78.0,C,46930.0,23236.0,0.03,0.1,0.23,0.65,0.18,0.61,0.21,212.0,13.89,44116.39,0.342,15.3,1.0,0.25,1.0,1.0,0.2594,0.0,0.0,0.033,0.0,0.6557,0.0519,212.0
3386,2015,28I001510,MANGUM MS,76.0,C,51610.96,23947.94,0.05,0.16,0.3,0.67,0.15,0.65,0.2,233.0,13.65,46146.79,0.40399999999999997,13.14,1.28,0.0,0.0,1.0,0.2489,0.0,0.0,0.03,0.0,0.6567,0.0644,233.0
3387,2014,29I066510,HOLLIS MS,61.0,D,47962.0,34974.0,0.1,0.29,0.42,0.91,0.17,0.58,0.25,110.0,8.38,43832.62,0.19899999999999998,14.69,1.0,0.33,0.67,0.83,0.5182,0.0364,0.0,0.1273,0.0,0.2364,0.0818,110.0
3395,2014,32I035510,THOMAS MS,64.0,D,48230.0,35972.0,0.1,0.24,0.39,0.8,0.1,0.63,0.26,310.0,19.55,43022.71,0.188,11.19,3.0,0.29,0.83,0.86,0.071,0.3258,0.0,0.028999999999999998,0.0,0.5742,0.0,310.0
3411,2015,36I045505,BLACKWELL MS,72.0,C,52105.28,29948.16,0.08,0.19,0.48,0.6990000000000001,0.17,0.67,0.16,309.0,18.97,41963.0,0.235,13.2,2.82,1.0,1.43,2.29,0.1262,0.2945,0.0032,0.0129,0.0,0.5631,0.0,309.0
3412,2014,36I125505,NEWKIRK MS,66.0,D,51530.0,27684.0,0.08,0.13,0.28,0.79,0.16,0.74,0.1,260.0,14.77,43057.97,0.131,11.97,2.0,1.0,0.54,1.0,0.0423,0.2308,0.0,0.0077,0.0,0.7192,0.0,260.0
3413,2015,36I125505,NEWKIRK MS,77.0,C,51748.54,29201.36,0.08,0.15,0.33,0.7020000000000001,0.14,0.77,0.09,245.0,13.6,42112.43,0.1,9.3,2.0,0.99,0.56,1.0,0.0408,0.2857,0.0,0.0122,0.0,0.6612,0.0,245.0
3418,2014,38I001505,HOBART MS,68.0,D,55550.0,33196.0,0.06,0.24,0.4,0.63,0.14,0.72,0.14,174.0,10.83,43739.75,0.158,12.79,0.57,1.0,0.57,1.0,0.1724,0.0172,0.0057,0.0632,0.0,0.6609,0.0805,174.0
3422,2014,40I026615,BOKOSHE JHS,76.0,C,43558.0,27756.0,0.21,0.26,0.44,0.91,0.07,0.77,0.16,43.0,3.43,40772.59,0.292,14.59,0.29,0.29,0.14,0.29,0.0233,0.2558,0.0233,0.0233,0.0,0.6047,0.0698,43.0
3430,2014,40I020505,PANAMA MS,65.0,D,43209.0,25102.0,0.12,0.23,0.42,0.86,0.09,0.67,0.24,97.0,4.86,38228.95,0.147,8.27,0.0,0.14,0.14,1.4,0.0722,0.3608,0.0206,0.0,0.0,0.5052,0.0412,97.0
3431,2015,40I020505,PANAMA MS,63.0,D,42160.15,25675.42,0.1,0.24,0.37,0.9009999999999999,0.07,0.69,0.24,101.0,5.15,41015.54,0.27699999999999997,7.8,0.0,0.14,0.14,1.4,0.0495,0.4653,0.0198,0.0099,0.0,0.4257,0.0297,101.0
3444,2014,42I002515,CRESCENT MS,53.0,F,56172.0,35339.0,0.03,0.1,0.19,0.61,0.17,0.76,0.07,145.0,6.71,45646.86,0.489,17.81,1.0,0.57,0.86,0.57,0.0345,0.2207,0.0,0.0138,0.0,0.731,0.0,145.0
3445,2015,42I002515,CRESCENT MS,61.0,D,60246.99,38357.49,0.03,0.09,0.23,0.462,0.15,0.77,0.09,145.0,6.29,44131.11,0.364,9.68,1.0,0.57,0.72,1.0,0.0345,0.2,0.0,0.0276,0.0,0.7379,0.0,145.0
3452,2014,46I002505,ADAIR MS,84.0,B,59126.0,25532.0,0.09,0.14,0.24,0.55,0.14,0.71,0.15,224.0,13.58,40716.86,0.092,12.93,1.5,0.53,0.32,1.0,0.0179,0.3438,0.0,0.0,0.0,0.625,0.0134,224.0
3459,2014,47I005510,WASHINGTON MS,74.0,C,76026.0,24643.0,0.02,0.05,0.19,0.26,0.2,0.7,0.09,216.0,9.0,42790.11,0.33299999999999996,17.05,1.92,0.5,1.76,1.33,0.0463,0.1111,0.0,0.0093,0.0,0.8333,0.0,216.0
3460,2015,47I005510,WASHINGTON MS,75.0,C,83803.81,26394.29,0.01,0.03,0.2,0.235,0.23,0.67,0.1,226.0,9.44,42211.33,0.28800000000000003,13.51,1.57,0.79,2.1,1.33,0.0619,0.1283,0.0,0.0044,0.0,0.8053,0.0,226.0
3469,2015,48I014505,SMITHVILLE MS,75.0,C,45216.89,27304.5,0.11,0.18,0.34,0.8909999999999999,0.12,0.71,0.17,55.0,4.14,41412.4,0.31,15.51,0.5,0.5,0.29,0.5,0.0,0.4909,0.0,0.0364,0.0,0.4727,0.0,55.0
3474,2015,50I010505,DAVIS MS,63.0,D,57354.44,58009.47,0.04,0.13,0.25,0.43799999999999994,0.2,0.65,0.15,313.0,19.66,43991.0,0.22,15.0,2.67,0.5,0.58,1.0,0.0351,0.2492,0.0096,0.0256,0.0,0.6358,0.0447,313.0
3476,2015,51I002505,HASKELL MS,67.0,D,51596.7,27988.4,0.12,0.22,0.26,0.6920000000000001,0.12,0.68,0.2,188.0,10.69,43187.99,0.331,11.92,3.36,0.5,1.29,1.0,0.0585,0.3138,0.0053,0.1117,0.0,0.5053,0.0053,188.0
3482,2014,52I006510,MORRISON MS,76.0,C,58215.0,56436.0,0.03,0.1,0.22,0.56,0.25,0.66,0.09,119.0,7.55,42542.4,0.259,14.24,0.67,0.5,0.28,0.25,0.0,0.0168,0.0,0.0084,0.0,0.6218,0.3529,119.0
3483,2014,53I003505,OKLAHOMA UNION MS,75.0,C,51947.0,28465.0,0.1,0.14,0.26,0.61,0.07,0.74,0.19,155.0,9.72,47138.17,0.17,14.8,0.72,0.5,0.33,0.86,0.0065,0.2,0.0,0.0,0.0,0.5871,0.2065,155.0
3489,2014,55I053505,CROOKED OAK MS,57.0,F,29681.0,50195.0,0.12,0.4,0.71,0.99,0.05,0.66,0.3,272.0,14.15,44366.03,0.27899999999999997,8.09,1.8,1.0,2.53,2.3,0.6985,0.0257,0.0074,0.1213,0.0,0.0956,0.0515,272.0
3490,2015,55I007610,HARRAH JHS,72.0,C,63549.39,37646.84,0.05,0.13,0.29,0.46299999999999997,0.19,0.69,0.12,300.0,16.25,42990.52,0.2,14.09,3.0,1.0,0.5,1.0,0.0467,0.2,0.01,0.0333,0.0033,0.7033,0.0033,300.0
3492,2014,56I003505,MORRIS MS,78.0,C,62164.0,16761.0,0.06,0.16,0.43,0.61,0.15,0.78,0.08,238.0,12.7,40659.32,0.079,12.22,1.64,0.5,0.43,1.0,0.0084,0.2605,0.0042,0.0462,0.0,0.5252,0.1555,238.0
3495,2015,57I038505,HOMINY MS,54.0,F,52077.09,38365.79,0.1,0.25,0.56,0.7979999999999999,0.15,0.67,0.18,124.0,6.71,42305.03,0.20199999999999999,17.67,1.0,0.0,0.2,0.43,0.0242,0.4516,0.0,0.0403,0.0,0.4758,0.0081,124.0
3498,2014,57I011505,SHIDLER MS,70.0,C,48445.0,58260.0,0.06,0.15,0.25,0.63,0.08,0.78,0.14,67.0,5.53,38105.37,0.19899999999999998,8.19,0.0,0.33,0.33,0.6,0.0299,0.2239,0.0,0.0,0.0149,0.4328,0.2985,67.0
3499,2015,57I011505,SHIDLER MS,73.0,C,48917.94,65419.11,0.06,0.19,0.29,0.5710000000000001,0.08,0.78,0.14,63.0,5.33,43613.73,0.375,14.0,0.0,0.33,0.33,0.6,0.0317,0.3016,0.0,0.0,0.0,0.4921,0.1746,63.0
3504,2014,58I018505,COMMERCE MS,65.0,D,38546.0,24702.0,0.13,0.27,0.46,0.88,0.09,0.66,0.24,175.0,12.8,45834.79,0.3,16.64,1.5,0.5,0.5,1.0,0.2514,0.3257,0.0,0.0,0.0,0.3143,0.1086,175.0
