,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory
3272,2014,54I026505,OKEMAH MS,70,40919.0,27744.0,0.09,0.37,0.5,0.82,0.12,0.66,0.23,165,14.69,44450.78,0.516,12.86,2.0,0.0,0.5,0.0,0.0121,0.49700000000000005,0.0061,0.0848,0.0121,0.3879,0.0,165.0,0.0183,0.39,0.5917,0.0177,0.41,0.5723,0.0962,0.26,0.6438,0.0781,0.29,0.6319,0.1488,0.38,0.4712,0.0693,0.37,0.5607,0.038,0.24,0.722,0.0368,0.54,0.4232,0.2,0.0,0.8
3273,2014,57I029615,BARNSDALL JHS,66,52147.0,43892.0,0.03,0.12,0.3,0.67,0.16,0.73,0.11,79,4.0,40859.07,0.28600000000000003,8.96,0.43,0.29,0.14,0.79,0.0253,0.0,0.0,0.0,0.0,0.44299999999999995,0.5316,79.0,,,,,,,0.0825,0.25,0.6675,0.0671,0.39,0.5429,0.3569,0.17,0.4731,0.0234,0.61,0.3666,0.1258,0.26,0.6142,0.0731,0.57,0.3569,,,
3274,2014,70I008610,CENTRAL JHS,67,66036.0,46084.0,0.08,0.1,0.3,0.73,0.17,0.52,0.32,413,25.11,43611.26,0.131,8.57,1.64,0.0,1.57,2.5,0.6538,0.0024,0.0242,0.0145,0.0048,0.2954,0.0048,413.0,,,,,,,0.28800000000000003,0.1,0.612,0.1482,0.22,0.6318,0.3256,0.26,0.4144,0.0135,0.55,0.4365,0.045,0.25,0.705,0.1003,0.41,0.4897,0.27,0.0,0.73
3275,2014,74I007510,DEWEY MS,84,51763.0,20973.0,0.09,0.15,0.38,0.59,0.09,0.79,0.12,286,16.79,37688.52,0.196,11.53,1.93,1.0,1.61,2.11,0.0385,0.2587,0.0,0.0559,0.0,0.6399,0.006999999999999999,286.0,0.3024,0.16,0.5376,0.27899999999999997,0.07,0.6509999999999999,0.1914,0.13,0.6786,0.182,0.09,0.728,0.1134,0.37,0.5166,0.2366,0.09,0.6734,0.087,0.13,0.7829999999999999,0.0637,0.51,0.4263,,,
3277,2014,31I020505,STIGLER MS,72,47248.0,20913.0,0.08,0.17,0.33,0.63,0.11,0.66,0.23,414,17.23,46320.14,0.10800000000000001,12.58,2.5,1.0,0.79,0.95,0.0217,0.1377,0.0072,0.0,0.0,0.5725,0.2609,414.0,0.10400000000000001,0.2,0.696,0.0759,0.31,0.6141,0.0316,0.21,0.7584,0.1092,0.16,0.7308,0.368,0.2,0.43200000000000005,0.1488,0.38,0.4712,0.1584,0.12,0.7216,0.0188,0.53,0.4512,,,
3278,2014,68I005610,ROLAND JHS,79,44701.0,20557.0,0.12,0.24,0.42,0.79,0.06,0.76,0.18,265,16.1,44508.57,0.23399999999999999,15.35,1.67,1.0,1.41,1.0,0.0528,0.2113,0.0038,0.0528,0.0,0.5132,0.166,265.0,,,,,,,0.1275,0.15,0.7225,0.2136,0.11,0.6764,0.531,0.1,0.369,0.0423,0.53,0.4277,0.086,0.14,0.774,0.0852,0.29,0.6248,0.396,0.1,0.504
3286,2015,02I046510,CHEROKEE MS,74,65796.95,101854.38,0.06,0.17,0.33,0.44299999999999995,0.26,0.64,0.1,79,5.5,39440.55,0.114,13.64,0.38,0.13,0.63,0.5,0.0633,0.038,0.0,0.0,0.0,0.8734,0.0253,79.0,0.1079,0.17,0.7221,0.0,0.46,0.54,0.1134,0.19,0.6966,0.1634,0.14,0.6966,0.32299999999999995,0.15,0.527,0.1771,0.23,0.5929,0.1587,0.31,0.5313,0.057,0.62,0.32299999999999995,,,
3300,2014,05I031505,SAYRE MS,72,59002.0,111986.0,0.02,0.14,0.34,0.54,0.14,0.63,0.23,167,10.25,44944.28,0.36200000000000004,16.47,0.13,0.44,0.58,1.0,0.1198,0.024,0.006,0.006,0.0,0.7425,0.1018,167.0,0.0396,0.34,0.6204,0.015,0.5,0.485,0.071,0.29,0.639,0.102,0.32,0.578,0.084,0.6,0.316,0.0738,0.18,0.7462,0.044000000000000004,0.12,0.836,0.0255,0.49,0.4845,0.78,0.0,0.22
3302,2015,06I009615,OKEENE JR-SR HS (JR),76,57712.75,66972.55,0.02,0.08,0.24,0.561,0.18,0.69,0.13,41,3.88,42725.42,0.09699999999999999,15.94,0.25,0.5,0.25,0.38,0.1707,0.0,0.0,0.0,0.0,0.8049,0.0244,41.0,,,,,,,0.0464,0.42,0.5336,0.0736,0.08,0.8464,0.2387,0.23,0.5313,0.2387,0.23,0.5313,0.138,0.08,0.782,0.1771,0.23,0.5929,,,
3303,2014,06I042505,WATONGA MS,71,54557.0,46592.0,0.02,0.21,0.53,0.76,0.14,0.66,0.21,165,10.71,44927.99,0.33399999999999996,12.45,1.27,0.57,0.29,1.29,0.2182,0.1212,0.0,0.0485,0.0,0.5273,0.0848,165.0,0.3705,0.05,0.5795,0.1659,0.21,0.6241,0.0671,0.39,0.5429,0.1386,0.34,0.5214,0.1647,0.39,0.4453,0.1357,0.41,0.4543,0.11199999999999999,0.3,0.588,0.0324,0.64,0.3276,,,
3304,2015,06I042505,WATONGA MS,75,59216.37,46584.07,0.02,0.21,0.44,0.682,0.13,0.7,0.18,154,10.86,45154.08,0.42100000000000004,13.64,1.13,0.29,0.29,1.0,0.2143,0.1039,0.0065,0.0325,0.0,0.539,0.1039,154.0,0.4232,0.08,0.4968,0.021,0.3,0.679,0.2075,0.17,0.6225,0.252,0.1,0.648,0.228,0.43,0.342,0.2046,0.34,0.4554,0.2639,0.09,0.6461,0.1716,0.34,0.4884,,,
3313,2015,08I056505,APACHE MS,75,60693.56,44342.99,0.09,0.1,0.25,0.71,0.18,0.71,0.11,148,8.71,48393.85,0.295,18.39,0.5,0.14,0.29,0.71,0.1216,0.3243,0.0,0.0,0.0,0.3851,0.1689,148.0,0.0616,0.23,0.7084,0.0177,0.41,0.5723,0.044000000000000004,0.12,0.836,0.08,0.2,0.72,0.1743,0.17,0.6557,0.031,0.38,0.589,0.1204,0.14,0.7396,0.0252,0.64,0.3348,,,
3314,2014,08I033510,CARNEGIE MS,69,44739.0,31196.0,0.1,0.25,0.32,0.85,0.13,0.68,0.18,120,7.59,43503.29,0.433,11.91,1.0,0.44,1.9,1.0,0.15,0.4167,0.0083,0.0,0.0,0.3917,0.0333,120.0,0.0576,0.36,0.5824,0.0402,0.33,0.6298,0.1064,0.24,0.6536,0.11199999999999999,0.3,0.588,0.21,0.5,0.29,0.1608,0.33,0.5092,0.0,0.35,0.65,0.013999999999999999,0.65,0.336,,,
3315,2015,08I064610,CYRIL JHS,60,44547.95,22266.93,0.11,0.1,0.22,0.509,0.14,0.76,0.1,55,2.43,44937.81,0.059000000000000004,15.42,0.0,0.29,1.0,0.0,0.0545,0.2364,0.0,0.0182,0.0,0.6727,0.0182,55.0,,,,,,,0.0,0.62,0.38,0.1155,0.23,0.6545,0.09,0.5,0.41,0.0,0.42,0.58,0.2214,0.18,0.5986,0.032,0.36,0.608,,,
3316,2014,08I011505,HYDRO-EAKLY MS,87,53422.0,42955.0,0.06,0.15,0.24,0.56,0.19,0.65,0.16,79,7.0,35653.24,0.184,9.16,0.5,0.33,0.33,1.12,0.1519,0.1519,0.0,0.0,0.0,0.6835,0.0127,79.0,0.31,0.0,0.69,0.06,0.0,0.94,0.63,0.0,0.37,0.315,0.1,0.585,0.09300000000000001,0.38,0.527,0.1232,0.44,0.4368,0.068,0.15,0.782,0.2139,0.31,0.4761,,,
3319,2014,09I076610,CALUMET JHS,81,69144.0,241969.0,0.08,0.12,0.31,0.76,0.16,0.7,0.14,25,2.38,39314.11,0.263,10.68,0.25,0.25,0.38,0.5,0.08,0.24,0.0,0.04,0.0,0.64,0.0,25.0,,,,,,,0.0738,0.18,0.7462,0.0576,0.36,0.5824,0.2628,0.27,0.4672,0.1314,0.27,0.5986,0.0,0.27,0.73,0.0324,0.64,0.3276,,,
3320,2015,09I076610,CALUMET JHS,62,71279.91,245347.67,0.06,0.12,0.28,0.588,0.17,0.7,0.13,34,2.29,36787.75,0.125,9.5,0.57,0.14,0.14,0.46,0.1765,0.2647,0.0,0.0,0.0,0.5588,0.0,34.0,,,,,,,0.1278,0.29,0.5822,0.0564,0.06,0.8836,0.0,0.5,0.5,0.0819,0.37,0.5481,0.0,0.25,0.75,0.0,0.75,0.25,,,
3323,2014,10I032505,LONE GROVE MS,69,53184.0,23940.0,0.06,0.16,0.19,0.5,0.12,0.75,0.12,311,18.77,41208.04,0.22,9.48,3.0,0.86,0.75,2.11,0.0579,0.1576,0.0032,0.0129,0.0,0.6977,0.0707,311.0,0.1743,0.17,0.6557,0.1274,0.09,0.7826,0.0945,0.37,0.5355,0.18899999999999997,0.1,0.711,0.2967,0.31,0.3933,0.0392,0.51,0.4508,0.1014,0.22,0.6786,0.0915,0.39,0.5185,,,
3326,2014,11I016615,HULBERT JR-SR HS (JR),73,47041.0,19730.0,0.08,0.14,0.36,0.75,0.17,0.68,0.15,94,3.57,40972.84,0.0,8.76,0.0,0.5,0.33,0.5,0.0532,0.6383,0.0,0.0106,0.0,0.2766,0.0213,94.0,,,,,,,0.0116,0.42,0.5684,0.0693,0.23,0.7007,0.273,0.3,0.42700000000000005,0.1314,0.27,0.5986,0.2184,0.09,0.6916,0.0675,0.55,0.3825,,,
3337,2014,13I002505,BOISE CITY JHS,71,55720.0,115112.0,0.02,0.21,0.48,0.71,0.19,0.64,0.17,38,3.55,41519.74,0.172,10.21,0.11,0.0,0.18,0.1,0.4737,0.0,0.0,0.0,0.0,0.5263,0.0,38.0,,,,,,,0.0448,0.36,0.5952,0.21,0.0,0.79,0.2622,0.31,0.4278,0.0,0.91,0.09,0.1275,0.15,0.7225,0.0,0.46,0.54,,,
3342,2014,16I004505,GERONIMO MS,73,52106.0,46440.0,0.1,0.1,0.2,0.57,0.07,0.72,0.21,49,3.63,42371.11,0.0,9.7,0.43,0.5,0.25,0.5,0.1224,0.1837,0.0204,0.0408,0.0,0.5714,0.0612,49.0,,,,,,,0.1474,0.33,0.5226,0.2492,0.11,0.6408,0.115,0.5,0.385,0.099,0.45,0.451,0.2185,0.05,0.7315,0.0574,0.59,0.3526,,,
3343,2014,16I008535,CENTRAL MS,77,54385.0,28862.0,0.1,0.19,0.48,0.73,0.19,0.69,0.12,861,53.55,46220.0,0.336,14.4,18.51,3.0,1.43,5.92,0.1765,0.0616,0.0209,0.2904,0.0081,0.3914,0.0511,861.0,0.14400000000000002,0.2,0.6559999999999999,0.0476,0.32,0.6324,0.184,0.2,0.616,0.166,0.17,0.664,0.376,0.2,0.424,0.1748,0.24,0.5852,0.1377,0.19,0.6723,0.049,0.51,0.441,0.551,0.05,0.39899999999999997
3350,2015,17I001505,WALTERS MS,70,55900.76,25437.07,0.08,0.17,0.27,0.5760000000000001,0.19,0.68,0.13,172,10.45,36740.94,0.102,13.2,0.86,0.44,0.43,1.0,0.0291,0.2326,0.0233,0.0233,0.0058,0.6163,0.0698,172.0,0.1672,0.24,0.5928,0.0,0.22,0.78,0.081,0.19,0.7290000000000001,0.0385,0.23,0.7315,0.174,0.4,0.426,0.0142,0.29,0.6958,0.08800000000000001,0.2,0.7120000000000001,0.0945,0.37,0.5355,,,
3351,2015,18I020505,BLUEJACKET MS,67,55189.45,41089.51,0.04,0.11,0.23,0.6859999999999999,0.14,0.73,0.13,51,3.92,40447.14,0.239,12.35,0.36,0.2,0.14,0.67,0.0392,0.4314,0.0,0.0,0.0,0.4118,0.1176,51.0,0.315,0.25,0.435,0.06,0.25,0.69,0.0871,0.33,0.5829,0.1131,0.13,0.7569,0.2214,0.18,0.5986,0.1314,0.27,0.5986,0.0819,0.09,0.8281,0.2457,0.09,0.6643,,,
3352,2015,19I002505,BRISTOW MS,75,48467.48,24939.67,0.11,0.24,0.31,0.745,0.13,0.72,0.14,392,19.3,45165.3,0.278,19.54,2.0,1.0,1.15,2.0,0.0434,0.3087,0.0051,0.0944,0.0,0.5485,0.0,392.0,0.2158,0.17,0.6142,0.034,0.15,0.816,0.1725,0.25,0.5775,0.1496,0.12,0.7304,0.259,0.26,0.48100000000000004,0.0408,0.32,0.6392,0.1955,0.15,0.6545,0.12,0.4,0.48,0.38,0.0,0.62
3355,2014,19I039505,VIRGIL COOPER MS,59,48815.0,30286.0,0.1,0.18,0.38,0.81,0.15,0.68,0.17,151,9.34,43642.21,0.0,15.2,0.91,0.0,0.08,0.75,0.0199,0.1854,0.0132,0.0066,0.0,0.7351,0.0397,151.0,0.0528,0.56,0.3872,0.0672,0.44,0.4928,0.0215,0.57,0.4085,0.098,0.3,0.602,0.3034,0.26,0.4366,0.0266,0.62,0.3534,0.1185,0.21,0.6715,0.0174,0.71,0.2726,,,
3356,2015,19I039505,VIRGIL COOPER MS,72,51092.66,33201.9,0.1,0.19,0.41,0.785,0.14,0.69,0.17,135,9.1,43877.38,0.0,15.66,1.0,0.0,0.43,1.0,0.037000000000000005,0.1481,0.0222,0.0148,0.0,0.7111,0.0667,135.0,0.2552,0.12,0.6248,0.0228,0.24,0.7372,0.0748,0.32,0.6052,0.0244,0.39,0.5856,0.201,0.33,0.469,0.1003,0.41,0.4897,0.1368,0.24,0.6232,0.0216,0.64,0.3384,,,
3358,2014,20I026510,WEATHERFORD MS,81,59219.0,44083.0,0.04,0.22,0.31,0.5,0.39,0.53,0.08,455,22.8,45696.37,0.431,18.69,2.0,1.0,0.5,1.9,0.1516,0.0791,0.0088,0.0286,0.0,0.6835,0.0484,455.0,0.2871,0.13,0.5829,0.1185,0.21,0.6715,0.2064,0.14,0.6536,0.1638,0.09,0.7462,0.531,0.1,0.369,0.2025,0.25,0.5475,0.207,0.1,0.693,0.1235,0.35,0.5265,0.86,0.0,0.14
3368,2014,24I056610,PIONEER-PLEASANT VALE JHS,75,53417.0,135648.0,0.06,0.17,0.4,0.61,0.13,0.73,0.14,94,5.4,40835.71,0.23800000000000002,15.89,1.07,0.25,1.15,0.5,0.1489,0.0106,0.0,0.0532,0.0,0.7872,0.0,94.0,,,,,,,0.2552,0.12,0.6248,0.114,0.24,0.6459999999999999,0.2627,0.29,0.4473,0.049,0.51,0.441,0.055999999999999994,0.2,0.7440000000000001,0.122,0.39,0.488,,,
3369,2015,24I056610,PIONEER-PLEASANT VALE JHS,64,54897.68,156279.45,0.07,0.19,0.39,0.551,0.1,0.69,0.21,78,6.53,38855.68,0.136,13.33,1.0,0.25,0.9,0.25,0.1282,0.0128,0.0,0.0385,0.0128,0.8077,0.0,78.0,,,,,,,0.0744,0.38,0.5456,0.026000000000000002,0.35,0.624,0.1728,0.28,0.5472,0.1659,0.21,0.6241,0.1292,0.24,0.6308,0.1896,0.21,0.6004,,,
3372,2015,25I072605,ELMORE CITY JHS,77,61711.23,59589.46,0.03,0.16,0.2,0.562,0.17,0.71,0.12,73,5.92,43760.18,0.141,21.35,1.0,0.5,0.08,0.5,0.0548,0.0685,0.0,0.0274,0.0,0.7808,0.0685,73.0,,,,,,,0.1958,0.11,0.6942,0.0935,0.15,0.7565,0.1495,0.35,0.5005,0.1088,0.32,0.5712,0.1104,0.08,0.8096,0.1495,0.35,0.5005,,,
3373,2014,25I009505,LINDSAY MS,80,63747.0,42368.0,0.05,0.17,0.33,0.58,0.13,0.71,0.15,257,15.41,42399.66,0.18899999999999997,13.13,2.0,1.0,0.5,1.0,0.0623,0.2529,0.0,0.0078,0.0,0.6732,0.0039,257.0,0.0891,0.19,0.7209,0.0891,0.19,0.7209,0.185,0.26,0.555,0.2581,0.11,0.6319,0.4131,0.19,0.3969,0.4368,0.09,0.4732,0.2002,0.09,0.7098,0.1752,0.27,0.5548,,,
3374,2015,25I009505,LINDSAY MS,79,57411.86,50113.55,0.06,0.18,0.3,0.493,0.12,0.72,0.16,272,15.24,41771.88,0.18,12.06,2.0,1.0,0.5,1.0,0.0625,0.1471,0.0,0.0037,0.0,0.7868,0.0,272.0,0.1204,0.14,0.7396,0.036000000000000004,0.1,0.8640000000000001,0.2016,0.16,0.6384,0.2425,0.03,0.7275,0.2624,0.36,0.3776,0.1344,0.16,0.7056,0.304,0.05,0.6459999999999999,0.096,0.36,0.544,0.78,0.0,0.22
3375,2014,25I038500,WYNNEWOOD MS,68,54376.0,120568.0,0.05,0.13,0.2,0.53,0.18,0.68,0.15,195,12.79,41314.41,0.183,12.13,1.5,0.5,0.33,1.0,0.0718,0.2256,0.0,0.0769,0.0051,0.6103,0.0103,195.0,0.0828,0.31,0.6072,0.06,0.4,0.54,0.18,0.28,0.54,0.126,0.37,0.504,0.2622,0.31,0.4278,0.2728,0.12,0.6072,0.0972,0.19,0.7128,0.0975,0.35,0.5525,,,
3376,2015,25I038500,WYNNEWOOD MS,71,52713.61,134139.84,0.04,0.16,0.21,0.586,0.17,0.69,0.15,191,13.76,42984.6,0.33899999999999997,12.88,1.33,0.5,0.33,1.0,0.0733,0.2408,0.0052,0.0366,0.0052,0.5969,0.0419,191.0,0.0135,0.55,0.4365,0.0,0.32,0.68,0.12,0.2,0.68,0.114,0.24,0.6459999999999999,0.08800000000000001,0.45,0.462,0.1702,0.26,0.5698,0.1001,0.23,0.6699,0.0768,0.52,0.4032,,,
3377,2015,26I002505,MINCO MS,81,60009.75,77403.15,0.05,0.1,0.25,0.5539999999999999,0.13,0.76,0.11,121,6.32,46825.18,0.44799999999999995,21.53,0.25,0.33,0.0,1.0,0.0826,0.0083,0.0,0.0,0.0083,0.7686,0.1322,121.0,0.21600000000000003,0.2,0.584,0.063,0.37,0.5670000000000001,0.287,0.18,0.5329999999999999,0.1584,0.12,0.7216,0.6006,0.09,0.3094,0.2511,0.19,0.5589,0.1848,0.12,0.6952,0.18899999999999997,0.3,0.511,,,
3378,2015,26I068505,RUSH SPRINGS MS,67,42954.52,44058.66,0.05,0.17,0.35,0.546,0.13,0.62,0.25,141,6.22,42079.61,0.184,18.33,1.0,0.5,1.43,1.0,0.0284,0.0922,0.0071,0.0142,0.0,0.7518,0.1064,141.0,0.0,0.29,0.71,0.0,0.37,0.63,0.2075,0.17,0.6225,0.1144,0.12,0.7656,0.1755,0.35,0.4745,0.1444,0.24,0.6156,0.0712,0.11,0.8188,0.0816,0.49,0.4284,,,
3382,2014,27I090505,POND CREEK-HUNTER MS,59,59766.0,212047.0,0.03,0.11,0.29,0.56,0.22,0.67,0.11,90,5.56,45258.09,0.797,17.03,0.97,0.16,0.29,0.0,0.0556,0.0667,0.0,0.0,0.0,0.8444,0.0333,90.0,0.2112,0.12,0.6688,0.1278,0.29,0.5822,0.0399,0.43,0.5301,0.0994,0.29,0.6106,0.0731,0.57,0.3569,0.1144,0.48,0.4056,0.0,0.17,0.83,0.0104,0.74,0.2496,,,
3385,2014,28I001510,MANGUM MS,78,46930.0,23236.0,0.03,0.1,0.23,0.65,0.18,0.61,0.21,212,13.89,44116.39,0.342,15.3,1.0,0.25,1.0,1.0,0.2594,0.0,0.0,0.033,0.0,0.6557,0.0519,212.0,0.3276,0.09,0.5824,0.1456,0.09,0.7644,0.1216,0.24,0.6384,0.2848,0.11,0.6052,0.1824,0.24,0.5776,0.301,0.14,0.5589999999999999,0.1472,0.08,0.7728,0.0245,0.51,0.4655,,,
3386,2015,28I001510,MANGUM MS,76,51610.96,23947.94,0.05,0.16,0.3,0.67,0.15,0.65,0.2,233,13.65,46146.79,0.40399999999999997,13.14,1.28,0.0,0.0,1.0,0.2489,0.0,0.0,0.03,0.0,0.6567,0.0644,233.0,0.44,0.0,0.56,0.0,0.34,0.66,0.204,0.15,0.6459999999999999,0.2375,0.05,0.7125,0.3713,0.21,0.4187,0.243,0.19,0.5670000000000001,0.1472,0.08,0.7728,0.0682,0.38,0.5518,,,
3387,2014,29I066510,HOLLIS MS,61,47962.0,34974.0,0.1,0.29,0.42,0.91,0.17,0.58,0.25,110,8.38,43832.62,0.19899999999999998,14.69,1.0,0.33,0.67,0.83,0.5182,0.0364,0.0,0.1273,0.0,0.2364,0.0818,110.0,0.04,0.5,0.46,0.06,0.5,0.44,0.1054,0.38,0.5146,0.059000000000000004,0.41,0.531,0.3344,0.12,0.5456,0.2607,0.21,0.5293,0.0316,0.21,0.7584,0.1943,0.33,0.4757,,,
3395,2014,32I035510,THOMAS MS,64,48230.0,35972.0,0.1,0.24,0.39,0.8,0.1,0.63,0.26,310,19.55,43022.71,0.188,11.19,3.0,0.29,0.83,0.86,0.071,0.3258,0.0,0.028999999999999998,0.0,0.5742,0.0,310.0,0.0741,0.43,0.4959,0.0441,0.37,0.5859,0.027999999999999997,0.44,0.532,0.0891,0.19,0.7209,0.11199999999999999,0.44,0.44799999999999995,0.008,0.8,0.192,0.0,0.42,0.58,0.0315,0.55,0.4185,,,
3411,2015,36I045505,BLACKWELL MS,72,52105.28,29948.16,0.08,0.19,0.48,0.6990000000000001,0.17,0.67,0.16,309,18.97,41963.0,0.235,13.2,2.82,1.0,1.43,2.29,0.1262,0.2945,0.0032,0.0129,0.0,0.5631,0.0,309.0,0.2001,0.13,0.6699,0.0568,0.29,0.6532,0.2112,0.12,0.6688,0.0426,0.29,0.6674,0.1026,0.43,0.4674,0.077,0.3,0.623,0.14400000000000002,0.1,0.7559999999999999,0.1474,0.33,0.5226,0.42,0.0,0.58
3412,2014,36I125505,NEWKIRK MS,66,51530.0,27684.0,0.08,0.13,0.28,0.79,0.16,0.74,0.1,260,14.77,43057.97,0.131,11.97,2.0,1.0,0.54,1.0,0.0423,0.2308,0.0,0.0077,0.0,0.7192,0.0,260.0,0.024,0.4,0.5760000000000001,0.071,0.29,0.639,0.0,0.55,0.45,0.1343,0.21,0.6557,0.5696,0.11,0.3204,0.0795,0.47,0.4505,0.077,0.3,0.623,0.1045,0.45,0.4455,,,
3413,2015,36I125505,NEWKIRK MS,77,51748.54,29201.36,0.08,0.15,0.33,0.7020000000000001,0.14,0.77,0.09,245,13.6,42112.43,0.1,9.3,2.0,0.99,0.56,1.0,0.0408,0.2857,0.0,0.0122,0.0,0.6612,0.0,245.0,0.0847,0.23,0.6853,0.0486,0.19,0.7614,0.2697,0.13,0.6003,0.187,0.15,0.6629999999999999,0.2016,0.44,0.3584,0.0308,0.56,0.4092,0.1209,0.07,0.8091,0.0583,0.47,0.4717,,,
3418,2014,38I001505,HOBART MS,68,55550.0,33196.0,0.06,0.24,0.4,0.63,0.14,0.72,0.14,174,10.83,43739.75,0.158,12.79,0.57,1.0,0.57,1.0,0.1724,0.0172,0.0057,0.0632,0.0,0.6609,0.0805,174.0,0.075,0.25,0.675,0.08,0.2,0.72,0.128,0.36,0.512,0.1092,0.22,0.6708,0.14400000000000002,0.4,0.456,0.0384,0.68,0.2816,0.0957,0.13,0.7743,0.0392,0.44,0.5208,0.45,0.0,0.55
3422,2014,40I026615,BOKOSHE JHS,76,43558.0,27756.0,0.21,0.26,0.44,0.91,0.07,0.77,0.16,43,3.43,40772.59,0.292,14.59,0.29,0.29,0.14,0.29,0.0233,0.2558,0.0233,0.0233,0.0,0.6047,0.0698,43.0,,,,,,,0.0,0.36,0.64,0.3276,0.09,0.5824,0.0,0.71,0.29,0.0406,0.71,0.2494,0.0,0.43,0.57,0.0,0.57,0.43,0.0511,0.27,0.6789
3430,2014,40I020505,PANAMA MS,65,43209.0,25102.0,0.12,0.23,0.42,0.86,0.09,0.67,0.24,97,4.86,38228.95,0.147,8.27,0.0,0.14,0.14,1.4,0.0722,0.3608,0.0206,0.0,0.0,0.5052,0.0412,97.0,,,,,,,0.0,0.49,0.51,0.055999999999999994,0.2,0.7440000000000001,0.1856,0.36,0.4544,0.0301,0.57,0.3999,0.0,0.36,0.64,0.0156,0.61,0.3744,,,
3431,2015,40I020505,PANAMA MS,63,42160.15,25675.42,0.1,0.24,0.37,0.9009999999999999,0.07,0.69,0.24,101,5.15,41015.54,0.27699999999999997,7.8,0.0,0.14,0.14,1.4,0.0495,0.4653,0.0198,0.0099,0.0,0.4257,0.0297,101.0,,,,,,,0.0448,0.44,0.5152,0.0671,0.39,0.5429,0.14300000000000002,0.35,0.507,0.009000000000000001,0.55,0.441,0.0516,0.14,0.8084,0.0294,0.51,0.4606,,,
3444,2014,42I002515,CRESCENT MS,53,56172.0,35339.0,0.03,0.1,0.19,0.61,0.17,0.76,0.07,145,6.71,45646.86,0.489,17.81,1.0,0.57,0.86,0.57,0.0345,0.2207,0.0,0.0138,0.0,0.731,0.0,145.0,0.0378,0.46,0.5022,0.0185,0.63,0.3515,0.023,0.54,0.43700000000000006,0.0472,0.41,0.5428,0.165,0.45,0.385,0.0686,0.51,0.4214,0.0621,0.31,0.6279,0.0315,0.65,0.3185,,,
3445,2015,42I002515,CRESCENT MS,61,60246.99,38357.49,0.03,0.09,0.23,0.462,0.15,0.77,0.09,145,6.29,44131.11,0.364,9.68,1.0,0.57,0.72,1.0,0.0345,0.2,0.0,0.0276,0.0,0.7379,0.0,145.0,0.0975,0.25,0.6525,0.0,0.53,0.47,0.0799,0.53,0.3901,0.1088,0.36,0.5312,0.0741,0.61,0.3159,0.0318,0.47,0.4982,0.1564,0.08,0.7636,0.0952,0.44,0.4648,,,
3452,2014,46I002505,ADAIR MS,84,59126.0,25532.0,0.09,0.14,0.24,0.55,0.14,0.71,0.15,224,13.58,40716.86,0.092,12.93,1.5,0.53,0.32,1.0,0.0179,0.3438,0.0,0.0,0.0,0.625,0.0134,224.0,0.17600000000000002,0.12,0.7040000000000001,0.0852,0.29,0.6248,0.3382,0.11,0.5518,0.2288,0.12,0.6512,0.4389,0.23,0.3311,0.4128,0.14,0.4472,0.2002,0.09,0.7098,0.1972,0.32,0.4828,,,
3459,2014,47I005510,WASHINGTON MS,74,76026.0,24643.0,0.02,0.05,0.19,0.26,0.2,0.7,0.09,216,9.0,42790.11,0.33299999999999996,17.05,1.92,0.5,1.76,1.33,0.0463,0.1111,0.0,0.0093,0.0,0.8333,0.0,216.0,0.1105,0.15,0.7395,0.0222,0.26,0.7178,0.2214,0.18,0.5986,0.1008,0.16,0.7392,0.39,0.22,0.39,0.0168,0.44,0.5432,0.12,0.2,0.68,0.1035,0.31,0.5865,0.61,0.0,0.39
3460,2015,47I005510,WASHINGTON MS,75,83803.81,26394.29,0.01,0.03,0.2,0.235,0.23,0.67,0.1,226,9.44,42211.33,0.28800000000000003,13.51,1.57,0.79,2.1,1.33,0.0619,0.1283,0.0,0.0044,0.0,0.8053,0.0,226.0,0.3003,0.09,0.6097,0.0405,0.19,0.7695,0.0518,0.26,0.6882,0.079,0.21,0.711,0.3344,0.24,0.4256,0.0272,0.32,0.6528,0.2112,0.12,0.6688,0.126,0.37,0.504,0.52,0.0,0.48
