Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LowGrade,HighGrade,ReportCardType,TotalBonusPoints,OverallSchoolGrade,ELA_ExamCount,ELA_GrowthIndex,Math_ExamCount,Math_GrowthIndex,Science_ExamCount,Science_GrowthIndex,SocialStudies_ExamCount,SocialStudies_GrowthIndex,Overall_ExamCount,Overall_GrowthIndex,ELA_ExamCount_bq,ELA_GrowthIndex_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,OverallExamCount_bq,OverallGrowthIndex_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus
2015,KINGFISHER,DOVER,DOVER HS,37I002705,82,9,12,High School,8,82,15,87,37,54,0,0,0,0,66,58,,,,,,,,0,0,0.42,0.91,1,0.93,5,0,1,,0.17,0,0.36,0,4,1
2016,CADDO,HINTON,HINTON HS,08I161705,86,9,12,High School,0,85,34,100,37,81,,,,,71,90,,,,,17,76,,0,0,0.26,0.9,1,0.93,5,0.94,1,0.78,0.59,1,0.53,0,4,1
2015,CLEVELAND,LEXINGTON,LEXINGTON HS,14I057705,78,9,12,High School,7,78,151,83,157,70,64,47,80,81,452,73,14,57,17,65,31,61,,0,0,0.53,0.89,0,0.93,5,0.88,1,,0.46,0,0.52,0,3,1
2016,COTTON,TEMPLE,TEMPLE HS,17I101715,81,9,12,High School,8,82,,,,,,,,,19,84,,,,,,,,0,0,0.38,0.89,0,0.93,5,0.8,0,0.9,0.33,1,0.38,0,4,1
2015,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089707,66,9,12,High School,7,66,153,59,240,48,88,7,59,54,540,45,16,63,19,79,35,71,,0,0,0.25,0.88,0,0.93,5,0.93,1,,0.05,0,0.28,0,4,1
2014,JEFFERSON,WAURIKA,WAURIKA HS,34I023705,86,9,12,High School,3,82,44,80,69,72,24,46,22,64,159,69,,,,,13,85,,,,0.16,0.86,0,0.93,5,0.89,1,0.94,0.75,1,0.38,0,4,1
2014,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006705,88,9,12,High School,4,89,201,93,315,80,105,65,102,89,723,83,24,79,24,54,48,67,,,,0.54,0.85,0,0.93,5,0.87,1,,0.62,0,0.76,0,4,1
2014,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL HS,77I003705,89,9,12,High School,3,81,31,77,52,71,20,45,21,86,124,71,,,,,,,,,,0.95,0.83,1,0.93,5,0.83,0,0.95,0.67,1,0.36,0,3,1
2016,JOHNSTON,MILBURN,MILBURN HS,35I029705,78,9,12,High School,3,82,14,79,10,80,,,,,24,79,,,,,,,,0,0,0.22,0.83,0,0.93,5,0,1,0.82,0.33,1,0.5,0,4,1
2014,BRYAN,ACHILLE,ACHILLE HS,07I003705,92,9,12,High School,8,91,42,76,64,77,23,43,19,63,148,70,,,,,,,,,,0.86,0.81,1,0.93,5,0.94,1,,0.27,0,0.44,0,3,1
2014,OKLAHOMA,HARRAH,HARRAH HS,55I007705,84,10,12,High School,9,87,295,82,281,74,133,32,137,81,846,71,,,,,41,78,,,,0.61,0.79,0,0.93,5,0.95,1,,0.57,0,0.55,0,4,1
2014,PONTOTOC,LATTA,LATTA HS,62I024705,96,9,12,High School,9,96,111,91,132,89,63,52,62,90,368,84,,,,,17,82,,,,0.69,0.69,0,0.93,5,0.89,1,0.83,0.56,1,0.8,1,5,1
2014,ADAIR,WATTS,WATTS HS,01I004705,61,9,12,High School,7,58,47,72,67,24,24,13,23,70,161,43,,,,,,,,,,0.25,0.67,0,0.93,5,0.95,1,,0.32,0,0.56,0,4,1
2014,CREEK,MANNFORD,MANNFORD HS,19I003705,91,9,12,High School,8,95,218,89,311,87,109,44,10,90,648,81,23,96,34,74,57,82,,,,0.62,0.65,0,0.93,5,0.86,1,,0.62,0,0.76,0,3,1
2014,LE FLORE,TALIHINA,TALIHINA HS,40I052705,86,9,12,High School,2,68,79,82,107,65,39,33,49,86,274,69,,,,,15,93,,,,0.45,0.61,0,0.93,5,0.95,1,,0.42,0,0.43,0,4,1
2014,SEQUOYAH,MULDROW,MULDROW HS,68I003705,84,9,12,High School,4,77,223,87,301,68,108,63,104,73,736,74,21,81,19,63,40,73,,,,0.77,0.59,1,0.93,5,0.9,1,0.95,0.38,1,0.74,0,4,1
2014,STEPHENS,BRAY-DOYLE,BRAY-DOYLE HS,69I042705,78,9,12,High School,8,84,48,88,85,51,30,50,17,88,180,64,,,,,11,73,,,,0.71,0.59,1,0.93,5,0.89,1,,0.33,0,0.54,0,3,1
2014,GRADY,NINNEKAH,SENIOR HS,26I051705,90,9,12,High School,1,87,52,96,85,80,24,46,,,161,80,,,,,13,77,,,,0.93,0.47,1,0.93,5,0.89,1,,0.25,0,0.65,0,3,1
2014,TULSA,BIXBY,BIXBY HS,72I004705,100,9,12,High School,8,96,717,94,925,92,373,69,316,92,2331,89,78,92,61,84,139,88,,,,0.77,0.43,1,0.93,5,0.87,1,0.81,0.71,1,0.79,0,4,1
2014,CREEK,KIEFER,KIEFER HS,19I018705,84,9,12,High School,8,85,87,83,120,80,38,32,58,84,303,76,,,,,16,63,,,,0.95,0.36,1,0.93,5,0.94,1,,0.29,0,0.55,0,4,1
2014,BRYAN,COLBERT,COLBERT HS,07I004715,87,9,12,High School,6,82,89,91,114,71,50,54,37,84,290,76,,,,,18,78,,,,0.45,0.24,0,0.93,5,0.8,0,0.95,0.26,1,0.67,0,4,1
2014,ATOKA,ATOKA,ATOKA HS,03I015705,82,9,12,High School,1,72,120,82,148,70,44,32,48,81,360,71,,,,,19,68,,,,0.95,0.23,1,0.93,5,0.88,1,,0.47,0,0.5,0,3,1
2016,KINGFISHER,KINGFISHER,KINGFISHER HS,37I007705,74,9,12,High School,4,86,88,78,85,84,,,,,173,81,21,33,21,43,42,38,,0,0,0.95,0.95,1,0.92,5,0.86,1,0.95,0.5,1,0.66,0,4,1
2015,GRADY,ALEX,ALEX HS,26I056715,91,9,12,High School,8,91,36,83,52,87,18,44,0,0,106,78,,,,,,,,0,0,0.95,0.95,1,0.92,5,0.94,1,,0.33,0,0.76,0,3,1
2015,LE FLORE,WISTER,WISTER HS,40I049715,78,9,12,High School,9,78,75,72,102,71,45,22,32,63,254,61,,,,,17,71,,0,0,0.95,0.95,1,0.92,5,0.92,1,0.81,0.64,1,0.62,0,4,1
2015,OSAGE,WOODLAND,WOODLAND HS,57I090705,88,9,12,High School,9,88,54,85,67,88,25,28,25,56,171,74,,,,,12,75,,0,0,0.95,0.95,1,0.92,5,0.86,1,0.76,0.56,1,0.7,0,5,1
2016,POTTAWATOMIE,BETHEL,BETHEL HS,63I003705,85,9,12,High School,8,94,98,88,108,86,,,,,206,87,24,67,27,52,51,59,,0,0,0.87,0.95,1,0.92,5,0.81,0,,0.58,0,0.6,0,3,1
2016,KIOWA,SNYDER,SNYDER HS,38I004705,75,9,12,High School,8,95,32,72,32,63,,,,,64,67,,,,,14,57,,0,0,0.8,0.95,1,0.92,5,0.91,1,0.76,0.38,1,0.42,0,4,1
2016,CADDO,BINGER-ONEY,BINGER-ONEY HS,08I168705,65,9,12,High School,3,64,24,75,23,65,,,,,47,70,,,,,11,64,,0,0,0.77,0.95,1,0.92,5,0.92,1,0.9,0.57,1,0.42,0,4,1
2016,TULSA,BERRYHILL,BERRYHILL HS,72I010705,89,9,12,High School,9,98,104,88,102,92,,,,,206,90,26,69,25,80,51,75,,0,0,0.77,0.95,1,0.92,5,0.86,1,,0.59,0,0.76,0,4,1
2015,OKLAHOMA,HARRAH,HARRAH HS,55I007705,87,10,12,High School,9,87,280,89,228,74,128,35,121,69,757,72,34,82,11,64,45,78,,0,0,0.77,0.95,1,0.92,5,0.92,1,0.95,0.43,1,0.67,0,5,1
2015,PAWNEE,PAWNEE,PAWNEE HS,59I001705,82,9,12,High School,8,82,89,90,138,59,48,58,39,82,314,70,,,,,21,71,,0,0,0.77,0.95,1,0.92,5,0.88,1,,0.61,0,0.68,0,4,1
2016,NOBLE,PERRY,PERRY HS,52I001705,85,9,12,High School,9,84,54,80,82,85,,,,,136,83,13,62,20,75,33,70,,0,0,0.73,0.95,1,0.92,5,0.93,1,,0.58,0,0.64,0,4,1
2015,MCCURTAIN,BATTIEST,BATTIEST HS,48I071715,93,9,12,High School,9,93,30,80,50,82,0,0,0,0,110,72,,,,,,,,0,0,0.67,0.95,1,0.92,5,0.86,1,,0.25,0,0,1,5,1
2014,HARPER,BUFFALO,BUFFALO HS,30I004715,94,9,12,High School,4,90,33,88,46,80,14,71,19,89,112,83,,,,,,,,,,0.67,0.95,1,0.92,5,0.86,1,,0.35,0,0.33,0,3,1
2015,CHEROKEE,KEYS,KEYS HS,11I006705,94,9,12,High School,8,94,155,92,190,92,84,51,77,84,506,84,17,82,18,83,35,83,,0,0,0.65,0.95,1,0.92,5,0.89,1,,0.58,0,0.71,0,4,1
2015,COMANCHE,ELGIN,ELGIN HS,16I016705,89,9,12,High School,8,89,314,90,472,76,71,48,175,81,1032,79,34,88,37,59,71,73,,0,0,0.65,0.95,1,0.92,5,0.81,0,0.83,0.73,1,0.73,0,4,1
2016,MCCURTAIN,BROKEN BOW,BROKEN BOW HS,48I074705,83,9,12,High School,8,86,139,83,139,89,,,,,278,86,34,65,34,82,68,74,,0,0,0.63,0.95,1,0.92,5,0.92,1,,0.45,0,0.7,0,4,1
2016,COAL,COALGATE,COALGATE HS,15I001705,82,9,12,High School,8,86,40,80,55,93,,,,,95,87,,,,,22,68,,0,0,0.62,0.95,1,0.92,5,0,1,,0.48,0,0.61,0,4,1
2016,CADDO,LOOKEBA SICKLES,LOOKEBA-SICKLES HS,08I012705,81,9,12,High School,1,71,21,90,16,81,,,,,37,86,,,,,,,,0,0,0.57,0.95,1,0.92,5,0.89,1,0.95,0.4,1,0.5,0,4,1
2016,MUSKOGEE,FORT GIBSON,FORT GIBSON HS,51I003705,85,9,12,High School,9,84,134,90,136,78,,,,,270,84,33,85,33,42,66,64,,0,0,0.57,0.95,1,0.92,5,0.9,1,,0.6,0,0.66,0,4,1
2015,KIOWA,SNYDER,SNYDER HS,38I004705,95,9,12,High School,8,95,52,98,75,95,21,71,39,62,187,86,,,,,11,82,,0,0,0.45,0.95,1,0.92,5,0.88,1,,0.52,0,0.51,0,4,1
2016,GARFIELD,CHISHOLM,CHISHOLM HS,24I042705,93,9,12,High School,9,101,69,88,74,95,,,,,143,92,17,59,18,78,35,69,,0,0,0.44,0.95,1,0.92,5,0.88,1,0.85,0.76,1,0.82,1,5,1
2015,BECKHAM,SAYRE,SAYRE HS,05I031705,83,9,12,High School,7,83,91,89,104,88,45,64,49,76,289,82,,,,,19,53,,0,0,0.41,0.95,1,0.92,5,0.83,0,,0.36,0,0.57,0,3,1
2015,CHOCTAW,SOPER,SOPER HS,12I004705,76,9,12,High School,9,76,48,77,83,66,36,33,14,86,181,64,,,,,17,65,,0,0,0.41,0.95,1,0.92,5,0.94,1,0.83,0.45,1,0.46,0,5,1
2014,POTTAWATOMIE,BETHEL,BETHEL HS,63I003705,91,9,12,High School,8,94,191,86,231,79,98,66,60,87,580,80,19,79,11,73,30,77,,,,0.41,0.95,1,0.92,5,0.86,1,,0.61,0,0.7,0,4,1
2014,GRADY,ALEX,ALEX HS,26I056715,80,9,12,High School,8,91,38,82,53,79,20,25,24,63,135,69,,,,,,,,,,0.39,0.95,1,0.92,5,0.88,1,,0.28,0,0.91,1,5,1
2015,COMANCHE,CHATTANOOGA,CHATTANOOGA HS,16I132705,92,9,12,High School,8,92,32,88,48,88,18,61,15,60,113,80,,,,,,,,0,0,0.36,0.95,1,0.92,5,0.82,0,0.89,0.53,1,0.77,0,3,1
2015,PUSHMATAHA,MOYERS,MOYERS HS,64I022705,89,9,12,High School,8,89,27,85,41,76,15,47,11,91,94,76,,,,,,,,0,0,0.36,0.95,1,0.92,5,0,1,,0.25,0,0.67,0,4,1
2016,BEAVER,FORGAN,FORGAN HS,04I123705,88,9,12,High School,8,89,,,,,,,,,22,95,,,,,,,,0,0,0.32,0.95,1,0.92,5,0,1,0.75,0.5,1,0.58,0,4,1
2016,MURRAY,DAVIS,DAVIS HS,50I010705,87,9,12,High School,9,85,59,86,62,90,,,,,121,88,14,71,15,87,29,79,,0,0,0.29,0.95,1,0.92,5,0.9,1,0.95,0.39,1,0.66,0,4,1
2016,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095705,86,9,12,High School,1,77,10,90,19,95,,,,,29,93,,,,,,,,0,0,0.23,0.95,1,0.92,5,0,1,,0.44,0,0.33,0,4,1
2015,COMANCHE,FLETCHER,FLETCHER HS,16I009715,80,9,12,High School,9,80,59,80,80,71,30,33,24,54,193,66,,,,,13,69,,0,0,0.17,0.95,1,0.92,5,0,1,0.95,0.17,1,0.69,0,5,1
2015,OKLAHOMA,OKLAHOMA CITY,SOUTHEAST HS,55I089770,94,9,12,High School,8,94,371,91,464,84,182,58,185,76,1202,81,39,85,50,92,89,89,,0,0,0.95,0.94,1,0.92,5,0.9,1,,0.45,0,0.72,0,5,1
2016,BRYAN,ROCK CREEK,ROCK CREEK HS,07I002705,75,9,12,High School,3,83,31,71,33,82,,,,,64,77,,,,,15,53,,0,0,0.5,0.94,1,0.92,5,0.83,0,,0.38,0,0.7,0,4,1
2016,LE FLORE,WISTER,WISTER HS,40I049715,70,9,12,High School,9,78,41,73,73,73,,,,,114,73,10,60,18,61,28,61,,0,0,0.95,0.93,1,0.92,5,0.88,1,,0.33,0,0.55,0,4,1
2014,ROGERS,VERDIGRIS,VERDIGRIS HS,66I008705,91,10,12,High School,2,93,192,91,180,77,84,52,101,80,557,78,,,,,23,83,,,,0.48,0.92,1,0.92,5,0.9,1,,0.62,0,0.79,0,4,1
2016,COMANCHE,FLETCHER,FLETCHER HS,16I009715,73,9,12,High School,9,80,26,85,27,78,,,,,53,81,,,,,12,58,,0,0,0.51,0.91,1,0.92,5,0.89,1,,0.58,0,0.52,0,4,1
2016,CREEK,KIEFER,KIEFER HS,19I018705,74,9,12,High School,8,85,52,75,58,84,,,,,110,80,13,46,14,43,27,44,,0,0,0.95,0.89,1,0.92,5,0.9,1,,0.49,0,0.56,0,4,1
2014,MCCLAIN,WAYNE,WAYNE HS,47I010705,77,9,12,High School,1,84,75,71,137,64,55,38,32,69,299,62,,,,,15,73,,,,0.21,0.88,0,0.92,5,0.86,1,,0.59,0,0.56,0,4,1
2015,WASHITA,BURNS FLAT-DILL CITY,BURNS FLAT-DILL CITY HS,75I010705,87,9,12,High School,7,87,54,89,86,78,27,59,24,75,191,78,,,,,12,75,,0,0,0.17,0.82,0,0.92,5,0,1,,0.45,0,0.54,0,3,1
2016,LE FLORE,LE FLORE,LEFLORE HS,40I016705,77,9,12,High School,2,68,10,90,19,84,,,,,29,86,,,,,,,,0,0,0.41,0.8,0,0.92,5,0.8,0,,0.11,0,0.67,0,4,1
2016,GRADY,VERDEN,VERDEN HS,26I099705,73,9,12,High School,8,75,19,79,19,74,,,,,38,76,,,,,,,,0,0,0.56,0.77,0,0.92,5,0.75,0,,0.38,0,0.55,0,3,1
2014,PAYNE,GLENCOE,GLENCOE HS,60I101705,96,9,12,High School,9,97,49,84,64,88,31,52,17,94,161,80,,,,,,,,,,0.95,0.74,1,0.92,5,0.88,1,,0.6,0,0.68,0,4,1
2014,GARFIELD,CHISHOLM,CHISHOLM HS,24I042705,99,9,12,High School,9,101,144,95,174,94,58,88,68,94,444,93,15,80,10,90,25,84,,,,0.55,0.74,0,0.92,5,0.82,0,0.87,0.78,1,0.82,1,4,1
2014,PONTOTOC,ROFF,ROFF HS,62I037705,82,9,12,High School,4,78,45,84,65,68,19,37,25,68,154,69,,,,,,,,,,0.28,0.69,0,0.92,5,0.92,1,,0.46,0,0.74,0,3,1
2015,CADDO,GRACEMONT,GRACEMONT HS,08I086705,91,9,12,High School,8,91,0,0,30,83,0,0,0,0,51,71,,,,,,,,0,0,0.32,0.67,0,0.92,5,0,1,0.8,0.38,1,0.58,0,3,1
2014,WAGONER,PORTER CONSOLIDATED,PORTER CONSOLIDATED HS,73I365720,84,9,12,High School,7,95,74,81,115,77,57,54,41,83,287,74,,,,,18,72,,,,0.27,0.67,0,0.92,5,0.91,1,,0.39,0,0.63,0,4,1
2014,GARVIN,LINDSAY,LINDSAY HS,25I009705,94,9,12,High School,3,79,130,90,198,86,65,46,60,95,453,83,14,100,18,72,32,84,,,,0.41,0.54,0,0.92,5,0.93,1,,0.66,0,0.75,0,3,1
2014,MUSKOGEE,FORT GIBSON,FORT GIBSON HS,51I003705,86,9,12,High School,9,84,280,85,369,82,137,65,90,90,876,81,29,72,23,48,52,62,,,,0.95,0.51,1,0.92,5,0.85,1,0.78,0.66,1,0.84,1,5,1
2014,GRANT,DEER CREEK-LAMONT,DEER CREEK-LAMONT HS,27I095705,78,9,12,High School,1,77,26,65,39,72,12,33,13,46,90,61,,,,,,,,,,0.05,,0,0.92,5,0.8,0,,0.4,0,0.5,0,2,0
2016,BEAVER,BALKO,BALKO HS,04I075705,66,9,12,High School,9,71,,,,,,,,,20,55,,,,,,,,0,0,0.05,,0,0.91,5,0.5,0,0.89,0.38,1,0.8,1,3,1
2016,CANADIAN,PIEDMONT,PIEDMONT HS,09I022705,86,9,12,High School,9,90,243,89,248,80,,,,,491,85,60,70,61,49,121,60,,0,0,0.95,0.95,1,0.91,5,0.88,1,0.86,0.68,1,0.83,1,5,1
2016,HARPER,LAVERNE,LAVERNE HS,30I001705,83,9,12,High School,9,95,35,83,25,72,,,,,60,78,,,,,14,79,,0,0,0.95,0.95,1,0.91,5,0.67,0,0.95,0.52,1,0.65,0,3,1
2016,OKLAHOMA,CHOCTAW-NICOMA PARK,CHOCTAW HS,55I004705,92,9,12,High School,8,94,378,92,391,92,,,,,769,92,94,77,97,79,191,78,,0,0,0.95,0.95,1,0.91,5,0.85,1,,0.6,0,0.69,0,4,1
2016,OKLAHOMA,EDMOND,MEMORIAL HS,55I012705,98,9,12,High School,9,100,444,94,452,94,,,,,896,94,111,83,113,82,224,83,,0,0,0.95,0.95,1,0.91,5,0.82,0,0.93,0.83,1,0.85,1,4,1
2015,CARTER,PLAINVIEW,PLAINVIEW HS,10I027705,101,9,12,High School,9,101,219,93,275,95,132,74,93,83,719,89,27,93,23,96,50,94,,0,0,0.95,0.95,1,0.91,5,0.86,1,0.88,0.59,1,0.79,0,4,1
2015,KINGFISHER,CASHION,CASHION HS,37I089705,88,9,12,High School,8,88,75,88,98,63,27,70,43,81,243,75,,,,,16,81,,0,0,0.95,0.95,1,0.91,5,0.77,0,0.86,0.63,1,0.68,0,3,1
2015,KIOWA,HOBART,HOBART HS,38I001705,91,9,12,High School,9,91,109,89,124,67,46,41,57,58,336,69,,,,,16,94,,0,0,0.95,0.95,1,0.91,5,0.88,1,0.95,0.41,1,0.75,0,4,1
2015,NOBLE,PERRY,PERRY HS,52I001705,84,9,12,High School,9,84,117,85,185,77,72,58,72,81,446,76,15,67,18,61,33,64,,0,0,0.95,0.95,1,0.91,5,0.89,1,0.78,0.58,1,0.71,0,4,1
2015,OKLAHOMA,LUTHER,LUTHER HS,55I003705,81,9,12,High School,9,81,99,85,152,60,57,39,57,60,365,63,12,92,15,67,27,78,,0,0,0.95,0.95,1,0.91,5,0.91,1,0.95,0.34,1,0.49,0,4,1
2015,SEQUOYAH,GORE,GORE HS,68I006715,85,9,12,High School,9,85,48,81,70,81,27,41,24,63,169,72,,,,,11,73,,0,0,0.95,0.95,1,0.91,5,0.94,1,0.83,0.55,1,0.61,0,4,1
2015,TULSA,JENKS,JENKS HS,72I005705,90,9,12,High School,9,90,1523,86,1546,79,781,57,692,82,4542,78,165,79,160,71,325,75,,0,0,0.95,0.95,1,0.91,5,0.88,1,0.93,0.77,1,0.77,0,4,1
2014,HASKELL,STIGLER,STIGLER HS,31I020705,88,9,12,High School,2,79,158,78,196,86,86,37,16,63,456,73,19,79,22,86,41,83,,,,0.93,0.95,1,0.91,5,0.91,1,,0.55,0,0.52,0,4,1
2015,OKLAHOMA,CHOCTAW-NICOMA PARK,CHOCTAW HS,55I004705,94,9,12,High School,8,94,732,91,992,87,346,57,338,86,2408,84,87,86,93,78,180,82,,0,0,0.91,0.95,1,0.91,5,0.87,1,,0.6,0,0.73,0,3,1
2015,TULSA,UNION,UNION HS,72I009705,93,10,12,High School,8,93,2089,87,1723,82,84,37,1152,74,5048,82,,,,,246,83,,0,0,0.91,0.95,1,0.91,5,0.87,1,,0.61,0,0.75,0,5,1
2016,TILLMAN,FREDERICK,FREDERICK HS,71I158710,80,9,12,High School,3,73,55,80,37,84,,,,,92,82,,,,,22,55,,0,0,0.8,0.95,1,0.91,5,0.94,1,0.83,0.45,1,0.56,0,4,1
2015,STEPHENS,COMANCHE,COMANCHE HS,69I002705,87,9,12,High School,8,87,146,86,181,82,79,42,76,71,482,75,15,87,14,64,29,76,,0,0,0.78,0.95,1,0.91,5,0.92,1,,0.56,0,0.59,0,5,1
2016,OKLAHOMA,MIDWEST CITY-DEL CITY,MIDWEST CITY HS,55I052715,76,9,12,High School,8,84,280,78,281,85,,,,,561,81,69,51,69,65,138,58,,0,0,0.77,0.95,1,0.91,5,0.84,0,,0.4,0,0.64,0,4,1
2015,PITTSBURG,KIOWA,KIOWA HS,61I014715,99,9,12,High School,10,99,42,90,56,96,20,50,24,79,142,85,,,,,,,,0,0,0.74,0.95,1,0.91,5,0,1,0.75,0.67,1,0,1,5,1
2015,TULSA,BIXBY,BIXBY HS,72I004705,96,9,12,High School,8,96,740,92,964,90,436,73,375,86,2515,87,85,86,86,80,171,83,,0,0,0.73,0.95,1,0.91,5,0.82,0,,0.74,0,0.82,1,4,1
2016,BRYAN,ACHILLE,ACHILLE HS,07I003705,91,9,12,High School,8,91,18,89,15,73,,,,,33,82,,,,,,,,0,0,0.72,0.95,1,0.91,5,0.89,1,0.77,0.41,1,0.45,0,4,1
2016,CANADIAN,YUKON,YUKON HS,09I027705,86,9,12,High School,2,85,503,89,560,87,,,,,1063,88,125,72,139,58,264,65,,0,0,0.69,0.95,1,0.91,5,0.79,0,,0.67,0,0.82,1,4,1
2015,NOWATA,NOWATA,NOWATA HS,53I040705,86,9,12,High School,8,86,122,89,120,81,50,34,62,61,354,73,12,83,11,64,23,74,,0,0,0.68,0.95,1,0.91,5,0.86,1,,0.45,0,0.59,0,3,1
2016,PAWNEE,PAWNEE,PAWNEE HS,59I001705,76,9,12,High School,8,82,42,81,48,75,,,,,90,78,10,60,12,67,22,64,,0,0,0.67,0.95,1,0.91,5,0.71,0,0.79,0.53,1,0.65,0,3,1
2015,MURRAY,SULPHUR,SULPHUR HS,50I001705,81,9,12,High School,7,81,202,86,283,71,106,49,88,76,679,73,23,70,20,60,43,65,,0,0,0.66,0.95,1,0.91,5,0.76,0,,0.53,0,0.76,0,3,1
2014,BECKHAM,MERRITT,MERRITT HS,05I002705,100,9,12,High School,9,100,63,90,71,97,33,61,40,95,207,89,,,,,13,92,,,,0.62,0.95,1,0.91,5,0.95,1,,0.6,0,0.68,0,3,1
2015,SEQUOYAH,VIAN,VIAN HS,68I002705,76,9,12,High School,8,76,117,90,181,63,57,61,68,75,423,72,12,67,17,35,29,48,,0,0,0.61,0.95,1,0.91,5,0,1,,0.46,0,0.61,0,3,1
2015,CREEK,MANNFORD,MANNFORD HS,19I003705,95,9,12,High School,8,95,236,88,257,93,109,53,28,61,630,83,27,96,25,76,52,87,,0,0,0.6,0.95,1,0.91,5,0.86,1,,0.67,0,0.69,0,4,1
2015,COMANCHE,LAWTON,MACARTHUR HS,16I008715,86,9,12,High School,6,86,474,90,560,77,228,54,273,78,1535,78,47,79,49,71,96,75,,0,0,0.55,0.95,1,0.91,5,0.78,0,,0.56,0,0.58,0,2,0
2015,CRAIG,VINITA,VINITA HS,18I065705,88,9,12,High School,7,88,223,89,266,77,82,49,104,80,675,78,26,85,23,74,49,80,,0,0,0.54,0.95,1,0.91,5,0.82,0,,0.55,0,0.71,0,3,1
2014,TEXAS,TEXHOMA,TEXHOMA HS,70I061705,99,9,12,High School,4,88,35,86,52,88,18,44,17,100,122,83,,,,,,,,,,0.46,0.95,1,0.91,5,0.91,1,0.95,0.35,1,0.84,1,5,1
2015,BECKHAM,MERRITT,MERRITT HS,05I002705,100,9,12,High School,9,100,68,88,88,91,36,75,32,81,224,86,,,,,18,94,,0,0,0.43,0.95,1,0.91,5,0.89,1,,0.5,0,0.8,1,4,1
2014,PITTSBURG,HARTSHORNE,HARTSHORNE HS,61I001705,90,10,12,High School,1,68,98,76,102,82,48,54,45,93,293,77,,,,,16,81,,,,0.38,0.95,1,0.91,5,0.89,1,,0.55,0,0.44,0,4,1
2016,MAJOR,ALINE-CLEO,ALINE-CLEO HS,44I004705,70,9,12,High School,1,63,14,71,13,69,,,,,27,70,,,,,,,,0,0,0.37,0.95,1,0.91,5,0,1,0.67,0.75,1,0.6,0,5,1
2016,NOWATA,NOWATA,NOWATA HS,53I040705,74,9,12,High School,8,86,54,83,65,80,,,,,119,82,13,69,16,44,29,55,,0,0,0.35,0.95,1,0.91,5,0.8,0,,0.27,0,0.54,0,3,1
2016,COAL,TUPELO,TUPELO HS,15I002705,78,9,12,High School,8,87,19,74,20,80,,,,,39,77,,,,,,,,0,0,0.33,0.95,1,0.91,5,0.71,0,,0.63,0,0.62,0,4,1
2016,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006705,80,9,12,High School,4,89,102,77,118,91,,,,,220,85,25,48,29,76,54,63,,0,0,0.32,0.95,1,0.91,5,0.82,0,,0.7,0,0.72,0,3,1
2016,HARMON,HOLLIS,HOLLIS HS,29I066705,70,9,12,High School,4,78,25,72,39,69,,,,,64,70,,,,,15,53,,0,0,0.31,0.95,1,0.91,5,0,1,,0.39,0,0.33,0,4,1
2016,TEXAS,HOOKER,HOOKER HS,70I023715,90,9,12,High School,5,86,41,93,46,87,,,,,87,90,10,80,11,73,21,76,,0,0,0.29,0.95,1,0.91,5,0.93,1,0.91,0.5,1,0.66,0,4,1
2014,PONTOTOC,VANOSS,VANOSS HS,62I009705,90,9,12,High School,9,89,54,91,66,71,26,50,25,88,171,77,,,,,12,83,,,,0.29,0.95,1,0.91,5,0.95,1,0.95,0.52,1,0.09,0,4,1
2015,LATIMER,BUFFALO VALLEY,BUFFALO VALLEY HS,39I003705,77,9,12,High School,6,77,19,68,35,86,0,0,0,0,72,68,,,,,,,,0,0,0.21,0.95,1,0.91,5,0.67,0,,0.27,0,0.7,0,2,0
2016,CADDO,GRACEMONT,GRACEMONT HS,08I086705,81,9,12,High School,8,91,,,,,,,,,16,81,,,,,,,,0,0,0.2,0.95,1,0.91,5,0.75,0,,0.2,0,0.4,0,3,1
2015,BEAVER,FORGAN,FORGAN HS,04I123705,89,9,12,High School,8,89,16,81,31,77,0,0,0,0,63,73,,,,,,,,0,0,0.05,0.95,1,0.91,5,0.83,0,0.77,0.7,1,0.6,0,3,1
2015,CREEK,KIEFER,KIEFER HS,19I018705,85,9,12,High School,8,85,86,83,138,75,41,27,38,68,303,70,,,,,20,75,,0,0,0.95,0.92,1,0.91,5,0.89,1,,0.27,0,0.6,0,4,1
2016,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089707,53,9,12,High School,7,66,78,55,86,62,,,,,164,59,19,47,20,35,39,41,,0,0,0.52,0.92,1,0.91,5,0.92,1,,0.1,0,0.27,0,4,1
