RecordNumber,YR,SchoolCode,DistrictCode,Site,ReadingRemediation,PTConfAttendence,AvgDaysAbsent,Mobility,SuspRatioLess10,SuspRatioGreat10,AvgVolunteerHrs,FRL,SpecialEd
,2015,67I015705,67I015,BUTNER HIGH SCHOOL,0,0.97,14.2581,0.08955,2.95455,65,3.84615,0.8154,0.1231
,2015,68C001105,68C001,LIBERTY ELEMENTARY,0.3636,0.93,9.1251,0.12857,,,3.42105,0.688,0.2895
,2015,68C035105,68C035,MARBLE CITY ELEMENTARY,0.4,0.35,4.9385,0.016,,,0.93023,0.8217,0.3256
,2015,68C036105,68C036,BRUSHY ELEMENTARY,0.4601,0.85,6.2781,0.03652,,,0.3876,0.8424,0.1912
,2015,68C050105,68C050,BELFONTE ELEMENTARY,0.5,0.3,13.4751,0.07368,,,2.69231,0.8269,0.3077
,2015,68C050110,68C050,BELFONTE BELL ELEMENTARY (ADAIR COUNTY),0.7674,0.45,7.4024,0.21875,,,1.00917,0.9725,0.4495
,2015,68C068105,68C068,MOFFETT ELEMENTARY,0.2112,0.9,5.9229,0.05376,,,0,0.8869,0.1954
,2015,68I001105,68I001,LIBERTY ELEMENTARY,0.2646,0.79,10.3109,0.09903,,,2.84565,0.7307,0.1346
,2015,68I001110,68I001,EASTSIDE ELEMENTARY,0.459,0.75,10.3188,0.1455,124,,3.22581,0.7849,0.1237
,2015,68I001510,68I001,TOMMIE SPEAR MIDDLE SCHOOL,0,0.7,8.5417,0.16446,94.75,,0.1847,0.7757,0.1636
,2015,68I001705,68I001,SALLISAW HIGH SCHOOL,0,0.4,11.7501,0.14358,10.47458,103,2.42718,0.6489,0.1926
,2015,68I002105,68I002,VIAN ELEMENTARY,0.2425,1,4.6757,0.11954,20.30769,528,5.68182,0.8409,0.2386
,2015,68I002505,68I002,VIAN MIDDLE SCHOOL,0,0.62,8.3854,0.11927,6.36364,35,1.44286,0.7238,0.3143
,2015,68I002705,68I002,VIAN HIGH SCHOOL,0,0.41,11.1172,0.02555,6.23913,47.83333,0.4007,0.7073,0.1463
,2015,68I003110,68I003,MULDROW ELEMENTARY,0.5025,0.71,1.14,0.13612,,565,2.17699,0.7398,0.2177
,2015,68I003510,68I003,MULDROW MIDDLE SCHOOL,0,0.68,5.4387,0.14856,15.16667,455,1.31429,0.6681,0.2176
,2015,68I003705,68I003,MULDROW HIGH SCHOOL,0,0.6,8.2778,0.14938,20.625,,0.20202,0.5636,0.1556
,2015,68I004105,68I004,GANS ELEMENTARY,0.3545,0.85,7.0065,0.21739,26.54545,292,1.16438,0.9692,0.2979
,2015,68I004715,68I004,GANS HIGH SCHOOL,0,0.71,6.6139,0.07813,11.72727,129,11.06977,0.6434,0.2403
,2015,68I005105,68I005,ROLAND ELEMENTARY,0.3692,0.82,11.3297,0.07544,87.16667,,0.1262,0.8184,0.195
,2015,68I005610,68I005,ROLAND JR HIGH SCHOOL,0,0.2,11.0849,0.1004,22.63636,249,0.2008,0.739,0.257
,2015,68I005705,68I005,ROLAND HIGH SCHOOL,0,0.39,11.2806,0.04808,14.90909,41,1.57622,0.6951,0.2165
,2015,68I006105,68I006,GORE ELEMENTARY,0.9048,0.8,8.6111,0.15789,40.5,,1.23457,0.8189,0.3663
,2015,68I006115,68I006,GORE UPPER ELEMENTARY,0,0.5,8.4077,0.16667,,,0.04902,0.7353,0.1373
,2015,68I006715,68I006,GORE HIGH SCHOOL,0,0.5,9.9607,0.11811,,,0.03846,0.5769,0.1385
,2015,68I007105,68I007,CENTRAL ELEMENTARY,0.3217,0.77,6.8432,0.08357,43,,1.01163,0.7064,0.2674
,2015,68I007705,68I007,CENTRAL HIGH SCHOOL,0,0.54,7.5836,0.02395,25.71429,90,4.11111,0.6833,0.1556
,2015,69C082105,69C082,GRANDVIEW ELEMENTARY,0.4146,FTR,5.728,FTR,FTR,FTR,FTR,0.6688,0.1883
,2015,69I001110,69I001,EMERSON ELEMENTARY,0.3883,0.88,10.7973,0.15333,14.40625,461,0.43384,0.7354,0.1063
,2015,69I001125,69I001,HORACE MANN ELEMENTARY,0.2635,1,6.1746,0.10559,30.33333,455,0.36264,0.4286,0.0769
,2015,69I001130,69I001,WILL ROGERS PRE-K CTR,0,0.95,17.6153,0.08989,279,,0.29032,0.4803,0.0287
,2015,69I001135,69I001,MARK TWAIN ELEMENTARY,0.5175,0.94,13.7135,0.2551,12.8,,0.41146,0.8177,0.2396
,2015,69I001140,69I001,WOODROW WILSON ELEMENTARY,0.5556,0.85,13.2127,0.24503,37.25,,0.33557,0.8859,0.1242
,2015,69I001145,69I001,PLATO ELEMENTARY,0.2163,0.99,8.6693,0.10703,308,,6.1461,0.3084,0.1169
,2015,69I001505,69I001,DUNCAN MIDDLE SCHOOL,0,0.6,12.682,0.17215,3.89671,29.64286,0.20482,0.5434,0.1289
,2015,69I001705,69I001,DUNCAN HIGH SCHOOL,0,0.17,16.6568,0.12011,14.58904,40.96154,1.69014,0.3737,0.1183
,2015,69I002105,69I002,COMANCHE ELEMENTARY,0.3368,0.91,6.3686,0.13688,19.38462,,1.20833,0.621,0.1032
,2015,69I002510,69I002,COMANCHE MIDDLE SCHOOL,0,0.5,3.0314,0.09871,18.07692,,0.21277,0.6936,0.1191
,2015,69I002705,69I002,COMANCHE HIGH SCHOOL,0,0.33,9.2059,0.0607,35.88889,,6.19195,0.5728,0.2012
,2015,69I003105,69I003,MARLOW ELEMENTARY,0.1899,0.95,10.8407,0.06968,129.5,,1.5444,0.5534,0.13
,2015,69I003505,69I003,MARLOW MIDDLE SCHOOL,0,0.25,9.7746,0.07432,151,151,3.07947,0.4868,0.1589
,2015,69I003705,69I003,MARLOW HIGH SCHOOL,0,0.4,9.8446,0.05585,6.61404,377,1.85676,0.3979,0.1777
,2015,69I015105,69I015,VELMA-ALMA ELEMENTARY,0.2621,0.72,10.747,0.04074,273,,2.5641,0.3846,0.1538
,2015,69I015505,69I015,VELMA-ALMA MIDDLE SCHOOL,0,0.61,9.2874,0.05618,10.75,,1.60465,0.3837,0.1977
,2015,69I015715,69I015,VELMA-ALMA HIGH SCHOOL,0,0.69,11.9048,0.04032,11.63636,,1.13281,0.3359,0.2109
,2015,69I021105,69I021,EMPIRE ELEMENTARY,0.3014,1,8.1974,0.10963,98.66667,,2.75338,0.4797,0.1926
,2015,69I021605,69I021,EMPIRE HIGH JR HIGH SCHOOL,0,0.78,8.3189,0.07018,8.71429,30.5,3.27869,0.5738,DNA
,2015,69I021715,69I021,EMPIRE HIGH SCHOOL,0,0.62,8.0402,0.09167,9.91667,119,3.78151,0.4118,0.1429
,2015,69I034105,69I034,CENTRAL HIGH ELEMENTARY,0.1653,1,7.6222,0.08714,48.8,,2.04918,0.3525,0.127
,2015,69I034600,69I034,CENTRAL HIGH JR HIGH SCHOOL,0,0.35,6.6545,0.21687,16.4,,9.14634,0.4512,0.0488
,2015,69I034705,69I034,CENTRAL HIGH HIGH SCHOOL,0,0.35,7.545,0.07767,15.14286,,7.07547,0.3019,0.0755
,2015,69I042105,69I042,BRAY-DOYLE ELEMENTARY,0.3238,0.87,6.2798,0.06464,67.25,,1.39405,0.5056,0.1078
,2015,69I042705,69I042,BRAY-DOYLE HIGH SCHOOL,0,0.68,12.2594,0.09804,7.28571,102,1.61765,0.4902,0.2353
,2015,70C009105,70C009,OPTIMA ELEMENTARY,0.2432,1,8.5267,0.09524,,,0.24638,0.8551,0.1014
,2015,70C080105,70C080,STRAIGHT ELEMENTARY,0.6296,0.9,6.5878,0.08511,,,2.22222,0.3111,DNA
,2015,70I001105,70I001,YARBROUGH ELEMENTARY,0.75,FTR,3.3164,0.07463,,,0,0.8769,0.1692
,2015,70I001705,70I001,YARBROUGH HIGH SCHOOL,0,FTR,1.6886,0,,,0,0.8261,0.1304
,2015,70I008105,70I008,ACADEMY ELEMENTARY,0.6869,0.75,6.7897,0.01741,45,,1.23457,0.8469,0.0864
,2015,70I008115,70I008,NORTHEAST ELEMENTARY,0.5879,0.96,7.0718,0.08434,,,0.05988,0.7545,0.0419
,2015,70I008120,70I008,HOMER LONG ELEMENTARY,0.4361,0.96,7.934,0.12719,,,0.05381,0.7713,0.0404
,2015,70I008125,70I008,SALYER ELEMENTARY,0.475,0.95,7.8989,0.128,,,0.85,0.9583,0.1583
,2015,70I008130,70I008,CARRIER ELEMENTARY,0,0.98,9.4748,0.14286,,,0.56627,0.7892,0.1325
,2015,70I008135,70I008,NORTH PARK ELEMENTARY,0,0.8,7.2309,0.07895,27,,1.69877,0.7531,0.1284
,2015,70I008140,70I008,PRAIRIE ELEMENTARY,0.4971,0.87,7.2421,0.11561,,,2.47953,0.8713,0.117
,2015,70I008610,70I008,CENTRAL JR HIGH SCHOOL,0,0.87,6.2048,0.07901,13.26667,,0.22613,0.7136,0.1407
,2015,70I008705,70I008,GUYMON HIGH SCHOOL,0,0.62,7.5363,0.1128,18.54545,81.6,0.30637,0.6078,0.1103
,2015,70I015105,70I015,HARDESTY ELEMENTARY,0.2143,1,7.0992,0.07463,,,1.09859,0.7324,0.1127
,2015,70I015705,70I015,HARDESTY HIGH SCHOOL,0,1,5.3363,0.08,,,2.69565,0.6957,0.1304
,2015,70I023105,70I023,HOOKER ELEMENTARY,0.4,0.98,7.5398,0.02929,486,,0.1749,0.6358,0.1214
,2015,70I023715,70I023,HOOKER HIGH SCHOOL,0,0.64,6.0116,0.03488,43,,0.23256,0.4826,0.1686
,2015,70I053105,70I053,TYRONE ELEMENTARY,0.4868,0.9,8.75,0,,,0.88083,0.5959,0.1399
,2015,70I053705,70I053,TYRONE HIGH SCHOOL,0,0.6,7.2642,0,65,,0,0.4615,0.1077
,2015,70I060105,70I060,GOODWELL ELEMENTARY,0.5522,FTR,8.0275,FTR,FTR,FTR,FTR,0.3598,0.0794
,2015,70I060705,70I060,GOODWELL HIGH SCHOOL,0,0.9,8.3018,0.05172,,,1.96721,0.2787,0.1475
,2015,70I061105,70I061,TEXHOMA ELEMENTARY,0,0.85,5.9777,0.0641,225,225,0.14222,0.36,0.08
,2015,70I061705,70I061,TEXHOMA HIGH SCHOOL,0,0.75,6.053,0.07143,17.5,,7.04762,0.6476,0.0857
,2015,71I008115,71I008,TIPTON ELEMENTARY,0.954,0.82,6.9612,0.04188,33,,0.63131,0.697,0.2273
,2015,71I008715,71I008,TIPTON HIGH SCHOOL,0,0.74,2.9399,0.35659,39.66667,,27.28571,0.6807,0.2017
,2015,71I009105,71I009,DAVIDSON ELEMENTARY,0.9091,FTR,10.2367,FTR,FTR,FTR,FTR,0.898,0.3673
,2015,71I009705,71I009,DAVIDSON HIGH SCHOOL,0,FTR,21.7949,FTR,FTR,FTR,FTR,0.8846,0.1923
,2015,71I158105,71I158,FREDERICK ELEMENTARY,0.4139,0.83,9.1158,0.0654,17,476,2.06092,0.8214,0.2143
,2015,71I158505,71I158,FREDERICK MIDDLE SCHOOL,0,0.72,6.6624,0.06329,6.73913,25.83333,0.70968,0.8,0.1806
,2015,71I158710,71I158,FREDERICK HIGH SCHOOL,0,0.73,6.4525,0.06356,7.93333,59.5,5.04202,0.7017,0.1176
,2015,71I249105,71I249,GRANDFIELD ELEMENTARY,0.3699,0.95,9.7299,0.14124,55,,3.0303,0.8424,0.1273
,2015,71I249715,71I249,GRANDFIELD HIGH SCHOOL,0,0.9,11.3706,0.02469,2.225,44.5,0.22472,0.8876,0.2022
,2015,72C015105,72C015,KEYSTONE ELEMENTARY,0.5081,0.85,7.1634,0.01923,25.66667,154,1.2987,0.7208,0.2175
,2015,72I001103,72I001,ACADEMY CENTRAL ELEMENTARY,0.6062,0.7,12.6506,0.26371,2.58871,64.2,5.05919,1.1589,0.1371
,2015,72I001111,72I001,ANDERSON ELEMENTARY,0.6111,0.63,9.9887,0.23096,6.48077,337,1.9911,1.1128,0.2463
,2015,72I001112,72I001,HENRY ZARROW INTERNATIONAL SCHOOL,0.4968,0.97,5.1482,0.09213,86.4,,52.01852,0.3704,0.0556
,2015,72I001118,72I001,BELL ELEMENTARY,0.5923,0.76,12.4073,0.20115,3.49438,622,0.59486,0.9003,0.2154
,2015,72I001135,72I001,BURROUGHS ELEMENTARY,0.5685,0.72,13.2129,0.2747,1.94083,,5.64634,1.128,0.1768
,2015,72I001140,72I001,CARNEGIE ELEMENTARY,0.25,1,7.5734,0.04698,43.7,,20.59497,0.3913,0.1396
,2015,72I001145,72I001,CELIA CLINTON ELEMENTARY,0.691,0.88,10.3068,0.20172,5.20513,609,5.62726,1.1494,0.1182
,2015,72I001155,72I001,CHOUTEAU ELEMENTARY,0.5579,0.78,12.1844,0.23297,11.79412,133.66667,0.49875,1.015,0.2394
,2015,72I001156,72I001,COLUMBUS ELEMENTARY,0.5762,0.87,10.3874,0.13415,11.45455,,6.25132,1.0238,0.1085
,2015,72I001158,72I001,COOPER ELEMENTARY,0.5693,0.95,11.5321,0.12429,14.31579,272,2.04044,1.0564,0.1593
,2015,72I001163,72I001,DUAL LANGUAGE IMMERSION PROGRAM,0.4065,0.9,8.5282,0.03448,35,,2.34857,1.04,0.0571
,2015,72I001167,72I001,BUNCHE EC DEVELOP. CENTER,0.48,0.77,13.8132,0.05829,106.28571,,1.04704,0.2688,0.0202
,2015,72I001168,72I001,PORTER  EC DEVELOP. CENTER,0.3509,1,18.8906,0.17341,57.33333,,2.4186,0.8779,0.0349
,2015,72I001169,72I001,REED EC DEVELOP. CENTER,0,0.97,19.3628,0.21505,86,,2.90698,1.0581,0.1512
,2015,72I001170,72I001,EISENHOWER INTERNATIONAL ELEMENTARY,0.4398,1,5.8072,0.03876,66,,24.29356,0.2367,0.108
,2015,72I001175,72I001,ELIOT ELEMENTARY,0.2946,0.9,9.3119,0.0878,16.33333,,5.39541,0.3622,0.1709
,2015,72I001180,72I001,EMERSON ELEMENTARY,0.6322,0.8,10.1003,0.27151,3.26087,,9,1.05,0.1367
,2015,72I001185,72I001,EUGENE FIELD ELEMENTARY,0.6114,0.86,15.2311,0.24201,5.05128,,6.36548,1.0838,0.1142
,2015,72I001198,72I001,GILCREASE ELEMENTARY,0.6614,0.3,16.0656,0.35305,1.61091,22.15,1.01354,1.088,0.1828
,2015,72I001199,72I001,GRIMES ELEMENTARY,0.3919,0.97,10.7109,0.13265,8.05714,,3.62057,0.8617,0.156
,2015,72I001200,72I001,HAWTHORNE ELEMENTARY,0.4485,1,9.6773,0.2246,4.19231,327,15.70948,1.1162,0.1498
,2015,72I001204,72I001,HAMILTON ELEMENTARY,0.604,0.95,10.6698,0.18852,10.7,,2.03551,1.1813,0.1907
,2015,72I001205,72I001,PATRICK HENRY ELEMENTARY,0.3309,0.71,10.9653,0.09313,41,,20.09313,0.7228,0.133
,2015,72I001215,72I001,HOOVER ELEMENTARY,0.4151,1,9.536,0.11862,12,564,4.50887,0.7926,0.1649
,2015,72I001230,72I001,JACKSON ELEMENTARY,0.6019,0.9,13.6167,0.31646,1.90909,315,6.44444,1.1683,0.1111
,2015,72I001245,72I001,JONES ELEMENTARY,0.5458,0.61,12.8284,0.22774,4.65556,104.75,2.95943,1.0692,0.1432
,2015,72I001251,72I001,KENDALL-WHITTIER ELEMENTARY,0.5956,0.73,9.3374,0.14127,6.95513,361.66667,3.90415,0.9207,0.1493
,2015,72I001252,72I001,KERR ELEMENTARY,0.6316,0.8,10.6296,0.17028,10.51852,568,1.57394,1.1056,0.1549
,2015,72I001255,72I001,KEY ELEMENTARY,0.5957,0.55,12.4674,0.22085,11.08511,86.83333,17.73896,0.977,0.1536
,2015,72I001260,72I001,LANIER ELEMENTARY,0.2674,0.8,8.8584,0.09972,112.33333,,2.17211,0.7092,0.1513
,2015,72I001265,72I001,LEE ELEMENTARY,0.1807,0.99,7.7757,0.0678,49.875,,17.89474,0.4211,0.1579
,2015,72I001269,72I001,LEWIS AND CLARK ELEMENTARY,0.6447,0.78,6.7496,0.16593,11.54717,612,3.0915,1.0408,0.1389
,2015,72I001275,72I001,LINDBERGH ELEMENTARY,0.5604,0.59,11.4666,0.17719,12.05263,114.5,0.87336,1.1463,0.1179
,2015,72I001305,72I001,MacARTHUR ELEMENTARY,0.6392,0.95,12.8519,0.2019,4.17757,,10.13199,1.0895,0.1611
,2015,72I001310,72I001,MARSHALL ELEMENTARY,0.7186,0.94,15.7955,0.21495,4.05085,,2.58368,1.046,0.1674
,2015,72I001315,72I001,MAYO DEMONSTRATION ELEMENTARY,0.2488,0.87,6.01,0.01467,50.75,,5.00246,0.5394,0.1084
,2015,72I001320,72I001,McCLURE ELEMENTARY,0.7262,0.76,14.8323,0.26678,3.03593,253.5,2.32742,1.2505,0.1341
,2015,72I001325,72I001,McKINLEY ELEMENTARY,0.5182,1,7.7677,0.18513,8.13433,545,10.31009,1.033,0.1505
,2015,72I001330,72I001,MITCHELL ELEMENTARY,0.5638,0.71,8.6332,0.22403,3.53333,265,4.30943,1.0396,0.1434
,2015,72I001345,72I001,OWEN ELEMENTARY,0.6083,0.83,11.2658,0.13817,9.05085,,5.72846,1.0993,0.1629
,2015,72I001350,72I001,PARK ELEMENTARY,0.5524,1,14.4217,0.14943,11.31818,,14.28916,0.9799,0.1727
,2015,72I001351,72I001,PEARY ELEMENTARY,0.6462,0.81,9.3631,0.20343,8.78571,,2.07588,0.9756,0.1816
,2015,72I001355,72I001,PENN ELEMENTARY,0.7713,0.79,13.4504,0.29851,2.27972,,2.36196,1.1472,0.1227
,2015,72I001378,72I001,REMINGTON ELEMENTARY,0.6667,1,12.2532,0.29907,2.56481,,55.09386,1.1516,0.1913
,2015,72I001395,72I001,ROBERTSON ELEMENTARY,0.5944,0.68,13.2614,0.22432,5.32911,,1.69121,0.9834,0.1805
,2015,72I001402,72I001,SALK ELEMENTARY,0.468,0.81,9.9548,0.18594,5.83962,619,4.14863,0.9321,0.1696
,2015,72I001405,72I001,SEQUOYAH ELEMENTARY,0.6551,0.75,10.8203,0.15742,8.65217,149.25,1.76047,1.124,0.1156
,2015,72I001410,72I001,SKELLY ELEMENTARY,0.6442,0.5,9.5083,0.15988,7.90164,964,1.41805,1.0716,0.1515
,2015,72I001415,72I001,SPRINGDALE ELEMENTARY,0.7417,0.78,12.2149,0.18565,5.00893,140.25,1.87344,1.1355,0.0998
,2015,72I001423,72I001,PROJECT ACCEPT TRAICE ELEMENTARY,0.8529,0.95,11.4562,0.2,15.66667,23.5,0.40426,0.4965,1
,2015,72I001425,72I001,MARK TWAIN ELEMENTARY,0.5447,0.7,12.5951,0.26572,5.55263,,9.46919,1.0142,0.1777
,2015,72I001435,72I001,WHITMAN ELEMENTARY,0.7429,0.31,11.9877,0.34066,1.69008,81.8,6.04645,1.1443,0.154
,2015,72I001444,72I001,WRIGHT ELEMENTARY,0.4476,0.85,12.9677,0.15385,8.62222,,4.16237,0.9459,0.2526
,2015,72I001447,72I001,DISNEY ELEMENTARY,0.5996,0.92,10.452,0.17413,4.47917,,3.39419,1.0791,0.1442
,2015,72I001449,72I001,GRISSOM ELEMENTARY,0.2775,0.96,8.8995,0.10513,12.2,,8.32787,0.5519,0.1257
,2015,72I001515,72I001,CARVER MIDDLE SCHOOL,0,0.94,5.5202,0.00979,102.5,615,0.98374,0.5789,0.0358
,2015,72I001530,72I001,CLINTON MIDDLE SCHOOL,0,0.27,15.3633,0.21429,7.43182,15.57143,0.33945,1.0428,0.2936
,2015,72I001537,72I001,EDISON PREPARATORY MIDDLE SCHOOL,0,0.8,10.8338,0.17284,4.14159,117,1.32051,0.609,0.1538
,2015,72I001563,72I001,MONROE DEMONSTRATION MIDDLE SCHOOL,0,0.67,5.2158,0.16288,4.85714,119,3.86555,1.1134,0.2437
,2015,72I001573,72I001,THOREAU DEMONSTRATION ACADEMY,0,0.84,5.2017,0.05247,15.40476,647,3.46213,0.4482,0.1855
,2015,72I001574,72I001,TRAICE MIDDLE SCHOOL,0,1,15.5814,0.30481,1.69231,15.4,0,0.3766,0.2792
,2015,72I001658,72I001,CENTRAL JR HIGH SCHOOL,0,0.27,15.1884,0.30939,2.43443,14.14286,1.49158,1.1684,0.2828
,2015,72I001659,72I001,EAST CENTRAL JR HIGH SCHOOL,0,0.62,13.7702,0.27553,2.30032,24.82759,0.90694,1.0847,0.2236
,2015,72I001661,72I001,HALE JR HIGH SCHOOL,0,0.7,17.2267,0.3564,1.97033,8.73684,0.00602,1.116,0.3057
,2015,72I001662,72I001,MCLAIN JR HIGH SCHOOL,0,0.05,19.735,0.45755,0.83978,5.42857,0.48246,1.2281,0.2763
,2015,72I001663,72I001,MEMORIAL JR HIGH SCHOOL,0,0.27,15.1104,0.34489,1.69065,17.40741,3.38723,1.0234,0.2383
,2015,72I001664,72I001,WILL ROGERS COLLEGE JR HIGH SCHOOL,0,0.94,11.3926,0.09218,5.42529,39.33333,1.61229,1.0275,0.1631
,2015,72I001667,72I001,TULSA MET JHS,0,1,18.9222,0.21818,3.21429,,4.68889,1,0.1778
,2015,72I001705,72I001,CENTRAL HIGH SCHOOL,0,0.27,30.3341,0.31358,2.09559,31.66667,0.73509,1.0982,0.2842
,2015,72I001710,72I001,EAST CENTRAL HIGH SCHOOL,0,0.22,23.7223,0.25682,3.9854,39,0.92766,1.0256,0.1456
,2015,72I001712,72I001,THOMAS EDISON PREPARATORY HIGH SCHOOL,0,0.75,16.1208,0.13618,7.67785,71.5,2.86538,0.5787,0.1442
,2015,72I001715,72I001,NATHAN HALE HIGH SCHOOL,0,0.21,38.394,0.29057,3.41916,42.2963,2.69877,1.1077,0.2329
,2015,72I001720,72I001,McLAIN HS FOR SCIENCE & TECHNOLOGY,0,0.03,35.0793,0.41547,1.75852,10.14754,1.46365,1.1922,0.2779
,2015,72I001725,72I001,MEMORIAL HIGH SCHOOL,0,0.31,22.1782,0.23278,4.5,130.5,4.81992,0.9282,0.2328
,2015,72I001730,72I001,WILL ROGERS COLLEGE HIGH SCHOOL,0,0.88,14.99,0.1467,4.7234,55.5,1.14264,0.9505,0.0961
,2015,72I001735,72I001,BOOKER T. WASHINGTON HIGH SCHOOL,0,0.75,9.8585,0.05195,34.07692,332.25,1.47329,0.5463,0.0203
,2015,72I001740,72I001,DANIEL WEBSTER HIGH SCHOOL,0,0.32,22.9824,0.22932,4.23077,70.71429,6.74343,1.0384,0.2525
,2015,72I001745,72I001,TULSA MET HIGH SCHOOL,0,1,22.2266,0.35135,3.33333,20,2.39,1,0.2
,2015,72I001750,72I001,TRAICE,0,1,24.6113,0.08376,11.76596,50.27273,0,0.0235,0.179
,2015,72I001974,72I001,TULSA SCHOOL OF ARTS & SCIENCES,0,FTR,12.4786,FTR,FTR,FTR,FTR,0.3821,0.1329
,2015,72I001975,72I001,KIPP TULSA ACAD. COLLEGE PREP.,0,0.33,4.8006,0,8.66667,,4.7033,0.9368,0.1703
,2015,72I001976,72I001,LIGHTHOUSE ACADEMIES OF TULSA,0.2813,FTR,8.5433,FTR,FTR,FTR,FTR,0.9499,0.2296
,2015,72I002103,72I002,SAND SPRINGS EC CTR,0,0.95,12.7409,0.11111,,,0.09259,0.6898,0.0787
,2015,72I002104,72I002,ANGUS VALLEY ELEMENTARY,0.269,0.98,7.0148,0.01798,57.125,,3.45295,0.4836,0.1379
,2015,72I002105,72I002,NORTHWOODS FINE ARTS ACADEMY,0.5368,0.97,10.2222,0.53378,,,0.84441,0.8228,0.1414
,2015,72I002110,72I002,GARFIELD ELEMENTARY,0.7419,0.76,8.8047,0.10804,33,,1.64141,0.7904,0.1717
,2015,72I002120,72I002,LIMESTONE ELEMENTARY,0.4941,0.94,6.8559,0.1069,,,2.45614,0.5509,0.1684
,2015,72I002123,72I002,PRATT ELEMENTARY,0.3535,1,7.9076,0.04925,,,2.6752,0.5539,0.1564
,2015,72I002520,72I002,CLYDE BOYD MIDDLE SCHOOL,0,0.87,9.9385,0.08042,7.24405,36.87879,3.53328,0.6056,0.1726
,2015,72I002615,72I002,CENTRAL 9TH GRADE CTR,0,0.93,10.8521,0.02204,8.33333,23.80952,4.538,0.602,0.154
,2015,72I002705,72I002,CHARLES PAGE HIGH SCHOOL,0,0.86,14.2136,0.03759,33.84211,55.91304,5.32815,0.535,0.1439
,2015,72I003100,72I003,CREEKWOOD EARLY CHILDHOOD CENTER,0,0.94,10.3422,0.11471,,,0.4544,0.195,0.1164
,2015,72I003103,72I003,ARROW SPRINGS EARLY CHILDHOOD CENTER,0,0.84,13.9218,0.1375,55.75,,2.0426,0.3767,0.1704
,2015,72I003105,72I003,ASPEN CREEK EARLY CHILDHOOD CENTER,0,0.93,12.3136,0.11,73.5,,1.2415,0.2891,0.0646
,2015,72I003107,72I003,PARKLANE EARLY CHILDHOOD CENTER,0,0.97,17.5557,0.14286,,,1.8557,0.4362,0.0638
,2015,72I003110,72I003,RHOADES ELEMENTARY,0.4953,0.85,9.1156,0.07143,32.35714,,6.52759,0.649,0.1435
,2015,72I003120,72I003,ARROWHEAD ELEMENTARY,0.3994,0.86,9.2767,0.09636,32.33333,,3.09278,0.5423,0.1773
,2015,72I003125,72I003,VANDEVER ELEMENTARY,0.3763,0.98,8.4729,0.07219,,,7.63699,0.5274,0.2283
,2015,72I003135,72I003,HIGHLAND PARK ELEMENTARY,0.3155,0.87,8.3442,0.06738,23.8,,9.76711,0.3133,0.0888
,2015,72I003140,72I003,LYNN WOOD ELEMENTARY,0.5569,0.8,10.397,0.0957,56.11111,,1.08911,0.5683,0.1426
,2015,72I003150,72I003,LEISURE PARK ELEMENTARY,0.2998,0.85,9.8331,0.07692,17.42105,,2.37915,0.4758,0.1994
,2015,72I003160,72I003,SPRING CREEK ELEMENTARY,0.3384,0.77,8.9393,0.11111,30.11765,,5.53125,0.3691,0.1406
,2015,72I003165,72I003,WOLF CREEK ELEMENTARY,0.2837,0.93,8.3692,0.05009,59.66667,,15.95903,0.352,0.1601
,2015,72I003170,72I003,COUNTRY LANE PRIMARY,0.2917,0.86,9.9565,0.12396,38.18182,,4.84762,0.3345,0.0869
,2015,72I003175,72I003,LIBERTY ELEMENTARY,0.3465,0.85,8.5883,0.06977,50.71429,,2.08732,0.4014,0.1042
,2015,72I003180,72I003,COUNTRY LANE INTERMEDIATE ELEMENTARY,0.3177,0.97,7.8593,0.04222,34.59091,,3.93561,0.3456,0.134
,2015,72I003200,72I003,CREEKWOOD ELEMENTARY,0.6267,0.8,8.6632,0.1284,20.625,,6.22121,0.5136,0.1409
,2015,72I003205,72I003,ASPEN CREEK ELEMENTARY,0.4847,0.862,9.1732,0.08504,39.6875,,3.93701,0.4126,0.1591
,2015,72I003215,72I003,OAK CREST ELEMENTARY,0.4415,0.8,8.5861,0.08978,44.55556,,6.85786,0.5586,0.1397
,2015,72I003505,72I003,CENTENNIAL MIDDLE SCHOOL,0,0.6,8.9115,0.10102,31.0303,341.33333,1.38672,0.3936,0.1445
,2015,72I003510,72I003,SEQUOYAH MIDDLE SCHOOL,0,0.48,11.0173,0.11883,6.38372,91.5,4.00729,0.6047,0.2149
,2015,72I003520,72I003,CHILDERS MIDDLE SCHOOL,0,0.7,10.3236,0.05337,23.63333,177.25,0.84626,0.4386,0.1566
,2015,72I003525,72I003,OLIVER MIDDLE SCHOOL,0,0.78,10.6686,0.08521,14.22807,162.2,0.61899,0.4735,0.1492
,2015,72I003530,72I003,ONETA RIDGE MIDDLE SCHOOL,0,0.43,8.4264,0.02645,43.94444,791,1.9507,0.3755,0.158
,2015,72I003700,72I003,BROKEN ARROW FRESHMAN ACADEMY,0,0.5,9.784,0.15324,10.90833,109.08333,0.49656,0.4332,0.1444
,2015,72I003720,72I003,BROKEN ARROW HIGH SCHOOL,0,0.45,9.5733,0.07015,8.78502,330.63636,1.10283,0.35,0.1207
,2015,72I004110,72I004,CENTRAL ELEMENTARY,0.2117,0.87,7.8904,0.07187,52.0625,,1.12245,0.3013,0.1549
