,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory,EOI_AlgebraII_Advanced,EOI_AlgebraII_Below_Satisfactory,EOI_AlgebraII_Satisfactory,EOI_Biology_Advanced,EOI_Biology_Below_Satisfactory,EOI_Biology_Satisfactory,EOI_EnglishII_Advanced,EOI_EnglishII_Below_Satisfactory,EOI_EnglishII_Satisfactory,EOI_EnglishIII_Advanced,EOI_EnglishIII_Below_Satisfactory,EOI_EnglishIII_Satisfactory,EOI_Geometry_Advanced,EOI_Geometry_Below_Satisfactory,EOI_Geometry_Satisfactory,EOI_USHistory_Advanced,EOI_USHistory_Below_Satisfactory,EOI_USHistory_Satisfactory
1828,2014,27I090705,POND CREEK-HUNTER HS,88,59766.0,212047.0,0.03,0.11,0.29,0.31,0.22,0.67,0.11,88,8.36,44371.89,0.713,13.78,0.81,0.5,0.28,1.0,0.0341,0.0682,0.0227,0.0,0.0,0.8523,0.0227,88.0,0.415,0.17,0.415,0.1078,0.23,0.6622,0.3,0.25,0.45,0.27,0.1,0.63,0.2,0.0,0.8,,,,0.8,0.0,0.2
1829,2015,07I005715,CADDO HS,88,46469.23,33102.3,0.16,0.22,0.37,0.652,0.21,0.62,0.17,132,10.36,45550.91,0.434,17.38,1.36,0.43,0.29,1.0,0.0455,0.3182,0.0,0.0,0.0152,0.6061,0.0152,132.0,0.2813,0.03,0.6887,,,,0.0465,0.69,0.2635,0.21,0.0,0.79,0.28,0.0,0.72,0.1139,0.33,0.5561,0.0511,0.27,0.6789
1830,2014,69I002705,COMANCHE HS,74,58285.0,30298.0,0.16,0.13,0.24,0.52,0.13,0.71,0.16,331,20.05,46068.72,0.07400000000000001,14.24,2.21,0.5,1.5,1.0,0.0393,0.139,0.0,0.006,0.003,0.7553,0.0574,331.0,0.182,0.3,0.518,0.2368,0.26,0.5032,0.0448,0.44,0.5152,0.184,0.08,0.736,0.2162,0.06,0.7238,0.2295,0.15,0.6205,0.2924,0.14,0.5676
1831,2014,26I099705,VERDEN HS,87,49109.0,41211.0,0.02,0.08,0.11,0.49,0.19,0.62,0.19,82,5.23,49537.74,0.287,21.88,0.29,0.33,0.38,0.25,0.0854,0.1341,0.0,0.0122,0.0,0.6585,0.1098,82.0,0.36,0.0,0.64,0.08,0.2,0.72,0.0198,0.67,0.3102,0.16,0.0,0.84,0.27,0.1,0.63,1.0,0.0,0.0,0.3042,0.22,0.4758
1832,2014,32I054705,STUART HS,80,60411.0,117033.0,0.02,0.16,0.26,0.8,0.17,0.72,0.11,93,7.0,45165.26,0.040999999999999995,12.04,0.71,0.29,0.29,0.43,0.0215,0.3763,0.0,0.0,0.0,0.5914,0.0108,93.0,0.33,0.0,0.67,0.1155,0.23,0.6545,0.02,0.5,0.48,0.1079,0.17,0.7221,0.23,0.0,0.77,0.228,0.05,0.722,0.2607,0.21,0.5293
1833,2014,11I035705,TAHLEQUAH HS,82,43700.0,24394.0,0.08,0.3,0.49,0.63,0.29,0.55,0.16,1128,66.03,44294.05,0.36,11.59,7.99,5.0,3.08,6.98,0.133,0.4858,0.0089,0.0115,0.0,0.2863,0.0745,1128.0,0.1716,0.22,0.6084,0.39899999999999997,0.05,0.551,0.1809,0.33,0.4891,0.2001,0.13,0.6699,0.2328,0.03,0.7372,0.506,0.08,0.414,0.3276,0.16,0.5124
1834,2014,47I001705,NEWCASTLE HS,92,78172.0,44986.0,0.04,0.06,0.26,0.22,0.25,0.62,0.14,531,29.42,44574.4,0.369,13.28,2.83,1.5,1.0,1.5,0.0678,0.3446,0.0019,0.0132,0.0019,0.5631,0.0075,531.0,0.414,0.08,0.506,0.1566,0.13,0.7134,0.24,0.2,0.56,0.2139,0.07,0.7161,0.3515,0.05,0.5985,0.5035,0.05,0.4465,0.45899999999999996,0.1,0.441
1835,2014,16I009715,FLETCHER HS,81,62164.0,30216.0,0.11,0.14,0.25,0.56,0.2,0.69,0.11,132,9.2,45181.33,0.20199999999999999,15.21,0.05,0.33,0.33,0.29,0.0985,0.1061,0.0,0.0,0.0,0.7273,0.0682,132.0,0.1242,0.31,0.5658,0.065,0.5,0.435,0.1387,0.27,0.5913,0.22,0.12,0.66,0.0651,0.07,0.8649,0.2016,0.28,0.5184,0.18,0.28,0.54
1836,2014,08I056705,APACHE HS,77,54684.0,45123.0,0.13,0.13,0.28,0.75,0.15,0.73,0.12,153,12.57,46289.99,0.284,15.99,0.31,0.71,0.93,0.5,0.098,0.3203,0.0,0.0196,0.0,0.4314,0.1307,153.0,0.0,0.4,0.6,0.1131,0.13,0.7569,0.0186,0.69,0.2914,0.0819,0.09,0.8281,0.1786,0.06,0.7614,0.1554,0.26,0.5846,0.3608,0.18,0.4592
1837,2014,75I010705,BURNS FLAT-DILL CITY HS,84,53721.0,27520.0,0.05,0.2,0.4,0.6,0.14,0.67,0.19,138,11.57,42722.28,0.124,11.69,1.14,1.0,0.43,1.0,0.1957,0.0435,0.0072,0.0145,0.0,0.7391,0.0,138.0,0.495,0.1,0.405,0.3168,0.12,0.5632,0.013999999999999999,0.65,0.336,0.076,0.24,0.684,0.31,0.0,0.69,0.5264,0.06,0.4136,0.442,0.15,0.408
1838,2014,72I006705,COLLINSVILLE HS,92,69843.0,27504.0,0.05,0.06,0.2,0.31,0.24,0.69,0.07,758,35.82,44717.83,0.316,15.42,4.0,3.0,2.5,4.6,0.0501,0.2559,0.0435,0.0092,0.0,0.5066,0.1346,758.0,0.423,0.1,0.47700000000000004,0.6039,0.01,0.3861,0.1139,0.33,0.5561,0.1995,0.05,0.7505,0.3395,0.03,0.6305,0.5335,0.03,0.4365,0.6402,0.03,0.3298
1839,2014,55I001708,PUTNAM CITY NORTH HS,86,62910.0,48980.0,0.06,0.16,0.42,0.48,0.32,0.57,0.11,1936,98.08,48121.72,0.19899999999999998,11.12,10.0,5.0,5.84,5.34,0.0723,0.0238,0.0661,0.3177,0.0015,0.47,0.0486,1936.0,0.1022,0.27,0.6278,0.28800000000000003,0.1,0.612,0.1364,0.38,0.4836,0.27899999999999997,0.07,0.6509999999999999,0.1335,0.11,0.7565,0.2635,0.15,0.5865,0.435,0.13,0.435
1840,2014,41I103705,PRAGUE HS,85,64962.0,27455.0,0.06,0.11,0.21,0.44,0.13,0.74,0.13,299,17.61,42985.01,0.354,17.0,0.86,1.42,2.0,1.42,0.0401,0.1538,0.0033,0.0268,0.0033,0.7458,0.0268,299.0,0.1332,0.26,0.6068,0.0,0.55,0.45,0.0972,0.46,0.4428,0.1691,0.11,0.7209,0.1824,0.04,0.7776,0.2296,0.18,0.5904,0.3444,0.16,0.4956
1841,2014,09I027705,YUKON HS,92,75527.0,38164.0,0.05,0.06,0.25,0.33,0.3,0.64,0.06,2380,111.74,45247.08,0.318,12.59,14.7,7.37,2.79,8.9,0.0954,0.0525,0.0239,0.0454,0.0017,0.7605,0.0206,2380.0,0.2816,0.12,0.5984,0.48,0.04,0.48,0.2304,0.28,0.4896,0.3007,0.03,0.6693,0.3168,0.04,0.6432,0.6175,0.05,0.3325,0.5152,0.08,0.4048
1842,2014,05I031705,SAYRE HS,86,59002.0,111986.0,0.02,0.14,0.34,0.32,0.14,0.63,0.23,185,12.3,44015.28,0.35700000000000004,9.35,1.25,0.56,1.22,1.0,0.0919,0.0432,0.0108,0.0162,0.0,0.8162,0.0216,185.0,0.2739,0.17,0.5561,0.4992,0.04,0.4608,0.0225,0.55,0.4275,0.1936,0.12,0.6864,0.21,0.0,0.79,0.6365,0.05,0.3135,0.4136,0.12,0.4664
1843,2014,72I002705,CHARLES PAGE HS,85,60469.0,30048.0,0.06,0.12,0.3,0.51,0.18,0.69,0.13,1287,59.46,46139.22,0.185,13.39,7.76,4.0,2.0,5.18,0.0357,0.209,0.0031,0.0567,0.0023,0.6783,0.0148,1287.0,0.0,0.62,0.38,0.1794,0.22,0.6006,0.0798,0.43,0.4902,0.18,0.1,0.72,0.2037,0.03,0.7663,0.1936,0.12,0.6864,0.4752,0.12,0.4048
1844,2016,23I042705,SHATTUCK HS,73,62731.73,87850.11,0.06,0.18,0.31,0.495,0.24,0.67,0.09,95,9.63,43090.29,0.429,13.43,0.5,0.38,0.5,1.0,0.1684,0.0,0.0211,0.0,0.0,0.8,0.0105,95.0,0.3078,0.19,0.5022,0.1139,0.33,0.5561,0.0402,0.33,0.6298,0.0869,0.21,0.7031,0.0,0.2,0.8,0.0,0.37,0.63,0.0,0.71,0.29
1845,2016,16I003705,STERLING HS,67,68146.97,25449.55,0.07,0.14,0.33,0.46299999999999997,0.23,0.69,0.08,121,7.86,45630.31,0.218,14.38,0.71,0.5,0.0,1.0,0.0413,0.0579,0.0,0.0,0.0,0.8017,0.0992,121.0,0.1575,0.37,0.4725,0.0,0.63,0.37,0.0429,0.61,0.3471,0.0475,0.05,0.9025,0.0747,0.17,0.7553,0.1716,0.22,0.6084,0.02,0.6,0.38
1846,2016,47I001705,NEWCASTLE HS,86,84294.47,47116.6,0.03,0.07,0.27,0.2,0.3,0.61,0.09,531,29.36,45160.67,0.201,12.74,2.77,1.5,1.33,2.06,0.081,0.2505,0.0038,0.0094,0.0056,0.5744,0.0753,531.0,0.5044,0.03,0.4656,0.2944,0.08,0.6256,0.0972,0.46,0.4428,0.2496,0.04,0.7104,0.3036,0.08,0.6164,0.4136,0.06,0.5264,0.3219,0.13,0.5481
1847,2015,09I034705,EL RENO HS,80,59138.17,25086.24,0.08,0.14,0.37,0.49200000000000005,0.11,0.74,0.15,832,45.23,43022.44,0.165,12.58,5.36,3.39,0.53,2.67,0.2175,0.13699999999999998,0.006,0.0373,0.0024,0.5036,0.0962,832.0,0.0957,0.13,0.7743,0.1309,0.23,0.6391,0.0644,0.54,0.3956,0.1848,0.16,0.6552,0.2016,0.04,0.7584,0.3458,0.09,0.5642,0.203,0.3,0.49700000000000005
1848,2015,33I018705,ALTUS HS,77,53695.28,28924.39,0.08,0.16,0.34,0.508,0.18,0.63,0.19,890,51.78,46421.85,0.218,14.94,5.04,4.0,2.57,4.5,0.3483,0.0067,0.0135,0.0798,0.0045,0.4629,0.0843,890.0,0.1044,0.13,0.7656,0.16399999999999998,0.18,0.6559999999999999,0.045,0.55,0.405,0.243,0.1,0.657,0.2464,0.12,0.6336,0.237,0.21,0.5529999999999999,0.27,0.25,0.48
1849,2014,56I008715,DEWAR HS,74,41308.0,10131.0,0.1,0.18,0.32,0.56,0.1,0.7,0.19,113,9.84,43368.29,0.392,19.13,0.44,0.07,0.29,0.8,0.0088,0.6372,0.0,0.0265,0.0,0.3009,0.0265,113.0,0.1064,0.44,0.4536,0.0324,0.64,0.3276,0.027999999999999997,0.65,0.322,0.1209,0.07,0.8091,0.25,0.0,0.75,0.1596,0.24,0.6004,0.48,0.04,0.48
1850,2016,72I009705,UNION HS,82,71735.71,50043.66,0.05,0.12,0.36,0.564,0.33,0.56,0.1,3489,147.08,46861.55,0.366,13.5,14.0,8.0,8.05,15.92,0.2542,0.0567,0.0702,0.1548,0.0011,0.3921,0.0708,3489.0,0.0,0.43,0.57,0.3354,0.14,0.5246,0.0696,0.42,0.5104,0.2047,0.11,0.6853,0.2511,0.07,0.6789,0.3354,0.14,0.5246,0.2088,0.28,0.5112
1851,2016,72I011715,OWASSO HS,82,84896.09,52132.65,0.05,0.06,0.21,0.239,0.32,0.6,0.07,2964,129.77,48418.18,0.315,13.97,11.0,7.19,5.28,8.89,0.0864,0.1549,0.0317,0.0486,0.002,0.6333,0.0432,2964.0,0.114,0.24,0.6459999999999999,0.2752,0.14,0.5848,0.1281,0.39,0.4819,0.182,0.09,0.728,0.1767,0.07,0.7533,0.4464,0.07,0.4836,0.2184,0.22,0.5616
1852,2016,47I015705,PURCELL HS,85,58420.52,29360.0,0.06,0.17,0.24,0.424,0.18,0.63,0.2,368,21.45,45518.23,0.242,11.76,2.99,1.0,1.39,2.75,0.2228,0.1359,0.0054,0.0136,0.0,0.5679,0.0543,368.0,0.6305,0.03,0.3395,0.2668,0.08,0.6532,0.0793,0.39,0.5307,0.2024,0.12,0.6776,0.0768,0.04,0.8832,0.3496,0.08,0.5704,0.1924,0.26,0.5476
1853,2016,75I011705,CANUTE HS,69,62078.13,50098.56,0.02,0.17,0.26,0.5920000000000001,0.16,0.74,0.1,147,10.13,47179.16,0.40700000000000003,11.52,0.75,0.5,0.5,0.63,0.0748,0.1156,0.0,0.1565,0.0,0.6463,0.0068,147.0,0.2407,0.17,0.5893,0.15,0.0,0.85,0.1248,0.48,0.3952,0.09,0.1,0.81,0.14,0.0,0.86,0.3698,0.14,0.4902,0.0,0.65,0.35
1854,2016,72I004705,BIXBY HS,88,100478.32,65795.62,0.04,0.06,0.19,0.19399999999999998,0.42,0.53,0.05,1707,74.43,45970.23,0.315,13.09,12.86,5.0,5.5,8.88,0.0785,0.08199999999999999,0.0123,0.0199,0.0018,0.7446,0.0609,1707.0,0.3185,0.09,0.5915,0.4465,0.05,0.5035,0.264,0.2,0.536,0.3552,0.04,0.6048,0.2256,0.06,0.7144,0.6336,0.04,0.3264,0.3995,0.15,0.4505
1855,2015,40I002705,SPIRO HS,73,47958.64,28950.64,0.1,0.21,0.32,0.654,0.11,0.62,0.27,289,24.41,47006.31,0.5770000000000001,14.57,2.0,2.0,0.61,0.94,0.0554,0.2734,0.0104,0.1315,0.0,0.5294,0.0,289.0,0.0189,0.37,0.6111,0.0,0.5,0.5,,,,0.1456,0.09,0.7644,0.07200000000000001,0.1,0.828,0.1411,0.17,0.6889,0.1314,0.27,0.5986
1856,2016,68I002705,VIAN HS,77,44682.65,21714.05,0.14,0.26,0.49,0.715,0.19,0.63,0.18,281,15.96,45956.89,0.345,17.74,1.51,1.0,2.25,1.0,0.0214,0.4733,0.0036,0.0925,0.0036,0.3737,0.032,281.0,0.1554,0.26,0.5846,0.258,0.14,0.602,0.1872,0.28,0.5328,0.22,0.0,0.78,0.392,0.02,0.588,0.2436,0.13,0.6264,0.2772,0.23,0.4928
1857,2015,26I068705,RUSH SPRINGS HS,92,42954.52,44058.66,0.05,0.17,0.35,0.535,0.13,0.62,0.25,159,11.87,45746.84,0.193,21.25,1.0,0.5,1.07,1.0,0.0252,0.044000000000000004,0.0,0.0,0.0,0.9245,0.0063,159.0,0.3813,0.07,0.5487,,,,0.1218,0.42,0.4582,0.3783,0.03,0.5917,0.0553,0.21,0.7347,0.4992,0.04,0.4608,0.1411,0.17,0.6889
1858,2016,30I004715,BUFFALO HS,87,50268.47,81714.89,0.01,0.11,0.31,0.491,0.19,0.66,0.15,57,5.1,48034.71,0.41200000000000003,16.98,0.5,0.6,0.5,0.5,0.3158,0.0,0.0,0.0,0.0,0.6316,0.0526,57.0,0.5,0.0,0.5,,,,0.0738,0.18,0.7462,0.0,0.2,0.8,0.42,0.0,0.58,0.415,0.17,0.415,0.0,0.22,0.78
1859,2016,72I003720,BROKEN ARROW HS,71,78767.8,44984.51,0.06,0.08,0.3,0.39899999999999997,0.29,0.64,0.06,3778,171.87,45958.12,0.297,14.34,24.79,12.49,7.68,22.01,0.1072,0.0746,0.0273,0.0553,0.0019,0.6527,0.081,3778.0,0.0172,0.57,0.4128,0.0768,0.36,0.5632,0.0396,0.56,0.4004,0.172,0.14,0.688,0.0581,0.17,0.7719,0.1672,0.24,0.5928,0.134,0.33,0.536
1860,2016,07I040705,BENNINGTON HS,76,40952.38,126961.94,0.13,0.23,0.3,0.76,0.18,0.64,0.18,79,7.14,43861.92,0.5,15.06,0.57,0.71,0.29,0.86,0.0633,0.48100000000000004,0.0,0.0,0.0,0.4557,0.0,79.0,0.18,0.1,0.72,,,,0.094,0.53,0.376,0.1209,0.07,0.8091,0.1,0.0,0.9,,,,0.016,0.68,0.304
1861,2016,42I002715,CRESCENT HS,69,60053.32,37706.43,0.03,0.1,0.29,0.506,0.16,0.74,0.1,176,11.95,47431.39,0.41700000000000004,12.25,1.0,0.71,0.52,1.3,0.017,0.1761,0.0,0.0341,0.0,0.7727,0.0,176.0,0.0592,0.26,0.6808,0.0,0.71,0.29,0.040999999999999995,0.59,0.369,0.1064,0.24,0.6536,0.0486,0.19,0.7614,0.1095,0.27,0.6205,0.0,0.43,0.57
1862,2015,25I038705,WYNNEWOOD HS,82,52713.61,134139.84,0.04,0.16,0.21,0.46,0.17,0.69,0.15,161,13.5,42922.67,0.593,11.28,1.0,1.0,0.33,1.33,0.0373,0.1925,0.0062,0.1242,0.0,0.6273,0.0124,161.0,0.4752,0.12,0.4048,0.67,0.0,0.33,0.0177,0.41,0.5723,0.1066,0.18,0.7134,0.336,0.04,0.624,0.3772,0.08,0.5428,0.2592,0.19,0.5508
1863,2016,67I014705,STROTHER HS,69,67781.37,34109.05,0.04,0.1,0.2,0.583,0.13,0.75,0.11,127,6.2,45511.77,0.0,15.68,1.0,0.5,0.3,1.8,0.0709,0.2756,0.0,0.0,0.0079,0.6299,0.0157,127.0,0.2624,0.18,0.5576,,,,0.0069,0.77,0.2231,0.2304,0.04,0.7296,0.247,0.05,0.703,0.0,0.78,0.22,0.0814,0.26,0.6586
1864,2015,43I005705,TURNER HS,88,61526.67,73013.02,0.01,0.12,0.13,0.461,0.22,0.68,0.11,89,6.94,40467.36,0.20600000000000002,5.93,0.57,0.43,0.43,1.14,0.0674,0.2135,0.0,0.0112,0.0,0.7079,0.0,89.0,0.1056,0.12,0.7744,0.0,0.5,0.5,0.0,0.47,0.53,0.1424,0.11,0.7476,0.0,0.1,0.9,0.387,0.1,0.513,0.038,0.24,0.722
1865,2014,36I087715,TONKAWA HS,87,53510.0,36686.0,0.06,0.18,0.35,0.55,0.21,0.63,0.16,193,12.65,47218.11,0.35,16.81,1.71,0.51,0.39,1.0,0.1088,0.2332,0.0,0.0104,0.0,0.6373,0.0104,193.0,0.414,0.1,0.486,0.124,0.38,0.496,0.0731,0.57,0.3569,0.138,0.08,0.782,0.2068,0.06,0.7332,0.1548,0.14,0.7052,0.2268,0.19,0.5832
1866,2016,36I087715,TONKAWA HS,76,57888.8,37207.69,0.08,0.18,0.37,0.42,0.21,0.65,0.14,219,10.59,45435.52,0.45399999999999996,20.65,1.0,0.58,1.54,0.5,0.1233,0.2237,0.0,0.0046,0.0,0.6347,0.0137,219.0,0.1782,0.19,0.6318,0.0,0.58,0.42,0.0322,0.54,0.4278,0.2784,0.04,0.6816,0.2268,0.16,0.6132,0.2556,0.29,0.4544,0.043,0.57,0.387
1867,2014,10I032705,LONE GROVE HS,91,53184.0,23940.0,0.06,0.16,0.19,0.46,0.12,0.75,0.12,386,26.69,44145.29,0.24600000000000002,15.14,2.0,1.14,0.75,3.25,0.0363,0.1632,0.0026,0.0466,0.0,0.7254,0.0259,386.0,0.4095,0.09,0.5005,0.4312,0.02,0.5488,0.0816,0.32,0.5984,0.2871,0.01,0.7029,0.46,0.0,0.54,0.7,0.0,0.3,0.6528,0.04,0.3072
1868,2015,70I061705,TEXHOMA HS,88,59400.5,53814.59,0.06,0.12,0.26,0.648,0.24,0.48,0.28,105,11.16,46319.68,0.09,12.24,0.0,0.04,0.2,0.5,0.4571,0.0095,0.0,0.0095,0.0,0.5238,0.0,105.0,0.3069,0.07,0.6231,0.0,0.31,0.69,0.0,0.4,0.6,0.31,0.0,0.69,0.17,0.0,0.83,0.21,0.3,0.49,0.2697,0.07,0.6603
1869,2016,25I072715,SENIOR HS,74,63596.6,59418.67,0.04,0.15,0.22,0.503,0.16,0.7,0.14,145,8.75,45882.39,0.22899999999999998,17.04,0.5,0.5,0.17,0.5,0.0483,0.069,0.0,0.0,0.0,0.8276,0.0552,145.0,0.2688,0.16,0.5712,0.0,0.45,0.55,0.013000000000000001,0.74,0.247,0.0296,0.26,0.7104,0.304,0.05,0.6459999999999999,0.1548,0.14,0.7052,0.0246,0.59,0.3854
1870,2015,02I046705,CHEROKEE HS,77,65796.95,101854.38,0.06,0.17,0.33,0.316,0.26,0.64,0.1,98,7.88,51039.73,0.239,9.19,0.95,0.25,1.38,0.8,0.0714,0.0306,0.0,0.0,0.0102,0.8571,0.0306,98.0,0.2952,0.18,0.5248,0.47,0.0,0.53,0.1083,0.43,0.4617,0.1944,0.19,0.6156,0.0,0.13,0.87,0.1474,0.33,0.5226,0.2075,0.17,0.6225
1871,2015,47I010705,WAYNE HS,84,64253.32,39861.87,0.03,0.16,0.37,0.638,0.19,0.68,0.13,185,9.14,44073.05,0.23399999999999999,11.83,1.0,0.57,0.43,1.0,0.1135,0.2973,0.0,0.0162,0.0054,0.5514,0.0162,185.0,0.33,0.0,0.67,,,,,,,0.0996,0.17,0.7304,0.322,0.08,0.598,0.3589,0.03,0.6111,0.3002,0.21,0.4898
1872,2014,32I005705,WETUMKA HS,62,42804.0,20239.0,0.11,0.22,0.5,0.67,0.08,0.72,0.2,141,10.31,43591.15,0.192,10.14,1.29,0.86,1.5,1.0,0.0213,0.4397,0.0,0.0355,0.0,0.4823,0.0213,141.0,0.0192,0.52,0.4608,0.1539,0.19,0.6561,0.0598,0.54,0.4002,0.128,0.2,0.672,0.1869,0.11,0.7031,0.2028,0.22,0.5772,0.2838,0.14,0.5762
1873,2016,68I005705,ROLAND HS,72,49038.03,23483.94,0.11,0.29,0.5,0.762,0.1,0.75,0.15,323,18.81,45251.54,0.18,13.84,1.17,1.0,1.64,1.5,0.0557,0.1734,0.0031,0.0774,0.0,0.5077,0.1827,323.0,,,,0.0994,0.29,0.6106,0.1012,0.54,0.3588,0.1365,0.09,0.7735,0.135,0.1,0.765,0.4277,0.09,0.4823,0.0784,0.44,0.4816
1874,2016,39I002705,RED OAK HS,76,65101.77,44257.06,0.08,0.1,0.15,0.667,0.12,0.73,0.14,87,7.05,51867.94,0.24100000000000002,17.04,0.05,0.25,0.25,1.0,0.023,0.5287,0.0,0.0345,0.0,0.4138,0.0,87.0,0.0979,0.11,0.7921,0.106,0.47,0.424,0.0495,0.45,0.5005,0.0469,0.33,0.6231,0.1209,0.07,0.8091,0.18600000000000003,0.07,0.7440000000000001,0.134,0.33,0.536
1875,2016,72I001712,THOMAS EDISON PREPARATORY HS,85,58190.81,60320.18,0.08,0.23,0.5,0.5329999999999999,0.26,0.59,0.15,1173,50.84,48284.85,0.35100000000000003,15.44,10.8,5.0,1.7,2.5,0.1543,0.081,0.0222,0.1611,0.0017,0.49700000000000005,0.0827,1173.0,0.1992,0.17,0.6308,0.342,0.1,0.5579999999999999,0.1281,0.39,0.4819,0.2418,0.07,0.6882,0.1183,0.09,0.7917,0.3354,0.14,0.5246,0.2997,0.19,0.5103
1876,2015,27I095705,DEER CREEK-LAMONT HS,77,81199.44,151516.87,0.05,0.07,0.41,0.439,0.19,0.7,0.11,57,6.61,46031.18,0.278,11.62,0.57,0.3,0.07,0.75,0.0702,0.1228,0.0175,0.0,0.0,0.7895,0.0,57.0,0.1144,0.12,0.7656,0.0,0.33,0.67,0.0,0.47,0.53,0.0,0.08,0.92,0.33,0.0,0.67,0.1106,0.21,0.6794,0.24,0.2,0.56
1877,2015,13I002705,BOISE CITY HS,69,59367.57,131022.33,0.03,0.25,0.44,0.667,0.15,0.68,0.16,84,7.56,44123.59,0.132,9.32,0.22,0.23,0.2,1.0,0.4167,0.0,0.0238,0.0,0.0,0.5595,0.0,84.0,0.0,0.58,0.42,0.0378,0.37,0.5922,0.0248,0.69,0.2852,0.06,0.25,0.69,0.126,0.1,0.774,0.0,0.18,0.82,0.0952,0.32,0.5848
1878,2016,18I006705,KETCHUM HS,75,53585.06,101300.82,0.09,0.23,0.44,0.619,0.19,0.68,0.14,202,14.85,45276.23,0.366,15.58,1.0,0.68,1.0,1.0,0.0297,0.4851,0.0,0.005,0.0,0.4307,0.0495,202.0,0.1302,0.07,0.7998,,,,0.1428,0.32,0.5372,0.2716,0.03,0.6984,0.0602,0.14,0.7998,0.0,0.5,0.5,0.1242,0.31,0.5658
1879,2014,58I026705,AFTON HS,69,41986.0,31507.0,0.1,0.27,0.5,0.67,0.12,0.69,0.18,150,9.28,43751.89,0.262,14.11,1.0,0.57,0.43,0.86,0.0267,0.2933,0.02,0.0,0.0,0.66,0.0,150.0,0.033,0.45,0.517,0.039,0.7,0.261,0.0845,0.35,0.5655,0.24,0.04,0.72,0.41,0.0,0.59,0.0825,0.25,0.6675,0.2448,0.28,0.4752
1880,2016,48I005710,IDABEL HS,57,39589.57,21037.77,0.07,0.34,0.56,1.0,0.18,0.63,0.19,407,22.38,42538.14,0.198,15.29,3.14,1.0,3.57,2.0,0.1302,0.19899999999999998,0.0025,0.2383,0.0123,0.3489,0.0688,407.0,0.0549,0.39,0.5551,0.0344,0.57,0.3956,0.047,0.53,0.423,0.0888,0.26,0.6512,0.1027,0.21,0.6873,0.099,0.34,0.561,0.0752,0.53,0.3948
1881,2016,25I002715,STRATFORD HS,77,46285.38,20848.15,0.03,0.23,0.23,0.5710000000000001,0.17,0.69,0.14,240,12.62,43227.42,0.33799999999999997,16.26,1.0,1.0,0.45,1.25,0.0083,0.3125,0.0,0.0083,0.0,0.65,0.0208,240.0,0.0469,0.33,0.6231,0.0216,0.46,0.5184,0.0945,0.37,0.5355,0.0581,0.17,0.7719,0.039,0.22,0.741,0.4704,0.16,0.3696,0.1342,0.39,0.4758
1882,2015,66I007705,FOYIL HS,88,55721.52,20612.43,0.12,0.18,0.34,0.71,0.11,0.75,0.14,107,9.43,42263.36,0.152,9.45,1.86,0.25,0.25,0.5,0.0187,0.486,0.0,0.0093,0.0,0.4673,0.0187,107.0,0.1638,0.09,0.7462,0.065,0.35,0.585,0.2016,0.28,0.5184,0.2208,0.08,0.6992,0.0,0.05,0.95,0.1716,0.22,0.6084,0.3344,0.12,0.5456
1883,2016,47I002715,DIBBLE HS,72,58554.71,27626.34,0.02,0.1,0.33,0.42100000000000004,0.12,0.67,0.21,214,14.47,43780.52,0.18899999999999997,12.48,0.86,0.43,0.86,0.71,0.1075,0.0794,0.0,0.0,0.0,0.7056,0.1075,214.0,0.0201,0.33,0.6499,0.0975,0.35,0.5525,0.0672,0.58,0.3528,0.16,0.2,0.64,0.2914,0.06,0.6486,0.2112,0.12,0.6688,0.2528,0.21,0.5372
1884,2014,67I015705,BUTNER HS,64,50261.0,90029.0,0.07,0.18,0.3,0.69,0.13,0.7,0.17,85,4.56,41645.3,0.363,8.01,0.5,0.07,0.33,0.5,0.0353,0.2706,0.0,0.0471,0.0,0.3765,0.2706,85.0,0.0264,0.56,0.4136,0.0,0.5,0.5,0.0,0.81,0.19,0.0912,0.24,0.6688,0.0,0.33,0.67,0.2059,0.29,0.5041,0.0819,0.37,0.5481
1885,2014,44I084705,FAIRVIEW HS,91,59187.0,47647.0,0.03,0.17,0.35,0.42,0.19,0.69,0.13,182,12.18,45934.67,0.218,14.58,1.29,0.43,0.0,1.0,0.044000000000000004,0.0549,0.0055,0.0165,0.0055,0.8626,0.011000000000000001,182.0,0.2204,0.24,0.5396,0.45899999999999996,0.15,0.391,0.2176,0.32,0.4624,0.35,0.0,0.65,0.25,0.0,0.75,0.5626,0.03,0.4074,0.5251,0.11,0.3649
