,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory,EOI_AlgebraII_Advanced,EOI_AlgebraII_Below_Satisfactory,EOI_AlgebraII_Satisfactory,EOI_Biology_Advanced,EOI_Biology_Below_Satisfactory,EOI_Biology_Satisfactory,EOI_EnglishII_Advanced,EOI_EnglishII_Below_Satisfactory,EOI_EnglishII_Satisfactory,EOI_EnglishIII_Advanced,EOI_EnglishIII_Below_Satisfactory,EOI_EnglishIII_Satisfactory,EOI_Geometry_Advanced,EOI_Geometry_Below_Satisfactory,EOI_Geometry_Satisfactory,EOI_USHistory_Advanced,EOI_USHistory_Below_Satisfactory,EOI_USHistory_Satisfactory
0,2016,13I011705,KEYES HS,48,50941.04,170144.34,0.01,0.12,0.0,0.542,0.16,0.68,0.16,24,3.22,43198.45,0.22399999999999998,3.75,0.0,0.06,0.05,0.3,0.3333,0.0,0.0833,0.0,0.0417,0.5417,0.0,24.0,,,,0.0,0.73,0.27,,,,,,,,,,,,,,,
1,2016,67I004705,KONAWA HS,81,50305.37,64482.04,0.05,0.2,0.23,0.635,0.14,0.71,0.15,222,11.14,45510.95,0.231,19.44,0.0,0.43,0.29,1.0,0.036000000000000004,0.4414,0.0045,0.0225,0.0,0.4775,0.018000000000000002,222.0,0.042,0.4,0.5579999999999999,0.2162,0.06,0.7238,0.1343,0.21,0.6557,0.043,0.14,0.8170000000000001,0.3705,0.05,0.5795,0.306,0.15,0.544,0.1185,0.21,0.6715
2,2016,09I076705,CALUMET HS,85,85273.81,281839.77,0.06,0.13,0.33,0.611,0.18,0.7,0.12,72,5.28,45927.9,0.243,9.95,0.29,0.29,0.23,0.46,0.0694,0.1389,0.0,0.0,0.0,0.6667,0.125,72.0,0.16,0.2,0.64,0.0,0.4,0.6,0.0986,0.42,0.4814,0.15,0.0,0.85,0.33,0.0,0.67,0.3036,0.08,0.6164,0.0243,0.73,0.2457
3,2016,16I002705,INDIAHOMA HS,98,65772.66,26046.48,0.06,0.13,0.3,0.635,0.21,0.71,0.08,63,4.38,41721.44,0.33,17.33,0.5,0.5,0.53,0.5,0.1111,0.3651,0.0,0.0159,0.0,0.4921,0.0159,63.0,0.0,0.0,1.0,,,,0.06,0.4,0.54,0.2214,0.18,0.5986,,,,0.82,0.0,0.18,0.68,0.0,0.32
4,2016,27I090705,POND CREEK-HUNTER HS,83,61026.49,184139.3,0.05,0.1,0.27,0.35200000000000004,0.21,0.66,0.13,88,6.98,51046.13,0.655,15.42,0.8,0.5,0.33,1.0,0.0341,0.0568,0.0114,0.0,0.0,0.8636,0.0341,88.0,0.1476,0.18,0.6724,0.0,0.57,0.43,0.0264,0.56,0.4136,0.1539,0.19,0.6561,,,,,,,0.1062,0.41,0.4838
5,2016,37I089705,CASHION HS,83,75044.54,123601.53,0.02,0.04,0.27,0.28,0.23,0.72,0.05,150,11.2,42968.4,0.395,10.59,0.0,0.25,0.25,0.5,0.0733,0.1,0.0,0.0,0.0,0.8,0.0267,150.0,0.259,0.26,0.48100000000000004,0.142,0.29,0.568,0.0441,0.37,0.5859,0.1504,0.06,0.7896,0.0679,0.03,0.9021,0.35100000000000003,0.1,0.5489999999999999,0.0414,0.31,0.6486
6,2016,37I105705,OKARCHE HS,101,88254.26,225412.41,0.0,0.08,0.06,0.084,0.24,0.68,0.07,83,7.04,42158.47,0.142,13.82,0.0,0.43,0.29,0.4,0.0482,0.0361,0.0,0.0,0.0,0.8916,0.0241,83.0,,,,0.039,0.35,0.611,,,,0.1632,0.04,0.7968,,,,0.27,0.0,0.73,0.03,0.25,0.72
7,2016,41I054705,STROUD HS,83,55994.52,289329.88,0.09,0.14,0.31,0.433,0.11,0.72,0.17,238,16.5,46516.03,0.294,15.83,0.86,1.0,1.64,1.0,0.0042,0.1555,0.0084,0.063,0.0,0.7563,0.0126,238.0,0.0144,0.52,0.4656,,,,0.0092,0.54,0.4508,0.126,0.1,0.774,0.0498,0.17,0.7802,0.0,0.36,0.64,0.1512,0.28,0.5688
8,2016,55I006705,DEER CREEK HS,97,142656.63,66279.74,0.04,0.04,0.12,0.071,0.6,0.38,0.02,1457,61.11,44956.45,0.302,10.21,7.12,3.0,3.0,5.0,0.0638,0.0439,0.0453,0.0508,0.0021,0.7509,0.0432,1457.0,0.414,0.1,0.486,0.2976,0.07,0.6324,0.414,0.1,0.486,0.3264,0.04,0.6336,0.3936,0.04,0.5664,0.494,0.05,0.456,0.2607,0.21,0.5293
9,2016,55I012715,NORTH HS,97,101694.02,77419.43,0.03,0.08,0.22,0.179,0.52,0.44,0.04,2644,102.68,47607.43,0.37799999999999995,12.65,15.0,6.0,5.33,6.91,0.0794,0.0208,0.0393,0.055999999999999994,0.0004,0.736,0.0681,2644.0,0.368,0.08,0.552,0.4888,0.06,0.4512,0.2997,0.19,0.5103,0.3648,0.04,0.5952,0.3201,0.03,0.6499,0.5828,0.06,0.3572,0.3444,0.16,0.4956
10,2016,55I052705,CARL ALBERT HS,92,56255.19,35589.64,0.07,0.16,0.45,0.395,0.2,0.7,0.1,1074,56.3,46933.91,0.349,14.96,6.98,3.0,1.87,5.0,0.0726,0.0968,0.0149,0.2151,0.0074,0.5466,0.0466,1074.0,0.2136,0.11,0.6764,0.3854,0.06,0.5546,0.0975,0.35,0.5525,0.2842,0.02,0.6958,0.133,0.05,0.8170000000000001,0.3822,0.09,0.5278,0.28,0.2,0.52
11,2016,55I089760,NORTHEAST HS,70,53956.08,50805.13,0.08,0.28,0.47,0.762,0.22,0.55,0.23,193,15.66,58711.14,0.34299999999999997,13.46,1.05,0.5,0.69,2.0,0.0674,0.0104,0.0259,0.8238,0.0,0.0155,0.057,193.0,0.0082,0.59,0.4018,0.0,0.78,0.22,0.0,0.88,0.12,0.0204,0.32,0.6596,0.0,0.29,0.71,0.0828,0.31,0.6072,0.0,0.74,0.26
12,2016,56I005705,PRESTON HS,88,66033.33,13267.41,0.07,0.15,0.51,0.484,0.24,0.69,0.08,184,7.67,44794.84,0.5870000000000001,13.89,0.5,0.5,0.5,1.0,0.0707,0.1848,0.0,0.1196,0.0054,0.4239,0.1957,184.0,0.3916,0.11,0.4984,0.1827,0.13,0.6873,0.027000000000000003,0.55,0.423,0.1932,0.08,0.7268,0.2619,0.03,0.7081,0.5605,0.05,0.3895,0.1725,0.25,0.5775
13,2016,61I030705,SAVANNA HS,84,63587.29,28048.74,0.05,0.13,0.35,0.5579999999999999,0.18,0.71,0.11,174,11.03,47123.55,0.4,20.2,1.0,0.25,0.63,0.5,0.0057,0.4138,0.0115,0.0,0.0,0.5632,0.0057,174.0,0.332,0.17,0.498,0.204,0.15,0.6459999999999999,0.018000000000000002,0.7,0.282,0.1092,0.09,0.8008,0.22,0.0,0.78,0.1606,0.27,0.5694,0.1368,0.24,0.6232
14,2016,63I112705,ASHER HS,81,46801.36,21185.06,0.04,0.25,0.31,0.662,0.11,0.71,0.17,71,5.29,43377.86,0.297,11.68,0.5,0.5,0.0,0.5,0.0986,0.3239,0.0,0.0141,0.0,0.5634,0.0,71.0,0.23,0.0,0.77,0.73,0.0,0.27,0.0,0.6,0.4,0.0,0.25,0.75,0.2937,0.11,0.5963,0.5005,0.09,0.4095,0.0301,0.57,0.3999
15,2016,69I034705,CENTRAL HIGH HS,89,75038.83,33027.83,0.03,0.07,0.14,0.337,0.25,0.66,0.09,92,6.5,44524.17,0.385,17.3,0.33,0.33,0.33,0.5,0.0435,0.0652,0.0,0.0326,0.0,0.8370000000000001,0.0217,92.0,,,,0.1792,0.36,0.4608,0.1566,0.42,0.4234,0.1767,0.07,0.7533,0.1638,0.09,0.7462,0.3913,0.09,0.5187,0.1378,0.47,0.3922
16,2015,09I022705,PIEDMONT HS,90,102464.01,41688.55,0.04,0.04,0.11,0.228,0.43,0.52,0.05,852,40.86,42904.38,0.184,10.21,3.0,2.0,1.0,3.92,0.0775,0.1397,0.0434,0.0423,0.0,0.6972,0.0,852.0,0.1326,0.22,0.6474,0.1512,0.28,0.5688,0.1898,0.27,0.5402,0.3496,0.08,0.5704,0.1746,0.03,0.7954,0.3827,0.11,0.5073,0.3825,0.15,0.4675
17,2015,16I003705,STERLING HS,70,67784.95,25818.61,0.07,0.15,0.31,0.423,0.24,0.67,0.09,111,8.57,50891.37,0.267,22.77,0.71,0.5,0.0,1.0,0.0541,0.036000000000000004,0.0,0.0,0.0,0.8018,0.1081,111.0,0.11699999999999999,0.35,0.5329999999999999,0.13,0.35,0.52,0.04,0.5,0.46,0.068,0.15,0.782,0.39,0.0,0.61,0.1387,0.27,0.5913,0.0671,0.39,0.5429
18,2015,24I085705,DRUMMOND HS,100,62772.48,41575.39,0.06,0.12,0.27,0.413,0.16,0.66,0.17,92,7.68,43295.83,0.20600000000000002,19.08,0.86,0.0,0.25,0.0,0.1196,0.0217,0.0109,0.0217,0.0,0.8043,0.0217,92.0,0.22,0.12,0.66,0.31,0.0,0.69,0.1875,0.25,0.5625,0.36,0.0,0.64,0.47,0.0,0.53,0.45,0.0,0.55,0.3738,0.11,0.5162
19,2015,37I105705,OKARCHE HS,99,88833.66,117881.41,0.0,0.08,0.09,0.067,0.24,0.67,0.09,75,6.53,47896.6,0.262,16.53,0.0,0.43,0.29,0.4,0.04,0.04,0.0,0.0,0.0,0.8933,0.0267,75.0,,,,0.0,0.61,0.39,,,,0.485,0.03,0.485,0.17,0.0,0.83,0.068,0.15,0.782,0.1368,0.24,0.6232
20,2015,41I054705,STROUD HS,78,54683.82,271928.99,0.09,0.15,0.36,0.39899999999999997,0.14,0.71,0.16,233,16.71,45399.69,0.248,16.36,1.0,1.0,1.64,1.0,0.0,0.1545,0.0129,0.03,0.0,0.7897,0.0129,233.0,0.0368,0.54,0.4232,0.032,0.36,0.608,0.0528,0.52,0.4272,0.255,0.15,0.595,0.1615,0.05,0.7885,0.1344,0.16,0.7056,0.1909,0.17,0.6391
21,2015,55I006705,DEER CREEK HS,97,148293.37,63737.55,0.05,0.04,0.11,0.078,0.6,0.38,0.02,1354,56.78,45362.5,0.266,9.67,7.98,3.0,3.0,5.0,0.0583,0.0362,0.0487,0.0487,0.0015,0.7895,0.017,1354.0,0.4185,0.07,0.5115,0.237,0.21,0.5529999999999999,0.1496,0.32,0.5304,0.4606,0.02,0.5194,0.3977,0.03,0.5723,0.4465,0.05,0.5035,0.45899999999999996,0.1,0.441
22,2015,55I012715,NORTH HS,101,100166.47,74593.66,0.04,0.08,0.2,0.16899999999999998,0.51,0.45,0.04,2586,103.5,47383.18,0.315,11.96,12.93,6.0,4.0,6.66,0.0723,0.0271,0.0371,0.0538,0.0012,0.7521,0.0565,2586.0,0.441,0.02,0.539,0.4048,0.12,0.4752,0.2905,0.17,0.5395,0.4268,0.03,0.5432,0.3104,0.03,0.6596,0.506,0.08,0.414,0.5605,0.05,0.3895
23,2015,55I052705,CARL ALBERT HS,96,55940.19,34534.37,0.08,0.16,0.46,0.423,0.2,0.69,0.11,1078,58.46,47750.76,0.342,14.22,3.0,3.0,3.1,5.0,0.0686,0.1002,0.0186,0.2152,0.0074,0.5269,0.0631,1078.0,0.3069,0.07,0.6231,0.28800000000000003,0.1,0.612,0.132,0.34,0.528,0.3515,0.05,0.5985,0.092,0.08,0.828,0.2937,0.11,0.5963,0.3612,0.16,0.4788
24,2015,56I008715,DEWAR HS,87,44719.52,9891.46,0.11,0.17,0.31,0.48700000000000004,0.12,0.7,0.17,117,8.61,45184.73,0.478,19.35,0.28,0.02,0.14,0.58,0.0085,0.6068,0.0,0.0171,0.0,0.3504,0.0171,117.0,0.0,0.55,0.45,0.0,0.38,0.62,0.0,0.9,0.1,0.1152,0.28,0.6048,0.2444,0.06,0.6956,0.07200000000000001,0.52,0.408,0.2331,0.37,0.3969
25,2015,56I005705,PRESTON HS,98,58756.42,13084.28,0.08,0.19,0.53,0.541,0.19,0.7,0.11,181,8.5,44980.47,0.235,14.0,0.5,0.5,0.42,1.0,0.0442,0.1878,0.0,0.1271,0.011000000000000001,0.4033,0.2265,181.0,0.4004,0.09,0.5096,0.3264,0.04,0.6336,0.0915,0.39,0.5185,0.2444,0.06,0.6956,0.46,0.0,0.54,0.2132,0.18,0.6068,0.3567,0.13,0.5133
26,2015,57I038705,HOMINY HS,74,52077.09,38365.79,0.1,0.25,0.56,0.6629999999999999,0.15,0.67,0.18,163,11.64,44780.28,0.233,15.01,0.71,1.0,0.2,1.14,0.0123,0.5153,0.0,0.0675,0.0061,0.3988,0.0,163.0,0.0432,0.46,0.4968,0.1786,0.06,0.7614,0.0052,0.74,0.2548,0.0656,0.18,0.7544,0.0651,0.07,0.8649,0.1309,0.23,0.6391,0.0528,0.34,0.6072
27,2015,60I003705,RIPLEY HS,95,61799.79,43572.7,0.05,0.15,0.24,0.831,0.2,0.67,0.13,118,8.35,40390.15,0.154,15.38,1.0,0.29,0.71,0.83,0.0254,0.6186,0.0169,0.0169,0.0,0.3136,0.0085,118.0,0.3741,0.13,0.4959,0.2904,0.12,0.5896,0.1824,0.24,0.5776,0.1886,0.18,0.6314,0.1504,0.06,0.7896,0.395,0.21,0.395,0.87,0.0,0.13
28,2015,63I002705,DALE HS,92,61702.15,20916.36,0.09,0.2,0.36,0.301,0.21,0.67,0.12,206,12.34,50039.48,0.46,18.92,1.0,0.5,0.89,0.5,0.034,0.1602,0.0,0.0243,0.0,0.7816,0.0,206.0,0.4293,0.19,0.3807,0.38,0.05,0.57,0.0477,0.47,0.4823,0.38,0.05,0.57,0.2744,0.02,0.7056,0.5192,0.12,0.3608,0.3115,0.11,0.5785
29,2015,68I007705,CENTRAL HS,92,57494.49,16658.59,0.07,0.18,0.24,0.6829999999999999,0.2,0.64,0.16,180,12.28,41047.95,0.023,8.68,0.86,0.5,0.5,1.0,0.0278,0.3333,0.0,0.0056,0.0111,0.2778,0.3444,180.0,0.068,0.15,0.782,0.42,0.0,0.58,0.2184,0.22,0.5616,0.1728,0.04,0.7872,0.3395,0.03,0.6305,0.3306,0.13,0.5394,0.5859,0.07,0.3441
30,2015,70I060705,GOODWELL HS,103,56772.44,45712.07,0.01,0.22,0.34,0.27899999999999997,0.4,0.48,0.12,61,4.98,44369.53,0.0,11.92,0.5,0.05,0.0,0.5,0.2787,0.0,0.0328,0.0164,0.0,0.6721,0.0,61.0,0.5,0.0,0.5,0.29,0.0,0.71,0.0714,0.58,0.3486,0.1955,0.15,0.6545,0.23,0.0,0.77,0.3276,0.09,0.5824,0.4902,0.14,0.3698
31,2015,72I014705,LIBERTY HS,88,63949.01,27891.89,0.1,0.09,0.17,0.494,0.15,0.7,0.15,170,12.16,43095.46,0.272,12.9,1.0,1.0,0.5,1.0,0.0588,0.2765,0.0176,0.0059,0.0,0.6294,0.0118,170.0,0.0484,0.56,0.3916,0.0767,0.41,0.5133,0.0342,0.62,0.3458,0.2134,0.03,0.7566,0.3,0.0,0.7,0.2184,0.16,0.6216,0.0567,0.37,0.5733
32,2015,72I001735,BOOKER T. WASHINGTON HS,101,57115.75,57723.51,0.09,0.23,0.49,0.546,0.26,0.59,0.15,1329,65.54,47158.98,0.414,14.13,1.0,5.0,2.1,4.0,0.1369,0.0406,0.0278,0.3574,0.0008,0.3424,0.0941,1329.0,0.3492,0.03,0.6208,0.1738,0.21,0.6162,0.2088,0.28,0.5112,0.4312,0.02,0.5488,0.1746,0.03,0.7954,0.3344,0.12,0.5456,0.396,0.12,0.484
33,2014,37I003705,LOMEGA HS,95,73540.0,66182.0,0.08,0.04,0.03,0.68,0.34,0.6,0.07,44,4.63,49504.97,0.3,14.2,0.57,0.16,0.14,0.28,0.1364,0.0227,0.0,0.0,0.0,0.3864,0.4545,44.0,0.3,0.0,0.7,0.5,0.0,0.5,0.1444,0.62,0.2356,0.44,0.0,0.56,0.43,0.0,0.57,0.2937,0.11,0.5963,0.89,0.0,0.11
34,2014,42I003705,MULHALL-ORLANDO HS,99,67905.0,113239.0,0.03,0.09,0.43,0.47,0.2,0.67,0.13,70,6.66,47306.94,0.22399999999999998,9.32,0.43,0.14,0.35,0.56,0.0714,0.0429,0.0,0.0,0.0,0.8143,0.0714,70.0,0.82,0.0,0.18,1.0,0.0,0.0,0.0576,0.36,0.5824,0.2068,0.06,0.7332,0.5,0.0,0.5,0.76,0.0,0.24,0.3818,0.17,0.4482
35,2014,44I001705,RINGWOOD HS,83,80058.0,40301.0,0.07,0.08,0.07,0.43,0.16,0.71,0.13,102,6.71,44441.36,0.23399999999999999,14.49,0.36,0.14,0.14,1.03,0.2647,0.0392,0.0098,0.0,0.0,0.6863,0.0,102.0,0.0583,0.47,0.4717,0.2378,0.18,0.5822,0.0275,0.45,0.5225,0.1944,0.19,0.6156,0.2184,0.16,0.6216,0.3268,0.14,0.5332,0.4,0.2,0.4
36,2016,35I035705,COLEMAN HS,77,59877.46,61454.97,0.08,0.18,0.23,0.696,0.2,0.64,0.16,69,5.51,41036.83,0.522,14.81,0.39,0.5,0.0,0.29,0.1304,0.3478,0.0,0.0145,0.0145,0.4203,0.0725,69.0,0.0576,0.36,0.5824,,,,0.05,0.5,0.45,0.1958,0.11,0.6942,,,,,,,0.07,0.3,0.63
37,2015,06I105705,CANTON HS,99,58610.38,126879.06,0.08,0.11,0.32,0.49,0.15,0.66,0.19,102,11.0,48017.36,0.442,14.98,0.57,1.14,0.64,1.0,0.0196,0.2745,0.0,0.0,0.0,0.6471,0.0588,102.0,0.1953,0.07,0.7347,0.46,0.0,0.54,0.05,0.5,0.45,0.33,0.0,0.67,0.0,0.1,0.9,0.27,0.1,0.63,0.2688,0.16,0.5712
38,2015,23I003705,ARNETT HS,93,87059.21,177633.55,0.04,0.1,0.16,0.35700000000000004,0.27,0.62,0.11,56,7.16,44379.47,0.561,10.92,0.5,0.43,0.29,0.88,0.0714,0.0357,0.0,0.0179,0.0,0.875,0.0,56.0,0.4136,0.06,0.5264,0.36,0.1,0.54,0.0,0.56,0.44,0.27,0.1,0.63,0.55,0.0,0.45,0.6,0.0,0.4,0.0405,0.55,0.4095
39,2016,23I002705,FARGO HS,77,67476.96,200557.18,0.06,0.09,0.08,0.684,0.17,0.74,0.09,57,6.75,43215.7,0.426,9.98,0.5,0.25,0.38,1.0,0.1579,0.0877,0.0,0.0,0.0,0.7544,0.0,57.0,0.1204,0.14,0.7396,0.0,0.71,0.29,0.0264,0.67,0.3036,0.1971,0.27,0.5329,0.43,0.0,0.57,0.1914,0.42,0.3886,0.2059,0.29,0.5041
40,2015,24I018705,KREMLIN-HILLSDALE HS,89,75328.01,121711.52,0.03,0.04,0.07,0.326,0.29,0.63,0.08,86,6.73,40134.03,0.418,14.48,0.0,0.63,0.25,0.5,0.0116,0.0465,0.0116,0.0349,0.0,0.8372,0.0581,86.0,0.0912,0.24,0.6688,,,,0.0285,0.43,0.5415,0.1869,0.11,0.7031,,,,,,,0.2211,0.33,0.4489
41,2014,48I014705,SMITHVILLE HS,88,42401.0,25247.0,0.12,0.23,0.42,0.74,0.11,0.72,0.17,83,8.49,47381.41,0.488,19.32,1.0,1.0,0.22,1.0,0.0,0.4096,0.0,0.0,0.0,0.5904,0.0,83.0,0.1131,0.13,0.7569,0.0,0.44,0.56,0.0,0.73,0.27,0.0,0.06,0.94,0.16,0.0,0.84,0.055999999999999994,0.2,0.7440000000000001,0.1088,0.32,0.5712
42,2016,20I005715,ARAPAHO-BUTLER HS,92,63223.37,65598.56,0.0,0.14,0.22,0.379,0.16,0.72,0.11,95,8.86,44392.71,0.177,19.34,0.71,0.57,0.43,0.43,0.1158,0.0211,0.0,0.0,0.0,0.8316,0.0316,95.0,0.375,0.25,0.375,0.4,0.0,0.6,0.24,0.2,0.56,0.2,0.0,0.8,,,,0.7125,0.05,0.2375,0.0256,0.36,0.6144
43,2015,63I112705,ASHER HS,80,48896.37,20998.51,0.05,0.18,0.25,0.741,0.11,0.72,0.17,85,5.86,43090.18,0.317,10.1,0.5,0.5,0.0,0.5,0.1176,0.3176,0.0,0.0118,0.0,0.5529,0.0,85.0,0.3078,0.19,0.5022,0.4158,0.23,0.3542,0.0,0.7,0.3,0.1204,0.14,0.7396,0.06,0.0,0.94,0.2844,0.21,0.5056,0.0,0.53,0.47
44,2016,60I003705,RIPLEY HS,88,59499.3,43974.4,0.05,0.14,0.26,0.784,0.23,0.63,0.14,125,7.39,42930.42,0.09699999999999999,17.73,1.14,0.57,0.43,1.29,0.016,0.608,0.016,0.008,0.0,0.344,0.008,125.0,0.21,0.3,0.49,0.1566,0.46,0.3834,0.1248,0.48,0.3952,0.071,0.29,0.639,0.2848,0.11,0.6052,0.2079,0.23,0.5621,0.1875,0.25,0.5625
45,2015,51I008705,OKTAHA HS,88,60699.06,11675.61,0.06,0.11,0.16,0.643,0.13,0.75,0.12,238,11.27,46258.37,0.132,19.2,1.14,0.5,3.66,1.0,0.021,0.4748,0.0,0.0084,0.0126,0.479,0.0042,238.0,0.23399999999999999,0.1,0.6659999999999999,0.5035,0.05,0.4465,0.091,0.35,0.5589999999999999,0.1911,0.09,0.7189,0.1767,0.07,0.7533,0.5642,0.09,0.3458,0.1488,0.38,0.4712
46,2016,62I037705,ROFF HS,76,65035.95,50417.32,0.05,0.16,0.25,0.551,0.21,0.69,0.11,98,8.94,45795.17,0.747,18.11,0.78,0.57,0.29,0.0,0.0306,0.3673,0.0,0.0,0.0,0.602,0.0,98.0,0.6231,0.07,0.3069,0.22,0.12,0.66,0.085,0.5,0.415,0.1144,0.12,0.7656,0.13,0.0,0.87,0.5704,0.08,0.3496,0.052000000000000005,0.6,0.348
47,2015,33I014705,DUKE HS,87,52121.89,50278.73,0.04,0.15,0.29,0.35700000000000004,0.25,0.66,0.09,56,4.77,44545.26,0.17600000000000002,11.44,0.13,0.24,0.0,0.92,0.1429,0.0357,0.0,0.0357,0.0,0.7857,0.0,56.0,,,,0.0,0.55,0.45,0.1575,0.37,0.4725,0.25,0.0,0.75,0.1692,0.06,0.7708,0.0975,0.25,0.6525,0.12,0.4,0.48
48,2016,72I013705,GLENPOOL HS,85,66988.03,29838.19,0.07,0.13,0.34,0.45299999999999996,0.22,0.68,0.1,717,42.54,47746.34,0.318,15.48,5.0,2.0,2.24,4.13,0.1004,0.1311,0.0223,0.0223,0.0,0.4881,0.2357,717.0,0.414,0.08,0.506,0.4416,0.08,0.4784,0.0969,0.43,0.4731,0.08800000000000001,0.2,0.7120000000000001,0.3234,0.02,0.6566,0.174,0.13,0.696,0.3306,0.13,0.5394
49,2015,67I006705,NEW LIMA HS,93,60600.0,24295.32,0.06,0.16,0.41,0.774,0.11,0.76,0.14,93,6.22,43960.12,0.242,9.55,1.33,0.44,0.29,0.91,0.0753,0.1935,0.0215,0.0538,0.0,0.4409,0.2151,93.0,0.4095,0.09,0.5005,0.21600000000000003,0.2,0.584,0.0,0.41,0.59,0.1275,0.15,0.7225,0.25,0.0,0.75,,,,0.2852,0.38,0.3348
50,2014,42I014705,COYLE HS,82,63508.0,68625.0,0.1,0.17,0.1,0.65,0.27,0.61,0.12,76,6.3,54217.2,0.289,16.39,1.0,0.5,0.28,0.5,0.0263,0.1053,0.0,0.1447,0.0,0.2237,0.5,76.0,0.0552,0.31,0.6348,0.0,0.73,0.27,0.0,0.47,0.53,0.1672,0.12,0.7128,0.09,0.0,0.91,0.2871,0.13,0.5829,0.08,0.2,0.72
51,2015,32I054705,STUART HS,78,59351.42,88826.97,0.03,0.17,0.3,0.753,0.11,0.77,0.12,97,5.7,43679.12,0.373,12.37,0.5,0.43,0.29,1.73,0.0412,0.3093,0.0,0.0,0.0,0.6495,0.0,97.0,0.1342,0.39,0.4758,0.0405,0.19,0.7695,0.057,0.62,0.32299999999999995,0.21,0.0,0.79,0.0768,0.04,0.8832,0.1106,0.21,0.6794,0.134,0.33,0.536
52,2016,42I014705,COYLE HS,91,58869.62,63969.98,0.12,0.19,0.23,0.523,0.25,0.63,0.12,88,5.64,52420.74,0.149,14.43,1.0,0.5,0.0,0.5,0.0341,0.0682,0.0,0.1932,0.0,0.1818,0.5227,88.0,0.0979,0.11,0.7921,0.099,0.45,0.451,0.0,0.75,0.25,0.23,0.08,0.69,0.1411,0.17,0.6889,0.3276,0.09,0.5824,0.2059,0.29,0.5041
53,2015,72I010705,BERRYHILL HS,98,69718.77,30421.9,0.07,0.08,0.23,0.27699999999999997,0.25,0.67,0.07,441,21.48,41681.66,0.33399999999999996,11.91,1.34,1.0,2.28,3.0,0.0454,0.0952,0.0,0.0204,0.0,0.6122,0.2268,441.0,0.4554,0.01,0.5346,0.3192,0.16,0.5208,0.1386,0.34,0.5214,0.3264,0.04,0.6336,0.5049,0.01,0.4851,0.3276,0.16,0.5124,0.3496,0.24,0.4104
54,2016,03I026705,CANEY HS,72,44737.16,40665.74,0.09,0.21,0.31,0.649,0.14,0.7,0.16,74,5.98,48085.33,0.45,11.17,0.5,0.29,0.43,0.83,0.0676,0.5405,0.0,0.0135,0.0,0.3784,0.0,74.0,0.0496,0.38,0.5704,,,,0.052000000000000005,0.6,0.348,0.1368,0.24,0.6232,0.0,0.13,0.87,,,,0.0,0.6,0.4
55,2015,55I089760,NORTHEAST HS,72,53011.22,49735.22,0.08,0.27,0.47,0.715,0.22,0.55,0.22,214,16.48,56577.59,0.429,12.6,0.6,0.5,1.1,1.1,0.0607,0.0187,0.0187,0.8645,0.0,0.027999999999999997,0.0093,214.0,0.059000000000000004,0.41,0.531,0.0,0.47,0.53,0.0,0.92,0.08,0.0536,0.33,0.6164,0.0243,0.19,0.7857,0.0142,0.29,0.6958,0.0392,0.51,0.4508
56,2015,61I030705,SAVANNA HS,86,63777.9,24247.07,0.05,0.12,0.35,0.52,0.2,0.7,0.1,175,10.5,46374.0,0.369,17.51,1.0,0.25,0.63,0.5,0.0229,0.4057,0.0,0.0,0.0057,0.5486,0.0171,175.0,0.2366,0.09,0.6734,0.1748,0.08,0.7452,0.0174,0.42,0.5626,0.2047,0.11,0.6853,0.11699999999999999,0.1,0.7829999999999999,0.2052,0.24,0.5548,0.2233,0.23,0.5467
57,2016,70I015705,HARDESTY HS,87,59634.88,197399.58,0.04,0.14,0.27,0.52,0.15,0.62,0.23,25,4.84,44850.08,0.172,6.99,0.0,0.13,0.05,0.4,0.4,0.0,0.0,0.0,0.0,0.56,0.04,25.0,0.1139,0.33,0.5561,,,,0.5,0.0,0.5,0.2494,0.14,0.6106,,,,0.2059,0.29,0.5041,,,
58,2016,65I066705,HAMMON HS,84,60811.28,256067.02,0.04,0.28,0.16,0.38299999999999995,0.19,0.7,0.11,60,9.0,45672.11,0.23600000000000002,12.6,0.5,0.75,0.38,1.0,0.0333,0.2333,0.0,0.0,0.0,0.6833,0.05,60.0,0.335,0.33,0.335,0.0325,0.75,0.2175,0.0,0.17,0.83,0.0,0.17,0.83,0.08,0.0,0.92,0.0858,0.22,0.6942,0.0,0.33,0.67
59,2014,24I001705,WAUKOMIS HS,97,62181.0,44722.0,0.04,0.09,0.29,0.48,0.21,0.66,0.13,103,5.96,43507.13,0.168,16.22,0.5,0.5,0.42,0.84,0.068,0.0194,0.0,0.0,0.0,0.8155,0.0971,103.0,0.4717,0.11,0.4183,0.5,0.0,0.5,0.0225,0.55,0.4275,0.1425,0.05,0.8075,0.41,0.0,0.59,0.68,0.0,0.32,0.3526,0.14,0.5074
