,Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LetterGrade,DistrictCode,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,3_Math_Advanced,3_Math_Below_Satisfactory,3_Math_Satisfactory,3_Reading_Advanced,3_Reading_Below_Satisfactory,3_Reading_Satisfactory,4_Math_Advanced,4_Math_Below_Satisfactory,4_Math_Satisfactory,4_Reading_Advanced,4_Reading_Below_Satisfactory,4_Reading_Satisfactory,5_Math_Advanced,5_Math_Below_Satisfactory,5_Math_Satisfactory,5_Reading_Advanced,5_Reading_Below_Satisfactory,5_Reading_Satisfactory,5_Science_Advanced,5_Science_Below_Satisfactory,5_Science_Satisfactory,5_SocialStudies_Advanced,5_SocialStudies_Below_Satisfactory,5_SocialStudies_Satisfactory,5_Writing_Advanced,5_Writing_Below_Satisfactory,5_Writing_Satisfactory,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Geography_Advanced,7_Geography_Below_Satisfactory,7_Geography_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,8_Writing_Advanced,8_Writing_Below_Satisfactory,8_Writing_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory,EOI_AlgebraII_Advanced,EOI_AlgebraII_Below_Satisfactory,EOI_AlgebraII_Satisfactory,EOI_Biology_Advanced,EOI_Biology_Below_Satisfactory,EOI_Biology_Satisfactory,EOI_EnglishII_Advanced,EOI_EnglishII_Below_Satisfactory,EOI_EnglishII_Satisfactory,EOI_EnglishIII_Advanced,EOI_EnglishIII_Below_Satisfactory,EOI_EnglishIII_Satisfactory,EOI_Geometry_Advanced,EOI_Geometry_Below_Satisfactory,EOI_Geometry_Satisfactory,EOI_USHistory_Advanced,EOI_USHistory_Below_Satisfactory,EOI_USHistory_Satisfactory,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,LetterGradeGroup
79,2015,MCCLAIN,WASHINGTON,WASHINGTON HS,47I005705,88.0,B+,47I005,83803.81,26394.29,0.01,0.03,0.2,0.19699999999999998,0.23,0.67,0.1,274.0,12.29,45525.36,0.128,15.88,1.43,0.5,3.1,1.33,High School,0.0584,0.1241,0.0036,0.0036,0.0,0.8102,0.0,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2457,0.09,0.6643,0.3034,0.18,0.5166,0.0352,0.56,0.4048,0.0623,0.11,0.8277,0.2784,0.04,0.6816,0.5487,0.07,0.3813,0.3588,0.08,0.5612,50.0,25.0,25.0,8.0,88.0,B+,126.0,90.0,A,160.0,81.0,B,72.0,39.0,F,62.0,82.0,B,0.0,0.0,,420.0,77.0,C,12.0,92.0,A    ,18.0,67.0,D    ,30.0,77.0,C    ,,0.0,,0.0,0.63,0.95,1.0,0.95,5.0,0.0,1.0,,0.64,0,0.77,0.0,3.0,1.0,B
80,2016,JACKSON,NAVAJO,NAVAJO HS,33I001705,87.0,B+,33I001,77065.58,22591.41,0.03,0.11,0.15,0.324,0.36,0.56,0.08,102.0,7.83,44539.28,0.19,18.37,0.5,0.33,0.33,0.67,High School,0.098,0.0392,0.0196,0.0098,0.0,0.8039,0.0294,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.08,0.598,,,,0.03,0.25,0.72,0.3007,0.03,0.6693,0.1704,0.29,0.5396,0.1608,0.33,0.5092,50.0,50.0,0.0,2.0,90.0,A-,,,C,,,,,,,,,,,,,36.0,78.0,C,,,,,,,,,,,0.0,,0.0,0.62,0.95,1.0,0.95,5.0,0.0,1.0,0.75,0.48,1,0.88,1.0,5.0,1.0,B
81,2014,PITTSBURG,KIOWA,KIOWA HS,61I014715,97.0,A+,61I014,55879.0,231812.0,0.05,0.17,0.24,0.52,0.13,0.72,0.16,95.0,9.0,49514.72,0.46,15.9,0.72,0.71,0.61,1.0,High School,0.0105,0.3474,0.0,0.0,0.0,0.6211,0.0211,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3293,0.11,0.5607,0.5264,0.06,0.4136,0.5162,0.11,0.3738,0.4982,0.06,0.4418,0.65,0.0,0.35,0.8,0.0,0.2,0.74,0.0,0.26,50.0,50.0,0.0,10.0,99.0,A+,40.0,88.0,B,64.0,88.0,B,24.0,71.0,C,24.0,83.0,B,,,,152.0,84.0,B,,,,,,,,,,,,,,0.62,0.95,1.0,0.95,5.0,0.95,1.0,0.8,0.5,1,0.81,1.0,5.0,1.0,A
82,2014,GARFIELD,KREMLIN-HILLSDALE,KREMLIN-HILLSDALE HS,24I018705,103.0,A+,24I018,81096.0,101208.0,0.04,0.04,0.08,0.33,0.27,0.63,0.1,87.0,6.78,36738.76,0.361,12.7,0.38,1.0,0.44,0.63,High School,0.0115,0.046,0.023,0.0115,0.0,0.8621,0.046,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3069,0.07,0.6231,,,,,,,0.18,0.0,0.82,0.0,0.0,1.0,0.4224,0.04,0.5376,0.2952,0.18,0.5248,50.0,50.0,0.0,8.0,89.0,B+,38.0,97.0,A,58.0,83.0,B,,,,,,B,,,,115.0,87.0,B,,,,,,,,,,,,,,0.6,0.95,1.0,0.95,5.0,0.95,1.0,0.86,0.58,1,0.29,0.0,4.0,1.0,A
83,2016,GARFIELD,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24I094705,90.0,A-,24I094,56866.77,101810.47,0.03,0.17,0.34,0.6579999999999999,0.2,0.69,0.12,79.0,6.49,43524.67,0.28,12.31,0.5,0.36,0.83,0.86,High School,0.1266,0.0,0.0,0.0,0.0,0.7089,0.1646,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.1,0.72,,,,0.0572,0.56,0.3828,0.22,0.12,0.66,0.133,0.05,0.8170000000000001,,,,0.135,0.1,0.765,50.0,25.0,25.0,9.0,95.0,A,18.0,89.0,B,12.0,83.0,B,,,,,,,,,,30.0,87.0,B,,,,,,,,,,,0.0,,0.0,0.59,0.95,1.0,0.95,5.0,0.0,1.0,0.88,0.29,1,0.52,0.0,4.0,1.0,A
84,2016,JOHNSTON,WAPANUCKA,WAPANUCKA HS,35I037705,75.0,C,35I037,57796.21,55580.88,0.08,0.18,0.46,0.39,0.19,0.6,0.22,59.0,4.86,44472.51,0.441,15.21,0.29,0.14,0.14,0.79,High School,0.1017,0.3729,0.0,0.0169,0.0,0.4915,0.0169,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.2,0.64,0.0,0.86,0.14,0.0616,0.44,0.4984,0.0979,0.11,0.7921,0.14,0.0,0.86,0.4984,0.11,0.3916,0.0,0.71,0.29,50.0,50.0,0.0,8.0,79.0,C+,12.0,75.0,C,14.0,93.0,A,,,,,,,,,,26.0,85.0,B,,,,,,,,,,,0.0,,0.0,0.59,0.95,1.0,0.95,5.0,0.0,1.0,,0.5,0,0.42,0.0,4.0,1.0,C
85,2015,ELLIS,SHATTUCK,SHATTUCK HS,23I042705,92.0,A-,23I042,62864.61,86237.83,0.05,0.23,0.33,0.34700000000000003,0.25,0.65,0.1,98.0,8.5,43177.29,0.441,13.01,1.13,0.38,0.63,1.0,High School,0.1837,0.0,0.0306,0.0,0.0,0.7653,0.0204,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0984,0.18,0.7216,0.0,0.29,0.71,0.0,0.44,0.56,0.1513,0.11,0.7387,0.37,0.0,0.63,0.2574,0.22,0.5226,0.2378,0.18,0.5822,50.0,50.0,0.0,9.0,92.0,A-,44.0,91.0,A,66.0,77.0,C,19.0,53.0,F,20.0,85.0,B,0.0,0.0,,149.0,79.0,C,,,,,,,,,,,0.0,,0.0,0.59,0.95,1.0,0.95,5.0,0.86,1.0,0.88,0.36,1,0.67,0.0,4.0,1.0,A
86,2014,MCCURTAIN,EAGLETOWN,EAGLETOWN HS,48I013705,81.0,B-,48I013,37946.0,28107.0,0.14,0.21,0.27,0.82,0.09,0.72,0.19,82.0,7.43,42114.3,0.26899999999999996,8.37,0.57,0.5,0.5,0.29,High School,0.0,0.2683,0.0366,0.0244,0.0122,0.6341,0.0244,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1139,0.33,0.5561,,,,0.0,0.79,0.21,0.0913,0.17,0.7387,0.0528,0.12,0.8272,0.1139,0.33,0.5561,0.063,0.55,0.387,50.0,50.0,0.0,2.0,64.0,D,39.0,82.0,B,51.0,49.0,F,21.0,19.0,F,22.0,45.0,F,,,,133.0,53.0,F,,,,,,,,,,,,,,0.59,0.95,1.0,0.95,5.0,0.95,1.0,0.82,0.29,1,0.4,0.0,4.0,1.0,B
87,2015,CRAIG,WELCH,WELCH HS,18I017715,80.0,B-,18I017,52897.92,40120.34,0.05,0.15,0.26,0.529,0.13,0.75,0.12,87.0,9.47,47146.3,0.348,13.41,0.74,0.29,0.14,0.3,High School,0.046,0.4023,0.0,0.0115,0.0,0.5402,0.0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3362,0.18,0.4838,0.1064,0.24,0.6536,0.016,0.68,0.304,0.1209,0.07,0.8091,0.1786,0.06,0.7614,0.3999,0.07,0.5301,0.0616,0.23,0.7084,50.0,50.0,0.0,9.0,80.0,B-,39.0,85.0,B,66.0,71.0,C,30.0,23.0,F,18.0,67.0,D,0.0,0.0,,153.0,65.0,D,,,,,,,,,,,0.0,,0.0,0.58,0.95,1.0,0.95,5.0,0.0,1.0,0.81,0.38,1,0.68,0.0,4.0,1.0,B
88,2014,LINCOLN,AGRA,AGRA HS,41I134705,96.0,A,41I134,65865.0,14454.0,0.07,0.17,0.21,0.71,0.12,0.7,0.18,104.0,10.72,43778.91,0.45299999999999996,10.79,0.0,0.25,0.0,1.0,High School,0.0385,0.3846,0.0,0.0192,0.0,0.5577,0.0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2555,0.27,0.4745,0.062,0.38,0.5579999999999999,0.042,0.4,0.5579999999999999,0.2232,0.07,0.7068,0.0651,0.07,0.8649,0.4368,0.16,0.4032,0.44,0.12,0.44,50.0,25.0,25.0,8.0,84.0,B,47.0,91.0,A,78.0,74.0,C,,,D,,,,,,,164.0,77.0,C,,,,,,,12.0,100.0,A    ,,,,,0.58,0.95,1.0,0.95,5.0,0.95,1.0,0.79,0.32,1,0.59,0.0,4.0,1.0,A
89,2016,CADDO,BOONE-APACHE,APACHE HS,08I056705,82.0,B-,08I056,57878.19,43627.17,0.13,0.17,0.37,0.79,0.19,0.68,0.13,167.0,12.43,43756.54,0.207,16.15,0.5,0.86,0.71,2.0,High School,0.0898,0.3832,0.0,0.006,0.0,0.3653,0.1557,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3822,0.09,0.5278,0.1273,0.33,0.5427,0.0,0.62,0.38,0.087,0.13,0.7829999999999999,0.2349,0.13,0.6351,0.405,0.1,0.495,0.053,0.47,0.47700000000000004,50.0,25.0,25.0,3.0,75.0,C,35.0,86.0,B,49.0,92.0,A,,,,,,,,,,84.0,89.0,B,,,,,,D    ,20.0,70.0,C    ,,0.0,,0.0,0.55,0.95,1.0,0.95,5.0,0.86,1.0,,0.4,0,0.67,0.0,5.0,1.0,B
90,2015,SEMINOLE,VARNUM,VARNUM HS,67I007705,75.0,C,67I007,58715.31,22837.37,0.05,0.22,0.4,0.693,0.17,0.64,0.18,75.0,6.66,39971.02,0.429,9.85,0.29,0.25,0.25,1.0,High School,0.08,0.48,0.0,0.0133,0.0,0.4133,0.0133,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3348,0.07,0.5952,,,,0.0406,0.71,0.2494,0.0798,0.43,0.4902,0.38,0.0,0.62,0.06,0.4,0.54,0.527,0.15,0.32299999999999995,50.0,50.0,0.0,9.0,75.0,C,35.0,63.0,D,44.0,61.0,D,18.0,22.0,F,16.0,69.0,D,0.0,0.0,,113.0,57.0,F,,,,,,,,,,,0.0,,0.0,0.55,0.95,1.0,0.95,5.0,0.0,1.0,,0.4,0,0.92,1.0,4.0,1.0,C
91,2014,GRADY,TUTTLE,TUTTLE HS,26I097705,98.0,A+,26I097,75131.0,35009.0,0.03,0.11,0.25,0.18,0.16,0.74,0.09,504.0,33.95,42228.95,0.265,13.04,2.0,1.0,0.53,2.0,High School,0.0417,0.129,0.0099,0.004,0.0,0.8115,0.004,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,0.08,0.506,0.4085,0.05,0.5415,0.2475,0.25,0.5025,0.3264,0.04,0.6336,0.4059,0.01,0.5841,0.4277,0.09,0.4823,0.5358,0.06,0.4042,50.0,25.0,25.0,10.0,101.0,A+,242.0,92.0,A,375.0,89.0,B,131.0,72.0,C,62.0,89.0,B,,,,810.0,87.0,B,30.0,83.0,B    ,28.0,89.0,B    ,58.0,86.0,B    ,,,,,0.54,0.95,1.0,0.95,5.0,0.95,1.0,0.86,0.64,1,0.78,0.0,4.0,1.0,A
92,2015,HUGHES,MOSS,MOSS HS,32I001705,85.0,B,32I001,56446.1,65225.9,0.11,0.15,0.09,0.51,0.11,0.72,0.17,98.0,4.07,40666.09,0.35100000000000003,12.82,0.5,0.5,0.0,2.0,High School,0.0714,0.1224,0.0,0.0204,0.0,0.6327,0.1531,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3916,0.11,0.4984,0.0442,0.74,0.2158,0.03,0.5,0.47,0.2068,0.06,0.7332,0.28800000000000003,0.04,0.672,0.247,0.05,0.703,0.0616,0.44,0.4984,50.0,50.0,0.0,9.0,85.0,B,45.0,87.0,B,56.0,63.0,D,21.0,43.0,F,22.0,45.0,F,0.0,0.0,,144.0,65.0,D,,,,,,,,,,,0.0,,0.0,0.53,0.95,1.0,0.95,5.0,0.0,1.0,0.76,0.37,1,0.5,0.0,4.0,1.0,B
93,2014,LINCOLN,DAVENPORT,DAVENPORT HS,41I003705,74.0,C,41I003,50411.0,38522.0,0.12,0.19,0.3,0.42,0.06,0.74,0.2,119.0,7.0,44338.14,0.14300000000000002,13.71,0.88,0.5,0.49,0.5,High School,0.1008,0.1933,0.0,0.0168,0.0,0.6639,0.0252,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0549,0.39,0.5551,0.0148,0.63,0.3552,0.047,0.53,0.423,0.1953,0.07,0.7347,0.152,0.05,0.7979999999999999,,,,0.23,0.08,0.69,50.0,25.0,25.0,8.0,87.0,B+,57.0,82.0,B,70.0,50.0,F,59.0,41.0,F,40.0,85.0,B,,,,226.0,62.0,D,,,,,,,15.0,60.0,D    ,,,,,0.52,0.95,1.0,0.95,5.0,0.89,1.0,,0.5,0,0.3,0.0,4.0,1.0,C
94,2014,MURRAY,SULPHUR,SULPHUR HS,50I001705,87.0,B+,50I001,52246.0,23547.0,0.07,0.17,0.28,0.57,0.17,0.62,0.21,399.0,22.0,43551.62,0.23399999999999999,11.68,1.43,1.0,0.64,2.0,High School,0.0877,0.2857,0.005,0.01,0.0025,0.604,0.005,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,0.2,0.552,0.2132,0.18,0.6068,0.14,0.3,0.56,0.2457,0.09,0.6643,0.2418,0.07,0.6882,0.2262,0.22,0.5538,0.4717,0.11,0.4183,50.0,25.0,25.0,7.0,81.0,B-,173.0,84.0,B,264.0,77.0,C,94.0,61.0,D,75.0,89.0,B,,,,606.0,78.0,C,20.0,85.0,B    ,25.0,60.0,D    ,45.0,71.0,C    ,,,,,0.52,0.95,1.0,0.95,5.0,0.94,1.0,,0.55,0,0.72,0.0,3.0,1.0,B
95,2016,DEWEY,TALOGA,TALOGA HS,22I010705,76.0,C,22I010,87871.35,618737.1,0.01,0.12,0.23,0.5710000000000001,0.25,0.68,0.07,21.0,4.66,48384.75,0.544,9.18,0.5,0.38,0.38,0.11,High School,0.0,0.0476,0.0,0.0,0.0,0.9524,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0858,0.22,0.6942,,,,,,,0.2739,0.17,0.5561,,,,,,,0.0602,0.57,0.3698,100.0,0.0,0.0,6.0,61.0,D-,,,,,,C,,,,,,,,,,15.0,73.0,C,,,,,,,,,,,0.0,,0.0,0.5,0.95,1.0,0.95,5.0,0.0,1.0,0.95,0.25,1,0.0,0.0,4.0,1.0,C
96,2016,LINCOLN,DAVENPORT,DAVENPORT HS,41I003705,91.0,A-,41I003,53313.85,43396.0,0.08,0.19,0.33,0.41,0.09,0.73,0.18,117.0,7.3,44540.0,0.13699999999999998,15.73,0.88,0.5,0.5,0.5,High School,0.0427,0.2222,0.0,0.0256,0.0,0.6752,0.0342,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2054,0.21,0.5846,0.0,0.87,0.13,,,,0.1335,0.11,0.7565,0.0564,0.06,0.8836,0.071,0.29,0.639,0.215,0.14,0.645,50.0,25.0,25.0,8.0,87.0,B+,26.0,96.0,A,21.0,86.0,B,,,,,,,,,,47.0,91.0,A,,,,,,,11.0,82.0,B    ,,0.0,,0.0,0.5,0.95,1.0,0.95,5.0,0.88,1.0,,0.39,0,0.29,0.0,4.0,1.0,A
97,2015,COTTON,WALTERS,WALTERS HS,17I001705,82.0,B-,17I001,55900.76,25437.07,0.08,0.17,0.27,0.44799999999999995,0.19,0.68,0.13,212.0,13.38,42823.82,0.18600000000000003,15.1,0.0,0.44,0.43,0.91,High School,0.0755,0.1415,0.0,0.0047,0.0,0.717,0.0613,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2001,0.13,0.6699,0.0609,0.13,0.8091,0.019,0.62,0.361,0.1275,0.15,0.7225,0.2688,0.04,0.6912,0.1691,0.11,0.7209,0.2511,0.19,0.5589,50.0,25.0,25.0,8.0,82.0,B-,104.0,88.0,B,125.0,82.0,B,39.0,36.0,F,62.0,77.0,C,0.0,0.0,,330.0,78.0,C,,,,,,,17.0,53.0,F    ,,0.0,,0.0,0.5,0.95,1.0,0.95,5.0,0.0,1.0,,0.49,0,0.6,0.0,4.0,1.0,B
98,2015,COAL,TUPELO,TUPELO HS,15I002705,87.0,B+,15I002,50510.28,47673.67,0.04,0.22,0.31,0.593,0.16,0.63,0.2,81.0,5.67,47239.42,0.5720000000000001,20.81,1.0,0.29,0.86,0.86,High School,0.037,0.2716,0.0,0.0,0.0,0.5802,0.1111,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955,0.15,0.6545,0.29,0.0,0.71,0.0,0.85,0.15,0.0,0.08,0.92,0.4,0.0,0.6,0.068,0.15,0.782,0.5544,0.12,0.3256,50.0,50.0,0.0,8.0,87.0,B+,38.0,71.0,C,45.0,80.0,B,18.0,17.0,F,17.0,71.0,C,0.0,0.0,,118.0,66.0,D,,,,,,,,,,,0.0,,0.0,0.48,0.95,1.0,0.95,5.0,0.0,1.0,,0.53,0,0.43,0.0,4.0,1.0,B
99,2015,LINCOLN,AGRA,AGRA HS,41I134705,84.0,B,41I134,71860.53,16479.11,0.07,0.18,0.26,0.757,0.12,0.71,0.16,107.0,9.11,45383.88,0.40399999999999997,13.14,0.0,0.25,0.0,1.0,High School,0.028,0.3458,0.0,0.0093,0.0,0.6168,0.0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1476,0.18,0.6724,0.0216,0.46,0.5184,0.0294,0.58,0.3906,0.0924,0.16,0.7476,0.26,0.0,0.74,0.2187,0.19,0.5913,0.3444,0.16,0.4956,50.0,25.0,25.0,8.0,84.0,B,53.0,91.0,A,88.0,69.0,D,48.0,42.0,F,32.0,84.0,B,0.0,0.0,,221.0,71.0,C,,,,,,,12.0,75.0,C    ,,0.0,,0.0,0.48,0.95,1.0,0.95,5.0,0.0,1.0,,0.33,0,0.54,0.0,3.0,1.0,B
100,2014,CIMARRON,BOISE CITY,BOISE CITY HS,13I002705,79.0,C+,13I002,55720.0,115112.0,0.02,0.21,0.48,0.6,0.19,0.64,0.17,80.0,7.4,43920.14,0.031,8.86,0.22,0.23,0.26,1.0,High School,0.375,0.0,0.025,0.0,0.0,0.6,0.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0484,0.56,0.3916,0.1806,0.14,0.6794,0.0748,0.56,0.3652,0.14400000000000002,0.28,0.5760000000000001,0.23,0.0,0.77,0.2492,0.11,0.6408,,,,50.0,50.0,0.0,5.0,69.0,D+,42.0,79.0,C,51.0,67.0,D,,,F,,,,,,,118.0,65.0,D,,,,,,,,,,,,,,0.48,0.95,1.0,0.95,5.0,0.95,1.0,0.86,0.25,1,0.61,0.0,4.0,1.0,C
101,2016,POTTAWATOMIE,DALE,DALE HS,63I002705,89.0,B+,63I002,67048.46,21340.43,0.11,0.19,0.38,0.311,0.19,0.7,0.11,228.0,12.32,49352.14,0.423,20.57,1.0,0.5,1.05,0.5,High School,0.0219,0.1974,0.0044,0.0263,0.0,0.7456,0.0044,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3315,0.15,0.5185,0.3362,0.18,0.4838,0.1173,0.31,0.5727,0.2112,0.12,0.6688,0.37,0.0,0.63,0.71,0.0,0.29,0.105,0.25,0.645,50.0,25.0,25.0,10.0,92.0,A-,45.0,89.0,B,64.0,89.0,B,,,,,,,,,,109.0,89.0,B,11.0,82.0,B    ,16.0,69.0,D    ,27.0,74.0,C    ,,0.0,,0.0,0.47,0.95,1.0,0.95,5.0,0.0,1.0,0.81,0.53,1,0.74,0.0,4.0,1.0,B
102,2015,LE FLORE,HEAVENER,HEAVENER HS,40I003705,82.0,B-,40I003,39152.33,19161.93,0.1,0.3,0.35,0.509,0.09,0.64,0.27,338.0,27.05,43323.02,0.377,11.16,3.5,2.5,1.0,2.0,High School,0.2574,0.568,0.0,0.003,0.0,0.1657,0.0059,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2607,0.21,0.5293,0.0365,0.27,0.6935,0.1098,0.39,0.5002,0.2494,0.14,0.6106,0.1881,0.01,0.8019,0.1752,0.27,0.5548,0.1702,0.26,0.5698,50.0,25.0,25.0,8.0,82.0,B-,159.0,77.0,C,223.0,70.0,C,74.0,49.0,F,86.0,74.0,C,0.0,0.0,,542.0,70.0,C,13.0,62.0,D    ,20.0,75.0,C    ,33.0,70.0,C    ,,0.0,,0.0,0.47,0.95,1.0,0.95,5.0,0.91,1.0,,0.38,0,0.61,0.0,4.0,1.0,B
103,2016,BECKHAM,MERRITT,MERRITT HS,05I002705,90.0,A-,05I002,115205.69,63890.27,0.03,0.06,0.16,0.677,0.24,0.7,0.07,161.0,10.97,46519.65,0.201,16.93,1.0,0.5,0.63,1.25,High School,0.1242,0.0497,0.0,0.0062,0.0062,0.8137,0.0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3078,0.19,0.5022,0.3913,0.09,0.5187,0.2294,0.26,0.5106,0.247,0.05,0.703,0.1598,0.06,0.7802,0.5301,0.07,0.3999,0.207,0.1,0.693,50.0,25.0,25.0,9.0,100.0,A+,48.0,94.0,A,39.0,85.0,B,,,,,,,,,,87.0,90.0,A,,,B    ,,,,21.0,67.0,D    ,,0.0,,0.0,0.46,0.95,1.0,0.95,5.0,0.0,1.0,0.95,0.39,1,0.59,0.0,4.0,1.0,A
104,2016,ROGER MILLS,REYDON,REYDON HS,65I006705,97.0,A+,65I006,69802.02,352747.19,0.03,0.08,0.15,0.36,0.2,0.68,0.12,25.0,5.51,49403.27,0.294,9.68,0.5,0.0,0.12,0.37,High School,0.08,0.0,0.0,0.0,0.0,0.92,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,0.0,4.0,98.0,A+,,,,,,,,,,,,,,,,10.0,90.0,A,,,,,,,,,,,0.0,,0.0,0.45,0.95,1.0,0.95,5.0,0.0,1.0,0.95,0.33,1,0.78,0.0,4.0,1.0,A
